,Fukuoka-ken Fukuoka-shi Daimyō,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Fukuoka-ken Fukuoka-shi Imaizumi,Fukuoka-ken Fukuoka-shi Momochi,Fukuoka-ken Fukuoka-shi Shiobaru,Fukuoka-ken Fukuoka-shi Takatori,Fukuoka-ken Fukuoka-shi Tenjin,Fukuoka-ken Fukuoka-shi Torikai,Fukuoka-ken Itoshima-shi Maebarunishi,Fukuoka-ken Kitakyūshū-shi Konyamachi,Fukuoka-ken Kitakyūshū-shi None,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Fukuoka-ken Kurume-shi Jōnanmachi,Fukuoka-ken Yame-shi Motomachi,Hiroshima-ken Fukuyama-shi Higashisakuramachi,Hiroshima-ken Hiroshima-shi Kokutaijimachi,Hiroshima-ken Hiroshima-shi Nagarekawachō,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,Hokkaidō Asahikawa-shi 6 Jōdōri,Hokkaidō Katō-gun Motomachi,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,Hokkaidō Sapporo-shi Kita 24 Jōnishi,Hokkaidō Sapporo-shi Kotoni 2 Jō,Hokkaidō Sapporo-shi Minami 3 Jōnishi,Hyōgo-ken Amagasaki-shi Higashinanamatsuchō,Hyōgo-ken Himeji-shi Yasuda,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,Hyōgo-ken Kōbe-shi Kumoidōri,Hyōgo-ken Kōbe-shi Motomachidōri,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Hyōgo-ken Nishinomiya-shi Rokutanjichō,Hyōgo-ken Takarazuka-shi Tōyōchō,Miyagi-ken Sendai-shi Kamisugi,Niigata-ken Kashiwazaki-shi Chūōchō,Niigata-ken Nagaoka-shi Ōtedōri,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,Niigata-ken Niigata-shi Teraohigashi,Shizuoka-ken Hamamatsu-shi Motoshirochō,Shizuoka-ken Numazu-shi Miyukichō,Shizuoka-ken Shizuoka-shi Ōtemachi,Tōkyō-to Adachi-ku Chūōhonchō,Tōkyō-to Bunkyō-ku Kasuga,Tōkyō-to Bunkyō-ku Sendagi,Tōkyō-to Chiyoda-ku Kanda Jinbōchō,Tōkyō-to Chiyoda-ku Kudanminami,Tōkyō-to Chūō-ku Ginza,Tōkyō-to Chūō-ku Tsukiji,Tōkyō-to Edogawa-ku Chūō,Tōkyō-to Fuchū-shi Miyanishichō,Tōkyō-to Itabashi-ku Itabashi,Tōkyō-to Katsushika-ku Tateishi,Tōkyō-to Kita-ku Ōjihonchō,Tōkyō-to Koganei-shi Honchō,Tōkyō-to Kōtō-ku Kameido,Tōkyō-to Kōtō-ku Tomioka,Tōkyō-to Kōtō-ku Tōyō,Tōkyō-to Machida-shi Morino,Tōkyō-to Meguro-ku Jiyūgaoka,Tōkyō-to Meguro-ku Kamimeguro,Tōkyō-to Meguro-ku Takaban,Tōkyō-to Minato-ku Akasaka,Tōkyō-to Minato-ku Roppongi,Tōkyō-to Minato-ku Shibakōen,Tōkyō-to Musashino-shi Kichijōji Honchō,Tōkyō-to Musashino-shi Midorichō,Tōkyō-to Nakano-ku Nakano,Tōkyō-to Nerima-ku Toyotamakita,Tōkyō-to Setagaya-ku Kitazawa,Tōkyō-to Setagaya-ku Okusawa,Tōkyō-to Setagaya-ku Sangenjaya,Tōkyō-to Setagaya-ku Setagaya,Tōkyō-to Shibuya-ku Dōgenzaka,Tōkyō-to Shibuya-ku Higashi,Tōkyō-to Shibuya-ku Jingūmae,Tōkyō-to Shibuya-ku Shibuya,Tōkyō-to Shinagawa-ku Higashigotanda,Tōkyō-to Shinagawa-ku Hiromachi,Tōkyō-to Shinjuku-ku Kabukichō,Tōkyō-to Shinjuku-ku Nishishinjuku,Tōkyō-to Suginami-ku Asagayaminami,Tōkyō-to Tachikawa-shi Izumichō,Tōkyō-to Taitō-ku Asakusa,Tōkyō-to Taitō-ku Higashiueno,Tōkyō-to Taitō-ku Kuramae,Tōkyō-to Toshima-ku Higashiikebukuro,Tōkyō-to Toshima-ku Mejiro,Tōkyō-to Toshima-ku Minamiikebukuro,Tōkyō-to Toshima-ku Nishiikebukuro,Tōkyō-to Toshima-ku Sugamo,Tōkyō-to Ōta-ku Kamata,Tōkyō-to Ōta-ku Kamiikedai,Ōsaka-fu Higashiōsaka-shi Aramotokita,Ōsaka-fu Neyagawa-shi Honmachi,Ōsaka-fu Sakai-shi Minamikawaramachi,Ōsaka-fu Suita-shi Izumichō,Ōsaka-fu Ōsaka-shi Fuminosato,Ōsaka-fu Ōsaka-shi Kyōmachibori,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,Ōsaka-fu Ōsaka-shi Nakanochō,Ōsaka-fu Ōsaka-shi Nanbasennichimae,Ōsaka-fu Ōsaka-shi Shinmachi,Ōsaka-fu Ōsaka-shi Ōgimachi
2016-04-21,1928650.0,0.0,1061892.0,1928650.0,0.0,1774358.0,1792510.0,1928650.0,1760744.0,0.0,1878732.0,0.0,0.0,1783434.0,1928650.0,1928650.0,1701750.0,1901422.0,1928650.0,0.0,0.0,1102734.0,1846966.0,1928650.0,0.0,1801586.0,0.0,1928650.0,1910498.0,0.0,0.0,0.0,1928650.0,1601914.0,1787972.0,1919574.0,1098196.0,1924112.0,1647294.0,1828814.0,1488464.0,1919574.0,1624604.0,1633680.0,1928650.0,1919574.0,1915036.0,1093658.0,1048278.0,1896884.0,1883270.0,1728978.0,1874194.0,1910498.0,1424932.0,1910498.0,0.0,0.0,0.0,0.0,1815200.0,1797048.0,1924112.0,1102734.0,1674522.0,1915036.0,1919574.0,0.0,0.0,0.0,0.0,1828814.0,980208.0,1919574.0,1928650.0,1669984.0,0.0,1928650.0,1924112.0,1928650.0,0.0,1098196.0,1928650.0,1783434.0,1905960.0,1769820.0,1924112.0,1878732.0,1080044.0,0.0,0.0,1874194.0,1905960.0,1756206.0,0.0,1719902.0,1638218.0,1928650.0,1860580.0,1102734.0,1924112.0,1928650.0
2016-04-22,2768025.0,0.0,1524042.0,2768025.0,0.0,2546583.0,2572635.0,2768025.0,2527044.0,0.0,2696382.0,0.0,0.0,2559609.0,2768025.0,2768025.0,2442375.0,2728947.0,2768025.0,0.0,0.0,1582659.0,2650791.0,2768025.0,0.0,2585661.0,0.0,2768025.0,2741973.0,0.0,0.0,0.0,2768025.0,2299089.0,2566122.0,2754999.0,1576146.0,2761512.0,2364219.0,2624739.0,2136264.0,2754999.0,2331654.0,2344680.0,2768025.0,2754999.0,2748486.0,1569633.0,1504503.0,2722434.0,2702895.0,2481453.0,2689869.0,2741973.0,2045082.0,2741973.0,0.0,0.0,0.0,0.0,2605200.0,2579148.0,2761512.0,1582659.0,2403297.0,2748486.0,2754999.0,0.0,0.0,0.0,0.0,2624739.0,1406808.0,2754999.0,2768025.0,2396784.0,0.0,2768025.0,2761512.0,2768025.0,0.0,1576146.0,2768025.0,2559609.0,2735460.0,2540070.0,2761512.0,2696382.0,1550094.0,0.0,0.0,2689869.0,2735460.0,2520531.0,0.0,2468427.0,2351193.0,2768025.0,2670330.0,1582659.0,2761512.0,2768025.0
2016-04-23,2931650.0,0.0,1614132.0,2931650.0,0.0,2697118.0,2724710.0,2931650.0,2676424.0,0.0,2855772.0,0.0,0.0,2710914.0,2931650.0,2931650.0,2586750.0,2890262.0,2931650.0,0.0,0.0,1676214.0,2807486.0,2931650.0,0.0,2738506.0,0.0,2931650.0,2904058.0,0.0,0.0,0.0,2931650.0,2434994.0,2717812.0,2917854.0,1669316.0,2924752.0,2503974.0,2779894.0,2262544.0,2917854.0,2469484.0,2483280.0,2931650.0,2917854.0,2910956.0,1662418.0,1593438.0,2883364.0,2862670.0,2628138.0,2848874.0,2904058.0,2165972.0,2904058.0,0.0,0.0,0.0,0.0,2759200.0,2731608.0,2924752.0,1676214.0,2545362.0,2910956.0,2917854.0,0.0,0.0,0.0,0.0,2779894.0,1489968.0,2917854.0,2931650.0,2538464.0,0.0,2931650.0,2924752.0,2931650.0,0.0,1669316.0,2931650.0,2710914.0,2897160.0,2690220.0,2924752.0,2855772.0,1641724.0,0.0,0.0,2848874.0,2897160.0,2669526.0,0.0,2614342.0,2490178.0,2931650.0,2828180.0,1676214.0,2924752.0,2931650.0
2016-04-24,1892950.0,0.0,1042236.0,1892950.0,0.0,1741514.0,1759330.0,1892950.0,1728152.0,0.0,1843956.0,0.0,0.0,1750422.0,1892950.0,1892950.0,1670250.0,1866226.0,1892950.0,0.0,0.0,1082322.0,1812778.0,1892950.0,0.0,1768238.0,0.0,1892950.0,1875134.0,0.0,0.0,0.0,1892950.0,1572262.0,1754876.0,1884042.0,1077868.0,1888496.0,1616802.0,1794962.0,1460912.0,1884042.0,1594532.0,1603440.0,1892950.0,1884042.0,1879588.0,1073414.0,1028874.0,1861772.0,1848410.0,1696974.0,1839502.0,1875134.0,1398556.0,1875134.0,0.0,0.0,0.0,0.0,1781600.0,1763784.0,1888496.0,1082322.0,1643526.0,1879588.0,1884042.0,0.0,0.0,0.0,0.0,1794962.0,962064.0,1884042.0,1892950.0,1639072.0,0.0,1892950.0,1888496.0,1892950.0,0.0,1077868.0,1892950.0,1750422.0,1870680.0,1737060.0,1888496.0,1843956.0,1060052.0,0.0,0.0,1839502.0,1870680.0,1723698.0,0.0,1688066.0,1607894.0,1892950.0,1826140.0,1082322.0,1888496.0,1892950.0
2016-04-25,1580150.0,0.0,870012.0,1580150.0,0.0,1453738.0,1468610.0,1580150.0,1442584.0,0.0,1539252.0,0.0,0.0,1461174.0,1580150.0,1580150.0,1394250.0,1557842.0,1580150.0,0.0,0.0,903474.0,1513226.0,1580150.0,0.0,1476046.0,0.0,1580150.0,1565278.0,0.0,0.0,0.0,1580150.0,1312454.0,1464892.0,1572714.0,899756.0,1576432.0,1349634.0,1498354.0,1219504.0,1572714.0,1331044.0,1338480.0,1580150.0,1572714.0,1568996.0,896038.0,858858.0,1554124.0,1542970.0,1416558.0,1535534.0,1565278.0,1167452.0,1565278.0,0.0,0.0,0.0,0.0,1487200.0,1472328.0,1576432.0,903474.0,1371942.0,1568996.0,1572714.0,0.0,0.0,0.0,0.0,1498354.0,803088.0,1572714.0,1580150.0,1368224.0,0.0,1580150.0,1576432.0,1580150.0,0.0,899756.0,1580150.0,1461174.0,1561560.0,1450020.0,1576432.0,1539252.0,884884.0,0.0,0.0,1535534.0,1561560.0,1438866.0,0.0,1409122.0,1342198.0,1580150.0,1524380.0,903474.0,1576432.0,1580150.0
2016-04-26,2045525.0,0.0,1126242.0,2045525.0,0.0,1881883.0,1901135.0,2045525.0,1867444.0,0.0,1992582.0,0.0,0.0,1891509.0,2045525.0,2045525.0,1804875.0,2016647.0,2045525.0,0.0,0.0,1169559.0,1958891.0,2045525.0,0.0,1910761.0,0.0,2045525.0,2026273.0,0.0,0.0,0.0,2045525.0,1698989.0,1896322.0,2035899.0,1164746.0,2040712.0,1747119.0,1939639.0,1578664.0,2035899.0,1723054.0,1732680.0,2045525.0,2035899.0,2031086.0,1159933.0,1111803.0,2011834.0,1997395.0,1833753.0,1987769.0,2026273.0,1511282.0,2026273.0,0.0,0.0,0.0,0.0,1925200.0,1905948.0,2040712.0,1169559.0,1775997.0,2031086.0,2035899.0,0.0,0.0,0.0,0.0,1939639.0,1039608.0,2035899.0,2045525.0,1771184.0,0.0,2045525.0,2040712.0,2045525.0,0.0,1164746.0,2045525.0,1891509.0,2021460.0,1877070.0,2040712.0,1992582.0,1145494.0,0.0,0.0,1987769.0,2021460.0,1862631.0,0.0,1824127.0,1737493.0,2045525.0,1973330.0,1169559.0,2040712.0,2045525.0
2016-04-27,2078250.0,0.0,1144260.0,2078250.0,0.0,1911990.0,1931550.0,2078250.0,1897320.0,0.0,2024460.0,0.0,0.0,1921770.0,2078250.0,2078250.0,1833750.0,2048910.0,2078250.0,0.0,0.0,1188270.0,1990230.0,2078250.0,0.0,1941330.0,0.0,2078250.0,2058690.0,0.0,0.0,0.0,2078250.0,1726170.0,1926660.0,2068470.0,1183380.0,2073360.0,1775070.0,1970670.0,1603920.0,2068470.0,1750620.0,1760400.0,2078250.0,2068470.0,2063580.0,1178490.0,1129590.0,2044020.0,2029350.0,1863090.0,2019570.0,2058690.0,1535460.0,2058690.0,0.0,0.0,0.0,0.0,1956000.0,1936440.0,2073360.0,1188270.0,1804410.0,2063580.0,2068470.0,0.0,0.0,0.0,0.0,1970670.0,1056240.0,2068470.0,2078250.0,1799520.0,0.0,2078250.0,2073360.0,2078250.0,0.0,1183380.0,2078250.0,1921770.0,2053800.0,1907100.0,2073360.0,2024460.0,1163820.0,0.0,0.0,2019570.0,2053800.0,1892430.0,0.0,1853310.0,1765290.0,2078250.0,2004900.0,1188270.0,2073360.0,2078250.0
2016-04-28,2485400.0,0.0,1368432.0,2485400.0,0.0,2286568.0,2309960.0,2485400.0,2269024.0,0.0,2421072.0,0.0,0.0,2298264.0,2485400.0,2485400.0,2193000.0,2450312.0,2485400.0,0.0,0.0,1421064.0,2380136.0,2485400.0,0.0,2321656.0,0.0,2485400.0,2462008.0,0.0,0.0,0.0,2485400.0,2064344.0,2304112.0,2473704.0,1415216.0,2479552.0,2122824.0,2356744.0,1918144.0,2473704.0,2093584.0,2105280.0,2485400.0,2473704.0,2467856.0,1409368.0,1350888.0,2444464.0,2426920.0,2228088.0,2415224.0,2462008.0,1836272.0,2462008.0,0.0,0.0,0.0,0.0,2339200.0,2315808.0,2479552.0,1421064.0,2157912.0,2467856.0,2473704.0,0.0,0.0,0.0,0.0,2356744.0,1263168.0,2473704.0,2485400.0,2152064.0,0.0,2485400.0,2479552.0,2485400.0,0.0,1415216.0,2485400.0,2298264.0,2456160.0,2280720.0,2479552.0,2421072.0,1391824.0,0.0,0.0,2415224.0,2456160.0,2263176.0,0.0,2216392.0,2111128.0,2485400.0,2397680.0,1421064.0,2479552.0,2485400.0
2016-04-29,2776525.0,0.0,1528722.0,2776525.0,0.0,2554403.0,2580535.0,2776525.0,2534804.0,0.0,2704662.0,0.0,0.0,2567469.0,2776525.0,2776525.0,2449875.0,2737327.0,2776525.0,0.0,0.0,1587519.0,2658931.0,2776525.0,0.0,2593601.0,0.0,2776525.0,2750393.0,0.0,0.0,0.0,2776525.0,2306149.0,2574002.0,2763459.0,1580986.0,2769992.0,2371479.0,2632799.0,2142824.0,2763459.0,2338814.0,2351880.0,2776525.0,2763459.0,2756926.0,1574453.0,1509123.0,2730794.0,2711195.0,2489073.0,2698129.0,2750393.0,2051362.0,2750393.0,0.0,0.0,0.0,0.0,2613200.0,2587068.0,2769992.0,1587519.0,2410677.0,2756926.0,2763459.0,0.0,0.0,0.0,0.0,2632799.0,1411128.0,2763459.0,2776525.0,2404144.0,0.0,2776525.0,2769992.0,2776525.0,0.0,1580986.0,2776525.0,2567469.0,2743860.0,2547870.0,2769992.0,2704662.0,1554854.0,0.0,0.0,2698129.0,2743860.0,2528271.0,0.0,2476007.0,2358413.0,2776525.0,2678530.0,1587519.0,2769992.0,2776525.0
2016-04-30,2702150.0,0.0,1487772.0,2702150.0,0.0,2485978.0,2511410.0,2702150.0,2466904.0,0.0,2632212.0,0.0,0.0,2498694.0,2702150.0,2702150.0,2384250.0,2664002.0,2702150.0,0.0,0.0,1544994.0,2587706.0,2702150.0,0.0,2524126.0,0.0,2702150.0,2676718.0,0.0,0.0,0.0,2702150.0,2244374.0,2505052.0,2689434.0,1538636.0,2695792.0,2307954.0,2562274.0,2085424.0,2689434.0,2276164.0,2288880.0,2702150.0,2689434.0,2683076.0,1532278.0,1468698.0,2657644.0,2638570.0,2422398.0,2625854.0,2676718.0,1996412.0,2676718.0,0.0,0.0,0.0,0.0,2543200.0,2517768.0,2695792.0,1544994.0,2346102.0,2683076.0,2689434.0,0.0,0.0,0.0,0.0,2562274.0,1373328.0,2689434.0,2702150.0,2339744.0,0.0,2702150.0,2695792.0,2702150.0,0.0,1538636.0,2702150.0,2498694.0,2670360.0,2479620.0,2695792.0,2632212.0,1513204.0,0.0,0.0,2625854.0,2670360.0,2460546.0,0.0,2409682.0,2295238.0,2702150.0,2606780.0,1544994.0,2695792.0,2702150.0
2016-05-01,2229975.0,0.0,1227798.0,2229975.0,0.0,2051577.0,2072565.0,2229975.0,2035836.0,0.0,2172258.0,0.0,0.0,2062071.0,2229975.0,2229975.0,1967625.0,2198493.0,2229975.0,0.0,0.0,1275021.0,2135529.0,2229975.0,0.0,2083059.0,0.0,2229975.0,2208987.0,0.0,0.0,0.0,2229975.0,1852191.0,2067318.0,2219481.0,1269774.0,2224728.0,1904661.0,2114541.0,1721016.0,2219481.0,1878426.0,1888920.0,2229975.0,2219481.0,2214234.0,1264527.0,1212057.0,2193246.0,2177505.0,1999107.0,2167011.0,2208987.0,1647558.0,2208987.0,0.0,0.0,0.0,0.0,2098800.0,2077812.0,2224728.0,1275021.0,1936143.0,2214234.0,2219481.0,0.0,0.0,0.0,0.0,2114541.0,1133352.0,2219481.0,2229975.0,1930896.0,0.0,2229975.0,2224728.0,2229975.0,0.0,1269774.0,2229975.0,2062071.0,2203740.0,2046330.0,2224728.0,2172258.0,1248786.0,0.0,0.0,2167011.0,2203740.0,2030589.0,0.0,1988613.0,1894167.0,2229975.0,2151270.0,1275021.0,2224728.0,2229975.0
2016-05-02,1994950.0,0.0,1098396.0,1994950.0,0.0,1835354.0,1854130.0,1994950.0,1821272.0,0.0,1943316.0,0.0,0.0,1844742.0,1994950.0,1994950.0,1760250.0,1966786.0,1994950.0,0.0,0.0,1140642.0,1910458.0,1994950.0,0.0,1863518.0,0.0,1994950.0,1976174.0,0.0,0.0,0.0,1994950.0,1656982.0,1849436.0,1985562.0,1135948.0,1990256.0,1703922.0,1891682.0,1539632.0,1985562.0,1680452.0,1689840.0,1994950.0,1985562.0,1980868.0,1131254.0,1084314.0,1962092.0,1948010.0,1788414.0,1938622.0,1976174.0,1473916.0,1976174.0,0.0,0.0,0.0,0.0,1877600.0,1858824.0,1990256.0,1140642.0,1732086.0,1980868.0,1985562.0,0.0,0.0,0.0,0.0,1891682.0,1013904.0,1985562.0,1994950.0,1727392.0,0.0,1994950.0,1990256.0,1994950.0,0.0,1135948.0,1994950.0,1844742.0,1971480.0,1830660.0,1990256.0,1943316.0,1117172.0,0.0,0.0,1938622.0,1971480.0,1816578.0,0.0,1779026.0,1694534.0,1994950.0,1924540.0,1140642.0,1990256.0,1994950.0
2016-05-03,2476050.0,0.0,1363284.0,2476050.0,0.0,2277966.0,2301270.0,2476050.0,2260488.0,0.0,2411964.0,0.0,0.0,2289618.0,2476050.0,2476050.0,2184750.0,2441094.0,2476050.0,0.0,0.0,1415718.0,2371182.0,2476050.0,0.0,2312922.0,0.0,2476050.0,2452746.0,0.0,0.0,0.0,2476050.0,2056578.0,2295444.0,2464398.0,1409892.0,2470224.0,2114838.0,2347878.0,1910928.0,2464398.0,2085708.0,2097360.0,2476050.0,2464398.0,2458572.0,1404066.0,1345806.0,2435268.0,2417790.0,2219706.0,2406138.0,2452746.0,1829364.0,2452746.0,0.0,0.0,0.0,0.0,2330400.0,2307096.0,2470224.0,1415718.0,2149794.0,2458572.0,2464398.0,0.0,0.0,0.0,0.0,2347878.0,1258416.0,2464398.0,2476050.0,2143968.0,0.0,2476050.0,2470224.0,2476050.0,0.0,1409892.0,2476050.0,2289618.0,2446920.0,2272140.0,2470224.0,2411964.0,1386588.0,0.0,0.0,2406138.0,2446920.0,2254662.0,0.0,2208054.0,2103186.0,2476050.0,2388660.0,1415718.0,2470224.0,2476050.0
2016-05-04,2380425.0,0.0,1310634.0,2380425.0,0.0,2189991.0,2212395.0,2380425.0,2173188.0,0.0,2318814.0,0.0,0.0,2201193.0,2380425.0,2380425.0,2100375.0,2346819.0,2380425.0,0.0,0.0,1361043.0,2279607.0,2380425.0,0.0,2223597.0,0.0,2380425.0,2358021.0,0.0,0.0,0.0,2380425.0,1977153.0,2206794.0,2369223.0,1355442.0,2374824.0,2033163.0,2257203.0,1837128.0,2369223.0,2005158.0,2016360.0,2380425.0,2369223.0,2363622.0,1349841.0,1293831.0,2341218.0,2324415.0,2133981.0,2313213.0,2358021.0,1758714.0,2358021.0,0.0,0.0,0.0,0.0,2240400.0,2217996.0,2374824.0,1361043.0,2066769.0,2363622.0,2369223.0,0.0,0.0,0.0,0.0,2257203.0,1209816.0,2369223.0,2380425.0,2061168.0,0.0,2380425.0,2374824.0,2380425.0,0.0,1355442.0,2380425.0,2201193.0,2352420.0,2184390.0,2374824.0,2318814.0,1333038.0,0.0,0.0,2313213.0,2352420.0,2167587.0,0.0,2122779.0,2021961.0,2380425.0,2296410.0,1361043.0,2374824.0,2380425.0
2016-05-05,2056575.0,0.0,1132326.0,2056575.0,0.0,1892049.0,1911405.0,2056575.0,1877532.0,0.0,2003346.0,0.0,0.0,1901727.0,2056575.0,2056575.0,1814625.0,2027541.0,2056575.0,0.0,0.0,1175877.0,1969473.0,2056575.0,0.0,1921083.0,0.0,2056575.0,2037219.0,0.0,0.0,0.0,2056575.0,1708167.0,1906566.0,2046897.0,1171038.0,2051736.0,1756557.0,1950117.0,1587192.0,2046897.0,1732362.0,1742040.0,2056575.0,2046897.0,2042058.0,1166199.0,1117809.0,2022702.0,2008185.0,1843659.0,1998507.0,2037219.0,1519446.0,2037219.0,0.0,0.0,0.0,0.0,1935600.0,1916244.0,2051736.0,1175877.0,1785591.0,2042058.0,2046897.0,0.0,0.0,0.0,0.0,1950117.0,1045224.0,2046897.0,2056575.0,1780752.0,0.0,2056575.0,2051736.0,2056575.0,0.0,1171038.0,2056575.0,1901727.0,2032380.0,1887210.0,2051736.0,2003346.0,1151682.0,0.0,0.0,1998507.0,2032380.0,1872693.0,0.0,1833981.0,1746879.0,2056575.0,1983990.0,1175877.0,2051736.0,2056575.0
2016-05-06,1796050.0,0.0,988884.0,1796050.0,0.0,1652366.0,1669270.0,1796050.0,1639688.0,0.0,1749564.0,0.0,0.0,1660818.0,1796050.0,1796050.0,1584750.0,1770694.0,1796050.0,0.0,0.0,1026918.0,1719982.0,1796050.0,0.0,1677722.0,0.0,1796050.0,1779146.0,0.0,0.0,0.0,1796050.0,1491778.0,1665044.0,1787598.0,1022692.0,1791824.0,1534038.0,1703078.0,1386128.0,1787598.0,1512908.0,1521360.0,1796050.0,1787598.0,1783372.0,1018466.0,976206.0,1766468.0,1753790.0,1610106.0,1745338.0,1779146.0,1326964.0,1779146.0,0.0,0.0,0.0,0.0,1690400.0,1673496.0,1791824.0,1026918.0,1559394.0,1783372.0,1787598.0,0.0,0.0,0.0,0.0,1703078.0,912816.0,1787598.0,1796050.0,1555168.0,0.0,1796050.0,1791824.0,1796050.0,0.0,1022692.0,1796050.0,1660818.0,1774920.0,1648140.0,1791824.0,1749564.0,1005788.0,0.0,0.0,1745338.0,1774920.0,1635462.0,0.0,1601654.0,1525586.0,1796050.0,1732660.0,1026918.0,1791824.0,1796050.0
2016-05-07,2516850.0,0.0,1385748.0,2516850.0,0.0,2315502.0,2339190.0,2516850.0,2297736.0,0.0,2451708.0,0.0,0.0,2327346.0,2516850.0,2516850.0,2220750.0,2481318.0,2516850.0,0.0,0.0,1439046.0,2410254.0,2516850.0,0.0,2351034.0,0.0,2516850.0,2493162.0,0.0,0.0,0.0,2516850.0,2090466.0,2333268.0,2505006.0,1433124.0,2510928.0,2149686.0,2386566.0,1942416.0,2505006.0,2120076.0,2131920.0,2516850.0,2505006.0,2499084.0,1427202.0,1367982.0,2475396.0,2457630.0,2256282.0,2445786.0,2493162.0,1859508.0,2493162.0,0.0,0.0,0.0,0.0,2368800.0,2345112.0,2510928.0,1439046.0,2185218.0,2499084.0,2505006.0,0.0,0.0,0.0,0.0,2386566.0,1279152.0,2505006.0,2516850.0,2179296.0,0.0,2516850.0,2510928.0,2516850.0,0.0,1433124.0,2516850.0,2327346.0,2487240.0,2309580.0,2510928.0,2451708.0,1409436.0,0.0,0.0,2445786.0,2487240.0,2291814.0,0.0,2244438.0,2137842.0,2516850.0,2428020.0,1439046.0,2510928.0,2516850.0
2016-05-08,1941400.0,0.0,1068912.0,1941400.0,0.0,1786088.0,1804360.0,1941400.0,1772384.0,0.0,1891152.0,0.0,0.0,1795224.0,1941400.0,1941400.0,1713000.0,1913992.0,1941400.0,0.0,0.0,1110024.0,1859176.0,1941400.0,0.0,1813496.0,0.0,1941400.0,1923128.0,0.0,0.0,0.0,1941400.0,1612504.0,1799792.0,1932264.0,1105456.0,1936832.0,1658184.0,1840904.0,1498304.0,1932264.0,1635344.0,1644480.0,1941400.0,1932264.0,1927696.0,1100888.0,1055208.0,1909424.0,1895720.0,1740408.0,1886584.0,1923128.0,1434352.0,1923128.0,0.0,0.0,0.0,0.0,1827200.0,1808928.0,1936832.0,1110024.0,1685592.0,1927696.0,1932264.0,0.0,0.0,0.0,0.0,1840904.0,986688.0,1932264.0,1941400.0,1681024.0,0.0,1941400.0,1936832.0,1941400.0,0.0,1105456.0,1941400.0,1795224.0,1918560.0,1781520.0,1936832.0,1891152.0,1087184.0,0.0,0.0,1886584.0,1918560.0,1767816.0,0.0,1731272.0,1649048.0,1941400.0,1872880.0,1110024.0,1936832.0,1941400.0
2016-05-09,1218050.0,0.0,670644.0,1218050.0,0.0,1120606.0,1132070.0,1218050.0,1112008.0,0.0,1186524.0,0.0,0.0,1126338.0,1218050.0,1218050.0,1074750.0,1200854.0,1218050.0,0.0,0.0,696438.0,1166462.0,1218050.0,0.0,1137802.0,0.0,1218050.0,1206586.0,0.0,0.0,0.0,1218050.0,1011698.0,1129204.0,1212318.0,693572.0,1215184.0,1040358.0,1154998.0,940048.0,1212318.0,1026028.0,1031760.0,1218050.0,1212318.0,1209452.0,690706.0,662046.0,1197988.0,1189390.0,1091946.0,1183658.0,1206586.0,899924.0,1206586.0,0.0,0.0,0.0,0.0,1146400.0,1134936.0,1215184.0,696438.0,1057554.0,1209452.0,1212318.0,0.0,0.0,0.0,0.0,1154998.0,619056.0,1212318.0,1218050.0,1054688.0,0.0,1218050.0,1215184.0,1218050.0,0.0,693572.0,1218050.0,1126338.0,1203720.0,1117740.0,1215184.0,1186524.0,682108.0,0.0,0.0,1183658.0,1203720.0,1109142.0,0.0,1086214.0,1034626.0,1218050.0,1175060.0,696438.0,1215184.0,1218050.0
2016-05-10,1492600.0,0.0,821808.0,1492600.0,0.0,1373192.0,1387240.0,1492600.0,1362656.0,0.0,1453968.0,0.0,0.0,1380216.0,1492600.0,1492600.0,1317000.0,1471528.0,1492600.0,0.0,0.0,853416.0,1429384.0,1492600.0,0.0,1394264.0,0.0,1492600.0,1478552.0,0.0,0.0,0.0,1492600.0,1239736.0,1383728.0,1485576.0,849904.0,1489088.0,1274856.0,1415336.0,1151936.0,1485576.0,1257296.0,1264320.0,1492600.0,1485576.0,1482064.0,846392.0,811272.0,1468016.0,1457480.0,1338072.0,1450456.0,1478552.0,1102768.0,1478552.0,0.0,0.0,0.0,0.0,1404800.0,1390752.0,1489088.0,853416.0,1295928.0,1482064.0,1485576.0,0.0,0.0,0.0,0.0,1415336.0,758592.0,1485576.0,1492600.0,1292416.0,0.0,1492600.0,1489088.0,1492600.0,0.0,849904.0,1492600.0,1380216.0,1475040.0,1369680.0,1489088.0,1453968.0,835856.0,0.0,0.0,1450456.0,1475040.0,1359144.0,0.0,1331048.0,1267832.0,1492600.0,1439920.0,853416.0,1489088.0,1492600.0
