visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Okonomiyaki/Monja/Teppanyaki,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-07-12,air_7f3dc18494bce98b,0,0,0,0,0,1,0,1.1439867683025675,0.9629501809018425,0.0,-1.2660513670637825,1.251268719814777,1,44.0,1,1,-0.5521716815527488,-0.5521716815527489
2016-07-13,air_7f3dc18494bce98b,0,0,0,0,0,0,1,1.1120558194927805,0.8224319966796985,0.0,-1.4822998549412583,1.251268719814777,1,23.0,1,1,-0.47691144954066866,-0.4769114495406688
2016-07-14,air_7f3dc18494bce98b,0,0,0,0,1,0,0,1.058837571476469,1.0934313519652625,0.0,0.16659486512449295,1.1451556673245702,1,27.0,1,1,-0.25230060167041946,-0.25230060167041957
2016-07-15,air_7f3dc18494bce98b,1,0,0,0,0,0,0,0.8459645794112226,0.6216917335052069,0.0,-1.4552687939565736,1.0072086990873013,1,34.0,1,1,0.9795495171179786,0.9795495171179787
2016-07-16,air_7f3dc18494bce98b,0,0,1,0,0,0,0,0.9949756738568949,0.9729871940605672,0.0,-0.26590211063045827,0.9435408675931775,1,77.0,1,1,1.4506083786236401,1.4506083786236403
2016-07-17,air_7f3dc18494bce98b,0,0,0,1,0,0,0,1.133343118699305,0.932839141425669,0.0,-1.293082428048467,1.1663782778226115,1,49.0,1,1,0.4874333886244811,0.4874333886244812
2016-07-18,air_7f3dc18494bce98b,0,1,0,0,0,0,0,1.1439867683025675,1.0833943388065377,1.0,1.3018994264812396,1.113321751577508,1,15.0,1,1,-1.1004405220138085,-1.1004405220138087
2016-07-19,air_7f3dc18494bce98b,0,0,0,0,0,1,0,1.1546304179058298,1.1938014835525084,0.0,1.7614274632208748,1.081487835830446,1,23.0,1,1,-0.9179442081192309,-0.9179442081192312
2016-07-20,air_7f3dc18494bce98b,0,0,0,0,0,0,1,1.101412169889518,1.2540235625048552,0.0,2.139862317006457,0.9647634780912188,1,24.0,1,1,-0.41724919307513375,-0.4172491930751338
2016-07-21,air_7f3dc18494bce98b,0,0,0,0,1,0,0,1.0694812210797313,1.0934313519652625,0.0,0.896433511710973,0.9753747833402392,1,27.0,1,1,-0.18756900315225739,-0.18756900315225744
2016-07-22,air_7f3dc18494bce98b,1,0,0,0,0,0,0,1.101412169889518,1.2640605756635799,0.0,1.1667441215578174,0.9753747833402392,1,20.0,1,1,1.045840913190795,1.0458409131907953
2016-07-23,air_7f3dc18494bce98b,0,0,1,0,0,0,0,1.0481939218732066,1.1034683651239865,0.0,1.220806243527186,1.0178200043363221,1,41.0,1,1,1.3745682478342327,1.374568247834233
2016-07-24,air_7f3dc18494bce98b,0,0,0,1,0,0,0,0.9949756738568949,0.9629501809018425,0.0,-0.21183998866108936,1.0072086990873013,1,23.0,1,1,-0.48354058914795034,-0.48354058914795045
2016-07-25,air_7f3dc18494bce98b,0,1,0,0,0,0,0,1.0162629730634198,0.8826540756320461,0.0,-1.1849581841097292,1.1876008883206528,1,27.0,1,1,-1.153083689483398,-1.1530836894833982
2016-07-26,air_7f3dc18494bce98b,0,0,0,0,0,1,0,0.9204701266340587,0.7320988782511774,0.0,-1.5093309159259425,1.0602652253324047,1,17.0,1,1,-0.3922924322006616,-0.3922924322006617
2016-07-27,air_7f3dc18494bce98b,0,0,0,0,0,0,1,1.090768520286256,1.0934313519652625,0.0,0.3558122920172841,1.0496539200833843,1,24.0,1,1,-0.18054991415631208,-0.18054991415631214
2016-07-28,air_7f3dc18494bce98b,0,0,0,0,1,0,0,1.1972050163188792,1.163690444076334,0.0,-0.26590211063045827,1.1876008883206528,1,32.0,1,1,0.053809668430527785,0.053809668430527785
2016-07-29,air_7f3dc18494bce98b,1,0,0,0,0,0,0,1.1865613667156167,1.173727457235059,0.0,0.7072160848181815,1.1451556673245702,1,6.0,1,1,1.3024276109314616,1.3024276109314619
2016-07-30,air_7f3dc18494bce98b,0,0,1,0,0,0,0,1.2717105635417154,1.404578759885724,0.0,1.7343964022361906,1.3043252460598802,1,47.0,1,1,1.4256516177491678,1.4256516177491683
2016-07-31,air_7f3dc18494bce98b,0,0,0,1,0,0,0,1.29299786274824,1.354393694092101,0.0,1.3559615484506082,1.3043252460598802,1,17.0,1,1,-0.43674666250831506,-0.4367466625083152
2016-08-01,air_7f3dc18494bce98b,0,1,0,0,0,0,0,1.3462161107645516,1.3142456414572028,0.0,1.3018994264812396,1.283102635561839,1,16.0,1,1,-1.2100163002282875,-1.2100163002282878
2016-08-02,air_7f3dc18494bce98b,0,0,0,0,0,1,0,1.29299786274824,1.2740975888223047,0.0,0.16659486512449295,1.3361591618069424,1,17.0,1,1,-0.8395643809978419,-0.839564380997842
2016-08-03,air_7f3dc18494bce98b,0,0,0,0,0,0,1,1.2823542131449779,1.3242826546159276,0.0,0.7072160848181815,1.2300461093167356,1,18.0,1,1,-0.3696753676581712,-0.3696753676581713
2016-08-04,air_7f3dc18494bce98b,0,0,0,0,1,0,0,1.3675034099710761,1.4648008388380716,0.0,1.139713060573133,1.2618800250637978,1,16.0,1,1,-0.23670262612387438,-0.23670262612387447
2016-08-05,air_7f3dc18494bce98b,1,0,0,0,0,0,0,1.3675034099710761,1.454763825679347,0.0,1.0045577556497107,1.399826993301066,1,23.0,1,1,0.8664641944055267,0.8664641944055268
2016-08-06,air_7f3dc18494bce98b,0,0,1,0,0,0,0,1.3355724611612894,1.5149859046316945,0.0,0.40987441398665275,1.4316609090481283,1,19.0,1,1,0.6122171929968417,0.6122171929968419
2016-08-07,air_7f3dc18494bce98b,0,0,0,1,0,0,0,1.388790709177601,1.5049488914729698,0.0,1.4911168533740304,1.3255478565579215,1,6.0,1,1,-0.643809787888701,-0.6438097878887012
2016-08-08,air_7f3dc18494bce98b,0,1,0,0,0,0,0,1.4420089571939125,1.454763825679347,0.0,1.7884585242055593,1.3892156880520456,1,12.0,1,1,-1.1905188307951062,-1.1905188307951065
2016-08-09,air_7f3dc18494bce98b,0,0,0,0,0,1,0,1.3781470595743386,1.354393694092101,0.0,1.3018994264812396,1.399826993301066,1,15.0,1,1,-0.3170322001885816,-0.31703220018858164
2016-08-10,air_7f3dc18494bce98b,0,0,0,0,0,0,1,1.261066913938453,1.3443566809333771,0.0,1.7343964022361906,1.2194348040677148,1,9.0,1,1,0.7370009973692024,0.7370009973692025
2016-08-11,air_7f3dc18494bce98b,0,0,0,0,1,0,0,1.2397796147319282,1.4447268125206227,1.0,1.8695517071596128,1.0602652253324047,1,15.0,1,1,0.4110033084464102,0.41100330844641025
2016-08-12,air_7f3dc18494bce98b,1,0,0,0,0,0,0,1.2823542131449779,1.3644307072508257,0.0,1.9506448901136664,1.155766972573591,1,17.0,1,1,-0.043287729346715355,-0.043287729346715376
2016-08-13,air_7f3dc18494bce98b,0,0,1,0,0,0,0,1.3355724611612894,1.3744677204095506,1.0,1.7073653412515062,1.2724913303128182,1,30.0,1,1,0.13101964738592595,0.13101964738592597
2016-08-14,air_7f3dc18494bce98b,0,0,0,1,0,0,0,1.3036415123515024,1.3744677204095506,1.0,1.0045577556497107,1.2937139408108593,1,25.0,1,1,-0.9573290963742572,-0.9573290963742574
2016-08-15,air_7f3dc18494bce98b,0,1,0,0,0,0,0,1.2823542131449779,1.3744677204095506,1.0,-0.04965362275298255,1.3255478565579215,1,1.0,1,1,-1.5094974307219533,-1.5094974307219535
2016-08-18,air_7f3dc18494bce98b,0,0,0,0,1,0,0,1.356859760367814,1.4246527862031735,0.0,0.16659486512449295,1.2937139408108593,1,9.0,1,1,-0.5689395052652847,-0.5689395052652848
2016-08-19,air_7f3dc18494bce98b,1,0,0,0,0,0,0,1.43136530759065,1.6354300625363898,0.0,0.545029718910075,1.410438298550087,1,21.0,1,1,0.8278592049278276,0.8278592049278277
2016-08-20,air_7f3dc18494bce98b,0,0,1,0,0,0,0,1.4952272052102242,1.5852449967427669,0.0,1.3018994264812396,1.3892156880520456,1,23.0,1,1,0.7046351981101214,0.7046351981101215
2016-08-21,air_7f3dc18494bce98b,0,0,0,1,0,0,0,1.4632962564004373,1.5149859046316945,0.0,1.4640857923893462,1.4422722142971491,1,6.0,1,1,-0.8454136218277963,-0.8454136218277964
2016-08-22,air_7f3dc18494bce98b,0,1,0,0,0,0,0,1.4420089571939125,1.454763825679347,0.0,0.5990918408794439,1.5271626562893146,1,8.0,1,1,-2.091301918608085,-2.0913019186080852
2016-08-23,air_7f3dc18494bce98b,0,0,0,0,0,1,0,1.356859760367814,1.4146157730444486,0.0,-0.022622561768298206,1.410438298550087,1,16.0,1,1,-0.6367906988927557,-0.636790698892756
2016-08-24,air_7f3dc18494bce98b,0,0,0,0,0,0,1,1.261066913938453,1.3744677204095506,0.0,-0.4551195375232493,1.2937139408108593,1,13.0,1,1,-0.4375265612856423,-0.43752656128564243
2016-08-25,air_7f3dc18494bce98b,0,0,0,0,1,0,0,1.29299786274824,1.4146157730444486,0.0,0.8694024507262886,1.2618800250637978,1,10.0,1,1,-0.3018241740307001,-0.30182417403070017
2016-08-26,air_7f3dc18494bce98b,1,0,0,0,0,0,0,1.3036415123515024,1.354393694092101,0.0,1.1937751825425018,1.283102635561839,1,23.0,1,1,1.1402086652473928,1.140208665247393
2016-08-27,air_7f3dc18494bce98b,0,0,1,0,0,0,0,1.058837571476469,1.0432462861716396,0.0,0.13956380413980835,1.155766972573591,1,22.0,1,1,1.2061101119315458,1.206110111931546
2016-08-28,air_7f3dc18494bce98b,0,0,0,1,0,0,0,0.9736883746503703,1.0332092730129148,0.0,-0.7254301473700937,0.9965973938382808,1,9.0,1,1,-0.26906842538295545,-0.2690684253829555
2016-08-30,air_7f3dc18494bce98b,0,0,0,0,0,1,0,0.7608153825851239,0.6417657598226559,0.0,1.220806243527186,0.731314762612764,1,7.0,1,1,-0.6644771054878733,-0.6644771054878734
2016-08-31,air_7f3dc18494bce98b,0,0,0,0,0,0,1,1.0694812210797313,0.9930612203780163,0.0,1.8154895851902442,1.113321751577508,1,12.0,1,1,-0.21486546035871126,-0.21486546035871132
2016-09-01,air_7f3dc18494bce98b,0,0,0,0,1,0,0,1.1120558194927805,1.0833943388065377,0.0,1.328930487465924,0.9859860885892601,1,13.0,1,1,-0.6266520147875014,-0.6266520147875017
2016-09-02,air_7f3dc18494bce98b,1,0,0,0,0,0,0,1.122699469096043,1.2339495361874064,0.0,1.4370547314046618,0.9647634780912188,1,9.0,1,1,0.6332744599846777,0.6332744599846778
2016-09-03,air_7f3dc18494bce98b,0,0,1,0,0,0,0,1.2184923155254037,1.213875509869957,0.0,-0.022622561768298206,1.155766972573591,1,38.0,1,1,1.242375405077263,1.2423754050772633
2016-09-04,air_7f3dc18494bce98b,0,0,0,1,0,0,0,1.2504232643351907,1.3042086282984782,0.0,0.545029718910075,1.2088234988186943,1,6.0,1,1,-0.7752227318683435,-0.7752227318683436
2016-09-05,air_7f3dc18494bce98b,0,1,0,0,0,0,0,1.058837571476469,0.9930612203780163,0.0,-0.806523330324147,1.155766972573591,1,13.0,1,1,-1.398751804341483,-1.3987518043414835
2016-09-06,air_7f3dc18494bce98b,0,0,0,0,0,1,0,1.0481939218732066,1.123542391441436,0.0,-0.4821505985079338,1.1663782778226115,1,12.0,1,1,-0.6644771054878733,-0.6644771054878734
2016-09-07,air_7f3dc18494bce98b,0,0,0,0,0,0,1,1.1972050163188792,1.2941716151397542,0.0,0.7612782067875508,1.1027104463284876,1,11.0,1,1,-0.5634802138239939,-0.563480213823994
2016-09-08,air_7f3dc18494bce98b,0,0,0,0,1,0,0,0.9524010754438458,0.7019878387750036,0.0,-1.2119892450944136,1.0072086990873013,1,11.0,1,1,-0.4094502053018612,-0.40945020530186127
2016-09-09,air_7f3dc18494bce98b,1,0,0,0,0,0,0,0.8459645794112226,0.8425060229971476,0.0,0.16659486512449295,0.9223182570951358,1,12.0,1,1,0.9647314403487607,0.9647314403487608
2016-09-10,air_7f3dc18494bce98b,0,0,1,0,0,0,0,0.8459645794112226,0.9629501809018425,0.0,1.5181479143587149,0.7207034573637432,1,32.0,1,1,1.4958425077086208,1.495842507708621
2016-09-11,air_7f3dc18494bce98b,0,0,0,1,0,0,0,1.0056193234601574,1.123542391441436,0.0,0.40987441398665275,0.9223182570951358,1,10.0,1,1,-0.3166422507999179,-0.31664225079991803
2016-09-12,air_7f3dc18494bce98b,0,1,0,0,0,0,0,1.058837571476469,0.9428761545843934,0.0,-1.1308960621403605,1.0178200043363221,1,18.0,1,1,-1.3765246891876564,-1.3765246891876566
2016-09-13,air_7f3dc18494bce98b,0,0,0,0,0,1,0,0.7821026817916485,0.45106250980688906,0.0,-1.5093309159259425,0.9859860885892601,1,20.0,1,1,-0.8360548364998692,-0.8360548364998694
2016-09-14,air_7f3dc18494bce98b,0,0,0,0,0,0,1,0.8140336306014355,0.6317287466639315,0.0,-1.2660513670637825,0.9647634780912188,1,18.0,1,1,-0.42387833268241537,-0.4238783326824155
2016-09-15,air_7f3dc18494bce98b,0,0,0,0,1,0,0,0.8140336306014355,0.6518027729813807,0.0,-0.9957407572169381,0.9117069518461154,1,27.0,1,1,-0.08501231393372345,-0.08501231393372348
2016-09-16,air_7f3dc18494bce98b,1,0,0,0,0,0,0,0.9204701266340587,0.9529131677431181,0.0,-0.42808847653856485,0.8904843413480741,1,19.0,1,1,0.8937606516119806,0.8937606516119807
2016-09-17,air_7f3dc18494bce98b,0,0,1,0,0,0,0,1.1120558194927805,0.983024207219292,0.0,-0.4551195375232493,1.155766972573591,1,29.0,1,1,1.3761280453888873,1.3761280453888876
2016-09-18,air_7f3dc18494bce98b,0,0,0,1,0,0,0,0.8459645794112226,0.6116547203464822,0.0,-1.5093309159259425,0.9541521728421979,1,24.0,1,1,0.14700757232113465,0.14700757232113468
2016-09-19,air_7f3dc18494bce98b,0,1,0,0,0,0,0,0.6863098353622877,0.4610995229656134,1.0,-1.5093309159259425,0.7100921521147223,1,3.0,1,1,-1.3796442842969654,-1.3796442842969656
2016-09-20,air_7f3dc18494bce98b,0,0,0,0,0,1,0,0.40957494567746733,0.05961899661663014,0.0,-1.5093309159259425,0.6358130153715777,1,10.0,1,1,-1.8846287426163624,-1.8846287426163628
2016-09-21,air_7f3dc18494bce98b,0,0,0,0,0,0,1,0.5585860401231401,0.49121056244178724,0.0,-1.4552687939565736,0.6676469311186398,1,19.0,1,1,0.3638194324181113,0.3638194324181114
2016-09-22,air_7f3dc18494bce98b,0,0,0,0,1,0,0,0.590516988932927,0.5112845887592363,1.0,-1.3741756110025203,0.7737599836088466,1,36.0,1,1,-0.33107037818047214,-0.33107037818047225
2016-09-23,air_7f3dc18494bce98b,1,0,0,0,0,0,0,0.5798733393296646,0.49121056244178724,0.0,-1.0768339401709914,0.731314762612764,1,19.0,1,1,0.17118443441827955,0.17118443441827957
2016-09-24,air_7f3dc18494bce98b,0,0,1,0,0,0,0,0.526655091313353,0.3707664045370923,0.0,-1.1849581841097292,0.6252017101225572,1,37.0,1,1,1.1398187158587292,1.1398187158587294
2016-09-25,air_7f3dc18494bce98b,0,0,0,1,0,0,0,0.8885391778242717,0.8926910887907705,0.0,-0.40105741555388047,0.8692617308500324,1,17.0,1,1,-0.418029091852461,-0.41802909185246107
2016-09-26,air_7f3dc18494bce98b,0,1,0,0,0,0,0,0.8459645794112226,0.8425060229971476,0.0,-0.7524612083547781,0.858650425601012,1,10.0,1,1,-1.1382656127141801,-1.1382656127141804
2016-09-27,air_7f3dc18494bce98b,0,0,0,0,0,1,0,1.0694812210797313,1.073357325647813,0.0,-0.4551195375232493,0.9435408675931775,1,8.0,1,1,-0.48744008303458664,-0.48744008303458675
2016-09-28,air_7f3dc18494bce98b,0,0,0,0,0,0,1,0.9311137762373212,0.7722469308860755,0.0,-1.3741756110025203,1.0284313095853426,1,10.0,1,1,-0.3673356713261895,-0.36733567132618955
2016-09-29,air_7f3dc18494bce98b,0,0,0,0,1,0,0,0.5798733393296646,0.45106250980688906,0.0,-1.5093309159259425,0.6676469311186398,1,8.0,1,1,-0.24060212001051068,-0.24060212001051073
2016-09-30,air_7f3dc18494bce98b,1,0,0,0,0,0,0,0.5479423905198776,0.6216917335052069,0.0,-0.319964232599827,0.529699962881371,1,16.0,1,1,1.211179453984173,1.2111794539841731
2016-10-01,air_7f3dc18494bce98b,0,0,1,0,0,0,0,0.7182407841720748,0.591580694029033,0.0,-0.9957407572169381,0.7419260678617845,1,45.0,1,1,1.246664848352563,1.2466648483525633
2016-10-02,air_7f3dc18494bce98b,0,0,0,1,0,0,0,0.9949756738568949,0.9428761545843934,0.0,0.3287812310325995,1.0178200043363221,1,27.0,1,1,-0.47652150015200506,-0.4765215001520052
2016-10-03,air_7f3dc18494bce98b,0,1,0,0,0,0,0,0.6756661857590253,0.5815436808703087,0.0,-1.5093309159259425,0.6994808468657019,1,12.0,1,1,-1.6050350309445418,-1.6050350309445423
2016-10-04,air_7f3dc18494bce98b,0,0,0,0,0,1,0,0.6650225361557632,0.712024851933728,0.0,-0.9957407572169381,0.731314762612764,1,24.0,1,1,-0.7264790582853901,-0.7264790582853902
2016-10-06,air_7f3dc18494bce98b,0,0,0,0,1,0,0,0.6863098353622877,0.7019878387750036,0.0,0.8153403287569194,0.6358130153715777,1,17.0,1,1,-0.41178990163384294,-0.41178990163384305
2016-10-07,air_7f3dc18494bce98b,1,0,0,0,0,0,0,0.5053677921068284,0.5815436808703087,0.0,0.6801850238334972,0.3280851631499783,1,21.0,1,1,0.8122612293812825,0.8122612293812826
2016-10-08,air_7f3dc18494bce98b,0,0,1,0,0,0,0,0.9311137762373212,0.932839141425669,0.0,-0.3469952935845116,0.8055938993559086,1,25.0,1,1,1.0743072185632399,1.07430721856324
2016-10-09,air_7f3dc18494bce98b,0,0,0,1,0,0,0,0.44150589448725436,0.5413956282354101,0.0,-0.5902748424466715,0.33869646839899875,1,23.0,1,1,0.327554139272394,0.3275541392723941
2016-10-10,air_7f3dc18494bce98b,0,1,0,0,0,0,0,0.11155275678612267,0.09976704925152868,1.0,0.9234645726956573,0.1689155844146682,1,1.0,1,1,-0.829035747503924,-0.8290357475039242
2016-10-11,air_7f3dc18494bce98b,0,0,0,0,0,1,0,0.1009091071828602,0.009433930823007235,0.0,-0.4551195375232493,0.1370816686676061,1,11.0,1,1,-1.2361429092687506,-1.2361429092687508
2016-10-12,air_7f3dc18494bce98b,0,0,0,0,0,0,1,0.14348370559590934,0.3205813387434694,0.0,0.40987441398665275,0.09463644767152336,1,21.0,1,1,-0.49835866591716815,-0.49835866591716826
2016-10-13,air_7f3dc18494bce98b,0,0,0,0,1,0,0,-0.02681468805628756,-0.04075113497061567,0.0,-0.6983990863854093,0.15830427916564738,1,13.0,1,1,-0.4628732715487781,-0.4628732715487782
2016-10-14,air_7f3dc18494bce98b,1,0,0,0,0,0,0,0.015759910356761567,0.06965600977535487,0.0,-0.4821505985079338,0.041579921426419995,1,18.0,1,1,0.9752600738426787,0.9752600738426788
2016-10-15,air_7f3dc18494bce98b,0,0,1,0,0,0,0,0.13284005599264723,0.3105443255847447,0.0,1.328930487465924,-0.08575574156182802,1,32.0,1,1,1.4576274676195853,1.4576274676195855
2016-10-16,air_7f3dc18494bce98b,0,0,0,1,0,0,0,0.45214954409051683,0.5815436808703087,0.0,0.3287812310325995,0.33869646839899875,1,8.0,1,1,-0.510057147577077,-0.5100571475770771
2016-10-17,air_7f3dc18494bce98b,0,1,0,0,0,0,0,0.45214954409051683,0.4610995229656134,0.0,-0.4551195375232493,0.48725474188528844,1,5.0,1,1,-1.4654331498029634,-1.4654331498029636
2016-10-18,air_7f3dc18494bce98b,0,0,0,0,0,1,0,0.5692296897264021,0.6718767992988298,0.0,0.08550168217043966,0.5403112681303918,1,12.0,1,1,-0.6340610531721104,-0.6340610531721106
2016-10-19,air_7f3dc18494bce98b,0,0,0,0,0,0,1,0.5798733393296646,0.5112845887592363,0.0,-0.21183998866108936,0.5190886576323506,1,18.0,1,1,-0.49211947569855014,-0.49211947569855025
2016-10-20,air_7f3dc18494bce98b,0,0,0,0,1,0,0,0.5585860401231401,0.5413956282354101,0.0,0.3828433530019684,0.5190886576323506,1,19.0,1,1,-0.2636091339416647,-0.26360913394166474
2016-10-21,air_7f3dc18494bce98b,1,0,0,0,0,0,0,0.1009091071828602,0.009433930823007235,0.0,-0.7254301473700937,0.19013819491270947,1,18.0,1,1,0.9994369359398235,0.9994369359398236
2016-10-22,air_7f3dc18494bce98b,0,0,1,0,0,0,0,-0.005527388849762996,-0.15115827971658585,0.0,-1.4552687939565736,0.041579921426419995,1,34.0,1,1,1.566813296445401,1.5668132964454011
2016-10-23,air_7f3dc18494bce98b,0,0,0,1,0,0,0,0.1009091071828602,-0.11101022708168767,0.0,-1.293082428048467,0.15830427916564738,1,16.0,1,1,-0.233972980403229,-0.23397298040322906
2016-10-24,air_7f3dc18494bce98b,0,1,0,0,0,0,0,-0.10132023527912372,0.029507957140456682,0.0,1.328930487465924,-0.08575574156182802,1,9.0,1,1,-1.2930755200136401,-1.2930755200136403
2016-10-25,air_7f3dc18494bce98b,0,0,0,0,0,1,0,-0.11196388488238619,-0.1913063323514844,0.0,-1.3201134890331514,-0.14942357305595202,1,11.0,1,1,-0.5958460130830749,-0.595846013083075
2016-10-26,air_7f3dc18494bce98b,0,0,0,0,0,0,1,0.36700034726441816,0.40087744401326614,0.0,-0.4551195375232493,0.3174738579009575,1,19.0,1,1,-0.18990869948423914,-0.1899086994842392
2016-10-27,air_7f3dc18494bce98b,0,0,0,0,1,0,0,0.07962180797633564,0.13991510188642686,0.0,0.977526694665026,-0.011476604818683376,1,16.0,1,1,-0.17587052149234858,-0.1758705214923486
2016-10-28,air_7f3dc18494bce98b,1,0,0,0,0,0,0,-0.11196388488238619,-0.15115827971658585,0.0,-1.4822998549412583,-0.05392182581476611,1,20.0,1,1,0.8980500948872805,0.8980500948872806
2016-10-29,air_7f3dc18494bce98b,0,0,1,0,0,0,0,-0.02681468805628756,-0.020677108653166226,0.0,0.6261229018641286,-0.1388122678069314,1,40.0,1,1,1.754768901781269,1.7547689017812695
2016-10-30,air_7f3dc18494bce98b,0,0,0,1,0,0,0,-0.29290592813784555,-0.23145438498638257,0.0,0.6531539628488129,-0.3934835937834276,1,8.0,1,1,-0.14779416550856742,-0.14779416550856747
2016-10-31,air_7f3dc18494bce98b,0,1,0,0,0,0,0,-0.271618628931321,-0.1913063323514844,0.0,-0.806523330324147,-0.3616496780363655,1,11.0,1,1,-1.1172083457263444,-1.1172083457263446
2016-11-01,air_7f3dc18494bce98b,0,0,0,0,0,1,0,-0.34612417615415714,-0.21138035866893348,0.0,-0.21183998866108936,-0.28737054129322087,1,9.0,1,1,-0.8231865066739695,-0.8231865066739698
2016-11-02,air_7f3dc18494bce98b,0,0,0,0,0,0,1,-0.4099860737737312,-0.28163945078000546,0.0,1.3018994264812396,-0.542041867269717,1,14.0,1,1,0.37161842019138386,0.3716184201913839
2016-11-03,air_7f3dc18494bce98b,0,0,0,0,1,0,0,-0.37805512496394417,-0.3820095823672513,1.0,0.7883092677722351,-0.38287228853440697,1,22.0,1,1,-0.10957912541953196,-0.10957912541953199
2016-11-04,air_7f3dc18494bce98b,1,0,0,0,0,0,0,-0.3567678257574196,-0.3117504902561793,0.0,1.0856509386037638,-0.4571514252775516,1,17.0,1,1,0.023783565503428503,0.023783565503428493
2016-11-05,air_7f3dc18494bce98b,0,0,1,0,0,0,0,-0.3248368769476326,-0.15115827971658585,0.0,1.220806243527186,-0.510207951522655,1,26.0,1,1,1.2661623177857444,1.2661623177857446
2016-11-06,air_7f3dc18494bce98b,0,0,0,1,0,0,0,-0.45256067218678037,-0.5426017929068447,0.0,-0.9687096962322537,-0.47837403577559307,1,10.0,1,1,-0.5658199101559757,-0.5658199101559758
2016-11-07,air_7f3dc18494bce98b,0,1,0,0,0,0,0,-0.46320432179004284,-0.35189854289107747,0.0,1.1126819995884483,-0.6375436145109032,1,3.0,1,1,-1.3659960556937385,-1.3659960556937387
2016-11-08,air_7f3dc18494bce98b,0,0,0,0,0,1,0,-0.43127337298025575,-0.653008937652815,0.0,-1.5093309159259425,-0.2661479307951796,1,8.0,1,1,-1.179210298523861,-1.1792102985238613
2016-11-09,air_7f3dc18494bce98b,0,0,0,0,0,0,1,-0.7612265106813877,-0.8035641350336836,0.0,0.08550168217043966,-0.7118227512540478,1,16.0,1,1,-0.8617914961516686,-0.8617914961516688
2016-11-10,air_7f3dc18494bce98b,0,0,0,0,1,0,0,-0.7931574594911747,-0.8938972534622049,0.0,-1.2119892450944136,-0.7861018879971926,1,17.0,1,1,-0.5892168734757933,-0.5892168734757934
2016-11-11,air_7f3dc18494bce98b,1,0,0,0,0,0,0,-0.3567678257574196,-0.3318245165736284,0.0,0.7072160848181815,-0.4571514252775516,1,25.0,1,1,0.38682644634926533,0.3868264463492654
2016-11-12,air_7f3dc18494bce98b,0,0,1,0,0,0,0,-0.28226227853458324,-0.22141737182765786,0.0,1.0586198776190794,-0.38287228853440697,1,30.0,1,1,1.8191105509107677,1.819110550910768
