visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Shizuoka-ken Numazu-shi Miyukichō,total_area_visitors,total_genre_visitors
2016-02-05,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,-1.1965265871868416,-1.0132183915564459,0.0,0.8125691799000629,-1.359314139294038,1,16.0,1,1,-0.8850033922271956,-0.8850033922271955
2016-02-06,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,-1.1461281636201448,-1.1964518252594534,0.0,-0.2852452794719302,-1.1994599027707513,1,16.0,1,1,-0.6668089095016276,-0.6668089095016274
2016-02-09,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,-1.0453313164867515,-1.131011313222665,0.0,0.7377181940337905,-1.2337143820257415,1,11.0,1,1,-1.2422750880013298,-1.2422750880013298
2016-02-10,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,-1.3351222519952572,-1.1833637228520957,0.0,1.161873780609333,-1.3250596600390478,1,16.0,1,1,-0.9255572128477972,-0.925557212847797
2016-02-12,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,-1.2091261930785155,-1.353509054147745,0.0,-1.3830597388439234,-1.3022233405357213,1,14.0,1,1,-0.9422265746979832,-0.942226574697983
2016-02-13,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,-0.4405502336863921,-0.5551348072989282,0.0,-0.9339538236462899,-0.502952157919288,1,19.0,1,1,-0.7566244263362115,-0.7566244263362113
2016-02-16,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,-1.1461281636201448,-1.2357161324815265,0.0,1.1369234519872424,-1.119532784509108,1,18.0,1,1,-1.3017374384818439,-1.3017374384818436
2016-02-17,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,-1.0957297400534483,-1.0917470060005918,0.0,0.9622711516326073,-0.9939330272408115,1,27.0,1,1,-1.1365365986531355,-1.1365365986531353
2016-02-18,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,-1.2343254048618637,-1.0786589035932344,0.0,0.7876188512779718,-1.2679688612807314,1,25.0,1,1,-1.1459908635830918,-1.1459908635830915
2016-02-19,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,-0.7933391986532685,-0.6074872169283586,0.0,1.161873780609333,-1.0281875064958013,1,21.0,1,1,-0.8340001208945372,-0.834000120894537
2016-02-20,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,-0.9067356516783358,-1.0263064939638036,0.0,-1.3830597388439234,-0.6628063944425746,1,12.0,1,1,-0.8673388445949091,-0.8673388445949088
2016-02-23,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,-0.6547435338448526,-0.6467515241504317,0.0,0.08900964985943108,-0.5942974359325947,1,13.0,1,1,-1.2345623981900498,-1.2345623981900495
2016-02-24,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,-1.0327317105950775,-1.392773361369818,0.0,-1.2832584243555603,-0.7998243114625346,1,14.0,1,1,-1.1915206131141967,-1.1915206131141964
2016-02-25,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,-1.398120281453628,-1.6021829998875408,0.0,-0.509798237070747,-1.1652054235157612,1,12.0,1,1,-1.0895140704488797,-1.0895140704488795
2016-02-26,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,-1.2973234343202347,-1.1048351084079497,0.0,1.211774437853515,-1.4506594173073446,1,20.0,1,1,-0.6884542002623167,-0.6884542002623166
2016-02-27,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,-1.0453313164867515,-1.0263064939638036,0.0,1.1369234519872424,-1.3478959795423748,1,16.0,1,1,-0.5239997497701839,-0.5239997497701838
2016-03-01,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,-1.1839269812951674,-1.3011566445183147,0.0,1.3365260809639685,-1.1994599027707513,1,16.0,1,1,-1.2925319699974127,-1.2925319699974127
2016-03-02,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,-1.0957297400534483,-1.052482698778519,0.0,1.161873780609333,-1.1081146247574445,1,14.0,1,1,-1.1653969863340545,-1.1653969863340543
2016-03-03,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,-0.8437376222199651,-0.34572516878120535,0.0,1.311575752341878,-1.2337143820257415,1,15.0,1,1,-1.1818175517387153,-1.181817551738715
2016-03-04,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,-0.6043451102781562,-0.39807757841063585,0.0,0.9373208230105167,-0.8911695894758414,1,8.0,1,1,-0.8168331661533009,-0.8168331661533008
2016-03-05,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,-0.4153510219030439,-0.241020349522344,0.0,-0.035741993251022675,-0.5257884774226147,1,14.0,1,1,-0.5983898869822077,-0.5983898869822075
2016-03-08,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,-0.04996245104449332,0.07309410825423965,0.0,0.7377181940337905,-0.19466184462437794,1,9.0,1,1,-1.1728608796998095,-1.1728608796998092
2016-03-09,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,-0.6421439279531785,-0.816896855446081,0.0,-1.3830597388439234,-0.502952157919288,1,10.0,1,1,-1.2183906292309141,-1.2183906292309141
2016-03-10,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,-1.083130134161774,-1.54983059025811,0.0,-1.3830597388439234,-0.6285519151875847,1,16.0,1,1,-1.1002123176064618,-1.1002123176064615
2016-03-11,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,-1.2469250107535381,-1.746152126368475,0.0,-1.3830597388439234,-0.7427335127042181,1,13.0,1,1,-0.768069062830369,-0.7680690628303688
2016-03-12,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,-0.994932892920055,-1.0655708011858767,0.0,0.16386063572570328,-0.7427335127042181,1,13.0,1,1,-0.5817205251320218,-0.5817205251320217
2016-03-15,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,-0.755540380978246,-0.7121920361872199,0.0,1.4113770668302406,-0.9368422284824948,1,17.0,1,1,-1.125091962158978,-1.1250919621589779
2016-03-16,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,-0.6925423515198752,-0.6729277289651469,0.0,-0.5846492229370193,-0.982514867489148,1,16.0,1,1,-1.0375156133341206,-1.0375156133341203
2016-03-17,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,-0.36495259833634724,0.0861822106615975,0.0,1.4363273954523317,-0.639970074939248,1,13.0,1,1,-0.9909906780209151,-0.990990678020915
2016-03-18,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,-0.26415575120295387,-0.05778691581933695,0.0,0.5630658936791552,-0.6856427139459014,1,13.0,1,1,-0.6227719386436738,-0.6227719386436735
2016-03-19,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,0.03823479019722591,0.09927031306895488,0.0,-0.60959955155911,0.26206454544215535,1,14.0,1,1,-0.6056049839024374,-0.6056049839024373
2016-03-22,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,-0.4909486572530888,-0.47660619285478195,0.0,0.6628672081675181,-0.46869767866429796,1,14.0,1,1,-1.1211112190305754,-1.1211112190305752
2016-03-23,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,-0.40275141601136955,-0.2279322471149866,0.0,0.21376129296988483,-0.6171337554359214,1,19.0,1,1,-1.0218414372660354,-1.0218414372660352
2016-03-24,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,-0.9571340752450325,-1.366597156555103,0.0,-1.3830597388439234,-0.46869767866429796,1,20.0,1,1,-1.0803086019644488,-1.0803086019644486
2016-03-25,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,-1.0201321047034033,-0.9870421867417307,0.0,-0.3351459367161117,-0.9939330272408115,1,14.0,1,1,-0.4871778758324598,-0.48717787583245964
2016-03-29,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,-0.46574944546974034,-0.34572516878120535,0.0,0.9373208230105167,-0.7655698322075447,1,17.0,1,1,-0.8862473744548215,-0.8862473744548213
2016-03-30,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,-0.12556008639453822,-0.09705122304141002,0.0,0.28861227883615703,-0.2860071226376847,1,13.0,1,1,-0.9700917765968015,-0.9700917765968012
2016-03-31,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,-0.10036087461118999,-0.08396312063405217,0.0,1.0121718088767886,-0.2745889628860214,1,17.0,1,1,-0.9350114777777534,-0.9350114777777533
2016-04-01,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,-0.2515561453112798,-0.2933727591517749,0.0,-1.3082087529776512,-0.2745889628860214,1,9.0,1,1,-0.7317447817836952,-0.731744781783695
2016-04-02,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,-0.33975338655299875,-0.41116568081799365,0.0,-1.0587054667567435,-0.16040736536938807,1,9.0,1,1,-0.7486629400794063,-0.748662940079406
2016-04-05,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,-0.32715378066132467,-0.7121920361872199,0.0,-1.3581094102218327,0.056537669912215295,1,18.0,1,1,-1.1738560654819101,-1.17385606548191
2016-04-06,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,-0.13815969228621233,0.12544651788367056,0.0,0.3884135933245199,-0.3202616018926748,1,17.0,1,1,-1.1079250074177418,-1.1079250074177416
2016-04-07,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,-0.08776126871951566,0.16471082510574317,0.0,-1.3830597388439234,0.045119510160552,1,10.0,1,1,-1.2218737794682666,-1.2218737794682664
2016-04-08,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,0.29022690803070905,0.23015133714253147,0.0,-0.3600962653382026,0.2734827051938187,1,6.0,1,1,-0.6725312277487063,-0.6725312277487062
2016-04-09,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,0.17683045500564135,0.12544651788367056,0.0,0.8624698371442443,0.17071926742884863,1,15.0,1,1,-0.5817205251320218,-0.5817205251320217
2016-04-10,air_96ec3cfe78cb0652,0,0,0,1,0,0,0,0.13903163733061924,0.4657371804749694,0.0,-0.809202180535836,0.056537669912215295,1,8.0,1,1,-1.1519619782756956,-1.1519619782756956
2016-04-12,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,-0.4909486572530888,-0.5158705000768551,0.0,0.5131652364349737,-0.4801158384159614,1,14.0,1,1,-1.2360551768632009,-1.2360551768632007
2016-04-13,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,-0.04996245104449332,-0.09705122304141002,0.0,-0.6595002088032915,0.056537669912215295,1,15.0,1,1,-1.149474013820444,-1.1494740138204438
2016-04-14,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,0.17683045500564135,0.12544651788367056,0.0,-1.1086061240009248,0.28490086494548195,1,17.0,1,1,-1.1168816794566476,-1.1168816794566474
2016-04-15,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,0.40362336105577623,0.5442657949191156,0.0,1.211774437853515,0.2049737466838387,1,23.0,1,1,-0.6998988367564742,-0.6998988367564741
2016-04-16,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,0.11383242554727058,0.2694156443646045,0.0,1.4363273954523317,-0.19466184462437794,1,10.0,1,1,-0.48767546872351014,-0.48767546872351
2016-04-19,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,0.3280257257057316,0.45264907806761207,0.0,1.3614764095860592,0.2734827051938187,1,20.0,1,1,-1.1728608796998095,-1.1728608796998092
2016-04-20,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,0.11383242554727058,0.020741698624809197,0.0,0.987221480254698,0.056537669912215295,1,13.0,1,1,-1.0412475600169981,-1.041247560016998
2016-04-21,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,0.08863321376392234,0.020741698624809197,0.0,-1.3082087529776512,0.13646478817385854,1,13.0,1,1,-1.1459908635830918,-1.1459908635830915
2016-04-22,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,0.42882257283912445,0.7144111262147652,0.0,0.28861227883615703,0.17071926742884863,1,17.0,1,1,-0.6546178836708946,-0.6546178836708945
2016-04-23,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,0.42882257283912445,0.3086799515866776,0.0,-0.4598975798265655,0.49042774047542204,1,15.0,1,1,-0.5588312521437068,-0.5588312521437067
2016-04-26,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,0.4162229669474506,0.6751468189926922,0.0,1.4363273954523317,0.17071926742884863,1,17.0,1,1,-1.0775718410636719,-1.0775718410636717
2016-04-27,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,0.2776273021390347,0.17779892751310103,0.0,-1.3830597388439234,0.3534098234554619,1,13.0,1,1,-1.0584145147582342,-1.0584145147582342
2016-04-28,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,0.11383242554727058,-0.241020349522344,0.0,-1.3830597388439234,0.3534098234554619,1,10.0,1,1,-0.820067519945128,-0.8200675199451279
2016-04-29,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,0.1264320314389449,0.24323943954988933,1.0,-0.6345498801812007,0.10221030891886866,1,15.0,1,1,-0.6496419547603913,-0.6496419547603911
2016-04-30,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,0.0004359725222033486,0.11235841547631273,0.0,1.5361287099406944,-0.22891632387936803,1,9.0,1,1,-0.6931813327272949,-0.6931813327272947
2016-05-06,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,0.23982848446401214,0.25632754195724716,0.0,-1.3830597388439234,0.3762461429587887,1,17.0,1,1,-1.2236153545869426,-1.2236153545869424
2016-05-10,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,0.4792209964058214,0.45264907806761207,0.0,-0.21039429360565798,0.5018459002270853,1,16.0,1,1,-1.401256016691909,-1.401256016691909
2016-05-11,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,0.7816115378060009,0.4395609756602542,0.0,-1.3830597388439234,0.7644635745153419,1,7.0,1,1,-1.2131659038748859,-1.2131659038748857
2016-05-12,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,0.5926174494308886,0.832204047880984,0.0,1.8355326534057836,0.31915534420047204,1,21.0,1,1,-1.0939924064683326,-1.0939924064683324
2016-05-13,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,0.45402178462247317,0.5704419997338308,0.0,1.7357313389174205,0.14788294792552203,1,12.0,1,1,-0.740701453822601,-0.7407014538226009
2016-05-14,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,0.6934142965642819,0.8191159454736262,0.0,1.1868241092314242,0.5018459002270853,1,11.0,1,1,-0.5817205251320218,-0.5817205251320217
2016-05-16,air_96ec3cfe78cb0652,0,1,0,0,0,0,0,0.5422190258641921,0.2694156443646045,0.0,-0.8591028377800175,0.6731182965020351,1,1.0,1,1,-1.5015209842385497,-1.5015209842385497
2016-05-17,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,0.466621390514147,0.13853462029102795,0.0,-1.3830597388439234,0.7644635745153419,1,18.0,1,1,-1.3310954190538131,-1.331095419053813
2016-05-18,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,0.605217055322563,0.8714683551030571,0.0,1.8355326534057836,0.34199166370379863,1,15.0,1,1,-1.1303166875150066,-1.1303166875150064
2016-05-19,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,0.5044202081891695,0.7667635358441958,0.0,1.4113770668302406,0.056537669912215295,1,21.0,1,1,-1.121857608367151,-1.1218576083671508
2016-05-20,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,0.2776273021390347,0.17779892751310103,0.0,0.01415866399315865,0.2278100661871653,1,5.0,1,1,-0.7402038609315507,-0.7402038609315506
2016-05-21,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,0.3280257257057316,0.5050014876970426,0.0,1.7606816675395112,-0.08048024710774462,1,12.0,1,1,-0.46802054952702227,-0.4680205495270221
2016-05-24,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,0.7942111436976753,1.0547017888060641,0.0,1.1868241092314242,0.42191878196544186,1,31.0,1,1,-1.2840728908495573,-1.2840728908495571
2016-05-25,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,0.7438127201309783,0.6227944093632612,0.0,-1.3082087529776512,0.7530454147636788,1,12.0,1,1,-1.0815525841920746,-1.0815525841920743
2016-05-26,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,0.7186135083476302,0.3741204636234659,0.0,-1.3830597388439234,0.9585722902936185,1,18.0,1,1,-1.0459746924819762,-1.045974692481976
2016-05-27,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,0.6178166612142368,0.7274992286221227,0.0,-1.2583080957334696,0.558936698985402,1,16.0,1,1,-0.7563756298906863,-0.7563756298906862
2016-05-28,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,0.4414221787307988,0.2694156443646045,0.0,-1.3830597388439234,0.47900958072375854,1,17.0,1,1,-0.56380718105421,-0.5638071810542099
2016-05-31,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,0.6934142965642819,0.6358825117706192,0.0,-0.21039429360565798,0.6388638172470454,1,19.0,1,1,-1.1564403142951487,-1.1564403142951485
2016-06-01,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,0.8572091731560461,0.7667635358441958,0.0,0.9123704943884255,0.8558088525286486,1,14.0,1,1,-1.1773392157192624,-1.1773392157192621
2016-06-02,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,0.6304162671059111,0.7667635358441958,0.0,1.486228052696513,0.47900958072375854,1,20.0,1,1,-1.117379272347698,-1.1173792723476978
2016-06-03,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,0.5044202081891695,0.5311776925117577,0.0,0.23871162159197548,0.13646478817385854,1,15.0,1,1,-0.8133500159159487,-0.8133500159159485
2016-06-04,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,0.7312131142393045,0.6227944093632612,0.0,0.08900964985943108,0.6160274977437185,1,105.0,1,1,-0.6416804685035862,-0.641680468503586
2016-06-05,air_96ec3cfe78cb0652,0,0,0,1,0,0,0,0.3658245433807537,0.20397513232781625,0.0,-0.9090034950241991,0.4675914209720952,1,11.0,1,1,-1.2228689652503673,-1.222868965250367
2016-06-07,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,0.6808146906726076,0.4788252828823273,0.0,-1.3331590815997418,0.8786451720319752,1,14.0,1,1,-1.2654131574351701,-1.26541315743517
2016-06-08,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,0.8320099613726978,0.8976445599177724,0.0,0.6379168795454274,0.661700136750372,1,11.0,1,1,-1.1029490785072384,-1.1029490785072384
2016-06-09,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,0.8824083849393942,0.6227944093632612,0.0,-1.3830597388439234,1.004244929300272,1,10.0,1,1,-1.1527083676122711,-1.152708367612271
2016-06-10,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,1.1092012909895292,1.1986709152869985,0.0,0.7377181940337905,1.0156630890519351,1,9.0,1,1,-0.7198025523984873,-0.7198025523984871
2016-06-11,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,0.9328068085060908,1.028525583991349,0.0,1.5111783813186037,0.6845364562536986,1,10.0,1,1,-0.5613192165989584,-0.5613192165989582
2016-06-14,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,0.9328068085060908,0.9761731743619184,0.0,-0.1854439649835673,1.0727538878102518,1,7.0,1,1,-1.1920182060052469,-1.1920182060052467
2016-06-15,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,0.9202072026144168,0.9630850719545606,0.0,-0.9090034950241991,1.0955902073135788,1,22.0,1,1,-1.1328046519702581,-1.132804651970258
2016-06-16,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,0.7942111436976753,0.5966182045485461,0.0,-1.3830597388439234,1.049917568306925,1,17.0,1,1,-1.202965249608354,-1.2029652496083538
2016-06-17,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,1.1344005027728774,1.3164638369532173,0.0,0.11395997848152174,1.0156630890519351,1,20.0,1,1,-0.6493931583148662,-0.649393158314866
2016-06-18,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,1.2855957734729673,1.5258734754709395,0.0,1.7107810102953298,1.0955902073135788,1,16.0,1,1,-0.5588312521437068,-0.5588312521437067
2016-06-21,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,0.9958048379644615,0.9107326623251302,0.0,-0.40999692258238407,1.0613357280585887,1,14.0,1,1,-1.2261033190421942,-1.2261033190421942
2016-06-22,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,0.9832052320727876,0.6882349214000496,0.0,-1.3830597388439234,1.2326081243335387,1,25.0,1,1,-1.1644018005519539,-1.1644018005519536
2016-06-23,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,1.1470001086645518,1.028525583991349,0.0,-1.1335564526230157,1.1983536450785486,1,16.0,1,1,-1.160172260978026,-1.1601722609780258
2016-06-24,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,1.033603655639484,0.8976445599177724,0.0,-1.1086061240009248,1.0955902073135788,1,17.0,1,1,-0.6710384490755553,-0.6710384490755552
2016-06-25,air_96ec3cfe78cb0652,0,0,1,0,0,0,0,1.348593802931338,1.3295519393605753,0.0,-0.7343511946695638,1.1070083670652417,1,7.0,1,1,-0.5098183523752496,-0.5098183523752495
2016-06-28,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,0.466621390514147,0.16471082510574317,0.0,-1.3830597388439234,0.6959546160053621,1,10.0,1,1,-1.2395383271005531,-1.239538327100553
2016-06-29,air_96ec3cfe78cb0652,0,0,0,0,0,0,1,0.7186135083476302,0.4002966684381811,0.0,-1.3830597388439234,0.9471541305419553,1,7.0,1,1,-1.063888036559788,-1.0638880365597878
2016-06-30,air_96ec3cfe78cb0652,0,0,0,0,1,0,0,0.8446095672643718,0.38720856603082376,0.0,-1.3830597388439234,1.0727538878102518,1,14.0,1,1,-1.039505984898322,-1.0395059848983217
2016-07-01,air_96ec3cfe78cb0652,1,0,0,0,0,0,0,1.2855957734729673,1.211759017694356,0.0,1.2367247664756056,1.209771804830212,1,13.0,1,1,1.5094135995069742,1.5094135995069744
2016-07-05,air_96ec3cfe78cb0652,0,0,0,0,0,1,0,1.0588028674228323,0.7405873310294805,0.0,-1.3082087529776512,1.186935485326885,1,19.0,1,1,0.2465228420212462,0.24652284202124639
