visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Momochi,total_area_visitors,total_genre_visitors
2016-01-26,air_d34c0861a2be94cb,0,0,0,0,0,1,0,-1.5097161897684583,-1.6157151934589282,0.0,-1.2021635908683868,-1.3805799125042983,1,44.0,1,1,-1.198296238700762,-1.198296238700762
2016-01-27,air_d34c0861a2be94cb,0,0,0,0,0,0,1,-1.2399919199513734,-1.2638816706644007,0.0,-1.2021635908683868,-1.1650440816055265,1,66.0,1,1,-1.049372593015023,-1.049372593015023
2016-01-28,air_d34c0861a2be94cb,0,0,0,0,1,0,0,-1.031568620547262,-1.0410537728945333,0.0,-1.2514562910780858,-0.8297661224296596,1,49.0,1,1,-1.0548697745671811,-1.0548697745671811
2016-01-29,air_d34c0861a2be94cb,1,0,0,0,0,0,0,-0.7005433803172032,-0.7361313864726096,0.0,-1.2514562910780858,-0.4106686734598257,1,61.0,1,1,-0.9144417730984138,-0.9144417730984138
2016-01-30,air_d34c0861a2be94cb,0,0,1,0,0,0,0,-0.7250637684823926,-0.7009480341931567,0.0,0.5230809164710801,-0.5902818658754688,1,38.0,1,1,-0.618343584948077,-0.618343584948077
2016-02-01,air_d34c0861a2be94cb,0,1,0,0,0,0,0,-1.1541705613732098,-1.334248375223306,0.0,-1.2268099409732365,-0.9854308891898835,1,35.0,1,1,-1.413186063012399,-1.413186063012399
2016-02-02,air_d34c0861a2be94cb,0,0,0,0,0,1,0,-1.2767725021991576,-1.2756094547575516,0.0,-0.6352975384568477,-1.0453019533284311,1,37.0,1,1,-1.2677606237689423,-1.2677606237689423
2016-02-03,air_d34c0861a2be94cb,0,0,0,0,0,0,1,-1.2154715317861837,-1.2052427501986462,0.0,-0.5367121380374495,-1.1889925072609457,1,54.0,1,1,-1.1942982884810105,-1.1942982884810105
2016-02-04,air_d34c0861a2be94cb,0,0,0,0,1,0,0,-1.2645123081165628,-1.1700593979191933,0.0,0.3505564657371334,-1.3566314868488794,1,62.0,1,1,-1.1573172489483103,-1.1573172489483103
2016-02-05,air_d34c0861a2be94cb,1,0,0,0,0,0,0,-1.2522521140339682,-1.1700593979191933,0.0,-0.3888340374083524,-1.1410956559501075,1,67.0,1,1,-0.790005572508652,-0.790005572508652
2016-02-06,air_d34c0861a2be94cb,0,0,1,0,0,0,0,-1.3012928903643473,-1.5570762729931735,0.0,-1.078931840344139,-1.1530698687778174,1,49.0,1,1,-0.5708679260885293,-0.5708679260885293
2016-02-08,air_d34c0861a2be94cb,0,1,0,0,0,0,0,-1.2522521140339682,-1.2873372388507025,0.0,-0.26560228688410475,-1.4045283381597176,1,33.0,1,1,-1.3627119414880375,-1.3627119414880375
2016-02-09,air_d34c0861a2be94cb,0,0,0,0,0,1,0,-0.8844462915561249,-0.9472315001493261,0.0,1.1145933189874686,-0.9614824635344645,1,54.0,1,1,-1.1488216047313387,-1.1488216047313387
2016-02-10,air_d34c0861a2be94cb,0,0,0,0,0,0,1,-1.1173899791254256,-0.8416814433109678,0.0,1.163886019197168,-1.236889358571784,1,55.0,1,1,-0.8307346903723692,-0.8307346903723692
2016-02-11,air_d34c0861a2be94cb,0,0,0,0,1,0,0,-0.7741045448127718,-0.4898479205164401,1.0,0.8188371177292745,-1.1171472302946885,1,46.0,1,1,-0.9026977943278941,-0.9026977943278941
2016-02-12,air_d34c0861a2be94cb,1,0,0,0,0,0,0,-0.2223958110960069,-0.23183667046712006,0.0,-1.078931840344139,-0.3867202478044067,1,54.0,1,1,-0.8474761069175781,-0.8474761069175781
2016-02-13,air_d34c0861a2be94cb,0,0,1,0,0,0,0,0.04732845872107829,-0.020736556790403492,0.0,-0.9064073896101925,0.06829983964855586,1,25.0,1,1,-0.6610716779216699,-0.6610716779216699
2016-02-15,air_d34c0861a2be94cb,0,1,0,0,0,0,0,-1.534236577933648,-1.76817638666989,0.0,-0.7338829388762458,-1.236889358571784,1,43.0,1,1,-1.3662101479303201,-1.3662101479303201
2016-02-16,air_d34c0861a2be94cb,0,0,0,0,0,1,0,-1.423894831190295,-1.5453484889000229,0.0,-1.1528708906586878,-1.284786209882622,1,48.0,1,1,-1.208540986138875,-1.208540986138875
2016-02-17,air_d34c0861a2be94cb,0,0,0,0,0,0,1,-1.3625938607773211,-1.498437352527419,0.0,-0.8324683392956438,-1.392554125332008,1,44.0,1,1,-1.0426260520191926,-1.0426260520191926
2016-02-18,air_d34c0861a2be94cb,0,0,0,0,1,0,0,-1.2277317258687785,-0.9472315001493261,0.0,-0.14237053635985714,-1.4284767638151366,1,61.0,1,1,-1.052121183791102,-1.052121183791102
2016-02-19,air_d34c0861a2be94cb,1,0,0,0,0,0,0,-0.7863647388953665,-0.7947703069383641,0.0,-0.6845902386665468,-0.9854308891898835,1,52.0,1,1,-0.7387818353180874,-0.7387818353180874
2016-02-20,air_d34c0861a2be94cb,0,0,1,0,0,0,0,-0.9457472619690988,-1.087964909267137,0.0,-1.2514562910780858,-0.7339724198079833,1,38.0,1,1,-0.7722646684085052,-0.7722646684085052
2016-02-22,air_d34c0861a2be94cb,0,1,0,0,0,0,0,-1.2645123081165628,-1.2521538865712498,0.0,-1.2514562910780858,-1.2728119970549128,1,39.0,1,1,-1.3534666816048626,-1.3534666816048626
2016-02-23,air_d34c0861a2be94cb,0,0,0,0,0,1,0,-1.031568620547262,-0.8416814433109678,0.0,0.030153914374089607,-0.9016113993959168,1,36.0,1,1,-1.1410755761805702,-1.1410755761805702
2016-02-24,air_d34c0861a2be94cb,0,0,0,0,0,0,1,-1.141910367290615,-1.1817871820123445,0.0,-0.4874194378277505,-1.260837784227203,1,53.0,1,1,-1.0978477394295085,-1.0978477394295085
2016-02-25,air_d34c0861a2be94cb,0,0,0,0,1,0,0,-1.472935607520674,-1.4632540002479661,0.0,-0.4874194378277505,-1.4045283381597176,1,52.0,1,1,-0.9954002650483793,-0.9954002650483793
2016-02-26,air_d34c0861a2be94cb,1,0,0,0,0,0,0,-1.3380734726121315,-1.1466038297328915,0.0,0.7941907676244251,-1.548218892092232,1,49.0,1,1,-0.5926067804084274,-0.5926067804084274
2016-02-27,air_d34c0861a2be94cb,0,0,1,0,0,0,0,-0.9580074560516935,-0.7009480341931567,0.0,-0.7092365887713962,-0.9734566763621743,1,45.0,1,1,-0.4274414619549484,-0.4274414619549484
2016-02-29,air_d34c0861a2be94cb,0,1,0,0,0,0,0,-1.2645123081165628,-0.7361313864726096,0.0,-0.4381267376180515,-1.2967604227103318,1,56.0,1,1,-1.3064907665227838,-1.3064907665227838
2016-03-01,air_d34c0861a2be94cb,0,0,0,0,0,1,0,-1.5587569660988374,-1.5922596252726264,0.0,-0.06843148604530859,-1.3207088483657508,1,54.0,1,1,-1.1992957262556998,-1.1992957262556998
2016-03-02,air_d34c0861a2be94cb,0,0,0,0,0,0,1,-1.1664307554558047,-0.9003203637767224,0.0,1.1145933189874686,-1.368605699676589,1,57.0,1,1,-1.07161119111239,-1.07161119111239
2016-03-03,air_d34c0861a2be94cb,0,0,0,0,1,0,0,-0.6882831862346085,-0.24356445456027115,0.0,1.3364104699311146,-1.0213535276730121,1,43.0,1,1,-1.0881027357688644,-1.0881027357688644
2016-03-04,air_d34c0861a2be94cb,1,0,0,0,0,0,0,-0.16109484068303304,0.03790236367535109,0.0,-0.24095593677925534,-0.24302969387189213,1,64.0,1,1,-0.7215406749954095,-0.7215406749954095
2016-03-05,air_d34c0861a2be94cb,0,0,1,0,0,0,0,0.13314981729924164,0.33109696600412397,0.0,1.2378250695117163,-0.2669781195273113,1,43.0,1,1,-0.5021531566865524,-0.5021531566865524
2016-03-07,air_d34c0861a2be94cb,0,1,0,0,0,0,0,-0.2469161992611966,-0.372570079584931,0.0,-1.2021635908683868,-0.015519650145410832,1,63.0,1,1,-1.4091881127926473,-1.4091881127926473
2016-03-08,air_d34c0861a2be94cb,0,0,0,0,0,1,0,-0.34499775192195464,-0.19665331818766724,0.0,-0.4381267376180515,-0.21908126821647314,1,46.0,1,1,-1.079107347774424,-1.079107347774424
2016-03-09,air_d34c0861a2be94cb,0,0,0,0,0,0,1,-0.7863647388953665,-0.9706870683356278,0.0,-1.2514562910780858,-0.5423850145646306,1,47.0,1,1,-1.1248339034128303,-1.1248339034128303
2016-03-10,air_d34c0861a2be94cb,0,0,0,0,1,0,0,-0.8599259033909353,-1.0175982047082315,0.0,-1.1775172407635373,-0.7818692711188214,1,68.0,1,1,-1.0061447562639612,-1.0061447562639612
2016-03-11,air_d34c0861a2be94cb,1,0,0,0,0,0,0,-1.2277317258687785,-1.357703943409608,0.0,-1.1035781904489887,-1.0213535276730121,1,47.0,1,1,-0.6725657848034551,-0.6725657848034551
2016-03-12,air_d34c0861a2be94cb,0,0,1,0,0,0,0,-1.3258132785295367,-1.2873372388507025,0.0,-1.0049927900295905,-1.284786209882622,1,26.0,1,1,-0.4854117401413435,-0.4854117401413435
2016-03-14,air_d34c0861a2be94cb,0,1,0,0,0,0,0,-0.9702676501342882,-0.9237759319630241,0.0,-0.8571146894004934,-0.8776629737404978,1,44.0,1,1,-1.3019930725255635,-1.3019930725255635
2016-03-15,air_d34c0861a2be94cb,0,0,0,0,0,1,0,-0.8354055152257457,-0.7478591705657603,0.0,0.8927761680438229,-0.7100239941525642,1,41.0,1,1,-1.0311319451374072,-1.0311319451374072
2016-03-16,air_d34c0861a2be94cb,0,0,0,0,0,0,1,-0.6760229921520138,-0.32565894321232747,0.0,0.4491418661565316,-0.793843483946531,1,54.0,1,1,-0.9431770403028769,-0.9431770403028769
2016-03-17,air_d34c0861a2be94cb,0,0,0,0,1,0,0,-0.38177833416973905,-0.020736556790403492,0.0,1.2871177697214156,-0.7698950582911119,1,38.0,1,1,-0.8964509971095326,-0.8964509971095326
2016-03-18,air_d34c0861a2be94cb,1,0,0,0,0,0,0,-0.13657445251784356,-0.32565894321232747,0.0,-1.1528708906586878,-0.051442288628539536,1,64.0,1,1,-0.5266406017825296,-0.5266406017825296
2016-03-19,air_d34c0861a2be94cb,0,0,1,0,0,0,0,-0.2959569755915755,-0.3960256477712331,0.0,-0.3395413371986533,-0.3388233964935685,1,28.0,1,1,-0.5093994414598517,-0.5093994414598517
2016-03-21,air_d34c0861a2be94cb,0,1,0,0,0,0,0,-0.7863647388953665,-0.6657646819137041,1.0,0.9420688682535222,-0.7818692711188214,1,32.0,1,1,-1.1573172489483103,-1.1573172489483103
2016-03-22,air_d34c0861a2be94cb,0,0,0,0,0,1,0,-0.651502603986824,-0.2904755909328746,0.0,1.5335812707699108,-1.1410956559501075,1,58.0,1,1,-1.027133994917656,-1.027133994917656
2016-03-23,air_d34c0861a2be94cb,0,0,0,0,0,0,1,-0.5166404690782815,-0.372570079584931,0.0,0.0055075642692399476,-0.5783076530477593,1,48.0,1,1,-0.9274351113126058,-0.9274351113126058
2016-03-24,air_d34c0861a2be94cb,0,0,0,0,1,0,0,-0.7618443507301771,-0.7947703069383641,0.0,-0.06843148604530859,-0.6142302915308878,1,54.0,1,1,-0.9861550051652042,-0.9861550051652042
2016-03-25,air_d34c0861a2be94cb,1,0,0,0,0,0,0,-0.9089666797213143,-0.8182258751246658,0.0,1.2871177697214156,-0.9016113993959168,1,50.0,1,1,-0.39046042242224815,-0.39046042242224815
2016-03-26,air_d34c0861a2be94cb,0,0,1,0,0,0,0,-0.8108851270605563,-0.5133034887027423,0.0,0.991361568463221,-1.057276166156141,1,23.0,1,1,-0.39620747586314076,-0.39620747586314076
2016-03-28,air_d34c0861a2be94cb,0,1,0,0,0,0,0,-0.651502603986824,-0.3491145113986292,0.0,1.4349958703505128,-0.9016113993959168,1,36.0,1,1,-1.0623659312292149,-1.0623659312292149
2016-03-29,air_d34c0861a2be94cb,0,0,0,0,0,1,0,-0.3572579460045494,-0.2904755909328746,0.0,-0.46277308772290093,-0.6022560787031783,1,48.0,1,1,-0.7912549319523243,-0.7912549319523243
2016-03-30,air_d34c0861a2be94cb,0,0,0,0,0,0,1,-0.05075309393968,-0.055919909069856326,0.0,-1.078931840344139,-0.015519650145410832,1,56.0,1,1,-0.8754617584558378,-0.8754617584558378
2016-03-31,air_d34c0861a2be94cb,0,0,0,0,1,0,0,-0.21013561701341216,-0.2670200227465729,0.0,-1.02963914013444,-0.051442288628539536,1,48.0,1,1,-0.8402298221442788,-0.8402298221442788
2016-04-01,air_d34c0861a2be94cb,1,0,0,0,0,0,0,-0.25917639334379133,-0.4546645682369877,0.0,-1.2021635908683868,-0.03946807580083004,1,55.0,1,1,-0.6360844890482237,-0.6360844890482237
2016-04-02,air_d34c0861a2be94cb,0,0,1,0,0,0,0,0.07184884688626776,0.11999685232740741,0.0,0.8188371177292745,0.10422247813168456,1,36.0,1,1,-0.653075777482167,-0.653075777482167
2016-04-04,air_d34c0861a2be94cb,0,1,0,0,0,0,0,-0.21013561701341216,-0.5015757046095912,0.0,-1.2514562910780858,0.02040298833771766,1,33.0,1,1,-1.2820033214268065,-1.2820033214268065
2016-04-05,air_d34c0861a2be94cb,0,0,0,0,0,1,0,-0.19787542293081745,-0.10283104544246023,0.0,0.843483467834124,-0.21908126821647314,1,58.0,1,1,-1.0801068353293617,-1.0801068353293617
2016-04-06,air_d34c0861a2be94cb,0,0,0,0,0,0,1,-0.09979387027005915,-0.020736556790403492,0.0,-0.04378513594045893,-0.2789523323550208,1,53.0,1,1,-1.0138907848147294,-1.0138907848147294
2016-04-07,air_d34c0861a2be94cb,0,0,0,0,1,0,0,0.21897117587740497,0.38973588646987856,0.0,-1.2514562910780858,0.08027405247626536,1,45.0,1,1,-1.1283321098551127,-1.1283321098551127
2016-04-08,air_d34c0861a2be94cb,1,0,0,0,0,0,0,-0.12431425843524882,-0.04419212497670566,0.0,0.07944661458378871,-0.051442288628539536,1,40.0,1,1,-0.5766149795294219,-0.5766149795294219
2016-04-09,air_d34c0861a2be94cb,0,0,1,0,0,0,0,0.05958865280367281,0.2959136137246712,0.0,0.6463126669953277,-0.06341650145624904,1,53.0,1,1,-0.4854117401413435,-0.4854117401413435
2016-04-11,air_d34c0861a2be94cb,0,1,0,0,0,0,0,-0.30821716967417045,-0.33738672730547853,0.0,0.7448980674147258,-0.3388233964935685,1,52.0,1,1,-1.3039920476354392,-1.3039920476354392
2016-04-12,air_d34c0861a2be94cb,0,0,0,0,0,1,0,-0.13657445251784356,0.15518020460686024,0.0,0.6216663168904781,-0.5064623760815021,1,54.0,1,1,-1.1425748075129771,-1.1425748075129771
2016-04-13,air_d34c0861a2be94cb,0,0,0,0,0,0,1,0.035068264638483344,-0.03246434088355457,0.0,-0.8078219891907944,0.17606775509794176,1,52.0,1,1,-1.0556193902333846,-1.0556193902333846
2016-04-14,air_d34c0861a2be94cb,0,0,0,0,1,0,0,0.09636923505145722,0.08481350004795458,0.0,0.5723736166807792,0.25988724489190845,1,34.0,1,1,-1.02288617280917,-1.02288617280917
2016-04-15,air_d34c0861a2be94cb,1,0,0,0,0,0,0,0.01054787647329388,0.09654128414110566,0.0,1.5582276208747603,0.02040298833771766,1,65.0,1,1,-0.6041008872902127,-0.6041008872902127
2016-04-16,air_d34c0861a2be94cb,0,0,1,0,0,0,0,0.28027214629037883,0.5656526478671423,0.0,0.10409296468863814,0.02040298833771766,1,42.0,1,1,-0.3909601661997171,-0.3909601661997171
2016-04-18,air_d34c0861a2be94cb,0,1,0,0,0,0,0,-0.1856152288482227,-0.372570079584931,0.0,-1.1775172407635373,-0.15921020407792544,1,39.0,1,1,-1.3924466962474384,-1.3924466962474384
2016-04-19,air_d34c0861a2be94cb,0,0,0,0,0,1,0,-0.17335503476562775,0.09654128414110566,0.0,1.3610568200359638,-0.3388233964935685,1,52.0,1,1,-1.079107347774424,-1.079107347774424
2016-04-20,air_d34c0861a2be94cb,0,0,0,0,0,0,1,-0.013972511691895584,0.23727469325891656,0.0,1.0899469688826193,-0.4465913119429544,1,54.0,1,1,-0.9469251186338937,-0.9469251186338937
2016-04-21,air_d34c0861a2be94cb,0,0,0,0,1,0,0,0.13314981729924164,0.06135793186165284,0.0,-1.2514562910780858,0.12817090378710355,1,46.0,1,1,-1.052121183791102,-1.052121183791102
2016-04-22,air_d34c0861a2be94cb,1,0,0,0,0,0,0,0.24349156404259445,0.22554690916576547,0.0,0.843483467834124,0.35568094751358464,1,50.0,1,1,-0.5586242035405407,-0.5586242035405407
2016-04-23,air_d34c0861a2be94cb,0,0,1,0,0,0,0,0.022808070555888394,0.06135793186165284,0.0,-0.980346439924741,0.22396460640877996,1,33.0,1,1,-0.462423526377773,-0.462423526377773
2016-04-25,air_d34c0861a2be94cb,0,1,0,0,0,0,0,0.1576702054644311,0.33109696600412397,0.0,-0.6599438885616972,-0.08736492711166824,1,48.0,1,1,-1.2570161325533604,-1.2570161325533604
2016-04-26,air_d34c0861a2be94cb,0,0,0,0,0,1,0,0.45191486344670556,0.6477471365191986,0.0,0.4491418661565316,0.39160358599671335,1,56.0,1,1,-0.9834064143891251,-0.9834064143891251
2016-04-27,air_d34c0861a2be94cb,0,0,0,0,0,0,1,0.21897117587740497,0.026174579582200003,0.0,-1.2268099409732365,0.45147465013526106,1,43.0,1,1,-0.9641662789565716,-0.9641662789565716
2016-04-28,air_d34c0861a2be94cb,0,0,0,0,1,0,0,-0.21013561701341216,-0.3608422954917803,0.0,-1.2514562910780858,-0.015519650145410832,1,51.0,1,1,-0.7247890095489575,-0.7247890095489575
2016-04-29,air_d34c0861a2be94cb,1,0,0,0,0,0,0,-0.19787542293081745,-0.17319775000136547,1.0,1.7061057215038573,-0.21908126821647314,1,40.0,1,1,-0.5536267657658515,-0.5536267657658515
2016-04-30,air_d34c0861a2be94cb,0,0,1,0,0,0,0,0.18219059362962056,0.4366470228424821,0.0,1.8046911219232555,-0.23105548104418264,1,28.0,1,1,-0.5973543462943822,-0.5973543462943822
2016-05-02,air_d34c0861a2be94cb,0,1,0,0,0,0,0,0.5867769983552482,0.7415694092644061,0.0,0.9667152183583716,0.36765516034129436,1,46.0,1,1,-1.0131411691485261,-1.0131411691485261
2016-05-03,air_d34c0861a2be94cb,0,0,0,0,0,1,0,0.23123136995999993,0.11999685232740741,1.0,-1.0542854902392897,0.27186145771961795,1,22.0,1,1,-0.7302861911011157,-0.7302861911011157
2016-05-04,air_d34c0861a2be94cb,0,0,0,0,0,0,1,0.5745168042726533,0.729841625171255,1.0,1.8539838221329545,0.28383567054732767,1,26.0,1,1,-0.7865073660663695,-0.7865073660663695
2016-05-05,air_d34c0861a2be94cb,0,0,0,0,1,0,0,0.6112973865204377,0.7415694092644061,1.0,0.843483467834124,0.5352941399292277,1,37.0,1,1,-0.9769097452820291,-0.9769097452820291
2016-05-06,air_d34c0861a2be94cb,1,0,0,0,0,0,0,0.3047925344555683,0.10826906823425633,0.0,-1.2514562910780858,0.27186145771961795,1,47.0,1,1,-1.130081213076254,-1.130081213076254
2016-05-07,air_d34c0861a2be94cb,0,0,1,0,0,0,0,0.37835369895113713,0.2724580455383694,0.0,0.5723736166807792,0.39160358599671335,1,50.0,1,1,-0.7062984897826073,-0.7062984897826073
2016-05-09,air_d34c0861a2be94cb,0,1,0,0,0,0,0,0.28027214629037883,0.002719011395898256,0.0,-1.2514562910780858,0.48739728861838977,1,33.0,1,1,-1.4699069817551216,-1.4699069817551216
2016-05-10,air_d34c0861a2be94cb,0,0,0,0,0,1,0,0.3293129226207578,0.3780081023767275,0.0,-1.2514562910780858,0.25988724489190845,1,43.0,1,1,-1.3084897416326595,-1.3084897416326595
2016-05-11,air_d34c0861a2be94cb,0,0,0,0,0,0,1,-0.1488346466004383,-0.19665331818766724,0.0,-0.3395413371986533,-0.08736492711166824,1,22.0,1,1,-1.1195865937494067,-1.1195865937494067
2016-05-12,air_d34c0861a2be94cb,0,0,0,0,1,0,0,0.16993039954702605,0.40146367056302923,0.0,2.0265082728669013,-0.3148749708381493,1,54.0,1,1,-0.9998979590455996,-0.9998979590455996
2016-05-13,air_d34c0861a2be94cb,1,0,0,0,0,0,0,0.4028740871163266,0.42491923874933096,0.0,1.1885323693020173,0.41555201165213235,1,43.0,1,1,-0.6450798770426643,-0.6450798770426643
2016-05-14,air_d34c0861a2be94cb,0,0,1,0,0,0,0,0.3660935048685422,0.40146367056302923,0.0,1.681459371399008,0.33173252185816565,1,54.0,1,1,-0.4854117401413435,-0.4854117401413435
2016-05-16,air_d34c0861a2be94cb,0,1,0,0,0,0,0,0.035068264638483344,0.4952859433082366,0.0,-1.1775172407635373,-0.17118441690563493,1,32.0,1,1,-1.4091881127926473,-1.4091881127926473
2016-05-17,air_d34c0861a2be94cb,0,0,0,0,0,1,0,0.13314981729924164,0.4718303751219349,0.0,2.0265082728669013,-0.3627718221489875,1,45.0,1,1,-1.2380258690095414,-1.2380258690095414
2016-05-18,air_d34c0861a2be94cb,0,0,0,0,0,0,1,0.31705272853816324,0.5070137274013877,0.0,1.8786301722378038,-0.12328756559479673,1,61.0,1,1,-1.036379254800831,-1.036379254800831
2016-05-19,air_d34c0861a2be94cb,0,0,0,0,1,0,0,0.6480779687682221,0.7181138410781038,0.0,1.2624714196165658,0.28383567054732767,1,42.0,1,1,-1.0278836105838594,-1.0278836105838594
2016-05-20,air_d34c0861a2be94cb,1,0,0,0,0,0,0,0.8810216563375227,1.0816751479657825,0.0,1.8539838221329545,0.5113457142738087,1,62.0,1,1,-0.6445801332651954,-0.6445801332651954
2016-05-21,air_d34c0861a2be94cb,0,0,1,0,0,0,0,0.6235575806030327,0.6477471365191986,0.0,1.1885323693020173,0.6430620553786138,1,54.0,1,1,-0.3712202869896946,-0.3712202869896946
2016-05-23,air_d34c0861a2be94cb,0,1,0,0,0,0,0,0.8687614622549281,0.9761250911274243,0.0,1.9279228724475033,0.6071394168954851,1,42.0,1,1,-1.30124345685936,-1.30124345685936
2016-05-24,air_d34c0861a2be94cb,0,0,0,0,0,1,0,0.9178022385853071,1.0347640115931789,0.0,-0.7585292889810953,0.8466236734496759,1,50.0,1,1,-1.1908000820387281,-1.1908000820387281
2016-05-25,air_d34c0861a2be94cb,0,0,0,0,0,0,1,0.660338162850817,0.8119361138233113,0.0,-0.31489498709380387,0.7388557580002902,1,61.0,1,1,-0.9874043646088765,-0.9874043646088765
2016-05-26,air_d34c0861a2be94cb,0,0,0,0,1,0,0,0.8442410740897387,0.7767527615438584,0.0,0.42449551605168195,0.9184689504159333,1,49.0,1,1,-0.9516726845198485,-0.9516726845198485
2016-05-27,air_d34c0861a2be94cb,1,0,0,0,0,0,0,0.7952002977593593,0.6594749206123492,0.0,0.0055075642692399476,0.8945205247605139,1,57.0,1,1,-0.6608218060329354,-0.6608218060329354
2016-05-28,air_d34c0861a2be94cb,0,0,1,0,0,0,0,0.4273944752815161,0.24900247735206724,0.0,-1.2514562910780858,0.3197583090304564,1,34.0,1,1,-0.46742096415246226,-0.46742096415246226
2016-05-30,air_d34c0861a2be94cb,0,1,0,0,0,0,0,0.660338162850817,0.6712027047055004,0.0,1.9772155726572023,0.5352941399292277,1,45.0,1,1,-1.288250118645168,-1.288250118645168
2016-05-31,air_d34c0861a2be94cb,0,0,0,0,0,1,0,0.8687614622549281,1.152041852524688,0.0,1.5582276208747603,0.36765516034129436,1,51.0,1,1,-1.0626158031179493,-1.0626158031179493
