visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Chiyoda-ku Kanda Jinbōchō,total_area_visitors,total_genre_visitors
2016-03-03,air_0f2f96335f274801,0,0,0,0,1,0,0,-0.9224158247433998,-0.5627916104390774,0.0,1.3760000671296602,-1.2802017075987555,1,16.0,1,1,-1.2427857644333788,-1.2427857644333786
2016-03-04,air_0f2f96335f274801,1,0,0,0,0,0,0,-0.7669679859051401,-0.6271084769282603,0.0,1.1077410220041775,-0.8709099784495776,1,19.0,1,1,-0.8658043849090096,-0.8658043849090094
2016-03-06,air_0f2f96335f274801,0,0,0,1,0,0,0,-0.4042563619492014,-0.4470212507585475,0.0,-0.501813248748717,-0.44921546962921266,1,7.0,1,1,-1.281588892114483,-1.2815888921144827
2016-03-07,air_0f2f96335f274801,0,1,0,0,0,0,0,-0.28767048282050667,-0.678561970119607,0.0,-1.2578160122841675,0.022090157875901222,1,9.0,1,1,-1.57299781125602,-1.5729978112560197
2016-03-08,air_0f2f96335f274801,0,0,0,0,0,1,0,-0.06745271113297223,0.0031968146657345,0.0,0.7175460472762031,0.009687378204713843,1,6.0,1,1,-1.2335346876352349,-1.2335346876352347
2016-03-09,air_0f2f96335f274801,0,0,0,0,0,0,1,-0.9871857575926746,-0.7557422099066267,0.0,-1.2578160122841675,-1.0941600125309474,1,4.0,1,1,-1.280560994692467,-1.2805609946924668
2016-03-10,air_0f2f96335f274801,0,0,0,0,1,0,0,-1.3239894084089034,-1.5789981009681708,0.0,-1.2578160122841675,-1.1189655718733218,1,16.0,1,1,-1.1584981758280666,-1.1584981758280664
2016-03-11,air_0f2f96335f274801,1,0,0,0,0,0,0,-1.5182992069567278,-1.8877190601162501,0.0,-1.2578160122841675,-1.193382249900445,1,12.0,1,1,-0.8154374112302254,-0.8154374112302252
2016-03-12,air_0f2f96335f274801,0,0,1,0,0,0,0,-1.3628513681184682,-1.5918614742660075,0.0,-0.9163954093971899,-1.2057850295716321,1,6.0,1,1,-0.6229636189577287,-0.6229636189577284
2016-03-14,air_0f2f96335f274801,0,1,0,0,0,0,0,-1.3758053546883233,-1.7848120737335569,0.0,-1.2578160122841675,-1.08175723285976,1,4.0,1,1,-1.4627558127448035,-1.4627558127448033
2016-03-15,air_0f2f96335f274801,0,0,0,0,0,1,0,-1.0649096770118043,-0.8586491962893198,0.0,1.5223231826526504,-1.0693544531885728,1,12.0,1,1,-1.1841956113784666,-1.1841956113784664
2016-03-16,air_0f2f96335f274801,0,0,0,0,0,0,1,-0.9871857575926746,-0.8843759428849929,0.0,-0.6725235501922059,-1.2057850295716321,1,9.0,1,1,-1.0937406382410584,-1.0937406382410582
2016-03-17,air_0f2f96335f274801,0,0,0,0,1,0,0,-0.4172103485190563,-0.04825667852561229,0.0,1.5223231826526504,-0.77168774108008,1,5.0,1,1,-1.0456864337618101,-1.04568643376181
2016-03-18,air_0f2f96335f274801,1,0,0,0,0,0,0,-0.19699257683152183,0.080377054452754,0.0,0.5956101176737111,-0.6228543850258336,1,9.0,1,1,-0.6653643876158888,-0.6653643876158887
2016-03-19,air_0f2f96335f274801,0,0,1,0,0,0,0,-0.1840385902616669,-0.5242014905455674,0.0,-0.7944594797946979,0.12131239524539873,1,11.0,1,1,-0.6476331570861128,-0.6476331570861126
2016-03-20,air_0f2f96335f274801,0,0,0,1,0,0,0,-0.37834838880949134,-0.2283439046953249,1.0,0.010317655581749505,-0.536034927327523,1,10.0,1,1,-0.8627206926429615,-0.8627206926429613
2016-03-21,air_0f2f96335f274801,0,1,0,0,0,0,0,-0.8835538650338348,-0.8972393161828295,1.0,-0.16039264586173935,-0.7096738427241439,1,11.0,1,1,-1.3139676609079871,-1.313967660907987
2016-03-22,air_0f2f96335f274801,0,0,0,0,0,1,0,-0.6892440664860104,-0.42129450416287434,0.0,0.8882563487196922,-0.895715537791952,1,4.0,1,1,-1.1800840216904027,-1.1800840216904025
2016-03-23,air_0f2f96335f274801,0,0,0,0,0,0,1,-0.6244741336367357,-0.3569776376736912,0.0,0.18102795702523836,-0.6352571646970208,1,10.0,1,1,-1.0775512538443062,-1.077551253844306
2016-03-24,air_0f2f96335f274801,0,0,0,0,1,0,0,-1.2980814352691934,-1.4503643679898046,0.0,-0.8920082234766914,-1.0569516735173858,1,18.0,1,1,-1.1379402273877464,-1.1379402273877461
2016-03-25,air_0f2f96335f274801,1,0,0,0,0,0,0,-1.0649096770118043,-0.8200590763958098,0.0,0.9858050924016853,-1.255396148256381,1,12.0,1,1,-0.5253133638662083,-0.5253133638662082
2016-03-26,air_0f2f96335f274801,0,0,1,0,0,0,0,-1.0778636635816592,-1.0644631690547057,0.0,0.2541895147867335,-0.9329238768055137,1,14.0,1,1,-0.5312237740428004,-0.5312237740428002
2016-03-28,air_0f2f96335f274801,0,1,0,0,0,0,0,-0.6503821067764455,-0.5113381172477306,0.0,-0.5749748065102123,-0.44921546962921266,1,5.0,1,1,-1.2163174058164667,-1.2163174058164665
2016-03-29,air_0f2f96335f274801,0,0,0,0,0,1,0,-0.4301643350889112,-0.27979739788667124,0.0,1.1321282079246762,-0.6476599443682078,1,12.0,1,1,-0.9375002300946258,-0.9375002300946256
2016-03-30,air_0f2f96335f274801,0,0,0,0,0,0,1,-0.1840385902616669,-0.09971017171695862,0.0,-0.37987731914622497,-0.3996043509444638,1,4.0,1,1,-1.024100587899474,-1.0241005878994738
2016-03-31,air_0f2f96335f274801,0,0,0,0,1,0,0,-0.1840385902616669,-0.07398342512128546,0.0,0.9614179064811871,-0.4616182493003998,1,13.0,1,1,-0.98786720377341,-0.9878672037734098
2016-04-01,air_0f2f96335f274801,1,0,0,0,0,0,0,-0.45607230822862105,-0.3055241444823449,0.0,-0.2091670177027362,-0.5608404866698975,1,26.0,1,1,-0.7779191553266412,-0.777919155326641
2016-04-02,air_0f2f96335f274801,0,0,1,0,0,0,0,-0.7540139993352852,-0.9615561826720127,0.0,-1.2578160122841675,-0.6104516053546463,1,2.0,1,1,-0.7953934115009132,-0.795393411500913
2016-04-03,air_0f2f96335f274801,0,0,0,1,0,0,0,-0.4172103485190563,-0.4856113706520575,0.0,-1.2578160122841675,-0.38720157127327665,1,3.0,1,1,-1.3278442761052032,-1.327844276105203
2016-04-04,air_0f2f96335f274801,0,1,0,0,0,0,0,-0.09336068427268229,0.14469392094193714,0.0,-1.0871057108406785,-0.3623960119309023,1,20.0,1,1,-1.4421978643044835,-1.4421978643044833
2016-04-05,air_0f2f96335f274801,0,0,0,0,0,1,0,-0.7151520396257203,-1.0258730491611958,0.0,-1.2578160122841675,-0.43681268995802547,1,13.0,1,1,-1.2345625850572508,-1.2345625850572506
2016-04-06,air_0f2f96335f274801,0,0,0,0,0,0,1,-0.22290054997123188,-0.07398342512128546,0.0,0.7663204191172002,-0.6600627240393951,1,4.0,1,1,-1.1664643808486905,-1.1664643808486903
2016-04-07,air_0f2f96335f274801,0,0,0,0,1,0,0,-0.3265324425300714,-0.08684679841912181,0.0,-1.1358800826816755,-0.10193763883597083,1,9.0,1,1,-1.284158635669523,-1.2841586356695227
2016-04-08,air_0f2f96335f274801,1,0,0,0,0,0,0,-0.028590751423407255,0.27332765392030345,0.0,-0.18477983178223767,-0.13914597784953253,1,19.0,1,1,-0.716759258716689,-0.7167592587166888
2016-04-09,air_0f2f96335f274801,0,0,1,0,0,0,0,0.10094911427514235,0.3505078937073234,0.0,0.5712229317532127,-0.2135626558766557,1,9.0,1,1,-0.6229636189577287,-0.6229636189577284
2016-04-10,air_0f2f96335f274801,0,0,0,1,0,0,0,0.11390310084499702,0.4019613868986697,0.0,-0.23355420362323454,-0.05232652015122218,1,8.0,1,1,-1.2119488417728987,-1.2119488417728985
2016-04-11,air_0f2f96335f274801,0,1,0,0,0,0,0,-0.6115201470668807,-0.4727479973542207,0.0,0.2541895147867335,-0.6476599443682078,1,12.0,1,1,-1.4648116075888356,-1.4648116075888353
2016-04-12,air_0f2f96335f274801,0,0,0,0,0,1,0,-0.7540139993352852,-0.7300154633109535,0.0,1.5223231826526504,-0.9329238768055137,1,4.0,1,1,-1.298806173933251,-1.2988061739332508
2016-04-13,air_0f2f96335f274801,0,0,0,0,0,0,1,-0.2488085231109417,-0.2283439046953249,0.0,-1.0871057108406785,-0.2507709948902174,1,5.0,1,1,-1.2093790982178587,-1.2093790982178585
2016-04-14,air_0f2f96335f274801,0,0,0,0,1,0,0,-0.171084603691812,-0.4084311308650375,0.0,-1.2578160122841675,0.059298496889462704,1,16.0,1,1,-1.1757154576468345,-1.1757154576468343
2016-04-15,air_0f2f96335f274801,1,0,0,0,0,0,0,-0.002682778283697427,0.080377054452754,0.0,1.6930334840961392,-0.20115987620546855,1,5.0,1,1,-0.7450264378221291,-0.7450264378221289
2016-04-16,air_0f2f96335f274801,0,0,1,0,0,0,0,-0.06745271113297223,0.016060187963570855,0.0,-0.3067157613847298,-0.31278489324615344,1,20.0,1,1,-0.5258273125772164,-0.5258273125772162
2016-04-17,air_0f2f96335f274801,0,0,0,1,0,0,0,0.3729828322420962,0.29905440051597704,0.0,-0.5262004346692154,0.4933957853810151,1,5.0,1,1,-1.249210123320979,-1.2492101233209787
2016-04-18,air_0f2f96335f274801,0,1,0,0,0,0,0,0.33412087253253125,0.7749992125359322,0.0,0.4248998162302224,0.14611795458777327,1,5.0,1,1,-1.555780529437252,-1.5557805294372518
2016-04-19,air_0f2f96335f274801,0,0,0,0,0,1,0,-0.01563676485355257,0.14469392094193714,0.0,1.5710975544936472,-0.0771320794935965,1,16.0,1,1,-1.2335346876352349,-1.2335346876352347
2016-04-20,air_0f2f96335f274801,0,0,0,0,0,0,1,-0.1840385902616669,-0.18975378480181493,0.0,1.5223231826526504,-0.3499932322597149,1,16.0,1,1,-1.0975952535736184,-1.0975952535736182
2016-04-21,air_0f2f96335f274801,0,0,0,0,1,0,0,0.0232251948560124,-0.07398342512128546,0.0,-1.2578160122841675,0.08410405623183724,1,5.0,1,1,-1.2057814572408028,-1.2057814572408025
2016-04-22,air_0f2f96335f274801,1,0,0,0,0,0,0,0.1268570874148522,0.3762346403029965,0.0,0.8150947909581967,0.07170127656064987,1,10.0,1,1,-0.698257105120401,-0.6982571051204007
2016-04-23,air_0f2f96335f274801,0,0,1,0,0,0,0,0.20458100683398167,0.20901078743112028,0.0,-0.745685107953701,0.1709235139301476,1,14.0,1,1,-0.5993219782513606,-0.5993219782513604
2016-04-24,air_0f2f96335f274801,0,0,0,1,0,0,0,-0.08040669770282736,-0.2154805313974881,0.0,-0.9651697812381866,-0.06472929982240934,1,7.0,1,1,-1.2273673031031387,-1.2273673031031385
2016-04-25,air_0f2f96335f274801,0,1,0,0,0,0,0,0.23048897997369194,0.29905440051597704,0.0,0.8638691627991933,0.10890961557421157,1,9.0,1,1,-1.4165004287540834,-1.4165004287540832
2016-04-26,air_0f2f96335f274801,0,0,0,0,0,1,0,0.3729828322420962,0.5563218664727096,0.0,1.4003872530501584,0.19572907327252193,1,2.0,1,1,-1.1351135094772025,-1.1351135094772022
2016-04-27,air_0f2f96335f274801,0,0,0,0,0,0,1,0.23048897997369194,0.1318305476441008,0.0,-1.1846544545226723,0.31975686998439395,1,14.0,1,1,-1.1153264841033943,-1.115326484103394
2016-04-28,air_0f2f96335f274801,0,0,0,0,1,0,0,-0.2488085231109417,-0.6914253434174434,0.0,-1.2578160122841675,0.08410405623183724,1,18.0,1,1,-0.8691450515305615,-0.8691450515305613
2016-04-29,air_0f2f96335f274801,1,0,0,0,0,0,0,-0.06745271113297223,0.080377054452754,1.0,1.0345794642426824,-0.1515487575207197,1,9.0,1,1,-0.6931176180103209,-0.6931176180103207
2016-04-30,air_0f2f96335f274801,0,0,1,0,0,0,0,-0.0415447379932624,0.11896717434626397,0.0,1.424774438970657,-0.26317377456140456,1,8.0,1,1,-0.738088130223521,-0.7380881302235208
2016-05-01,air_0f2f96335f274801,0,0,0,1,0,0,0,0.24344296654354664,0.5434584931748728,0.0,0.9370307205606888,-0.08953485916478367,1,3.0,1,1,-1.023586639188466,-1.0235866391884658
2016-05-02,air_0f2f96335f274801,0,1,0,0,0,0,0,0.13981107398470685,0.080377054452754,0.0,-0.4042645050667234,0.07170127656064987,1,8.0,1,1,-1.1656934577821785,-1.1656934577821783
2016-05-03,air_0f2f96335f274801,0,0,0,0,0,1,0,0.5284306710803557,0.5048683732813628,1.0,0.20541514294573668,0.5554096837369511,1,14.0,1,1,-0.8747984873516496,-0.8747984873516493
2016-05-04,air_0f2f96335f274801,0,0,0,0,0,0,1,0.7486484427678903,0.8007259591316054,1.0,0.9858050924016853,0.7538541584759462,1,7.0,1,1,-0.9326177173400497,-0.9326177173400495
2016-05-05,air_0f2f96335f274801,0,0,0,0,1,0,0,0.7486484427678903,0.8521794523229517,1.0,1.7418078559371362,0.5554096837369511,1,12.0,1,1,-1.1284321762340985,-1.1284321762340983
2016-05-06,air_0f2f96335f274801,1,0,0,0,0,0,0,0.23048897997369194,0.2218741607289571,0.0,-1.2334288263636692,0.31975686998439395,1,13.0,1,1,-1.285957456158051,-1.2859574561580507
2016-05-07,air_0f2f96335f274801,0,0,1,0,0,0,0,0.6320625636391954,0.7235457193445854,0.0,1.546710368573149,0.3445624293267685,1,7.0,1,1,-0.8501289492232654,-0.8501289492232652
2016-05-08,air_0f2f96335f274801,0,0,0,1,0,0,0,0.6450165502090506,0.8007259591316054,0.0,1.6442591122551424,0.5678124634081381,1,4.0,1,1,-1.1980722265756827,-1.1980722265756825
2016-05-09,air_0f2f96335f274801,0,1,0,0,0,0,0,0.2823049262531116,0.1318305476441008,0.0,-1.2578160122841675,0.443784666696266,1,5.0,1,1,-1.6354425796434922,-1.635442579643492
2016-05-10,air_0f2f96335f274801,0,0,0,0,0,1,0,0.26935093968325646,0.2347375340267939,0.0,-1.2334288263636692,0.43138188702507907,1,20.0,1,1,-1.4694371459879076,-1.4694371459879074
2016-05-11,air_0f2f96335f274801,0,0,0,0,0,0,1,0.6579705367789053,0.8135893324294422,0.0,-0.8432338516356946,0.4189791073538917,1,14.0,1,1,-1.2751645332268828,-1.2751645332268826
2016-05-12,air_0f2f96335f274801,0,0,0,0,1,0,0,0.6968324964884702,0.9293596921099717,0.0,1.9369053433011232,0.6050208024216998,1,14.0,1,1,-1.1520738169404665,-1.1520738169404663
2016-05-13,air_0f2f96335f274801,1,0,0,0,0,0,0,0.6320625636391954,0.7364090926424223,0.0,1.4491616248911552,0.4809930057098277,1,16.0,1,1,-0.7871702321247852,-0.787170232124785
2016-05-14,air_0f2f96335f274801,0,0,1,0,0,0,0,0.4507067516612262,0.5177317465791996,0.0,0.9126435346401904,0.22053463261489645,1,9.0,1,1,-0.6229636189577287,-0.6229636189577284
2016-05-16,air_0f2f96335f274801,0,1,0,0,0,0,0,0.3470748591023864,0.32478114711165024,0.0,-0.8188466657151963,0.19572907327252193,1,4.0,1,1,-1.57299781125602,-1.5729978112560197
2016-05-17,air_0f2f96335f274801,0,0,0,0,0,1,0,0.25639695311340177,-0.03539330522777548,0.0,-1.2578160122841675,0.2825485309708325,1,9.0,1,1,-1.3969703777357794,-1.3969703777357791
2016-05-18,air_0f2f96335f274801,0,0,0,0,0,0,1,0.47661472480093603,0.8779061989186253,0.0,2.010066901062619,0.059298496889462704,1,3.0,1,1,-1.1895920728440506,-1.1895920728440503
2016-05-19,air_0f2f96335f274801,0,0,0,0,1,0,0,0.38593681881195135,0.5563218664727096,0.0,1.5710975544936472,0.2701457512996453,1,11.0,1,1,-1.1808549447569145,-1.1808549447569143
2016-05-20,air_0f2f96335f274801,1,0,0,0,0,0,0,0.11390310084499702,0.0031968146657345,0.0,-0.8432338516356946,0.22053463261489645,1,10.0,1,1,-0.7866562834137772,-0.786656283413777
2016-05-21,air_0f2f96335f274801,0,0,1,0,0,0,0,0.3600288456722415,0.7106823460467491,0.0,1.6930334840961392,0.022090157875901222,1,7.0,1,1,-0.5055263384924003,-0.5055263384924
2016-05-23,air_0f2f96335f274801,0,1,0,0,0,0,0,0.9300042547458596,1.3023975177472338,0.0,1.790582227778133,0.3073540903132068,1,5.0,1,1,-1.4619848896782917,-1.4619848896782914
2016-05-24,air_0f2f96335f274801,0,0,0,0,0,1,0,0.9170502681760044,1.096583544981848,0.0,0.8638691627991933,0.6670347007776358,1,14.0,1,1,-1.3484022245455232,-1.348402224545523
2016-05-25,air_0f2f96335f274801,0,0,0,0,0,0,1,0.761602429337745,0.47914162668568966,0.0,-1.2578160122841675,0.977104192557316,1,4.0,1,1,-1.1392250991652664,-1.1392250991652662
2016-05-26,air_0f2f96335f274801,0,0,0,0,1,0,0,0.8652343218965848,0.8264527057272786,0.0,-0.37987731914622497,0.9522986332149416,1,16.0,1,1,-1.1024777663281944,-1.1024777663281942
2016-05-27,air_0f2f96335f274801,1,0,0,0,0,0,0,0.39889080538180605,0.20901078743112028,0.0,-1.1846544545226723,0.31975686998439395,1,19.0,1,1,-0.8033596165215373,-0.8033596165215371
2016-05-28,air_0f2f96335f274801,0,0,1,0,0,0,0,0.38593681881195135,0.4276881334943433,0.0,-1.2090416404431705,0.3073540903132068,1,11.0,1,1,-0.6044614653614406,-0.6044614653614404
2016-05-29,air_0f2f96335f274801,0,0,0,1,0,0,0,0.6968324964884702,0.9164963188121349,0.0,1.2784513234476664,0.43138188702507907,1,3.0,1,1,-1.1186671507249464,-1.1186671507249462
2016-05-30,air_0f2f96335f274801,0,1,0,0,0,0,0,0.13981107398470685,0.06751368115491764,0.0,-1.2578160122841675,0.3445624293267685,1,7.0,1,1,-1.4486222231920836,-1.4486222231920833
2016-05-31,air_0f2f96335f274801,0,0,0,0,0,1,0,0.5284306710803557,0.530595119877036,0.0,-0.13600545994124105,0.4561874463674534,1,7.0,1,1,-1.2165743801719708,-1.2165743801719706
2016-06-01,air_0f2f96335f274801,0,0,0,0,0,0,1,0.6709245233487604,0.7235457193445854,0.0,0.13225358518424152,0.6670347007776358,1,17.0,1,1,-1.2381602260343068,-1.2381602260343065
2016-06-02,air_0f2f96335f274801,0,0,0,0,1,0,0,0.5672926307899206,0.672092226153239,0.0,1.912518157380625,0.4561874463674534,1,17.0,1,1,-1.1762294063578427,-1.1762294063578425
2016-06-03,air_0f2f96335f274801,1,0,0,0,0,0,0,0.39889080538180605,0.4405515067921797,0.0,1.8393565996191295,0.19572907327252193,1,14.0,1,1,-0.8622067439319535,-0.8622067439319533
2016-06-04,air_0f2f96335f274801,0,0,1,0,0,0,0,0.6968324964884702,0.8264527057272786,0.0,0.6931588613557047,0.4561874463674534,1,14.0,1,1,-0.6848944386341929,-0.6848944386341926
2016-06-05,air_0f2f96335f274801,0,0,0,1,0,0,0,0.38593681881195135,0.33764452040948656,0.0,-0.5749748065102123,0.4685902260386403,1,15.0,1,1,-1.285186533091539,-1.2851865330915389
2016-06-06,air_0f2f96335f274801,0,1,0,0,0,0,0,0.47661472480093603,0.4019613868986697,0.0,-1.1358800826816755,0.4561874463674534,1,15.0,1,1,-1.4768894022975236,-1.4768894022975234
2016-06-07,air_0f2f96335f274801,0,0,0,0,0,1,0,0.4247987785215164,0.016060187963570855,0.0,-1.2578160122841675,0.7166458194623845,1,11.0,1,1,-1.3291291478827232,-1.329129147882723
2016-06-08,air_0f2f96335f274801,0,0,0,0,0,0,1,0.7227404696281801,0.8393160790251154,0.0,0.13225358518424152,0.4809930057098277,1,2.0,1,1,-1.1613248937386105,-1.1613248937386103
2016-06-09,air_0f2f96335f274801,0,0,0,0,1,0,0,0.6320625636391954,0.3762346403029965,0.0,-1.2578160122841675,0.8654791755166312,1,15.0,1,1,-1.2127197648394108,-1.2127197648394106
2016-06-10,air_0f2f96335f274801,1,0,0,0,0,0,0,0.9300042547458596,1.0322666784926648,0.0,1.2296769516066695,0.8406736161742565,1,13.0,1,1,-0.7655843862624492,-0.765584386262449
2016-06-11,air_0f2f96335f274801,0,0,1,0,0,0,0,0.9300042547458596,1.0708567983861748,0.0,1.3516128812091615,0.6546319211064484,1,13.0,1,1,-0.6018917218064006,-0.6018917218064004
2016-06-13,air_0f2f96335f274801,0,1,0,0,0,0,0,0.4507067516612262,0.24760090732463025,0.0,-1.2578160122841675,0.7042430397911975,1,7.0,1,1,-1.539334170684996,-1.5393341706849957
2016-06-14,air_0f2f96335f274801,0,0,0,0,0,1,0,0.761602429337745,0.6978189727489122,0.0,0.010317655581749505,0.7166458194623845,1,13.0,1,1,-1.2533217130090428,-1.2533217130090426
2016-06-15,air_0f2f96335f274801,0,0,0,0,0,0,1,0.5802466173597758,0.1832840408354471,0.0,-1.2578160122841675,0.8654791755166312,1,9.0,1,1,-1.1921618163990906,-1.1921618163990904
2016-06-16,air_0f2f96335f274801,0,0,0,0,1,0,0,0.7486484427678903,0.46627825338785284,0.0,-1.2578160122841675,0.8778819551878182,1,12.0,1,1,-1.2646285846512189,-1.2646285846512186
2016-06-17,air_0f2f96335f274801,1,0,0,0,0,0,0,1.0206821607348442,1.083720171684011,0.0,0.7419332331967013,0.8406736161742565,1,27.0,1,1,-0.6928606436548169,-0.6928606436548167
2016-06-18,air_0f2f96335f274801,0,0,1,0,0,0,0,1.3445318249812181,1.5725283570018032,0.0,1.98567971514212,1.0515208705844392,1,7.0,1,1,-0.5993219782513606,-0.5993219782513604
2016-06-19,air_0f2f96335f274801,0,0,0,1,0,0,0,1.0336361473046993,1.096583544981848,0.0,-0.23355420362323454,1.0887292095980006,1,4.0,1,1,-1.2358474568347708,-1.2358474568347706
2016-06-20,air_0f2f96335f274801,0,1,0,0,0,0,0,1.0336361473046993,1.0322666784926648,0.0,0.18102795702523836,0.9647014128861285,1,8.0,1,1,-1.5079832993135078,-1.5079832993135076
2016-06-21,air_0f2f96335f274801,0,0,0,0,0,1,0,0.8263723621870198,0.6335021062597291,0.0,-0.6481363642717074,1.0639236502556262,1,6.0,1,1,-1.288527199713091,-1.2885271997130907
2016-06-22,air_0f2f96335f274801,0,0,0,0,0,0,1,0.8263723621870198,0.4019613868986697,0.0,-1.2578160122841675,1.0515208705844392,1,18.0,1,1,-1.2247975595480987,-1.2247975595480984
2016-06-23,air_0f2f96335f274801,0,0,0,0,1,0,0,0.8652343218965848,0.7878625858337686,0.0,-0.4530388769077202,1.0887292095980006,1,11.0,1,1,-1.2204289955045307,-1.2204289955045304
2016-06-24,air_0f2f96335f274801,1,0,0,0,0,0,0,0.8263723621870198,0.5820486130683827,0.0,-1.2578160122841675,1.0267153112420646,1,13.0,1,1,-0.715217412583665,-0.7152174125836648
2016-06-25,air_0f2f96335f274801,0,0,1,0,0,0,0,1.1761299995731036,1.019403305194828,0.0,-1.2578160122841675,1.1507431079539365,1,6.0,1,1,-0.5486980302170724,-0.5486980302170722
2016-06-26,air_0f2f96335f274801,0,0,0,1,0,0,0,1.1890839861429587,1.1866271580667043,0.0,1.1321282079246762,1.101131989269188,1,4.0,1,1,-1.1263763813900665,-1.1263763813900662
2016-06-27,air_0f2f96335f274801,0,1,0,0,0,0,0,1.046590133874554,1.0451300517905011,0.0,1.2784513234476664,1.0267153112420646,1,9.0,1,1,-1.4519628898136356,-1.4519628898136354
2016-06-28,air_0f2f96335f274801,0,0,0,0,0,1,0,0.3600288456722415,0.26046428062246707,0.0,-1.2578160122841675,0.5554096837369511,1,2.0,1,1,-1.302403814910307,-1.3024038149103068
2016-06-29,air_0f2f96335f274801,0,0,0,0,0,0,1,0.6709245233487604,0.4405515067921797,0.0,-1.2578160122841675,0.8034652771606953,1,8.0,1,1,-1.1209799199244823,-1.120979919924482
2016-06-30,air_0f2f96335f274801,0,0,0,0,1,0,0,0.8652343218965848,0.8135893324294422,0.0,-1.1114928967611772,0.9274930738725673,1,4.0,1,1,-1.0957964330850902,-1.09579643308509
2016-07-01,air_0f2f96335f274801,1,0,0,0,0,0,0,1.2020379727128139,1.263807397853724,0.0,-0.18477983178223767,1.163145887625124,1,9.0,1,1,1.5369058390533987,1.536905839053399
2016-07-02,air_0f2f96335f274801,0,0,1,0,0,0,0,1.3833937846907831,1.4181678774277637,0.0,0.4248998162302224,1.3367848030217446,1,13.0,1,1,1.6443211196540712,1.6443211196540712
2016-07-03,air_0f2f96335f274801,0,0,0,1,0,0,0,1.6683814892275923,1.881249316149882,0.0,0.5956101176737111,1.4856181590759914,1,1.0,1,1,0.3031719582786905,0.3031719582786907
2016-07-04,air_0f2f96335f274801,0,1,0,0,0,0,0,1.487025677249623,1.6754353433844957,0.0,0.473674188071219,1.3615903623641195,1,9.0,1,1,-0.2179720346834233,-0.21797203468342308
2016-07-05,air_0f2f96335f274801,0,0,0,0,0,1,0,0.6968324964884702,0.6206387329618928,0.0,-1.2578160122841675,0.9398958535437542,1,8.0,1,1,0.23250401051509026,0.23250401051509045
2016-07-06,air_0f2f96335f274801,0,0,0,0,0,0,1,0.8781883084664399,0.7878625858337686,0.0,-0.2579413895437331,0.977104192557316,1,9.0,1,1,0.5429290319639233,0.5429290319639235
2016-07-07,air_0f2f96335f274801,0,0,0,0,1,0,0,1.4352097309702028,2.048473169021759,0.0,1.8637437855396282,1.1507431079539365,1,8.0,1,1,0.49770154539521916,0.4977015453952194
