visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Shizuoka-ken Numazu-shi Miyukichō,total_area_visitors,total_genre_visitors
2016-01-24,air_99157b6163835eec,0,0,0,1,0,0,0,-1.5476949293504614,-1.8297600025202838,0.0,1.042260144173779,-1.5360492251603397,1,97.0,1,1,-1.44083190162125,-1.4408319016212499
2016-01-26,air_99157b6163835eec,0,0,0,0,0,1,0,-1.6749079492601584,-1.4464013171271177,0.0,1.042260144173779,-1.813237280109244,1,78.0,1,1,-1.2941927785999947,-1.2941927785999945
2016-01-27,air_99157b6163835eec,0,0,0,0,0,0,1,-1.509531023377552,-1.1291389568017387,0.0,0.9922292605644026,-1.605346238897566,1,49.0,1,1,-1.1440262539940358,-1.1440262539940356
2016-01-28,air_99157b6163835eec,0,0,0,0,1,0,0,-1.3059901915220367,-1.0101655716797215,0.0,1.017244702369091,-1.489851216002189,1,67.0,1,1,-1.1495693136271417,-1.1495693136271414
2016-01-29,air_99157b6163835eec,1,0,0,0,0,0,0,-1.204219775594279,-1.7636636774524965,0.0,-1.3842377108809845,-0.8084305809194656,1,47.0,1,1,-1.0079693357268917,-1.0079693357268915
2016-01-30,air_99157b6163835eec,0,0,1,0,0,0,0,-1.255104983558158,-1.803321472493169,0.0,-1.3842377108809845,-0.7391335671822395,1,98.0,1,1,-0.7093999873073255,-0.7093999873073252
2016-01-31,air_99157b6163835eec,0,0,0,1,0,0,0,-1.0134002457297335,-1.023384836693279,0.0,-0.40863548049814136,-0.796881078629928,1,93.0,1,1,-1.2589187627529574,-1.2589187627529572
2016-02-02,air_99157b6163835eec,0,0,0,0,0,1,0,-1.1787771716123394,-1.1423582218152961,0.0,0.19173512281437746,-1.0625196312892948,1,55.0,1,1,-1.3642368957819688,-1.3642368957819686
2016-02-03,air_99157b6163835eec,0,0,0,0,0,0,1,-1.3568753994859157,-1.1555774868288535,0.0,0.4418895408612603,-1.3166086816591238,1,43.0,1,1,-1.2901614625031905,-1.2901614625031903
2016-02-04,air_99157b6163835eec,0,0,0,0,1,0,0,-1.3441540974949457,-1.2481123419237559,0.0,0.19173512281437746,-1.1895641564742092,1,54.0,1,1,-1.252871788607751,-1.2528717886077507
2016-02-05,air_99157b6163835eec,1,0,0,0,0,0,0,-1.204219775594279,-1.023384836693279,0.0,0.8171211679315848,-1.3628066908172745,1,61.0,1,1,-0.8824946222138588,-0.8824946222138585
2016-02-06,air_99157b6163835eec,0,0,1,0,0,0,0,-1.1533345676304,-1.2084545468830834,0.0,-0.2835582714746998,-1.2011136587637468,1,71.0,1,1,-0.6615281086577748,-0.6615281086577746
2016-02-07,air_99157b6163835eec,0,0,0,1,0,0,0,-1.255104983558158,-1.3009894019779855,0.0,0.26678144822844224,-1.1549156496055961,1,89.0,1,1,-1.2662255231784152,-1.266225523178415
2016-02-09,air_99157b6163835eec,0,0,0,0,0,1,0,-1.0515641517026424,-1.1423582218152961,0.0,0.7420748425175198,-1.23576216563236,1,62.0,1,1,-1.244305241902042,-1.2443052419020417
2016-02-10,air_99157b6163835eec,0,0,0,0,0,0,1,-1.3441540974949457,-1.195235281869526,0.0,1.1673373531972204,-1.3281581839486614,1,64.0,1,1,-0.9235636549500522,-0.9235636549500521
2016-02-11,air_99157b6163835eec,0,0,0,0,1,0,0,-1.369596701476885,-1.0101655716797215,1.0,0.6169976334940783,-1.4667522114231137,1,76.0,1,1,-0.9961273446925291,-0.996127344692529
2016-02-12,air_99157b6163835eec,1,0,0,0,0,0,0,-1.2169410775852487,-1.3670857270457728,0.0,-1.3842377108809845,-1.305059179369586,1,53.0,1,1,-0.9404447911054201,-0.9404447911054199
2016-02-13,air_99157b6163835eec,0,0,1,0,0,0,0,-0.44094165613609665,-0.5607105612187683,0.0,-0.9339597583965954,-0.49659401910194817,1,78.0,1,1,-0.7524846780919211,-0.7524846780919209
2016-02-14,air_99157b6163835eec,0,0,0,1,0,0,0,0.3732216712859644,0.02093709937776015,0.0,-0.7088207821544007,0.3234206434552273,1,80.0,1,1,-1.2836105738458836,-1.2836105738458834
2016-02-17,air_99157b6163835eec,0,0,0,0,0,0,1,-1.1024493596665215,-1.1027004267746237,0.0,0.9672138187597145,-0.9932226175520686,1,75.0,1,1,-1.1372234080806785,-1.1372234080806782
2016-02-18,air_99157b6163835eec,0,0,0,0,1,0,0,-1.242383681567188,-1.0894811617610662,0.0,0.7921057261268962,-1.270410672500973,1,51.0,1,1,-1.1467977838105887,-1.1467977838105885
2016-02-19,air_99157b6163835eec,1,0,0,0,0,0,0,-0.7971381118832486,-0.6135876212729978,0.0,1.1673373531972204,-1.0278711244206815,1,51.0,1,1,-0.8308433847235541,-0.8308433847235539
2016-02-20,air_99157b6163835eec,0,0,1,0,0,0,0,-0.9116298298019757,-1.0366041017068364,0.0,-1.3842377108809845,-0.6582870511554757,1,86.0,1,1,-0.8646056570342898,-0.8646056570342896
2016-02-21,air_99157b6163835eec,0,0,0,1,0,0,0,-0.3518925421993088,-0.44173717609675084,0.0,0.9672138187597145,-0.4619455122333351,1,101.0,1,1,-1.2296917210511265,-1.2296917210511262
2016-02-23,air_99157b6163835eec,0,0,0,0,0,1,0,-0.6572037899825816,-0.6532454163136703,0.0,0.09167335559562445,-0.5889900374182496,1,89.0,1,1,-1.2364945669644836,-1.2364945669644833
2016-02-24,air_99157b6163835eec,0,0,0,0,0,0,1,-1.038842849711673,-1.4067435220864453,0.0,-1.2841759436622313,-0.796881078629928,1,66.0,1,1,-1.1929059616677875,-1.1929059616677873
2016-02-25,air_99157b6163835eec,0,0,0,0,1,0,0,-1.4077606074497944,-1.6182517623033645,0.0,-0.5086972477168945,-1.1664651518951337,1,58.0,1,1,-1.089603486687178,-1.089603486687178
2016-02-26,air_99157b6163835eec,1,0,0,0,0,0,0,-1.3059901915220367,-1.1159196917881813,0.0,1.2173682368065972,-1.4552027091335757,1,61.0,1,1,-0.683448389934148,-0.6834483899341478
2016-02-27,air_99157b6163835eec,0,0,1,0,0,0,0,-1.0515641517026424,-1.0366041017068364,0.0,1.1423219113925323,-1.351257188527737,1,101.0,1,1,-0.5169046436849216,-0.5169046436849214
2016-02-28,air_99157b6163835eec,0,0,0,1,0,0,0,-0.6953676959554907,-0.5607105612187683,0.0,0.4418895408612603,-0.8199800832090033,1,86.0,1,1,-1.0948945890642336,-1.0948945890642334
2016-03-01,air_99157b6163835eec,0,0,0,0,0,1,0,-1.1914984736033094,-1.3142086669915432,0.0,1.3424454458300388,-1.2011136587637468,1,63.0,1,1,-1.2952006076241958,-1.2952006076241955
2016-03-02,air_99157b6163835eec,0,0,0,0,0,0,1,-1.1024493596665215,-1.0630426317339514,0.0,1.1673373531972204,-1.1087176404474453,1,52.0,1,1,-1.1664504497825094,-1.1664504497825092
2016-03-03,air_99157b6163835eec,0,0,0,0,1,0,0,-0.8480233198471272,-0.3492023210018487,0.0,1.3174300040253506,-1.23576216563236,1,47.0,1,1,-1.183079628681827,-1.1830796286818268
2016-03-04,air_99157b6163835eec,1,0,0,0,0,0,0,-0.6063185820187029,-0.4020793810560784,0.0,0.9421983769550263,-0.8892770969462294,1,38.0,1,1,-0.8134583340560857,-0.8134583340560855
2016-03-05,air_99157b6163835eec,0,0,1,0,0,0,0,-0.41549905215415733,-0.24344820089338898,0.0,-0.03340385342781698,-0.5196930236810234,1,105.0,1,1,-0.5922398632439514,-0.5922398632439512
2016-03-06,air_99157b6163835eec,0,0,0,1,0,0,0,-0.28828603224446026,-0.3888601160425212,0.0,-0.808882549373154,-0.43884650765425975,1,92.0,1,1,-1.2211251743454175,-1.2211251743454172
2016-03-08,air_99157b6163835eec,0,0,0,0,0,1,0,-0.046581294416035805,0.0738141594319898,0.0,0.7420748425175198,-0.1847574572844306,1,75.0,1,1,-1.1740091674640174,-1.1740091674640172
2016-03-09,air_99157b6163835eec,0,0,0,0,0,0,1,-0.6444824879916119,-0.8250958614899171,0.0,-1.3842377108809845,-0.49659401910194817,1,70.0,1,1,-1.2201173453212164,-1.2201173453212162
2016-03-10,air_99157b6163835eec,0,0,0,0,1,0,0,-1.0897280576755517,-1.5653747022491347,0.0,-1.3842377108809845,-0.6236385442868627,1,59.0,1,1,-1.1004376486973395,-1.1004376486973393
2016-03-11,air_99157b6163835eec,1,0,0,0,0,0,0,-1.255104983558158,-1.7636636774524965,0.0,-1.3842377108809845,-0.7391335671822395,1,48.0,1,1,-0.7640747118702333,-0.7640747118702331
2016-03-12,air_99157b6163835eec,0,0,1,0,0,0,0,-1.0006789437387638,-1.0762618967475088,0.0,0.16671968100968926,-0.7391335671822395,1,84.0,1,1,-0.5753587270885835,-0.5753587270885834
2016-03-13,air_99157b6163835eec,0,0,0,1,0,0,0,-0.987957641747794,-0.7986573314628023,0.0,-0.20851194606063503,-1.0509701289997568,1,70.0,1,1,-1.1712376376474645,-1.1712376376474642
2016-03-16,air_99157b6163835eec,0,0,0,0,0,0,1,-0.6953676959554907,-0.6796839463407851,0.0,-0.5837435731309593,-0.9816731152625309,1,69.0,1,1,-1.0369444201726723,-1.036944420172672
2016-03-17,air_99157b6163835eec,0,0,0,0,1,0,0,-0.3646138441902785,0.08703342444554743,0.0,1.442507213048792,-0.6351880465764003,1,65.0,1,1,-0.9898284132912725,-0.9898284132912722
2016-03-18,air_99157b6163835eec,1,0,0,0,0,0,0,-0.2628434282625207,-0.05837849070358478,0.0,0.5669667498847017,-0.6813860557345511,1,60.0,1,1,-0.6169316743368776,-0.6169316743368773
2016-03-19,air_99157b6163835eec,0,0,1,0,0,0,0,0.04246781952075228,0.10025268945910461,0.0,-0.6087590149356477,0.2772226342970767,1,110.0,1,1,-0.5995466236694091,-0.5995466236694089
2016-03-20,air_99157b6163835eec,0,0,0,1,0,0,0,-0.40277775016318745,-0.6268068862865552,1.0,-1.3091913854669197,-0.24250496873211902,1,86.0,1,1,-0.8104348469834824,-0.8104348469834822
2016-03-21,air_99157b6163835eec,0,1,0,0,0,0,0,-0.6953676959554907,-0.9572885116254917,1.0,-1.1841141764434782,-0.40419800078564666,1,73.0,1,1,-1.252871788607751,-1.2528717886077507
2016-03-23,air_99157b6163835eec,0,0,0,0,0,0,1,-0.40277775016318745,-0.23022893587983181,0.0,0.2167505646190659,-0.6120890419973251,1,60.0,1,1,-1.0210711130415056,-1.0210711130415053
2016-03-24,air_99157b6163835eec,0,0,0,0,1,0,0,-0.9625150377658546,-1.3803049920593304,0.0,-1.3842377108809845,-0.4619455122333351,1,73.0,1,1,-1.0802810682133182,-1.080281068213318
2016-03-25,air_99157b6163835eec,1,0,0,0,0,0,0,-1.026121547720703,-0.9969463066661641,0.0,-0.33358915508407644,-0.9932226175520686,1,57.0,1,1,-0.47961496978948215,-0.479614969789482
2016-03-26,air_99157b6163835eec,0,0,1,0,0,0,0,-0.8861872258200364,-0.732561006395015,0.0,0.8921674933456494,-0.7853315763403903,1,100.0,1,1,-0.48540998667863827,-0.4854099866786381
2016-03-27,air_99157b6163835eec,0,0,0,1,0,0,0,-0.593597280027733,-0.36242158601540636,0.0,0.9672138187597145,-0.831529585498541,1,85.0,1,1,-1.040471821757376,-1.0404718217573758
2016-03-29,air_99157b6163835eec,0,0,0,0,0,1,0,-0.46638426011803596,-0.3492023210018487,0.0,0.9421983769550263,-0.7622325717613149,1,67.0,1,1,-0.8837544084941101,-0.8837544084941099
2016-03-30,air_99157b6163835eec,0,0,0,0,0,0,1,-0.122909106361854,-0.09803628574425724,0.0,0.2917968900331307,-0.27715347560073217,1,65.0,1,1,-0.9686640037830501,-0.9686640037830498
2016-03-31,air_99157b6163835eec,0,0,0,0,1,0,0,-0.09746650237991468,-0.08481702073069959,0.0,1.017244702369091,-0.2656039733111945,1,58.0,1,1,-0.9331380306799624,-0.9331380306799621
2016-04-01,air_99157b6163835eec,1,0,0,0,0,0,0,-0.25012212627155106,-0.2963252609476191,0.0,-1.3091913854669197,-0.2656039733111945,1,48.0,1,1,-0.7272889524868944,-0.7272889524868942
2016-04-02,air_99157b6163835eec,0,0,1,0,0,0,0,-0.33917124020833894,-0.415298646069636,0.0,-1.0590369674200368,-0.15010895041581768,1,103.0,1,1,-0.7444220458983125,-0.7444220458983124
2016-04-03,air_99157b6163835eec,0,0,0,1,0,0,0,-0.17379431432573286,-0.30954452596117626,0.0,-1.3842377108809845,-0.011514922941365354,1,83.0,1,1,-1.2664774804344654,-1.2664774804344652
2016-04-05,air_99157b6163835eec,0,0,0,0,0,1,0,-0.3264499382173693,-0.7193417413814576,0.0,-1.3592222690762963,0.06933159308539835,1,51.0,1,1,-1.1750169964882184,-1.1750169964882182
2016-04-06,air_99157b6163835eec,0,0,0,0,0,0,1,-0.13563040835282367,0.1266912194862199,0.0,0.3918586572518837,-0.3118019824693453,1,40.0,1,1,-1.108248323634898,-1.1082483236348977
2016-04-07,air_99157b6163835eec,0,0,0,0,1,0,0,-0.08474520038894479,0.16634901452689188,0.0,-1.3842377108809845,0.057782090795860705,1,35.0,1,1,-1.22364474690592,-1.2236447469059197
2016-04-08,air_99157b6163835eec,1,0,0,0,0,0,0,0.2968938593401464,0.23244533959467917,0.0,-0.3586045968887649,0.2887721365866144,1,53.0,1,1,-0.6673231255469309,-0.6673231255469307
2016-04-09,air_99157b6163835eec,0,0,1,0,0,0,0,0.18240214142141878,0.1266912194862199,0.0,0.8671520515409612,0.18482661598077518,1,68.0,1,1,-0.5753587270885835,-0.5753587270885834
2016-04-10,air_99157b6163835eec,0,0,0,1,0,0,0,0.14423823544851003,0.4703921098387135,0.0,-0.808882549373154,0.06933159308539835,1,98.0,1,1,-1.152844757955795,-1.1528447579557948
2016-04-12,air_99157b6163835eec,0,0,0,0,0,1,0,-0.49182686409997556,-0.5210527661780958,0.0,0.5169358662753252,-0.4734950145228728,1,53.0,1,1,-1.2380063105007852,-1.238006310500785
2016-04-13,air_99157b6163835eec,0,0,0,0,0,0,1,-0.046581294416035805,-0.09803628574425724,0.0,-0.6587898985450242,0.06933159308539835,1,67.0,1,1,-1.1503251853952925,-1.1503251853952923
2016-04-14,air_99157b6163835eec,0,0,0,0,1,0,0,0.18240214142141878,0.1266912194862199,0.0,-1.1090678510294132,0.30032163887615204,1,44.0,1,1,-1.1173187848527075,-1.1173187848527073
2016-04-15,air_99157b6163835eec,1,0,0,0,0,0,0,0.4113855772588736,0.5497076999200584,0.0,1.2173682368065972,0.21947512284938833,1,49.0,1,1,-0.6950384237124603,-0.69503842371246
2016-04-16,air_99157b6163835eec,0,0,1,0,0,0,0,0.11879563146657024,0.27210313463535163,0.0,1.442507213048792,-0.1847574572844306,1,113.0,1,1,-0.48011888430158267,-0.4801188843015825
2016-04-17,air_99157b6163835eec,0,0,0,1,0,0,0,0.4368281812408129,0.27210313463535163,0.0,-1.0340215256153487,0.33497014574476514,1,57.0,1,1,-1.1893785600830837,-1.1893785600830835
2016-04-20,air_99157b6163835eec,0,0,0,0,0,0,1,0.11879563146657024,0.02093709937776015,0.0,0.9922292605644026,0.06933159308539835,1,58.0,1,1,-1.0407237790134263,-1.040723779013426
2016-04-21,air_99157b6163835eec,0,0,0,0,1,0,0,0.09335302748463092,0.02093709937776015,0.0,-1.3091913854669197,0.15017810911216206,1,44.0,1,1,-1.1467977838105887,-1.1467977838105885
2016-04-22,air_99157b6163835eec,1,0,0,0,0,0,0,0.4368281812408129,0.7215581450963054,0.0,0.2917968900331307,0.18482661598077518,1,50.0,1,1,-0.6491822031113117,-0.6491822031113115
2016-04-23,air_99157b6163835eec,0,0,1,0,0,0,0,0.4368281812408129,0.3117609296760241,0.0,-0.4586663641075179,0.5082126800878304,1,115.0,1,1,-0.552178659531959,-0.5521786595319588
2016-04-24,air_99157b6163835eec,0,0,0,1,0,0,0,0.19512344341238866,-0.08481702073069959,0.0,-1.234145060052855,0.43891566635060414,1,104.0,1,1,-1.1679621933188111,-1.167962193318811
2016-04-26,air_99157b6163835eec,0,0,0,0,0,1,0,0.42410687924984347,0.681900350055633,0.0,1.442507213048792,0.18482661598077518,1,47.0,1,1,-1.0775095383967652,-1.077509538396765
2016-04-27,air_99157b6163835eec,0,0,0,0,0,0,1,0.2841725573491765,0.17956827954044954,0.0,-1.3842377108809845,0.36961865261337806,1,44.0,1,1,-1.0581088296808947,-1.0581088296808945
2016-04-28,air_99157b6163835eec,0,0,0,0,1,0,0,0.11879563146657024,-0.24344820089338898,0.0,-1.3842377108809845,0.36961865261337806,1,36.0,1,1,-0.8167337783847392,-0.8167337783847389
2016-04-29,air_99157b6163835eec,1,0,0,0,0,0,0,0.13151693345754012,0.24566460460823683,1.0,-0.633774456740336,0.11552960224354912,1,77.0,1,1,-0.6441430579903064,-0.6441430579903061
2016-04-30,air_99157b6163835eec,0,0,1,0,0,0,0,0.004303913547843066,0.11347195447266226,0.0,1.5425689802675446,-0.21940596415304375,1,80.0,1,1,-0.688235577799103,-0.6882355777991028
2016-05-01,air_99157b6163835eec,0,0,0,1,0,0,0,0.33505776531305564,0.5232691698929436,0.0,1.117306469587844,-0.06926243438905377,1,91.0,1,1,-0.9681600892709495,-0.9681600892709493
2016-05-03,air_99157b6163835eec,0,0,0,0,0,1,0,0.487713389204692,0.36463798973025374,1.0,0.2167505646190659,0.42736616406106653,1,97.0,1,1,-0.822276838017845,-0.8222768380178448
2016-05-04,air_99157b6163835eec,0,0,0,0,0,0,1,0.7294181270331163,0.7347774101098626,1.0,1.1423219113925323,0.7507522281681215,1,95.0,1,1,-0.878967220629155,-0.8789672206291549
2016-05-05,air_99157b6163835eec,0,0,0,0,1,0,0,0.7930246369879648,0.8669700602454372,1.0,1.8177388401191161,0.5428611869564434,1,97.0,1,1,-1.0709586497394583,-1.070958649739458
2016-05-06,air_99157b6163835eec,1,0,0,0,0,0,0,0.24600865137626732,0.2588838696217945,0.0,-1.3842377108809845,0.3927176571924536,1,51.0,1,1,-1.2254084476982718,-1.2254084476982716
2016-05-07,air_99157b6163835eec,0,0,1,0,0,0,0,0.3223364633220857,0.1266912194862199,0.0,-1.0340215256153487,0.5313116846669057,1,64.0,1,1,-0.7980889414370194,-0.7980889414370193
2016-05-08,air_99157b6163835eec,0,0,0,1,0,0,0,0.5131559931866313,0.6951196150691902,0.0,1.092291027783156,0.31187114116568965,1,66.0,1,1,-1.1392390661290808,-1.1392390661290805
2016-05-10,air_99157b6163835eec,0,0,0,0,0,1,0,0.487713389204692,0.4571728448251563,0.0,-0.20851194606063503,0.519762182377368,1,63.0,1,1,-1.4053059285181624,-1.4053059285181622
2016-05-11,air_99157b6163835eec,0,0,0,0,0,0,1,0.7930246369879648,0.44395357981159866,0.0,-1.3842377108809845,0.7854007350367347,1,47.0,1,1,-1.2148262429441608,-1.2148262429441605
2016-05-12,air_99157b6163835eec,0,0,0,0,1,0,0,0.6022051071234192,0.8405315302183224,0.0,1.8427542819238045,0.33497014574476514,1,39.0,1,1,-1.0941387172960828,-1.0941387172960826
2016-05-13,air_99157b6163835eec,1,0,0,0,0,0,0,0.46227078522275267,0.5761462299471732,0.0,1.7426925147050512,0.16172761140169992,1,57.0,1,1,-0.736359413704704,-0.7363594137047038
2016-05-14,air_99157b6163835eec,0,0,1,0,0,0,0,0.7039755230511769,0.8273122652047648,0.0,1.192352795001909,0.519762182377368,1,92.0,1,1,-0.5753587270885835,-0.5753587270885834
2016-05-15,air_99157b6163835eec,0,0,0,1,0,0,0,0.4495494832317828,0.4571728448251563,0.0,1.442507213048792,0.2425741274284636,1,56.0,1,1,-1.1916461753875363,-1.191646175387536
2016-05-18,air_99157b6163835eec,0,0,0,0,0,0,1,0.6149264091143891,0.8801893252589948,0.0,1.8427542819238045,0.35806915032384046,1,52.0,1,1,-1.1309244766794218,-1.1309244766794218
2016-05-19,air_99157b6163835eec,0,0,0,0,1,0,0,0.5131559931866313,0.7744352051505351,0.0,1.4174917712441033,0.06933159308539835,1,39.0,1,1,-1.1223579299737128,-1.1223579299737125
2016-05-20,air_99157b6163835eec,1,0,0,0,0,0,0,0.2841725573491765,0.17956827954044954,0.0,0.016627030181559414,0.2425741274284636,1,38.0,1,1,-0.7358554991926035,-0.7358554991926033
2016-05-21,air_99157b6163835eec,0,0,1,0,0,0,0,0.33505776531305564,0.510049904879386,0.0,1.7677079565097393,-0.06926243438905377,1,70.0,1,1,-0.4602142610736116,-0.4602142610736114
2016-05-22,air_99157b6163835eec,0,0,0,1,0,0,0,0.6785329190692376,0.9330663853132245,0.0,1.8677697237284927,0.36961865261337806,1,47.0,1,1,-1.1956774914843404,-1.1956774914843402
2016-05-24,air_99157b6163835eec,0,0,0,0,0,1,0,0.8057459389789347,1.065259035448799,0.0,1.192352795001909,0.43891566635060414,1,69.0,1,1,-1.2866340609184868,-1.2866340609184865
2016-05-25,air_99157b6163835eec,0,0,0,0,0,0,1,0.7548607310150556,0.6290232900014029,0.0,-1.3091913854669197,0.7738512327471972,1,38.0,1,1,-1.0815408544935696,-1.0815408544935694
2016-05-26,air_99157b6163835eec,0,0,0,0,1,0,0,0.7294181270331163,0.3778572547438114,0.0,-1.3842377108809845,0.9817422739588753,1,37.0,1,1,-1.0455109668783813,-1.0455109668783813
2016-05-27,air_99157b6163835eec,1,0,0,0,0,0,0,0.6276477111053586,0.7347774101098626,0.0,-1.2591605018575431,0.5775096938250565,1,45.0,1,1,-0.7522327208358708,-0.7522327208358707
2016-05-28,air_99157b6163835eec,0,0,1,0,0,0,0,0.4495494832317828,0.27210313463535163,0.0,-1.3842377108809845,0.49666317779829255,1,55.0,1,1,-0.5572178046529643,-0.5572178046529641
2016-05-29,air_99157b6163835eec,0,0,0,1,0,0,0,0.7294181270331163,0.9595049153403393,0.0,1.117306469587844,0.4620146709296796,1,67.0,1,1,-1.0613842740095483,-1.061384274009548
2016-05-31,air_99157b6163835eec,0,0,0,0,0,1,0,0.7039755230511769,0.6422425550149605,0.0,-0.20851194606063503,0.6583562098518204,1,37.0,1,1,-1.1573799885646998,-1.1573799885646996
2016-06-01,air_99157b6163835eec,0,0,0,0,0,0,1,0.8693524489337832,0.7744352051505351,0.0,0.9171829351503376,0.8777967533530362,1,41.0,1,1,-1.1785443980729222,-1.178544398072922
2016-06-02,air_99157b6163835eec,0,0,0,0,1,0,0,0.6403690130963284,0.7744352051505351,0.0,1.4925380966581683,0.49666317779829255,1,41.0,1,1,-1.117822699364808,-1.1178226993648077
2016-06-03,air_99157b6163835eec,1,0,0,0,0,0,0,0.5131559931866313,0.5364884349065008,0.0,0.24176600642375407,0.15017810911216206,1,45.0,1,1,-0.8099309324713819,-0.8099309324713817
2016-06-04,air_99157b6163835eec,0,0,1,0,0,0,0,0.7421394290240861,0.6290232900014029,0.0,0.09167335559562445,0.6352572052727447,1,58.0,1,1,-0.6360804257966978,-0.6360804257966977
2016-06-05,air_99157b6163835eec,0,0,0,1,0,0,0,0.3732216712859644,0.20600680956756437,0.0,-0.9089443165919071,0.48511367550875495,1,54.0,1,1,-1.224652575930121,-1.224652575930121
2016-06-07,air_99157b6163835eec,0,0,0,0,0,1,0,0.6912542210602071,0.4836113748522711,0.0,-1.3342068272716079,0.9008957579321115,1,41.0,1,1,-1.2677372667147166,-1.2677372667147164
2016-06-08,air_99157b6163835eec,0,0,0,0,0,0,1,0.8439098449518438,0.9066278552861097,0.0,0.6420130752987665,0.6814552144308956,1,39.0,1,1,-1.1032091785138924,-1.1032091785138922
2016-06-09,air_99157b6163835eec,0,0,0,0,1,0,0,0.8947950529157225,0.6290232900014029,0.0,-1.3842377108809845,1.0279402831170261,1,36.0,1,1,-1.1536006297239458,-1.1536006297239456
2016-06-10,air_99157b6163835eec,1,0,0,0,0,0,0,1.1237784887531774,1.2106709505979312,0.0,0.7420748425175198,1.0394897854065637,1,49.0,1,1,-0.7151950041964816,-0.7151950041964814
2016-06-11,air_99157b6163835eec,0,0,1,0,0,0,0,0.9456802608796012,1.0388205054216841,0.0,1.5175535384628565,0.704554219009971,1,52.0,1,1,-0.5546982320924616,-0.5546982320924615
