visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-19,air_2c505f9ad67d4635,0,0,0,0,0,1,0,1.2483782122775926,1.3243267092217985,0.0,0.3020965574830466,1.1828090773371356,1,17.0,1,1,-0.8951916738544797,-0.8951916738544797
2016-07-20,air_2c505f9ad67d4635,0,0,0,0,0,0,1,1.1314437262666273,1.0436203351568123,0.0,-0.1270499540816551,1.1382558855920726,1,23.0,1,1,-0.3920282389916773,-0.3920282389916773
2016-07-21,air_2c505f9ad67d4635,0,0,0,0,1,0,0,0.6052385392172825,0.38863879567184484,0.0,-1.360846174830172,0.8709367351216939,1,19.0,1,1,-0.1612157287625569,-0.1612157287625569
2016-07-22,air_2c505f9ad67d4635,1,0,0,0,0,0,0,0.5584647448128961,0.20150121296185386,0.0,-1.360846174830172,0.815245245440365,1,12.0,1,1,1.0782748821962,1.0782748821962
2016-07-23,air_2c505f9ad67d4635,0,0,1,0,0,0,0,0.6753992308238616,0.7161295654143288,0.0,-0.9853429772110581,0.7484154578227705,1,43.0,1,1,1.4086228382626662,1.4086228382626662
2016-07-24,air_2c505f9ad67d4635,0,0,0,1,0,0,0,0.8508009598403098,0.9383554448824427,0.0,0.5971347841837789,0.6593090743326443,1,37.0,1,1,-0.458646450772578,-0.458646450772578
2016-07-25,air_2c505f9ad67d4635,0,1,0,0,0,0,0,0.9443485486490822,0.8096983567693239,0.0,-1.1462729190478214,0.8932133309942257,1,14.0,1,1,-1.1314903897596744,-1.1314903897596744
2016-07-26,air_2c505f9ad67d4635,0,0,0,0,0,1,0,0.8391075112392136,0.7512178621724518,0.0,-1.3340245178573782,0.9266282248030228,1,22.0,1,1,-0.3669484416153383,-0.3669484416153383
2016-07-27,air_2c505f9ad67d4635,0,0,0,0,0,0,1,0.9209616514468892,0.7395217632530776,0.0,-1.2803812039117906,1.0380112041656804,1,14.0,1,1,-0.15416203575046156,-0.15416203575046156
2016-07-28,air_2c505f9ad67d4635,0,0,0,0,1,0,0,1.1548306234688201,1.1839735221893057,0.0,0.03387998775510812,1.1382558855920726,1,26.0,1,1,0.08135293648672245,0.08135293648672245
2016-07-29,air_2c505f9ad67d4635,1,0,0,0,0,0,0,1.236684763676496,1.336022808141173,0.0,1.7236443770411205,1.0937026938470094,1,28.0,1,1,1.336126548971686,1.336126548971686
2016-07-30,air_2c505f9ad67d4635,0,0,1,0,0,0,0,1.236684763676496,1.3945033027380451,0.0,1.5358927782315637,1.0045963103568836,1,23.0,1,1,1.4599580485173602,1.4599580485173602
2016-07-31,air_2c505f9ad67d4635,0,0,0,1,0,0,0,1.2717651094797857,1.1488852254311825,0.0,0.4898481562926036,1.260777162890996,1,22.0,1,1,-0.41162183069194225,-0.41162183069194225
2016-08-01,air_2c505f9ad67d4635,0,1,0,0,0,0,0,1.260071660878689,1.2307579178668033,0.0,-0.8512346923470889,1.2830537587635278,1,14.0,1,1,-1.188703677524448,-1.188703677524448
2016-08-02,air_2c505f9ad67d4635,0,0,0,0,0,1,0,1.0846699318622408,0.9851398405599403,0.0,-0.9048780062926766,1.0491495021019464,1,14.0,1,1,-0.8164254352194149,-0.8164254352194149
2016-08-03,air_2c505f9ad67d4635,0,0,0,0,0,0,1,1.18991096927211,1.2892384124636755,0.0,-0.26115823894562434,1.149394183528338,1,16.0,1,1,-0.344219875243031,-0.344219875243031
2016-08-04,air_2c505f9ad67d4635,0,0,0,0,1,0,0,1.3419258010863653,1.4061994016574197,0.0,0.918994667857305,1.260777162890996,1,10.0,1,1,-0.21059157984722443,-0.21059157984722443
2016-08-05,air_2c505f9ad67d4635,1,0,0,0,0,0,0,1.4120864926929442,1.4529837973349173,0.0,1.5358927782315637,1.2830537587635278,1,35.0,1,1,0.8980138385537632,0.8980138385537632
2016-08-06,air_2c505f9ad67d4635,0,0,1,0,0,0,0,1.4588602870973306,1.5465525886899132,0.0,0.9994596387756868,1.416713333998717,1,19.0,1,1,0.642513402782309,0.642513402782309
2016-08-07,air_2c505f9ad67d4635,0,0,0,1,0,0,0,1.400393044091848,1.4763759951736664,0.0,1.6431794061227387,1.2719154608272618,1,37.0,1,1,-0.6197057745487554,-0.6197057745487554
2016-08-08,air_2c505f9ad67d4635,0,1,0,0,0,0,0,1.3886995954907513,1.429591599496169,0.0,-0.1270499540816551,1.3610218443173883,1,15.0,1,1,-1.169110085824183,-1.169110085824183
2016-08-09,air_2c505f9ad67d4635,0,0,0,0,0,1,0,1.7862768479280338,1.955916050868018,0.0,0.8117080399661296,1.405575036062451,1,14.0,1,1,-0.2913171776523158,-0.2913171776523158
2016-08-10,air_2c505f9ad67d4635,0,0,0,0,0,0,1,1.4588602870973306,1.523160390851164,0.0,-0.04658498316327337,1.4389899298712485,1,22.0,1,1,0.7679123896640042,0.7679123896640042
2016-08-11,air_2c505f9ad67d4635,0,0,0,0,1,0,0,1.2483782122775926,1.3009345113830502,1.0,-0.04658498316327337,1.3498835463811223,1,40.0,1,1,0.4403075364355753,0.4403075364355753
2016-08-12,air_2c505f9ad67d4635,1,0,0,0,0,0,0,1.1782175206710133,1.277542313544301,0.0,0.11434495867348962,1.2385005670184646,1,24.0,1,1,-0.016223150180596706,-0.016223150180596706
2016-08-13,air_2c505f9ad67d4635,0,0,1,0,0,0,0,1.1548306234688201,1.2658462146249267,1.0,0.570313127210985,1.1382558855920726,1,34.0,1,1,0.1589435596197714,0.1589435596197714
2016-08-14,air_2c505f9ad67d4635,0,0,0,1,0,0,0,1.0963633804633375,1.1021008297536845,1.0,-0.34162320986400585,1.160532481464604,1,25.0,1,1,-0.9347707290890148,-0.9347707290890148
2016-08-15,air_2c505f9ad67d4635,0,1,0,0,0,0,0,1.166524072069917,1.1488852254311825,1.0,-1.173094576020615,1.260777162890996,1,14.0,1,1,-1.4896612460405165,-1.4896612460405165
2016-08-16,air_2c505f9ad67d4635,0,0,0,0,0,1,0,1.2016044178732064,1.4178955005767944,0.0,-0.7975913784015012,1.1828090773371356,1,3.0,1,1,-1.365437874660837,-1.365437874660837
2016-08-17,air_2c505f9ad67d4635,0,0,0,0,0,0,1,1.4120864926929442,1.558248687609287,0.0,1.3213195224492127,1.1048409917832753,1,26.0,1,1,-0.8352352832516692,-0.8352352832516692
2016-08-18,air_2c505f9ad67d4635,0,0,0,0,1,0,0,1.2016044178732064,1.242454016786178,0.0,-1.0658079481294396,1.3498835463811223,1,5.0,1,1,-0.5444663824197382,-0.5444663824197382
2016-08-19,air_2c505f9ad67d4635,1,0,0,0,0,0,0,1.2834585580808824,1.3243267092217985,0.0,0.4898481562926036,1.3276069505085908,1,21.0,1,1,0.8592185269872387,0.8592185269872387
2016-08-20,air_2c505f9ad67d4635,0,0,1,0,0,0,0,1.0612830346600477,1.055316434076187,0.0,-0.9316996632654704,1.227362269082199,1,37.0,1,1,0.7353870274415646,0.7353870274415646
2016-08-21,air_2c505f9ad67d4635,0,0,0,1,0,0,0,1.3185389038841717,1.4646798962542917,0.0,0.7580647260205421,1.160532481464604,1,15.0,1,1,-0.8223035127294943,-0.8223035127294943
2016-08-23,air_2c505f9ad67d4635,0,0,0,0,0,1,0,1.18991096927211,1.1021008297536845,0.0,-0.9048780062926766,1.2385005670184646,1,18.0,1,1,-0.6126520815366601,-0.6126520815366601
2016-08-24,air_2c505f9ad67d4635,0,0,0,0,0,0,1,1.1548306234688201,1.19566962110868,0.0,-0.8512346923470889,1.160532481464604,1,13.0,1,1,-0.41240557435995284,-0.41240557435995284
2016-08-26,air_2c505f9ad67d4635,1,0,0,0,0,0,0,1.3653126982885582,1.3828072038186705,0.0,1.3749628363948003,1.216223971145933,1,13.0,1,1,1.1731078660254823,1.1731078660254823
2016-08-27,air_2c505f9ad67d4635,0,0,1,0,0,0,0,0.8975747542446962,0.7044334664949542,0.0,-1.360846174830172,0.9489048206755546,1,30.0,1,1,1.2393342059723775,1.2393342059723775
2016-08-28,air_2c505f9ad67d4635,0,0,0,1,0,0,0,0.698786128026055,0.4237270924299682,0.0,-1.360846174830172,0.9154899268667572,1,4.0,1,1,-0.24311694206966417,-0.24311694206966417
2016-08-29,air_2c505f9ad67d4635,0,1,0,0,0,0,0,1.0495895860589515,1.0670125329955615,0.0,-0.663483093537532,1.0045963103568836,1,8.0,1,1,-1.4739863726803046,-1.4739863726803046
2016-08-30,air_2c505f9ad67d4635,0,0,0,0,0,1,0,0.9911223430534687,0.833090554608073,0.0,-1.199916232993409,1.0491495021019464,1,8.0,1,1,-0.6404749817510361,-0.6404749817510361
2016-08-31,air_2c505f9ad67d4635,0,0,0,0,0,0,1,1.18991096927211,1.1839735221893057,0.0,1.6700010630955329,1.0491495021019464,1,10.0,1,1,-0.18864675714292775,-0.18864675714292775
2016-09-01,air_2c505f9ad67d4635,0,0,0,0,1,0,0,1.213297866474303,1.3477189070605475,0.0,1.3481411794220066,0.9934580124206175,1,14.0,1,1,-0.6024634138525222,-0.6024634138525222
2016-09-02,air_2c505f9ad67d4635,1,0,0,0,0,0,0,1.1782175206710133,1.0319242362374381,0.0,-0.04658498316327337,1.1048409917832753,1,26.0,1,1,0.663674481818595,0.663674481818595
2016-09-03,air_2c505f9ad67d4635,0,0,1,0,0,0,0,1.236684763676496,1.3477189070605475,0.0,0.6239564411565728,1.2830537587635278,1,35.0,1,1,1.2757782865348704,1.2757782865348704
2016-09-04,air_2c505f9ad67d4635,0,0,0,1,0,0,0,1.1782175206710133,1.277542313544301,0.0,-0.15387161105444885,1.216223971145933,1,27.0,1,1,-0.7517665826085408,-0.7517665826085408
2016-09-05,air_2c505f9ad67d4635,0,1,0,0,0,0,0,1.3770061468896544,1.4061994016574197,0.0,1.2140328945580372,1.3053303546360593,1,23.0,1,1,-1.378369645183012,-1.378369645183012
2016-09-06,air_2c505f9ad67d4635,0,0,0,0,0,1,0,1.4237799412940408,1.336022808141173,0.0,1.2140328945580372,1.4278516319349825,1,14.0,1,1,-0.6404749817510361,-0.6404749817510361
2016-09-07,air_2c505f9ad67d4635,0,0,0,0,0,0,1,1.2249913150753997,1.0904047308343103,0.0,-0.7439480644559135,1.3721601422536538,1,13.0,1,1,-0.538980176743664,-0.538980176743664
2016-09-08,air_2c505f9ad67d4635,0,0,0,0,1,0,0,1.1431371748677235,1.1021008297536845,0.0,-1.012164634183852,1.2941920566997933,1,11.0,1,1,-0.3841908023115714,-0.3841908023115714
2016-09-09,air_2c505f9ad67d4635,1,0,0,0,0,0,0,1.213297866474303,1.3477189070605475,0.0,0.06070164472790188,1.0602878000382123,1,18.0,1,1,0.9967655407230982,0.9967655407230982
2016-09-10,air_2c505f9ad67d4635,0,0,1,0,0,0,0,1.166524072069917,1.19566962110868,0.0,-0.26115823894562434,1.1382558855920726,1,31.0,1,1,1.530494978638314,1.530494978638314
2016-09-11,air_2c505f9ad67d4635,0,0,0,1,0,0,0,0.7689468196326341,0.4822075870268403,0.0,-1.3072028608845843,0.8597984371854284,1,24.0,1,1,-0.2909253058183105,-0.2909253058183105
2016-09-12,air_2c505f9ad67d4635,0,1,0,0,0,0,0,0.9443485486490822,0.7863061589305751,0.0,-1.2803812039117906,1.0491495021019464,1,6.0,1,1,-1.35603295064471,-1.35603295064471
2016-09-13,air_2c505f9ad67d4635,0,0,0,0,0,1,0,0.698786128026055,0.34185439999434686,0.0,-1.360846174830172,0.9266282248030228,1,15.0,1,1,-0.8128985887133672,-0.8128985887133672
2016-09-14,air_2c505f9ad67d4635,0,0,0,0,0,0,1,0.7572533710315378,0.6576490708174567,0.0,-1.2803812039117906,0.8375218413128969,1,13.0,1,1,-0.3986900601697674,-0.3986900601697674
2016-09-15,air_2c505f9ad67d4635,0,0,0,0,1,0,0,0.8741878570425032,0.6342568729787075,0.0,-1.3340245178573782,1.015734608293149,1,9.0,1,1,-0.058153436419163575,-0.058153436419163575
2016-09-16,air_2c505f9ad67d4635,1,0,0,0,0,0,0,0.7338664738293443,0.400334894591219,0.0,-1.360846174830172,0.9823197144843516,1,9.0,1,1,0.925444866934134,0.925444866934134
2016-09-17,air_2c505f9ad67d4635,0,0,1,0,0,0,0,1.0145092402556617,0.9851398405599403,0.0,0.06070164472790188,0.9489048206755546,1,40.0,1,1,1.4101903255986874,1.4101903255986874
2016-09-18,air_2c505f9ad67d4635,0,0,0,1,0,0,0,0.932655100047986,0.6927373675755796,0.0,-1.360846174830172,1.015734608293149,1,12.0,1,1,0.17501030481398863,0.17501030481398863
2016-09-19,air_2c505f9ad67d4635,0,1,0,0,0,0,0,0.5467712962117999,0.22489341080060263,1.0,-1.360846174830172,0.6815856702051758,1,22.0,1,1,-1.3591679253167523,-1.3591679253167523
2016-09-20,air_2c505f9ad67d4635,0,0,0,0,0,1,0,0.28951542698767585,-0.10259735894188093,0.0,-1.360846174830172,0.5033729032249236,1,21.0,1,1,-1.8666419503536131,-1.8666419503536131
2016-09-21,air_2c505f9ad67d4635,0,0,0,0,0,0,1,0.4064499129986413,0.259981707558726,0.0,-1.3340245178573782,0.5033729032249236,1,22.0,1,1,0.39289104452093426,0.39289104452093426
2016-09-22,air_2c505f9ad67d4635,0,0,0,0,1,0,0,0.32459577279096513,-0.00902856758688586,1.0,-1.360846174830172,0.5590643929062524,1,17.0,1,1,-0.3054245636765065,-0.3054245636765065
2016-09-23,air_2c505f9ad67d4635,1,0,0,0,0,0,0,0.4883040532063171,0.13132461944560758,0.0,-1.360846174830172,0.7038622660777072,1,21.0,1,1,0.1993063585223171,0.1993063585223171
2016-09-24,air_2c505f9ad67d4635,0,0,1,0,0,0,0,0.6052385392172825,0.34185439999434686,0.0,-1.360846174830172,0.8597984371854284,1,24.0,1,1,1.1727159941914769,1.1727159941914769
2016-09-25,air_2c505f9ad67d4635,0,0,0,1,0,0,0,0.8157206140370206,0.868178851366196,0.0,-0.44890983775518123,0.8041069475040994,1,32.0,1,1,-0.3928119826596879,-0.3928119826596879
2016-09-26,air_2c505f9ad67d4635,0,1,0,0,0,0,0,1.0262026888567581,1.0670125329955615,0.0,-0.5293748086735627,0.9823197144843516,1,11.0,1,1,-1.116599260067473,-1.116599260067473
2016-09-27,air_2c505f9ad67d4635,0,0,0,0,0,1,0,1.0495895860589515,1.0319242362374381,0.0,-0.7439480644559135,1.0825643959107438,1,12.0,1,1,-0.46256516911263096,-0.46256516911263096
2016-09-28,air_2c505f9ad67d4635,0,0,0,0,0,0,1,1.1548306234688201,1.1254930275924337,0.0,-0.7975913784015012,1.216223971145933,1,8.0,1,1,-0.3418686442389992,-0.3418686442389992
2016-09-29,air_2c505f9ad67d4635,0,0,0,0,1,0,0,0.932655100047986,0.8096983567693239,0.0,-1.173094576020615,0.9600431186118201,1,11.0,1,1,-0.2145102981872774,-0.2145102981872774
2016-09-30,air_2c505f9ad67d4635,1,0,0,0,0,0,0,0.5584647448128961,0.4354231913493424,0.0,-0.7171264074831197,0.6370324784601128,1,27.0,1,1,1.2444285398144463,1.2444285398144463
2016-10-01,air_2c505f9ad67d4635,0,0,1,0,0,0,0,0.35967611859425486,0.09623632268748421,0.0,-1.360846174830172,0.5033729032249236,1,27.0,1,1,1.2800888767089285,1.2800888767089285
2016-10-02,air_2c505f9ad67d4635,0,0,0,1,0,0,0,0.7572533710315378,0.7746100600112009,0.0,1.079924609694068,0.6147558825875814,1,3.0,1,1,-0.4515927577604826,-0.4515927577604826
2016-10-03,air_2c505f9ad67d4635,0,1,0,0,0,0,0,0.7104795766271513,0.6459529718980821,0.0,-1.360846174830172,0.781830351631568,1,13.0,1,1,-1.5856698453718145,-1.5856698453718145
2016-10-04,air_2c505f9ad67d4635,0,0,0,0,0,1,0,0.9677354458512754,1.2892384124636755,0.0,0.3020965574830466,0.7372771598865047,1,13.0,1,1,-0.7027826033578786,-0.7027826033578786
2016-10-05,air_2c505f9ad67d4635,0,0,0,0,0,0,1,0.8624944084414066,0.6342568729787075,0.0,-1.173094576020615,0.9377665227392886,1,11.0,1,1,-0.8806924159962838,-0.8806924159962838
2016-10-06,air_2c505f9ad67d4635,0,0,0,0,1,0,0,1.0963633804633375,1.2073657200280545,0.0,0.8653513539117176,0.9266282248030228,1,12.0,1,1,-0.38654203331560316,-0.38654203331560316
2016-10-07,air_2c505f9ad67d4635,1,0,0,0,0,0,0,0.5584647448128961,0.4588153891880911,0.0,0.1948099295918711,0.6593090743326443,1,18.0,1,1,0.8435436536270268,0.8435436536270268
2016-10-08,air_2c505f9ad67d4635,0,0,1,0,0,0,0,0.5350778476107031,0.5055997848655891,0.0,-1.3072028608845843,0.5702026908425181,1,36.0,1,1,1.106881526078587,1.106881526078587
2016-10-09,air_2c505f9ad67d4635,0,0,0,1,0,0,0,0.6637057822227653,0.5523841805430866,0.0,-1.360846174830172,0.6147558825875814,1,41.0,1,1,0.35644696395844155,0.35644696395844155
2016-10-10,air_2c505f9ad67d4635,0,1,0,0,0,0,0,0.20766128677999968,-0.16107785353875306,1.0,-1.360846174830172,0.4810963073523917,1,25.0,1,1,-0.8058448957012718,-0.8058448957012718
2016-10-11,air_2c505f9ad67d4635,0,0,0,0,0,1,0,0.11411369797122761,-0.10259735894188093,0.0,-1.3072028608845843,0.34743673211720255,1,9.0,1,1,-1.2149590904028027,-1.2149590904028027
2016-10-12,air_2c505f9ad67d4635,0,0,0,0,0,0,1,0.14919404377451692,0.259981707558726,0.0,0.8385296969389233,0.06897928371055816,1,9.0,1,1,-0.4735375804647793,-0.4735375804647793
2016-10-13,air_2c505f9ad67d4635,0,0,0,0,1,0,0,-0.014514236640834581,-0.3248232384099953,0.0,-1.360846174830172,0.2471920506908107,1,15.0,1,1,-0.43787724357029717,-0.43787724357029717
2016-10-14,air_2c505f9ad67d4635,1,0,0,0,0,0,0,-0.11975527405070356,-0.17277395245812766,0.0,-0.2879798959184181,-0.05354199358836532,1,24.0,1,1,1.0073460802412413,1.0073460802412413
2016-10-15,air_2c505f9ad67d4635,0,0,1,0,0,0,0,0.008872660561358431,0.20150121296185386,0.0,1.5358927782315637,-0.1426483770784914,1,27.0,1,1,1.4920915389057947,1.4920915389057947
2016-10-16,air_2c505f9ad67d4635,0,0,0,1,0,0,0,0.09072680076903418,0.22489341080060263,0.0,0.03387998775510812,-0.04240369565209959,1,37.0,1,1,-0.4852937354849382,-0.4852937354849382
2016-10-17,air_2c505f9ad67d4635,0,1,0,0,0,0,0,0.1024202493701309,-0.17277395245812766,0.0,-1.360846174830172,0.29174524243587363,1,21.0,1,1,-1.445379728797918,-1.445379728797918
2016-10-18,air_2c505f9ad67d4635,0,0,0,0,0,1,0,0.49999750180741337,0.6225607740593333,0.0,0.2216315865646651,0.4031282217985314,1,6.0,1,1,-0.6099089786986229,-0.6099089786986229
2016-10-19,air_2c505f9ad67d4635,0,0,0,0,0,0,1,0.4883040532063171,0.34185439999434686,0.0,-0.8512346923470889,0.5924792867150495,1,16.0,1,1,-0.4672676311206945,-0.4672676311206945
2016-10-20,air_2c505f9ad67d4635,0,0,0,0,1,0,0,0.6169319878183789,0.7863061589305751,0.0,1.3213195224492127,0.4365431156073288,1,7.0,1,1,-0.23763073639358998,-0.23763073639358998
2016-10-21,air_2c505f9ad67d4635,1,0,0,0,0,0,0,0.18427438957780665,0.04945192700998626,0.0,-0.04658498316327337,0.25833034862707643,1,15.0,1,1,1.0316421339495696,1.0316421339495696
2016-10-22,air_2c505f9ad67d4635,0,0,1,0,0,0,0,0.008872660561358431,-0.31312713949062065,0.0,-1.3340245178573782,0.1803622630732159,1,21.0,1,1,1.601815652427278,1.601815652427278
2016-10-23,air_2c505f9ad67d4635,0,0,0,1,0,0,0,0.17258094097671037,0.15471681728435635,0.0,-0.07340664013606736,0.1803622630732159,1,23.0,1,1,-0.20784847700918735,-0.20784847700918735
2016-10-24,air_2c505f9ad67d4635,0,1,0,0,0,0,0,-0.2016094142583793,-0.21955834813562516,0.0,1.2676762085036253,-0.13151007914222565,1,12.0,1,1,-1.2721723781675762,-1.2721723781675762
2016-10-25,air_2c505f9ad67d4635,0,0,0,0,0,1,0,-0.3068504516682483,-0.4417842276037395,0.0,-0.7171264074831197,-0.34313773993127544,1,15.0,1,1,-0.5715055389661038,-0.5715055389661038
2016-10-26,air_2c505f9ad67d4635,0,0,0,0,0,0,1,0.28951542698767585,0.5523841805430866,0.0,1.2140328945580372,-0.05354199358836532,1,15.0,1,1,-0.1635669597665887,-0.1635669597665887
2016-10-27,air_2c505f9ad67d4635,0,0,0,0,1,0,0,0.2778219783865791,0.2716778064781006,0.0,0.6775997551021603,0.013287794029229288,1,9.0,1,1,-0.14945957374239796,-0.14945957374239796
2016-10-28,air_2c505f9ad67d4635,1,0,0,0,0,0,0,-0.5173325264879862,-0.7224906016687255,0.0,-1.360846174830172,-0.3319994419950097,1,13.0,1,1,0.9297554571081923,0.9297554571081923
2016-10-29,air_2c505f9ad67d4635,0,0,1,0,0,0,0,-0.13144872265180008,-0.020724666506260037,0.0,-1.360846174830172,-0.16492497295102307,1,1.0,1,1,1.7906978764178316,1.7906978764178316
2016-10-30,air_2c505f9ad67d4635,0,0,0,1,0,0,0,-0.5524128722912758,-0.8745398876205931,0.0,-1.360846174830172,-0.38769093167633856,1,22.0,1,1,-0.12124480169401652,-0.12124480169401652
2016-10-31,air_2c505f9ad67d4635,0,1,0,0,0,0,0,-0.27177010586495853,-0.21955834813562516,0.0,-0.314801552891212,-0.3654143358038069,1,15.0,1,1,-1.0954381810311868,-1.0954381810311868
2016-11-01,air_2c505f9ad67d4635,0,0,0,0,0,1,0,-0.37701114327482754,-0.535353018958735,0.0,-0.4757314947279751,-0.15378667501475732,1,13.0,1,1,-0.7999668181911924,-0.7999668181911924
2016-11-02,air_2c505f9ad67d4635,0,0,0,0,0,0,1,-0.6693473583022412,-1.0265891735724608,0.0,-1.360846174830172,-0.4990739110389963,1,24.0,1,1,0.4007284812010402,0.4007284812010402
2016-11-03,air_2c505f9ad67d4635,0,0,0,0,1,0,0,-0.43547838628031027,-0.18447005137750225,1.0,1.1872112375852435,-0.5213505069115277,1,29.0,1,1,-0.08284136196149734,-0.08284136196149734
2016-11-04,air_2c505f9ad67d4635,1,0,0,0,0,0,0,-0.3068504516682483,-0.25464664489374855,0.0,1.1067462666668617,-0.5102122089752621,1,19.0,1,1,0.051178805268314524,0.051178805268314524
2016-11-05,air_2c505f9ad67d4635,0,0,1,0,0,0,0,-0.23668976006166903,-0.17277395245812766,0.0,0.4630264993198096,-0.2094781646960862,1,42.0,1,1,1.2996824684091934,1.2996824684091934
2016-11-06,air_2c505f9ad67d4635,0,0,0,1,0,0,0,-0.2133028628594758,-0.020724666506260037,0.0,1.1872112375852435,-0.35427603786754114,1,23.0,1,1,-0.5413314077476958,-0.5413314077476958
2016-11-07,air_2c505f9ad67d4635,0,1,0,0,0,0,0,-0.6576539097011448,-0.7692749973462233,0.0,0.8921730108845113,-0.5436271027840595,1,7.0,1,1,-1.3454524111265669,-1.3454524111265669
2016-11-08,air_2c505f9ad67d4635,0,0,0,0,0,1,0,-0.7862818443132067,-0.8628437887012188,0.0,-0.8780563493198827,-0.7775313594456407,1,8.0,1,1,-1.1577458026380294,-1.1577458026380294
2016-11-09,air_2c505f9ad67d4635,0,0,0,0,0,0,1,-0.727814601307724,-0.7458827995074745,0.0,0.24845324353745885,-0.5770419965928566,1,8.0,1,1,-0.8387621297577169,-0.8387621297577169
2016-11-10,air_2c505f9ad67d4635,0,0,0,0,1,0,0,-0.8213621901164965,-0.9330203822174653,0.0,-1.2267378899662027,-0.6104568904016541,1,13.0,1,1,-0.5648437177880137,-0.5648437177880137
