visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Niigata-ken Kashiwazaki-shi Chūōchō,total_area_visitors,total_genre_visitors
2016-07-12,air_a239a44805932bab,0,0,0,0,0,1,0,1.0239068944310004,0.9658917093799038,0.0,2.190427031777906,0.9141728852408281,1,25.0,1,1,-0.529095664688636,-0.5290956646886363
2016-07-14,air_a239a44805932bab,0,0,0,0,1,0,0,1.1678266746971755,0.9763278881459825,0.0,-0.4641214899374376,1.2656389954361513,1,22.0,1,1,-0.24567336570073522,-0.2456733657007355
2016-07-15,air_a239a44805932bab,1,0,0,0,0,0,0,1.0239068944310004,0.9032746367834318,0.0,0.3954466028084833,1.1522628308570149,1,19.0,1,1,0.9186062734446206,0.9186062734446205
2016-07-16,air_a239a44805932bab,0,0,1,0,0,0,0,1.079260656071837,0.9554555306138249,0.0,0.29432094483837484,1.174938063772842,1,49.0,1,1,1.363826217758514,1.3638262177585143
2016-07-17,air_a239a44805932bab,0,0,0,1,0,0,0,1.1346144177126738,1.0285087819763756,0.0,-0.7422170493552356,1.3790151600152878,1,24.0,1,1,0.45348411307696024,0.4534841130769601
2016-07-18,air_a239a44805932bab,0,1,0,0,0,0,0,1.0349776467591674,0.7780404915904884,1.0,-0.565247147907546,1.3109894612678057,1,41.0,1,1,-1.0472904011996744,-1.0472904011996749
2016-07-19,air_a239a44805932bab,0,0,0,0,0,1,0,1.1014021607281717,0.9554555306138249,0.0,2.2157084462704337,1.0955747485674465,1,29.0,1,1,-0.8748045287336959,-0.8748045287336962
2016-07-21,air_a239a44805932bab,0,0,0,0,1,0,0,0.9685531327901635,0.8197852066548031,0.0,-0.868624121817871,1.0275490498199644,1,23.0,1,1,-0.18449247931322998,-0.18449247931323023
2016-07-22,air_a239a44805932bab,1,0,0,0,0,0,0,1.0460483990873348,0.9554555306138249,0.0,1.5583916694647293,1.0388866662778784,1,35.0,1,1,0.9812613980583308,0.9812613980583308
2016-07-23,air_a239a44805932bab,0,0,1,0,0,0,0,1.057119151415502,1.0389449607424541,0.0,1.6089544984497834,0.9708609675303963,1,40.0,1,1,1.2919571042310232,1.2919571042310232
2016-07-24,air_a239a44805932bab,0,0,0,1,0,0,0,1.223180436338012,1.2476685360640265,0.0,1.5583916694647293,1.1295875979411876,1,27.0,1,1,-0.4642291827356184,-0.46422918273561875
2016-07-25,air_a239a44805932bab,0,1,0,0,0,0,0,1.1567559223690083,1.1641791059353974,0.0,-0.5905285624000731,1.208950913146583,1,34.0,1,1,-1.0970459413340914,-1.0970459413340918
2016-07-26,air_a239a44805932bab,0,0,0,0,0,1,0,1.0017653897746652,0.7362957765261741,0.0,-0.9191869508029252,1.2996518448098922,1,28.0,1,1,-0.37798624650262913,-0.3779862465026294
2016-07-28,air_a239a44805932bab,0,0,0,0,1,0,0,1.466736987557694,1.4459559326195206,0.0,1.0022005506291332,1.435703242304856,1,26.0,1,1,0.04364588619198535,0.04364588619198514
2016-07-29,air_a239a44805932bab,1,0,0,0,0,0,0,1.466736987557694,1.404211217555206,0.0,1.4825474259871478,1.3903527764732015,1,22.0,1,1,1.2237735862690444,1.2237735862690444
2016-07-30,air_a239a44805932bab,0,0,1,0,0,0,0,1.4445954829013592,1.404211217555206,0.0,0.6482607477337542,1.503728941052338,1,9.0,1,1,1.3402384061392352,1.3402384061392352
2016-07-31,air_a239a44805932bab,0,0,0,1,0,0,0,1.4003124735886898,1.2789770723622624,0.0,1.6089544984497834,1.469716091678597,1,33.0,1,1,-0.42000203594947005,-0.42000203594947033
2016-08-01,air_a239a44805932bab,0,1,0,0,0,0,0,1.3560294642760207,1.2267961785318693,0.0,1.8112058143900003,1.3336646941836332,1,27.0,1,1,-1.1508556365905718,-1.1508556365905722
2016-08-02,air_a239a44805932bab,0,0,0,0,0,1,0,1.2453219409943472,1.2267961785318693,0.0,0.5218536752711187,1.3790151600152878,1,35.0,1,1,-0.8007240578668973,-0.8007240578668976
2016-08-04,air_a239a44805932bab,0,0,0,0,1,0,0,1.311746454963351,1.2372323572979482,0.0,1.7859243998974728,1.4016903929311149,1,35.0,1,1,-0.2309309834386858,-0.23093098343868604
2016-08-05,air_a239a44805932bab,1,0,0,0,0,0,0,1.278534197978849,1.2581047148301052,0.0,2.266271275255488,1.2316261460624103,1,24.0,1,1,0.811724002044762,0.8117240020447619
2016-08-06,air_a239a44805932bab,0,0,1,0,0,0,0,1.3781709689323554,1.3520303237248128,0.0,2.342115518733069,1.2316261460624103,1,29.0,1,1,0.571423171173356,0.5714231711733557
2016-08-07,air_a239a44805932bab,0,0,0,1,0,0,0,1.4999492445421958,1.5085730052159925,0.0,2.139864202792852,1.3903527764732015,1,22.0,1,1,-0.6157071604781766,-0.615707160478177
2016-08-08,air_a239a44805932bab,0,1,0,0,0,0,0,1.522090749198531,1.37290268125697,0.0,1.6089544984497834,1.503728941052338,1,28.0,1,1,-1.13242765876301,-1.1324276587630104
2016-08-09,air_a239a44805932bab,0,0,0,0,0,1,0,1.433524730573192,1.1433067484032402,0.0,0.16791387237573943,1.4470408587627697,1,21.0,1,1,-0.30685425208824046,-0.30685425208824074
2016-08-11,air_a239a44805932bab,0,0,0,0,1,0,0,1.1124729130563387,1.1537429271693191,1.0,1.4067031825095664,1.0388866662778784,1,48.0,1,1,0.3812464399929179,0.38124643999291774
2016-08-12,air_a239a44805932bab,1,0,0,0,0,0,0,1.1346144177126738,1.2267961785318693,0.0,2.342115518733069,0.9141728852408281,1,33.0,1,1,-0.048125443389272514,-0.04812544338927275
2016-08-13,air_a239a44805932bab,0,0,1,0,0,0,0,1.3006757026351838,1.3833388600230487,1.0,2.139864202792852,1.0728995156516192,1,26.0,1,1,0.11662067838913016,0.11662067838912996
2016-08-14,air_a239a44805932bab,0,0,0,1,0,0,0,1.311746454963351,1.2894132511283412,1.0,1.431984597002094,1.2996518448098922,1,34.0,1,1,-0.9120290439453707,-0.9120290439453711
2016-08-15,air_a239a44805932bab,0,1,0,0,0,0,0,1.1567559223690083,1.018072603210297,1.0,-0.7169356348627085,1.3109894612678057,1,37.0,1,1,-1.4339093760219215,-1.433909376021922
2016-08-16,air_a239a44805932bab,0,0,0,0,0,1,0,1.433524730573192,1.550317720280307,0.0,2.0387385448227433,1.2202885296044967,1,20.0,1,1,-1.3170759965951795,-1.31707599659518
2016-08-18,air_a239a44805932bab,0,0,0,0,1,0,0,1.3228172072915185,1.2372323572979482,0.0,0.4965722607785915,1.2202885296044967,1,21.0,1,1,-0.5449437256203392,-0.5449437256203395
2016-08-19,air_a239a44805932bab,1,0,0,0,0,0,0,1.3892417212605224,1.3102856086604984,0.0,1.1286076230917685,1.3790151600152878,1,27.0,1,1,0.7752366059461896,0.7752366059461896
2016-08-20,air_a239a44805932bab,0,0,1,0,0,0,0,1.654939777136539,1.7694774743679582,0.0,1.3055775245394585,1.5377417904260786,1,33.0,1,1,0.658771786075999,0.6587717860759988
2016-08-21,air_a239a44805932bab,0,0,0,1,0,0,0,1.4999492445421958,1.477264468917756,0.0,1.0780447941067146,1.4470408587627697,1,19.0,1,1,-0.8062524512151659,-0.8062524512151662
2016-08-22,air_a239a44805932bab,0,1,0,0,0,0,0,1.311746454963351,1.3415941449587343,0.0,-0.08490027254953142,1.3336646941836332,1,21.0,1,1,-1.983800234396366,-1.9838002343963668
2016-08-23,air_a239a44805932bab,0,0,0,0,0,1,0,1.212109684009845,1.091125854572847,0.0,-0.08490027254953142,1.3790151600152878,1,34.0,1,1,-0.6090730884602543,-0.6090730884602547
2016-08-25,air_a239a44805932bab,0,0,0,0,1,0,0,1.4445954829013592,1.4250835750873632,0.0,1.3814217680170395,1.3790151600152878,1,31.0,1,1,-0.29248042938274227,-0.29248042938274255
2016-08-26,air_a239a44805932bab,1,0,0,0,0,0,0,1.2453219409943472,1.2163599997657906,0.0,-0.41355866095238347,1.3790151600152878,1,16.0,1,1,1.07045281074373,1.0704528107437299
2016-08-27,air_a239a44805932bab,0,0,1,0,0,0,0,0.7692795908831512,0.53800837997068,0.0,-0.9191869508029252,0.9595233510724829,1,32.0,1,1,1.132739375800889,1.132739375800889
2016-08-28,air_a239a44805932bab,0,0,0,1,0,0,0,1.1235436653845061,1.2267961785318693,0.0,2.0893013738077983,0.7214334054562961,1,26.0,1,1,-0.2615214266324384,-0.26152142663243866
2016-08-29,air_a239a44805932bab,0,1,0,0,0,0,0,1.533161501526698,1.7486051168358006,0.0,1.1791704520768231,1.2202885296044967,1,31.0,1,1,-1.419166993759872,-1.4191669937598725
2016-08-30,air_a239a44805932bab,0,0,0,0,0,1,0,0.8024918478676533,0.8093490278887243,0.0,-0.9191869508029252,0.9821985839883101,1,21.0,1,1,-0.6352408169753921,-0.6352408169753925
2016-09-01,air_a239a44805932bab,0,0,0,0,1,0,0,1.0460483990873348,1.3102856086604984,0.0,1.9881757158376896,0.6534077067088143,1,31.0,1,1,-0.5994905399899222,-0.5994905399899225
2016-09-02,air_a239a44805932bab,1,0,0,0,0,0,0,1.1124729130563387,1.2267961785318693,0.0,1.7353615709124188,0.8348095700354325,1,28.0,1,1,0.5913253872271227,0.5913253872271226
2016-09-03,air_a239a44805932bab,0,0,1,0,0,0,0,1.3449587119478532,1.4668282901516774,0.0,2.0134571303302167,1.0388866662778784,1,33.0,1,1,1.167015414560154,1.167015414560154
2016-09-04,air_a239a44805932bab,0,0,0,1,0,0,0,1.4113832259168575,1.477264468917756,0.0,1.3814217680170395,1.3336646941836332,1,22.0,1,1,-0.7399117310359433,-0.7399117310359437
2016-09-05,air_a239a44805932bab,0,1,0,0,0,0,0,1.2896049503070164,1.5607538990463856,0.0,1.3308589390319854,1.1976132966886692,1,34.0,1,1,-1.3292384619613704,-1.3292384619613709
2016-09-06,air_a239a44805932bab,0,0,0,0,0,1,0,1.1124729130563387,1.205923820999712,0.0,-0.11018168704205841,1.1409252143991009,1,33.0,1,1,-0.6352408169753921,-0.6352408169753925
2016-09-08,air_a239a44805932bab,0,0,0,0,1,0,0,1.1124729130563387,1.1224343908710832,0.0,-0.8180612928328168,1.2316261460624103,1,17.0,1,1,-0.3942028669908835,-0.3942028669908838
2016-09-09,air_a239a44805932bab,1,0,0,0,0,0,0,1.0681899037436695,0.8510937429530387,0.0,0.016225385420577013,1.208950913146583,1,42.0,1,1,0.9046010102956736,0.9046010102956735
2016-09-11,air_a239a44805932bab,0,0,0,1,0,0,0,0.9242701234774939,0.9032746367834318,0.0,-0.23658875950469385,1.0275490498199644,1,27.0,1,1,-0.3064856925316892,-0.3064856925316895
2016-09-12,air_a239a44805932bab,0,1,0,0,0,0,0,0.9685531327901635,0.8406575641869604,0.0,-0.31243300298227517,1.0615618991937055,1,22.0,1,1,-1.3082305672379497,-1.3082305672379502
2016-09-13,air_a239a44805932bab,0,0,0,0,0,1,0,0.8135626001958204,0.7362957765261741,0.0,-0.9191869508029252,0.9595233510724829,1,29.0,1,1,-0.7974070218579361,-0.7974070218579365
2016-09-15,air_a239a44805932bab,0,0,0,0,1,0,0,0.8689163618366571,0.7989128491226456,0.0,0.8252306491814437,0.8914976523250008,1,35.0,1,1,-0.08756131594025482,-0.08756131594025506
2016-09-16,air_a239a44805932bab,1,0,0,0,0,0,0,0.8467748571803225,0.7884766703565672,0.0,-0.5399657334150189,0.8914976523250008,1,32.0,1,1,0.8375231710033486,0.8375231710033485
2016-09-17,air_a239a44805932bab,0,0,1,0,0,0,0,0.8357041048521551,0.8719661004851963,0.0,-0.7422170493552356,0.9368481181566557,1,33.0,1,1,1.2934313424572281,1.2934313424572281
2016-09-18,air_a239a44805932bab,0,0,0,1,0,0,0,0.5478645443198042,0.3814656984795006,0.0,-0.893905536310398,0.9141728852408281,1,36.0,1,1,0.13173162020773085,0.13173162020773066
2016-09-19,air_a239a44805932bab,0,1,0,0,0,0,0,0.4703692780226329,0.25623155328655717,1.0,-0.9191869508029252,0.7554462548300371,1,34.0,1,1,-1.3111790436903596,-1.31117904369036
2016-09-20,air_a239a44805932bab,0,0,0,0,0,1,0,0.2157419744747838,-0.14034323982443062,0.0,-0.9191869508029252,0.5627067750455053,1,33.0,1,1,-1.7884636694242109,-1.7884636694242113
2016-09-22,air_a239a44805932bab,0,0,0,0,1,0,0,0.6364305629451431,0.5275722012046016,1.0,-0.9191869508029252,0.73277102191421,1,39.0,1,1,-0.320122396124085,-0.3201223961240853
2016-09-23,air_a239a44805932bab,1,0,0,0,0,0,0,0.4592985256944654,0.1831783019240069,0.0,-0.9191869508029252,0.5627067750455053,1,13.0,1,1,0.15458231271390752,0.15458231271390732
2016-09-24,air_a239a44805932bab,0,0,1,0,0,0,0,0.5921475536324735,0.5797530950349947,0.0,-0.23658875950469385,0.472005843382196,1,1.0,1,1,1.0700842511871789,1.0700842511871786
2016-09-26,air_a239a44805932bab,0,1,0,0,0,0,0,0.8689163618366571,0.6632425251636238,0.0,-0.9191869508029252,1.0842371321095328,1,23.0,1,1,-1.0830406781851443,-1.0830406781851447
2016-09-27,air_a239a44805932bab,0,0,0,0,0,1,0,1.0349776467591674,1.1746152847014761,0.0,0.3701651883159561,1.1069123650253603,1,22.0,1,1,-0.4679147783011308,-0.4679147783011311
2016-09-29,air_a239a44805932bab,0,0,0,0,1,0,0,0.4925107826789675,0.2771039108187144,0.0,-0.9191869508029252,0.437992994008455,1,31.0,1,1,-0.23461657900419813,-0.2346165790041984
2016-09-30,air_a239a44805932bab,1,0,0,0,0,0,0,0.3375202500846244,0.3919018772455794,0.0,0.901074892659025,0.19990304839226844,1,35.0,1,1,1.1375306500360551,1.137530650036055
2016-10-01,air_a239a44805932bab,0,0,1,0,0,0,0,0.5589352966479714,0.5484445587367588,0.0,0.14263245788321244,0.6193948573350735,1,44.0,1,1,1.1710695696822175,1.1710695696822175
2016-10-02,air_a239a44805932bab,0,0,0,1,0,0,0,0.7582088385549837,0.7154234189940168,0.0,1.3814217680170395,0.8914976523250008,1,35.0,1,1,-0.45759511071769615,-0.4575951107176965
2016-10-03,air_a239a44805932bab,0,1,0,0,0,0,0,0.9796238851183307,1.132870569637162,0.0,-0.843342707325344,0.9028352687829146,1,26.0,1,1,-1.5242064673769744,-1.5242064673769748
2016-10-04,air_a239a44805932bab,0,0,0,0,0,1,0,0.8799871141648247,0.7154234189940168,0.0,-0.28715158848974803,0.5967196244192461,1,27.0,1,1,-0.6938417864670388,-0.6938417864670391
2016-10-06,air_a239a44805932bab,0,0,0,0,1,0,0,0.6585720676014777,0.5484445587367588,0.0,-0.9191869508029252,0.8461471864933464,1,32.0,1,1,-0.3964142243301909,-0.39641422433019124
2016-10-07,air_a239a44805932bab,1,0,0,0,0,0,0,0.2932372407719552,0.33972098341518625,0.0,1.2550146955544041,0.1545525825606138,1,24.0,1,1,0.7604942236841402,0.7604942236841401
2016-10-08,air_a239a44805932bab,0,0,1,0,0,0,0,0.6585720676014777,0.6423701676314663,0.0,-0.868624121817871,0.41531776109262775,1,31.0,1,1,1.008166245686571,1.008166245686571
2016-10-09,air_a239a44805932bab,0,0,0,1,0,0,0,0.3485910024127919,0.3292848046491075,0.0,-0.9191869508029252,0.3246168294293185,1,32.0,1,1,0.3023746948909533,0.30237469489095314
2016-10-10,air_a239a44805932bab,0,1,0,0,0,0,0,0.04968068955227359,0.0370717991989063,1.0,-0.6916542203701814,0.17722781547644123,1,42.0,1,1,-0.7907729498400139,-0.7907729498400142
2016-10-11,air_a239a44805932bab,0,0,0,0,0,1,0,-0.04995608140123258,0.05794415673106347,0.0,-0.08490027254953142,-0.14022544534514095,1,27.0,1,1,-1.1755491268795046,-1.175549126879505
2016-10-13,air_a239a44805932bab,0,0,0,0,1,0,0,-0.10530984304206932,-0.0255452733975656,0.0,0.4207280173010103,-0.02684928076600449,1,33.0,1,1,-0.4446955262384029,-0.4446955262384032
2016-10-14,air_a239a44805932bab,1,0,0,0,0,0,0,-0.06102683372939989,0.2771039108187144,0.0,1.4825474259871478,-0.15156306180305457,1,35.0,1,1,0.914552118322557,0.9145521183225569
2016-10-15,air_a239a44805932bab,0,0,1,0,0,0,0,-0.03888532907306527,0.3710295197134222,0.0,1.7606429854049457,-0.33296492512967285,1,22.0,1,1,1.3704602897764364,1.3704602897764364
2016-10-16,air_a239a44805932bab,0,0,0,1,0,0,0,0.2157419744747838,0.5901892738010731,0.0,1.3814217680170395,-0.3669777745034139,1,21.0,1,1,-0.4892912325811025,-0.4892912325811028
2016-10-17,air_a239a44805932bab,0,1,0,0,0,0,0,0.4925107826789675,0.6319339888653879,0.0,-0.5146843189224918,0.48334345984010957,1,28.0,1,1,-1.3922621461316318,-1.3922621461316322
2016-10-18,air_a239a44805932bab,0,0,0,0,0,1,0,0.5921475536324735,0.5693169162689159,0.0,-0.36299583196732926,0.6647453231667279,1,26.0,1,1,-0.6064931715643956,-0.606493171564396
2016-10-20,air_a239a44805932bab,0,0,0,0,1,0,0,0.4482277733662979,0.45451894984205127,0.0,0.041506799913104006,0.33595444588723233,1,21.0,1,1,-0.2563615928407211,-0.25636159284072135
2016-10-21,air_a239a44805932bab,1,0,0,0,0,0,0,-0.09423909071390202,-0.10903470352619467,0.0,0.901074892659025,-0.015511664308090884,1,37.0,1,1,0.9374028108287337,0.9374028108287336
2016-10-22,air_a239a44805932bab,0,0,1,0,0,0,0,-0.17173435701107337,0.016199441666748752,0.0,0.2690395303458479,-0.4009906238771548,1,39.0,1,1,1.4736569656107827,1.4736569656107827
2016-10-23,air_a239a44805932bab,0,0,0,1,0,0,0,-0.2160173663237428,-0.14034323982443062,0.0,-0.843342707325344,-0.17423829471888178,1,32.0,1,1,-0.22835106654282714,-0.22835106654282739
2016-10-24,air_a239a44805932bab,0,1,0,0,0,0,0,-0.3710078989180857,-0.20296031242090215,0.0,0.926356307151552,-0.4123282403350684,1,32.0,1,1,-1.2293588221359852,-1.2293588221359857
2016-10-25,air_a239a44805932bab,0,0,0,0,0,1,0,-0.17173435701107337,0.19361448069008566,0.0,-0.009056029071950094,-0.6730934188670823,1,22.0,1,1,-0.5703743350223746,-0.5703743350223749
2016-10-27,air_a239a44805932bab,0,0,0,0,1,0,0,-0.06102683372939989,0.026635620432827526,0.0,0.6482607477337542,-0.2876144592980183,1,38.0,1,1,-0.1734356926166929,-0.17343569261669314
2016-10-28,air_a239a44805932bab,1,0,0,0,0,0,0,-0.42636166055892244,-0.48473713910502514,0.0,-0.9191869508029252,-0.2876144592980183,1,29.0,1,1,0.8415773261254123,0.8415773261254121
2016-10-29,air_a239a44805932bab,0,0,1,0,0,0,0,-0.3710078989180857,-0.32819445761384575,0.0,-0.9191869508029252,-0.2422639934663637,1,46.0,1,1,1.6513026718684787,1.6513026718684787
2016-10-30,air_a239a44805932bab,0,0,0,1,0,0,0,-0.4595739175434246,-0.30732210008168837,0.0,0.901074892659025,-0.6277429530354277,1,23.0,1,1,-0.1468994045450039,-0.14689940454500414
2016-10-31,air_a239a44805932bab,0,1,0,0,0,0,0,-0.3267248896054163,-0.0985985247601159,0.0,-0.5905285624000731,-0.7411191176145642,1,37.0,1,1,-1.0631384621313775,-1.063138462131378
2016-11-01,air_a239a44805932bab,0,0,0,0,0,1,0,-0.41529090823075515,-0.1716517761226662,0.0,-0.893905536310398,-0.34430254158758655,1,14.0,1,1,-0.7852445564917454,-0.7852445564917457
2016-11-03,air_a239a44805932bab,0,0,0,0,1,0,0,-0.3267248896054163,-0.432556245274632,1.0,-0.7169356348627085,-0.457678706166723,1,29.0,1,1,-0.11078056800298271,-0.11078056800298294
2016-11-04,air_a239a44805932bab,1,0,0,0,0,0,0,-0.3931494035744203,-0.33863063637992435,0.0,0.11735104339068522,-0.4350034732508957,1,25.0,1,1,0.015266800337540147,0.015266800337539927
2016-11-05,air_a239a44805932bab,0,0,1,0,0,0,0,-0.1938758616674082,0.12056122932753499,0.0,1.533110254972202,-0.7297815011566505,1,39.0,1,1,1.1894975475097793,1.1894975475097793
2016-11-06,air_a239a44805932bab,0,0,0,1,0,0,0,-0.29351263262091437,-0.23426884871913808,0.0,-0.8180612928328168,-0.31028969221384567,1,27.0,1,1,-0.5419952491679293,-0.5419952491679296
2016-11-07,air_a239a44805932bab,0,1,0,0,0,0,0,-0.6920597164349388,-0.47430096033894653,0.0,1.4825474259871478,-0.8318200492778733,1,26.0,1,1,-1.2982794592110665,-1.298279459211067
2016-11-08,air_a239a44805932bab,0,0,0,0,0,1,0,-0.4374324128870897,0.14143358685969254,0.0,-0.565247147907546,-0.7864695834462188,1,21.0,1,1,-1.1217394316230243,-1.1217394316230247
2016-11-10,air_a239a44805932bab,0,0,0,0,1,0,0,-0.8470502490292816,-0.9439290048124847,0.0,-0.843342707325344,-0.8318200492778733,1,26.0,1,1,-0.5641088225610035,-0.5641088225610038
2016-11-11,air_a239a44805932bab,1,0,0,0,0,0,0,-0.29351263262091437,-0.23426884871913808,0.0,-0.5905285624000731,-0.5937301036616868,1,33.0,1,1,0.35839574748674125,0.3583957474867411
2016-11-12,air_a239a44805932bab,0,0,1,0,0,0,0,-0.31565413727724895,-0.18208795488874496,0.0,-0.05961885805700431,-0.6730934188670823,1,35.0,1,1,1.7121149986994326,1.7121149986994326
2016-11-13,air_a239a44805932bab,0,0,0,1,0,0,0,-0.4042201559025878,0.08925269302929942,0.0,1.3055775245394585,-0.7864695834462188,1,33.0,1,1,-0.40968236836603544,-0.4096823683660357
2016-11-14,air_a239a44805932bab,0,1,0,0,0,0,0,-0.2713711279645795,-0.004672915865408423,0.0,-0.3882772464598564,-0.48035393908255036,1,22.0,1,1,-1.4055302901674762,-1.4055302901674767
2016-11-15,air_a239a44805932bab,0,0,0,0,0,1,0,-0.12745134769840413,-0.1716517761226662,0.0,-0.9191869508029252,0.07518926735521837,1,33.0,1,1,-0.9182945564067417,-0.9182945564067421
2016-11-17,air_a239a44805932bab,0,0,0,0,1,0,0,-0.8138379920447796,-0.9230566472803272,0.0,-0.9191869508029252,-0.7637943505303915,1,25.0,1,1,-0.30427433519238184,-0.3042743351923821
2016-11-18,air_a239a44805932bab,1,0,0,0,0,0,0,-0.8913332583419512,-0.40124770897639606,0.0,1.3561403535245125,-1.1152604607257144,1,35.0,1,1,0.9525137526473344,0.9525137526473343
2016-11-19,air_a239a44805932bab,0,0,1,0,0,0,0,-0.47064466987159187,-0.1612155973565878,0.0,-0.9191869508029252,-0.6164053365775141,1,15.0,1,1,1.444540760643235,1.444540760643235
2016-11-20,air_a239a44805932bab,0,0,0,1,0,0,0,0.12717595584944494,-0.0985985247601159,0.0,-0.9191869508029252,-0.0041740478501770765,1,27.0,1,1,-0.16569594192911694,-0.16569594192911719
2016-11-21,air_a239a44805932bab,0,1,0,0,0,0,0,-0.3377956419335836,-0.33863063637992435,0.0,0.6735421622262812,-0.2082511440926228,1,33.0,1,1,-1.30528209078554,-1.3052820907855405
2016-11-22,air_a239a44805932bab,0,0,0,0,0,1,0,-0.17173435701107337,-0.1612155973565878,0.0,-0.5399657334150189,-0.4009906238771548,1,26.0,1,1,0.6219158304208753,0.6219158304208752
2016-11-25,air_a239a44805932bab,1,0,0,0,0,0,0,-1.1681020665461348,-1.1422164013679783,0.0,-0.8180612928328168,-1.1719485430152827,1,22.0,1,1,0.8209379909585429,0.8209379909585429
2016-11-26,air_a239a44805932bab,0,0,1,0,0,0,0,-0.7806257350602775,-0.5473542117014968,0.0,0.8757934781664978,-1.0132219126044917,1,32.0,1,1,1.7552364668159273,1.7552364668159273
2016-11-27,air_a239a44805932bab,0,0,0,1,0,0,0,-0.5259984315124286,-0.6308436418301259,0.0,-0.9191869508029252,-0.3669777745034139,1,27.0,1,1,-0.5231987117838163,-0.5231987117838166
2016-11-28,air_a239a44805932bab,0,1,0,0,0,0,0,-0.5481399361687632,-0.8395672171516984,0.0,-0.7927798783402897,-0.4009906238771548,1,28.0,1,1,-1.2603178248862892,-1.2603178248862896
2016-11-29,air_a239a44805932bab,0,0,0,0,0,1,0,-0.7031304687631061,-0.8395672171516984,0.0,-0.7422170493552356,-0.457678706166723,1,32.0,1,1,-0.62565826850506,-0.6256582685050603
2016-12-01,air_a239a44805932bab,0,0,0,0,1,0,0,-0.26030037563641223,-0.0985985247601159,0.0,-0.4388400754449106,-0.4463410897088093,1,35.0,1,1,-0.49371394725971735,-0.4937139472597177
2016-12-02,air_a239a44805932bab,1,0,0,0,0,0,0,-0.382078651246253,-0.6725883568944403,0.0,-0.6916542203701814,-0.17423829471888178,1,28.0,1,1,1.0804039187706134,1.0804039187706134
2016-12-03,air_a239a44805932bab,0,0,1,0,0,0,0,-0.5592106884969306,-0.4429924240407106,0.0,0.16791387237573943,-0.6844310353249959,1,42.0,1,1,2.1971393751208597,2.19713937512086
2016-12-04,air_a239a44805932bab,0,0,0,1,0,0,0,-0.5370691838405959,-0.18208795488874496,0.0,0.572416504256173,-0.9451962138570098,1,27.0,1,1,-0.3260193490289048,-0.32601934902890506
2016-12-05,air_a239a44805932bab,0,1,0,0,0,0,0,-0.016743824416730658,-0.1612155973565878,0.0,0.6482607477337542,-0.2082511440926228,1,23.0,1,1,-1.1954513429332714,-1.1954513429332718
2016-12-06,air_a239a44805932bab,0,0,0,0,0,1,0,-0.6588474594504367,-0.38037535144423884,0.0,-0.9191869508029252,-0.48035393908255036,1,16.0,1,1,-0.7211151936518302,-0.7211151936518305
