visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Tōkyō-to Chūō-ku Ginza,total_area_visitors,total_genre_visitors
2016-01-25,air_2aab19554f91ff82,0,1,0,0,0,0,0,-1.5368745233887895,-1.4047019755361003,0.0,1.0865715499635964,-1.6733822074594142,1,24.0,1,1,-1.3716711738009455,-1.3716711738009453
2016-01-26,air_2aab19554f91ff82,0,0,0,0,0,1,0,-1.423972009996333,-1.2547004297613888,0.0,0.8409379735770043,-1.5179515334312812,1,14.0,1,1,-1.2020195503066375,-1.2020195503066373
2016-01-27,air_2aab19554f91ff82,0,0,0,0,0,0,1,-1.1103539172395092,-0.7796955348081359,0.0,1.0374448346862781,-1.4940391220423375,1,52.0,1,1,-1.0531059014073627,-1.0531059014073625
2016-01-28,air_2aab19554f91ff82,0,0,0,0,1,0,0,-0.9221830615854145,-0.7046947619207802,0.0,1.0374448346862781,-1.1114405398192404,1,15.0,1,1,-1.0586027139506244,-1.0586027139506242
2016-01-29,air_2aab19554f91ff82,1,0,0,0,0,0,0,-1.2232564306319655,-1.479702748423456,0.0,-1.2715107833476873,-1.0516595113468816,1,33.0,1,1,-0.9181841389818453,-0.9181841389818451
2016-02-01,air_2aab19554f91ff82,0,1,0,0,0,0,0,-1.3110694966038763,-1.6172041653836082,0.0,-1.2715107833476873,-1.0516595113468816,1,37.0,1,1,-1.416894949725054,-1.4168949497250538
2016-02-02,air_2aab19554f91ff82,0,0,0,0,0,1,0,-1.1479880883703277,-1.1171990128012368,0.0,0.8163746159383451,-1.0516595113468816,1,15.0,1,1,-1.2714792724442188,-1.2714792724442185
2016-02-03,air_2aab19554f91ff82,0,0,0,0,0,0,1,-1.2734353254730575,-1.304700945019626,0.0,0.4724876089971162,-1.1831777739860712,1,27.0,1,1,-1.1980218684569925,-1.1980218684569923
2016-02-04,air_2aab19554f91ff82,0,0,0,0,1,0,0,-1.2608906017627846,-1.2672005585759483,0.0,0.17772731733320593,-1.2310025967639582,1,28.0,1,1,-1.1610433113477767,-1.1610433113477765
2016-02-05,air_2aab19554f91ff82,1,0,0,0,0,0,0,-0.9598172327162334,-0.7921956636226951,0.0,0.9391914041316413,-1.2907836252363172,1,50.0,1,1,-0.7937562914116458,-0.7937562914116457
2016-02-06,air_2aab19554f91ff82,0,0,1,0,0,0,0,-1.060175022398417,-1.217200043317711,0.0,-1.0258772069610953,-0.8364478088463894,1,11.0,1,1,-0.5746333550279814,-0.5746333550279813
2016-02-08,air_2aab19554f91ff82,0,1,0,0,0,0,0,-1.348703667734695,-1.2922008162050667,0.0,0.07947388677856901,-1.2070901853750147,1,34.0,1,1,-1.3664242163732865,-1.3664242163732863
2016-02-09,air_2aab19554f91ff82,0,0,0,0,0,1,0,-1.0727197461086901,-0.6171938602188652,0.0,0.8409379735770043,-1.2907836252363172,1,51.0,1,1,-1.152548237417281,-1.1525482374172809
2016-02-10,air_2aab19554f91ff82,0,0,0,0,0,0,1,-1.1479880883703277,-1.1046988839866774,0.0,1.1602616228795741,-1.1712215682915994,1,38.0,1,1,-0.8344826752549038,-0.8344826752549037
2016-02-11,air_2aab19554f91ff82,0,0,0,0,1,0,0,-1.1479880883703277,-1.0171979822847623,1.0,1.1602616228795741,-1.1592653625971276,1,7.0,1,1,-0.9064409485485132,-0.906440948548513
2016-02-12,air_2aab19554f91ff82,1,0,0,0,0,0,0,-0.9974514038470523,-0.9671974670265252,0.0,-0.6819902000198664,-1.1831777739860712,1,35.0,1,1,-0.8512229680002922,-0.851222968000292
2016-02-13,air_2aab19554f91ff82,0,0,1,0,0,0,0,-0.14441019154849097,0.27031528561484436,0.0,-0.14159633196936394,-0.37015578676198974,1,10.0,1,1,-0.6648310517605959,-0.6648310517605958
2016-02-15,air_2aab19554f91ff82,0,1,0,0,0,0,0,-0.8845488904545957,-0.5171928297023909,0.0,-1.1732573527930503,-0.9799222771800509,1,44.0,1,1,-1.3699221879917258,-1.3699221879917256
2016-02-16,air_2aab19554f91ff82,0,0,0,0,0,1,0,-1.1981669832114197,-1.2046999145031518,0.0,1.0374448346862781,-1.2190463910694864,1,21.0,1,1,-1.2122636100463526,-1.2122636100463524
2016-02-17,air_2aab19554f91ff82,0,0,0,0,0,0,1,-1.1228986409497819,-0.7796955348081359,0.0,0.8163746159383451,-1.2070901853750147,1,17.0,1,1,-1.0463598132860867,-1.0463598132860867
2016-02-18,air_2aab19554f91ff82,0,0,0,0,1,0,0,-1.1228986409497819,-1.1171990128012368,0.0,0.39879753608113866,-1.2310025967639582,1,49.0,1,1,-1.0558543076789937,-1.0558543076789935
2016-02-19,air_2aab19554f91ff82,1,0,0,0,0,0,0,-0.6838333110902284,-0.39219154155679803,0.0,1.012881477047619,-1.075571922735825,1,30.0,1,1,-0.7425359927130698,-0.7425359927130697
2016-02-20,air_2aab19554f91ff82,0,0,1,0,0,0,0,-0.8970936141648687,-1.0546983687284404,0.0,-1.1241306375157323,-0.5853674892624819,1,2.0,1,1,-0.7760165782038463,-0.7760165782038462
2016-02-22,air_2aab19554f91ff82,0,1,0,0,0,0,0,-1.060175022398417,-1.2297001721322702,0.0,-1.1486939951543913,-0.7766667803740305,1,21.0,1,1,-1.3571795770959825,-1.3571795770959822
2016-02-23,air_2aab19554f91ff82,0,0,0,0,0,1,0,-1.060175022398417,-1.2046999145031518,0.0,-1.2469474257090283,-0.7766667803740305,1,28.0,1,1,-1.144802728833594,-1.1448027288335938
2016-02-24,air_2aab19554f91ff82,0,0,0,0,0,0,1,-1.1730775357908738,-1.4922028772380154,0.0,-1.2469474257090283,-1.0636157170413532,1,25.0,1,1,-1.1015777938343079,-1.1015777938343077
2016-02-25,air_2aab19554f91ff82,0,0,0,0,1,0,0,-1.423972009996333,-1.4047019755361003,0.0,-0.7802436305745032,-1.3146960366252607,1,32.0,1,1,-0.9991371964371557,-0.9991371964371555
2016-02-26,air_2aab19554f91ff82,1,0,0,0,0,0,0,-1.1730775357908738,-1.0296981110993217,0.0,1.3076417687115294,-1.3505646537086762,1,44.0,1,1,-0.5963707500854258,-0.5963707500854258
2016-02-27,air_2aab19554f91ff82,0,0,1,0,0,0,0,-0.9221830615854145,-0.8921966941391696,0.0,1.3076417687115294,-1.0397033056524099,1,13.0,1,1,-0.4312165186719684,-0.43121651867196836
2016-02-29,air_2aab19554f91ff82,0,1,0,0,0,0,0,-0.8594594430340496,-0.6046937314043058,0.0,-0.7556802729358439,-0.7886229860685022,1,23.0,1,1,-1.3102068153626543,-1.310206815362654
2016-03-01,air_2aab19554f91ff82,0,0,0,0,0,1,0,-1.2483458780525114,-1.1671995280594738,0.0,1.4058951992661664,-1.1114405398192404,1,20.0,1,1,-1.2030189707690486,-1.2030189707690484
2016-03-02,air_2aab19554f91ff82,0,0,0,0,0,0,1,-1.1103539172395092,-0.9046968229537288,0.0,0.8655013312156634,-1.2310025967639582,1,34.0,1,1,-1.0753430066960128,-1.0753430066960126
2016-03-03,air_2aab19554f91ff82,0,0,0,0,1,0,0,-0.7465569296415931,-0.4046916703713575,0.0,1.381331841627507,-1.0875281284302967,1,41.0,1,1,-1.0918334443257982,-1.091833444325798
2016-03-04,air_2aab19554f91ff82,1,0,0,0,0,0,0,-0.5960202451183175,-0.4671923144441537,0.0,1.1111349076022554,-0.6929733405127281,1,54.0,1,1,-0.7252959897364759,-0.7252959897364758
2016-03-05,air_2aab19554f91ff82,0,0,1,0,0,0,0,-0.5583860739874987,-0.4171917991859165,0.0,-0.6328634847425479,-0.4418930209288205,1,12.0,1,1,-0.5059231982372087,-0.5059231982372085
2016-03-07,air_2aab19554f91ff82,0,1,0,0,0,0,0,-0.13186546783821806,-0.5171928297023909,0.0,-1.2715107833476873,0.1678734694892405,1,21.0,1,1,-1.4128972678754093,-1.4128972678754088
2016-03-08,air_2aab19554f91ff82,0,0,0,0,0,1,0,0.0813948352364224,0.14531399746925144,0.0,0.7181211853837083,0.15591726379476856,1,37.0,1,1,-1.0828386601640971,-1.082838660164097
2016-03-09,air_2aab19554f91ff82,0,0,0,0,0,0,1,-0.809280548192958,-0.5921936025897466,0.0,-1.2715107833476873,-0.9081850430132201,1,19.0,1,1,-1.1285621463194113,-1.128562146319411
2016-03-10,air_2aab19554f91ff82,0,0,0,0,1,0,0,-1.135443364660055,-1.3922018467215411,0.0,-1.2715107833476873,-0.9320974544021637,1,42.0,1,1,-1.0098809664080766,-1.0098809664080763
2016-03-11,air_2aab19554f91ff82,1,0,0,0,0,0,0,-1.3236142203141494,-1.692204938270964,0.0,-1.2715107833476873,-1.0038346885689944,1,29.0,1,1,-0.6763243870783251,-0.676324387078325
2016-03-12,air_2aab19554f91ff82,0,0,1,0,0,0,0,-1.1730775357908738,-1.4047019755361003,0.0,-0.9276237764064584,-1.0157908942634661,1,9.0,1,1,-0.48918290549182036,-0.4891829054918203
2016-03-14,air_2aab19554f91ff82,0,1,0,0,0,0,0,-1.1856222595011465,-1.5922039077544896,0.0,-1.2715107833476873,-0.8962288373187483,1,30.0,1,1,-1.3057094232818036,-1.3057094232818034
2016-03-15,air_2aab19554f91ff82,0,0,0,0,0,1,0,-0.8845488904545957,-0.692194633106221,0.0,1.5287119874594624,-0.8842726316242765,1,25.0,1,1,-1.0348664779683576,-1.0348664779683574
2016-03-16,air_2aab19554f91ff82,0,0,0,0,0,0,1,-0.809280548192958,-0.7171948907353395,0.0,-0.6819902000198664,-1.0157908942634661,1,45.0,1,1,-0.9469174772761684,-0.9469174772761683
2016-03-17,air_2aab19554f91ff82,0,0,0,0,1,0,0,-0.25731270494094766,0.09531348221101404,0.0,1.5287119874594624,-0.5973236949569537,1,38.0,1,1,-0.9001945706584429,-0.9001945706584428
2016-03-18,air_2aab19554f91ff82,1,0,0,0,0,0,0,-0.044052401866307205,0.2203147703566069,0.0,0.5953043971904123,-0.45384922662329236,1,72.0,1,1,-0.5304089995662841,-0.530408999566284
2016-03-19,air_2aab19554f91ff82,0,0,1,0,0,0,0,-0.031507678156034294,-0.3671912839276795,0.0,-0.8048069882131624,0.26352311504501463,1,16.0,1,1,-0.5131689965896902,-0.5131689965896901
2016-03-22,air_2aab19554f91ff82,0,0,0,0,0,1,0,-0.5207519028566798,-0.2671902534112051,0.0,0.890064688854323,-0.7168857519016715,1,32.0,1,1,-1.0308687961187126,-1.0308687961187124
2016-03-23,air_2aab19554f91ff82,0,0,0,0,0,0,1,-0.458028284305315,-0.20468960933840868,0.0,0.17772731733320593,-0.4658054323177641,1,53.0,1,1,-0.9311766049931913,-0.9311766049931912
2016-03-24,air_2aab19554f91ff82,0,0,0,0,1,0,0,-1.1103539172395092,-1.2672005585759483,0.0,-0.9030604187677993,-0.8723164259298047,1,44.0,1,1,-0.9898925571598517,-0.9898925571598516
2016-03-25,air_2aab19554f91ff82,1,0,0,0,0,0,0,-0.8845488904545957,-0.6546942466625431,0.0,0.9883181194089595,-1.0636157170413532,1,54.0,1,1,-0.39423796156275254,-0.3942379615627525
2016-03-26,air_2aab19554f91ff82,0,0,1,0,0,0,0,-0.8970936141648687,-0.8921966941391696,0.0,0.2514173902491835,-0.752754368985087,1,23.0,1,1,-0.3999846292216172,-0.39998462922161715
2016-03-28,air_2aab19554f91ff82,0,1,0,0,0,0,0,-0.4831177317258608,-0.35469115511312005,0.0,-0.5837367694652296,-0.28646234690068734,1,33.0,1,1,-1.0660983674187088,-1.0660983674187086
2016-03-29,air_2aab19554f91ff82,0,0,0,0,0,1,0,-0.2698574286512206,-0.12968883645105278,0.0,1.135698265240915,-0.4777616380122358,1,60.0,1,1,-0.7950055669896599,-0.7950055669896597
2016-03-30,air_2aab19554f91ff82,0,0,0,0,0,0,1,-0.031507678156034294,0.04531296695277706,0.0,-0.3872299083559559,-0.23863752412280018,1,41.0,1,1,-0.8792067409478069,-0.8792067409478067
2016-03-31,air_2aab19554f91ff82,0,0,0,0,1,0,0,-0.031507678156034294,0.07031322458189555,0.0,0.9637547617703004,-0.2984185525951591,1,41.0,1,1,-0.8439771696478107,-0.8439771696478106
2016-04-01,air_2aab19554f91ff82,1,0,0,0,0,0,0,-0.2949468760717664,-0.15468909408017173,0.0,-0.2152864048853415,-0.3940681981509334,1,61.0,1,1,-0.6398455402003148,-0.6398455402003147
2016-04-02,air_2aab19554f91ff82,0,0,1,0,0,0,0,-0.5834755214080446,-0.7921956636226951,0.0,-1.2715107833476873,-0.4418930209288205,1,5.0,1,1,-0.6568356880613059,-0.6568356880613058
2016-04-04,air_2aab19554f91ff82,0,1,0,0,0,0,0,0.056305387815876344,0.28281541442940333,0.0,-1.0995672798770728,-0.20276890703938494,1,41.0,1,1,-1.2857210140335789,-1.2857210140335786
2016-04-05,air_2aab19554f91ff82,0,0,0,0,0,1,0,-0.5458413502772256,-0.8546963076954915,0.0,-1.2715107833476873,-0.2745061412062156,1,45.0,1,1,-1.0838380806265082,-1.0838380806265082
2016-04-06,air_2aab19554f91ff82,0,0,0,0,0,0,1,-0.06914184928685327,0.07031322458189555,0.0,0.767247900661027,-0.4897178437067077,1,46.0,1,1,-1.0176264749917636,-1.0176264749917634
2016-04-07,air_2aab19554f91ff82,0,0,0,0,1,0,0,-0.1694996389690368,0.05781309576733653,0.0,-1.1486939951543913,0.048311412544522675,1,20.0,1,1,-1.1320601179378507,-1.1320601179378504
2016-04-08,air_2aab19554f91ff82,1,0,0,0,0,0,0,0.11902900636724137,0.40781670257499625,0.0,-0.19072304724668218,0.012442795461107237,1,30.0,1,1,-0.5803800226868461,-0.580380022686846
2016-04-09,air_2aab19554f91ff82,0,0,1,0,0,0,0,0.244476243469971,0.48281747546235215,0.0,0.5707410395517531,-0.05929443870572342,1,11.0,1,1,-0.48918290549182036,-0.4891829054918203
2016-04-11,air_2aab19554f91ff82,0,1,0,0,0,0,0,-0.44548356059504207,-0.3171907686694421,0.0,0.2514173902491835,-0.4777616380122358,1,41.0,1,1,-1.3077082642066262,-1.307708264206626
2016-04-12,air_2aab19554f91ff82,0,0,0,0,0,1,0,-0.5834755214080446,-0.5671933449606281,0.0,1.5287119874594624,-0.752754368985087,1,26.0,1,1,-1.1463018595272108,-1.1463018595272105
2016-04-13,air_2aab19554f91ff82,0,0,0,0,0,0,1,-0.09423129670739909,-0.07968832119281581,0.0,-1.0995672798770728,-0.09516305578913886,1,34.0,1,1,-1.059352279297433,-1.0593522792974328
2016-04-14,air_2aab19554f91ff82,0,0,0,0,1,0,0,-0.018962954445761373,-0.2546901245966457,0.0,-1.2715107833476873,0.20374208657265572,1,45.0,1,1,-1.026621259153465,-1.0266212591534647
2016-04-15,air_2aab19554f91ff82,1,0,0,0,0,0,0,0.1441184537877872,0.2203147703566069,0.0,1.7006554909300766,-0.04733823301125168,1,47.0,1,1,-0.6078640854031552,-0.6078640854031551
2016-04-16,air_2aab19554f91ff82,0,0,1,0,0,0,0,0.0813948352364224,0.15781412628381047,0.0,-0.3135398354399783,-0.15494408426149778,1,10.0,1,1,-0.3947376717939582,-0.39473767179395813
2016-04-18,air_2aab19554f91ff82,0,1,0,0,0,0,0,0.4702812702548839,0.8953217263428087,0.0,0.423360893719798,0.28743552643395837,1,35.0,1,1,-1.396156975130021,-1.3961569751300207
2016-04-19,air_2aab19554f91ff82,0,0,0,0,0,1,0,0.13157373007751405,0.28281541442940333,0.0,1.5778387027367806,0.07222382393346616,1,44.0,1,1,-1.0828386601640971,-1.082838660164097
2016-04-20,air_2aab19554f91ff82,0,0,0,0,0,0,1,-0.031507678156034294,-0.042187934749137866,0.0,1.5287119874594624,-0.190812701344913,1,39.0,1,1,-0.9506653040102105,-0.9506653040102104
2016-04-21,air_2aab19554f91ff82,0,0,0,0,1,0,0,0.16920790120833304,0.07031322458189555,0.0,-1.2715107833476873,0.22765449796159942,1,33.0,1,1,-1.0558543076789937,-1.0558543076789935
2016-04-22,air_2aab19554f91ff82,1,0,0,0,0,0,0,0.2695656908905168,0.5078177330914706,0.0,0.8163746159383451,0.21569829226712747,1,50.0,1,1,-0.5623904543634437,-0.5623904543634436
2016-04-23,air_2aab19554f91ff82,0,0,1,0,0,0,0,0.34483403315215433,0.3453160585021998,0.0,-0.7556802729358439,0.3113479378229018,1,7.0,1,1,-0.46619623485636186,-0.4661962348563618
2016-04-25,air_2aab19554f91ff82,0,1,0,0,0,0,0,0.3699234805727006,0.43281696020411514,0.0,0.8655013312156634,0.2515669093505429,1,15.0,1,1,-1.2607355024732978,-1.2607355024732976
2016-04-26,air_2aab19554f91ff82,0,0,0,0,0,1,0,0.5079154413857029,0.6828195364953009,0.0,1.4058951992661664,0.3352603492118453,1,36.0,1,1,-0.9871441508882208,-0.9871441508882206
2016-04-27,air_2aab19554f91ff82,0,0,0,0,0,0,1,0.3699234805727006,0.27031528561484436,0.0,-1.1978207104317098,0.4548224061565631,1,42.0,1,1,-0.9679053069868044,-0.9679053069868043
2016-04-28,air_2aab19554f91ff82,0,0,0,0,1,0,0,-0.09423129670739909,-0.5296929585169501,0.0,-1.2715107833476873,0.22765449796159942,1,37.0,1,1,-0.7285441062393124,-0.7285441062393123
2016-04-29,air_2aab19554f91ff82,1,0,0,0,0,0,0,0.0813948352364224,0.2203147703566069,1.0,1.0374448346862781,0.00048658976663549635,1,5.0,1,1,-0.5573933520513875,-0.5573933520513874
2016-04-30,air_2aab19554f91ff82,0,0,1,0,0,0,0,0.10648428265696823,0.2578151568002849,0.0,1.4304585569048254,-0.10711926148361059,1,14.0,1,1,-0.6011179972818793,-0.6011179972818792
2016-05-06,air_2aab19554f91ff82,1,0,0,0,0,0,0,0.3699234805727006,0.35781618731675924,0.0,-1.2469474257090283,0.4548224061565631,1,21.0,1,1,-1.1338091037470703,-1.1338091037470701
2016-05-07,air_2aab19554f91ff82,0,0,1,0,0,0,0,0.7588099155911621,0.8453212110845714,0.0,1.5532753450981214,0.47873481754550684,1,13.0,1,1,-0.7100548276847045,-0.7100548276847044
2016-05-09,air_2aab19554f91ff82,0,1,0,0,0,0,0,0.42010237541379225,0.27031528561484436,0.0,-1.2715107833476873,0.574384463101281,1,32.0,1,1,-1.473612060966892,-1.4736120609668917
2016-05-10,air_2aab19554f91ff82,0,0,0,0,0,1,0,0.4075576517035191,0.3703163161313187,0.0,-1.2469474257090283,0.5624282574068095,1,26.0,1,1,-1.3122056562874767,-1.3122056562874764
2016-05-11,air_2aab19554f91ff82,0,0,0,0,0,0,1,0.7838993630117079,0.9328221127864866,0.0,-0.8539337034904808,0.5504720517123375,1,40.0,1,1,-1.1233151888917523,-1.123315188891752
2016-05-12,air_2aab19554f91ff82,0,0,0,0,1,0,0,0.8215335341425269,1.04532327211752,0.0,1.9462890673166686,0.7298151371294143,1,44.0,1,1,-1.0036345885180062,-1.003634588518006
2016-05-13,air_2aab19554f91ff82,1,0,0,0,0,0,0,0.7588099155911621,0.8578213398991308,0.0,1.4550219145434844,0.6102530801846964,1,47.0,1,1,-0.648840324362016,-0.6488403243620159
2016-05-14,air_2aab19554f91ff82,0,0,1,0,0,0,0,0.5831837836473408,0.645319150051623,0.0,0.9146280464929821,0.359172760600789,1,17.0,1,1,-0.48918290549182036,-0.4891829054918203
2016-05-16,air_2aab19554f91ff82,0,1,0,0,0,0,0,0.4828259939651571,0.45781721783323365,0.0,-0.8293703458518217,0.3352603492118453,1,55.0,1,1,-1.4128972678754093,-1.4128972678754088
2016-05-17,air_2aab19554f91ff82,0,0,0,0,0,1,0,0.39501292799324644,0.1078136110255735,0.0,-1.2715107833476873,0.4189537890731479,1,37.0,1,1,-1.2417465136874843,-1.2417465136874841
2016-05-18,air_2aab19554f91ff82,0,0,0,0,0,0,1,0.6082732310678867,0.9953227568592832,0.0,2.0199791402326466,0.20374208657265572,1,24.0,1,1,-1.0401134353960166,-1.0401134353960164
2016-05-19,air_2aab19554f91ff82,0,0,0,0,1,0,0,0.520460165095976,0.6828195364953009,0.0,1.5778387027367806,0.4069975833786762,1,28.0,1,1,-1.031618361465521,-1.0316183614655208
2016-05-20,air_2aab19554f91ff82,1,0,0,0,0,0,0,0.2570209671802437,0.14531399746925144,0.0,-0.8539337034904808,0.359172760600789,1,73.0,1,1,-0.6483406141308103,-0.6483406141308102
2016-05-21,air_2aab19554f91ff82,0,0,1,0,0,0,0,0.49537071767543017,0.8328210822700123,0.0,1.7006554909300766,0.1678734694892405,1,10.0,1,1,-0.3749991176613362,-0.37499911766133615
2016-05-23,air_2aab19554f91ff82,0,1,0,0,0,0,0,1.0473385609274404,1.4078270077397392,0.0,1.7989089214847134,0.4428662004620914,1,20.0,1,1,-1.3049598579349952,-1.304959857934995
2016-05-24,air_2aab19554f91ff82,0,0,0,0,0,1,0,1.0347938372171672,1.207824946706791,0.0,0.8655013312156634,0.7895961656017731,1,43.0,1,1,-1.1945238968385532,-1.194523896838553
2016-05-25,air_2aab19554f91ff82,0,0,0,0,0,0,1,0.8842571526938917,0.6078187636079451,0.0,-1.2715107833476873,1.0885013079635677,1,27.0,1,1,-0.9911418327378658,-0.9911418327378656
2016-05-26,air_2aab19554f91ff82,0,0,0,0,1,0,0,0.9846149423760755,0.9453222416010457,0.0,-0.3872299083559559,1.0645888965746242,1,40.0,1,1,-0.9554125512066639,-0.9554125512066638
2016-05-27,air_2aab19554f91ff82,1,0,0,0,0,0,0,0.5330048888062487,0.3453160585021998,0.0,-1.1978207104317098,0.4548224061565631,1,55.0,1,1,-0.664581196644993,-0.6645811966449929
2016-05-28,air_2aab19554f91ff82,0,0,1,0,0,0,0,0.520460165095976,0.5578182483497081,0.0,-1.2223840680703688,0.4428662004620914,1,4.0,1,1,-0.47119333716841805,-0.471193337168418
2016-05-30,air_2aab19554f91ff82,0,1,0,0,0,0,0,0.2821104146007895,0.2078146415420479,0.0,-1.2715107833476873,0.47873481754550684,1,15.0,1,1,-1.2919673919236492,-1.291967391923649
2016-05-31,air_2aab19554f91ff82,0,0,0,0,0,1,0,0.6584521259089783,0.657819278866182,0.0,-0.14159633196936394,0.586340668795753,1,26.0,1,1,-1.0663482225343117,-1.0663482225343115
2016-06-01,air_2aab19554f91ff82,0,0,0,0,0,0,1,0.7964440867219811,0.8453212110845714,0.0,0.12860060205588747,0.7895961656017731,1,17.0,1,1,-1.0873360522449476,-1.0873360522449476
2016-06-02,air_2aab19554f91ff82,0,0,0,0,1,0,0,0.6960862970397973,0.7953206958263344,0.0,1.9217257096780096,0.586340668795753,1,42.0,1,1,-1.0271209693846703,-1.0271209693846703
2016-06-03,air_2aab19554f91ff82,1,0,0,0,0,0,0,0.5330048888062487,0.570318377164267,0.0,1.8480356367620316,0.3352603492118453,1,50.0,1,1,-0.7217980181180366,-0.7217980181180365
2016-06-04,air_2aab19554f91ff82,0,0,1,0,0,0,0,0.8215335341425269,0.9453222416010457,0.0,0.6935578277450491,0.586340668795753,1,16.0,1,1,-0.5493979883520976,-0.5493979883520975
2016-06-06,air_2aab19554f91ff82,0,1,0,0,0,0,0,0.6082732310678867,0.5328179907205891,0.0,-1.1486939951543913,0.586340668795753,1,26.0,1,1,-1.3194514546399583,-1.319451454639958
2016-06-07,air_2aab19554f91ff82,0,0,0,0,0,1,0,0.5580943362267949,0.15781412628381047,0.0,-1.2715107833476873,0.8374209883796602,1,23.0,1,1,-1.1757847631683425,-1.1757847631683422
2016-06-08,air_2aab19554f91ff82,0,0,0,0,0,0,1,0.8466229815630727,0.9578223704156051,0.0,0.12860060205588747,0.6102530801846964,1,24.0,1,1,-1.0126293726797075,-1.0126293726797073
2016-06-09,air_2aab19554f91ff82,0,0,0,0,1,0,0,0.7588099155911621,0.5078177330914706,0.0,-1.2715107833476873,0.9808954567133219,1,42.0,1,1,-1.0626003958002694,-1.0626003958002692
2016-06-10,air_2aab19554f91ff82,1,0,0,0,0,0,0,1.0473385609274404,1.1453243026339945,0.0,1.2339516957955516,0.956983045324378,1,54.0,1,1,-0.6278524946513799,-0.6278524946513798
