visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-08-06,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,1.6371050497161974,1.7267751001170613,0.0,0.9600006307661006,1.5960954096683604,1,20.0,1,1,0.5610188899430489,0.5610188899430489
2016-08-08,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,1.566406689427741,1.6083329381827227,0.0,-0.1761936831916539,1.5400416047835266,1,28.0,1,1,-1.1660159058548385,-1.1660159058548385
2016-08-09,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,1.9670307310623263,2.1413226668872456,0.0,0.7706349117731413,1.5848846486913934,1,30.0,1,1,-0.32920908288549655,-0.32920908288549655
2016-08-10,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,1.6371050497161974,1.7030866677301932,0.0,-0.09503694648038555,1.6185169316222938,1,26.0,1,1,0.6805627217958121,0.6805627217958121
2016-08-11,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,1.4250099688508289,1.4780465600549504,1.0,-0.09503694648038555,1.5288308438065596,1,29.0,1,1,0.36825446108046844,0.36825446108046844
2016-08-12,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,1.3543116085623725,1.4543581276680824,0.0,0.06727652694215067,1.4167232340368923,1,16.0,1,1,-0.06695980175849739,-0.06695980175849739
2016-08-13,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,1.3307454884662204,1.4425139114746488,1.0,0.5271647016393369,1.3158263852441916,1,6.0,1,1,0.10002798836083113,0.10002798836083113
2016-08-17,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,1.5899728095238932,1.7386193163104944,0.0,1.284627577611173,1.2821941023132912,1,18.0,1,1,-0.8477304535468566,-0.8477304535468566
2016-08-18,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,1.3778777286585244,1.4188254790877812,0.0,-1.123022278156449,1.5288308438065596,1,24.0,1,1,-0.5705381934382621,-0.5705381934382621
2016-08-19,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,1.460359148995057,1.5017349924418177,0.0,0.4460079649280689,1.5064093218526262,1,11.0,1,1,0.7676055743636053,0.7676055743636053
2016-08-20,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,1.2364810080816122,1.2293180199928397,0.0,-0.9877610503043354,1.4055124730599258,1,45.0,1,1,0.6495560404090017,0.6495560404090017
2016-08-22,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,1.2364810080816122,1.0279663447044647,0.0,-1.4205969794310989,1.3046156242672247,1,13.0,1,1,-2.0289729420419724,-2.0289729420419724
2016-08-23,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,1.3660946686104487,1.2766948847665749,0.0,-0.9607088047339126,1.4167232340368923,1,23.0,1,1,-0.6355401520082021,-0.6355401520082021
2016-08-24,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,1.3307454884662204,1.3714486143140456,0.0,-0.9066043135930673,1.338247907198125,1,34.0,1,1,-0.44464359551832094,-0.44464359551832094
2016-08-25,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,1.507491389187361,1.5491118572155536,0.0,1.798620243449205,1.338247907198125,1,18.0,1,1,-0.31463967837844103,-0.31463967837844103
2016-08-26,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,1.5428405693315892,1.560956073408987,0.0,1.3387320687520183,1.3943017120829588,1,28.0,1,1,1.0668387284700531,1.0668387284700531
2016-08-27,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,1.0715181674085479,0.8739915341898247,0.0,-1.4205969794310989,1.125243448635757,1,37.0,1,1,1.1299728146672936,1.1299728146672936
2016-08-29,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,1.2246979480335363,1.2411622361862737,0.0,-0.7172385946001082,1.1812972535205908,1,12.0,1,1,-1.4566568470468688,-1.4566568470468688
2016-08-30,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,1.165782647793156,1.004277912317597,0.0,-1.2582835060085626,1.2261402974284576,1,19.0,1,1,-0.6620639397005339,-0.6620639397005339
2016-08-31,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,1.3660946686104487,1.359604398120612,0.0,1.6363067700266687,1.2261402974284576,1,42.0,1,1,-0.2313325705560467,-0.2313325705560467
2016-09-01,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,1.3896607887066006,1.5254234248286855,0.0,1.3116798231815958,1.1700864925436238,1,26.0,1,1,-0.6258272156701651,-0.6258272156701651
2016-09-02,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,1.3543116085623725,1.2056295876059722,0.0,-0.09503694648038555,1.2821941023132912,1,47.0,1,1,0.5811919115682027,0.5811919115682027
2016-09-03,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,1.4132269088027527,1.5254234248286855,0.0,0.5812691927801824,1.4615662779447594,1,42.0,1,1,1.1647152407995027,1.1647152407995027
2016-09-04,air_5bd22f9cc1426a90,0,0,0,1,0,0,0,1.3543116085623725,1.4543581276680824,0.0,-0.20324592876207653,1.3943017120829588,1,7.0,1,1,-0.7681590904698612,-0.7681590904698612
2016-09-05,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,1.554623629379665,1.584644505795855,0.0,1.1764185953294821,1.4839877998986928,1,7.0,1,1,-1.365504675259137,-1.365504675259137
2016-09-06,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,1.6017558695719694,1.5135792086352515,0.0,1.1764185953294821,1.6073061706453269,1,32.0,1,1,-0.6620639397005339,-0.6620639397005339
2016-09-07,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,1.4014438487546768,1.2648506685731413,0.0,-0.7983953313113764,1.551252365760493,1,34.0,1,1,-0.5653081507947038,-0.5653081507947038
2016-09-08,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,1.3189624284181443,1.2766948847665749,0.0,-1.0689177870156037,1.472777038921726,1,17.0,1,1,-0.4177462333514492,-0.4177462333514492
2016-09-09,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,1.3896607887066006,1.5254234248286855,0.0,0.013172035801305184,1.2373510584054244,1,36.0,1,1,0.8987302149271048,0.8987302149271048
2016-09-10,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,1.3425285485142966,1.3714486143140456,0.0,-0.3114549110437675,1.3158263852441916,1,25.0,1,1,1.407538649250428,1.407538649250428
2016-09-11,air_5bd22f9cc1426a90,0,0,0,1,0,0,0,0.9419045068797113,0.6489514265145819,0.0,-1.3664924882902534,1.0355573608200228,1,4.0,1,1,-0.32883550841095666,-0.32883550841095666
2016-09-12,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,1.1186504076008519,0.9569010475438614,0.0,-1.3394402427198309,1.2261402974284576,1,16.0,1,1,-1.3442109302103635,-1.3442109302103635
2016-09-13,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,0.8712061465912553,0.5068208321933756,0.0,-1.4205969794310989,1.102821926681823,1,34.0,1,1,-0.8264367084980833,-0.8264367084980833
2016-09-14,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,0.9301214468316354,0.8266146694160895,0.0,-1.3394402427198309,1.0131358388660894,1,36.0,1,1,-0.43156848890942495,-0.43156848890942495
2016-09-15,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,1.0479520473123958,0.8029262370292215,0.0,-1.3935447338606763,1.1925080144975573,1,43.0,1,1,-0.10693227053426507,-0.10693227053426507
2016-09-16,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,0.9065553267354831,0.5660419131605448,0.0,-1.4205969794310989,1.158875731566657,1,38.0,1,1,0.8307396605608458,0.8307396605608458
2016-09-17,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,1.1893487678893082,1.1582527228322366,0.0,0.013172035801305184,1.125243448635757,1,48.0,1,1,1.2928512855666834,1.2928512855666834
2016-09-20,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,0.4587990449085942,0.05674061684289018,0.0,-1.4205969794310989,0.676813009557087,1,13.0,1,1,-1.8309784705358334,-1.8309784705358334
2016-09-21,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,0.5766296453893545,0.42391131883933886,0.0,-1.3935447338606763,0.676813009557087,1,38.0,1,1,0.32305194966114237,0.32305194966114237
2016-09-22,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,0.4941482250528219,0.15149434639036052,1.0,-1.4205969794310989,0.7328668144419207,1,15.0,1,1,-0.3426577639689324,-0.3426577639689324
2016-09-23,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,0.6591110657258866,0.2936249407115669,0.0,-1.4205969794310989,0.8786067071424881,1,13.0,1,1,0.13850615923843926,0.13850615923843926
2016-09-24,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,0.776941666206647,0.5068208321933756,0.0,-1.4205969794310989,1.0355573608200228,1,34.0,1,1,1.0664651539955132,1.0664651539955132
2016-09-26,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,1.201131827937384,1.2411622361862737,0.0,-0.5819773667479946,1.158875731566657,1,17.0,1,1,-1.115956926266494,-1.115956926266494
2016-09-27,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,1.2246979480335363,1.2056295876059722,0.0,-0.7983953313113764,1.2597725803593578,1,24.0,1,1,-0.4924611282594262,-0.4924611282594262
2016-09-28,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,1.3307454884662204,1.300383317153443,0.0,-0.8524998224522218,1.3943017120829588,1,23.0,1,1,-0.3774001901011417,-0.3774001901011417
2016-09-29,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,1.106867347552776,0.980589479930729,0.0,-1.23123126043814,1.1364542096127235,1,30.0,1,1,-0.25598848587567913,-0.25598848587567913
2016-09-30,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,0.7298094260143426,0.6015745617408463,0.0,-0.7713430857409537,0.8113421412806879,1,42.0,1,1,1.134829282836312,1.134829282836312
2016-10-01,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,0.5294974051970501,0.2580922921312653,0.0,-1.4205969794310989,0.676813009557087,1,26.0,1,1,1.1688245600194416,1.1688245600194416
2016-10-02,air_5bd22f9cc1426a90,0,0,0,1,0,0,0,0.9301214468316354,0.9450568313504278,0.0,1.0411573674773684,0.7889206193267545,1,8.0,1,1,-0.48200104297230945,-0.48200104297230945
2016-10-03,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,0.8829892066393311,0.8147704532226555,0.0,-1.4205969794310989,0.9570820339812557,1,15.0,1,1,-1.563125572290736,-1.563125572290736
2016-10-04,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,1.1422165276970038,1.4662023438615164,0.0,0.25664224593510976,0.9122389900733885,1,23.0,1,1,-0.7214622811523755,-0.7214622811523755
2016-10-05,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,1.0361689872643196,0.8029262370292215,0.0,-1.23123126043814,1.11403268765879,1,43.0,1,1,-0.8910650925934833,-0.8910650925934833
2016-10-06,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,1.2718301882258403,1.3832928305074796,0.0,0.8247394029139871,1.102821926681823,1,18.0,1,1,-0.41998768019868854,-0.41998768019868854
2016-10-07,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,0.7298094260143426,0.6252629941277139,0.0,0.14843326365341877,0.8337636632346214,1,35.0,1,1,0.7526625953820099,0.7526625953820099
2016-10-08,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,0.7062433059181906,0.6726398589014495,0.0,-1.3664924882902534,0.7440775754188872,1,25.0,1,1,1.0037046422728124,1.0037046422728124
2016-10-09,air_5bd22f9cc1426a90,0,0,0,1,0,0,0,0.8358569664470271,0.7200167236751848,0.0,-1.4205969794310989,0.7889206193267545,1,9.0,1,1,0.2883095235289331,0.2883095235289331
2016-10-11,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,0.2820531441874537,0.05674061684289018,0.0,-1.3664924882902534,0.5198623558795522,1,33.0,1,1,-1.209724119376005,-1.209724119376005
2016-10-12,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,0.3174023243316814,0.42391131883933886,0.0,0.7976871573435639,0.2395933314553835,1,49.0,1,1,-0.502921213546543,-0.502921213546543
2016-10-13,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,0.15243948365861715,-0.16829949083235296,0.0,-1.4205969794310989,0.41896550708685165,1,37.0,1,1,-0.46892593636341345,-0.46892593636341345
2016-10-14,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,0.0463919432259328,-0.014324680317713003,0.0,-0.3385071566141901,0.1162749607087493,1,20.0,1,1,0.9088167257396818,0.9088167257396818
2016-10-15,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,0.17600560375476912,0.36469023787216964,0.0,1.501045542174555,0.02658887289301543,1,34.0,1,1,1.3709283507455192,1.3709283507455192
2016-10-16,air_5bd22f9cc1426a90,0,0,0,1,0,0,0,0.25848702409130125,0.3883786702590372,0.0,-0.01388020976911744,0.127485721685716,1,2.0,1,1,-0.5141284477827395,-0.5141284477827395
2016-10-17,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,0.2702700841393775,-0.014324680317713003,0.0,-1.4205969794310989,0.4638085509947185,1,13.0,1,1,-1.4293859104054574,-1.4293859104054574
2016-10-18,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,0.6708941257739625,0.7910820208357879,0.0,0.17548550922384165,0.575916160764386,1,34.0,1,1,-0.6329251306864229,-0.6329251306864229
2016-10-19,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,0.6591110657258866,0.5068208321933756,0.0,-0.9066043135930673,0.7664990973728206,1,42.0,1,1,-0.4969440219539048,-0.4969440219539048
2016-10-20,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,0.7887247262547228,0.9569010475438614,0.0,1.284627577611173,0.6095484436952864,1,31.0,1,1,-0.2780293798735323,-0.2780293798735323
2016-10-21,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,0.35275150447590964,0.2107154273575297,0.0,-0.09503694648038555,0.43017626806381837,1,32.0,1,1,0.9319783431611546,0.9319783431611546
2016-10-22,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,0.17600560375476912,-0.15645527463891895,0.0,-1.3935447338606763,0.351700941225051,1,32.0,1,1,1.475529203616687,1.475529203616687
2016-10-24,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,-0.03608947711059935,-0.06170154509144818,0.0,1.2305230864703278,0.037799633869982134,1,5.0,1,1,-1.2642659926588282,-1.2642659926588282
2016-10-25,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,-0.1421370175432837,-0.28674165276669134,0.0,-0.7713430857409537,-0.17520482469238616,1,16.0,1,1,-0.5963148321815142,-0.5963148321815142
2016-10-26,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,0.4587990449085942,0.7200167236751848,0.0,1.1764185953294821,0.1162749607087493,1,40.0,1,1,-0.20742380418549408,-0.20742380418549408
2016-10-27,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,0.44701598486051797,0.4357555350327728,0.0,0.6353736839210277,0.18353952657054975,1,21.0,1,1,-0.19397512310205822,-0.19397512310205822
2016-10-28,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,-0.3542320984086524,-0.5710028414091032,0.0,-1.4205969794310989,-0.16399406371541944,1,45.0,1,1,0.8348489797807845,0.8348489797807845
2016-10-29,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,0.034608883177856806,0.13965013019692696,0.0,-1.4205969794310989,0.004167350939081808,1,53.0,1,1,1.6555921003449114,1.6555921003449114
2016-10-31,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,-0.10678783739905551,-0.06170154509144818,0.0,-0.36555940218461286,-0.19762634664631956,1,28.0,1,1,-1.0957839046413402,-1.0957839046413402
2016-11-01,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,-0.21283537783173984,-0.3814953823141621,0.0,-0.5278728756071492,0.015378111916048518,1,24.0,1,1,-0.8141087508382671,-0.8141087508382671
2016-11-02,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,-0.5074118790336407,-0.8789524624383831,0.0,-1.4205969794310989,-0.33215547836992065,1,56.0,1,1,0.33052343915194005,0.33052343915194005
2016-11-03,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,-0.27175067807212,-0.026168896511147007,1.0,1.1493663497590594,-0.3545770003238541,1,10.0,1,1,-0.13046746243027782,-0.13046746243027782
2016-11-04,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,-0.1421370175432837,-0.09723419367174976,0.0,1.0682096130477912,-0.34336623934688737,1,21.0,1,1,-0.002704992137637203,-0.002704992137637203
2016-11-05,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,-0.07143865725482754,-0.014324680317713003,0.0,0.418955719357646,-0.04067569296878523,1,13.0,1,1,1.1875032837464359,1.1875032837464359
2016-11-07,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,-0.4956288189855647,-0.6183797061828386,0.0,0.8517916484844097,-0.37699852227778774,1,6.0,1,1,-1.3341244193977866,-1.3341244193977866
2016-11-08,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,-0.625242479514401,-0.7131334357303093,0.0,-0.93365655916349,-0.6124245027940894,1,35.0,1,1,-1.1551822460931818,-1.1551822460931818
2016-11-09,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,-0.5663271792740209,-0.594691273795971,0.0,0.20253775479426428,-0.41063080520868783,1,43.0,1,1,-0.8510926238177157,-0.8510926238177157
2016-11-10,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,-0.6605916596586292,-0.7841987328909124,0.0,-1.2853357515789854,-0.44426308813958815,1,10.0,1,1,-0.5899640661143362,-0.5899640661143362
2016-11-11,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,-0.7312900199470853,-0.8907966786318169,0.0,-1.4205969794310989,-0.6572675467019563,1,34.0,1,1,0.34509284365899556,0.34509284365899556
2016-11-12,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,-0.18926925773558786,-0.09723419367174976,0.0,0.2836944915055324,-0.17520482469238616,1,27.0,1,1,1.7172318886439926,1.7172318886439926
2016-11-14,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,-0.17748619768751187,-0.3459627337338605,0.0,-1.4205969794310989,-0.007043410037884901,1,12.0,1,1,-1.4428345914888931,-1.4428345914888931
2016-11-15,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,0.011042763081704824,-0.03801311270458059,0.0,-0.9877610503043354,0.127485721685716,1,31.0,1,1,-0.9489691361471654,-0.9489691361471654
2016-11-16,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,-0.31888291826442416,-0.5710028414091032,0.0,-1.2582835060085626,-0.09672949785361898,1,22.0,1,1,-0.37553231772844226,-0.37553231772844226
2016-11-17,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,-0.3070998582163482,-0.15645527463891895,0.0,0.7706349117731413,-0.42184156618565466,1,18.0,1,1,-0.32659406156371734,-0.32659406156371734
2016-11-18,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,-0.4602796388413365,-0.46440489566819887,0.0,1.014105121906946,-0.6124245027940894,1,47.0,1,1,0.9472948966172898,0.9472948966172898
2016-11-19,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,-0.637025539562477,-0.9026408948252507,0.0,-1.4205969794310989,-0.41063080520868783,1,36.0,1,1,1.4460168201280361,1.4460168201280361
2016-11-21,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,-0.3070998582163482,-0.5828470576025372,0.0,-1.4205969794310989,-0.15278330273845273,1,18.0,1,1,-1.3412223344140446,-1.3412223344140446
2016-11-22,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,-0.1421370175432837,-0.03801311270458059,0.0,0.39190347378722334,-0.14157254176148582,1,39.0,1,1,0.6121985929550132,0.6121985929550132
2016-11-23,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,-0.4484965787932605,-0.5828470576025372,1.0,-1.3935447338606763,-0.34336623934688737,1,30.0,1,1,-0.24814342191034153,-0.24814342191034153
2016-11-24,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,-1.4618397429277996,-1.3053442454020012,0.0,-1.4205969794310989,-1.1953840735963603,1,29.0,1,1,-1.1634008845330592,-1.1634008845330592
2016-11-25,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,-1.1319140615816705,-1.0447714891464566,0.0,1.0952618586182143,-1.2626486394581609,1,25.0,1,1,0.813928809206551,0.813928809206551
2016-11-26,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,-0.8137714402836175,-0.7723545166974786,0.0,0.33779898264637787,-0.937536571126125,1,34.0,1,1,1.760940102165159,1.760940102165159
2016-11-27,air_5bd22f9cc1426a90,0,0,0,1,0,0,0,-0.5427610591778689,-0.6894450033434415,0.0,-1.2853357515789854,-0.33215547836992065,1,9.0,1,1,-0.5484972994404089,-0.5484972994404089
2016-11-28,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,-0.4838457589374887,-0.6657565709565739,0.0,-0.5278728756071492,-0.2424693905541866,1,10.0,1,1,-1.2956462485201785,-1.2956462485201785
2016-11-29,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,-0.5545441192259448,-0.6302239223762723,0.0,0.12138101808299616,-0.45547384911655486,1,44.0,1,1,-0.6523510033624969,-0.6523510033624969
2016-11-30,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,-0.7548561400432373,-0.9263293272121182,0.0,-0.09503694648038555,-0.7581643954946572,1,30.0,1,1,-0.4140104886060504,-0.4140104886060504
2016-12-01,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,-0.613459419466325,-0.36965116612072807,0.0,-0.5819773667479946,-0.6348460247480229,1,26.0,1,1,-0.5186113414772181,-0.5186113414772181
2016-12-02,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,-0.43671351874518455,-0.48809332805506644,0.0,0.8788438940548323,-0.320944717392954,1,42.0,1,1,1.0769252392826298,1.0769252392826298
2016-12-03,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,-0.5191949390817167,-0.4407164632813311,0.0,0.39190347378722334,-0.6572675467019563,1,31.0,1,1,2.208855897138481,2.208855897138481
2016-12-04,air_5bd22f9cc1426a90,0,0,0,1,0,0,0,-0.42493045869710855,-0.42887224708789723,0.0,0.5271647016393369,-0.4778953710704884,1,7.0,1,1,-0.34863495556157054,-0.34863495556157054
2016-12-05,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,-0.2953167981682722,-0.15645527463891895,0.0,0.6353736839210277,-0.3882092832547544,1,30.0,1,1,-1.2298971410011588,-1.2298971410011588
2016-12-06,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,-0.5191949390817167,-0.2985858689601249,0.0,0.8788438940548323,-0.5115276540013887,1,30.0,1,1,-0.7491067922683271,-0.7491067922683271
2016-12-07,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,-0.9080359206682258,-0.9973946243727214,0.0,-1.0148132958747582,-0.7469536345176904,1,30.0,1,1,-0.21003882550727326,-0.21003882550727326
2016-12-08,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,-0.7784222601393895,-0.6776007871500077,0.0,0.905896139625255,-0.9599580930800586,1,26.0,1,1,-0.04379818433702453,-0.04379818433702453
2016-12-09,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,-0.4838457589374887,-0.2630532203798237,0.0,0.9870528763365233,-0.8702720052643247,1,41.0,1,1,1.7007946117642376,1.7007946117642376
2016-12-10,air_5bd22f9cc1426a90,0,0,1,0,0,0,0,-0.7902053201874655,-0.8789524624383831,0.0,0.9329483851956776,-0.6684783076789231,1,19.0,1,1,2.429638411591553,2.429638411591553
2016-12-11,air_5bd22f9cc1426a90,0,0,0,1,0,0,0,-0.9905173410047582,-1.0329272729530228,0.0,0.9600006307661006,-0.9039042881952248,1,5.0,1,1,0.1497133934746358,0.1497133934746358
2016-12-12,air_5bd22f9cc1426a90,0,1,0,0,0,0,0,-0.966951220908606,-1.0803041377267582,0.0,0.608321438350605,-1.0048011369879257,1,19.0,1,1,-1.0337705418677192,-1.0337705418677192
2016-12-13,air_5bd22f9cc1426a90,0,0,0,0,0,1,0,-0.6841577797547812,-0.511781760441934,0.0,-0.7442908401705309,-0.9151150491721916,1,17.0,1,1,-0.4532358084327383,-0.4532358084327383
2016-12-14,air_5bd22f9cc1426a90,0,0,0,0,0,0,1,-0.8373375603797697,-0.9855504081792874,0.0,-1.3394402427198309,-0.7021105906098234,1,47.0,1,1,0.19939879858844048,0.19939879858844048
2016-12-15,air_5bd22f9cc1426a90,0,0,0,0,1,0,0,-1.0612157012932142,-1.1276810025004935,0.0,0.4460079649280689,-0.9487473321030919,1,36.0,1,1,0.2998903322396695,0.2998903322396695
2016-12-16,air_5bd22f9cc1426a90,1,0,0,0,0,0,0,-1.226178541966279,-1.1632136510807949,0.0,0.905896139625255,-1.1281195077345598,1,33.0,1,1,1.8718917211035049,1.8718917211035049
