visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Fukuoka-ken Fukuoka-shi Torikai,total_area_visitors,total_genre_visitors
2016-01-23,air_60a7057184ec7ec7,0,0,1,0,0,0,0,-1.6250556780012149,-1.7933896239879943,0.0,-1.2433463541012137,-1.5986414011802361,1,59.0,1,1,-0.6289577231972437,-0.6289577231972437
2016-01-25,air_60a7057184ec7ec7,0,1,0,0,0,0,0,-1.908056905450883,-2.100421688561647,0.0,-1.218555796036923,-1.8626314897335758,1,19.0,1,1,-1.3502792944783972,-1.3502792944783972
2016-01-26,air_60a7057184ec7ec7,0,0,0,0,0,1,0,-1.5143160672600404,-1.6280646661406426,0.0,-1.1937652379726325,-1.3826495105456853,1,23.0,1,1,-1.1777009481429839,-1.1777009481429839
2016-01-27,air_60a7057184ec7ec7,0,0,0,0,0,0,1,-1.2436192410038365,-1.2737968993248892,0.0,-1.1937652379726325,-1.1666576199111347,1,37.0,1,1,-1.0262183348647713,-1.0262183348647713
2016-01-28,air_60a7057184ec7ec7,0,0,0,0,1,0,0,-1.0344444207149512,-1.049427313674912,0.0,-1.2433463541012137,-0.8306702344796114,1,13.0,1,1,-1.031809974952222,-1.031809974952222
2016-01-29,air_60a7057184ec7ec7,1,0,0,0,0,0,0,-0.7022255884914282,-0.7423952491012591,0.0,-1.2433463541012137,-0.4106860026902072,1,52.0,1,1,-0.8889689872637061,-0.8889689872637061
2016-01-30,air_60a7057184ec7ec7,0,0,1,0,0,0,0,-0.7268343908783558,-0.7069684724196837,0.0,0.5415738265277151,-0.5906792448856661,1,67.0,1,1,-0.5877829189169242,-0.5877829189169242
2016-01-31,air_60a7057184ec7ec7,0,0,0,1,0,0,0,-0.8867916063933856,-0.9667648347512363,0.0,0.09534378137048294,-0.7106747396826387,1,14.0,1,1,-1.142117783950115,-1.142117783950115
2016-02-02,air_60a7057184ec7ec7,0,0,0,0,0,1,0,-1.2805324445842279,-1.2856058248854143,0.0,-0.6235824024939468,-1.0466621251141621,1,12.0,1,1,-1.2483589456116804,-1.2483589456116804
2016-02-03,air_60a7057184ec7ec7,0,0,0,0,0,0,1,-1.2190104386169087,-1.2147522715222636,0.0,-0.5244201702367841,-1.1906567188705293,1,33.0,1,1,-1.173634300806656,-1.173634300806656
2016-02-04,air_60a7057184ec7ec7,0,0,0,0,1,0,0,-1.268228043390764,-1.1793254948406882,0.0,0.3680399200776803,-1.358650411586291,1,26.0,1,1,-1.1360178129456233,-1.1360178129456233
2016-02-05,air_60a7057184ec7ec7,1,0,0,0,0,0,0,-1.2559236421973001,-1.1793254948406882,0.0,-0.37567682185104007,-1.1426585209517401,1,31.0,1,1,-0.7623945889205016,-0.7623945889205016
2016-02-06,air_60a7057184ec7ec7,0,0,1,0,0,0,0,-1.3051412469711556,-1.569020038338017,0.0,-1.069812447651179,-1.1546580704314373,1,44.0,1,1,-0.539491481798031,-0.539491481798031
2016-02-07,air_60a7057184ec7ec7,0,0,0,1,0,0,0,-1.489707264873113,-1.4981664849748664,0.0,-1.0450218895868884,-1.4306477084644744,1,21.0,1,1,-1.1494885822472094,-1.1494885822472094
2016-02-08,air_60a7057184ec7ec7,0,1,0,0,0,0,0,-1.2559236421973001,-1.2974147504459395,0.0,-0.25172403152958667,-1.40664860950508,1,10.0,1,1,-1.344941819849467,-1.344941819849467
2016-02-09,air_60a7057184ec7ec7,0,0,0,0,0,1,0,-0.8867916063933856,-0.9549559091907113,0.0,1.1365472200706912,-0.9626652787562813,1,30.0,1,1,-1.1273761873559267,-1.1273761873559267
2016-02-10,air_60a7057184ec7ec7,0,0,0,0,0,0,1,-1.1205752290691982,-0.8486755791459851,0.0,1.186128336199273,-1.2386549167893184,1,39.0,1,1,-0.8038235586593416,-0.8038235586593416
2016-02-11,air_60a7057184ec7ec7,0,0,0,0,1,0,0,-0.7760519956522112,-0.49440781233023157,1.0,0.8390605232992033,-1.1186594219923458,1,32.0,1,1,-0.8770232107132431,-0.8770232107132431
2016-02-12,air_60a7057184ec7ec7,1,0,0,0,0,0,0,-0.22235394194633912,-0.23461144999867914,0.0,-1.069812447651179,-0.38668690373081277,1,48.0,1,1,-0.8208526443802145,-0.8208526443802145
2016-02-13,air_60a7057184ec7ec7,0,0,1,0,0,0,0,0.048342884309865095,-0.02205078990922702,0.0,-0.8962785412011444,0.06929597649768324,1,46.0,1,1,-0.6312452123239282,-0.6312452123239282
2016-02-14,air_60a7057184ec7ec7,0,0,0,1,0,0,0,-0.7760519956522112,-0.2582293011197293,0.0,-1.218555796036923,-0.950665729276584,1,23.0,1,1,-1.1670259988851233,-1.1670259988851233
2016-02-15,air_60a7057184ec7ec7,0,1,0,0,0,0,0,-1.5389248696469682,-1.7815806984274691,0.0,-0.7227446347511095,-1.2386549167893184,1,35.0,1,1,-1.3485001362687539,-1.3485001362687539
2016-02-16,air_60a7057184ec7ec7,0,0,0,0,0,1,0,-1.4281852589057937,-1.557211112777492,0.0,-1.144184121844051,-1.2866531147081075,1,15.0,1,1,-1.188121731942324,-1.188121731942324
2016-02-17,air_60a7057184ec7ec7,0,0,0,0,0,0,1,-1.3666632529384748,-1.5099754105353915,0.0,-0.8219068670082722,-1.3946490600253827,1,22.0,1,1,-1.019355867484718,-1.019355867484718
2016-02-18,air_60a7057184ec7ec7,0,0,0,0,1,0,0,-1.2313148398103726,-0.9549559091907113,0.0,-0.12777124120813327,-1.4306477084644744,1,20.0,1,1,-1.0290141549084966,-1.0290141549084966
2016-02-19,air_60a7057184ec7ec7,1,0,0,0,0,0,0,-0.7883563968456749,-0.8014398769038846,0.0,-0.6731635186225282,-0.9866643777156758,1,34.0,1,1,-0.710290669923801,-0.710290669923801
2016-02-20,air_60a7057184ec7ec7,0,0,1,0,0,0,0,-0.9483136123607047,-1.0966630159170125,0.0,-1.2433463541012137,-0.7346738386420333,1,56.0,1,1,-0.7443488413655467,-0.7443488413655467
2016-02-21,air_60a7057184ec7ec7,0,0,0,1,0,0,0,-1.2313148398103726,-1.3328415271275147,0.0,1.1117566620064008,-1.2146558178299236,1,50.0,1,1,-1.1126345907617383,-1.1126345907617383
2016-02-22,air_60a7057184ec7ec7,0,1,0,0,0,0,0,-1.268228043390764,-1.2619879737643642,0.0,-1.2433463541012137,-1.27465356522841,1,14.0,1,1,-1.3355376978842088,-1.3355376978842088
2016-02-23,air_60a7057184ec7ec7,0,0,0,0,0,1,0,-1.0344444207149512,-0.8486755791459851,0.0,0.04576266524190154,-0.9026675313577949,1,7.0,1,1,-1.1194970581417916,-1.1194970581417916
2016-02-24,air_60a7057184ec7ec7,0,0,0,0,0,0,1,-1.1451840314561257,-1.1911344204012135,0.0,-0.4748390541082027,-1.2626540157487127,1,19.0,1,1,-1.0755264338177466,-1.0755264338177466
2016-02-25,air_60a7057184ec7ec7,0,0,0,0,1,0,0,-1.4774028636796492,-1.474548633853816,0.0,-0.4748390541082027,-1.40664860950508,1,14.0,1,1,-0.9713185958243452,-0.9713185958243452
2016-02-26,air_60a7057184ec7ec7,1,0,0,0,0,0,0,-1.3420544505515468,-1.155707643719638,0.0,0.8142699652349127,-1.550643203261447,1,42.0,1,1,-0.5616038766893137,-0.5616038766893137
2016-02-27,air_60a7057184ec7ec7,0,0,1,0,0,0,0,-0.9606180135541684,-0.7069684724196837,0.0,-0.6979540766868189,-0.9746648282359784,1,51.0,1,1,-0.3936005086072691,-0.3936005086072691
2016-02-28,air_60a7057184ec7ec7,0,0,0,1,0,0,0,-0.45613756462215177,-0.2936560778013047,0.0,1.2109188942635634,-0.722674289162336,1,26.0,1,1,-0.9766560704532755,-0.9766560704532755
2016-02-29,air_60a7057184ec7ec7,0,1,0,0,0,0,0,-1.268228043390764,-0.7423952491012591,0.0,-0.4252579379796214,-1.2986526641878047,1,36.0,1,1,-1.2877545916823565,-1.2877545916823565
2016-03-01,air_60a7057184ec7ec7,0,0,0,0,0,1,0,-1.5635336720338957,-1.6044468150195925,0.0,-0.053399567015261266,-1.322651763147199,1,14.0,1,1,-1.178717609977066,-1.178717609977066
2016-03-02,air_60a7057184ec7ec7,0,0,0,0,0,0,1,-1.1697928338430537,-0.9077202069486108,0.0,1.1365472200706912,-1.3706499610659881,1,13.0,1,1,-1.048839060673095,-1.048839060673095
2016-03-03,air_60a7057184ec7ec7,0,0,0,0,1,0,0,-0.6899211872979645,-0.24642037555920443,0.0,1.3596622426493075,-1.0226630261547676,1,20.0,1,1,-1.0656139809354475,-1.0656139809354475
2016-03-04,air_60a7057184ec7ec7,1,0,0,0,0,0,0,-0.16083193597902,0.036993837893398544,0.0,-0.22693347346529605,-0.24269230997444552,1,38.0,1,1,-0.692753253285887,-0.692753253285887
2016-03-05,air_60a7057184ec7ec7,0,0,1,0,0,0,0,0.13447369266411177,0.3322169769065264,0.0,1.2605000103921447,-0.2666914089338402,1,64.0,1,1,-0.4695959807048959,-0.4695959807048959
2016-03-06,air_60a7057184ec7ec7,0,0,0,1,0,0,0,0.06064728550332865,0.11965631681707425,0.0,-0.7723257508796909,0.08129552597738046,1,57.0,1,1,-1.1039929651720415,-1.1039929651720415
2016-03-07,air_60a7057184ec7ec7,0,1,0,0,0,0,0,-0.2469627443332669,-0.37631855672498044,0.0,-1.1937652379726325,-0.014700869860197505,1,11.0,1,1,-1.3922165951342784,-1.3922165951342784
2016-03-08,air_60a7057184ec7ec7,0,0,0,0,0,1,0,-0.3453979538809773,-0.1991846733171037,0.0,-0.4252579379796214,-0.2186932110150511,1,34.0,1,1,-1.0564640244287098,-1.0564640244287098
2016-03-09,air_60a7057184ec7ec7,0,0,0,0,0,0,1,-0.7883563968456749,-0.9785737603117614,0.0,-1.2433463541012137,-0.542681046966877,1,34.0,1,1,-1.1029763033379596,-1.1029763033379596
2016-03-10,air_60a7057184ec7ec7,0,0,0,0,1,0,0,-0.862182804006458,-1.0258094625538619,0.0,-1.1689746799083418,-0.7826720365608223,1,7.0,1,1,-0.9822477105407263,-0.9822477105407263
2016-03-11,air_60a7057184ec7ec7,1,0,0,0,0,0,0,-1.2313148398103726,-1.3682683038090901,0.0,-1.0946030057154699,-1.0226630261547676,1,44.0,1,1,-0.6429368234158708,-0.6429368234158708
2016-03-12,air_60a7057184ec7ec7,0,0,1,0,0,0,0,-1.3297500493580832,-1.2974147504459395,0.0,-0.995440773458307,-1.2866531147081075,1,50.0,1,1,-0.452566894984023,-0.452566894984023
2016-03-13,air_60a7057184ec7ec7,0,0,0,1,0,0,0,-1.1820972350365173,-1.155707643719638,0.0,-1.2433463541012137,-1.1546580704314373,1,21.0,1,1,-1.0536682043849843,-1.0536682043849843
2016-03-14,air_60a7057184ec7ec7,0,1,0,0,0,0,0,-0.9729224147476322,-0.9313380580696609,0.0,-0.846697425072563,-0.8786684323984005,1,24.0,1,1,-1.2831796134289877,-1.2831796134289877
2016-03-15,air_60a7057184ec7ec7,0,0,0,0,0,1,0,-0.8375740016195302,-0.7542041746617841,0.0,0.913432197492075,-0.7106747396826387,1,19.0,1,1,-1.0076642563927753,-1.0076642563927753
2016-03-16,air_60a7057184ec7ec7,0,0,0,0,0,0,1,-0.6776167861045007,-0.32908285448288016,0.0,0.46720215233484313,-0.7946715860405196,1,46.0,1,1,-0.9181980149935626,-0.9181980149935626
2016-03-17,air_60a7057184ec7ec7,0,0,0,0,1,0,0,-0.3823111574613689,-0.02205078990922702,0.0,1.3100811265207262,-0.7706724870811251,1,13.0,1,1,-0.8706690742502308,-0.8706690742502308
2016-03-18,air_60a7057184ec7ec7,1,0,0,0,0,0,0,-0.13622313359209245,-0.32908285448288016,0.0,-1.144184121844051,-0.05069951829928938,1,54.0,1,1,-0.49450419563990405,-0.49450419563990405
2016-03-19,air_60a7057184ec7ec7,0,0,1,0,0,0,0,-0.29618034910712204,-0.399936407846031,0.0,-0.32609570572245866,-0.3386887058120237,1,77.0,1,1,-0.47696677900199014,-0.47696677900199014
2016-03-20,air_60a7057184ec7ec7,0,0,0,1,0,0,0,-0.6283991813306453,-0.5416435145723323,1.0,1.4340339168421796,-0.542681046966877,1,45.0,1,1,-0.6897032677836411,-0.6897032677836411
2016-03-21,air_60a7057184ec7ec7,0,1,0,0,0,0,0,-0.7883563968456749,-0.6715416957381085,1.0,0.9630133136206567,-0.7826720365608223,1,42.0,1,1,-1.1360178129456233,-1.1360178129456233
2016-03-22,air_60a7057184ec7ec7,0,0,0,0,0,1,0,-0.653007983717573,-0.2936560778013047,0.0,1.557986707163633,-1.1426585209517401,1,20.0,1,1,-1.0035976090564476,-1.0035976090564476
2016-03-23,air_60a7057184ec7ec7,0,0,0,0,0,0,1,-0.5176595705894709,-0.37631855672498044,0.0,0.02097210717761073,-0.578679695405969,1,24.0,1,1,-0.9021855911067717,-0.9021855911067717
2016-03-24,air_60a7057184ec7ec7,0,0,0,0,1,0,0,-0.7637475944587474,-0.8014398769038846,0.0,-0.053399567015261266,-0.6146783438450606,1,48.0,1,1,-0.961914473859087,-0.961914473859087
2016-03-25,air_60a7057184ec7ec7,1,0,0,0,0,0,0,-0.9114004087803131,-0.8250577280249348,0.0,1.3100811265207262,-0.9026675313577949,1,55.0,1,1,-0.3559840207462364,-0.3559840207462364
2016-03-26,air_60a7057184ec7ec7,0,0,1,0,0,0,0,-0.8129651992326027,-0.5180256634512821,0.0,1.012594429749238,-1.0586616745938595,1,57.0,1,1,-0.3618298262922077,-0.3618298262922077
2016-03-27,air_60a7057184ec7ec7,0,0,0,1,0,0,0,-0.8129651992326027,-0.7778220257828345,0.0,0.34324936201338974,-0.7586729376014278,1,27.0,1,1,-0.9217563314128494,-0.9217563314128494
2016-03-28,air_60a7057184ec7ec7,0,1,0,0,0,0,0,-0.653007983717573,-0.3527007056039303,0.0,1.4588244749064703,-0.9026675313577949,1,31.0,1,1,-1.0394349387078368,-1.0394349387078368
2016-03-29,air_60a7057184ec7ec7,0,0,0,0,0,1,0,-0.35770235507444115,-0.2936560778013047,0.0,-0.450048496043912,-0.6026787943653634,1,35.0,1,1,-0.763665416213104,-0.763665416213104
2016-03-30,air_60a7057184ec7ec7,0,0,0,0,0,0,1,-0.05009232523784557,-0.05747756659080244,0.0,-1.069812447651179,-0.014700869860197505,1,22.0,1,1,-0.8493191757345095,-0.8493191757345095
2016-03-31,air_60a7057184ec7ec7,0,0,0,0,1,0,0,-0.21004954075287535,-0.27003822668025457,0.0,-1.0202313315225975,-0.05069951829928938,1,44.0,1,1,-0.8134818460831202,-0.8134818460831202
2016-04-01,air_60a7057184ec7ec7,1,0,0,0,0,0,0,-0.2592671455267307,-0.45898103564865655,0.0,-1.1937652379726325,-0.03869996881959216,1,44.0,1,1,-0.605828666471879,-0.605828666471879
2016-04-02,air_60a7057184ec7ec7,0,0,1,0,0,0,0,0.07295168669679265,0.11965631681707425,0.0,0.8390605232992033,0.1052946249367751,1,40.0,1,1,-0.6231119176512725,-0.6231119176512725
2016-04-03,air_60a7057184ec7ec7,0,0,0,1,0,0,0,0.1836912974379669,0.3440259024670512,0.0,-0.995440773458307,0.3212865155713259,1,54.0,1,1,-1.1497427477057298,-1.1497427477057298
2016-04-04,air_60a7057184ec7ec7,0,1,0,0,0,0,0,-0.21004954075287535,-0.5062167378907568,0.0,-1.2433463541012137,0.02129777857889415,1,25.0,1,1,-1.2628463767473483,-1.2628463767473483
2016-04-05,air_60a7057184ec7ec7,0,0,0,0,0,1,0,-0.19774513955941156,-0.10471326883290315,0.0,0.8638510813634939,-0.2186932110150511,1,23.0,1,1,-1.0574806862627917,-1.0574806862627917
2016-04-06,air_60a7057184ec7ec7,0,0,0,0,0,0,1,-0.09930993001170091,-0.02205078990922702,0.0,-0.028609008950970453,-0.2786909584135374,1,22.0,1,1,-0.9901268397548615,-0.9901268397548615
2016-04-07,air_60a7057184ec7ec7,0,0,0,0,1,0,0,0.22060450101835843,0.39126160470915194,0.0,-1.2433463541012137,0.08129552597738046,1,27.0,1,1,-1.1065346197572465,-1.1065346197572465
2016-04-08,air_60a7057184ec7ec7,1,0,0,0,0,0,0,-0.12391873239862868,-0.04566864103027758,0.0,0.09534378137048294,-0.05069951829928938,1,43.0,1,1,-0.5453372873440022,-0.5453372873440022
2016-04-09,air_60a7057184ec7ec7,0,0,1,0,0,0,0,0.06064728550332865,0.29679020022495095,0.0,0.6655266168491685,-0.0626990677789866,1,70.0,1,1,-0.452566894984023,-0.452566894984023
2016-04-10,air_60a7057184ec7ec7,0,0,0,1,0,0,0,0.01142968072947354,0.1905098701802247,0.0,-0.10298068314384266,0.06929597649768324,1,27.0,1,1,-1.0351141259129883,-1.0351141259129883
2016-04-11,air_60a7057184ec7ec7,0,1,0,0,0,0,0,-0.30848475030058603,-0.3408917800434054,0.0,0.7646888491063311,-0.3386887058120237,1,10.0,1,1,-1.2852129370971517,-1.2852129370971517
2016-04-12,air_60a7057184ec7ec7,0,0,0,0,0,1,0,-0.13622313359209245,0.15508309349864968,0.0,0.6407360587848777,-0.5066823985277854,1,28.0,1,1,-1.1210220508929145,-1.1210220508929145
2016-04-13,air_60a7057184ec7ec7,0,0,0,0,0,0,1,0.03603848311640109,-0.033859715469752305,0.0,-0.7971163089439817,0.17729192181495865,1,22.0,1,1,-1.0325724713277835,-1.0325724713277835
2016-04-14,air_60a7057184ec7ec7,0,0,0,0,1,0,0,0.09756048908372021,0.08422954013549884,0.0,0.5911549426562965,0.2612887681728394,1,12.0,1,1,-0.9992767962615993,-0.9992767962615993
2016-04-15,air_60a7057184ec7ec7,1,0,0,0,0,0,0,0.01142968072947354,0.09603846569602412,0.0,1.5827772652279237,0.02129777857889415,1,60.0,1,1,-0.5732954877812563,-0.5732954877812563
2016-04-16,air_60a7057184ec7ec7,0,0,1,0,0,0,0,0.28212650698567754,0.5683954881170287,0.0,0.12013433943477353,0.02129777857889415,1,36.0,1,1,-0.3564923516632774,-0.3564923516632774
2016-04-17,air_60a7057184ec7ec7,0,0,0,1,0,0,0,0.09756048908372021,0.0015670612118231229,0.0,1.384452800713598,0.02129777857889415,1,37.0,1,1,-1.0719681173984597,-1.0719681173984597
2016-04-18,air_60a7057184ec7ec7,0,1,0,0,0,0,0,-0.1854407383659478,-0.37631855672498044,0.0,-1.1689746799083418,-0.15869546361656478,1,13.0,1,1,-1.3751875094134054,-1.3751875094134054
2016-04-19,air_60a7057184ec7ec7,0,0,0,0,0,1,0,-0.1731363371724838,0.09603846569602412,0.0,1.384452800713598,-0.3386887058120237,1,35.0,1,1,-1.0564640244287098,-1.0564640244287098
2016-04-20,air_60a7057184ec7ec7,0,0,0,0,0,0,1,-0.013179121657454019,0.23774557242232539,0.0,1.1117566620064008,-0.4466846511292991,1,19.0,1,1,-0.9220104968713699,-0.9220104968713699
2016-04-21,air_60a7057184ec7ec7,0,0,0,0,1,0,0,0.13447369266411177,0.06061168901444869,0.0,-1.2433463541012137,0.12929372389616955,1,54.0,1,1,-1.0290141549084966,-1.0290141549084966
2016-04-22,air_60a7057184ec7ec7,1,0,0,0,0,0,0,0.245213303405286,0.22593664686180012,0.0,0.8638510813634939,0.3572851640104174,1,21.0,1,1,-0.5270373743305269,-0.5270373743305269
2016-04-23,air_60a7057184ec7ec7,0,0,1,0,0,0,0,0.0237340819229371,0.06061168901444869,0.0,-0.9706502153940163,0.22529011973374774,1,49.0,1,1,-0.42918367280013786,-0.42918367280013786
2016-04-24,air_60a7057184ec7ec7,0,0,0,1,0,0,0,0.01142968072947354,-0.010241864348702159,0.0,-0.4252579379796214,0.08129552597738046,1,34.0,1,1,-1.050364053424218,-1.050364053424218
2016-04-25,air_60a7057184ec7ec7,0,1,0,0,0,0,0,0.15908249505103933,0.3322169769065264,0.0,-0.6483729605582376,-0.08669816673838125,1,18.0,1,1,-1.2374298308952993,-1.2374298308952993
2016-04-26,air_60a7057184ec7ec7,0,0,0,0,0,1,0,0.45438812369417086,0.6510579670407044,0.0,0.46720215233484313,0.3932838124495092,1,26.0,1,1,-0.9591186538153617,-0.9591186538153617
2016-04-27,air_60a7057184ec7ec7,0,0,0,0,0,0,1,0.22060450101835843,0.025184912332873267,0.0,-1.218555796036923,0.4532815598479955,1,9.0,1,1,-0.9395479135092838,-0.9395479135092838
2016-04-28,air_60a7057184ec7ec7,0,0,0,0,1,0,0,-0.21004954075287535,-0.36450963116445556,0.0,-1.2433463541012137,-0.014700869860197505,1,60.0,1,1,-0.6960574042466534,-0.6960574042466534
2016-04-29,air_60a7057184ec7ec7,1,0,0,0,0,0,0,-0.19774513955941156,-0.17556682219605357,1.0,1.7315206136136676,-0.2186932110150511,1,47.0,1,1,-0.5219540651601171,-0.5219540651601171
2016-04-30,air_60a7057184ec7ec7,0,0,1,0,0,0,0,0.1836912974379669,0.4384973069512522,0.0,1.8306828458708304,-0.2306927604947483,1,61.0,1,1,-0.566433020401203,-0.566433020401203
2016-05-01,air_60a7057184ec7ec7,0,0,0,1,0,0,0,0.42977932130724333,0.6628668926012292,0.0,1.6819394974850865,0.17729192181495865,1,46.0,1,1,-0.8488108448174685,-0.8488108448174685
2016-05-02,air_60a7057184ec7ec7,0,1,0,0,0,0,0,0.5897365368222731,0.7455293715249054,0.0,0.9878038716849473,0.36928471349011477,1,32.0,1,1,-0.9893643433793,-0.9893643433793
2016-05-03,air_60a7057184ec7ec7,0,0,0,0,0,1,0,0.23290890221182242,0.11965631681707425,1.0,-1.0450218895868884,0.2732883176525366,1,46.0,1,1,-0.7016490443341042,-0.7016490443341042
2016-05-04,air_60a7057184ec7ec7,0,0,0,0,0,0,1,0.5774321356288091,0.7337204459643801,1.0,1.8802639619994117,0.28528786713223403,1,65.0,1,1,-0.7588362725012147,-0.7588362725012147
2016-05-05,air_60a7057184ec7ec7,0,0,0,0,1,0,0,0.6143453392092006,0.7455293715249054,1.0,0.8638510813634939,0.5372784062058763,1,21.0,1,1,-0.9525103518938288,-0.9525103518938288
2016-05-06,air_60a7057184ec7ec7,1,0,0,0,0,0,0,0.3067353093726051,0.10784739125654898,0.0,-1.2433463541012137,0.2732883176525366,1,14.0,1,1,-1.10831377796689,-1.10831377796689
2016-05-07,air_60a7057184ec7ec7,0,0,1,0,0,0,0,0.3805617165333882,0.2731723491039008,0.0,0.5911549426562965,0.3932838124495092,1,53.0,1,1,-0.6772491603161371,-0.6772491603161371
2016-05-08,air_60a7057184ec7ec7,0,0,0,1,0,0,0,0.5036057284680264,0.7455293715249054,0.0,-0.0038184508866798625,0.2732883176525366,1,14.0,1,1,-1.0213891911528818,-1.0213891911528818
2016-05-09,air_60a7057184ec7ec7,0,1,0,0,0,0,0,0.28212650698567754,0.0015670612118231229,0.0,-1.2433463541012137,0.4892802082870874,1,31.0,1,1,-1.4539788015547577,-1.4539788015547577
