visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Hyōgo-ken Kōbe-shi Kumoidōri,total_area_visitors,total_genre_visitors
2016-01-15,air_c73d319ffabf287a,1,0,0,0,0,0,0,-1.1746938453325877,-1.143131405589738,0.0,0.8934281853174849,-1.0921443103937654,1,17.0,1,1,-0.7875668606043473,-0.7875668606043474
2016-01-16,air_c73d319ffabf287a,0,0,1,0,0,0,0,-1.139386231784817,-1.061993824321516,0.0,-0.06037593659320891,-1.1152426209968518,1,16.0,1,1,-0.6412627630239646,-0.6412627630239647
2016-01-17,air_c73d319ffabf287a,0,0,0,1,0,0,0,-1.080540209205199,-1.1779046547046903,0.0,-0.6125783229625579,-1.1267917762983946,1,6.0,1,1,-1.2393216817045312,-1.2393216817045312
2016-01-18,air_c73d319ffabf287a,0,1,0,0,0,0,0,-0.8686945279185749,-0.8765364957084372,0.0,-1.0392801669752365,-1.1845375528061104,1,13.0,1,1,-1.52034641991401,-1.52034641991401
2016-01-19,air_c73d319ffabf287a,0,0,0,0,0,1,0,-1.5866160033899126,-1.5720014780074831,0.0,0.2910255820054678,-1.4617172800431457,1,17.0,1,1,-1.285907323791228,-1.285907323791228
2016-01-20,air_c73d319ffabf287a,0,0,0,0,0,0,1,-1.4218471401669825,-1.2822244020495472,0.0,0.6173269921328101,-1.4617172800431457,1,23.0,1,1,-1.1620146972687695,-1.1620146972687695
2016-01-21,air_c73d319ffabf287a,0,0,0,0,1,0,0,-1.2688474814599762,-1.2822244020495472,0.0,-0.6376784314338918,-1.2538324846153692,1,15.0,1,1,-1.0411438421249075,-1.0411438421249077
2016-01-22,air_c73d319ffabf287a,1,0,0,0,0,0,0,-1.2570782769440527,-1.2590422359729123,0.0,-0.01017571965054078,-1.1152426209968518,1,26.0,1,1,-0.7356931186051067,-0.7356931186051067
2016-01-23,air_c73d319ffabf287a,0,0,1,0,0,0,0,-1.3630011175873649,-1.4560906476243087,0.0,-1.340481468631245,-1.2538324846153692,1,10.0,1,1,-0.6631706055187895,-0.6631706055187896
2016-01-25,air_c73d319ffabf287a,0,1,0,0,0,0,0,-1.7278464575809955,-1.6067747271224353,0.0,0.6424271006041444,-1.9583309580095012,1,21.0,1,1,-1.3778195365568728,-1.3778195365568728
2016-01-26,air_c73d319ffabf287a,0,0,0,0,0,1,0,-1.3512319130714412,-1.2358600698962774,0.0,0.24082536506279964,-1.4270698141385165,1,10.0,1,1,-1.2068376393846183,-1.2068376393846183
2016-01-27,air_c73d319ffabf287a,0,0,0,0,0,0,1,-1.0334633911415048,-1.1199492395131032,0.0,-0.2862769128352154,-1.011300223282963,1,24.0,1,1,-1.0567563275809897,-1.05675632758099
2016-01-28,air_c73d319ffabf287a,0,0,0,0,1,0,0,-0.9393097550141163,-0.9692651600149764,0.0,-0.7631789737905621,-1.0459476891875927,1,22.0,1,1,-1.0622962417750834,-1.0622962417750834
2016-01-29,air_c73d319ffabf287a,1,0,0,0,0,0,0,-0.809848505338957,-1.0851759903981508,0.0,-1.4408819025165813,-0.5839814771258669,1,9.0,1,1,-0.9207766155441451,-0.9207766155441452
2016-01-30,air_c73d319ffabf287a,0,0,1,0,0,0,0,-0.8569253234026512,-1.0504027412831987,0.0,-1.290281251688577,-0.6648255642366689,1,42.0,1,1,-0.6223766919077361,-0.6223766919077363
2016-02-01,air_c73d319ffabf287a,0,1,0,0,0,0,0,-0.9746173685618869,-1.0851759903981508,0.0,-1.1898808178032407,-0.826513738458273,1,12.0,1,1,-1.4233979215173709,-1.4233979215173709
2016-02-02,air_c73d319ffabf287a,0,0,0,0,0,1,0,-1.1040786182370463,-1.143131405589738,0.0,-0.21097658742121309,-0.9651036020767907,1,4.0,1,1,-1.2768420096554383,-1.2768420096554383
2016-02-03,air_c73d319ffabf287a,0,0,0,0,0,0,1,-1.245309072428129,-1.1779046547046903,0.0,0.09022471423479526,-1.2538324846153692,1,9.0,1,1,-1.2028086108798228,-1.2028086108798228
2016-02-04,air_c73d319ffabf287a,0,0,0,0,1,0,0,-1.1276170272688935,-1.1315403225514205,0.0,0.2910255820054678,-1.149890086901481,1,13.0,1,1,-1.1655400972104655,-1.1655400972104655
2016-02-05,air_c73d319ffabf287a,1,0,0,0,0,0,0,-0.9981557775937342,-0.9808562430532941,0.0,0.8181278599034826,-0.9882019126798769,1,17.0,1,1,-0.7953731033323884,-0.7953731033323885
2016-02-06,air_c73d319ffabf287a,0,0,1,0,0,0,0,-1.0923094137211227,-1.1199492395131032,0.0,-0.2611768043638812,-0.9997510679814202,1,18.0,1,1,-0.5745319784132908,-0.5745319784132908
2016-02-08,air_c73d319ffabf287a,0,1,0,0,0,0,0,-1.221770663396282,-1.0967670734364683,0.0,1.119329161559491,-1.3924223482338869,1,22.0,1,1,-1.3725314366443289,-1.372531436644329
2016-02-09,air_c73d319ffabf287a,0,0,0,0,0,1,0,-1.0099249821096576,-1.0156294921682463,0.0,0.014924388820793173,-1.0459476891875927,1,15.0,1,1,-1.1569784116377753,-1.1569784116377753
2016-02-10,air_c73d319ffabf287a,0,0,0,0,0,0,1,-1.2335398679122056,-1.1663135716663728,0.0,-0.01017571965054078,-1.1729883975045674,1,24.0,1,1,-0.8364188312249915,-0.8364188312249916
2016-02-11,air_c73d319ffabf287a,0,0,0,0,1,0,0,-1.080540209205199,-1.0040384091299288,1.0,1.119329161559491,-1.2076358634091968,1,21.0,1,1,-0.9089413443113087,-0.9089413443113087
2016-02-12,air_c73d319ffabf287a,1,0,0,0,0,0,0,-0.49207998340902054,-0.3085734268308829,0.0,0.416526124362138,-0.7225713407443847,1,32.0,1,1,-0.8532903880888223,-0.8532903880888223
2016-02-13,air_c73d319ffabf287a,0,0,1,0,0,0,0,-0.1625422569631607,-0.1578893473327562,0.0,-1.4408819025165813,-0.08736779915951182,1,28.0,1,1,-0.665436934052737,-0.665436934052737
2016-02-15,air_c73d319ffabf287a,0,1,0,0,0,0,0,-1.139386231784817,-1.0272205752065637,0.0,-0.9890799500325685,-1.1614392422030242,1,18.0,1,1,-1.3760568365860248,-1.3760568365860248
2016-02-16,air_c73d319ffabf287a,0,0,0,0,0,1,0,-1.3630011175873649,-1.3865441493944042,0.0,0.44162623283347197,-1.3462257270277143,1,20.0,1,1,-1.2171620249281565,-1.2171620249281565
2016-02-17,air_c73d319ffabf287a,0,0,0,0,0,0,1,-1.1982322543644348,-1.1894957377430078,0.0,0.014924388820793173,-1.1152426209968518,1,20.0,1,1,-1.0499573419791475,-1.0499573419791477
2016-02-18,air_c73d319ffabf287a,0,0,0,0,1,0,0,-1.1864630498485111,-1.1083581564747857,0.0,1.119329161559491,-1.3000291058215419,1,5.0,1,1,-1.0595262846780367,-1.0595262846780367
2016-02-19,air_c73d319ffabf287a,1,0,0,0,0,0,0,-0.7510024827593392,-0.6447148349420885,0.0,0.5922268836614761,-0.9189069808706181,1,20.0,1,1,-0.7437511756146974,-0.7437511756146975
2016-02-20,air_c73d319ffabf287a,0,0,1,0,0,0,0,-0.7156948692115684,-0.8301721635551673,0.0,-1.4408819025165813,-0.46848992411043544,1,21.0,1,1,-0.7774942893423589,-0.777494289342359
2016-02-21,air_c73d319ffabf287a,0,0,0,1,0,0,0,-0.9746173685618869,-0.9576740769766591,0.0,0.3412257989481357,-0.8958086702675317,1,1.0,1,1,-1.1423731833078918,-1.142373183307892
2016-02-22,air_c73d319ffabf287a,0,1,0,0,0,0,0,-1.1511554363007404,-1.3517709002794518,0.0,-1.0392801669752365,-1.1267917762983946,1,24.0,1,1,-1.3632143082269896,-1.3632143082269896
2016-02-23,air_c73d319ffabf287a,0,0,0,0,0,1,0,-0.9275405504981927,-1.143131405589738,0.0,-1.2149809262745748,-0.7341204960459279,1,13.0,1,1,-1.149172168909734,-1.1491721689097343
2016-02-24,air_c73d319ffabf287a,0,0,0,0,0,0,1,-1.2570782769440527,-1.3169976511644994,0.0,0.04002449729212735,-1.1036934656953084,1,22.0,1,1,-1.105608298201634,-1.105608298201634
2016-02-25,air_c73d319ffabf287a,0,0,0,0,1,0,0,-1.3630011175873649,-1.2822244020495472,0.0,1.044028836145489,-1.323127416424628,1,13.0,1,1,-1.002364442766252,-1.002364442766252
2016-02-26,air_c73d319ffabf287a,1,0,0,0,0,0,0,-1.2335398679122056,-1.1663135716663728,0.0,0.5922268836614761,-1.2653816399169124,1,27.0,1,1,-0.5964398209081158,-0.5964398209081159
2016-02-27,air_c73d319ffabf287a,0,0,1,0,0,0,0,-0.9275405504981927,-0.7490345822869454,0.0,0.014924388820793173,-1.1036934656953084,1,22.0,1,1,-0.42999058080375596,-0.4299905808037561
2016-02-29,air_c73d319ffabf287a,0,1,0,0,0,0,0,-0.8451561188867277,-0.7838078314018976,0.0,-0.9890799500325685,-1.3346765717261713,1,21.0,1,1,-1.3158732232956436,-1.3158732232956438
2016-03-01,air_c73d319ffabf287a,0,0,0,0,0,1,0,-1.4924623672625241,-1.490863896739261,0.0,-0.01017571965054078,-1.4155206588369733,1,7.0,1,1,-1.207844896510817,-1.2078448965108173
2016-03-02,air_c73d319ffabf287a,0,0,0,0,0,0,1,-1.1276170272688935,-1.0040384091299288,0.0,1.1695293785021592,-1.242283329313826,1,7.0,1,1,-1.079167798638914,-1.0791677986389143
2016-03-03,air_c73d319ffabf287a,0,0,0,0,1,0,0,-0.7510024827593392,-0.6215326688654534,0.0,1.244829703916161,-0.9997510679814202,1,15.0,1,1,-1.0957875412211953,-1.0957875412211953
2016-03-04,air_c73d319ffabf287a,1,0,0,0,0,0,0,-0.503849187924944,-0.3433466759458353,0.0,0.24082536506279964,-0.745669651347471,1,21.0,1,1,-0.7263759901877673,-0.7263759901877673
2016-03-05,air_c73d319ffabf287a,0,0,1,0,0,0,0,-0.044850211803925,-0.0187963508729471,0.0,0.6675272090754785,-0.19131019687339995,1,16.0,1,1,-0.5052830509871199,-0.50528305098712
2016-03-07,air_c73d319ffabf287a,0,1,0,0,0,0,0,0.19053387851454642,0.1550698947018144,0.0,-0.68787864837656,0.2475577045852394,1,7.0,1,1,-1.4193688930125754,-1.4193688930125754
2016-03-08,air_c73d319ffabf287a,0,0,0,0,0,1,0,-0.1272346434153899,-0.06516068302621666,0.0,0.09022471423479526,-0.08736779915951182,1,15.0,1,1,-1.0867222270854056,-1.0867222270854056
2016-03-09,air_c73d319ffabf287a,0,0,0,0,0,0,1,-0.7627716872752628,-0.6910791670953582,0.0,-1.4408819025165813,-0.7110221854428416,1,16.0,1,1,-1.1328042406090029,-1.1328042406090029
2016-03-10,air_c73d319ffabf287a,0,0,0,0,1,0,0,-0.9981557775937342,-1.1199492395131032,0.0,-1.1647807093319067,-0.826513738458273,1,21.0,1,1,-1.0131924568728896,-1.0131924568728896
2016-03-11,air_c73d319ffabf287a,1,0,0,0,0,0,0,-1.0334633911415048,-0.8649454126701197,0.0,-0.03527582812187496,-0.8727103596644455,1,31.0,1,1,-0.6770203910040237,-0.6770203910040238
2016-03-12,air_c73d319ffabf287a,0,0,1,0,0,0,0,-1.057001800173352,-1.0735849073598334,0.0,1.4205304632154998,-1.057496844489136,1,14.0,1,1,-0.4884114941232892,-0.4884114941232893
2016-03-13,air_c73d319ffabf287a,0,0,0,1,0,0,0,-0.8333869143708041,-0.81858108051685,0.0,-0.43687756366321956,-0.8842595149659886,1,9.0,1,1,-1.0839522699883586,-1.0839522699883588
2016-03-14,air_c73d319ffabf287a,0,1,0,0,0,0,0,-1.0452325956574284,-1.2590422359729123,0.0,-1.390681685573913,-0.8149645831567298,1,18.0,1,1,-1.3113405662277489,-1.3113405662277489
2016-03-15,air_c73d319ffabf287a,0,0,0,0,0,1,0,-0.9040021414663455,-0.7838078314018976,0.0,0.9436284022601528,-0.8611612043629024,1,12.0,1,1,-1.0383738850278608,-1.0383738850278608
2016-03-16,air_c73d319ffabf287a,0,0,0,0,0,0,1,-0.809848505338957,-0.6099415858271361,0.0,-0.23607669589254726,-0.9997510679814202,1,19.0,1,1,-0.949735257922362,-0.9497352579223621
2016-03-17,air_c73d319ffabf287a,0,0,0,0,1,0,0,-0.3979263472816321,-0.1578893473327562,0.0,1.3954303547441658,-0.6763747195382122,1,15.0,1,1,-0.9026459872725658,-0.902645987272566
2016-03-18,air_c73d319ffabf287a,1,0,0,0,0,0,0,-0.1272346434153899,-0.04197851694958188,0.0,-0.43687756366321956,-0.19131019687339995,1,21.0,1,1,-0.5299608505789918,-0.5299608505789918
2016-03-19,air_c73d319ffabf287a,0,0,1,0,0,0,0,-0.2449266885746256,-0.38971100809910486,0.0,-1.240081034745909,-0.3068017498888314,1,29.0,1,1,-0.5125856651520616,-0.5125856651520617
2016-03-20,air_c73d319ffabf287a,0,0,0,1,0,0,0,-0.5744644150204856,-0.42448425721405725,1.0,0.7428275344894802,-0.46848992411043544,1,1.0,1,1,-0.7233542188091707,-0.7233542188091708
2016-03-21,air_c73d319ffabf287a,0,1,0,0,0,0,0,-0.7392332782434154,-0.5867594197505013,1.0,1.4707306801581677,-0.6763747195382122,1,12.0,1,1,-1.1655400972104655,-1.1655400972104655
2016-03-22,air_c73d319ffabf287a,0,0,0,0,0,1,0,-0.7156948692115684,-0.5635772536738664,0.0,1.3452301378014975,-0.9651036020767907,1,24.0,1,1,-1.0343448565230653,-1.0343448565230655
2016-03-23,air_c73d319ffabf287a,0,0,0,0,0,0,1,-0.37438793824978484,-0.12311609821780382,0.0,1.044028836145489,-0.5146865453166081,1,19.0,1,1,-0.9338709581847302,-0.9338709581847302
2016-03-24,air_c73d319ffabf287a,0,0,0,0,1,0,0,-0.809848505338957,-0.81858108051685,0.0,-0.2862769128352154,-0.8034154278551867,1,10.0,1,1,-0.9930473143489126,-0.9930473143489126
2016-03-25,air_c73d319ffabf287a,1,0,0,0,0,0,0,-1.0452325956574284,-0.9924473260916115,0.0,-0.3364771297778833,-0.9535544467752474,1,37.0,1,1,-0.39272206713439856,-0.39272206713439867
2016-03-26,air_c73d319ffabf287a,0,0,1,0,0,0,0,-0.9393097550141163,-0.9460829939383417,0.0,1.3954303547441658,-1.0459476891875927,1,12.0,1,1,-0.39851379561004197,-0.398513795610042
2016-03-27,air_c73d319ffabf287a,0,0,0,1,0,0,0,-0.7392332782434154,-0.6447148349420885,0.0,-0.36157723824921745,-0.7918662725536436,1,2.0,1,1,-0.953260657864058,-0.9532606578640581
2016-03-28,air_c73d319ffabf287a,0,1,0,0,0,0,0,-0.6568488466319505,-0.6099415858271361,0.0,0.6424271006041444,-0.6186289430304964,1,27.0,1,1,-1.0698506702215749,-1.0698506702215749
2016-03-29,air_c73d319ffabf287a,0,0,0,0,0,1,0,-0.48031077889309703,-0.45925750632900963,0.0,0.39142601589080384,-0.6994730301412984,1,20.0,1,1,-0.796632174740137,-0.796632174740137
2016-03-30,air_c73d319ffabf287a,0,0,0,0,0,0,1,-0.17431146147908422,-0.12311609821780382,0.0,0.2659254735341336,-0.2721542839842021,1,19.0,1,1,-0.88149358762239,-0.88149358762239
2016-03-31,air_c73d319ffabf287a,0,0,0,0,1,0,0,0.0022266062597695365,0.05075014735695766,0.0,0.44162623283347197,-0.12201526506414112,1,13.0,1,1,-0.8459877739238806,-0.8459877739238807
2016-04-01,air_c73d319ffabf287a,1,0,0,0,0,0,0,-0.08015782535169558,-0.3317555929075177,0.0,-1.3655815771025792,0.16671361747443747,1,20.0,1,1,-0.6402555058977657,-0.6402555058977658
2016-04-02,air_c73d319ffabf287a,0,0,1,0,0,0,0,0.1552262649667756,0.1550698947018144,0.0,0.9687285107314868,0.17826277277598057,1,24.0,1,1,-0.6573788770431461,-0.6573788770431462
2016-04-04,air_c73d319ffabf287a,0,1,0,0,0,0,0,0.013995810775692856,0.004385815203687683,0.0,-1.1898808178032407,0.03967290915746294,1,14.0,1,1,-1.291195423703772,-1.291195423703772
2016-04-05,air_c73d319ffabf287a,0,0,0,0,0,1,0,-0.19784987051093128,-0.25061801163929576,0.0,-0.16077637047854518,-0.018072867350252785,1,24.0,1,1,-1.0877294842116043,-1.0877294842116045
2016-04-06,air_c73d319ffabf287a,0,0,0,0,0,0,1,0.025765015291616594,0.039159064318640066,0.0,0.3412257989481357,-0.19131019687339995,1,21.0,1,1,-1.0209986996009306,-1.0209986996009306
2016-04-07,air_c73d319ffabf287a,0,0,0,0,1,0,0,0.13168785593492857,0.062341230395274845,0.0,-1.4408819025165813,0.05122206445900604,1,9.0,1,1,-1.1363296405506988,-1.1363296405506988
2016-04-08,air_c73d319ffabf287a,1,0,0,0,0,0,0,-0.06838862083577205,-0.22743584556266097,0.0,-0.6376784314338918,-0.018072867350252785,1,24.0,1,1,-0.5803237068889342,-0.5803237068889343
2016-04-09,air_c73d319ffabf287a,0,0,1,0,0,0,0,0.06107262883938739,0.10870556254854483,0.0,0.4918264497761401,-0.0758186438579685,1,39.0,1,1,-0.4884114941232892,-0.4884114941232893
2016-04-11,air_c73d319ffabf287a,0,1,0,0,0,0,0,-0.5744644150204856,-0.42448425721405725,0.0,0.7930277514321487,-0.6532764089351258,1,11.0,1,1,-1.3133550804801466,-1.3133550804801466
2016-04-12,air_c73d319ffabf287a,0,0,0,0,0,1,0,-0.49207998340902054,-0.4128931741757396,0.0,1.1946294869734932,-0.7687679619505573,1,10.0,1,1,-1.1506830545990325,-1.1506830545990325
2016-04-13,air_c73d319ffabf287a,0,0,0,0,0,0,1,0.025765015291616594,-0.06516068302621666,0.0,-1.4408819025165813,0.09741868566517865,1,9.0,1,1,-1.0630516846197327,-1.0630516846197327
2016-04-14,air_c73d319ffabf287a,0,0,0,0,1,0,0,0.2964567191578588,0.6071221331961941,0.0,0.16552503964879756,0.29375432579141203,1,18.0,1,1,-1.0300640137367203,-1.0300640137367203
2016-04-15,air_c73d319ffabf287a,1,0,0,0,0,0,0,-0.06838862083577205,0.01597689824200528,0.0,1.54603100557217,-0.09891695446105492,1,24.0,1,1,-0.6080232778594026,-0.6080232778594026
2016-04-16,air_c73d319ffabf287a,0,0,1,0,0,0,0,0.013995810775692856,0.1434788116634968,0.0,1.4707306801581677,-0.2952525945872883,1,20.0,1,1,-0.393225695697498,-0.39322569569749805
2016-04-18,air_c73d319ffabf287a,0,1,0,0,0,0,0,-0.009542598256154201,-0.18107151340939098,0.0,-1.390681685573913,0.05122206445900604,1,4.0,1,1,-1.4024973361487447,-1.4024973361487447
2016-04-19,air_c73d319ffabf287a,0,0,0,0,0,1,0,-0.06838862083577205,0.1318877286251796,0.0,1.3703302462728313,-0.260605128682659,1,12.0,1,1,-1.0867222270854056,-1.0867222270854056
2016-04-20,air_c73d319ffabf287a,0,0,0,0,0,0,1,-0.03308100728800126,0.09711447951022723,0.0,1.5711311140435038,-0.3183509051903747,1,15.0,1,1,-0.9535124721456077,-0.9535124721456079
2016-04-21,air_c73d319ffabf287a,0,0,0,0,1,0,0,0.03753421980753991,-0.1347071812561214,0.0,-1.4408819025165813,0.13206615156980797,1,10.0,1,1,-1.0595262846780367,-1.0595262846780367
2016-04-22,air_c73d319ffabf287a,1,0,0,0,0,0,0,0.3788411507693237,0.2825718081233063,0.0,1.1695293785021592,0.3861475682037573,1,24.0,1,1,-0.5621930786173549,-0.562193078617355
2016-04-23,air_c73d319ffabf287a,0,0,1,0,0,0,0,0.261149105610088,0.3173450572382583,0.0,-0.2862769128352154,0.30530348109295513,1,29.0,1,1,-0.4652445802207157,-0.4652445802207158
2016-04-25,air_c73d319ffabf287a,0,1,0,0,0,0,0,0.3082259236737821,0.5028023858513374,0.0,0.16552503964879756,0.07432037506209224,1,7.0,1,1,-1.2660139955488006,-1.2660139955488008
2016-04-26,air_c73d319ffabf287a,0,0,0,0,0,1,0,0.48476399141263565,0.5491667180046069,0.0,1.4958307886295015,0.4554425000130159,1,21.0,1,1,-0.9902773572518657,-0.9902773572518658
2016-04-27,air_c73d319ffabf287a,0,0,0,0,0,0,1,0.3199951281897058,0.12029664558686201,0.0,-1.4408819025165813,0.49008996591764536,1,21.0,1,1,-0.9708876575725379,-0.9708876575725379
2016-04-28,air_c73d319ffabf287a,0,0,0,0,1,0,0,0.04930342432346365,-0.04197851694958188,0.0,-1.4408819025165813,-0.006523712048709683,1,28.0,1,1,-0.7296495758479136,-0.7296495758479137
2016-04-29,air_c73d319ffabf287a,1,0,0,0,0,0,0,-0.315541915670167,-0.20425367948602619,1.0,0.09022471423479526,-0.22595766277802945,1,25.0,1,1,-0.5571567929863607,-0.5571567929863608
2016-04-30,air_c73d319ffabf287a,0,0,1,0,0,0,0,-0.1272346434153899,-0.08834284910285185,0.0,1.746831873342842,-0.4107441476027197,1,20.0,1,1,-0.6012242922575604,-0.6012242922575604
2016-05-02,air_c73d319ffabf287a,0,1,0,0,0,0,0,0.5200716049604065,0.9316724582690823,0.0,1.4205304632154998,0.32840179169604156,1,13.0,1,1,-1.0202432567562816,-1.0202432567562816
2016-05-03,air_c73d319ffabf287a,0,0,0,0,0,1,0,0.5318408094763302,0.39848263850648064,1.0,-1.290281251688577,0.42079503410838676,1,10.0,1,1,-0.7351894900420072,-0.7351894900420073
2016-05-06,air_c73d319ffabf287a,1,0,0,0,0,0,0,0.2258414920623172,0.1550698947018144,0.0,-1.4408819025165813,0.363049257600671,1,8.0,1,1,-1.1380923405215468,-1.1380923405215468
2016-05-07,air_c73d319ffabf287a,0,0,1,0,0,0,0,0.36707194625339995,0.4912113028130198,0.0,-0.5372779975485557,0.3861475682037573,1,28.0,1,1,-0.7110153190132349,-0.7110153190132349
2016-05-08,air_c73d319ffabf287a,0,0,0,1,0,0,0,0.40237955980117074,0.46802913673638497,0.0,1.4205304632154998,0.17826277277598057,1,4.0,1,1,-1.0519718562315452,-1.0519718562315452
2016-05-09,air_c73d319ffabf287a,0,1,0,0,0,0,0,0.1434570604508523,0.027567981280322465,0.0,-1.4408819025165813,0.2244593939821532,1,11.0,1,1,-1.4805597634291554,-1.4805597634291556
2016-05-10,air_c73d319ffabf287a,0,0,0,0,0,1,0,0.33176433270562916,0.20143422685508394,0.0,-1.4408819025165813,0.3861475682037573,1,17.0,1,1,-1.3178877375480413,-1.3178877375480413
2016-05-11,air_c73d319ffabf287a,0,0,0,0,0,0,1,0.40237955980117074,0.3057539741999411,0.0,-1.3655815771025792,0.30530348109295513,1,20.0,1,1,-1.127516140696459,-1.127516140696459
2016-05-12,air_c73d319ffabf287a,0,0,0,0,1,0,0,0.3199951281897058,0.3405272233148935,0.0,1.8974325241708465,0.07432037506209224,1,22.0,1,1,-1.0068970998341467,-1.0068970998341469
2016-05-13,air_c73d319ffabf287a,1,0,0,0,0,0,0,0.5553792185081773,0.8041705448475908,0.0,1.4958307886295015,0.46699165531455916,1,15.0,1,1,-0.6493208200335554,-0.6493208200335554
2016-05-14,air_c73d319ffabf287a,0,0,1,0,0,0,0,0.6848404681833363,0.8273527109242256,0.0,1.4958307886295015,0.524737431822275,1,25.0,1,1,-0.4884114941232892,-0.4884114941232893
2016-05-15,air_c73d319ffabf287a,0,0,0,1,0,0,0,0.7201480817311071,0.6998507975027336,0.0,1.3452301378014975,0.697974761345422,1,5.0,1,1,-1.1043492267938855,-1.1043492267938855
2016-05-17,air_c73d319ffabf287a,0,0,0,0,0,1,0,0.21407228754639346,0.514393468889655,0.0,1.3954303547441658,0.028123753855919628,1,2.0,1,1,-1.2468761101510224,-1.2468761101510226
2016-05-18,air_c73d319ffabf287a,0,0,0,0,0,0,1,0.3788411507693237,0.5491667180046069,0.0,1.8472323072281782,0.07432037506209224,1,13.0,1,1,-1.0436619849404047,-1.0436619849404047
2016-05-19,air_c73d319ffabf287a,0,0,0,0,1,0,0,0.6259944456037184,0.8505348770008603,0.0,1.3703302462728313,0.44389334471147296,1,8.0,1,1,-1.0351002993677145,-1.0351002993677145
2016-05-20,air_c73d319ffabf287a,1,0,0,0,0,0,0,0.6377636501196422,0.8389437939625427,0.0,1.0189287276741552,0.6748764507423358,1,20.0,1,1,-0.6488171914704559,-0.648817191470456
2016-05-21,air_c73d319ffabf287a,0,0,1,0,0,0,0,0.7436864907629541,0.9896278734606694,0.0,1.7970320902855104,0.5824832083299907,1,37.0,1,1,-0.3733323674550707,-0.3733323674550708
2016-05-23,air_c73d319ffabf287a,0,1,0,0,0,0,0,0.8966861494699606,1.0707654547288914,0.0,1.6464314394575061,0.7210730719485082,1,16.0,1,1,-1.3105851233830996,-1.3105851233830998
2016-05-24,air_c73d319ffabf287a,0,0,0,0,0,1,0,0.8849169449540373,0.8737170430774951,0.0,0.5420266667188082,0.8134663143608535,1,13.0,1,1,-1.1992832109381268,-1.199283210938127
2016-05-25,air_c73d319ffabf287a,0,0,0,0,0,0,1,0.8260709223744195,0.6882597144644165,0.0,-1.4157817940452473,0.9751544885824573,1,21.0,1,1,-0.9943063857566611,-0.9943063857566612
2016-05-26,air_c73d319ffabf287a,0,0,0,0,1,0,0,0.8849169449540373,0.9084902921924475,0.0,-1.340481468631245,0.9636053332809145,1,6.0,1,1,-0.9582969434950522,-0.9582969434950523
2016-05-27,air_c73d319ffabf287a,1,0,0,0,0,0,0,0.8849169449540373,0.9780367904223523,0.0,0.4918264497761401,0.8712120908685692,1,21.0,1,1,-0.6651851197711872,-0.6651851197711873
