visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Shizuoka-ken Hamamatsu-shi Motoshirochō,total_area_visitors,total_genre_visitors
2016-11-13,air_df554c4527a1cfe6,0,0,0,1,0,0,0,1.7825952952550967,1.9943152053051625,0.0,0.3300758402378929,1.6320435051192714,1,110.0,1,1,-0.36468025933026055,-0.3646802593302604
2016-11-14,air_df554c4527a1cfe6,0,1,0,0,0,0,0,1.5587529177672055,0.8088464088849449,0.0,-1.9576470058829674,2.1776675171857742,1,22.0,1,1,-1.2467644134625346,-1.2467644134625346
2016-11-15,air_df554c4527a1cfe6,0,0,0,0,0,1,0,2.130794549125151,2.1839902127323976,0.0,0.1273662209613609,2.128065334270637,1,32.0,1,1,-0.8151895608485945,-0.8151895608485944
2016-11-16,air_df554c4527a1cfe6,0,0,0,0,0,0,1,1.2602964144500168,1.4015808070950537,0.0,0.040490669842847285,1.2848282247133158,1,34.0,1,1,-0.3140795769133462,-0.31407957691334604
2016-11-17,air_df554c4527a1cfe6,0,0,0,0,1,0,0,1.359781915555746,1.567546438593884,0.0,0.561743976553929,1.1856238588830426,1,64.0,1,1,-0.2713138388706638,-0.2713138388706636
2016-11-18,air_df554c4527a1cfe6,1,0,0,0,0,0,0,1.2105536638971517,1.16448704781101,0.0,-0.16221894943368467,0.9376129443073599,1,67.0,1,1,0.8419011743014513,0.8419011743014516
2016-11-19,air_df554c4527a1cfe6,0,0,1,0,0,0,0,1.658238418872935,1.16448704781101,0.0,-1.5522277673299036,2.0040598769827955,1,103.0,1,1,1.2777199551181004,1.2777199551181009
2016-11-20,air_df554c4527a1cfe6,0,0,0,1,0,0,0,2.3297655513366102,2.207699588660802,0.0,0.3300758402378929,2.028860968440364,1,89.0,1,1,-0.14856637700769745,-0.14856637700769723
2016-11-21,air_df554c4527a1cfe6,0,1,0,0,0,0,0,1.8572094210843941,1.4964183108086715,0.0,-1.9576470058829674,2.2272697001009103,1,26.0,1,1,-1.15796837722124,-1.15796837722124
2016-11-22,air_df554c4527a1cfe6,0,0,0,0,0,1,0,2.006437672742989,1.946896453448354,0.0,0.561743976553929,2.0784631513555003,1,51.0,1,1,0.5490701283145342,0.5490701283145345
2016-11-23,air_df554c4527a1cfe6,0,0,0,0,0,0,1,1.1359395380678547,0.6428807773861145,1.0,-0.9151403924608033,1.334430407628452,1,51.0,1,1,-0.2027580755961347,-0.2027580755961345
2016-11-24,air_df554c4527a1cfe6,0,0,0,0,1,0,0,-0.33147160324165686,-0.7796817783181467,0.0,-1.9576470058829674,0.24318238349544782,1,19.0,1,1,-1.002575313798974,-1.002575313798974
2016-11-25,air_df554c4527a1cfe6,1,0,0,0,0,0,0,-0.05788647520090054,0.21611201067483599,0.0,-0.046384881275666597,-0.15363507982564456,1,69.0,1,1,0.7253563767347518,0.7253563767347522
2016-11-26,air_df554c4527a1cfe6,0,0,1,0,0,0,0,0.4892837808806121,0.5243338977440928,0.0,0.5038269424749201,-0.10403289691050796,1,175.0,1,1,1.5529223762629958,1.5529223762629962
2016-11-27,air_df554c4527a1cfe6,0,0,0,1,0,0,0,1.0613254122385574,0.6191714014577098,0.0,-1.8707714547644538,1.582441322204135,1,99.0,1,1,-0.4652287121329032,-0.465228712132903
2016-11-28,air_df554c4527a1cfe6,0,1,0,0,0,0,0,0.737997533644936,0.2872401384600492,0.0,-0.8572233583817942,0.9376129443073599,1,17.0,1,1,-1.1181407433188943,-1.1181407433188943
2016-11-29,air_df554c4527a1cfe6,0,0,0,0,0,1,0,0.4644124056041798,0.5480432736724974,0.0,0.8513291469489747,0.5407954809862672,1,40.0,1,1,-0.555983484467756,-0.5559834844677558
2016-11-30,air_df554c4527a1cfe6,0,0,0,0,0,0,1,0.4644124056041798,0.07385575510440996,0.0,-1.407435182132381,0.6151987553589721,1,38.0,1,1,-0.3477045465194248,-0.34770454651942456
2016-12-01,air_df554c4527a1cfe6,0,0,0,0,1,0,0,1.4095246661086112,1.1407776718826061,0.0,-0.8861818754212987,1.7312478709495447,1,21.0,1,1,-0.43911223088546353,-0.43911223088546336
2016-12-02,air_df554c4527a1cfe6,1,0,0,0,0,0,0,0.7131261583685038,0.35836826624526247,0.0,0.7354950787909568,0.7144031211892452,1,59.0,1,1,0.9551814117122208,0.9551814117122212
2016-12-03,air_df554c4527a1cfe6,0,0,1,0,0,0,0,0.38979827977488285,0.7614276570281363,0.0,0.7354950787909568,-0.17843617128321274,1,141.0,1,1,1.9443431389589976,1.944343138958998
2016-12-04,air_df554c4527a1cfe6,0,0,0,1,0,0,0,0.8126116594742334,1.069649544097393,0.0,0.011532152803342573,0.5655965724438357,1,62.0,1,1,-0.2905747437906505,-0.29057474379065035
2016-12-06,air_df554c4527a1cfe6,0,0,0,0,0,1,0,0.6136406572627741,0.5480432736724974,0.0,0.2721588061588837,0.34238674932572105,1,28.0,1,1,-0.6405355925063418,-0.6405355925063417
2016-12-07,air_df554c4527a1cfe6,0,0,0,0,0,0,1,-0.20711472685949484,-0.18694738010803783,0.0,0.8513291469489747,-0.07923180545293976,1,39.0,1,1,-0.16945956200564916,-0.16945956200564896
2016-12-08,air_df554c4527a1cfe6,0,0,0,0,1,0,0,0.09134177645769377,0.5480432736724974,0.0,0.561743976553929,-0.07923180545293976,1,44.0,1,1,-0.024186635066766108,-0.024186635066765886
2016-12-09,air_df554c4527a1cfe6,1,0,0,0,0,0,0,0.5141551561570449,0.6191714014577098,0.0,0.41695139135640624,0.34238674932572105,1,94.0,1,1,1.5003629577525235,1.500362957752524
2016-12-10,air_df554c4527a1cfe6,0,0,1,0,0,0,0,-0.05788647520090054,-0.4003317634636771,0.0,0.7934121128699657,0.24318238349544782,1,109.0,1,1,2.137278644174458,2.1372786441744585
2016-12-11,air_df554c4527a1cfe6,0,0,0,1,0,0,0,-0.5055712301766837,-0.3054942597500596,0.0,0.8223706299094702,-0.6248558175194419,1,56.0,1,1,0.14491758101040564,0.14491758101040586
2016-12-12,air_df554c4527a1cfe6,0,1,0,0,0,0,0,-0.3812143537945217,-0.06840050046601606,0.0,-0.9151403924608033,-0.6992590918921467,1,28.0,1,1,-0.8892950763882045,-0.8892950763882044
2016-12-13,air_df554c4527a1cfe6,0,0,0,0,0,1,0,0.29031277866915317,-0.18694738010803783,0.0,-1.9576470058829674,0.4167900236984258,1,16.0,1,1,-0.3819824281566893,-0.38198242815668915
2016-12-14,air_df554c4527a1cfe6,0,0,0,0,0,0,1,0.4644124056041798,0.23982138660324068,0.0,-0.01742636423616188,0.06957474329247004,1,47.0,1,1,0.18833623108427405,0.1883362310842743
2016-12-15,air_df554c4527a1cfe6,0,0,0,0,1,0,0,-0.6796708571117105,-0.6137161468193163,0.0,0.6486195276724429,-0.45124817731646394,1,58.0,1,1,0.2761528992787899,0.2761528992787901
2016-12-16,air_df554c4527a1cfe6,1,0,0,0,0,0,0,-0.8040277334938725,-0.7559724023897424,0.0,0.5038269424749201,-0.5504525431467371,1,96.0,1,1,1.6498798128941154,1.649879812894116
2016-12-17,air_df554c4527a1cfe6,0,0,1,0,0,0,0,-0.6299281065588457,-0.6374255227477206,0.0,0.8223706299094702,-0.7736623662648515,1,144.0,1,1,2.524455478667751,2.5244554786677513
2016-12-18,air_df554c4527a1cfe6,0,0,0,1,0,0,0,-0.03301509992446822,0.16869325881802746,0.0,0.7065365617514519,-0.4264470858588957,1,121.0,1,1,0.23208133717373547,0.23208133717373572
2016-12-19,air_df554c4527a1cfe6,0,1,0,0,0,0,0,0.29031277866915317,0.5006245218156885,0.0,0.6486195276724429,0.04477365183490163,1,27.0,1,1,-0.4188719579186978,-0.41887195791869763
2016-12-20,air_df554c4527a1cfe6,0,0,0,0,0,1,0,0.31518415394558547,0.263530762531645,0.0,-1.928688488843463,0.14397801766517485,1,43.0,1,1,0.20857650405103978,0.20857650405104003
2016-12-21,air_df554c4527a1cfe6,0,0,0,0,0,0,1,0.5141551561570449,0.879974536670158,0.0,0.38799287431690177,0.06957474329247004,1,67.0,1,1,0.7077277518927301,0.7077277518927304
2016-12-22,air_df554c4527a1cfe6,0,0,0,0,1,0,0,1.484138791937908,1.3778714311666498,0.0,-1.9576470058829674,1.6072424136617032,1,86.0,1,1,1.6635909655490213,1.6635909655490217
2016-12-23,air_df554c4527a1cfe6,1,0,0,0,0,0,0,0.737997533644936,0.8562651607417534,1.0,-0.5676381879867486,0.6648009382741086,1,89.0,1,1,1.234954217075418,1.2349542170754184
2016-12-24,air_df554c4527a1cfe6,0,0,1,0,0,0,0,-0.08275785047733285,-0.23436613196484637,0.0,0.3300758402378929,0.11917692620760642,1,109.0,1,1,1.4435596110393423,1.4435596110393427
2016-12-25,air_df554c4527a1cfe6,0,0,0,1,0,0,0,0.016727650628396838,0.050146379176005694,0.0,0.590702493593434,0.2927845664105844,1,35.0,1,1,-0.016678146708127208,-0.016678146708126985
2016-12-26,air_df554c4527a1cfe6,0,1,0,0,0,0,0,0.31518415394558547,0.5006245218156885,0.0,-0.5386796709472439,0.06957474329247004,1,46.0,1,1,-0.13354940029041965,-0.13354940029041942
2016-12-27,air_df554c4527a1cfe6,0,0,0,0,0,1,0,0.7877402841978012,0.8562651607417534,0.0,-1.6970203525274263,0.7144031211892452,1,66.0,1,1,0.5334002395660704,0.5334002395660707
2016-12-28,air_df554c4527a1cfe6,0,0,0,0,0,0,1,-0.6547994818352783,-0.6611348986761248,0.0,0.8513291469489747,-0.7984634577224199,1,110.0,1,1,1.5516165522006238,1.5516165522006242
2016-12-29,air_df554c4527a1cfe6,0,0,0,0,1,0,0,-0.6050567312824133,-0.7322630264613381,1.0,0.011532152803342573,-0.6000547260618735,1,182.0,1,1,1.1823947985649457,1.1823947985649461
2016-12-30,air_df554c4527a1cfe6,1,0,0,0,0,0,0,-0.6796708571117105,-0.7559724023897424,1.0,0.8223706299094702,-0.40164599440132737,1,205.0,1,1,0.5082631263654097,0.50826312636541
2016-12-31,air_df554c4527a1cfe6,0,0,1,0,0,0,0,-0.4060857290709542,-0.4003317634636771,1.0,0.8223706299094702,-0.6000547260618735,1,89.0,1,1,-2.0109979459657374,-2.0109979459657374
2017-01-02,air_df554c4527a1cfe6,0,1,0,0,0,0,0,-0.008143724648035913,0.12127450696121893,1.0,0.6196610106329384,-0.47604926877403214,1,82.0,1,1,-2.3175401446075603,-2.3175401446075603
2017-01-03,air_df554c4527a1cfe6,0,0,0,0,0,1,0,0.19082727756342346,0.050146379176005694,1.0,0.7354950787909568,0.44159111515599425,1,127.0,1,1,-2.0704129408036627,-2.0704129408036627
2017-01-04,air_df554c4527a1cfe6,0,0,0,0,0,0,1,-0.08275785047733285,0.02643700324760143,0.0,0.5038269424749201,-0.35204381148619074,1,109.0,1,1,-1.6626693773280112,-1.662669377328011
2017-01-05,air_df554c4527a1cfe6,0,0,0,0,1,0,0,-0.5553139807295485,-0.5662973949625074,0.0,0.7934121128699657,-0.12883398836807636,1,41.0,1,1,-1.1393603843324391,-1.1393603843324391
2017-01-06,air_df554c4527a1cfe6,1,0,0,0,0,0,0,-0.8786418593231696,-1.1590317931726162,0.0,-1.8128544206854447,-0.6000547260618735,1,46.0,1,1,-0.026798283191510074,-0.026798283191509852
2017-01-07,air_df554c4527a1cfe6,0,0,1,0,0,0,0,-0.8040277334938725,-0.23436613196484637,0.0,0.590702493593434,-1.2944852868737853,1,98.0,1,1,0.6656149258812336,0.6656149258812339
2017-01-08,air_df554c4527a1cfe6,0,0,0,1,0,0,0,-0.6547994818352783,-1.0641942894589986,0.0,-1.9576470058829674,-0.4264470858588957,1,108.0,1,1,-0.3137531208977532,-0.31375312089775304
2017-01-09,air_df554c4527a1cfe6,0,1,0,0,0,0,0,0.11621315173412608,0.00272762731919716,1.0,0.3011173231983882,0.24318238349544782,1,59.0,1,1,-1.0916978060558618,-1.0916978060558618
2017-01-11,air_df554c4527a1cfe6,0,0,0,0,0,0,1,-0.7542849829410077,-1.01677553760219,0.0,0.0984077039218562,-0.17843617128321274,1,6.0,1,1,-0.7443486054649144,-0.7443486054649143
2017-01-12,air_df554c4527a1cfe6,0,0,0,0,1,0,0,-0.9532559851524668,-1.467253680241873,0.0,-0.799306324302785,-0.6000547260618735,1,21.0,1,1,-0.7564274780418553,-0.7564274780418552
2017-01-13,air_df554c4527a1cfe6,1,0,0,0,0,0,0,-0.9035132345996022,-1.0879036653874035,0.0,-0.5386796709472439,-0.7984634577224199,1,79.0,1,1,0.6186052596358422,0.6186052596358426
2017-01-14,air_df554c4527a1cfe6,0,0,1,0,0,0,0,-1.9232396209333305,-2.154825582165599,0.0,-1.4363936991718853,-1.6168994758221729,1,104.0,1,1,1.013290582487774,1.0132905824877743
2017-01-15,air_df554c4527a1cfe6,0,0,0,1,0,0,0,-2.147081998421222,-2.225953709950812,0.0,0.3011173231983882,-1.8897114818554241,1,73.0,1,1,-0.7306374528100087,-0.7306374528100085
2017-01-16,air_df554c4527a1cfe6,0,1,0,0,0,0,0,-1.6496544928925743,-1.9177318228815554,0.0,0.41695139135640624,-1.344087469788922,1,8.0,1,1,-1.2017134833107013,-1.2017134833107013
2017-01-19,air_df554c4527a1cfe6,0,0,0,0,1,0,0,-0.33147160324165686,-0.37662238753527283,0.0,-1.2336840798953534,-0.22803835419834936,1,12.0,1,1,-0.3849205322970263,-0.3849205322970261
2017-01-20,air_df554c4527a1cfe6,1,0,0,0,0,0,0,-0.8288991087703048,-0.8508099061033598,0.0,-1.4943107332508943,-0.47604926877403214,1,78.0,1,1,0.6499450371327699,0.6499450371327702
2017-01-21,air_df554c4527a1cfe6,0,0,1,0,0,0,0,-0.7791563582174402,-0.8271005301749552,0.0,0.8802876639884796,-0.45124817731646394,1,137.0,1,1,1.447477083226458,1.4474770832264585
2017-01-22,air_df554c4527a1cfe6,0,0,0,1,0,0,0,-0.9035132345996022,-0.5662973949625074,0.0,-0.6545137391052622,-0.9472700064678296,1,97.0,1,1,-0.46947264033561215,-0.469472640335612
2017-01-23,air_df554c4527a1cfe6,0,1,0,0,0,0,0,-1.5999117423397093,-1.751766191382725,0.0,0.4748684254354157,-1.269684195416217,1,32.0,1,1,-1.2154246359656071,-1.2154246359656071
2017-01-24,air_df554c4527a1cfe6,0,0,0,0,0,1,0,-1.7988827445511686,-1.680638063597512,0.0,0.7065365617514519,-1.5424962014494683,1,43.0,1,1,-0.6405355925063418,-0.6405355925063417
2017-01-25,air_df554c4527a1cfe6,0,0,0,0,0,0,1,-1.2019697379167908,-0.9219380338885727,0.0,0.909246181027984,-1.244883103958649,1,35.0,1,1,-0.3062446325391143,-0.30624463253911416
2017-01-26,air_df554c4527a1cfe6,0,0,0,0,1,0,0,-1.2019697379167908,-0.7322630264613381,0.0,0.909246181027984,-1.344087469788922,1,34.0,1,1,-0.1887204669256359,-0.1887204669256357
2017-01-27,air_df554c4527a1cfe6,1,0,0,0,0,0,0,-0.3066002279652245,-0.0446911245376118,0.0,-0.9730574265398124,-1.0464743722981025,1,64.0,1,1,1.0377747836572486,1.037774783657249
2017-01-28,air_df554c4527a1cfe6,0,0,1,0,0,0,0,-0.20711472685949484,0.050146379176005694,0.0,0.8223706299094702,-0.45124817731646394,1,109.0,1,1,1.675669838125962,1.6756698381259625
2017-01-29,air_df554c4527a1cfe6,0,0,0,1,0,0,0,-0.18224335158306254,0.38207764217366674,0.0,-0.1043019153546755,-1.071275463755671,1,78.0,1,1,-0.13452876833719862,-0.13452876833719843
2017-01-31,air_df554c4527a1cfe6,0,0,0,0,0,1,0,-0.8288991087703048,-0.8271005301749552,0.0,0.9382046980674885,-0.6992590918921467,1,20.0,1,1,-0.6167043033680532,-0.616704303368053
2017-02-01,air_df554c4527a1cfe6,0,0,0,0,0,0,1,-0.9532559851524668,-0.7796817783181467,0.0,0.040490669842847285,-0.996872189382966,1,34.0,1,1,-0.4629435200237522,-0.46294352002375205
2017-02-02,air_df554c4527a1cfe6,0,0,0,0,1,0,0,-1.0527414862581965,-1.135322417244212,0.0,0.967163215106993,-0.8480656406375563,1,33.0,1,1,-0.4733901125227281,-0.4733901125227279
2017-02-03,air_df554c4527a1cfe6,1,0,0,0,0,0,0,-0.3066002279652245,-0.23436613196484637,0.0,1.0250802491860025,-0.17843617128321274,1,82.0,1,1,0.6261137479944812,0.6261137479944815
2017-02-04,air_df554c4527a1cfe6,0,0,1,0,0,0,0,-0.43095710434738654,0.09756513103281424,0.0,0.9961217321464975,-0.8480656406375563,1,127.0,1,1,1.5232148788440332,1.5232148788440336
2017-02-05,air_df554c4527a1cfe6,0,0,0,1,0,0,0,-0.7045422323881428,-1.0404849135305945,0.0,-1.9576470058829674,-1.244883103958649,1,57.0,1,1,-0.5582686765769069,-0.5582686765769068
2017-02-06,air_df554c4527a1cfe6,0,1,0,0,0,0,0,-0.3066002279652245,-0.5900067708909117,0.0,-0.42284560278922584,-0.27764053711348596,1,34.0,1,1,-1.1720059858917387,-1.1720059858917387
2017-02-07,air_df554c4527a1cfe6,0,0,0,0,0,1,0,-1.1024842368110614,-1.1116130413158076,0.0,0.590702493593434,-0.6744580004345785,1,23.0,1,1,-0.7198644042954397,-0.7198644042954396
2017-02-08,air_df554c4527a1cfe6,0,0,0,0,0,0,1,-0.8786418593231696,-0.7085536505329334,0.0,0.6775780447119474,-0.7736623662648515,1,33.0,1,1,-0.3147324889445322,-0.31473248894453204
2017-02-09,air_df554c4527a1cfe6,0,0,0,0,1,0,0,-1.2019697379167908,-1.9177318228815554,0.0,-1.9576470058829674,-0.5504525431467371,1,40.0,1,1,-0.5876497179802765,-0.5876497179802764
2017-02-10,air_df554c4527a1cfe6,1,0,0,0,0,0,0,-1.3014552390225205,-1.2064505450294252,0.0,0.5038269424749201,-0.8976678235526929,1,60.0,1,1,0.8732409517983789,0.8732409517983792
2017-02-11,air_df554c4527a1cfe6,0,0,1,0,0,0,0,-1.7242686187218714,-1.6332193117407032,1.0,0.243200289119379,-1.2944852868737853,1,113.0,1,1,1.397202856825137,1.3972028568251373
2017-02-12,air_df554c4527a1cfe6,0,0,0,1,0,0,0,-1.3014552390225205,-1.1590317931726162,0.0,1.0829972832650112,-1.0960765552132392,1,36.0,1,1,-0.27294611894862875,-0.2729461189486286
2017-02-13,air_df554c4527a1cfe6,0,1,0,0,0,0,0,-1.0029987357053316,-0.6848442746045291,0.0,1.0540387662255069,-1.4184907441616268,1,30.0,1,1,-1.0417500356701335,-1.0417500356701335
2017-02-14,air_df554c4527a1cfe6,0,0,0,0,0,1,0,-1.0527414862581965,-0.8982286579601684,0.0,1.1409143173440202,-1.0960765552132392,1,28.0,1,1,-0.48938645728678487,-0.4893864572867847
2017-02-15,air_df554c4527a1cfe6,0,0,0,0,0,0,1,-0.7294136076645754,-0.5425880190341031,0.0,1.1119558003045158,-1.0216732808405344,1,38.0,1,1,-0.02157498694202214,-0.02157498694202192
2017-02-16,air_df554c4527a1cfe6,0,0,0,0,1,0,0,-0.33147160324165686,0.09756513103281424,0.0,0.967163215106993,-1.1208776466708075,1,38.0,1,1,-0.008516746318302317,-0.008516746318302093
2017-02-17,air_df554c4527a1cfe6,1,0,0,0,0,0,0,0.4892837808806121,0.09756513103281424,0.0,-1.928688488843463,0.16877910912274302,1,66.0,1,1,0.9907651174118572,0.9907651174118576
2017-02-18,air_df554c4527a1cfe6,0,0,1,0,0,0,0,0.19082727756342346,0.050146379176005694,0.0,0.561743976553929,0.14397801766517485,1,115.0,1,1,1.5973203943836431,1.5973203943836436
2017-02-19,air_df554c4527a1cfe6,0,0,0,1,0,0,0,-0.6547994818352783,-0.5425880190341031,0.0,1.1698728343835252,-0.5752536346043053,1,74.0,1,1,-0.13126420818126866,-0.13126420818126847
2017-02-20,air_df554c4527a1cfe6,0,1,0,0,0,0,0,0.36492690449845006,0.8088464088849449,0.0,-1.523269250290399,0.019972560377333443,1,40.0,1,1,-1.1964901870612135,-1.1964901870612132
2017-02-21,air_df554c4527a1cfe6,0,0,0,0,0,1,0,-1.0278701109817643,-0.9219380338885727,0.0,1.0540387662255069,-0.7240601833497149,1,46.0,1,1,-0.4476000872908814,-0.44760008729088124
2017-02-22,air_df554c4527a1cfe6,0,0,0,0,0,0,1,-0.5304426054531162,-0.3054942597500596,0.0,-0.5676381879867486,-0.996872189382966,1,50.0,1,1,-0.038550699752857916,-0.038550699752857694
2017-02-23,air_df554c4527a1cfe6,0,0,0,0,1,0,0,0.7628689089213688,0.5954620255293059,0.0,-1.46535221621139,0.44159111515599425,1,34.0,1,1,-0.10090379873112008,-0.10090379873111986
2017-02-24,air_df554c4527a1cfe6,1,0,0,0,0,0,0,-0.5055712301766837,-0.5662973949625074,0.0,1.0540387662255069,-0.20323726274078116,1,85.0,1,1,1.1135125792748237,1.113512579274824
2017-02-25,air_df554c4527a1cfe6,0,0,1,0,0,0,0,-0.5304426054531162,-0.37662238753527283,0.0,1.1698728343835252,-0.45124817731646394,1,124.0,1,1,1.8797048478715843,1.8797048478715848
2017-02-26,air_df554c4527a1cfe6,0,0,0,1,0,0,0,-0.33147160324165686,-0.2106567560364421,0.0,0.41695139135640624,-0.7984634577224199,1,58.0,1,1,0.058406736878261784,0.05840673687826202
2017-02-27,air_df554c4527a1cfe6,0,1,0,0,0,0,0,-0.15737197630663022,0.00272762731919716,0.0,0.7354950787909568,-0.15363507982564456,1,10.0,1,1,-0.9039855970898893,-0.9039855970898892
2017-02-28,air_df554c4527a1cfe6,0,0,0,0,0,1,0,-0.33147160324165686,-0.18694738010803783,0.0,0.06944918688235174,-0.12883398836807636,1,13.0,1,1,-0.3477045465194248,-0.34770454651942456
