visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Fukuoka-ken Fukuoka-shi Takatori,total_area_visitors,total_genre_visitors
2016-01-29,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,-0.696426176911332,-0.738297479448384,0.0,-1.2333369035457198,-0.4053666447298095,1,22.0,1,1,-0.9779774104186261,-0.9779774104186263
2016-01-30,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,-0.7210011846966721,-0.7027379482629504,0.0,0.527847342809369,-0.5845648796574731,1,51.0,1,1,-0.6768678512992252,-0.6768678512992253
2016-01-31,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,-0.8807387353013828,-0.9635078436227955,0.0,0.08755128122059684,-0.7040303696092488,1,18.0,1,1,-1.231061900615186,-1.231061900615186
2016-02-01,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,-1.1510638209401238,-1.3428095096007517,0.0,-1.2088760112352326,-0.978800996498333,1,23.0,1,1,-1.4851627943868322,-1.4851627943868324
2016-02-03,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,-1.2125013404034741,-1.2124245619208294,0.0,-0.5239710265415869,-1.181892329416352,1,33.0,1,1,-1.26257041144287,-1.2625704114428702
2016-02-04,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,-1.2616513559741545,-1.1768650307353958,0.0,0.35662109663595754,-1.3491440153488379,1,31.0,1,1,-1.2249634791646664,-1.2249634791646664
2016-02-05,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,-1.2493638520814845,-1.1768650307353958,0.0,-0.3772056726786628,-1.1341061334356415,1,13.0,1,1,-0.8514351653203462,-0.8514351653203464
2016-02-06,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,-1.2985138676521648,-1.5680198737751634,0.0,-1.0621106573723083,-1.1460526824308193,1,35.0,1,1,-0.6285886814826124,-0.6285886814826125
2016-02-07,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,-1.4828264260422155,-1.4969008114042968,0.0,-1.037649765061821,-1.4208233093199034,1,50.0,1,1,-1.2384308265345636,-1.2384308265345638
2016-02-08,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,-1.2493638520814845,-1.2953968013535073,0.0,-0.25490121112622605,-1.3969302113295483,1,28.0,1,1,-1.4338344138449597,-1.4338344138449597
2016-02-10,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,-1.114201309262114,-0.8449760730046842,0.0,1.1638305428820401,-1.2296785253970621,1,31.0,1,1,-0.8928536110051246,-0.8928536110051247
2016-02-11,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,-0.7701512002673523,-0.4893807611503499,1.0,0.8213780505352172,-1.1102130354452864,1,52.0,1,1,-0.9660346684113588,-0.9660346684113589
2016-02-12,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,-0.21721352509719988,-0.228610865790505,0.0,-1.0621106573723083,-0.38147354673945444,1,26.0,1,1,-0.9098783708878249,-0.9098783708878251
2016-02-13,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.053111560541541446,-0.015253678677904463,0.0,-0.890884411198897,0.0724953150772935,1,60.0,1,1,-0.7203191041341768,-0.7203191041341769
2016-02-14,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,-0.7701512002673523,-0.2523172199141272,0.0,-1.2088760112352326,-0.9429613495128003,1,21.0,1,1,-1.2559637882048071,-1.2559637882048074
2016-02-15,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,-1.5319764416128958,-1.781377060887764,0.0,-0.7196581650254855,-1.2296785253970621,1,37.0,1,1,-1.4373918263577627,-1.4373918263577627
2016-02-17,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,-1.3599513871155149,-1.5087539884661079,0.0,-0.8175017342674349,-1.3849836623343705,1,25.0,1,1,-1.1083311689234807,-1.108331168923481
2016-02-18,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,-1.2247888442961443,-0.9516546665609845,0.0,-0.13259674957378934,-1.4208233093199034,1,38.0,1,1,-1.1179870028868033,-1.1179870028868033
2016-02-19,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,-0.7824387041600223,-0.7975633647574396,0.0,-0.6707363804045109,-0.978800996498333,1,18.0,1,1,-0.7993444820971587,-0.7993444820971589
2016-02-20,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,-0.9421762547647331,-1.093892791302718,0.0,-1.2333369035457198,-0.727923467599604,1,53.0,1,1,-0.8333940018625594,-0.8333940018625595
2016-02-21,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,-1.2247888442961443,-1.3309563325389406,0.0,1.0904478659505779,-1.205785427406707,1,27.0,1,1,-1.2015861969376749,-1.201586196937675
2016-02-24,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,-1.1387763170474539,-1.1887182077972072,0.0,-0.4750492419206121,-1.2535716233874172,1,40.0,1,1,-1.1644874664470146,-1.1644874664470146
2016-02-25,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,-1.4705389221495455,-1.4731944572806743,0.0,-0.4750492419206121,-1.3969302113295483,1,41.0,1,1,-1.0603061000006395,-1.0603061000006397
2016-02-26,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,-1.3353763793301747,-1.1531586766117736,0.0,0.7969171582247299,-1.5402887992716792,1,22.0,1,1,-0.6506954592407457,-0.6506954592407458
2016-02-27,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,-0.9544637586574031,-0.7027379482629504,0.0,-0.6951972727149982,-0.9668544475031556,1,52.0,1,1,-0.4827347684576874,-0.48273476845768754
2016-02-28,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,-0.45067609905793093,-0.2878767510995607,0.0,1.1882914351925273,-0.7159769186044264,1,27.0,1,1,-1.0656422187698442,-1.0656422187698442
2016-02-29,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,-1.2616513559741545,-0.738297479448384,0.0,-0.42612745729963747,-1.2894112703729501,1,17.0,1,1,-1.3766617127463392,-1.3766617127463394
2016-03-01,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,-1.5565514493982358,-1.603579404960597,0.0,-0.059214072642327344,-1.3133043683633052,1,28.0,1,1,-1.267652429318303,-1.2676524293183031
2016-03-02,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,-1.1633513248327942,-0.9042419583137399,0.0,1.114908758261065,-1.3610905643440154,1,17.0,1,1,-1.1378068726009916,-1.1378068726009918
2016-03-03,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,-0.684138673018662,-0.2404640428523163,0.0,1.3350567890554512,-1.0146406434838657,1,12.0,1,1,-1.1545775315899203,-1.1545775315899205
2016-03-04,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,-0.1557760056338496,0.04401220663115122,0.0,-0.2304403188157388,-0.2381149587973234,1,14.0,1,1,-0.7818115204269152,-0.7818115204269153
2016-03-05,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.13912408779023175,0.3403416331764296,0.0,1.2372132198135017,-0.2620080567876787,1,41.0,1,1,-0.5587109356954096,-0.5587109356954097
2016-03-06,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.06539906443421124,0.12698444606382908,0.0,-0.7685799496464603,0.08444186407247102,1,61.0,1,1,-1.1929467665494389,-1.192946766549439
2016-03-09,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,-0.7824387041600223,-0.9753610206846066,0.0,-1.2333369035457198,-0.5367786836767627,1,44.0,1,1,-1.1919303629743523,-1.1919303629743525
2016-03-10,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,-0.8561637275160429,-1.0227737289318513,0.0,-1.1599542266142577,-0.7757096635803142,1,34.0,1,1,-1.0712324384328202,-1.0712324384328205
2016-03-11,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,-1.2247888442961443,-1.3665158637243742,0.0,-1.086571549682796,-1.0146406434838657,1,37.0,1,1,-0.7320077452476724,-0.7320077452476726
2016-03-12,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,-1.3230888754375048,-1.2953968013535073,0.0,-0.9887279804408463,-1.2774647213777723,1,29.0,1,1,-0.5416861758127094,-0.5416861758127095
2016-03-13,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,-1.1756388287254642,-1.1531586766117736,0.0,-1.2333369035457198,-1.1460526824308193,1,28.0,1,1,-1.142634789582653,-1.1426347895826532
2016-03-14,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,-0.9667512625500732,-0.9279483124373621,0.0,-0.8419626265779223,-0.871282055541735,1,25.0,1,1,-1.3720878966584495,-1.3720878966584498
2016-03-16,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,-0.671851169125992,-0.32343628228499416,0.0,0.454464665877907,-0.7876562125754919,1,22.0,1,1,-1.0071990132023654,-1.0071990132023656
2016-03-17,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,-0.37695107570191067,-0.015253678677904463,0.0,1.2861350044344768,-0.7637631145851367,1,48.0,1,1,-0.9596821460670676,-0.9596821460670677
2016-03-18,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,-0.13120099784850958,-0.32343628228499416,0.0,-1.1354933343037703,-0.046970174874482254,1,12.0,1,1,-0.5836128232850311,-0.5836128232850312
2016-03-19,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,-0.29093854845322015,-0.3945553446558612,0.0,-0.32828388805768804,-0.33368735075874406,1,50.0,1,1,-0.5660798616147874,-0.5660798616147875
2016-03-20,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,-0.6227011535553117,-0.5367934693975948,1.0,1.4084394659869135,-0.5367786836767627,1,40.0,1,1,-0.7787623097016554,-0.7787623097016555
2016-03-21,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,-0.7824387041600223,-0.6671784170775171,1.0,0.9436825120876539,-0.7757096635803142,1,39.0,1,1,-1.2249634791646664,-1.2249634791646664
2016-03-22,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,-0.6472761613406518,-0.2878767510995607,0.0,1.5307439275393502,-1.1341061334356415,1,7.0,1,1,-1.0925769135096386,-1.0925769135096388
2016-03-23,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,-0.5121136185212812,-0.3708489905322385,0.0,0.014168604289134641,-0.5726183306622956,1,18.0,1,1,-0.9911906568947517,-0.9911906568947518
2016-03-24,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,-0.7578636963746823,-0.7975633647574396,0.0,-0.059214072642327344,-0.6084579776478282,1,42.0,1,1,-1.0509043669310887,-1.0509043669310887
2016-03-25,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,-0.9053137430867229,-0.8212697188810618,0.0,1.2861350044344768,-0.89517515353209,1,43.0,1,1,-0.44512783617948376,-0.44512783617948387
2016-03-26,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,-0.8070137119453625,-0.5130871152739725,0.0,0.9926042967086284,-1.0504802904693986,1,23.0,1,1,-0.45097215673623164,-0.45097215673623176
2016-03-27,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,-0.8070137119453625,-0.7738570106338174,0.0,0.3321602043254703,-0.7518165655899592,1,44.0,1,1,-1.0107564257151684,-1.0107564257151687
2016-03-28,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,-0.6472761613406518,-0.34714263640861637,0.0,1.4329003582974007,-0.89517515353209,1,17.0,1,1,-1.1284051395314407,-1.128405139531441
2016-03-30,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,-0.04518847059981907,-0.050813209863337955,0.0,-1.0621106573723083,-0.011130527888949441,1,22.0,1,1,-0.9383376709902493,-0.9383376709902495
2016-03-31,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,-0.20492602120452985,-0.26417039697593847,0.0,-1.0131888727513336,-0.046970174874482254,1,38.0,1,1,-0.9025094449684472,-0.9025094449684473
2016-04-01,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,-0.2540760367752101,-0.45382122996491686,0.0,-1.1844151189247452,-0.035023625879304715,1,33.0,1,1,-0.6949090147570121,-0.6949090147570123
2016-04-02,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.07768656832688146,0.12698444606382908,0.0,0.8213780505352172,0.1083349620628263,1,39.0,1,1,-0.7121878755334841,-0.7121878755334842
2016-04-03,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.18827410336091177,0.3521948102382405,0.0,-0.9887279804408463,0.32337284397602273,1,39.0,1,1,-1.2386849274283354,-1.2386849274283354
2016-04-04,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,-0.20492602120452985,-0.5012339382121612,0.0,-1.2333369035457198,0.024709119096583153,1,17.0,1,1,-1.3517598251567178,-1.351759825156718
2016-04-06,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,-0.09433848617049934,-0.015253678677904463,0.0,-0.03475318033183987,-0.2739546057828562,1,27.0,1,1,-1.0791095661397414,-1.0791095661397414
2016-04-07,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.22513661503892202,0.3996075184854853,0.0,-1.2333369035457198,0.08444186407247102,1,30.0,1,1,-1.1954877754871553,-1.1954877754871556
2016-04-08,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,-0.11891349395583957,-0.03896003280152707,0.0,0.08755128122059684,-0.046970174874482254,1,18.0,1,1,-0.6344330020393603,-0.6344330020393604
2016-04-09,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.06539906443421124,0.30478210199099615,0.0,0.6501518043618058,-0.058916723869659786,1,30.0,1,1,-0.5416861758127094,-0.5416861758127095
2016-04-10,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.0162490488635312,0.19810350843469565,0.0,-0.10813585726330208,0.0724953150772935,1,54.0,1,1,-1.1240854243373228,-1.1240854243373228
2016-04-13,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,0.04082405664887122,-0.027106855739715767,0.0,-0.7930408419569477,0.1800142560338917,1,75.0,1,1,-1.1215444153996064,-1.1215444153996064
2016-04-14,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.10226157611222149,0.09142491487839559,0.0,0.5767691274303437,0.26364009900013463,1,24.0,1,1,-1.0882571983155207,-1.0882571983155207
2016-04-15,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.0162490488635312,0.1032780919402069,0.0,1.5552048198498374,0.024709119096583153,1,26.0,1,1,-0.6623841003542413,-0.6623841003542414
2016-04-16,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.2865741345022723,0.5774051744126524,0.0,0.1120121735310841,0.024709119096583153,1,47.0,1,1,-0.44563603796702705,-0.44563603796702717
2016-04-17,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.10226157611222149,0.008452675445717725,0.0,1.3595176813659384,0.024709119096583153,1,37.0,1,1,-1.1609300539342116,-1.1609300539342116
2016-04-18,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,-0.18035101341918983,-0.3708489905322385,0.0,-1.1599542266142577,-0.15448911583108046,1,20.0,1,1,-1.4640724202037856,-1.4640724202037858
2016-04-20,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,-0.008325958921808822,0.24551621668194046,0.0,1.0904478659505779,-0.4412062917153423,1,43.0,1,1,-1.0110105266089402,-1.0110105266089402
2016-04-21,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.13912408779023175,0.06771856075477341,0.0,-1.2333369035457198,0.13222806005318136,1,17.0,1,1,-1.1179870028868033,-1.1179870028868033
2016-04-22,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.24971162282426204,0.23366303962012913,0.0,0.8458389428457044,0.3592124909615551,1,32.0,1,1,-0.6161377376878018,-0.6161377376878019
2016-04-23,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.02853655275620099,0.06771856075477341,0.0,-0.964267088130359,0.22780045201460206,1,42.0,1,1,-0.5183088935857179,-0.518308893585718
2016-04-24,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.0162490488635312,-0.0034005016160935796,0.0,-0.42612745729963747,0.08444186407247102,1,37.0,1,1,-1.1393314779636214,-1.1393314779636217
2016-04-25,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,0.16369909557557175,0.3403416331764296,0.0,-0.6462754880940236,-0.08280982186001506,1,11.0,1,1,-1.3263497357795533,-1.3263497357795533
2016-04-26,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,0.4585991889996529,0.6603774138453302,0.0,0.454464665877907,0.39505213794708793,1,20.0,1,1,-1.0481092570996005,-1.0481092570996007
2016-04-27,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,0.22513661503892202,0.032159029569339914,0.0,-1.2088760112352326,0.4547848829229758,1,29.0,1,1,-1.0285434882791837,-1.028543488279184
2016-04-28,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,-0.20492602120452985,-0.35899581347042764,0.0,-1.2333369035457198,-0.011130527888949441,1,18.0,1,1,-0.7851148320459466,-0.7851148320459467
2016-04-29,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,-0.19263851731185985,-0.1693449804814493,1.0,1.7019701737127615,-0.21422186080696834,1,50.0,1,1,-0.6110557198123688,-0.611055719812369
2016-04-30,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.18827410336091177,0.4470202267327297,0.0,1.799813742954711,-0.22616840980214586,1,35.0,1,1,-0.655523376222407,-0.6555233762224071
2016-05-01,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.43402418121431285,0.6722305909071411,0.0,1.6530483890917869,0.1800142560338917,1,53.0,1,1,-0.937829469202706,-0.9378294692027062
2016-05-03,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,0.23742411893159227,0.12698444606382908,1.0,-1.037649765061821,0.2755866479953122,1,56.0,1,1,-0.7907050517089228,-0.7907050517089229
2016-05-04,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,0.5814742279263534,0.7433496532780081,1.0,1.8487355275756854,0.2875331969904899,1,18.0,1,1,-0.8478777528075432,-0.8478777528075433
2016-05-05,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.6183367396043636,0.7552028303398194,1.0,0.8458389428457044,0.5384107258892187,1,45.0,1,1,-1.0415026338615376,-1.0415026338615379
2016-05-07,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.3848741656436328,0.28107574786737394,0.0,0.5767691274303437,0.39505213794708793,1,51.0,1,1,-0.7663113659068447,-0.7663113659068449
2016-05-08,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.5077492045703333,0.7552028303398194,0.0,-0.010292288021352614,0.2755866479953122,1,71.0,1,1,-1.110363976073654,-1.110363976073654
2016-05-12,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.175986599468242,0.4114606955472962,0.0,2.019961773749097,-0.3097942527683888,1,48.0,1,1,-1.0648799160885292,-1.0648799160885294
2016-05-13,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.40944917342897286,0.43516704967091835,0.0,1.1882914351925273,0.418945235937443,1,24.0,1,1,-0.7040566469327914,-0.7040566469327915
2016-05-14,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.3725866617509626,0.4114606955472962,0.0,1.677509281402274,0.33531939297120006,1,48.0,1,1,-0.5416861758127094,-0.5416861758127095
2016-05-15,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.925524336921115,1.1345044963177757,0.0,-0.0836749649528146,0.6459296668458172,1,37.0,1,1,-1.1632169619781563,-1.1632169619781565
2016-05-16,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,0.04082405664887122,0.5062861120417853,0.0,-1.1599542266142577,-0.166435664826258,1,31.0,1,1,-1.4810971800864858,-1.481097180086486
2016-05-18,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,0.32343664618028256,0.5181392891035966,0.0,1.8731964198861726,-0.11864946884554765,1,31.0,1,1,-1.1019786465791894,-1.1019786465791896
2016-05-19,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.6551992512823739,0.7314964762161967,0.0,1.2616741121239892,0.2875331969904899,1,35.0,1,1,-1.0933392161909536,-1.0933392161909536
2016-05-20,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.8886618252431048,1.0989449651323422,0.0,1.8487355275756854,0.5145176278988637,1,29.0,1,1,-0.7035484451452481,-0.7035484451452482
2016-05-21,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.6306242434970339,0.6603774138453302,0.0,1.1882914351925273,0.6459296668458172,1,40.0,1,1,-0.425562067359067,-0.4255620673590671
2016-05-22,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.5691867240336836,0.6603774138453302,0.0,1.750891958333736,0.43089178493262076,1,35.0,1,1,-1.1672825762785026,-1.1672825762785028
2016-05-23,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,0.876374321350435,0.9922663715760421,0.0,1.9221182045071477,0.6100900198602843,1,20.0,1,1,-1.3713255939771347,-1.3713255939771347
2016-05-25,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,0.6674867551750442,0.8263218927106859,0.0,-0.3038229957472008,0.7415020588072379,1,32.0,1,1,-1.0521748713999468,-1.052174871399947
2016-05-26,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.851799313565095,0.7907623615252525,0.0,0.43000377356741953,0.9207002937349015,1,61.0,1,1,-1.0158384435906014,-1.0158384435906016
2016-05-27,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.8026492979944144,0.6722305909071411,0.0,0.014168604289134641,0.8968071957445459,1,5.0,1,1,-0.7200650032404051,-0.7200650032404052
2016-05-28,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.43402418121431285,0.25736939374375134,0.0,-1.2333369035457198,0.32337284397602273,1,49.0,1,1,-0.5233909114611508,-0.5233909114611509
2016-05-29,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.4585991889996529,0.032159029569339914,0.0,-1.2333369035457198,0.7415020588072379,1,58.0,1,1,-1.031846799898215,-1.0318467998982153
2016-05-30,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,0.6674867551750442,0.6840837679689524,0.0,1.9710399891281218,0.5384107258892187,1,16.0,1,1,-1.358112347501009,-1.3581123475010093
2016-06-01,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,0.6306242434970339,0.5892583514744633,0.0,-0.18151853419476408,0.6220365688554621,1,40.0,1,1,-1.1500037155020306,-1.1500037155020308
2016-06-02,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.4585991889996529,0.49443293497997404,0.0,2.068883558370072,0.29947974598566746,1,40.0,1,1,-1.088765400103064,-1.088765400103064
2016-06-03,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.6429117473897037,0.8500282468343081,0.0,1.5062830352288625,0.3711590399567329,1,29.0,1,1,-0.7782541079141121,-0.7782541079141122
