visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-02-17,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,-1.3324447563289634,-1.4145167460309649,0.0,-0.08011080123012097,-1.3184956638981056,1,7.0,1,1,-1.1376757486924356,-1.1376757486924356
2016-02-18,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,-1.4030571864359795,-1.2249935672613992,0.0,1.2453117193645888,-1.5806549828506795,1,7.0,1,1,-1.1474720104238256,-1.1474720104238256
2016-02-19,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,-1.0146888208473908,-0.8696376070684637,0.0,-0.006476216752637142,-1.284300970121683,1,5.0,1,1,-0.8241953732879557,-0.8241953732879557
2016-02-20,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,-1.02645755919856,-1.3552907526654756,0.0,-1.2582641528698633,-0.7029911759224977,1,96.0,1,1,-0.858740085709173,-0.858740085709173
2016-02-21,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,-1.2147573728172698,-1.2723743619537906,0.0,0.8525939354846745,-1.1475221950159922,1,27.0,1,1,-1.2322870133087547,-1.2322870133087547
2016-02-22,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,-1.2736010645731166,-1.2960647592999863,0.0,-0.9146360919749383,-1.329893895156913,1,42.0,1,1,-1.4583744222147819,-1.4583744222147819
2016-02-23,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,-1.1206074660079148,-1.0236251898187356,0.0,-0.939180953467433,-0.9423540323574564,1,21.0,1,1,-1.2392475150652686,-1.2392475150652686
2016-02-24,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,-1.3677509713824714,-1.6040399248005304,0.0,-1.2582641528698633,-1.2159115825688376,1,1.0,1,1,-1.194648744551309,-1.194648744551309
2016-02-25,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,-1.4619008781918261,-1.4737427393964542,0.0,-0.006476216752637142,-1.3526903576745284,1,27.0,1,1,-1.088952236396838,-1.088952236396838
2016-02-26,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,-1.3912884480848102,-1.248683964607595,0.0,1.0244079659321372,-1.5464602890742567,1,9.0,1,1,-0.6733845018968202,-0.6733845018968202
2016-02-27,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,-1.1794511577637616,-1.1302319778766163,0.0,-0.7428220615274759,-1.1703186575336075,1,78.0,1,1,-0.5029811070429048,-0.5029811070429048
2016-02-28,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,-0.8146202688775117,-0.6801144282988981,0.0,-0.17829024720009956,-0.8397699510281883,1,96.0,1,1,-1.0943659599852378,-1.0943659599852378
2016-02-29,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,-1.2382948495196084,-1.2605291632806928,0.0,-0.546463169587519,-1.4780709015214113,1,38.0,1,1,-1.4099087062805364,-1.4099087062805364
2016-03-01,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,-1.6737381685128745,-1.876479494281781,0.0,-1.0373603994374114,-1.4666726702626038,1,21.0,1,1,-1.2993140672603705,-1.2993140672603705
2016-03-02,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,-1.3089072796266246,-1.0354703884918337,0.0,1.3680360268270622,-1.512265595297834,1,9.0,1,1,-1.1675801266093102,-1.1675801266093102
2016-03-03,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,-1.0029200824962214,-0.7274952229912894,0.0,1.3925808883195565,-1.3184956638981056,1,37.0,1,1,-1.1845946864585666,-1.1845946864585666
2016-03-04,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,-0.7087016237169875,-0.6564240309527023,0.0,-1.0128155379449166,-0.69159294466369,1,12.0,1,1,-0.8064074243546423,-0.8064074243546423
2016-03-05,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,-0.2850270430748908,-0.09969969331710318,0.0,0.2880621211572984,-0.5206194757815767,1,62.0,1,1,-0.5800622190872629,-0.5800622190872629
2016-03-06,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,-0.0731897527538423,-0.24184207739427774,0.0,-1.1600847068998845,0.04929208715880102,1,47.0,1,1,-1.2235219370227743,-1.2235219370227743
2016-03-07,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,0.04449763075785103,0.1845850748372451,0.0,1.1471322733946103,0.03789385589999351,1,18.0,1,1,-1.51586301079636,-1.51586301079636
2016-03-08,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,-0.3085645197772294,-0.4787460508562348,0.0,-1.0864501224224008,-0.13307961298211982,1,27.0,1,1,-1.1753140174498813,-1.1753140174498813
2016-03-09,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,-0.8499264839310197,-0.9643991964532465,0.0,-1.2582641528698633,-0.668796482146075,1,6.0,1,1,-1.2224907515773649,-1.2224907515773649
2016-03-10,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,-0.920538914038036,-1.1065415805304208,0.0,-0.9882706764524222,-0.7029911759224977,1,26.0,1,1,-1.10003747993499,-1.10003747993499
2016-03-11,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,-1.0499950359008987,-1.0591607858380294,0.0,-0.006476216752637142,-0.9537522636162639,1,10.0,1,1,-0.755879337529578,-0.755879337529578
2016-03-12,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,-1.1088387276567455,-1.0236251898187356,0.0,1.171677134887105,-1.181716888792415,1,27.0,1,1,-0.5627898628766542,-0.5627898628766542
2016-03-13,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,-1.02645755919856,-1.1065415805304208,0.0,-0.939180953467433,-0.9537522636162639,1,68.0,1,1,-1.1724782574750052,-1.1724782574750052
2016-03-14,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,-0.9676138674427132,-0.857792408395366,0.0,-0.42373886212504586,-0.8397699510281883,1,21.0,1,1,-1.405268371776194,-1.405268371776194
2016-03-15,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,-0.8852326989845278,-0.7156500243181916,0.0,1.4907603342895352,-0.9651504948750714,1,7.0,1,1,-1.1258171160702266,-1.1258171160702266
2016-03-16,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,-0.7440078387704956,-0.5616624415679197,0.0,0.23897239817230911,-0.8283717197693807,1,16.0,1,1,-1.035072796874193,-1.035072796874193
2016-03-17,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,-0.48509559504476973,-0.20630648137498409,0.0,1.3925808883195565,-0.8397699510281883,1,37.0,1,1,-0.9868648773013001,-0.9868648773013001
2016-03-18,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,-0.5204018100982779,-0.8104116137029744,0.0,-1.2828090143623578,-0.2584601568290031,1,43.0,1,1,-0.6053262624997949,-0.6053262624997949
2016-03-19,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,-0.24972082802138262,-0.004938103932320706,0.0,-0.5219183080950243,-0.23566369431138784,1,61.0,1,1,-0.5875383135664816,-0.5875383135664816
2016-03-20,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,-0.6145517169076326,-0.301068070759767,1.0,1.4416706113045457,-0.543415938299192,1,83.0,1,1,-0.8033138680184139,-0.8033138680184139
2016-03-21,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,-0.7793140538240035,-0.45505565351003874,1.0,1.6134846417520083,-0.9195575698398412,1,48.0,1,1,-1.2560042785531726,-1.2560042785531726
2016-03-22,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,-0.6969328853658182,-0.4195200574907455,0.0,1.5643949187670187,-1.0563363449455319,1,53.0,1,1,-1.1216923742885887,-1.1216923742885887
2016-03-25,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,-1.0029200824962214,-0.7985664150298767,0.0,1.0244079659321372,-1.1133275012395696,1,46.0,1,1,-0.46482724556275423,-0.46482724556275423
2016-03-26,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,-0.9793826057938827,-0.8696376070684637,0.0,1.5153051957820298,-1.2387080450864527,1,63.0,1,1,-0.4707565618738587,-0.4707565618738587
2016-03-27,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,-0.8852326989845278,-0.7985664150298767,0.0,0.23897239817230911,-0.7713805634753429,1,60.0,1,1,-1.0386819459331262,-1.0386819459331262
2016-03-28,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,-0.7322391004193262,-0.5735076402410172,0.0,0.8771387969771696,-0.9993451886514941,1,44.0,1,1,-1.1580416612392728,-1.1580416612392728
2016-03-29,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,-0.6145517169076326,-0.46690085218313676,0.0,0.21442753667981437,-0.9879469573926865,1,21.0,1,1,-0.878332609171953,-0.878332609171953
2016-03-30,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,-0.29679578142606006,-0.22999687872117971,0.0,0.16533781369482528,-0.48642478200515415,1,7.0,1,1,-0.9652099829477012,-0.9652099829477012
2016-03-31,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,-0.2732583047237215,-0.22999687872117971,0.0,-0.39919400063255117,-0.3610442381582709,1,38.0,1,1,-0.9288606959970173,-0.9288606959970173
2016-04-01,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,-0.15557092121202792,-0.3247584681059626,0.0,-1.2337192913773685,0.015097393382378275,1,13.0,1,1,-0.7182410687721323,-0.7182410687721323
2016-04-02,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,0.05626636910902055,0.05428788943316855,0.0,0.6562350435447178,0.003699162123570762,1,57.0,1,1,-0.7357712213440933,-0.7357712213440933
2016-04-03,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,0.020960154055512402,-0.06416409729780996,0.0,-1.209174429884874,0.1860708622644916,1,78.0,1,1,-1.2699252820662006,-1.2699252820662006
2016-04-04,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,-0.03788353770033437,0.04244269076007095,0.0,-1.0864501224224008,0.003699162123570762,1,11.0,1,1,-1.3846446628680045,-1.3846446628680045
2016-04-05,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,-0.2732583047237215,-0.39582966014454946,0.0,0.23897239817230911,-0.31545131312304087,1,4.0,1,1,-1.1763452028952908,-1.1763452028952908
2016-04-07,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,-0.19087713626553585,0.0069070947407773135,0.0,-1.2828090143623578,-0.15587607549973503,1,76.0,1,1,-1.2260999006362978,-1.2260999006362978
2016-04-08,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,-0.13203344450968907,-0.15892568668259244,0.0,0.042613506232352154,-0.14447784424092752,1,40.0,1,1,-0.6568855347702687,-0.6568855347702687
2016-04-09,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,0.0091914157043433,0.0779782867793646,0.0,1.171677134887105,-0.16727430675854257,1,76.0,1,1,-0.5627898628766542,-0.5627898628766542
2016-04-10,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,-0.026114799349164847,0.08982348545246219,0.0,-0.939180953467433,-0.06469022542927452,1,59.0,1,1,-1.1536591230962825,-1.1536591230962825
2016-04-11,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,-0.29679578142606006,-0.22999687872117971,0.0,1.2698565808570834,-0.5206194757815767,1,36.0,1,1,-1.4073307426670127,-1.4073307426670127
2016-04-12,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,-0.5792455018541246,-0.4195200574907455,0.0,0.82804907399218,-0.8283717197693807,1,13.0,1,1,-1.2407942932333829,-1.2407942932333829
2016-04-13,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,-0.21441461296787467,-0.15892568668259244,0.0,-0.6446426155574975,-0.37244246941707865,1,5.0,1,1,-1.1510811594827588,-1.1510811594827588
2016-04-14,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,0.36225356623942395,0.6465478230880611,0.0,1.3189463038420726,0.22026555604091436,1,13.0,1,1,-1.1173098361455984,-1.1173098361455984
2016-04-15,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,0.07980384581135917,0.29119186289512555,0.0,1.5643949187670187,0.04929208715880102,1,25.0,1,1,-0.6852431345190292,-0.6852431345190292
2016-04-16,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,-0.002577322646826222,0.17273987616414707,0.0,0.9998631044396427,-0.3268495443818484,1,29.0,1,1,-0.46534283828545897,-0.46534283828545897
2016-04-17,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,0.2798723977812381,0.36226305493371286,0.0,1.2453117193645888,0.22026555604091436,1,23.0,1,1,-1.1910395954923758,-1.1910395954923758
2016-04-18,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,-0.21441461296787467,-0.22999687872117971,0.0,-1.2582641528698633,-0.23566369431138784,1,2.0,1,1,-1.4985906545857512,-1.4985906545857512
2016-04-19,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,-0.24972082802138262,0.06613308810626657,0.0,1.220766857872094,-0.6232035571108447,1,15.0,1,1,-1.1753140174498813,-1.1753140174498813
2016-04-20,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,-0.061421014402672995,0.24381106820273435,0.0,1.417125749812051,-0.5092212445227692,1,32.0,1,1,-1.0389397422944786,-1.0389397422944786
2016-04-21,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,-0.14380218286085839,-0.34844886545215825,0.0,-1.2828090143623578,0.06069031841760854,1,5.0,1,1,-1.1474720104238256,-1.1474720104238256
2016-04-22,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,0.2563349210788995,0.32672745891441923,0.0,1.6871192262294918,0.14047793722926133,1,5.0,1,1,-0.6383241967528981,-0.6383241967528981
2016-04-23,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,0.06803510746019008,0.13720428014485384,0.0,-0.6200977540650028,0.14047793722926133,1,91.0,1,1,-0.5390725976322364,-0.5390725976322364
2016-04-24,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,0.12687879921603684,0.1845850748372451,0.0,-0.031021078245131898,0.1176814747116463,1,44.0,1,1,-1.1691269047774244,-1.1691269047774244
2016-04-25,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,0.07980384581135917,0.29119186289512555,0.0,-0.08011080123012097,-0.06469022542927452,1,49.0,1,1,-1.3588650267327675,-1.3588650267327675
2016-04-27,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,0.1974912293230527,-0.20630648137498409,0.0,-1.2828090143623578,0.42543371869945024,1,8.0,1,1,-1.0567276912277919,-1.0567276912277919
2016-04-28,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,-0.002577322646826222,0.04244269076007095,0.0,-1.184629568392379,-0.0418937629116595,1,21.0,1,1,-0.8097587770522231,-0.8097587770522231
2016-04-29,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,-0.1673396595631972,0.018752293413875333,1.0,1.4662154727970402,-0.38384070067588616,1,60.0,1,1,-0.6331682695258507,-0.6331682695258507
2016-04-30,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,-0.03788353770033437,0.25565626687583237,0.0,1.7852986721994706,-0.48642478200515415,1,34.0,1,1,-0.6782826327625152,-0.6782826327625152
2016-05-01,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,0.31517861283474624,0.5636314323763763,0.0,1.7362089492144814,-0.05329199417046701,1,39.0,1,1,-0.9646943902249965,-0.9646943902249965
2016-05-02,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,0.4328659963464398,0.6465478230880611,0.0,1.7852986721994706,0.1176814747116463,1,25.0,1,1,-1.107255778052856,-1.107255778052856
2016-05-03,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,0.23279744437656086,0.0069070947407773135,1.0,-1.2828090143623578,0.4140354874406429,1,31.0,1,1,-0.8154302970019751,-0.8154302970019751
2016-05-04,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,0.4328659963464398,0.6347026244149635,1.0,1.638029503244503,0.1974690935232991,1,32.0,1,1,-0.8734344783062581,-0.8734344783062581
2016-05-05,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,0.4328659963464398,0.4214890482992021,1.0,1.1225874119021158,0.1974690935232991,1,13.0,1,1,-1.0698753056567627,-1.0698753056567627
2016-05-06,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,-0.026114799349164847,-0.37213926279835385,0.0,-1.2828090143623578,0.24306201855852938,1,32.0,1,1,-1.2279044751657644,-1.2279044751657644
2016-05-07,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,0.2563349210788995,0.36226305493371286,0.0,-0.27646969317007813,0.28865494359375965,1,27.0,1,1,-0.7906818463121478,-0.7906818463121478
2016-05-08,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,0.36225356623942395,0.5754766310494742,0.0,0.82804907399218,0.04929208715880102,1,49.0,1,1,-1.1397381195832545,-1.1397381195832545
2016-05-09,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,-0.026114799349164847,-0.28922287208666897,0.0,-1.2828090143623578,0.1176814747116463,1,18.0,1,1,-1.5785075266049855,-1.5785075266049855
2016-05-10,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,0.16218501426954457,-0.14708048800949483,0.0,-1.2828090143623578,0.3912390249230275,1,3.0,1,1,-1.4119710771713554,-1.4119710771713554
2016-05-12,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,0.15041627591837547,0.48071504166469137,0.0,1.9816575641394278,-0.2698583880878106,1,24.0,1,1,-1.0935925709011807,-1.0935925709011807
2016-05-13,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,0.44463473469760934,0.46886984299159334,0.0,0.21442753667981437,0.3342478686289899,1,39.0,1,1,-0.7275217377808175,-0.7275217377808175
2016-05-14,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,0.574090856560472,0.7176190151266484,0.0,1.8343883951844595,0.3114514061113747,1,39.0,1,1,-0.5627898628766542,-0.5627898628766542
2016-05-15,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,0.5858595949116415,0.4214890482992021,0.0,-0.9637258149599277,0.5736107250639485,1,36.0,1,1,-1.1933597627445471,-1.1933597627445471
2016-05-16,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,0.13864753756720594,0.3030370615682236,0.0,-1.2828090143623578,-0.09888491920569727,1,7.0,1,1,-1.51586301079636,-1.51586301079636
2016-05-17,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,0.1033413225136978,0.4333342469723001,0.0,1.9816575641394278,-0.37244246941707865,1,2.0,1,1,-1.3392725032699877,-1.3392725032699877
2016-05-18,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,0.46817221139994797,0.8005354058383333,0.0,1.9571127026469328,0.02649562464118579,1,11.0,1,1,-1.1312308396586264,-1.1312308396586264
2016-05-19,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,0.47994094975111745,0.6347026244149635,0.0,1.1962219963795995,0.1746726310056841,1,21.0,1,1,-1.1224657633726458,-1.1224657633726458
2016-05-20,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,0.6682407633698269,0.8242258031845289,0.0,1.7362089492144814,0.3912390249230275,1,19.0,1,1,-0.7270061450581128,-0.7270061450581128
2016-05-21,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,0.6917782400721655,0.7294642137997465,0.0,1.7116640877219864,0.42543371869945024,1,71.0,1,1,-0.44497692573862185,-0.44497692573862185
2016-05-22,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,0.7153157167745046,0.9071421938962142,0.0,1.760753810706976,0.5166195687699108,1,34.0,1,1,-1.197484504526185,-1.197484504526185
2016-05-23,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,0.7388531934768432,0.9900585846078991,0.0,1.7852986721994706,0.37984079366422013,1,35.0,1,1,-1.404494982692137,-1.404494982692137
2016-05-24,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,0.6682407633698269,0.6820834191073547,0.0,0.116248090709836,0.42543371869945024,1,2.0,1,1,-1.29054899097439,-1.29054899097439
2016-05-25,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,0.47994094975111745,0.17273987616414707,0.0,-1.2828090143623578,0.7331859626872541,1,13.0,1,1,-1.0807027528335622,-1.0807027528335622
2016-05-26,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,0.7859281468815205,0.6228574257418655,0.0,-1.209174429884874,0.8357700440165223,1,20.0,1,1,-1.0438378731601734,-1.0438378731601734
2016-05-27,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,0.9506904837978917,1.167736564704367,0.0,0.43533129011226607,0.9383541253457902,1,18.0,1,1,-0.7437629085460168,-0.7437629085460168
2016-05-28,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,0.6447032866674883,0.4214890482992021,0.0,-1.0864501224224008,0.8699647377929451,1,50.0,1,1,-0.5442285248592836,-0.5442285248592836
2016-05-29,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,0.36225356623942395,-0.028628501278516325,0.0,-1.2828090143623578,0.5964071875815635,1,36.0,1,1,-1.0600790439253727,-1.0600790439253727
2016-05-30,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,0.7623906701791818,0.8716065978769205,0.0,1.0734976889171264,0.7331859626872541,1,26.0,1,1,-1.3910895719018137,-1.3910895719018137
2016-06-01,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,0.7153157167745046,0.8479162005307249,0.0,0.9998631044396427,0.5508142625463335,1,16.0,1,1,-1.179954351954224,-1.179954351954224
2016-06-02,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,0.4917096881022866,0.8123806045114312,0.0,2.079837010109406,0.34564609988779743,1,10.0,1,1,-1.1178254288683032,-1.1178254288683032
2016-06-03,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,0.5270159031557947,0.7057738164535504,0.0,1.6625743647369975,0.16327439974687658,1,32.0,1,1,-0.8027982752957091,-0.8027982752957091
2016-06-04,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,0.3504848278882544,0.33857265758751726,0.0,-1.2582641528698633,0.5394160312875258,1,83.0,1,1,-0.624918785962575,-0.624918785962575
2016-06-05,air_b4f32bcc399da2b9,0,0,0,1,0,0,0,0.37402230459059305,0.16089467749104946,0.0,-1.2828090143623578,0.4710266437346807,1,72.0,1,1,-1.2271310860817073,-1.2271310860817073
2016-06-06,air_b4f32bcc399da2b9,0,1,0,0,0,0,0,0.7270844551256737,0.5873218297225719,0.0,-0.9637258149599277,0.7673806564636768,1,24.0,1,1,-1.419447171650574,-1.419447171650574
2016-06-07,air_b4f32bcc399da2b9,0,0,0,0,0,1,0,0.6211658099651497,0.5636314323763763,0.0,-0.39919400063255117,0.7217877314284468,1,19.0,1,1,-1.2712142638729624,-1.2712142638729624
2016-06-08,air_b4f32bcc399da2b9,0,0,0,0,0,0,1,0.79769688523269,0.6939286177804528,0.0,-1.184629568392379,0.9155576628281752,1,5.0,1,1,-1.102873239909866,-1.102873239909866
2016-06-09,air_b4f32bcc399da2b9,0,0,0,0,1,0,0,0.7859281468815205,0.7886902071652356,0.0,-0.22737997018508888,0.7673806564636768,1,6.0,1,1,-1.1544325121803396,-1.1544325121803396
2016-06-10,air_b4f32bcc399da2b9,1,0,0,0,0,0,0,0.9977654372025689,1.0729749753195839,0.0,1.6134846417520083,0.8471682752753297,1,9.0,1,1,-0.7058668434272186,-0.7058668434272186
2016-06-11,air_b4f32bcc399da2b9,0,0,1,0,0,0,0,0.9977654372025689,1.0492845779733884,0.0,-0.39919400063255117,0.9839470503810206,1,21.0,1,1,-0.5416505612457599,-0.5416505612457599
