visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Okonomiyaki/Monja/Teppanyaki,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-07-27,air_07b314d83059c4d2,0,0,0,0,0,0,1,1.089579351051362,1.093292361409694,0.0,0.36708422370671434,1.0505315826073778,1,27.0,1,1,-0.12174392227124446,-0.12174392227124477
2016-07-28,air_07b314d83059c4d2,0,0,0,0,1,0,0,1.1959939334810015,1.1636323260829766,0.0,-0.2580303237606647,1.1884975219228082,1,24.0,1,1,0.10503031890894729,0.10503031890894697
2016-07-29,air_07b314d83059c4d2,1,0,0,0,0,0,0,1.1853524752380376,1.1736808924648743,0.0,0.7204098374926238,1.1460464636719065,1,32.0,1,1,1.313235177908904,1.3132351779089035
2016-07-30,air_07b314d83059c4d2,0,0,1,0,0,0,0,1.2704841411817491,1.4047979192485183,0.0,1.7532077854822063,1.305237932112788,1,34.0,1,1,1.4324708854179566,1.4324708854179562
2016-07-31,air_07b314d83059c4d2,0,0,0,1,0,0,0,1.291767057667677,1.3545550873390304,0.0,1.3727032783281496,1.305237932112788,1,39.0,1,1,-0.36964854199734426,-0.36964854199734454
2016-08-01,air_07b314d83059c4d2,0,1,0,0,0,0,0,1.3449743488824966,1.3143608218114402,0.0,1.318345491591856,1.2840124029873374,1,23.0,1,1,-1.117890339435481,-1.1178903394354813
2016-08-02,air_07b314d83059c4d2,0,0,0,0,0,1,0,1.291767057667677,1.27416655628385,0.0,0.17683197012968593,1.3370762258009645,1,17.0,1,1,-0.7594285605316838,-0.7594285605316841
2016-08-03,air_07b314d83059c4d2,0,0,0,0,0,0,1,1.281125599424713,1.3244093881933379,0.0,0.7204098374926238,1.2309485801737101,1,16.0,1,1,-0.304748093606341,-0.30474809360634125
2016-08-04,air_07b314d83059c4d2,0,0,0,0,1,0,0,1.3662572653684244,1.4650893175399038,0.0,1.1552721313829746,1.2627868738618866,1,19.0,1,1,-0.17607918138929374,-0.17607918138929404
2016-08-05,air_07b314d83059c4d2,1,0,0,0,0,0,0,1.3662572653684244,1.4550407511580061,0.0,1.01937766454224,1.4007528131773168,1,18.0,1,1,0.8913822633673826,0.8913822633673822
2016-08-06,air_07b314d83059c4d2,0,0,1,0,0,0,0,1.3343328906395329,1.5153321494493917,0.0,0.42144201044300794,1.4325911068654933,1,34.0,1,1,0.6453642845828816,0.6453642845828813
2016-08-07,air_07b314d83059c4d2,0,0,0,1,0,0,0,1.3875401818543525,1.505283583067494,0.0,1.5085977451688841,1.3264634612382389,1,32.0,1,1,-0.5700098099951509,-0.5700098099951513
2016-08-08,air_07b314d83059c4d2,0,1,0,0,0,0,0,1.4407474730691723,1.4550407511580061,0.0,1.8075655722185,1.3901400486145916,1,22.0,1,1,-1.0990239300194917,-1.099023930019492
2016-08-09,air_07b314d83059c4d2,0,0,0,0,0,1,0,1.3768987236113885,1.3545550873390304,0.0,1.318345491591856,1.4007528131773168,1,18.0,1,1,-0.25380878818316976,-0.2538087881831701
2016-08-10,air_07b314d83059c4d2,0,0,0,0,0,0,1,1.259842682938785,1.3445065209571334,0.0,1.7532077854822063,1.2203358156109845,1,21.0,1,1,0.7661093048452134,0.7661093048452131
2016-08-11,air_07b314d83059c4d2,0,0,0,0,1,0,0,1.2385597664528571,1.4449921847761091,1.0,1.8891022523229408,1.061144347170103,1,38.0,1,1,0.4506629394098718,0.4506629394098715
2016-08-12,air_07b314d83059c4d2,1,0,0,0,0,0,0,1.281125599424713,1.364603653720928,0.0,1.9706389324273819,1.1566592282346322,1,37.0,1,1,0.011075600017320423,0.011075600017320109
2016-08-13,air_07b314d83059c4d2,0,0,1,0,0,0,0,1.3343328906395329,1.3746522201028257,1.0,1.7260288921140596,1.2733996384246118,1,34.0,1,1,0.17974130019626502,0.17974130019626472
2016-08-14,air_07b314d83059c4d2,0,0,0,1,0,0,0,1.3024085159106409,1.3746522201028257,1.0,1.01937766454224,1.2946251675500626,1,22.0,1,1,-0.8733816734042593,-0.8733816734042597
2016-08-15,air_07b314d83059c4d2,0,1,0,0,0,0,0,1.281125599424713,1.3746522201028257,1.0,-0.04059917681548925,1.3264634612382389,1,32.0,1,1,-1.4076783880650772,-1.4076783880650774
2016-08-16,air_07b314d83059c4d2,0,0,0,0,0,1,0,1.3236914323965687,1.3545550873390304,0.0,0.7747676242289179,1.2097230510482593,1,29.0,1,1,-1.2880653523677048,-1.288065352367705
2016-08-17,air_07b314d83059c4d2,0,0,0,0,0,0,1,1.2066353917239652,1.1837294588467722,0.0,-0.6928926176510151,1.2097230510482593,1,40.0,1,1,-0.7775403135710336,-0.7775403135710338
2016-08-18,air_07b314d83059c4d2,0,0,0,0,1,0,0,1.3556158071254607,1.4248950520123136,0.0,0.17683197012968593,1.2946251675500626,1,31.0,1,1,-0.4975627978377519,-0.4975627978377522
2016-08-19,air_07b314d83059c4d2,1,0,0,0,0,0,0,1.4301060148262081,1.6359149460321627,0.0,0.5573364772837425,1.4113655777400425,1,24.0,1,1,0.8540267727237237,0.8540267727237233
2016-08-20,air_07b314d83059c4d2,0,0,1,0,0,0,0,1.4939547642839919,1.5856721141226748,0.0,1.318345491591856,1.3901400486145916,1,29.0,1,1,0.7347910652146711,0.7347910652146707
2016-08-21,air_07b314d83059c4d2,0,0,0,1,0,0,0,1.4620303895551001,1.5153321494493917,0.0,1.4814188518007374,1.443203871428219,1,18.0,1,1,-0.7650884833564806,-0.7650884833564809
2016-08-22,air_07b314d83059c4d2,0,1,0,0,0,0,0,1.4407474730691723,1.4550407511580061,0.0,0.6116942640200363,1.5281059879300225,1,26.0,1,1,-1.9706520450381988,-1.970652045038199
2016-08-23,air_07b314d83059c4d2,0,0,0,0,0,1,0,1.3556158071254607,1.414846485630416,0.0,-0.01342028344734244,1.4113655777400425,1,26.0,1,1,-0.5632179026053947,-0.5632179026053951
2016-08-24,air_07b314d83059c4d2,0,0,0,0,0,0,1,1.259842682938785,1.3746522201028257,0.0,-0.44828257733769294,1.2946251675500626,1,26.0,1,1,-0.37040319837398383,-0.3704031983739841
2016-08-25,air_07b314d83059c4d2,0,0,0,0,1,0,0,1.291767057667677,1.414846485630416,0.0,0.8834831977015056,1.2627868738618866,1,15.0,1,1,-0.2390929888386981,-0.2390929888386984
2016-08-26,air_07b314d83059c4d2,1,0,0,0,0,0,0,1.3024085159106409,1.3545550873390304,0.0,1.2096299181192682,1.2840124029873374,1,34.0,1,1,1.1562666515678728,1.1562666515678723
2016-08-27,air_07b314d83059c4d2,0,0,1,0,0,0,0,1.0576549763224703,1.0430495295002062,0.0,0.14965307676153888,1.1566592282346322,1,22.0,1,1,1.2200351153939166,1.2200351153939164
2016-08-28,air_07b314d83059c4d2,0,0,0,1,0,0,0,0.9725233103787586,1.0330009631183086,0.0,-0.720071511019162,0.9974677597937507,1,26.0,1,1,-0.20739742101983602,-0.20739742101983633
2016-08-29,air_07b314d83059c4d2,0,1,0,0,0,0,0,0.738411229033552,0.641106874224303,0.0,-1.5082594186954221,0.7003103520374383,1,10.0,1,1,-1.3925852605322857,-1.392585260532286
2016-08-30,air_07b314d83059c4d2,0,0,0,0,0,1,0,0.7596941455194798,0.641106874224303,0.0,1.2368088114874152,0.7321486457256148,1,18.0,1,1,-0.5900082039760997,-0.5900082039760999
2016-08-31,air_07b314d83059c4d2,0,0,0,0,0,0,1,1.0682964345654344,0.992806697590718,0.0,1.8347444655866474,1.1142081699837303,1,21.0,1,1,-0.1549488028433857,-0.154948802843386
2016-09-01,air_07b314d83059c4d2,0,0,0,0,1,0,0,1.11086226753729,1.0832437950277964,0.0,1.345524384960003,0.986854995231025,1,15.0,1,1,-0.5534073697090803,-0.5534073697090807
2016-09-02,air_07b314d83059c4d2,1,0,0,0,0,0,0,1.121503725780254,1.23397229075626,0.0,1.4542399584325905,0.9656294661055742,1,13.0,1,1,0.6657400067521502,0.6657400067521498
2016-09-03,air_07b314d83059c4d2,0,0,1,0,0,0,0,1.2172768499669293,1.2138751579924645,0.0,-0.01342028344734244,1.1566592282346322,1,29.0,1,1,1.2551266369076568,1.2551266369076566
2016-09-04,air_07b314d83059c4d2,0,0,0,1,0,0,0,1.2492012246958213,1.3043122554295425,0.0,0.5573364772837425,1.2097230510482593,1,16.0,1,1,-0.697169409458919,-0.6971694094589194
2016-09-05,air_07b314d83059c4d2,0,1,0,0,0,0,0,1.0576549763224703,0.992806697590718,0.0,-0.8016081911236027,1.1566592282346322,1,12.0,1,1,-1.300517182582258,-1.3005171825822581
2016-09-06,air_07b314d83059c4d2,0,0,0,0,0,1,0,1.0470135180795062,1.1234380605553864,0.0,-0.4754614707058399,1.1672719927973574,1,8.0,1,1,-0.5900082039760997,-0.5900082039760999
2016-09-07,air_07b314d83059c4d2,0,0,0,0,0,0,1,1.1959939334810015,1.2942636890476455,0.0,0.7747676242289179,1.103595405421005,1,19.0,1,1,-0.4922802032012749,-0.4922802032012752
2016-09-08,air_07b314d83059c4d2,0,0,0,0,1,0,0,0.9512403938928309,0.7013982725156885,0.0,-1.209291591645806,1.0080805243564759,1,16.0,1,1,-0.3432355688149592,-0.3432355688149595
2016-09-09,air_07b314d83059c4d2,1,0,0,0,0,0,0,0.8448258114631915,0.8420782018622545,0.0,0.17683197012968593,0.9231784078546723,1,24.0,1,1,0.9864689668239688,0.9864689668239685
2016-09-10,air_07b314d83059c4d2,0,0,1,0,0,0,0,0.8448258114631915,0.9626609984450253,0.0,1.535776638537031,0.7215358811628891,1,37.0,1,1,1.500389959315518,1.5003899593155177
2016-09-11,air_07b314d83059c4d2,0,0,0,1,0,0,0,1.0044476851076505,1.1234380605553864,0.0,0.42144201044300794,0.9231784078546723,1,37.0,1,1,-0.25343145999485,-0.2534314599948503
2016-09-12,air_07b314d83059c4d2,0,1,0,0,0,0,0,1.0576549763224703,0.9425638656812302,0.0,-1.1277549115413656,1.0186932889192015,1,15.0,1,1,-1.27900947584803,-1.2790094758480302
2016-09-13,air_07b314d83059c4d2,0,0,0,0,0,1,0,0.7809770620054076,0.4501841129682493,0.0,-1.5082594186954221,0.986854995231025,1,13.0,1,1,-0.7560326068368057,-0.7560326068368061
2016-09-14,air_07b314d83059c4d2,0,0,0,0,0,0,1,0.8129014367342995,0.6310583078424057,0.0,-1.2636493783821,0.9656294661055742,1,18.0,1,1,-0.3571967117827913,-0.3571967117827916
2016-09-15,air_07b314d83059c4d2,0,0,0,0,1,0,0,0.8129014367342995,0.6511554406062007,0.0,-0.9918604447006311,0.9125656432919471,1,22.0,1,1,-0.029298516132896742,-0.029298516132897058
2016-09-16,air_07b314d83059c4d2,1,0,0,0,0,0,0,0.9193160191639389,0.9526124320631278,0.0,-0.421103683969546,0.8913401141664963,1,19.0,1,1,0.9177952365497676,0.9177952365497672
2016-09-17,air_07b314d83059c4d2,0,0,1,0,0,0,0,1.11086226753729,0.9827581312088206,0.0,-0.44828257733769294,1.1566592282346322,1,34.0,1,1,1.3845502055013437,1.3845502055013432
2016-09-18,air_07b314d83059c4d2,0,0,0,1,0,0,0,0.8448258114631915,0.6109611750786103,0.0,-1.5082594186954221,0.9550167015428487,1,43.0,1,1,0.19521175591737627,0.19521175591737597
2016-09-19,air_07b314d83059c4d2,0,1,0,0,0,0,0,0.6852039378187323,0.46023267935014667,1.0,-1.5082594186954221,0.7109231166001636,1,44.0,1,1,-1.2820281013545882,-1.2820281013545884
2016-09-20,air_07b314d83059c4d2,0,0,0,0,0,1,0,0.40852602350166967,0.058290024074243794,0.0,-1.5082594186954221,0.6366337646610856,1,6.0,1,1,-1.7706681052287119,-1.770668105228712
2016-09-21,air_07b314d83059c4d2,0,0,0,0,0,0,1,0.5575064389031651,0.49037837849583943,0.0,-1.4539016319591285,0.6684720583492619,1,11.0,1,1,0.40500622862317764,0.4050062286231773
2016-09-22,air_07b314d83059c4d2,0,0,0,0,1,0,0,0.589430813632057,0.5104755112596345,1.0,-1.3723649518546877,0.7745997039765163,1,35.0,1,1,-0.2673926029626821,-0.2673926029626824
2016-09-23,air_07b314d83059c4d2,1,0,0,0,0,0,0,0.5787893553890929,0.49037837849583943,0.0,-1.0733971248050718,0.7321486457256148,1,26.0,1,1,0.21860610359320307,0.21860610359320273
2016-09-24,air_07b314d83059c4d2,0,0,1,0,0,0,0,0.5255820641742732,0.36979558191306866,0.0,-1.1821126982776593,0.6260210000983604,1,32.0,1,1,1.1558893233795529,1.1558893233795526
2016-09-25,air_07b314d83059c4d2,0,0,0,1,0,0,0,0.887391644435047,0.8923210337717423,0.0,-0.39392479060139923,0.8701145850410451,1,33.0,1,1,-0.3515367889579945,-0.3515367889579948
2016-09-26,air_07b314d83059c4d2,0,1,0,0,0,0,0,0.8448258114631915,0.8420782018622545,0.0,-0.7472504043873089,0.8595018204783199,1,13.0,1,1,-1.0484619527846404,-1.0484619527846406
2016-09-27,air_07b314d83059c4d2,0,0,0,0,0,1,0,1.0682964345654344,1.0731952286458986,0.0,-0.44828257733769294,0.9444039369801235,1,29.0,1,1,-0.4187012064789165,-0.41870120647891684
2016-09-28,air_07b314d83059c4d2,0,0,0,0,0,0,1,0.929957477406903,0.7717382371889715,0.0,-1.3723649518546877,1.0293060534819267,1,24.0,1,1,-0.30248412447642226,-0.30248412447642253
2016-09-29,air_07b314d83059c4d2,0,0,0,0,1,0,0,0.5787893553890929,0.4501841129682493,0.0,-1.5082594186954221,0.6684720583492619,1,19.0,1,1,-0.1798524632724916,-0.1798524632724919
2016-09-30,air_07b314d83059c4d2,1,0,0,0,0,0,0,0.546864980660201,0.6210097414605079,0.0,-0.3123881104969583,0.5305061190338313,1,16.0,1,1,1.2249403818420739,1.2249403818420737
2016-10-01,air_07b314d83059c4d2,0,0,1,0,0,0,0,0.7171283125476242,0.5908640423148152,0.0,-0.9918604447006311,0.74276141028834,1,31.0,1,1,1.2592772469791744,1.2592772469791742
2016-10-02,air_07b314d83059c4d2,0,0,0,1,0,0,0,0.9938062268646864,0.9425638656812302,0.0,0.3399053303385673,1.0186932889192015,1,30.0,1,1,-0.4081360172059625,-0.40813601720596276
2016-10-03,air_07b314d83059c4d2,0,1,0,0,0,0,0,0.6745624795757682,0.5808154759329178,0.0,-1.5082594186954221,0.7003103520374383,1,12.0,1,1,-1.500123794203425,-1.5001237942034251
2016-10-04,air_07b314d83059c4d2,0,0,0,0,0,1,0,0.6639210213328045,0.711446838897586,0.0,-0.9918604447006311,0.7321486457256148,1,11.0,1,1,-0.6500033859189457,-0.650003385918946
2016-10-05,air_07b314d83059c4d2,0,0,0,0,0,0,1,0.7916185202483718,0.7214954052794836,0.0,-1.290828271750247,0.6896975874747128,1,17.0,1,1,-0.8213103834161288,-0.821310383416129
2016-10-06,air_07b314d83059c4d2,0,0,0,0,1,0,0,0.6852039378187323,0.7013982725156885,0.0,0.8291254109652115,0.6366337646610856,1,30.0,1,1,-0.3454995379448779,-0.3454995379448782
2016-10-07,air_07b314d83059c4d2,1,0,0,0,0,0,0,0.5042991476883454,0.5808154759329178,0.0,0.6932309441244769,0.3288635923420481,1,22.0,1,1,0.8389336451909323,0.8389336451909318
2016-10-08,air_07b314d83059c4d2,0,0,1,0,0,0,0,0.929957477406903,0.9325152992993327,0.0,-0.33956700386510535,0.8064379976646927,1,39.0,1,1,1.0924981877418287,1.0924981877418285
2016-10-09,air_07b314d83059c4d2,0,0,0,1,0,0,0,0.4404503982305616,0.5406212104053273,0.0,-0.5841770441784275,0.3394763569047733,1,37.0,1,1,0.36991470710943747,0.36991470710943714
2016-10-10,air_07b314d83059c4d2,0,1,0,0,0,0,0,0.11056519269867965,0.0984842896018343,1.0,0.9378409844377993,0.16967212390116657,1,26.0,1,1,-0.7492406994470496,-0.7492406994470499
2016-10-11,air_07b314d83059c4d2,0,0,0,0,0,1,0,0.09992373445571556,0.00804719216475594,0.0,-0.44828257733769294,0.13783383021299017,1,14.0,1,1,-1.1431713280529068,-1.143171328052907
2016-10-12,air_07b314d83059c4d2,0,0,0,0,0,0,1,0.14248956742757116,0.3195527500035808,0.0,0.42144201044300794,0.0953827719620884,1,20.0,1,1,-0.42926639575187053,-0.42926639575187087
2016-10-13,air_07b314d83059c4d2,0,0,0,0,1,0,0,-0.027773764459851656,-0.042195639744731915,0.0,-0.6928926176510151,0.15905935933844098,1,17.0,1,1,-0.39492953061477,-0.39492953061477026
2016-10-14,air_07b314d83059c4d2,1,0,0,0,0,0,0,0.014792068512003955,0.0683385904561415,0.0,-0.4754614707058399,0.04231894914846122,1,21.0,1,1,0.996656827908603,0.9966568279086027
2016-10-15,air_07b314d83059c4d2,0,0,1,0,0,0,0,0.13184810918460746,0.3095041836216831,0.0,1.345524384960003,-0.08503422560424394,1,37.0,1,1,1.463411796860179,1.4634117968601787
2016-10-16,air_07b314d83059c4d2,0,0,0,1,0,0,0,0.4510918564735257,0.5808154759329178,0.0,0.3399053303385673,0.3394763569047733,1,33.0,1,1,-0.44058624140146413,-0.44058624140146446
2016-10-17,air_07b314d83059c4d2,0,1,0,0,0,0,0,0.4510918564735257,0.46023267935014667,0.0,-0.44828257733769294,0.48805506078292965,1,22.0,1,1,-1.3650403027849414,-1.3650403027849416
2016-10-18,air_07b314d83059c4d2,0,0,0,0,0,1,0,0.5681478971461288,0.6712525733699958,0.0,0.09529529002524527,0.5411188835965568,1,21.0,1,1,-0.5605766052871562,-0.5605766052871566
2016-10-19,air_07b314d83059c4d2,0,0,0,0,0,0,1,0.5787893553890929,0.5104755112596345,0.0,-0.20367253702437083,0.5198933544711061,1,22.0,1,1,-0.42322914473875395,-0.4232291447387543
2016-10-20,air_07b314d83059c4d2,0,0,0,0,1,0,0,0.5575064389031651,0.5406212104053273,0.0,0.3942631170748611,0.5198933544711061,1,22.0,1,1,-0.202114826383359,-0.20211482638335931
2016-10-21,air_07b314d83059c4d2,1,0,0,0,0,0,0,0.09992373445571556,0.00804719216475594,0.0,-0.720071511019162,0.19089765302661735,1,22.0,1,1,1.0200511755844297,1.0200511755844295
2016-10-22,air_07b314d83059c4d2,0,0,1,0,0,0,0,-0.006490847973923851,-0.152729869945605,0.0,-1.4539016319591285,0.04231894914846122,1,32.0,1,1,1.5690636895897192,1.569063689589719
2016-10-23,air_07b314d83059c4d2,0,0,0,1,0,0,0,0.09992373445571556,-0.11253560441801484,0.0,-1.290828271750247,0.15905935933844098,1,27.0,1,1,-0.17343788407105523,-0.17343788407105554
2016-10-24,air_07b314d83059c4d2,0,1,0,0,0,0,0,-0.10226397216059917,0.02814432492855137,0.0,1.345524384960003,-0.08503422560424394,1,17.0,1,1,-1.1982612435475957,-1.1982612435475959
2016-10-25,air_07b314d83059c4d2,0,0,0,0,0,1,0,-0.11290543040356327,-0.19292413547319548,0.0,-1.3180071651183938,-0.14871081298059652,1,26.0,1,1,-0.5235984428318172,-0.5235984428318174
2016-10-26,air_07b314d83059c4d2,0,0,0,0,0,0,1,0.3659601905298141,0.3999412810587614,0.0,-0.44828257733769294,0.3182508277793225,1,23.0,1,1,-0.13079979879091932,-0.13079979879091966
2016-10-27,air_07b314d83059c4d2,0,0,0,0,1,0,0,0.07864081796978775,0.13867855512942445,0.0,0.9921987711740928,-0.010744873665165963,1,27.0,1,1,-0.11721598401140702,-0.11721598401140733
2016-10-28,air_07b314d83059c4d2,1,0,0,0,0,0,0,-0.11290543040356327,-0.152729869945605,0.0,-1.4810805253272754,-0.053195931916067744,1,24.0,1,1,0.9219458466212853,0.921945846621285
2016-10-29,air_07b314d83059c4d2,0,0,1,0,0,0,0,-0.027773764459851656,-0.02209850698093649,0.0,0.6388731573881834,-0.13809804841787113,1,27.0,1,1,1.7509358763598564,1.7509358763598561
2016-10-30,air_07b314d83059c4d2,0,0,0,1,0,0,0,-0.2938102205339502,-0.23311840100078562,0.0,0.6660520507563302,-0.39280439792328165,1,34.0,1,1,-0.09004835445238239,-0.0900483544523827
2016-10-31,air_07b314d83059c4d2,0,1,0,0,0,0,0,-0.2725273040480224,-0.19292413547319548,0.0,-0.8016081911236027,-0.3609661042351052,1,27.0,1,1,-1.028086230615372,-1.0280862306153722
2016-11-01,air_07b314d83059c4d2,0,0,0,0,0,1,0,-0.3470175117487699,-0.21302126823699055,0.0,-0.20367253702437083,-0.28667675229602724,1,16.0,1,1,-0.7435807766222527,-0.7435807766222531
2016-11-02,air_07b314d83059c4d2,0,0,0,0,0,0,1,-0.4108662612065537,-0.2833612329102735,0.0,1.318345491591856,-0.5413831018014378,1,29.0,1,1,0.4125527923895734,0.41255279238957304
2016-11-03,air_07b314d83059c4d2,0,0,0,0,1,0,0,-0.3789418864776618,-0.3838468967292492,1.0,0.8019465175970647,-0.3821916333605562,1,35.0,1,1,-0.0530701919970433,-0.05307019199704361
2016-11-04,air_07b314d83059c4d2,1,0,0,0,0,0,0,-0.35765896999173397,-0.3135069320559663,0.0,1.1009143446466805,-0.4564809852996342,1,13.0,1,1,0.07597604840832371,0.07597604840832341
2016-11-05,air_07b314d83059c4d2,0,0,1,0,0,0,0,-0.3257345952628421,-0.152729869945605,0.0,1.2368088114874152,-0.5095448081132614,1,37.0,1,1,1.2781436563951638,1.2781436563951634
2016-11-06,air_07b314d83059c4d2,0,0,0,1,0,0,0,-0.4534320941784093,-0.5446239588396105,0.0,-0.9646815513324841,-0.47770651442508516,1,37.0,1,1,-0.49454417233119363,-0.4945441723311939
2016-11-07,air_07b314d83059c4d2,0,1,0,0,0,0,0,-0.4640735524213734,-0.3537011975835564,0.0,1.1280932380148274,-0.6368979828659668,1,29.0,1,1,-1.2688216147633957,-1.268821614763396
2016-11-08,air_07b314d83059c4d2,0,0,0,0,0,1,0,-0.4321491776924815,-0.6551581890404836,0.0,-1.5082594186954221,-0.26545122317057646,1,14.0,1,1,-1.0880814125582179,-1.0880814125582183
2016-11-09,air_07b314d83059c4d2,0,0,0,0,0,0,1,-0.7620343832243636,-0.8058866847689471,0.0,0.09529529002524527,-0.7111873348050447,1,15.0,1,1,-0.7809362672659117,-0.7809362672659119
