visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Torikai,total_area_visitors,total_genre_visitors
2016-01-22,air_298513175efdf261,1,0,0,0,0,0,0,-1.3116727930765064,-1.4248790752613825,0.0,-1.02922759838524,-1.2486036631810482,1,20.0,1,1,-0.7039668820987048,-0.7039668820987048
2016-01-23,air_298513175efdf261,0,0,1,0,0,0,0,-1.5899007762844204,-1.748096347838331,0.0,-1.2753486133893748,-1.5681515201088994,1,28.0,1,1,-0.6314444977184582,-0.6314444977184582
2016-01-24,air_298513175efdf261,0,0,0,1,0,0,0,-2.2552285622163883,-2.3252700488685956,0.0,-1.2753486133893748,-2.0533908584067477,1,31.0,1,1,-1.3216662185040693,-1.3216662185040693
2016-01-25,air_298513175efdf261,0,1,0,0,0,0,0,-1.8681287594923344,-2.0482266723740685,0.0,-1.2507365118889613,-1.8285238479760373,1,23.0,1,1,-1.3460921604654719,-1.3460921604654719
2016-01-26,air_298513175efdf261,0,0,0,0,0,1,0,-1.4810289567682802,-1.5864877115498568,0.0,-1.2261244103885476,-1.3551196154903318,1,22.0,1,1,-1.1751105667356543,-1.1751105667356543
2016-01-27,air_298513175efdf261,0,0,0,0,0,0,1,-1.214897842395493,-1.2401834909316978,0.0,-1.2261244103885476,-1.1420877108717642,1,14.0,1,1,-1.0250295212820884,-1.0250295212820884
2016-01-28,air_298513175efdf261,0,0,0,0,1,0,0,-1.009251072198339,-1.020857484540197,0.0,-1.2753486133893748,-0.8107047481317705,1,25.0,1,1,-1.0305694256444682,-1.0305694256444682
2016-01-29,air_298513175efdf261,1,0,0,0,0,0,0,-0.6826356136499184,-0.7207271600044592,0.0,-1.2753486133893748,-0.3964760447067783,1,28.0,1,1,-0.8890500505691259,-0.8890500505691259
2016-01-30,air_298513175efdf261,0,0,1,0,0,0,0,-0.7068293513201718,-0.6860967379426433,0.0,0.4967226946403963,-0.5740026318889179,1,39.0,1,1,-0.5906506565045695,-0.5906506565045695
2016-01-31,air_298513175efdf261,0,0,0,1,0,0,0,-0.8640886461768188,-0.9400531663959599,0.0,0.0537048676329536,-0.6923536900103442,1,32.0,1,1,-1.1398566298841455,-1.1398566298841455
2016-02-01,air_298513175efdf261,0,1,0,0,0,0,0,-1.130219760549606,-1.3094443350553295,0.0,-1.2507365118889613,-0.9645611236896247,1,14.0,1,1,-1.3916704645377795,-1.3916704645377795
2016-02-02,air_298513175efdf261,0,0,0,0,0,1,0,-1.2511884489008729,-1.251726964952303,0.0,-0.6600460758790375,-1.0237366527503378,1,14.0,1,1,-1.2451148127693645,-1.2451148127693645
2016-02-04,air_298513175efdf261,0,0,0,0,1,0,0,-1.2390915800657463,-1.1478356987668552,0.0,0.32443798413750186,-1.3314494038660465,1,33.0,1,1,-1.1338130978524583,-1.1338130978524583
2016-02-05,air_298513175efdf261,1,0,0,0,0,0,0,-1.2269947112306197,-1.1478356987668552,0.0,-0.4139250608749027,-1.1184174992474791,1,21.0,1,1,-0.7636467609116161,-0.7636467609116161
2016-02-06,air_298513175efdf261,0,0,1,0,0,0,0,-1.2753821865711263,-1.5287703414468303,0.0,-1.1030639028864802,-1.1302526050596218,1,27.0,1,1,-0.542806027920379,-0.542806027920379
2016-02-07,air_298513175efdf261,0,0,0,1,0,0,0,-1.4568352190980267,-1.4595094973231986,0.0,-1.0784518013860669,-1.4024600387389023,1,19.0,1,1,-1.1471592310891008,-1.1471592310891008
2016-02-08,air_298513175efdf261,0,1,0,0,0,0,0,-1.2269947112306197,-1.2632704389729081,0.0,-0.2908645533728353,-1.378789827114617,1,26.0,1,1,-1.3408040699377455,-1.3408040699377455
2016-02-09,air_298513175efdf261,0,0,0,0,0,1,0,-0.8640886461768188,-0.9285096923753547,0.0,1.0874131306503199,-0.9408909120653395,1,26.0,1,1,-1.1252514274742347,-1.1252514274742347
2016-02-10,air_298513175efdf261,0,0,0,0,0,0,1,-1.093929154044226,-0.824618426189907,0.0,1.136637333651147,-1.2130983457446203,1,12.0,1,1,-0.8046924159601585,-0.8046924159601585
2016-02-11,air_298513175efdf261,0,0,0,0,1,0,0,-0.7552168266606786,-0.47831420557174775,1.0,0.7920679126453581,-1.0947472876231938,1,28.0,1,1,-0.8772148003404051,-0.8772148003404051
2016-02-12,air_298513175efdf261,1,0,0,0,0,0,0,-0.21085772907997744,-0.22435777711843125,0.0,-1.1030639028864802,-0.3728058330824931,1,15.0,1,1,-0.821563942881952,-0.821563942881952
2016-02-13,air_298513175efdf261,0,0,1,0,0,0,0,0.05527338529280993,-0.016575244747535755,0.0,-0.930779192383586,0.07692818777892718,1,22.0,1,1,-0.6337108222303409,-0.6337108222303409
2016-02-14,air_298513175efdf261,0,0,0,1,0,0,0,-0.7552168266606786,-0.24744472515964175,0.0,-1.2507365118889613,-0.929055806253197,1,23.0,1,1,-1.1645343856802017,-1.1645343856802017
2016-02-15,air_298513175efdf261,0,1,0,0,0,0,0,-1.5052226944385336,-1.7365528738177256,0.0,-0.7584944818806915,-1.2130983457446203,1,18.0,1,1,-1.3443294636228964,-1.3443294636228964
2016-02-16,air_298513175efdf261,0,0,0,0,0,1,0,-1.3963508749223934,-1.517226867426225,0.0,-1.1769002073877206,-1.2604387689931906,1,23.0,1,1,-1.1854349339564532,-1.1854349339564532
2016-02-17,air_298513175efdf261,0,0,0,0,0,0,1,-1.3358665307467599,-1.4710529713438036,0.0,-0.8569428878823454,-1.3669547213024744,1,14.0,1,1,-1.0182305477464402,-1.0182305477464402
2016-02-18,air_298513175efdf261,0,0,0,0,1,0,0,-1.2028009735603662,-0.9285096923753547,0.0,-0.16780404587076786,-1.4024600387389023,1,19.0,1,1,-1.0277994734632783,-1.0277994734632783
2016-02-19,air_298513175efdf261,1,0,0,0,0,0,0,-0.7673136954958052,-0.7784445301074857,0.0,-0.7092702788798646,-0.9645611236896247,1,26.0,1,1,-0.7120249248076211,-0.7120249248076211
2016-02-20,air_298513175efdf261,0,0,1,0,0,0,0,-0.9245729903524523,-1.0670313806226182,0.0,-1.2753486133893748,-0.7160239016346295,1,26.0,1,1,-0.7457679786512081,-0.7457679786512081
2016-02-21,air_298513175efdf261,0,0,0,1,0,0,0,-1.2028009735603662,-1.2979008610347242,0.0,1.0628010291499064,-1.189428134120335,1,32.0,1,1,-1.1106462250643239,-1.1106462250643239
2016-02-22,air_298513175efdf261,0,1,0,0,0,0,0,-1.2390915800657463,-1.2286400169110925,0.0,-1.2753486133893748,-1.2486036631810482,1,30.0,1,1,-1.331486958055561,-1.331486958055561
2016-02-23,air_298513175efdf261,0,0,0,0,0,1,0,-1.009251072198339,-0.824618426189907,0.0,0.004480664632126585,-0.8817153830046264,1,19.0,1,1,-1.117445198599972,-1.117445198599972
2016-02-24,air_298513175efdf261,0,0,0,0,0,0,1,-1.1181228917144794,-1.1593791727874607,0.0,-0.5123734668765566,-1.2367685573689053,1,12.0,1,1,-1.0738814052048933,-1.0738814052048933
2016-02-25,air_298513175efdf261,0,0,0,0,1,0,0,-1.4447383502629,-1.4364225492819878,0.0,-0.5123734668765566,-1.378789827114617,1,24.0,1,1,-0.9706377329969034,-0.9706377329969034
2016-02-26,air_298513175efdf261,1,0,0,0,0,0,0,-1.3116727930765064,-1.1247487507256446,0.0,0.7674558111449448,-1.5208110968603288,1,34.0,1,1,-0.5647138315352451,-0.5647138315352451
2016-02-27,air_298513175efdf261,0,0,1,0,0,0,0,-0.936669859187579,-0.6860967379426433,0.0,-0.733882380380278,-0.9527260178774823,1,35.0,1,1,-0.39826488682919303,-0.39826488682919303
2016-02-28,air_298513175efdf261,0,0,0,1,0,0,0,-0.44069823694738464,-0.2820751472214577,0.0,1.1612494351515605,-0.7041887958224867,1,33.0,1,1,-0.9759258235246296,-0.9759258235246296
2016-02-29,air_298513175efdf261,0,1,0,0,0,0,0,-1.2390915800657463,-0.7207271600044592,0.0,-0.46314926387572974,-1.2722738748053335,1,23.0,1,1,-1.284145957140678,-1.284145957140678
2016-03-01,air_298513175efdf261,0,0,0,0,0,1,0,-1.5294164321087869,-1.5634007635086462,0.0,-0.09396774136952744,-1.2959440864296186,1,20.0,1,1,-1.1761178220742687,-1.1761178220742687
2016-03-02,air_298513175efdf261,0,0,0,0,0,0,1,-1.1423166293847329,-0.8823357962929335,0.0,1.0874131306503199,-1.3432845096781891,1,16.0,1,1,-1.0474409525662618,-1.0474409525662618
2016-03-03,air_298513175efdf261,0,0,0,0,1,0,0,-0.6705387448147918,-0.2359012511390367,0.0,1.3089220441540412,-1.0000664411260527,1,26.0,1,1,-1.0640606656534015,-1.0640606656534015
2016-03-04,air_298513175efdf261,1,0,0,0,0,0,0,-0.15037338490434396,0.04114212535549074,0.0,-0.2662524518724219,-0.23078456333678132,1,38.0,1,1,-0.6946497702165204,-0.6946497702165204
2016-03-05,air_298513175efdf261,0,0,1,0,0,0,0,0.1399514671386967,0.3297289758706232,0.0,1.2104736381523873,-0.2544547749610667,1,23.0,1,1,-0.4735572233906296,-0.4735572233906296
2016-03-06,air_298513175efdf261,0,0,0,1,0,0,0,0.06737025412793636,0.12194644349972776,0.0,-0.8077186848815185,0.08876329359106977,1,25.0,1,1,-1.1020845546861004,-1.1020845546861004
2016-03-07,air_298513175efdf261,0,1,0,0,0,0,0,-0.23505146675023095,-0.36287946536569476,0.0,-1.2261244103885476,-0.0059175529060711924,1,23.0,1,1,-1.3876414431833215,-1.3876414431833215
2016-03-08,air_298513175efdf261,0,0,0,0,0,1,0,-0.33182641743124436,-0.18972735505661525,0.0,-0.46314926387572974,-0.20711435171249615,1,26.0,1,1,-1.0549953676058708,-1.0549953676058708
2016-03-10,air_298513175efdf261,0,0,0,0,1,0,0,-0.8398949085065656,-0.9977705364989865,0.0,-1.2015123088881343,-0.7633643248831999,1,37.0,1,1,-0.9814657278870096,-0.9814657278870096
2016-03-11,air_298513175efdf261,1,0,0,0,0,0,0,-1.2028009735603662,-1.3325312830965401,0.0,-1.1276760043868939,-1.0000664411260527,1,28.0,1,1,-0.645294258624408,-0.645294258624408
2016-03-12,air_298513175efdf261,0,0,1,0,0,0,0,-1.2995759242413798,-1.2632704389729081,0.0,-1.02922759838524,-1.2604387689931906,1,24.0,1,1,-0.4566856964688361,-0.4566856964688361
2016-03-13,air_298513175efdf261,0,0,0,1,0,0,0,-1.1544134982198595,-1.1247487507256446,0.0,-1.2753486133893748,-1.1302526050596218,1,34.0,1,1,-1.0522254154246808,-1.0522254154246808
2016-03-14,air_298513175efdf261,0,1,0,0,0,0,0,-0.9487667280227056,-0.9054227443341439,0.0,-0.8815549893827589,-0.8580451713803411,1,29.0,1,1,-1.2796133081169123,-1.2796133081169123
2016-03-15,air_298513175efdf261,0,0,0,0,0,1,0,-0.815701170836312,-0.7322706340250644,0.0,0.8659042171465984,-0.6923536900103442,1,22.0,1,1,-1.006647111352373,-1.006647111352373
2016-03-16,air_298513175efdf261,0,0,0,0,0,0,1,-0.6584418759796652,-0.3167055692832737,0.0,0.4228863901391559,-0.7751994306953427,1,7.0,1,1,-0.9180086415542938,-0.9180086415542938
2016-03-17,air_298513175efdf261,0,0,0,0,1,0,0,-0.3681170239366245,-0.016575244747535755,0.0,1.2596978411532145,-0.7515292190710574,1,26.0,1,1,-0.8709194544740643,-0.8709194544740643
2016-03-18,air_298513175efdf261,1,0,0,0,0,0,0,-0.12617964723409067,-0.3167055692832737,0.0,-1.1769002073877206,-0.04142287034249918,1,20.0,1,1,-0.49823497918668574,-0.49823497918668574
2016-03-19,air_298513175efdf261,0,0,1,0,0,0,0,-0.28343894209073756,-0.3859664134069057,0.0,-0.3647008578740757,-0.3254654098339225,1,35.0,1,1,-0.480859824595585,-0.480859824595585
2016-03-20,air_298513175efdf261,0,0,0,1,0,0,0,-0.6100544006391584,-0.5244881016541693,1.0,1.382758348655282,-0.5266622086403472,1,43.0,1,1,-0.6916280042006767,-0.6916280042006767
2016-03-21,air_298513175efdf261,0,1,0,0,0,0,0,-0.7673136954958052,-0.6514663158808275,1.0,0.9151284201474256,-0.7633643248831999,1,46.0,1,1,-1.1338130978524583,-1.1338130978524583
2016-03-22,air_298513175efdf261,0,0,0,0,0,1,0,-0.6342481383094116,-0.2820751472214577,0.0,1.5058188561573493,-1.1184174992474791,1,27.0,1,1,-1.002618089997915,-1.002618089997915
2016-03-24,air_298513175efdf261,0,0,0,0,1,0,0,-0.743119957825552,-0.7784445301074857,0.0,-0.09396774136952744,-0.597672843513203,1,45.0,1,1,-0.9613206211147189,-0.9613206211147189
2016-03-25,air_298513175efdf261,1,0,0,0,0,0,0,-0.8882823838470721,-0.8015314781486962,0.0,1.2596978411532145,-0.8817153830046264,1,20.0,1,1,-0.36099643930045516,-0.36099643930045516
2016-03-26,air_298513175efdf261,0,0,1,0,0,0,0,-0.7915074331660588,-0.5014011536129587,0.0,0.9643526231482524,-1.0355717585624806,1,36.0,1,1,-0.3667881574974888,-0.3667881574974888
2016-03-27,air_298513175efdf261,0,0,0,1,0,0,0,-0.7915074331660588,-0.7553575820662752,0.0,0.2998258826370885,-0.7396941132589148,1,30.0,1,1,-0.9215340352394447,-0.9215340352394447
2016-03-28,air_298513175efdf261,0,1,0,0,0,0,0,-0.6342481383094116,-0.33979251732448423,0.0,1.4073704501556954,-0.8817153830046264,1,29.0,1,1,-1.0381238406840774,-1.0381238406840774
2016-03-29,air_298513175efdf261,0,0,0,0,0,1,0,-0.343923286266371,-0.2820751472214577,0.0,-0.4877613653761431,-0.5858377377010604,1,28.0,1,1,-0.7649058300848843,-0.7649058300848843
2016-03-31,air_298513175efdf261,0,0,0,0,1,0,0,-0.19876086024485076,-0.25898819918024724,0.0,-1.0538396998856532,-0.04142287034249918,1,19.0,1,1,-0.8142613416769966,-0.8142613416769966
2016-04-01,air_298513175efdf261,1,0,0,0,0,0,0,-0.2471483355853576,-0.4436837835099322,0.0,-1.2261244103885476,-0.02958776453035659,1,32.0,1,1,-0.6085294387649776,-0.6085294387649776
2016-04-02,air_298513175efdf261,0,0,1,0,0,0,0,0.07946712296306323,0.12194644349972776,0.0,0.7920679126453581,0.11243350521535517,1,49.0,1,1,-0.6256527795214246,-0.6256527795214246
2016-04-03,air_298513175efdf261,0,0,0,1,0,0,0,0.1883389424792033,0.3412724498912283,0.0,-1.02922759838524,0.3254654098339227,1,30.0,1,1,-1.1474110449237545,-1.1474110449237545
2016-04-04,air_298513175efdf261,0,1,0,0,0,0,0,-0.19876086024485076,-0.4898576795923532,0.0,-1.2753486133893748,0.02958776453035659,1,21.0,1,1,-1.2594682013446217,-1.2594682013446217
2016-04-05,air_298513175efdf261,0,0,0,0,0,1,0,-0.18666399140972412,-0.09737956289177319,0.0,0.8166800141457715,-0.20711435171249615,1,30.0,1,1,-1.0560026229444854,-1.0560026229444854
2016-04-07,air_298513175efdf261,0,0,0,0,1,0,0,0.22462954898458345,0.38744634597364974,0.0,-1.2753486133893748,0.08876329359106977,1,23.0,1,1,-1.1046026930326367,-1.1046026930326367
2016-04-08,air_298513175efdf261,1,0,0,0,0,0,0,-0.11408277839896401,-0.039662192788746685,0.0,0.0537048676329536,-0.04142287034249918,1,33.0,1,1,-0.5485977461174126,-0.5485977461174126
2016-04-09,air_298513175efdf261,0,0,1,0,0,0,0,0.06737025412793636,0.2950985538088073,0.0,0.6197832021424637,-0.05325797615464178,1,36.0,1,1,-0.4566856964688361,-0.4566856964688361
2016-04-10,air_298513175efdf261,0,0,0,1,0,0,0,0.01898277878742977,0.1912072876233593,0.0,-0.14319194437035446,0.07692818777892718,1,31.0,1,1,-1.0338430054949654,-1.0338430054949654
2016-04-12,air_298513175efdf261,0,0,0,0,0,1,0,-0.12617964723409067,0.15657686556154374,0.0,0.5951711006420501,-0.4911568912039194,1,5.0,1,1,-1.1189560816078938,-1.1189560816078938
2016-04-14,air_298513175efdf261,0,0,0,0,1,0,0,0.10366086063331653,0.08731602143791178,0.0,0.5459468976412233,0.2662898807732093,1,41.0,1,1,-0.9983372548088031,-0.9983372548088031
2016-04-15,air_298513175efdf261,1,0,0,0,0,0,0,0.01898277878742977,0.09885949545851724,0.0,1.5304309576577628,0.02958776453035659,1,25.0,1,1,-0.5762972679293124,-0.5762972679293124
2016-04-16,air_298513175efdf261,0,0,1,0,0,0,0,0.2851138931602169,0.5605984562827292,0.0,0.078316969133367,0.02958776453035659,1,37.0,1,1,-0.36150006696976245,-0.36150006696976245
2016-04-17,air_298513175efdf261,0,0,0,1,0,0,0,0.10366086063331653,0.006511703293674761,0.0,1.3335341456544547,0.02958776453035659,1,49.0,1,1,-1.0703560115197426,-1.0703560115197426
2016-04-18,air_298513175efdf261,0,1,0,0,0,0,0,-0.17456712257459747,-0.36287946536569476,0.0,-1.2015123088881343,-0.14793882265178296,1,26.0,1,1,-1.3707699162615279,-1.3707699162615279
2016-04-19,air_298513175efdf261,0,0,0,0,0,1,0,-0.1624702537394706,0.09885949545851724,0.0,1.3335341456544547,-0.3254654098339225,1,30.0,1,1,-1.0549953676058708,-1.0549953676058708
2016-04-20,air_298513175efdf261,0,0,0,0,0,0,1,-0.0052109588828235295,0.23738118370578076,0.0,1.0628010291499064,-0.43198136214320626,1,15.0,1,1,-0.9217858490740983,-0.9217858490740983
2016-04-21,air_298513175efdf261,0,0,0,0,1,0,0,0.1399514671386967,0.06422907339670127,0.0,-1.2753486133893748,0.13610371683964037,1,22.0,1,1,-1.0277994734632783,-1.0277994734632783
2016-04-22,air_298513175efdf261,1,0,0,0,0,0,0,0.24882328665483675,0.2258377096851753,0.0,0.8166800141457715,0.3609707272703503,1,25.0,1,1,-0.5304671500223509,-0.5304671500223509
2016-04-23,air_298513175efdf261,0,0,1,0,0,0,0,0.031079647622556203,0.06422907339670127,0.0,-1.0046154968848262,0.23078456333678155,1,33.0,1,1,-0.43351882368070177,-0.43351882368070177
2016-04-24,air_298513175efdf261,0,0,0,1,0,0,0,0.01898277878742977,-0.005031770726930703,0.0,-0.46314926387572974,0.08876329359106977,1,43.0,1,1,-1.0489518355741836,-1.0489518355741836
2016-04-25,air_298513175efdf261,0,1,0,0,0,0,0,0.16414520480894998,0.3297289758706232,0.0,-0.6846581773794511,-0.07692818777892718,1,21.0,1,1,-1.2342868178792583,-1.2342868178792583
2016-04-26,air_298513175efdf261,0,0,0,0,0,1,0,0.45447005685199043,0.6414027744269662,0.0,0.4228863901391559,0.3964760447067783,1,20.0,1,1,-0.9585506689335289,-0.9585506689335289
2016-04-28,air_298513175efdf261,0,0,0,0,1,0,0,-0.19876086024485076,-0.3513359913450897,0.0,-1.2753486133893748,-0.0059175529060711924,1,25.0,1,1,-0.6979233500670177,-0.6979233500670177
2016-04-29,air_298513175efdf261,1,0,0,0,0,0,0,-0.18666399140972412,-0.16664040701540475,1.0,1.6781035666602435,-0.20711435171249615,1,30.0,1,1,-0.5254308733292783,-0.5254308733292783
2016-04-30,air_298513175efdf261,0,0,1,0,0,0,0,0.1883389424792033,0.4336202420560708,0.0,1.7765519726618977,-0.21894945752463874,1,37.0,1,1,-0.5694982943936642,-0.5694982943936642
2016-05-01,air_298513175efdf261,0,0,0,1,0,0,0,0.43027631918173714,0.6529462484475713,0.0,1.6288793636594168,0.18344414008821094,1,28.0,1,1,-0.8492634646938517,-0.8492634646938517
2016-05-02,air_298513175efdf261,0,1,0,0,0,0,0,0.5875356140383842,0.7337505665918087,0.0,0.9397405216478389,0.3728058330824931,1,35.0,1,1,-0.9885165152573114,-0.9885165152573114
2016-05-03,air_298513175efdf261,0,0,0,0,0,1,0,0.23672641781971032,0.12194644349972776,1.0,-1.0784518013860669,0.2781249865853519,1,23.0,1,1,-0.7034632544293976,-0.7034632544293976
2016-05-04,air_298513175efdf261,0,0,0,0,0,0,1,0.5754387452032573,0.7222070925712033,1.0,1.8257761756627244,0.2899600923974947,1,19.0,1,1,-0.7601213672264653,-0.7601213672264653
2016-05-05,air_298513175efdf261,0,0,0,0,1,0,0,0.6117293517086375,0.7337505665918087,1.0,0.8166800141457715,0.5384973144524898,1,32.0,1,1,-0.9520035092325344,-0.9520035092325344
2016-05-06,air_298513175efdf261,1,0,0,0,0,0,0,0.3093076308304702,0.1104029694791223,0.0,-1.2753486133893748,0.2781249865853519,1,24.0,1,1,-1.1063653898752122,-1.1063653898752122
2016-05-07,air_298513175efdf261,0,0,1,0,0,0,0,0.3818888438412305,0.27201160576759675,0.0,0.5459468976412233,0.3964760447067783,1,39.0,1,1,-0.6792891263026487,-0.6792891263026487
2016-05-08,air_298513175efdf261,0,0,0,1,0,0,0,0.5028575321924974,0.7337505665918087,0.0,-0.04474353836870043,0.2781249865853519,1,30.0,1,1,-1.0202450584236693,-1.0202450584236693
2016-05-09,air_298513175efdf261,0,1,0,0,0,0,0,0.2851138931602169,0.006511703293674761,0.0,-1.2753486133893748,0.4911568912039194,1,42.0,1,1,-1.4488322050041547,-1.4488322050041547
2016-05-10,air_298513175efdf261,0,0,0,0,0,1,0,0.3335013685007235,0.3759028719530443,0.0,-1.2753486133893748,0.2662898807732093,1,27.0,1,1,-1.2861604678179068,-1.2861604678179068
2016-05-12,air_298513175efdf261,0,0,0,0,1,0,0,0.17624207364407685,0.3989898199942548,0.0,1.9980608861656193,-0.30179519820963707,1,31.0,1,1,-0.9751703820206687,-0.9751703820206687
2016-05-13,air_298513175efdf261,1,0,0,0,0,0,0,0.40608258151148385,0.4220767680354653,0.0,1.1612494351515605,0.42014625633106345,1,24.0,1,1,-0.6175947368125083,-0.6175947368125083
2016-05-14,air_298513175efdf261,0,0,1,0,0,0,0,0.36979197500610367,0.3989898199942548,0.0,1.6534914651598303,0.3373005156460651,1,38.0,1,1,-0.4566856964688361,-0.4566856964688361
2016-05-15,air_298513175efdf261,0,0,0,1,0,0,0,0.9141510725868048,1.1031417352511783,0.0,-0.11857984286994085,0.6450132667617738,1,30.0,1,1,-1.0726223360316252,-1.0726223360316252
2016-05-16,air_298513175efdf261,0,1,0,0,0,0,0,0.04317651645768307,0.49133761215909727,0.0,-1.2015123088881343,-0.15977392846392555,1,28.0,1,1,-1.3876414431833215,-1.3876414431833215
2016-05-17,air_298513175efdf261,0,0,0,0,0,1,0,0.1399514671386967,0.46825066411788674,0.0,1.9980608861656193,-0.3491356214582077,1,24.0,1,1,-1.2151489664455821,-1.2151489664455821
2016-05-18,air_298513175efdf261,0,0,0,0,0,0,1,0.3214044996655971,0.5028810861797027,0.0,1.8503882771631377,-0.11243350521535496,1,13.0,1,1,-1.0119352018800993,-1.0119352018800993
2016-05-19,air_298513175efdf261,0,0,0,0,1,0,0,0.6480199582140177,0.7106636185505978,0.0,1.2350857396528006,0.2899600923974947,1,31.0,1,1,-1.0033735315018757,-1.0033735315018757
2016-05-20,air_298513175efdf261,1,0,0,0,0,0,0,0.8778604660814247,1.0685113131893622,0.0,1.8257761756627244,0.5148271028282047,1,30.0,1,1,-0.6170911091432011,-0.6170911091432011
2016-05-21,air_298513175efdf261,0,0,1,0,0,0,0,0.6238262205437644,0.6414027744269662,0.0,1.1612494351515605,0.6450132667617738,1,30.0,1,1,-0.34160677403212536,-0.34160677403212536
2016-05-22,air_298513175efdf261,0,0,0,1,0,0,0,0.5633418763681309,0.6414027744269662,0.0,1.7273277696610703,0.43198136214320626,1,29.0,1,1,-1.0766513573860834,-1.0766513573860834
