visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-01-26,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,-1.4497083303370504,-1.5500948741632978,0.0,-1.2920276972754328,-1.3332597196789127,1,27.0,1,1,-1.1679256923077597,-1.1679256923077597
2016-01-27,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,-1.188158159014468,-1.210191308617286,0.0,-1.2920276972754328,-1.1235645756027588,1,25.0,1,1,-1.0133161117962215,-1.0133161117962215
2016-01-28,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,-0.9860512084470178,-0.994919050438145,0.0,-1.3418063726234468,-0.7973721292620749,1,1.0,1,1,-1.0190231768486608,-1.0190231768486608
2016-01-31,air_4b251b9f8373f1ae,0,0,0,1,0,0,0,-0.8433874786347001,-0.9156082184774089,0.0,0.0022178617729314296,-0.680874826997545,1,11.0,1,1,-1.1316080056104185,-1.1316080056104185
2016-02-01,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,-1.1049376499572825,-1.2781720217264882,0.0,-1.31691703494944,-0.9488186222059638,1,25.0,1,1,-1.3910200534485697,-1.3910200534485697
2016-02-02,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,-1.2238240914675473,-1.2215214274688195,0.0,-0.7195729307732718,-1.0070672733382289,1,14.0,1,1,-1.2400422416067656,-1.2400422416067656
2016-02-04,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,-1.211935447316521,-1.1195503578050159,0.0,0.27600057618700835,-1.309960259226007,1,1.0,1,1,-1.1253821164623028,-1.1253821164623028
2016-02-05,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,-1.2000468031654945,-1.1195503578050159,0.0,-0.4706795540332017,-1.1002651151498528,1,30.0,1,1,-0.7440464061402206,-0.7440464061402206
2016-02-06,air_4b251b9f8373f1ae,0,0,1,0,0,0,0,-1.2476013797696004,-1.4934442799056293,0.0,-1.1675810089053977,-1.111914845376306,1,16.0,1,1,-0.5165420401861619,-0.5165420401861619
2016-02-07,air_4b251b9f8373f1ae,0,0,0,1,0,0,0,-1.4259310420349975,-1.4254635667964268,0.0,-1.1426916712313908,-1.3798586405847248,1,17.0,1,1,-1.1391309549977249,-1.1391309549977249
2016-02-08,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,-1.2000468031654945,-1.2328515463203533,0.0,-0.3462328656631667,-1.3565591801318189,1,27.0,1,1,-1.338618819785263,-1.338618819785263
2016-02-09,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,-0.8433874786347001,-0.9042780996258752,0.0,1.0475700440812254,-0.9255191617530578,1,20.0,1,1,-1.1165621068358056,-1.1165621068358056
2016-02-10,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,-1.0692717175042032,-0.8023070299620716,0.0,1.0973487194292397,-1.193462956961477,1,33.0,1,1,-0.7863305699378392,-0.7863305699378392
2016-02-11,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,-0.7363896812754618,-0.4624034644160594,1.0,0.7488979919931416,-1.0769656546969468,1,14.0,1,1,-0.8610412397152267,-0.8610412397152267
2016-02-12,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,-0.20140069447927034,-0.21314084968231733,0.0,-1.1675810089053977,-0.36633211088331413,1,20.0,1,1,-0.8037111771429953,-0.8037111771429953
2016-02-14,air_4b251b9f8373f1ae,0,0,0,1,0,0,0,-0.7363896812754618,-0.23580108738538472,0.0,-1.31691703494944,-0.9138694315266049,1,14.0,1,1,-1.1570303862985574,-1.1570303862985574
2016-02-15,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,-1.4734856186391034,-1.6973864192332366,0.0,-0.8191302814692998,-1.193462956961477,1,18.0,1,1,-1.3422505884549971,-1.3422505884549971
2016-02-16,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,-1.3664878212798652,-1.4821141610540955,0.0,-1.2422490219274187,-1.2400618778672887,1,1.0,1,1,-1.1785615862691239,-1.1785615862691239
2016-02-18,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,-1.1762695148634417,-0.9042780996258752,0.0,-0.2217861772931317,-1.3798586405847248,1,1.0,1,1,-1.016169644322441,-1.016169644322441
2016-02-19,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,-0.7482783254264882,-0.7569865545559366,0.0,-0.7693516061212858,-0.9488186222059638,1,29.0,1,1,-0.6908669363333996,-0.6908669363333996
2016-02-25,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,-1.4140423978839711,-1.4028033290933593,0.0,-0.5702369047292297,-1.3565591801318189,1,1.0,1,1,-0.9572831094631808,-0.9572831094631808
2016-02-26,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,-1.2832673122226796,-1.0968901201019485,0.0,0.7240086543191346,-1.4963559428492548,1,30.0,1,1,-0.5391108883480811,-0.5391108883480811
2016-03-02,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,-1.1168262941083091,-0.8589576242197402,0.0,1.0475700440812254,-1.3216099894524598,1,27.0,1,1,-1.036403784053817,-1.036403784053817
2016-03-03,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,-0.6531691722182765,-0.22447096853385123,0.0,1.2715740831472886,-0.9837678128853229,1,22.0,1,1,-1.053524979211135,-1.053524979211135
2016-03-04,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,-0.14195747372413794,0.047451883902958604,0.0,-0.32134352798915977,-0.22653534816587806,1,33.0,1,1,-0.6729675050325671,-0.6729675050325671
2016-03-05,air_4b251b9f8373f1ae,0,0,1,0,0,0,0,0.14336998590049754,0.33070485519130194,0.0,1.1720167324512605,-0.24983480861878418,1,19.0,1,1,-0.44520372703067035,-0.44520372703067035
2016-03-06,air_4b251b9f8373f1ae,0,0,0,1,0,0,0,0.07203812099433851,0.12676271586369464,0.0,-0.8689089568173137,0.08800736794835276,1,24.0,1,1,-1.0926961984346957,-1.0926961984346957
2016-03-08,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,-0.3202871359895351,-0.17915049312771605,0.0,-0.5204582293812158,-0.20323588771297216,1,30.0,1,1,-1.0441861454889614,-1.0441861454889614
2016-03-10,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,-0.8196101903326473,-0.9722588127350775,0.0,-1.2671383596014258,-0.7507732083562629,1,29.0,1,1,-0.9684378275202213,-0.9684378275202213
2016-03-11,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,-1.1762695148634417,-1.3008322594295558,0.0,-1.1924703465794049,-0.9837678128853229,1,26.0,1,1,-0.6221227436562895,-0.6221227436562895
2016-03-20,air_4b251b9f8373f1ae,0,0,0,1,0,0,0,-0.5937259514631441,-0.5077239398221945,1.0,1.3462420961693096,-0.517778603827203,1,17.0,1,1,-0.6698545604585093,-0.6698545604585093
2016-03-22,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,-0.617503239765197,-0.269791443939986,0.0,1.4706887845393446,-1.1002651151498528,1,22.0,1,1,-0.990228439538626,-0.990228439538626
2016-03-23,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,-0.4867281541039058,-0.34910227590072207,0.0,-0.07245015124908975,-0.5527277945065621,1,24.0,1,1,-0.8867230324512037,-0.8867230324512037
2016-03-24,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,-0.7245010371244354,-0.7569865545559366,0.0,-0.1471181642711107,-0.5876769851859209,1,1.0,1,1,-0.9476848636931693,-0.9476848636931693
2016-03-28,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,-0.617503239765197,-0.32644203819765466,0.0,1.3711314338433165,-0.8672705106207929,1,31.0,1,1,-1.0268055382838053,-1.0268055382838053
2016-04-01,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,-0.23706662693234984,-0.42841310786145853,0.0,-1.2920276972754328,-0.028489934316177207,1,29.0,1,1,-0.5842485846719194,-0.5842485846719194
2016-04-03,air_4b251b9f8373f1ae,0,0,0,1,0,0,0,0.19092456250460327,0.34203497404283545,0.0,-1.0929129958833768,0.3210019724774129,1,1.0,1,1,-1.139390367045563,-1.139390367045563
2016-04-04,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,-0.1895120503282439,-0.4737335832675933,0.0,-1.3418063726234468,0.029758716816087775,1,30.0,1,1,-1.2548287283335402,-1.2548287283335402
2016-04-05,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,-0.17762340617721747,-0.08850954231544651,0.0,0.7737873296671485,-0.20323588771297216,1,36.0,1,1,-1.0452237936803142,-1.0452237936803142
2016-04-06,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,-0.08251425296900557,-0.00919871035471006,0.0,-0.12222882659710359,-0.26148453884523715,1,25.0,1,1,-0.976479601003204,-0.976479601003204
2016-04-08,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,-0.10629154127105865,-0.03185894805777785,0.0,0.0022178617729314296,-0.04013966454263016,1,32.0,1,1,-0.5225085172864394,-0.5225085172864394
2016-04-11,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,-0.2846212035364558,-0.31511191934612115,0.0,0.6742299789711204,-0.3197331899775021,1,28.0,1,1,-1.2776569885432976,-1.2776569885432976
2016-04-12,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,-0.11818018542208508,0.16075307241829592,0.0,0.5497832906010853,-0.4828294131478441,1,33.0,1,1,-1.1100768056398518,-1.1100768056398518
2016-04-13,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,0.048260832692285635,-0.020528829206243954,0.0,-0.8937982944913208,0.1812052097599768,1,22.0,1,1,-1.0198014129921753,-1.0198014129921753
2016-04-15,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,0.024483544390232766,0.10410247816062727,0.0,1.4955781222133515,0.029758716816087775,1,27.0,1,1,-0.551043842548636,-0.551043842548636
2016-04-18,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,-0.16573476202619103,-0.34910227590072207,0.0,-1.2671383596014258,-0.14498723658070717,1,21.0,1,1,-1.3694888534780032,-1.3694888534780032
2016-04-20,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,0.0007062560881798969,0.240063904379032,0.0,1.0226807064072185,-0.42458076201557915,1,28.0,1,1,-0.9069571721825795,-0.9069571721825795
2016-04-22,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,0.25036778325973563,0.2287337855274981,0.0,0.7737873296671485,0.35595116315677156,1,26.0,1,1,-0.5038308498420925,-0.5038308498420925
2016-04-24,air_4b251b9f8373f1ae,0,0,0,1,0,0,0,0.024483544390232766,0.002131408496823431,0.0,-0.5204582293812158,0.08800736794835276,1,22.0,1,1,-1.0379602563408459,-1.0379602563408459
2016-04-25,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,0.1671472742025504,0.33070485519130194,0.0,-0.7444622684472788,-0.07508885522198924,1,43.0,1,1,-1.2288875235497252,-1.2288875235497252
2016-04-27,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,0.2265904949576828,0.03612176505142471,0.0,-1.31691703494944,0.4491490049683956,1,21.0,1,1,-0.9248566034834119,-0.9248566034834119
2016-04-28,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,-0.1895120503282439,-0.33777215704918856,0.0,-1.3418063726234468,-0.00519047386327109,1,28.0,1,1,-0.676339861654463,-0.676339861654463
2016-05-02,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,0.5832498194884771,0.7272590149949826,0.0,0.8982340180371834,0.3676008933832247,1,30.0,1,1,-0.9757013648596896,-0.9757013648596896
2016-05-05,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,0.6070271077905299,0.7272590149949826,1.0,0.7737873296671485,0.5306971165535666,1,28.0,1,1,-0.9380866179231576,-0.9380866179231576
2016-05-09,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,0.28603371571281516,0.013461527348357325,0.0,-1.3418063726234468,0.4840981956477547,1,26.0,1,1,-1.44990658830783,-1.44990658830783
2016-05-12,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,0.17903591835357704,0.3986855683005041,0.0,1.9684755380194847,-0.296433729524596,1,29.0,1,1,-0.9619525263242675,-0.9619525263242675
2016-05-13,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,0.40492015722307995,0.42134580600357147,0.0,1.1222380571032466,0.4141998142890365,1,30.0,1,1,-0.5935874183940928,-0.5935874183940928
2016-05-17,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,0.14336998590049754,0.4666662814097067,0.0,1.9684755380194847,-0.34303265043040804,1,30.0,1,1,-1.2091722079140257,-1.2091722079140257
2016-05-18,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,0.3216996481658947,0.5006566379643079,0.0,1.8191395119754423,-0.11003804590134811,1,24.0,1,1,-0.9998266853086376,-0.9998266853086376
2016-05-23,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,0.8566886349620861,0.9538613920256572,0.0,1.8689181873234566,0.6005954979122846,1,26.0,1,1,-1.274803456017078,-1.274803456017078
2016-05-24,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,0.9042432115661919,1.0105119862833258,0.0,-0.8440196191433067,0.8335901024413446,1,1.0,1,1,-1.160143330872615,-1.160143330872615
2016-05-25,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,0.6545816843946362,0.7952397281041848,0.0,-0.39601154101118075,0.7287425304032678,1,23.0,1,1,-0.94898192393236,-0.94898192393236
2016-05-26,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,0.8329113466600333,0.7612493715495835,0.0,0.3506685892090293,0.9034884838000627,1,23.0,1,1,-0.9118860010915044,-0.9118860010915044
2016-05-31,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,0.8566886349620861,1.1238131747986633,0.0,1.4955781222133515,0.3676008933832247,1,26.0,1,1,-1.0270649503316436,-1.0270649503316436
2016-06-01,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,0.6189157519415566,0.5686373510735101,0.0,-0.2715648526411457,0.6122452281387378,1,30.0,1,1,-1.0488555623500482,-1.0488555623500482
2016-06-06,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,0.678358972696689,0.5573072322219766,0.0,-1.0680236582093696,0.6471944188180965,1,31.0,1,1,-1.2898493547916907,-1.2898493547916907
2016-06-07,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,0.80913405835798,0.7272590149949826,0.0,-0.17200750194511763,0.8685392931207037,1,1.0,1,1,-1.1406874272847538,-1.1406874272847538
2016-06-08,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,0.80913405835798,0.7045987772919148,0.0,0.15155388781697335,0.9384376744794214,1,29.0,1,1,-0.971291360046441,-0.971291360046441
2016-06-09,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,0.80913405835798,0.8745505600649208,0.0,0.8235660050151623,0.8918387535736095,1,33.0,1,1,-1.0231737696140712,-1.0231737696140712
2016-06-10,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,0.9161318557172186,0.9085409166195221,0.0,1.6946928236054073,0.8918387535736095,1,31.0,1,1,-0.5717968063756881,-0.5717968063756881
2016-06-14,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,0.880465923264139,0.7952397281041848,0.0,0.9231233557111903,0.9966863256116864,1,36.0,1,1,-1.0641608731724992,-1.0641608731724992
2016-06-22,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,0.880465923264139,0.670608420737314,0.0,-1.3418063726234468,1.0665847069704044,1,23.0,1,1,-1.0353661358624644,-1.0353661358624644
2016-06-23,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,0.880465923264139,0.8518903223618534,0.0,-0.9933556451873488,1.0898841674233104,1,34.0,1,1,-1.0309561310492157,-1.0309561310492157
2016-06-24,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,1.2846798243990392,1.1464734125017306,0.0,-1.2173596842534118,1.0782344371968577,1,23.0,1,1,-0.5209520449994105,-0.5209520449994105
2016-06-26,air_4b251b9f8373f1ae,0,0,0,1,0,0,0,0.9280204998682448,0.9085409166195221,0.0,1.4457994468653372,0.8102906419884387,1,25.0,1,1,-0.9360113215404524,-0.9360113215404524
2016-06-27,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,0.5000293104312918,0.5119867568158414,0.0,-0.9933556451873488,0.47244846542130153,1,24.0,1,1,-1.26468638615139,-1.26468638615139
2016-06-30,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,0.9993523647744038,0.8518903223618534,0.0,-0.7693516061212858,1.0782344371968577,1,27.0,1,1,-0.9051412878477124,-0.9051412878477124
2016-07-02,air_4b251b9f8373f1ae,0,0,1,0,0,0,0,1.629450504778807,1.4863769780477423,0.0,0.0022178617729314296,1.7422690601046784,1,30.0,1,1,1.860969378250494,1.860969378250494
2016-07-04,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,1.677005081382913,1.6676588796722822,0.0,0.4004472645570434,1.6723706787459602,1,17.0,1,1,-0.018989732432587912,-0.018989732432587912
2016-07-08,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,0.9874637206233772,0.7839096092526513,0.0,-1.3418063726234468,1.1131836278762164,1,23.0,1,1,1.6119338123258686,1.6119338123258686
2016-07-15,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,1.1301274504356953,1.0558324616894608,0.0,1.2964634208212953,1.2646301208201054,1,1.0,1,1,1.4651065932494751,1.4651065932494751
2016-07-19,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,1.2846798243990392,1.2257842444624667,0.0,1.3960207715173234,1.3112290417259176,1,24.0,1,1,0.20280756846903136,0.20280756846903136
2016-07-20,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,1.2727911802480127,1.2371143633140005,0.0,0.9480126933851972,1.3927771533110884,1,27.0,1,1,0.5358926378932175,0.5358926378932175
2016-07-21,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,1.2014593153418538,1.1578035313532642,0.0,1.6200248105833865,1.2879295812730114,1,26.0,1,1,0.6886863340698886,0.6886863340698886
2016-07-23,air_4b251b9f8373f1ae,0,0,1,0,0,0,0,1.3441230451541715,1.3617456706808717,0.0,1.7693608366274285,1.1714322790084812,1,27.0,1,1,1.7278909977095223,1.7278909977095223
2016-07-25,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,1.5105640632685424,1.4410565026416073,0.0,0.4004472645570434,1.5908225671607894,1,25.0,1,1,0.04638210362262619,0.04638210362262619
2016-07-28,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,1.6175618606277804,1.6563287608207482,0.0,1.0475700440812254,1.5675231067078834,1,17.0,1,1,0.8492623916817041,0.8492623916817041
2016-07-29,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,1.677005081382913,1.712979355078417,0.0,1.0475700440812254,1.6024722973872425,1,22.0,1,1,1.6798997688594643,1.6798997688594643
2016-07-30,air_4b251b9f8373f1ae,0,0,1,0,0,0,0,1.6413391489298335,1.6676588796722822,0.0,0.6991193166451273,1.6607209485195076,1,21.0,1,1,1.7618739759763202,1.7618739759763202
2016-07-31,air_4b251b9f8373f1ae,0,0,0,1,0,0,0,1.65322779308086,1.678988998523816,0.0,1.4955781222133515,1.5908225671607894,1,19.0,1,1,0.52292203550131,0.52292203550131
2016-08-03,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,1.581895928174701,1.5770179288600126,0.0,0.3257792515350224,1.6490712182930543,1,33.0,1,1,0.567540907729472,0.567540907729472
2016-08-04,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,1.629450504778807,1.7469697116330185,0.0,1.2715740831472886,1.6024722973872425,1,26.0,1,1,0.6560004160422815,0.6560004160422815
2016-08-05,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,1.5343413515705953,1.6676588796722822,0.0,0.7986766673411554,1.5558733764814303,1,1.0,1,1,1.3898770993764114,1.3898770993764114
2016-08-08,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,1.629450504778807,1.6336685231176813,0.0,1.6698034859314004,1.6141220276136954,1,23.0,1,1,0.021478547030163674,0.021478547030163674
2016-08-12,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,1.7126710138359924,1.7696299493360856,0.0,1.7693608366274285,1.5675231067078834,1,6.0,1,1,0.7846687917700045,0.7846687917700045
2016-08-15,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,1.7483369462890719,1.7243094739299507,1.0,0.8982340180371834,1.6723706787459602,1,21.0,1,1,-0.190720508101444,-0.190720508101444
2016-08-16,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,1.558118639872648,1.5203673346023439,0.0,-0.29645419031515263,1.6141220276136954,1,24.0,1,1,-0.10848688893675008,-0.10848688893675008
2016-08-17,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,1.581895928174701,1.5543576911569448,0.0,1.1471273947772536,1.6374214880666011,1,26.0,1,1,0.2424976117882685,0.2424976117882685
2016-08-18,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,1.6175618606277804,1.678988998523816,0.0,1.4209101091913303,1.5325739160285243,1,17.0,1,1,0.4349813512841767,0.4349813512841767
2016-08-19,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,1.677005081382913,1.5770179288600126,0.0,1.0724593817552324,1.7073198694253193,1,23.0,1,1,1.3641953066404344,1.3641953066404344
2016-08-22,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,1.581895928174701,1.543027572305411,0.0,1.5702461352353723,1.6490712182930543,1,25.0,1,1,-0.5777632834759656,-0.5777632834759656
2016-08-23,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,1.5343413515705953,1.6223384042661473,0.0,1.7444714989534216,1.5325739160285243,1,25.0,1,1,0.3898436549603384,0.3898436549603384
2016-08-24,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,1.558118639872648,1.6110082854146135,0.0,1.2466847454732817,1.3927771533110884,1,18.0,1,1,0.5224032114056336,0.5224032114056336
2016-08-25,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,1.6651164372318867,1.848940781296822,0.0,0.4253366022310503,1.6374214880666011,1,28.0,1,1,0.6126786040533103,0.6126786040533103
2016-08-26,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,1.45112084251341,1.5203673346023439,0.0,-0.1471181642711107,1.4510258044433535,1,10.0,1,1,1.5719843569587935,1.5719843569587935
2016-08-29,air_4b251b9f8373f1ae,0,1,0,0,0,0,0,0.6902476168477152,0.5912975887765775,0.0,-0.7693516061212858,0.7753414513090796,1,19.0,1,1,-0.18034402618791798,-0.18034402618791798
2016-08-30,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,0.8685772791131123,0.8632204412133873,0.0,0.5248939529270784,0.6355446885916437,1,28.0,1,1,0.37142539956382964,0.37142539956382964
2016-08-31,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,1.2014593153418538,1.089822818244062,0.0,1.2964634208212953,1.1597825487820286,1,15.0,1,1,0.670527490721218,0.670527490721218
2016-09-02,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,0.880465923264139,0.489326519112774,0.0,-1.3418063726234468,1.1364830883291226,1,26.0,1,1,1.2347486947691968,1.2347486947691968
2016-09-03,air_4b251b9f8373f1ae,0,0,1,0,0,0,0,1.106350162133642,0.8972107977679886,0.0,-1.3418063726234468,1.1364830883291226,1,20.0,1,1,1.639950313492389,1.639950313492389
2016-09-06,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,1.2371252477949333,1.2257842444624667,0.0,0.4253366022310503,1.3228787719523705,1,27.0,1,1,0.37142539956382964,0.37142539956382964
2016-09-07,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,1.177682027039801,1.1011529370955955,0.0,-1.0431343205353627,0.9966863256116864,1,10.0,1,1,0.43861311995391083,0.43861311995391083
2016-09-08,air_4b251b9f8373f1ae,0,0,0,0,1,0,0,0.9636864323213242,0.919871035471056,0.0,1.1969060701252674,0.8801890233471564,1,32.0,1,1,0.5410808788499806,0.5410808788499806
2016-09-09,air_4b251b9f8373f1ae,1,0,0,0,0,0,0,1.0944615179826156,1.1124830559471293,0.0,1.1720167324512605,1.0316355162910456,1,24.0,1,1,1.4552489354316254,1.4552489354316254
2016-09-10,air_4b251b9f8373f1ae,0,0,1,0,0,0,0,1.1301274504356953,1.0784926993925281,0.0,-0.022671475901075707,1.0432852465174987,1,20.0,1,1,1.8085681445871873,1.8085681445871873
2016-09-13,air_4b251b9f8373f1ae,0,0,0,0,0,1,0,0.9636864323213242,0.8972107977679886,0.0,0.22622190083899432,1.0199857860645927,1,20.0,1,1,0.25728409851504314,0.25728409851504314
2016-09-14,air_4b251b9f8373f1ae,0,0,0,0,0,0,1,0.9874637206233772,0.7499192526980499,0.0,-1.2920276972754328,1.1830820092349346,1,18.0,1,1,0.5314826330799689,0.5314826330799689
