visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Western food,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-07-19,air_edd5e3d696a5811b,0,0,0,0,0,1,0,1.2911010392933486,1.3729166274536033,0.0,0.3045914422652152,1.2267416171897747,1,49.0,1,1,-0.9469536916058792,-0.9469536916058792
2016-07-20,air_edd5e3d696a5811b,0,0,0,0,0,0,1,1.1752960562637096,1.0936793472935484,0.0,-0.11800255875169885,1.182560391360111,1,53.0,1,1,-0.4682168828758146,-0.4682168828758146
2016-07-21,air_edd5e3d696a5811b,0,0,0,0,1,0,0,0.654173632630333,0.4421256935867538,0.0,-1.3329603116753261,0.9174730363821288,1,46.0,1,1,-0.2486094215502631,-0.2486094215502631
2016-07-22,air_edd5e3d696a5811b,1,0,0,0,0,0,0,0.607851639418477,0.25596750681338365,0.0,-1.3329603116753261,0.8622465040950492,1,60.0,1,1,0.9307087451266796,0.9307087451266796
2016-07-23,air_edd5e3d696a5811b,0,0,1,0,0,0,0,0.7236566224481162,0.7679025204401513,0.0,-0.9631905607855266,0.795974665350554,1,14.0,1,1,1.2450195938489883,1.2450195938489883
2016-07-25,air_edd5e3d696a5811b,0,1,0,0,0,0,0,0.9900080834162865,0.860981613826836,0.0,-1.1216633111668692,0.9395636492969609,1,6.0,1,1,-1.1717810246777085,-1.1717810246777085
2016-07-26,air_edd5e3d696a5811b,0,0,0,0,0,1,0,0.8857835986896114,0.8028071804601579,0.0,-1.3065481866117692,0.9726995686692084,1,53.0,1,1,-0.4443546120356867,-0.4443546120356867
2016-07-27,air_edd5e3d696a5811b,0,0,0,0,0,0,1,0.9668470868103588,0.7911722937868225,0.0,-1.2537239364846549,1.0831526332433676,1,44.0,1,1,-0.24189815787647717,-0.24189815787647717
2016-07-28,air_edd5e3d696a5811b,0,0,0,0,1,0,0,1.1984570528696372,1.2332979873735763,0.0,0.04047019162964399,1.182560391360111,1,45.0,1,1,-0.017816520768401747,-0.017816520768401747
2016-07-29,air_edd5e3d696a5811b,1,0,0,0,0,0,0,1.2795205409903847,1.384551514126939,0.0,1.7044340706337422,1.1383791655304472,1,58.0,1,1,1.1760427172017438,1.1760427172017438
2016-07-30,air_edd5e3d696a5811b,0,0,1,0,0,0,0,1.2795205409903847,1.4427259474936172,0.0,1.5195491951888427,1.05001671387112,1,22.0,1,1,1.293862679474875,1.293862679474875
2016-08-01,air_edd5e3d696a5811b,0,1,0,0,0,0,0,1.3026815375963123,1.2798375340669186,0.0,-0.8311299354677409,1.326149375306518,1,11.0,1,1,-1.2262168300317502,-1.2262168300317502
2016-08-02,air_edd5e3d696a5811b,0,0,0,0,0,1,0,1.1289740630518537,1.0355049139268704,0.0,-0.8839541855948551,1.0941979397007837,1,35.0,1,1,-0.8720112472486027,-0.8720112472486027
2016-08-03,air_edd5e3d696a5811b,0,0,0,0,0,0,1,1.2331985477785292,1.3380119674335966,0.0,-0.2500631840694844,1.193605697817527,1,34.0,1,1,-0.4227294290868209,-0.4227294290868209
2016-08-04,air_edd5e3d696a5811b,0,0,0,0,1,0,0,1.3837450257170603,1.454360834166953,0.0,0.9120703187270288,1.304058762391686,1,46.0,1,1,-0.2955882672667648,-0.2955882672667648
2016-08-05,air_edd5e3d696a5811b,1,0,0,0,0,0,0,1.4532280155348436,1.5009003808602952,0.0,1.5195491951888427,1.326149375306518,1,57.0,1,1,0.7591986734632608,0.7591986734632608
2016-08-06,air_edd5e3d696a5811b,0,0,1,0,0,0,0,1.4995500087466995,1.5939794742469808,0.0,0.9913066939177003,1.458693052795509,1,11.0,1,1,0.5161017892794585,0.5161017892794585
2016-08-08,air_edd5e3d696a5811b,0,1,0,0,0,0,0,1.4300670189289157,1.4776306075136245,0.0,-0.11800255875169885,1.4034665205084296,1,3.0,1,1,-1.2075744309379004,-1.2075744309379004
2016-08-09,air_edd5e3d696a5811b,0,0,0,0,0,1,0,1.823803961229689,2.0012005078137274,0.0,0.8064218184728003,1.447647746338093,1,56.0,1,1,-0.3723949515334262,-0.3723949515334262
2016-08-10,air_edd5e3d696a5811b,0,0,0,0,0,0,1,1.4995500087466995,1.5707097009003093,0.0,-0.03876618356102731,1.480783665710341,1,59.0,1,1,0.6354131434800976,0.6354131434800976
2016-08-17,air_edd5e3d696a5811b,0,0,0,0,0,0,1,1.4532280155348436,1.6056143609203157,0.0,1.3082521946803856,1.1494244719878632,1,50.0,1,1,-0.8899079503786986,-0.8899079503786986
2016-08-18,air_edd5e3d696a5811b,0,0,0,0,1,0,0,1.2447790460814927,1.2914724207402544,0.0,-1.0424269359761977,1.3924212140510135,1,49.0,1,1,-0.6132547478259666,-0.6132547478259666
2016-08-19,air_edd5e3d696a5811b,1,0,0,0,0,0,0,1.3258425342022406,1.3729166274536033,0.0,0.489476317710115,1.3703306011361818,1,54.0,1,1,0.722286723257438,0.722286723257438
2016-08-20,air_edd5e3d696a5811b,0,0,1,0,0,0,0,1.1058130664459258,1.1053142339668842,0.0,-0.9103663106584122,1.2709228430194386,1,5.0,1,1,0.6044667609843069,0.6044667609843069
2016-08-22,air_edd5e3d696a5811b,0,1,0,0,0,0,0,1.1058130664459258,0.9075211605201787,0.0,-1.3329603116753261,1.171515084902695,1,6.0,1,1,-2.0688532690737644,-2.0688532690737644
2016-08-23,air_edd5e3d696a5811b,0,0,0,0,0,1,0,1.2331985477785292,1.1518537806602265,0.0,-0.8839541855948551,1.2819681494768542,1,49.0,1,1,-0.6781302966725641,-0.6781302966725641
2016-08-24,air_edd5e3d696a5811b,0,0,0,0,0,0,1,1.1984570528696372,1.2449328740469117,0.0,-0.8311299354677409,1.204651004274943,1,48.0,1,1,-0.48760497793341845,-0.48760497793341845
2016-08-25,air_edd5e3d696a5811b,0,0,0,0,1,0,0,1.3721645274140961,1.4194561741469465,0.0,1.8100825708879709,1.204651004274943,1,32.0,1,1,-0.35785388024022335,-0.35785388024022335
2016-08-26,air_edd5e3d696a5811b,1,0,0,0,0,0,0,1.406906022322988,1.4310910608202814,0.0,1.3610764448074997,1.2598775365620225,1,51.0,1,1,1.020937956740913,1.020937956740913
2016-08-27,air_edd5e3d696a5811b,0,0,1,0,0,0,0,0.9436860902044311,0.7562676337668155,0.0,-1.3329603116753261,0.9947901815840405,1,16.0,1,1,1.0839492656781256,1.0839492656781256
2016-08-29,air_edd5e3d696a5811b,0,1,0,0,0,0,0,1.094232568142962,1.11694912064022,0.0,-0.6462450600228411,1.05001671387112,1,2.0,1,1,-1.4976501608382042,-1.4976501608382042
2016-08-30,air_edd5e3d696a5811b,0,0,0,0,0,1,0,1.0363300766281425,0.8842513871735076,0.0,-1.1744875612939836,1.0941979397007837,1,31.0,1,1,-0.7046025033858309,-0.7046025033858309
2016-08-31,air_edd5e3d696a5811b,0,0,0,0,0,0,1,1.2331985477785292,1.2332979873735763,0.0,1.6516098205066283,1.0941979397007837,1,41.0,1,1,-0.2747087802816529,-0.2747087802816529
2016-09-01,air_edd5e3d696a5811b,0,0,0,0,1,0,0,1.2563595443844568,1.396186400800275,0.0,1.3346643197439425,1.0389714074137042,1,31.0,1,1,-0.6684362491437622,-0.6684362491437622
2016-09-02,air_edd5e3d696a5811b,1,0,0,0,0,0,0,1.221618049475565,1.082044460620213,0.0,-0.03876618356102731,1.1494244719878632,1,55.0,1,1,0.5362355803008163,0.5362355803008163
2016-09-03,air_edd5e3d696a5811b,0,0,1,0,0,0,0,1.2795205409903847,1.396186400800275,0.0,0.6215369430279006,1.326149375306518,1,18.0,1,1,1.1186241279926863,1.1186241279926863
2016-09-06,air_edd5e3d696a5811b,0,0,0,0,0,1,0,1.4648085138378075,1.384551514126939,0.0,1.2026036944261569,1.469738359252925,1,43.0,1,1,-0.7046025033858309,-0.7046025033858309
2016-09-07,air_edd5e3d696a5811b,0,0,0,0,0,0,1,1.267940042687421,1.1402188939868911,0.0,-0.7254814352135125,1.4145118269658452,1,44.0,1,1,-0.6080348760796885,-0.6080348760796885
2016-09-08,air_edd5e3d696a5811b,0,0,0,0,1,0,0,1.186876554566673,1.1518537806602265,0.0,-0.9896026858490836,1.337194681763934,1,26.0,1,1,-0.46075992323827464,-0.46075992323827464
2016-09-09,air_edd5e3d696a5811b,1,0,0,0,0,0,0,1.2563595443844568,1.396186400800275,0.0,0.06688231669320102,1.1052432461581998,1,55.0,1,1,0.8531563648962641,0.8531563648962641
2016-09-10,air_edd5e3d696a5811b,0,0,1,0,0,0,0,1.2100375511726014,1.2449328740469117,0.0,-0.2500631840694844,1.182560391360111,1,28.0,1,1,1.3609753162127345,1.3609753162127345
2016-09-12,air_edd5e3d696a5811b,0,1,0,0,0,0,0,0.9900080834162865,0.8377118404801648,0.0,-1.2537239364846549,1.0941979397007837,1,4.0,1,1,-1.385422918293228,-1.385422918293228
2016-09-13,air_edd5e3d696a5811b,0,0,0,0,0,1,0,0.7468176190540444,0.39558614689341104,0.0,-1.3329603116753261,0.9726995686692084,1,38.0,1,1,-0.8686556154117098,-0.8686556154117098
2016-09-14,air_edd5e3d696a5811b,0,0,0,0,0,0,1,0.804720110568864,0.7097280870734732,0.0,-1.2537239364846549,0.8843371170098814,1,47.0,1,1,-0.47455529856772355,-0.47455529856772355
2016-09-15,air_edd5e3d696a5811b,0,0,0,0,1,0,0,0.9205250935985033,0.6864583137268017,0.0,-1.3065481866117692,1.061062020328536,1,49.0,1,1,-0.15055040231661282,-0.15055040231661282
2016-09-16,air_edd5e3d696a5811b,1,0,0,0,0,0,0,0.7815591139629359,0.45376058026008914,0.0,-1.3329603116753261,1.0279261009562881,1,43.0,1,1,0.7852980321946506,0.7852980321946506
2016-09-17,air_edd5e3d696a5811b,0,0,1,0,0,0,0,1.0594910732340703,1.0355049139268704,0.0,0.06688231669320102,0.9947901815840405,1,5.0,1,1,1.2465109857764962,1.2465109857764962
2016-09-20,air_edd5e3d696a5811b,0,0,0,0,0,1,0,0.3415001784503071,-0.04653954669334233,0.0,-1.3329603116753261,0.5529779232874037,1,30.0,1,1,-1.8712438386789556,-1.8712438386789556
2016-09-21,air_edd5e3d696a5811b,0,0,0,0,0,0,1,0.4573051614799464,0.31414194018006175,0.0,-1.3065481866117692,0.5529779232874037,1,52.0,1,1,0.2785976248238112,0.2785976248238112
2016-09-23,air_edd5e3d696a5811b,1,0,0,0,0,0,0,0.5383686496006937,0.18615818677337015,0.0,-1.3329603116753261,0.75179343952089,1,46.0,1,1,0.09441072177657446,0.09441072177657446
2016-09-24,air_edd5e3d696a5811b,0,0,1,0,0,0,0,0.654173632630333,0.39558614689341104,0.0,-1.3329603116753261,0.9064277299247131,1,15.0,1,1,1.020565108759036,1.020565108759036
2016-09-26,air_edd5e3d696a5811b,0,1,0,0,0,0,0,1.071071571537034,1.11694912064022,0.0,-0.5141844347050555,1.0279261009562881,1,19.0,1,1,-1.1576128013663827,-1.1576128013663827
2016-09-27,air_edd5e3d696a5811b,0,0,0,0,0,1,0,1.094232568142962,1.082044460620213,0.0,-0.7254814352135125,1.1273338590730315,1,57.0,1,1,-0.5353295196136741,-0.5353295196136741
2016-09-28,air_edd5e3d696a5811b,0,0,0,0,0,0,1,1.1984570528696372,1.175123554006898,0.0,-0.7783056853406266,1.2598775365620225,1,49.0,1,1,-0.4204923411955589,-0.4204923411955589
2016-09-29,air_edd5e3d696a5811b,0,0,0,0,1,0,0,0.9784275851133228,0.860981613826836,0.0,-1.1480754362304262,1.0058354880414562,1,68.0,1,1,-0.29931674708553474,-0.29931674708553474
2016-09-30,air_edd5e3d696a5811b,1,0,0,0,0,0,0,0.607851639418477,0.4886652402800961,0.0,-0.6990693101499553,0.6855216007763947,1,51.0,1,1,1.0887962894425265,1.0887962894425265
2016-10-01,air_edd5e3d696a5811b,0,0,1,0,0,0,0,0.4109831682680904,0.15125352675336318,0.0,-1.3329603116753261,0.5529779232874037,1,8.0,1,1,1.1227254557933333,1.1227254557933333
2016-10-03,air_edd5e3d696a5811b,0,1,0,0,0,0,0,0.7583981173570081,0.6980932004001374,0.0,-1.3329603116753261,0.8291105847228017,1,15.0,1,1,-1.6039118356731485,-1.6039118356731485
2016-10-04,air_edd5e3d696a5811b,0,0,0,0,0,1,0,1.0131690800222144,1.3380119674335966,0.0,0.3045914422652152,0.7849293588931379,1,41.0,1,1,-0.7638853325042735,-0.7638853325042735
2016-10-05,air_edd5e3d696a5811b,0,0,0,0,0,0,1,0.9089445952955392,0.6864583137268017,0.0,-1.1480754362304262,0.9837448751266245,1,30.0,1,1,-0.9331583162764303,-0.9331583162764303
2016-10-06,air_edd5e3d696a5811b,0,0,0,0,1,0,0,1.1405545613548176,1.2565677607202475,0.0,0.8592460685999147,0.9726995686692084,1,52.0,1,1,-0.4629970111295366,-0.4629970111295366
2016-10-07,air_edd5e3d696a5811b,1,0,0,0,0,0,0,0.607851639418477,0.5119350136267673,0.0,0.1989429420109866,0.7076122136912264,1,62.0,1,1,0.7073728039823581,0.7073728039823581
2016-10-08,air_edd5e3d696a5811b,0,0,1,0,0,0,0,0.5846906428125492,0.55847456032011,0.0,-1.2801360615482118,0.619249762031899,1,7.0,1,1,0.9579266478037004,0.9579266478037004
2016-10-11,air_edd5e3d696a5811b,0,0,0,0,0,1,0,0.16779270390584827,-0.04653954669334233,0.0,-1.2801360615482118,0.39834363288358055,1,37.0,1,1,-1.251197644817509,-1.251197644817509
2016-10-12,air_edd5e3d696a5811b,0,0,0,0,0,0,1,0.20253419881473972,0.31414194018006175,0.0,0.8328339435363573,0.12221097144818252,1,40.0,1,1,-0.54576926310623,-0.54576926310623
2016-10-13,air_edd5e3d696a5811b,0,0,0,0,1,0,0,0.04040722257324495,-0.26760239348671944,0.0,-1.3329603116753261,0.2989358747668374,1,54.0,1,1,-0.5118400967554233,-0.5118400967554233
2016-10-14,air_edd5e3d696a5811b,1,0,0,0,0,0,0,-0.06381726215343039,-0.11634886673335623,0.0,-0.27647530913304147,0.0007126004166074193,1,44.0,1,1,0.8632232604069431,0.8632232604069431
2016-10-15,air_edd5e3d696a5811b,0,0,1,0,0,0,0,0.06356821917917271,0.25596750681338365,0.0,1.5195491951888427,-0.08764985124271983,1,26.0,1,1,1.3244362139887889,1.3244362139887889
2016-10-17,air_edd5e3d696a5811b,0,1,0,0,0,0,0,0.15621220560288418,-0.11634886673335623,0.0,-1.3329603116753261,0.34311710059650097,1,19.0,1,1,-1.4704322581611835,-1.4704322581611835
2016-10-18,air_edd5e3d696a5811b,0,0,0,0,0,1,0,0.5499491479036575,0.6748234270534662,0.0,0.22535506707454386,0.4535701651706602,1,53.0,1,1,-0.6755203607994251,-0.6755203607994251
2016-10-19,air_edd5e3d696a5811b,0,0,0,0,0,0,1,0.5383686496006937,0.39558614689341104,0.0,-0.8311299354677409,0.6413403749467308,1,59.0,1,1,-0.5398036953961981,-0.5398036953961981
2016-10-20,air_edd5e3d696a5811b,0,0,0,0,1,0,0,0.6657541309332966,0.8377118404801648,0.0,1.3082521946803856,0.48670608454290804,1,51.0,1,1,-0.3213147780162776,-0.3213147780162776
2016-10-21,air_edd5e3d696a5811b,1,0,0,0,0,0,0,0.23727569372363155,0.10471398006002045,0.0,-0.03876618356102731,0.3099811812242533,1,62.0,1,1,0.8863398352833168,0.8863398352833168
2016-10-22,air_edd5e3d696a5811b,0,0,1,0,0,0,0,0.06356821917917271,-0.25596750681338365,0.0,-1.3065481866117692,0.23266403602234173,1,19.0,1,1,1.428833648914348,1.428833648914348
2016-10-24,air_edd5e3d696a5811b,0,1,0,0,0,0,0,-0.14488075027417777,-0.16288841342669858,0.0,1.2554279445532714,-0.07660454478530396,1,8.0,1,1,-1.3056334501715507,-1.3056334501715507
2016-10-25,air_edd5e3d696a5811b,0,0,0,0,0,1,0,-0.24910523500085313,-0.38395126022007564,0.0,-0.6990693101499553,-0.2864653674762065,1,52.0,1,1,-0.6389812585754794,-0.6389812585754794
2016-10-26,air_edd5e3d696a5811b,0,0,0,0,0,0,1,0.3415001784503071,0.6050141070134524,0.0,1.2026036944261569,0.0007126004166074193,1,45.0,1,1,-0.2508465094415251,-0.2508465094415251
2016-10-27,air_edd5e3d696a5811b,0,0,0,0,1,0,0,0.329919680147343,0.32577682685339754,0.0,0.6743611931550146,0.06698443916110292,1,46.0,1,1,-0.23742398209395318,-0.23742398209395318
2016-10-28,air_edd5e3d696a5811b,1,0,0,0,0,0,0,-0.4575542044542038,-0.6631885403801304,0.0,-1.3329603116753261,-0.27542006101879063,1,61.0,1,1,0.7893993599952975,0.7893993599952975
2016-10-29,air_edd5e3d696a5811b,0,0,1,0,0,0,0,-0.07539776045639428,0.03490466002000695,0.0,-1.3329603116753261,-0.1097404641575518,1,25.0,1,1,1.6085463761790608,1.6085463761790608
2016-10-30,air_edd5e3d696a5811b,0,0,0,1,0,0,0,-0.4922956993630955,-0.8144420671334937,0.0,-1.3329603116753261,-0.3306465933058702,1,2.0,1,1,-0.21057892739880937,-0.21057892739880937
2016-10-31,air_edd5e3d696a5811b,0,1,0,0,0,0,0,-0.21436374009196127,-0.16288841342669858,0.0,-0.3028874341965986,-0.30855598039103826,1,4.0,1,1,-1.1374790103450247,-1.1374790103450247
2016-11-01,air_edd5e3d696a5811b,0,0,0,0,0,1,0,-0.31858822481863663,-0.4770303536067607,0.0,-0.4613601845779413,-0.09869515770013591,1,42.0,1,1,-0.8563516320097688,-0.8563516320097688
2016-11-02,air_edd5e3d696a5811b,0,0,0,0,0,0,1,-0.6081006823927347,-0.9656955938868569,0.0,-1.3329603116753261,-0.4410996578800294,1,65.0,1,1,0.2860545844613511,0.2860545844613511
2016-11-04,air_edd5e3d696a5811b,1,0,0,0,0,0,0,-0.24910523500085313,-0.19779307344670552,0.0,1.0969551941719284,-0.45214496433744533,1,41.0,1,1,-0.046525815372930546,-0.046525815372930546
2016-11-05,air_edd5e3d696a5811b,0,0,1,0,0,0,0,-0.17962224518306963,-0.11634886673335623,0.0,0.4630641926465578,-0.15392168998721553,1,12.0,1,1,1.141367854887183,1.141367854887183
2016-11-08,air_edd5e3d696a5811b,0,0,0,0,0,1,0,-0.7239056654223739,-0.8028071804601581,0.0,-0.8575420605312981,-0.7172323193154275,1,40.0,1,1,-1.1967618394634674,-1.1967618394634674
2016-11-09,air_edd5e3d696a5811b,0,0,0,0,0,0,1,-0.6660031739075544,-0.6864583137268019,0.0,0.2517671921381009,-0.5184168030819408,1,53.0,1,1,-0.8932635822155915,-0.8932635822155915
2016-11-10,air_edd5e3d696a5811b,0,0,0,0,1,0,0,-0.7586471603312658,-0.8726165005001718,0.0,-1.2008996863575405,-0.5515527224541886,1,54.0,1,1,-0.6326428428835704,-0.6326428428835704
2016-11-11,air_edd5e3d696a5811b,1,0,0,0,0,0,0,-0.8281301501490492,-0.9773304805601924,0.0,-1.3329603116753261,-0.7614135451450911,1,54.0,1,1,0.300595655754554,0.300595655754554
2016-11-12,air_edd5e3d696a5811b,0,0,1,0,0,0,0,-0.29542722821270884,-0.19779307344670552,0.0,0.3310035673287722,-0.2864653674762065,1,32.0,1,1,1.6700662931887653,1.6700662931887653
2016-11-15,air_edd5e3d696a5811b,0,0,0,0,0,1,0,-0.09855875706232205,-0.1396186400800274,0.0,-0.9103663106584122,0.011757906874023302,1,46.0,1,1,-0.9909497534673649,-0.9909497534673649
2016-11-16,air_edd5e3d696a5811b,0,0,0,0,0,0,1,-0.42281270954531197,-0.6631885403801304,0.0,-1.1744875612939836,-0.20914822227429514,1,45.0,1,1,-0.4186281012861739,-0.4186281012861739
2016-11-17,air_edd5e3d696a5811b,0,0,0,0,1,0,0,-0.4112322112423481,-0.25596750681338365,0.0,0.8064218184728003,-0.5294621095393568,1,64.0,1,1,-0.36978501566028726,-0.36978501566028726
2016-11-18,air_edd5e3d696a5811b,1,0,0,0,0,0,0,-0.5617786891808789,-0.55847456032011,0.0,1.0441309440448143,-0.7172323193154275,1,61.0,1,1,0.9016266025402737,0.9016266025402737
2016-11-19,air_edd5e3d696a5811b,0,0,1,0,0,0,0,-0.7354861637253378,-0.988965367233528,0.0,-1.3329603116753261,-0.5184168030819408,1,7.0,1,1,1.3993786583460652,1.3993786583460652
2016-11-22,air_edd5e3d696a5811b,0,0,0,0,0,1,0,-0.24910523500085313,-0.1396186400800274,0.0,0.43665206758300074,-0.25332944810395863,1,62.0,1,1,0.5671819627966072,0.5671819627966072
2016-11-24,air_edd5e3d696a5811b,0,0,0,0,1,0,0,-1.5461210449328124,-1.3845515141269393,0.0,-1.3329603116753261,-1.2915882551010553,1,9.0,1,1,-1.2049644950647613,-1.2049644950647613
2016-11-25,air_edd5e3d696a5811b,1,0,0,0,0,0,0,-1.2218670924498227,-1.1285840073135553,0.0,1.1233673192354858,-1.3578600938455507,1,49.0,1,1,0.7685198730101857,0.7685198730101857
2016-11-26,air_edd5e3d696a5811b,0,0,1,0,0,0,0,-0.9091936382697967,-0.8609816138268361,0.0,0.38382781745588646,-1.0375462065804892,1,26.0,1,1,1.713689507068374,1.713689507068374
2016-11-27,air_edd5e3d696a5811b,0,0,0,1,0,0,0,-0.6428421773016265,-0.7795374071134867,0.0,-1.2008996863575405,-0.4410996578800294,1,1.0,1,1,-0.5912567168952237,-0.5912567168952237
2016-11-28,air_edd5e3d696a5811b,0,1,0,0,0,0,0,-0.5849396857868069,-0.7562676337668155,0.0,-0.4613601845779413,-0.352737206220702,1,14.0,1,1,-1.3369526806492185,-1.3369526806492185
2016-11-29,air_edd5e3d696a5811b,0,0,0,0,0,1,0,-0.6544226756045904,-0.7213629737468086,0.0,0.17253081694742958,-0.5625980289116046,1,48.0,1,1,-0.694908455857029,-0.694908455857029
2016-11-30,air_edd5e3d696a5811b,0,0,0,0,0,0,1,-0.8512911467549771,-1.0122351405801993,0.0,-0.03876618356102731,-0.8608213032618345,1,50.0,1,1,-0.45703144341950463,-0.45703144341950463
2016-12-01,air_edd5e3d696a5811b,0,0,0,0,1,0,0,-0.7123251671194101,-0.46539546693342493,0.0,-0.5141844347050555,-0.7393229322302592,1,55.0,1,1,-0.5614288783450639,-0.5614288783450639
2016-12-02,air_edd5e3d696a5811b,1,0,0,0,0,0,0,-0.5386176925749512,-0.5817443336667811,0.0,0.9120703187270288,-0.43005435142261356,1,54.0,1,1,1.0310048522515918,1.0310048522515918
2016-12-03,air_edd5e3d696a5811b,0,0,1,0,0,0,0,-0.6196811806956986,-0.5352047869734387,0.0,0.43665206758300074,-0.7614135451450911,1,33.0,1,1,2.160734237338894,2.160734237338894
2016-12-05,air_edd5e3d696a5811b,0,1,0,0,0,0,0,-0.39965171293938423,-0.25596750681338365,0.0,0.6743611931550146,-0.49632619016710905,1,2.0,1,1,-1.271331435838867,-1.271331435838867
2016-12-06,air_edd5e3d696a5811b,0,0,0,0,0,1,0,-0.6196811806956986,-0.39558614689341104,0.0,0.9120703187270288,-0.6178245611986841,1,51.0,1,1,-0.7914760831631713,-0.7914760831631713
2016-12-07,air_edd5e3d696a5811b,0,0,0,0,0,0,1,-1.0018376246935081,-1.082044460620213,0.0,-0.9367784357219694,-0.8497759968044185,1,49.0,1,1,-0.2534564453146641,-0.2534564453146641
2016-12-08,air_edd5e3d696a5811b,0,0,0,0,1,0,0,-0.874452143360905,-0.7679025204401511,0.0,0.9384824437905859,-1.059636819495321,1,51.0,1,1,-0.08753909337940026,-0.08753909337940026
2016-12-09,air_edd5e3d696a5811b,1,0,0,0,0,0,0,-0.5849396857868069,-0.3606814868734045,0.0,1.0177188189812574,-0.9712743678359935,1,65.0,1,1,1.6536609819861774,1.6536609819861774
2016-12-10,air_edd5e3d696a5811b,0,0,1,0,0,0,0,-0.8860326416638689,-0.9656955938868569,0.0,0.9648945688541428,-0.772458851602507,1,12.0,1,1,2.3810873946281994,2.3810873946281994
2016-12-12,air_edd5e3d696a5811b,0,1,0,0,0,0,0,-1.0597401162083278,-1.1634886673335623,0.0,0.6479490680914576,-1.1038180453249848,1,19.0,1,1,-1.0755862453534433,-1.0755862453534433
2016-12-13,air_edd5e3d696a5811b,0,0,0,0,0,1,0,-0.7818081569371935,-0.6050141070134524,0.0,-0.6726571850863982,-1.0154555936656573,1,68.0,1,1,-0.4961804815165894,-0.4961804815165894
2016-12-14,air_edd5e3d696a5811b,0,0,0,0,0,0,1,-0.9323546348757247,-1.0704095739468773,0.0,-1.2537239364846549,-0.8055947709747548,1,48.0,1,1,0.15518494282252504,0.15518494282252504
