visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Fukuoka-ken Yame-shi Motomachi,total_area_visitors,total_genre_visitors
2016-02-09,air_68c1de82037d87e6,0,0,0,0,0,1,0,-0.9529855938438379,-0.9594007576586395,0.0,1.1226508530514505,-1.1804065805460258,1,34.0,1,1,-1.1971850377989963,-1.1971850377989963
2016-02-10,air_68c1de82037d87e6,0,0,0,0,0,0,1,-1.1227493779712474,-0.7169436706434427,0.0,1.297770495617585,-1.3215080600491702,1,42.0,1,1,-0.8760103717324991,-0.8760103717324991
2016-02-11,air_68c1de82037d87e6,0,0,0,0,1,0,0,-0.7945393953249222,-0.45244503026322813,1.0,0.5972919253530476,-1.0175971811193207,1,30.0,1,1,-0.9486720400963257,-0.9486720400963257
2016-02-12,air_68c1de82037d87e6,1,0,0,0,0,0,0,-0.34183597098516344,-0.13284250647046905,0.0,-1.2539728674889439,-0.45319126310674324,1,10.0,1,1,-0.8929143015254726,-0.8929143015254726
2016-02-13,air_68c1de82037d87e6,0,0,1,0,0,0,0,0.11086745335459555,-0.11080095310545125,0.0,-1.2539728674889439,0.12206861486761454,1,47.0,1,1,-0.7047003966663941,-0.7047003966663941
2016-02-14,air_68c1de82037d87e6,0,0,0,1,0,0,0,-0.6021404399805247,-0.27611260334308535,0.0,-1.2789899592841059,-0.702832342227691,1,17.0,1,1,-1.2365434414960692,-1.2365434414960692
2016-02-16,air_68c1de82037d87e6,0,0,0,0,0,1,0,-1.428324189400585,-1.57656425187914,0.0,-0.7536310315857029,-1.2129684604313666,1,35.0,1,1,-1.2574841306425886,-1.2574841306425886
2016-02-17,air_68c1de82037d87e6,0,0,0,0,0,0,1,-1.371736261358115,-1.4443149316890327,0.0,-0.9287506741518373,-1.2998001401256094,1,36.0,1,1,-1.089958617470433,-1.0899586174704328
2016-02-18,air_68c1de82037d87e6,0,0,0,0,1,0,0,-1.2359252340561873,-1.0145046410711842,0.0,0.7473944761240198,-1.386631819819852,1,17.0,1,1,-1.0995459209351044,-1.0995459209351044
2016-02-19,air_68c1de82037d87e6,1,0,0,0,0,0,0,-0.8511273233673922,-0.7830683307384964,0.0,-0.22827210388729988,-0.9850353012339796,1,27.0,1,1,-0.7831649066009428,-0.7831649066009428
2016-02-20,air_68c1de82037d87e6,0,0,1,0,0,0,0,-0.8058569809334163,-1.1026708545312556,0.0,-1.2789899592841059,-0.5291689828392057,1,21.0,1,1,-0.81697276618689,-0.81697276618689
2016-02-21,air_68c1de82037d87e6,0,0,0,1,0,0,0,-1.2019724772307054,-1.245940951403872,0.0,0.6723432007385337,-1.126136780737124,1,27.0,1,1,-1.1825517851423926,-1.1825517851423923
2016-02-23,air_68c1de82037d87e6,0,0,0,0,0,1,0,-0.9077152514098621,-1.036546194436202,0.0,-0.778648123380865,-0.6811244223041303,1,28.0,1,1,-1.1893638165515013,-1.1893638165515013
2016-02-24,air_68c1de82037d87e6,0,0,0,0,0,0,1,-1.0661614499287777,-1.1357331845787826,0.0,-0.07816955311632769,-0.9090575815015174,1,38.0,1,1,-1.145716356041286,-1.145716356041286
2016-02-25,air_68c1de82037d87e6,0,0,0,0,1,0,0,-1.4396417750090789,-1.5986058052441579,0.0,-0.853699398766351,-1.354069939934511,1,20.0,1,1,-1.0422743976066717,-1.0422743976066717
2016-02-26,air_68c1de82037d87e6,1,0,0,0,0,0,0,-1.3943714325751029,-1.1908370679913272,0.0,1.0225824858708021,-1.4626095395523144,1,17.0,1,1,-0.6355708927369201,-0.6355708927369201
2016-02-27,air_68c1de82037d87e6,0,0,1,0,0,0,0,-0.9869383506693199,-0.8051098841035144,0.0,-1.0038019495373232,-1.1152828207753438,1,28.0,1,1,-0.4688022719435542,-0.4688022719435543
2016-02-28,air_68c1de82037d87e6,0,0,0,1,0,0,0,-0.5455525119380549,-0.29815415670810314,0.0,0.87247993509983,-0.7571021420365927,1,23.0,1,1,-1.0475726442582007,-1.0475726442582007
2016-03-01,air_68c1de82037d87e6,0,0,0,0,0,1,0,-1.5980879735279945,-1.57656425187914,0.0,0.7724115679191818,-1.5060253793994358,1,12.0,1,1,-1.2481491246375136,-1.2481491246375136
2016-03-02,air_68c1de82037d87e6,0,0,0,0,0,0,1,-1.1680197204052234,-0.9042968742460948,0.0,1.0475995776659646,-1.419193699705193,1,30.0,1,1,-1.1192251227836407,-1.1192251227836407
2016-03-03,air_68c1de82037d87e6,0,0,0,0,1,0,0,-0.7492690528909465,-0.43040347689821035,0.0,1.222719220232099,-1.158698660622465,1,12.0,1,1,-1.1358767551170177,-1.1358767551170177
2016-03-04,air_68c1de82037d87e6,1,0,0,0,0,0,0,-0.2060249436832356,-0.08875939974043306,0.0,-0.6535626644050547,-0.23611206387113653,1,24.0,1,1,-0.765756381888776,-0.765756381888776
2016-03-05,air_68c1de82037d87e6,0,0,1,0,0,0,0,-0.0023084027303441894,0.28594700746487073,0.0,1.2727534038224226,-0.3120897836035989,1,25.0,1,1,-0.5442392123629436,-0.5442392123629437
2016-03-06,air_68c1de82037d87e6,0,0,0,1,0,0,0,0.11086745335459555,0.25288467741734383,0.0,-0.7536310315857029,-0.051594744520870796,1,28.0,1,1,-1.1739736715161073,-1.1739736715161073
2016-03-08,air_68c1de82037d87e6,0,0,0,0,0,1,0,-0.11548425881528393,0.15369768727476352,0.0,0.14698427304013081,-0.051594744520870796,1,20.0,1,1,-1.1267940465715394,-1.1267940465715394
2016-03-09,air_68c1de82037d87e6,0,0,0,0,0,0,1,-0.6813635392399826,-0.9704215343411484,0.0,-1.2789899592841059,-0.42062938322140225,1,33.0,1,1,-1.172964481677721,-1.172964481677721
2016-03-10,air_68c1de82037d87e6,0,0,0,0,1,0,0,-0.8058569809334163,-0.9153176509286037,0.0,-1.1288874085131337,-0.6160006625334483,1,22.0,1,1,-1.0531231883693264,-1.0531231883693264
2016-03-11,air_68c1de82037d87e6,1,0,0,0,0,0,0,-1.1114317923627535,-1.1357331845787826,0.0,-0.4534259300437584,-1.0610130209664421,1,23.0,1,1,-0.7163060798078386,-0.7163060798078386
2016-03-12,air_68c1de82037d87e6,0,0,1,0,0,0,0,-1.2132900628391994,-1.1357331845787826,0.0,0.22203554842561693,-1.2889461801638291,1,32.0,1,1,-0.5273352825699701,-0.5273352825699701
2016-03-13,air_68c1de82037d87e6,0,0,0,1,0,0,0,-1.0661614499287777,-1.1798162913088184,0.0,-1.2539728674889439,-0.9741813412721994,1,12.0,1,1,-1.1240187745159766,-1.1240187745159766
2016-03-15,air_68c1de82037d87e6,0,0,0,0,0,1,0,-0.7719042241079344,-0.5185696903582819,0.0,1.4979072299788811,-0.865641741654396,1,43.0,1,1,-1.0783529343289884,-1.0783529343289884
2016-03-16,air_68c1de82037d87e6,0,0,0,0,0,0,1,-0.5908228543720307,-0.30917493339061186,0.0,0.9475312104853164,-0.7136863021894713,1,21.0,1,1,-0.9895442285509781,-0.9895442285509781
2016-03-17,air_68c1de82037d87e6,0,0,0,0,1,0,0,-0.29656562855118745,0.07655225049720103,0.0,1.4228559545933954,-0.67027046234235,1,17.0,1,1,-0.9423646036064102,-0.9423646036064102
2016-03-18,air_68c1de82037d87e6,1,0,0,0,0,0,0,-0.21734252929172954,-0.6508190105483891,0.0,-1.2789899592841059,0.024382975211591478,1,15.0,1,1,-0.5689643634034124,-0.5689643634034124
2016-03-19,air_68c1de82037d87e6,0,0,1,0,0,0,0,-0.1720721868577538,-0.46346580694573725,0.0,-1.0788532249228096,-0.2903818636800382,1,23.0,1,1,-0.5515558386912456,-0.5515558386912457
2016-03-22,air_68c1de82037d87e6,0,0,0,0,0,1,0,-0.6587283680229946,-0.24305027329555845,0.0,1.5979755971595295,-1.1044288608135633,1,19.0,1,1,-1.0743161749754424,-1.0743161749754424
2016-03-23,air_68c1de82037d87e6,0,0,0,0,0,0,1,-0.46632941267859707,-0.34223726343813876,0.0,-0.20325501209213792,-0.6811244223041303,1,41.0,1,1,-0.973649488596391,-0.973649488596391
2016-03-24,air_68c1de82037d87e6,0,0,0,0,1,0,0,-0.7266338816739584,-0.838172214151041,0.0,-0.32834047106794817,-0.6268546224952286,1,21.0,1,1,-1.0329393916015968,-1.0329393916015968
2016-03-25,air_68c1de82037d87e6,1,0,0,0,0,0,0,-0.8511273233673922,-0.7169436706434427,0.0,0.7724115679191818,-0.8222259018072746,1,35.0,1,1,-0.43146224792325444,-0.4314622479232545
2016-03-26,air_68c1de82037d87e6,0,0,1,0,0,0,0,-0.7379514672824525,-0.5295904670407908,0.0,1.172685036641775,-1.0067432211575404,1,18.0,1,1,-0.4372650894939767,-0.43726508949397674
2016-03-27,air_68c1de82037d87e6,0,0,0,1,0,0,0,-0.9077152514098621,-0.7720475540559875,0.0,-0.3033233792727861,-0.865641741654396,1,10.0,1,1,-0.9930763929853308,-0.9930763929853308
2016-03-29,air_68c1de82037d87e6,0,0,0,0,0,1,0,-0.443694241461609,-0.36427881680315655,0.0,-0.4033917464534343,-0.7679561019983729,1,34.0,1,1,-0.8361473731162331,-0.8361473731162331
2016-03-30,air_68c1de82037d87e6,0,0,0,0,0,0,1,-0.070213916381308,-0.41938270021570123,0.0,-1.2289557756937817,0.11121465490583425,1,17.0,1,1,-0.921171617000294,-0.921171617000294
2016-03-31,air_68c1de82037d87e6,0,0,0,0,1,0,0,-0.19470735807474168,-0.41938270021570123,0.0,-1.1539045003082957,-0.12757246425333307,1,18.0,1,1,-0.8855976751971706,-0.8855976751971706
2016-04-01,air_68c1de82037d87e6,1,0,0,0,0,0,0,-0.070213916381308,-0.23202949661304936,0.0,-1.20393868389862,0.198046334600077,1,28.0,1,1,-0.679470650706732,-0.6794706507067321
2016-04-02,air_68c1de82037d87e6,0,0,1,0,0,0,0,0.1561377957885717,0.28594700746487073,0.0,0.42217228278691327,-0.0733026644444314,1,19.0,1,1,-0.6966268779593021,-0.6966268779593022
2016-04-03,air_68c1de82037d87e6,0,0,0,1,0,0,0,0.17877296700555956,0.16471846395727222,0.0,-1.2789899592841059,0.2523161344089787,1,33.0,1,1,-1.219387214243499,-1.219387214243499
2016-04-05,air_68c1de82037d87e6,0,0,0,0,0,1,0,-0.18338977246624774,-0.033655516327888366,0.0,0.7223773843288579,-0.3120897836035989,1,9.0,1,1,-1.127803236409926,-1.127803236409926
2016-04-06,air_68c1de82037d87e6,0,0,0,0,0,0,1,0.02032676848664388,0.17573924063978133,0.0,-0.27830628747762404,-0.20355018398579555,1,42.0,1,1,-1.0609444096168217,-1.0609444096168215
2016-04-07,air_68c1de82037d87e6,0,0,0,0,1,0,0,0.40512467917543904,0.13165613390974573,0.0,-1.2789899592841059,0.38256365395034264,1,26.0,1,1,-1.1764966461120736,-1.1764966461120736
2016-04-08,air_68c1de82037d87e6,1,0,0,0,0,0,0,0.07691469652911374,0.04348992044967413,0.0,-0.17823792029697574,0.15463049475295562,1,39.0,1,1,-0.6194238553227364,-0.6194238553227365
2016-04-09,air_68c1de82037d87e6,0,0,1,0,0,0,0,0.13350262457158363,0.3300301141949063,0.0,0.5222406499675615,-0.0298868245973102,1,26.0,1,1,-0.5273352825699701,-0.5273352825699701
2016-04-10,air_68c1de82037d87e6,0,0,0,1,0,0,0,0.1561377957885717,0.3079885608298885,0.0,-0.5034601136340824,0.14377653479117533,1,31.0,1,1,-1.1056010599654233,-1.1056010599654233
2016-04-12,air_68c1de82037d87e6,0,0,0,0,0,1,0,-0.013625988338838123,0.2749262307823616,0.0,0.6223090171482096,-0.4640452230685235,1,23.0,1,1,-1.190877601309081,-1.190877601309081
2016-04-13,air_68c1de82037d87e6,0,0,0,0,0,0,1,0.09954986774610163,0.07655225049720103,0.0,-0.778648123380865,0.05694485509693256,1,31.0,1,1,-1.103078085369457,-1.103078085369457
2016-04-14,air_68c1de82037d87e6,0,0,0,0,1,0,0,0.3259015799159813,0.4622794343850139,0.0,1.297770495617585,0.15463049475295562,1,29.0,1,1,-1.0700271181623,-1.0700271181622998
2016-04-15,air_68c1de82037d87e6,1,0,0,0,0,0,0,0.23536089504802943,0.5945287545751211,0.0,1.5979755971595295,0.0026750552880308843,1,29.0,1,1,-0.6471765758783646,-0.6471765758783646
2016-04-16,air_68c1de82037d87e6,0,0,1,0,0,0,0,0.21272572383104157,0.429217104337487,0.0,0.19701845663045495,-0.051594744520870796,1,35.0,1,1,-0.4319668428424477,-0.43196684284244774
2016-04-17,air_68c1de82037d87e6,0,0,0,1,0,0,0,0.09954986774610163,-0.11080095310545125,0.0,0.6723432007385337,-0.18184226406223475,1,14.0,1,1,-1.1421841916069333,-1.1421841916069333
2016-04-19,air_68c1de82037d87e6,0,0,0,0,0,1,0,-0.26261287172570547,0.15369768727476352,0.0,1.2477363120272607,-0.540022942800986,1,24.0,1,1,-1.1267940465715394,-1.1267940465715394
2016-04-20,air_68c1de82037d87e6,0,0,0,0,0,0,1,0.05427952531212568,0.4622794343850139,0.0,0.8224457515095062,-0.4857531429920842,1,22.0,1,1,-0.9933286904449274,-0.9933286904449273
2016-04-21,air_68c1de82037d87e6,0,0,0,0,1,0,0,0.21272572383104157,-0.033655516327888366,0.0,-1.2789899592841059,0.3174398941796607,1,31.0,1,1,-1.0995459209351044,-1.0995459209351044
2016-04-22,air_68c1de82037d87e6,1,0,0,0,0,0,0,0.33721916552447506,0.3410508908774154,0.0,0.5472577417627235,0.2848780142943196,1,18.0,1,1,-0.6012584382317798,-0.6012584382317798
2016-04-23,air_68c1de82037d87e6,0,0,1,0,0,0,0,-0.047578745164319924,-0.011613962962870565,0.0,-1.1038703167179715,0.15463049475295562,1,14.0,1,1,-0.5041239162870811,-0.5041239162870811
2016-04-24,air_68c1de82037d87e6,0,0,0,1,0,0,0,0.06559711092061982,0.03246914376716503,0.0,-0.853699398766351,0.21975425452363762,1,27.0,1,1,-1.1207389075412206,-1.1207389075412204
2016-04-26,air_68c1de82037d87e6,0,0,0,0,0,1,0,0.5975236345198365,0.7929027348602821,0.0,0.17200136483529277,0.4476874137210246,1,31.0,1,1,-1.0301641195460338,-1.0301641195460338
2016-04-27,air_68c1de82037d87e6,0,0,0,0,0,0,1,0.40512467917543904,0.07655225049720103,0.0,-1.2789899592841059,0.7298903727273133,1,21.0,1,1,-1.0107372151570941,-1.0107372151570941
2016-04-28,air_68c1de82037d87e6,0,0,0,0,1,0,0,-0.0023084027303441894,-0.23202949661304936,0.0,-1.2539728674889439,0.10036069494405395,1,14.0,1,1,-0.7690362488635322,-0.7690362488635322
2016-04-29,air_68c1de82037d87e6,1,0,0,0,0,0,0,-0.1381194300322718,0.05451069713218284,1.0,1.673026872545016,-0.3120897836035989,1,22.0,1,1,-0.5962124890398474,-0.5962124890398474
2016-04-30,air_68c1de82037d87e6,0,0,1,0,0,0,0,0.02032676848664388,0.3079885608298885,0.0,1.6980439643401777,-0.42062938322140225,1,27.0,1,1,-0.6403645444692558,-0.640364544469256
2016-05-01,air_68c1de82037d87e6,0,0,0,1,0,0,0,0.3259015799159813,0.5945287545751211,0.0,1.6980439643401777,-0.051594744520870796,1,40.0,1,1,-0.9206670220811008,-0.9206670220811008
2016-05-03,air_68c1de82037d87e6,0,0,0,0,0,1,0,0.1561377957885717,-0.04467629301039746,1.0,-1.2789899592841059,0.15463049475295562,1,40.0,1,1,-0.7745867929746578,-0.7745867929746578
2016-05-04,air_68c1de82037d87e6,0,0,0,0,0,0,1,0.2919488230904993,0.38513399760745104,1.0,1.6229926889546915,-0.09501058436799217,1,19.0,1,1,-0.8313537213838973,-0.8313537213838973
2016-05-05,air_68c1de82037d87e6,0,0,0,0,1,0,0,0.37117192234995705,0.627591084622648,1.0,0.87247993509983,-0.0298868245973102,1,18.0,1,1,-1.0236043855965218,-1.0236043855965218
2016-05-06,air_68c1de82037d87e6,1,0,0,0,0,0,0,0.24667848065652317,-0.08875939974043306,0.0,-1.2789899592841059,0.4585413736828049,1,7.0,1,1,-1.17826272832925,-1.17826272832925
2016-05-07,air_68c1de82037d87e6,0,0,1,0,0,0,0,0.6427939769538122,0.5504456478450851,0.0,0.4722064663772374,0.6213507731095099,1,26.0,1,1,-0.7503662368533822,-0.7503662368533822
2016-05-08,air_68c1de82037d87e6,0,0,0,1,0,0,0,0.4956653640433909,0.6937157447177014,0.0,-0.25328919568246205,0.29573197425609987,1,25.0,1,1,-1.0919769971472058,-1.0919769971472058
2016-05-11,air_68c1de82037d87e6,0,0,0,0,0,0,1,0.04296193970363175,-0.04467629301039746,0.0,-0.20325501209213792,0.024382975211591478,1,35.0,1,1,-1.167666235026192,-1.167666235026192
2016-05-12,air_68c1de82037d87e6,0,0,0,0,1,0,0,0.2919488230904993,0.6937157447177014,0.0,1.823129423315988,-0.2686739437564775,1,23.0,1,1,-1.0468157518794108,-1.0468157518794108
2016-05-13,air_68c1de82037d87e6,1,0,0,0,0,0,0,0.5975236345198365,0.7267780747652283,0.0,1.0475995776659646,0.5996428531859493,1,17.0,1,1,-0.6885533592522103,-0.6885533592522104
2016-05-14,air_68c1de82037d87e6,0,0,1,0,0,0,0,0.8125577610812219,0.9912767151454427,0.0,1.4979072299788811,0.41512553383568374,1,26.0,1,1,-0.5273352825699701,-0.5273352825699701
2016-05-15,air_68c1de82037d87e6,0,0,0,1,0,0,0,0.9257336171661616,1.0353598218754787,0.0,-0.3533575628631101,0.9795314518482612,1,22.0,1,1,-1.144454868743303,-1.1444548687433027
2016-05-17,air_68c1de82037d87e6,0,0,0,0,0,1,0,0.1561377957885717,0.5614664245275942,0.0,1.7730952397256636,-0.3446516634889399,1,15.0,1,1,-1.2872552308749898,-1.2872552308749898
2016-05-18,air_68c1de82037d87e6,0,0,0,0,0,0,1,0.4503950216094148,0.9692351617804249,0.0,1.798112331520826,-0.18184226406223475,1,6.0,1,1,-1.0836511809805174,-1.0836511809805174
2016-05-19,air_68c1de82037d87e6,0,0,0,0,1,0,0,0.6201588057368244,0.8920897250028623,0.0,0.4722064663772374,0.17633841467651623,1,19.0,1,1,-1.0750730673542324,-1.0750730673542324
2016-05-20,air_68c1de82037d87e6,1,0,0,0,0,0,0,0.8691456891236917,1.0463805985579873,0.0,1.6480097807498535,0.5128111734917066,1,17.0,1,1,-0.6880487643330171,-0.6880487643330171
2016-05-21,air_68c1de82037d87e6,0,0,1,0,0,0,0,0.7220170762132704,1.0353598218754787,0.0,0.12196718124496864,0.4042715738739032,1,34.0,1,1,-0.4120353435343147,-0.41203534353431476
2016-05-22,air_68c1de82037d87e6,0,0,0,1,0,0,0,0.823875346689716,1.2227130254781307,0.0,1.7230610561353397,0.35000177406500155,1,7.0,1,1,-1.1484916280968487,-1.1484916280968487
2016-05-23,air_68c1de82037d87e6,0,1,0,0,0,0,0,0.8465105179067038,1.2447545788431484,0.0,1.798112331520826,0.425979493797464,1,7.0,1,1,-1.3510864881529348,-1.3510864881529345
2016-05-24,air_68c1de82037d87e6,0,0,0,0,0,1,0,0.7786050042557403,1.013318268510461,0.0,-0.5534942972244066,0.4802492936063657,1,22.0,1,1,-1.2395710110112286,-1.2395710110112286
2016-05-25,air_68c1de82037d87e6,0,0,0,0,0,0,1,0.8465105179067038,0.7267780747652283,0.0,-0.9537677659469993,1.066363131542504,1,11.0,1,1,-1.0342008788995798,-1.0342008788995798
2016-05-26,air_68c1de82037d87e6,0,0,0,0,1,0,0,1.0049567164256197,1.0353598218754787,0.0,-0.27830628747762404,1.0229472916953823,1,14.0,1,1,-0.9981223421772631,-0.9981223421772631
2016-05-27,air_68c1de82037d87e6,1,0,0,0,0,0,0,0.89178086034068,0.9912767151454427,0.0,-0.25328919568246205,0.914407692077579,1,25.0,1,1,-0.7044480992067974,-0.7044480992067974
2016-05-28,air_68c1de82037d87e6,0,0,1,0,0,0,0,0.5296181208688725,0.19778079400479912,0.0,-1.2789899592841059,0.751598292650874,1,38.0,1,1,-0.5091698654790134,-0.5091698654790134
2016-05-29,air_68c1de82037d87e6,0,0,0,1,0,0,0,0.6201588057368244,0.17573924063978133,0.0,-1.2789899592841059,0.9469695719629201,1,20.0,1,1,-1.0140170821318502,-1.0140170821318502
2016-05-31,air_68c1de82037d87e6,0,0,0,0,0,1,0,0.789922589864234,1.112505258653041,0.0,1.6480097807498535,0.2306082144854179,1,21.0,1,1,-1.1101424142381624,-1.1101424142381624
