visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-01-18,air_3cad29d1a23209d2,0,1,0,0,0,0,0,-1.539181904977711,-1.6664529355368098,0.0,-0.9638445188653504,-1.3223086191021336,1,7.0,1,1,-1.537204120769163,-1.537204120769163
2016-01-19,air_3cad29d1a23209d2,0,0,0,0,0,1,0,-1.247161344972265,-1.3637446093656682,0.0,0.9561485389957771,-1.2375672812065799,1,8.0,1,1,-1.3092637417674884,-1.3092637417674884
2016-01-20,air_3cad29d1a23209d2,0,0,0,0,0,0,1,-1.374126805844198,-1.3006803747466802,0.0,0.9810835137731942,-1.431261767824988,1,15.0,1,1,-1.1888054534014048,-1.1888054534014048
2016-01-21,air_3cad29d1a23209d2,0,0,0,0,1,0,0,-1.209071706710685,-1.25022898705149,0.0,0.5322539677796843,-1.2254613757929294,1,11.0,1,1,-1.0712851720686403,-1.0712851720686403
2016-01-22,air_3cad29d1a23209d2,1,0,0,0,0,0,0,-1.158285522361912,-1.1493262116611094,0.0,0.7067987912216047,-0.9833432675199193,1,6.0,1,1,-0.7743016277839666,-0.7743016277839666
2016-01-23,air_3cad29d1a23209d2,0,0,1,0,0,0,0,-1.3995198980185846,-1.6412272416892146,0.0,-1.2630642161943573,-1.0317668891745213,1,13.0,1,1,-0.7037894589843079,-0.7037894589843079
2016-01-25,air_3cad29d1a23209d2,0,1,0,0,0,0,0,-1.5264853588905174,-1.3889703032132632,0.0,1.0808234128828633,-1.6612739706843473,1,11.0,1,1,-1.398628122364278,-1.398628122364278
2016-01-26,air_3cad29d1a23209d2,0,0,0,0,0,1,0,-1.4122164441057778,-1.2376161401276924,0.0,0.8314736651086909,-1.5038972003068911,1,10.0,1,1,-1.232385891062305,-1.232385891062305
2016-01-27,air_3cad29d1a23209d2,0,0,0,0,0,0,1,-1.0948027919259455,-0.7583279570233847,0.0,1.030953463328029,-1.4796853894795898,1,9.0,1,1,-1.0864648750741224,-1.0864648750741224
2016-01-28,air_3cad29d1a23209d2,0,0,0,0,1,0,0,-0.904354600618046,-0.6826508754805994,0.0,1.030953463328029,-1.092296416242774,1,9.0,1,1,-1.091851221301874,-1.091851221301874
2016-01-29,air_3cad29d1a23209d2,1,0,0,0,0,0,0,-1.209071706710685,-1.4646473847560486,0.0,-1.3129341657491918,-1.0317668891745213,1,13.0,1,1,-0.9542545585747623,-0.9542545585747623
2016-01-30,air_3cad29d1a23209d2,0,0,1,0,0,0,0,-1.4756991745417445,-1.8178070986223804,0.0,-1.3129341657491918,-1.164931848724677,1,8.0,1,1,-0.6641263640344999,-0.6641263640344999
2016-02-01,air_3cad29d1a23209d2,0,1,0,0,0,0,0,-1.297947529321038,-1.603388700917822,0.0,-1.3129341657491918,-1.0317668891745213,1,9.0,1,1,-1.442943061783508,-1.442943061783508
2016-02-03,air_3cad29d1a23209d2,0,0,0,0,0,0,1,-1.2598578910594582,-1.2880675278228828,0.0,0.4574490434474323,-1.164931848724677,1,2.0,1,1,-1.2284685483512128,-1.2284685483512128
2016-02-04,air_3cad29d1a23209d2,0,0,0,0,1,0,0,-1.247161344972265,-1.25022898705149,0.0,0.1582293461184256,-1.2133554703792788,1,13.0,1,1,-1.1922331282736105,-1.1922331282736105
2016-02-05,air_3cad29d1a23209d2,1,0,0,0,0,0,0,-0.9424442388796259,-0.7709408039471823,0.0,0.93121356421836,-1.2738849974475315,1,6.0,1,1,-0.8323272666920191,-0.8323272666920191
2016-02-06,air_3cad29d1a23209d2,0,0,1,0,0,0,0,-1.0440166075771722,-1.1997775993562996,0.0,-1.0635844179750193,-0.8138605917288122,1,13.0,1,1,-0.6176079193402806,-0.6176079193402806
2016-02-07,air_3cad29d1a23209d2,0,0,0,1,0,0,0,-1.2598578910594582,-1.2628418339752876,0.0,0.9062785894409429,-1.164931848724677,1,5.0,1,1,-1.2052093260041032,-1.2052093260041032
2016-02-08,air_3cad29d1a23209d2,0,1,0,0,0,0,0,-1.336037167582618,-1.275454680899085,0.0,0.05848944700875653,-1.1891436595519778,1,4.0,1,1,-1.3934866100559695,-1.3934866100559695
2016-02-10,air_3cad29d1a23209d2,0,0,0,0,0,0,1,-1.1328924301875254,-1.0862619770421216,0.0,1.1556283372151153,-1.1528259433110264,1,11.0,1,1,-0.8722351955612704,-0.8722351955612704
2016-02-11,air_3cad29d1a23209d2,0,0,0,0,1,0,0,-1.1328924301875254,-0.9979720485755386,1.0,1.1556283372151153,-1.1407200378973759,1,10.0,1,1,-0.9427473643609291,-0.9427473643609291
2016-02-12,air_3cad29d1a23209d2,1,0,0,0,0,0,0,-0.9805338771412058,-0.9475206608803483,0.0,-0.714494771091178,-1.164931848724677,1,11.0,1,1,-0.8886390681639688,-0.8886390681639688
2016-02-13,air_3cad29d1a23209d2,0,0,1,0,0,0,0,-0.11716874321206168,0.301151184575611,0.0,-0.16592532598799872,-0.3417302805964426,1,14.0,1,1,-0.7059929642592973,-0.7059929642592973
2016-02-14,air_3cad29d1a23209d2,0,0,0,1,0,0,0,0.4541758307116366,0.4525053476611817,0.0,-0.21579527554283304,0.48147128753179147,1,11.0,1,1,-1.222102866445688,-1.222102866445688
2016-02-16,air_3cad29d1a23209d2,0,0,0,0,0,1,0,-1.1836786145362985,-1.1871647524325022,0.0,1.030953463328029,-1.2012495649656285,1,11.0,1,1,-1.2424240817594785,-1.2424240817594785
2016-02-17,air_3cad29d1a23209d2,0,0,0,0,0,0,1,-1.1074993380131386,-0.7583279570233847,0.0,0.8065386903312738,-1.1891436595519778,1,9.0,1,1,-1.0798543592491543,-1.0798543592491543
2016-02-18,air_3cad29d1a23209d2,0,0,0,0,1,0,0,-1.1074993380131386,-1.0988748239659192,0.0,0.38264411911518065,-1.2133554703792788,1,8.0,1,1,-1.089158048187998,-1.089158048187998
2016-02-20,air_3cad29d1a23209d2,0,0,1,0,0,0,0,-0.8789615084436594,-1.0358105893469314,0.0,-1.1633243170846883,-0.5596365780421517,1,22.0,1,1,-0.8149440584115477,-0.8149440584115477
2016-02-21,air_3cad29d1a23209d2,0,0,0,1,0,0,0,-0.6885133171357599,-0.4682324777760408,0.0,-0.3654051242073366,-0.5959542942831032,1,9.0,1,1,-1.1697084076848305,-1.1697084076848305
2016-02-22,air_3cad29d1a23209d2,0,1,0,0,0,0,0,-1.0440166075771722,-1.2123904462800972,0.0,-1.1882592918621055,-0.7533310646605598,1,11.0,1,1,-1.3844277550365691,-1.3844277550365691
2016-02-24,air_3cad29d1a23209d2,0,0,0,0,0,0,1,-1.158285522361912,-1.4772602316798462,0.0,-1.2879991909717745,-1.0438727945881718,1,6.0,1,1,-1.1339626554461146,-1.1339626554461146
2016-02-25,air_3cad29d1a23209d2,0,0,0,0,1,0,0,-1.4122164441057778,-1.3889703032132632,0.0,-0.8142346702008469,-1.2980968082748323,1,2.0,1,1,-1.0335807484743784,-1.0335807484743784
2016-02-26,air_3cad29d1a23209d2,1,0,0,0,0,0,0,-1.158285522361912,-1.0105848954993362,0.0,1.3052381858796187,-1.334414524515784,1,11.0,1,1,-0.6389084703318442,-0.6389084703318442
2016-02-27,air_3cad29d1a23209d2,0,0,1,0,0,0,0,-0.904354600618046,-0.871843579337563,0.0,1.3052381858796187,-1.019660983760871,1,9.0,1,1,-0.47707324957984976,-0.47707324957984976
2016-02-28,air_3cad29d1a23209d2,0,0,0,1,0,0,0,-0.7900856858333064,-0.5565224062426237,0.0,1.130693362437698,-0.8986019296243658,1,4.0,1,1,-1.0387222607826867,-1.0387222607826867
2016-02-29,air_3cad29d1a23209d2,0,1,0,0,0,0,0,-0.8408718701820794,-0.5817481000902188,0.0,-0.7892996954234297,-0.7654369700742103,1,8.0,1,1,-1.3383989781812362,-1.3383989781812362
2016-03-02,air_3cad29d1a23209d2,0,0,0,0,0,0,1,-1.0948027919259455,-0.8844564262613605,0.0,0.856408639886108,-1.2133554703792788,1,10.0,1,1,-1.1082550939045723,-1.1082550939045723
2016-03-03,air_3cad29d1a23209d2,0,0,0,0,1,0,0,-0.72660295539734,-0.379942549309458,0.0,1.3800431102118704,-1.0680846054154727,1,2.0,1,1,-1.1244141325878276,-1.1244141325878276
2016-03-04,air_3cad29d1a23209d2,1,0,0,0,0,0,0,-0.5742444023510203,-0.44300678392844556,0.0,1.1057583876602806,-0.6685897267650063,1,14.0,1,1,-0.765242772764566,-0.765242772764566
2016-03-05,air_3cad29d1a23209d2,0,0,1,0,0,0,0,-0.5361547640894405,-0.39255539623325525,0.0,-0.6646248215363434,-0.4143657130783457,1,12.0,1,1,-0.5502785914933843,-0.5502785914933843
2016-03-06,air_3cad29d1a23209d2,0,0,0,1,0,0,0,-0.21874111190960813,-0.2664269269952796,0.0,-0.5399499476492572,-0.2569889427008892,1,15.0,1,1,-1.1613840544237597,-1.1613840544237597
2016-03-07,air_3cad29d1a23209d2,0,1,0,0,0,0,0,-0.10447219712486842,-0.49345817162363587,0.0,-1.3129341657491918,0.20303546301783001,1,8.0,1,1,-1.4390257190724158,-1.4390257190724158
2016-03-09,air_3cad29d1a23209d2,0,0,0,0,0,0,1,-0.7900856858333064,-0.5691352531664212,0.0,-1.3129341657491918,-0.8864960242107154,1,15.0,1,1,-1.1604047187459867,-1.1604047187459867
2016-03-10,air_3cad29d1a23209d2,0,0,0,0,1,0,0,-1.120195884100332,-1.3763574562894656,0.0,-1.3129341657491918,-0.9107078350380163,1,4.0,1,1,-1.0441086070104384,-1.0441086070104384
2016-03-11,air_3cad29d1a23209d2,1,0,0,0,0,0,0,-1.3106440754082316,-1.6790657824606074,0.0,-1.3129341657491918,-0.9833432675199193,1,14.0,1,1,-0.7172553245536872,-0.7172553245536872
2016-03-12,air_3cad29d1a23209d2,0,0,1,0,0,0,0,-1.158285522361912,-1.3889703032132632,0.0,-0.9638445188653504,-0.9954491729335698,1,6.0,1,1,-0.5338747188906859,-0.5338747188906859
2016-03-13,air_3cad29d1a23209d2,0,0,0,1,0,0,0,-1.0440166075771722,-1.2880675278228828,0.0,-1.2879991909717745,-0.8743901187970647,1,6.0,1,1,-1.1129069383739945,-1.1129069383739945
2016-03-14,air_3cad29d1a23209d2,0,1,0,0,0,0,0,-1.170982068449105,-1.5781630070702266,0.0,-1.3129341657491918,-0.8743901187970647,1,13.0,1,1,-1.3339919676312575,-1.3339919676312575
2016-03-16,air_3cad29d1a23209d2,0,0,0,0,0,0,1,-0.7900856858333064,-0.6952637224043969,0.0,-0.714494771091178,-0.9954491729335698,1,15.0,1,1,-0.9824104593107371,-0.9824104593107371
2016-03-17,air_3cad29d1a23209d2,0,0,0,0,1,0,0,-0.23143765799680138,0.12457132764244477,0.0,1.5296529588763739,-0.5717424834558021,1,7.0,1,1,-0.9366265163748476,-0.9366265163748476
2016-03-18,air_3cad29d1a23209d2,1,0,0,0,0,0,0,-0.015596374514515229,0.25069979688042043,0.0,0.5821239173345185,-0.4264716184919963,1,12.0,1,1,-0.5742723155988237,-0.5742723155988237
2016-03-19,air_3cad29d1a23209d2,0,0,1,0,0,0,0,-0.002899828427321978,-0.34210400853806516,0.0,-0.8391696449782642,0.2998827063270339,1,16.0,1,1,-0.5573787751572388,-0.5573787751572388
2016-03-20,air_3cad29d1a23209d2,0,0,0,1,0,0,0,-0.1933480197352214,-0.052008529290721,1.0,-0.01631547732349515,-0.3417302805964426,1,14.0,1,1,-0.762304765731247,-0.762304765731247
2016-03-21,air_3cad29d1a23209d2,0,1,0,0,0,0,0,-0.6885133171357599,-0.7078765693281944,1.0,-0.19086030076541588,-0.5112129563875497,1,3.0,1,1,-1.1922331282736105,-1.1922331282736105
2016-03-23,air_3cad29d1a23209d2,0,0,0,0,0,0,1,-0.4345823953918941,-0.1781369985286967,0.0,0.1582293461184256,-0.4385775239056467,1,11.0,1,1,-0.9669859223858118,-0.9669859223858118
2016-03-24,air_3cad29d1a23209d2,0,0,0,0,1,0,0,-1.0948027919259455,-1.25022898705149,0.0,-0.9389095440879331,-0.8501783079697639,1,6.0,1,1,-1.0245218934549778,-1.0245218934549778
2016-03-25,air_3cad29d1a23209d2,1,0,0,0,0,0,0,-0.8662649623564661,-0.6321994877854091,0.0,0.9810835137731942,-1.0438727945881718,1,16.0,1,1,-0.44083782950224737,-0.44083782950224737
2016-03-26,air_3cad29d1a23209d2,0,0,1,0,0,0,0,-0.8789615084436594,-0.871843579337563,0.0,0.23303427045067726,-0.7291192538332588,1,12.0,1,1,-0.4464690096494423,-0.4464690096494423
2016-03-27,air_3cad29d1a23209d2,0,0,0,1,0,0,0,-0.5742444023510203,-0.4177810900808503,0.0,-0.01631547732349515,-0.6201661051104043,1,15.0,1,1,-0.9858381341829427,-0.9858381341829427
2016-03-28,air_3cad29d1a23209d2,0,1,0,0,0,0,0,-0.45997548756628054,-0.3294911616142674,0.0,-0.614754871981509,-0.2569889427008892,1,10.0,1,1,-1.099196238885172,-1.099196238885172
2016-03-30,air_3cad29d1a23209d2,0,0,0,0,0,0,1,-0.002899828427321978,0.07411993994725469,0.0,-0.41527507376217104,-0.2085653210462871,1,12.0,1,1,-0.9160604671416138,-0.9160604671416138
2016-03-31,air_3cad29d1a23209d2,0,0,0,0,1,0,0,-0.002899828427321978,0.09934563379484973,0.0,0.9561485389957771,-0.26909484811453965,1,12.0,1,1,-0.8815388845001142,-0.8815388845001142
2016-04-01,air_3cad29d1a23209d2,1,0,0,0,0,0,0,-0.2695272962583811,-0.1276856108335066,0.0,-0.24073025032025042,-0.36594209142374373,1,4.0,1,1,-0.6815095723149713,-0.6815095723149713
2016-04-02,air_3cad29d1a23209d2,0,0,1,0,0,0,0,-0.561547856263827,-0.7709408039471823,0.0,-1.3129341657491918,-0.4143657130783457,1,13.0,1,1,-0.698158278837113,-0.698158278837113
2016-04-03,air_3cad29d1a23209d2,0,0,0,1,0,0,0,-0.23143765799680138,-0.30426546776667235,0.0,-1.3129341657491918,-0.19645941563263666,1,8.0,1,1,-1.2054541599235464,-1.2054541599235464
2016-04-04,air_3cad29d1a23209d2,0,1,0,0,0,0,0,0.085975994183031,0.3137640314994083,0.0,-1.138389342307271,-0.17224760480533574,1,12.0,1,1,-1.314405254075797,-1.314405254075797
2016-04-06,air_3cad29d1a23209d2,0,0,0,0,0,0,1,-0.04098946668890195,0.09934563379484973,0.0,0.7566687407764394,-0.46278933473294775,1,4.0,1,1,-1.0516984585131794,-1.0516984585131794
2016-04-07,air_3cad29d1a23209d2,0,0,0,0,1,0,0,-0.14256183538644818,0.08673278687105243,0.0,-1.1882592918621055,0.081976408881325,1,10.0,1,1,-1.1638323936181922,-1.1638323936181922
2016-04-08,air_3cad29d1a23209d2,1,0,0,0,0,0,0,0.1494587246189977,0.43989250073738395,0.0,-0.21579527554283304,0.0456586926403734,1,10.0,1,1,-0.6232390994874756,-0.6232390994874756
2016-04-09,air_3cad29d1a23209d2,0,0,1,0,0,0,0,0.2764241854909307,0.5155695822801696,0.0,0.5571889425571014,-0.02697673984152957,1,9.0,1,1,-0.5338747188906859,-0.5338747188906859
2016-04-10,air_3cad29d1a23209d2,0,0,0,1,0,0,0,0.2891207315781237,0.5660209699753597,0.0,-0.26566522509766755,0.13040003053592683,1,5.0,1,1,-1.0950340622546364,-1.0950340622546364
2016-04-11,air_3cad29d1a23209d2,0,1,0,0,0,0,0,-0.4218858493047008,-0.29165262084287463,0.0,0.23303427045067726,-0.45068342931929717,1,6.0,1,1,-1.3359506389868037,-1.3359506389868037
2016-04-14,air_3cad29d1a23209d2,0,0,0,0,1,0,0,0.009796717659871272,-0.22858838622388677,0.0,-1.3129341657491918,0.2393531792587814,1,11.0,1,1,-1.0605124796131369,-1.0605124796131369
2016-04-15,air_3cad29d1a23209d2,1,0,0,0,0,0,0,0.1748518167933842,0.25069979688042043,0.0,1.7041977823182943,-0.014870834427879114,1,10.0,1,1,-0.6501708306262342,-0.6501708306262342
2016-04-16,air_3cad29d1a23209d2,0,0,1,0,0,0,0,0.11136908635741773,0.1876355622614326,0.0,-0.3404701494299194,-0.12382398315073367,1,4.0,1,1,-0.44132749734113386,-0.44132749734113386
2016-04-17,air_3cad29d1a23209d2,0,0,0,1,0,0,0,0.5430516533219896,0.4651181945849795,0.0,-0.5648849224266745,0.6630598687365492,1,10.0,1,1,-1.130534980573909,-1.130534980573909
2016-04-18,air_3cad29d1a23209d2,0,1,0,0,0,0,0,0.5049620150604096,0.9317935307654894,0.0,0.407579093892598,0.32409451715433507,1,8.0,1,1,-1.4226218464697176,-1.4226218464697176
2016-04-20,air_3cad29d1a23209d2,0,0,0,0,0,0,1,-0.002899828427321978,-0.014169988519328207,0.0,1.5296529588763739,-0.16014169939168507,1,10.0,1,1,-0.986082968102386,-0.986082968102386
2016-04-21,air_3cad29d1a23209d2,0,0,0,0,1,0,0,0.2002449089677707,0.09934563379484973,0.0,-1.3129341657491918,0.26356499008608253,1,4.0,1,1,-1.089158048187998,-1.089158048187998
2016-04-22,air_3cad29d1a23209d2,1,0,0,0,0,0,0,0.30181727766531713,0.5407952761277646,0.0,0.8065386903312738,0.2514590846724319,1,6.0,1,1,-0.6056110572875609,-0.6056110572875609
2016-04-23,air_3cad29d1a23209d2,0,0,1,0,0,0,0,0.37799655418847666,0.37682826611839615,0.0,-0.7892996954234297,0.34830632798163597,1,17.0,1,1,-0.5113499983019061,-0.5113499983019061
2016-04-24,air_3cad29d1a23209d2,0,0,0,1,0,0,0,0.09867254027022425,-0.03939568236692325,0.0,-1.0137144684201849,0.11829412512227637,1,14.0,1,1,-1.109724097421232,-1.109724097421232
2016-04-25,air_3cad29d1a23209d2,0,1,0,0,0,0,0,0.4033896463628636,0.4651181945849795,0.0,0.856408639886108,0.2877768009133835,1,10.0,1,1,-1.289921862131471,-1.289921862131471
2016-04-29,air_3cad29d1a23209d2,1,0,0,0,0,0,0,0.11136908635741773,0.25069979688042043,1.0,1.030953463328029,0.03355278722672294,1,22.0,1,1,-0.6007143788986957,-0.6007143788986957
2016-04-30,air_3cad29d1a23209d2,0,0,1,0,0,0,0,0.13676217853180422,0.28853833765181325,0.0,1.429913059766705,-0.07540036149613162,1,11.0,1,1,-0.6435603148012661,-0.6435603148012661
2016-05-01,air_3cad29d1a23209d2,0,0,0,1,0,0,0,0.4160861924500566,0.7047622861371331,0.0,0.93121356421836,0.09408231429497546,1,12.0,1,1,-0.9155707993027273,-0.9155707993027273
2016-05-02,air_3cad29d1a23209d2,0,1,0,0,0,0,0,0.3145138237525102,0.25069979688042043,0.0,-0.4402100485395883,0.2514590846724319,1,6.0,1,1,-1.0509639567548497,-1.0509639567548497
2016-05-03,air_3cad29d1a23209d2,0,0,0,0,0,1,0,0.6954102063683091,0.6669237453657403,1.0,0.18316432089584272,0.7235893958048017,1,2.0,1,1,-0.7738119599450801,-0.7738119599450801
2016-05-04,air_3cad29d1a23209d2,0,0,0,0,0,0,1,0.9112514898505955,0.9570192246130844,1.0,0.9810835137731942,0.9172838824232095,1,7.0,1,1,-0.8288995918198134,-0.8288995918198134
2016-05-05,air_3cad29d1a23209d2,0,0,0,0,1,0,0,0.9112514898505955,1.0074706123082746,1.0,1.754067731873129,0.7235893958048017,1,14.0,1,1,-1.0154630384355772,-1.0154630384355772
2016-05-06,air_3cad29d1a23209d2,1,0,0,0,0,0,0,0.4033896463628636,0.38944111304219386,0.0,-1.2879991909717745,0.4935771929454419,1,9.0,1,1,-1.1655462310542952,-1.1655462310542952
2016-05-07,air_3cad29d1a23209d2,0,0,1,0,0,0,0,0.7969825750658555,0.8813421430702989,0.0,1.554587933653791,0.5177890037727431,1,15.0,1,1,-0.7503079036785272,-0.7503079036785272
2016-05-11,air_3cad29d1a23209d2,0,0,0,0,0,0,1,0.822375667240242,0.9696320715368822,0.0,-0.8890395945330986,0.590424436254646,1,11.0,1,1,-1.1552632064376782,-1.1552632064376782
2016-05-12,air_3cad29d1a23209d2,0,0,0,0,1,0,0,0.860465305501822,1.08314769385106,0.0,1.9535475300924667,0.7720130174594035,1,10.0,1,1,-1.037987759024357,-1.037987759024357
2016-05-13,air_3cad29d1a23209d2,1,0,0,0,0,0,0,0.7969825750658555,0.8939549899940966,0.0,1.454848034544122,0.6509539633228986,1,8.0,1,1,-0.6903235934149287,-0.6903235934149287
2016-05-14,air_3cad29d1a23209d2,0,0,1,0,0,0,0,0.6192309298451495,0.679536592289538,0.0,0.9062785894409429,0.39672994963623803,1,12.0,1,1,-0.5338747188906859,-0.5338747188906859
2016-05-15,air_3cad29d1a23209d2,0,0,0,1,0,0,0,0.33990691592689715,0.5407952761277646,0.0,1.8039376814279635,0.16671774677687842,1,6.0,1,1,-1.1327384858488985,-1.1327384858488985
2016-05-18,air_3cad29d1a23209d2,0,0,0,0,0,0,1,0.6446240220195361,1.03269630615587,0.0,2.0283524544247187,0.2393531792587814,1,15.0,1,1,-1.0737335112630728,-1.0737335112630728
2016-05-19,air_3cad29d1a23209d2,0,0,0,0,1,0,0,0.5557481994091831,0.7173751330609308,0.0,1.5795229084312081,0.4451535712908401,1,13.0,1,1,-1.065409158002002,-1.065409158002002
2016-05-20,air_3cad29d1a23209d2,1,0,0,0,0,0,0,0.2891207315781237,0.1750227153376353,0.0,-0.8890395945330986,0.39672994963623803,1,17.0,1,1,-0.6898339255760422,-0.6898339255760422
2016-05-21,air_3cad29d1a23209d2,0,0,1,0,0,0,0,0.5303551072347965,0.8687292961465015,0.0,1.7041977823182943,0.20303546301783001,1,2.0,1,1,-0.4219856177051164,-0.4219856177051164
2016-05-22,air_3cad29d1a23209d2,0,0,0,1,0,0,0,0.949341128112175,1.2471147038604287,0.0,1.9535475300924667,0.6993775849775004,1,9.0,1,1,-1.1366558285599906,-1.1366558285599906
2016-05-25,air_3cad29d1a23209d2,0,0,0,0,0,0,1,0.9239480359377884,0.6416980515181453,0.0,-1.3129341657491918,1.1351901798689186,1,12.0,1,1,-1.025746063052194,-1.025746063052194
2016-05-26,air_3cad29d1a23209d2,0,0,0,0,1,0,0,1.025520404635335,0.9822449184606795,0.0,-0.41527507376217104,1.1109783690416177,1,9.0,1,1,-0.990734812571808,-0.990734812571808
2016-05-27,air_3cad29d1a23209d2,1,0,0,0,0,0,0,0.5684447454963761,0.37682826611839615,0.0,-1.23812924141694,0.4935771929454419,1,10.0,1,1,-0.705748130339854,-0.705748130339854
2016-05-28,air_3cad29d1a23209d2,0,0,1,0,0,0,0,0.5557481994091831,0.5912466638229552,0.0,-1.2630642161943573,0.48147128753179147,1,12.0,1,1,-0.5162466766907713,-0.5162466766907713
2016-05-29,air_3cad29d1a23209d2,0,0,0,1,0,0,0,0.860465305501822,1.0705348469272624,0.0,1.2803032111022015,0.6025303416682967,1,10.0,1,1,-1.0061593494967334,-1.0061593494967334
2016-05-30,air_3cad29d1a23209d2,0,1,0,0,0,0,0,0.3145138237525102,0.23808694995662316,0.0,-1.3129341657491918,0.5177890037727431,1,7.0,1,1,-1.3205261020618784,-1.3205261020618784
2016-06-01,air_3cad29d1a23209d2,0,0,0,0,0,0,1,0.8350722133274354,0.8813421430702989,0.0,0.10835939656359106,0.8325425445276561,1,10.0,1,1,-1.120007122037849,-1.120007122037849
2016-06-02,air_3cad29d1a23209d2,0,0,0,0,1,0,0,0.733499844629889,0.8308907553751088,0.0,1.9286125553150497,0.6267421524955976,1,7.0,1,1,-1.0610021474520235,-1.0610021474520235
2016-06-03,air_3cad29d1a23209d2,1,0,0,0,0,0,0,0.5684447454963761,0.6038595107467525,0.0,1.8538076309827978,0.3725181388089369,1,12.0,1,1,-0.7618150978923605,-0.7618150978923605
2016-06-04,air_3cad29d1a23209d2,0,0,1,0,0,0,0,0.860465305501822,0.9822449184606795,0.0,0.6818638164441876,0.6267421524955976,1,15.0,1,1,-0.5928796934765115,-0.5928796934765115
2016-06-05,air_3cad29d1a23209d2,0,0,0,1,0,0,0,0.5557481994091831,0.5029567353563719,0.0,-0.614754871981509,0.6388480579092478,1,8.0,1,1,-1.1648117292959654,-1.1648117292959654
2016-06-06,air_3cad29d1a23209d2,0,1,0,0,0,0,0,0.6446240220195361,0.5660209699753597,0.0,-1.1882592918621055,0.6267421524955976,1,5.0,1,1,-1.3474578332006368,-1.3474578332006368
2016-06-08,air_3cad29d1a23209d2,0,0,0,0,0,0,1,0.8858583976762084,0.9948577653844772,0.0,0.10835939656359106,0.6509539633228986,1,11.0,1,1,-1.0468017801243144,-1.0468017801243144
2016-06-09,air_3cad29d1a23209d2,0,0,0,0,1,0,0,0.7969825750658555,0.5407952761277646,0.0,-1.3129341657491918,1.0262370311460642,1,16.0,1,1,-1.0957685640129662,-1.0957685640129662
2016-06-10,air_3cad29d1a23209d2,1,0,0,0,0,0,0,1.0890031350713014,1.1840504692414409,0.0,1.2304332615473668,1.002025220318763,1,10.0,1,1,-0.6697575441816949,-0.6697575441816949
2016-06-11,air_3cad29d1a23209d2,0,0,1,0,0,0,0,1.0890031350713014,1.2218890100128335,0.0,1.355108135434453,0.8204366391140054,1,9.0,1,1,-0.5137983374963386,-0.5137983374963386
2016-06-12,air_3cad29d1a23209d2,0,0,0,1,0,0,0,1.1397893194200743,1.1209862346224528,0.0,0.2829042200055118,1.123084274455268,1,4.0,1,1,-1.1241692986683842,-1.1241692986683842
