visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Asian,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-06-05,air_764f71040a413d4d,0,0,0,1,0,0,0,0.18279079993489225,0.14321523478397657,0.0,-0.6177599954568765,0.2624723638617685,1,59.0,1,1,-1.5904172711489994,-1.5904172711489997
2016-06-06,air_764f71040a413d4d,0,1,0,0,0,0,0,0.27228652646190626,0.2063896621127386,0.0,-1.190094735690152,0.25016715794874467,1,42.0,1,1,-1.7852590423848085,-1.7852590423848087
2016-06-07,air_764f71040a413d4d,0,0,0,0,0,1,0,0.22114611130361267,-0.17265690185983357,0.0,-1.314515331393038,0.5085764821222504,1,39.0,1,1,-1.6350793929738296,-1.6350793929738299
2016-06-09,air_764f71040a413d4d,0,0,0,0,1,0,0,0.42570777193678744,0.18111989118123387,0.0,-1.314515331393038,0.6562389530785399,1,34.0,1,1,-1.516763947437876,-1.5167639474378762
2016-06-10,air_764f71040a413d4d,1,0,0,0,0,0,0,0.7197651590969767,0.8254990499346068,0.0,1.2236648209458358,0.6316285412524913,1,40.0,1,1,-1.0623072692203055,-1.0623072692203057
2016-06-11,air_764f71040a413d4d,0,0,1,0,0,0,0,0.7197651590969767,0.863403706331864,0.0,1.3480854166487217,0.44705045255712994,1,65.0,1,1,-0.8959343358728385,-0.8959343358728388
2016-06-12,air_764f71040a413d4d,0,0,0,1,0,0,0,0.7709055742552703,0.7623246226058447,0.0,0.2780682936039026,0.7546806003827323,1,71.0,1,1,-1.5470610593190472,-1.5470610593190475
2016-06-13,air_764f71040a413d4d,0,1,0,0,0,0,0,0.24671631888275947,0.054771036523709814,0.0,-1.314515331393038,0.49627127620922656,1,17.0,1,1,-1.848726268135883,-1.8487262681358831
2016-06-14,air_764f71040a413d4d,0,0,0,0,0,1,0,0.5535588098325218,0.496992027825044,0.0,-0.020541136083023784,0.5085764821222504,1,41.0,1,1,-1.5580307032760232,-1.5580307032760234
2016-06-16,air_764f71040a413d4d,0,0,0,0,1,0,0,0.5407737060429487,0.2695640894415006,0.0,-1.314515331393038,0.6685441589915637,1,40.0,1,1,-1.5695227112309502,-1.5695227112309504
2016-06-17,air_764f71040a413d4d,1,0,0,0,0,0,0,0.8092608856239907,0.8760385917976161,0.0,0.7259824381342919,0.6316285412524913,1,39.0,1,1,-0.9883927635102063,-0.9883927635102066
2016-06-18,air_764f71040a413d4d,0,0,1,0,0,0,0,1.1288884803633266,1.3561642394962077,0.0,1.9950725143037291,0.8408170417739014,1,61.0,1,1,-0.8933225158830824,-0.8933225158830825
2016-06-19,air_764f71040a413d4d,0,0,0,1,0,0,0,0.8220459894135643,0.8886734772633688,0.0,-0.26938232748879576,0.8777326595129733,1,75.0,1,1,-1.5402703273456813,-1.5402703273456815
2016-06-20,air_764f71040a413d4d,0,1,0,0,0,0,0,0.8220459894135643,0.8254990499346068,0.0,0.15364769790101662,0.7546806003827323,1,26.0,1,1,-1.816862064260858,-1.8168620642608582
2016-06-21,air_764f71040a413d4d,0,0,0,0,0,1,0,0.6174843287803891,0.433817600496282,0.0,-0.6924123528786081,0.8531222476869251,1,30.0,1,1,-1.5938126371356824,-1.5938126371356827
2016-06-23,air_764f71040a413d4d,0,0,0,0,1,0,0,0.6558396401491094,0.5854362260853108,0.0,-0.4933393997539906,0.8777326595129733,1,45.0,1,1,-1.5245994074071445,-1.5245994074071447
2016-06-24,air_764f71040a413d4d,1,0,0,0,0,0,0,0.6174843287803891,0.3832780586332725,0.0,-1.314515331393038,0.8162066299478528,1,30.0,1,1,-1.0111155974210848,-1.011115597421085
2016-06-25,air_764f71040a413d4d,0,0,1,0,0,0,0,0.9626821310988718,0.8128641644688541,0.0,-1.314515331393038,0.9392586890780937,1,62.0,1,1,-0.8418696620848862,-0.8418696620848863
2016-06-26,air_764f71040a413d4d,0,0,0,1,0,0,0,0.9754672348884454,0.9771176755236355,0.0,1.1241283443835273,0.8900378654259975,1,56.0,1,1,-1.4290067957820691,-1.4290067957820694
2016-06-27,air_764f71040a413d4d,0,1,0,0,0,0,0,0.8348310932031374,0.8381339354003589,0.0,1.2734330592269905,0.8162066299478528,1,42.0,1,1,-1.7599243884841738,-1.759924388484174
2016-06-28,air_764f71040a413d4d,0,0,0,0,0,1,0,0.15722059235574548,0.0674059219894624,0.0,-1.314515331393038,0.3486088052529375,1,33.0,1,1,-1.6079164650803657,-1.607916465080366
2016-06-30,air_764f71040a413d4d,0,0,0,0,1,0,0,0.6558396401491094,0.6107059970168159,0.0,-1.1652106165495748,0.7177649826436604,1,37.0,1,1,-1.397926137903971,-1.3979261379039711
2016-07-01,air_764f71040a413d4d,1,0,0,0,0,0,0,0.9882523386780191,1.05292698831815,0.0,-0.2196140892076413,0.951563894991118,1,58.0,1,1,1.277883441601207,1.2778834416012068
2016-07-02,air_764f71040a413d4d,0,0,1,0,0,0,0,1.167243791732047,1.2045456139071788,0.0,0.40248888930678856,1.1238367777734553,1,68.0,1,1,1.3870575171730142,1.3870575171730142
2016-07-03,air_764f71040a413d4d,0,0,0,1,0,0,0,1.4485160751026627,1.6594014906742651,0.0,0.5766777232908288,1.2714992487297447,1,62.0,1,1,0.023948664519278275,0.02394866451927815
2016-07-04,air_764f71040a413d4d,0,1,0,0,0,0,0,1.2695246220486347,1.4572433232222266,0.0,0.4522571275879428,1.1484471895995036,1,38.0,1,1,-0.5057284294032695,-0.5057284294032696
2016-07-05,air_764f71040a413d4d,0,0,0,0,0,1,0,0.4896332908846546,0.42118271503052984,0.0,-1.314515331393038,0.7300701885566842,1,45.0,1,1,-0.04787638519901591,-0.04787638519901604
2016-07-07,air_764f71040a413d4d,0,0,0,0,1,0,0,1.2183842068903405,1.823655001729047,0.0,1.8706519186008432,0.9392586890780937,1,39.0,1,1,0.221663437743819,0.2216634377438189
2016-07-08,air_764f71040a413d4d,1,0,0,0,0,0,0,0.9498970273092987,0.9518479045921308,0.0,-0.7919488294409168,0.9638691009041422,1,38.0,1,1,1.1363227981564235,1.1363227981564235
2016-07-09,air_764f71040a413d4d,0,0,1,0,0,0,0,0.5791290174116687,0.33273851677026267,0.0,-1.314515331393038,0.7423753944697085,1,47.0,1,1,1.34500721533794,1.34500721533794
2016-07-10,air_764f71040a413d4d,0,0,0,1,0,0,0,0.9882523386780191,1.1413711865784169,0.0,1.5969266080544937,0.7300701885566842,1,79.0,1,1,0.1341674680869879,0.1341674680869878
2016-07-11,air_764f71040a413d4d,0,1,0,0,0,0,0,1.2950948296277816,1.4193386668249697,0.0,1.7959995611791115,0.9884795127301904,1,33.0,1,1,-0.5404656352670262,-0.5404656352670264
2016-07-12,air_764f71040a413d4d,0,0,0,0,0,1,0,1.1800288955216207,1.2045456139071788,0.0,0.25318417446332525,1.2714992487297447,1,29.0,1,1,-0.0374291052399913,-0.037429105239991434
2016-07-14,air_764f71040a413d4d,0,0,0,0,1,0,0,1.0266076500467392,1.3435293540304551,0.0,-0.3440346849105274,0.8654274535999494,1,39.0,1,1,0.1634198519722568,0.1634198519722567
2016-07-15,air_764f71040a413d4d,1,0,0,0,0,0,0,0.5535588098325218,0.21902454757849119,0.0,-1.314515331393038,0.8285118358608771,1,34.0,1,1,0.9884937867362253,0.9884937867362252
2016-07-16,air_764f71040a413d4d,0,0,1,0,0,0,0,0.7964757818344175,0.6865153098113301,0.0,-0.9163694251438028,0.7177649826436604,1,53.0,1,1,1.3040016414987685,1.3040016414987685
2016-07-17,air_764f71040a413d4d,0,0,0,1,0,0,0,1.0266076500467392,0.8254990499346068,0.0,-1.289631212252461,1.1484471895995036,1,75.0,1,1,0.6588821040289989,0.6588821040289988
2016-07-18,air_764f71040a413d4d,0,1,0,0,0,0,0,1.3845905561547955,1.4193386668249697,1.0,0.5517936041502517,1.3207200723818409,1,76.0,1,1,-0.4046509957997063,-0.4046509957997065
2016-07-19,air_764f71040a413d4d,0,0,0,0,0,1,0,1.2055991031007676,1.2677200412359404,0.0,0.22830005532274816,1.1607523955125276,1,34.0,1,1,-0.2824178202791184,-0.28241782027911855
2016-07-21,air_764f71040a413d4d,0,0,0,0,1,0,0,0.5024183946742282,0.2569292039757485,0.0,-1.314515331393038,0.8162066299478528,1,34.0,1,1,0.20677606380220895,0.2067760638022088
2016-07-22,air_764f71040a413d4d,1,0,0,0,0,0,0,0.45127797951593424,0.054771036523709814,0.0,-1.314515331393038,0.7546806003827323,1,27.0,1,1,1.0328947265620798,1.0328947265620798
2016-07-23,air_764f71040a413d4d,0,0,1,0,0,0,0,0.5791290174116687,0.6107059970168159,0.0,-0.9661376634249572,0.680849364904588,1,53.0,1,1,1.2530711516985236,1.2530711516985236
2016-07-24,air_764f71040a413d4d,0,0,0,1,0,0,0,0.7709055742552703,0.8507688208661115,0.0,0.5020253658690972,0.5824077176003951,1,51.0,1,1,0.008538926579716978,0.00853892657971685
2016-07-25,air_764f71040a413d4d,0,1,0,0,0,0,0,0.8731864045718578,0.7117850807428349,0.0,-1.1154423782684204,0.8408170417739014,1,32.0,1,1,-0.43991056566141434,-0.4399105656614145
2016-07-26,air_764f71040a413d4d,0,0,0,0,0,1,0,0.7581204704656971,0.6486106534140728,0.0,-1.289631212252461,0.8777326595129733,1,27.0,1,1,0.06965551434001094,0.06965551434001081
2016-07-28,air_764f71040a413d4d,0,0,0,0,1,0,0,1.10331827278418,1.1161014156469122,0.0,-0.020541136083023784,1.1115315718604313,1,28.0,1,1,0.36844772116811475,0.36844772116811464
2016-07-29,air_764f71040a413d4d,1,0,0,0,0,0,0,1.192813999311194,1.2803549267016932,0.0,1.5471583697733395,1.0623107482083347,1,43.0,1,1,1.2047524818880346,1.2047524818880346
2016-07-30,air_764f71040a413d4d,0,0,1,0,0,0,0,1.192813999311194,1.3435293540304551,0.0,1.3729695357892993,0.9638691009041422,1,42.0,1,1,1.287285993564329,1.287285993564329
2016-07-31,air_764f71040a413d4d,0,0,0,1,0,0,0,1.2311693106799142,1.0781967592496549,0.0,0.40248888930678856,1.2468888369036961,1,42.0,1,1,0.039880766456790805,0.03988076645679068
2016-08-01,air_764f71040a413d4d,0,1,0,0,0,0,0,1.2183842068903405,1.1666409575099217,0.0,-0.8417170677220713,1.2714992487297447,1,32.0,1,1,-0.4780431375118542,-0.47804313751185434
2016-08-04,air_764f71040a413d4d,0,0,0,0,1,0,0,1.3078799334173552,1.3561642394962077,0.0,0.8006347955560236,1.2468888369036961,1,35.0,1,1,0.17386713193128142,0.1738671319312813
2016-08-05,air_764f71040a413d4d,1,0,0,0,0,0,0,1.3845905561547955,1.4067037813592171,0.0,1.3729695357892993,1.2714992487297447,1,37.0,1,1,0.9127510070332969,0.9127510070332968
2016-08-06,air_764f71040a413d4d,0,0,1,0,0,0,0,1.4357309713130895,1.507782865085237,0.0,0.8752871529777554,1.4191617196860338,1,40.0,1,1,0.7424603437011957,0.7424603437011956
2016-08-07,air_764f71040a413d4d,0,0,0,1,0,0,0,1.3718054523652223,1.4319735522907222,0.0,1.4725060123516076,1.2591940428167203,1,46.0,1,1,-0.09880687499926089,-0.09880687499926101
2016-08-08,air_764f71040a413d4d,0,1,0,0,0,0,0,1.3590203485756487,1.3814340104277127,0.0,-0.16984585092648707,1.3576356901209132,1,32.0,1,1,-0.46498403756307344,-0.4649840375630736
2016-08-09,air_764f71040a413d4d,0,0,0,0,0,1,0,1.7937138774211454,1.9500038563865711,0.0,0.7010983189937148,1.4068565137730094,1,27.0,1,1,0.12006364014230468,0.12006364014230456
2016-08-11,air_764f71040a413d4d,0,0,0,0,1,0,0,1.2055991031007676,1.2424502703044362,1.0,-0.09519349350475532,1.345330484207889,1,38.0,1,1,0.6076904322297783,0.6076904322297783
2016-08-12,air_764f71040a413d4d,1,0,0,0,0,0,0,1.1288884803633266,1.217180499372931,0.0,0.05411122133870776,1.222278425077648,1,43.0,1,1,0.30341340342318657,0.30341340342318646
2016-08-13,air_764f71040a413d4d,0,0,1,0,0,0,0,1.10331827278418,1.2045456139071788,1.0,0.4771412467285201,1.1115315718604313,1,54.0,1,1,0.42016175696528657,0.42016175696528646
2016-08-14,air_764f71040a413d4d,0,0,0,1,0,0,0,1.0393927538363126,1.027657217386645,1.0,-0.3689188040511046,1.1361419836864795,1,75.0,1,1,-0.30879720217565554,-0.30879720217565565
2016-08-20,air_764f71040a413d4d,0,0,1,0,0,0,0,1.0010374424675923,0.9771176755236355,0.0,-0.9163694251438028,1.2099732191646242,1,32.0,1,1,0.8043604774584165,0.8043604774584164
2016-08-21,air_764f71040a413d4d,0,0,0,1,0,0,0,1.282309725838208,1.4193386668249697,0.0,0.6513300807125605,1.1361419836864795,1,41.0,1,1,-0.23383796846965396,-0.2338379684696541
2016-08-23,air_764f71040a413d4d,0,0,0,0,0,1,0,1.1416735841529002,1.027657217386645,0.0,-0.8914853060032256,1.222278425077648,1,36.0,1,1,-0.09410559901769981,-0.09410559901769994
2016-08-25,air_764f71040a413d4d,0,0,0,0,1,0,0,1.2950948296277816,1.3182595830989507,0.0,1.6466948463356483,1.1361419836864795,1,41.0,1,1,0.13024973810235368,0.13024973810235355
2016-08-26,air_764f71040a413d4d,1,0,0,0,0,0,0,1.3334501409965018,1.3308944685647024,0.0,1.2236648209458358,1.1976680132516,1,43.0,1,1,1.0961007703141787,1.0961007703141787
2016-08-27,air_764f71040a413d4d,0,0,1,0,0,0,0,0.8220459894135643,0.5980711115510633,0.0,-1.314515331393038,0.9023430713390218,1,54.0,1,1,1.1402405281410577,1.1402405281410577
2016-08-28,air_764f71040a413d4d,0,0,0,1,0,0,0,0.6046992249908159,0.2948338603730058,0.0,-1.314515331393038,0.8654274535999494,1,56.0,1,1,0.15218902601630535,0.15218902601630524
2016-08-29,air_764f71040a413d4d,0,1,0,0,0,0,0,0.9882523386780191,0.9897525609893881,0.0,-0.6675282337380308,0.9638691009041422,1,40.0,1,1,-0.668183632766102,-0.6681836327661023
2016-08-30,air_764f71040a413d4d,0,0,0,0,0,1,0,0.9243268197301518,0.7370548516743399,0.0,-1.1652106165495748,1.0130899245562386,1,34.0,1,1,-0.11264952094496848,-0.11264952094496862
2016-09-02,air_764f71040a413d4d,1,0,0,0,0,0,0,1.1288884803633266,0.9518479045921308,0.0,-0.09519349350475532,1.074615954121359,1,38.0,1,1,0.756564171645879,0.7565641716458789
2016-09-03,air_764f71040a413d4d,0,0,1,0,0,0,0,1.192813999311194,1.2929898121674457,0.0,0.5269094850096746,1.2714992487297447,1,58.0,1,1,1.16453045404579,1.16453045404579
2016-09-04,air_764f71040a413d4d,0,0,0,1,0,0,0,1.1288884803633266,1.217180499372931,0.0,-0.1947299700670642,1.1976680132516,1,55.0,1,1,-0.1868252086540432,-0.18682520865404334
2016-09-05,air_764f71040a413d4d,0,1,0,0,0,0,0,1.346235244786075,1.3561642394962077,0.0,1.0743601061023726,1.2961096605557927,1,39.0,1,1,-0.604455225016052,-0.6044552250160521
2016-09-06,air_764f71040a413d4d,0,0,0,0,0,1,0,1.3973756599443692,1.2803549267016932,0.0,1.0743601061023726,1.4314669255990575,1,41.0,1,1,-0.11264952094496848,-0.11264952094496862
2016-09-09,air_764f71040a413d4d,1,0,0,0,0,0,0,1.167243791732047,1.2929898121674457,0.0,0.004342983057553324,1.0253951304692628,1,44.0,1,1,0.978568870775152,0.9785688707751519
2016-09-10,air_764f71040a413d4d,0,0,1,0,0,0,0,1.1161033765737536,1.1287363011126643,0.0,-0.29426644662937307,1.1115315718604313,1,55.0,1,1,1.33429875337994,1.3342987533799398
2016-09-11,air_764f71040a413d4d,0,0,0,1,0,0,0,0.6814098477282563,0.3580082877017678,0.0,-1.2647470931118836,0.803901424034829,1,50.0,1,1,0.12032482214128029,0.12032482214128017
2016-09-12,air_764f71040a413d4d,0,1,0,0,0,0,0,0.8731864045718578,0.6865153098113301,0.0,-1.2398629739713065,1.0130899245562386,1,31.0,1,1,-0.5895678510744419,-0.5895678510744421
2016-09-13,air_764f71040a413d4d,0,0,0,0,0,1,0,0.6046992249908159,0.2063896621127386,0.0,-1.314515331393038,0.8777326595129733,1,36.0,1,1,-0.2275696004942392,-0.22756960049423933
2016-09-16,air_764f71040a413d4d,1,0,0,0,0,0,0,0.6430545363595358,0.2695640894415006,0.0,-1.314515331393038,0.9392586890780937,1,37.0,1,1,0.9310337469615899,0.9310337469615899
2016-09-17,air_764f71040a413d4d,0,0,1,0,0,0,0,0.9498970273092987,0.9013083627291208,0.0,0.004342983057553324,0.9023430713390218,1,43.0,1,1,1.254115879694426,1.2541158796944258
2016-09-18,air_764f71040a413d4d,0,0,0,1,0,0,0,0.8604013007822847,0.5854362260853108,0.0,-1.314515331393038,0.9761743068171661,1,51.0,1,1,0.4308702189232868,0.4308702189232867
2016-09-19,air_764f71040a413d4d,0,1,0,0,0,0,0,0.4384928757263611,0.08004080745521454,1.0,-1.314515331393038,0.6070181294264433,1,81.0,1,1,-0.5916573070662469,-0.591657307066247
2016-09-20,air_764f71040a413d4d,0,0,0,0,0,1,0,0.15722059235574548,-0.27373598558585244,0.0,-1.314515331393038,0.41013483481805796,1,34.0,1,1,-0.9298879957396685,-0.9298879957396687
2016-09-23,air_764f71040a413d4d,1,0,0,0,0,0,0,0.37456735677849384,-0.021038276270804346,0.0,-1.314515331393038,0.6316285412524913,1,44.0,1,1,0.4470635028597749,0.44706350285977486
2016-09-24,air_764f71040a413d4d,0,0,1,0,0,0,0,0.5024183946742282,0.2063896621127386,0.0,-1.314515331393038,0.803901424034829,1,37.0,1,1,1.0958395883152032,1.095839588315203
2016-09-25,air_764f71040a413d4d,0,0,0,1,0,0,0,0.7325502628865502,0.7749595080715969,0.0,-0.46845528061341335,0.7423753944697085,1,68.0,1,1,0.05241750240762034,0.052417502407620206
2016-09-26,air_764f71040a413d4d,0,1,0,0,0,0,0,0.9626821310988718,0.9897525609893881,0.0,-0.543107638035145,0.9392586890780937,1,19.0,1,1,-0.429985649700341,-0.42998564970034114
2016-09-27,air_764f71040a413d4d,0,0,0,0,0,1,0,0.9882523386780191,0.9518479045921308,0.0,-0.7421805911597625,1.050005542295311,1,35.0,1,1,0.0059271065899608255,0.005927106589960696
2016-09-30,air_764f71040a413d4d,1,0,0,0,0,0,0,0.45127797951593424,0.30746874583875794,0.0,-0.7172964720191853,0.557797305774347,1,38.0,1,1,1.1436358941277407,1.1436358941277407
2016-10-01,air_764f71040a413d4d,0,0,1,0,0,0,0,0.23393121509318585,-0.05894293266806165,0.0,-1.314515331393038,0.41013483481805796,1,58.0,1,1,1.1674034560345217,1.1674034560345217
2016-10-02,air_764f71040a413d4d,0,0,0,1,0,0,0,0.6686247439386831,0.6738804243455779,0.0,0.9499395103994867,0.533186893948299,1,77.0,1,1,0.013240202561278051,0.013240202561277923
2016-10-03,air_764f71040a413d4d,0,1,0,0,0,0,0,0.6174843287803891,0.5348966842223013,0.0,-1.314515331393038,0.7177649826436604,1,33.0,1,1,-0.7426205024741525,-0.7426205024741526
2016-10-04,air_764f71040a413d4d,0,0,0,0,0,1,0,0.8987566121510047,1.2298153848386837,0.0,0.22830005532274816,0.6685441589915637,1,36.0,1,1,-0.1541774587820913,-0.15417745878209144
2016-10-07,air_764f71040a413d4d,1,0,0,0,0,0,0,0.45127797951593424,0.33273851677026267,0.0,0.1287635787604393,0.5824077176003951,1,38.0,1,1,0.8764467091756863,0.8764467091756863
2016-10-08,air_764f71040a413d4d,0,0,1,0,0,0,0,0.42570777193678744,0.3832780586332725,0.0,-1.2647470931118836,0.4839660702962023,1,42.0,1,1,1.0519610124872998,1.0519610124872998
2016-10-09,air_764f71040a413d4d,0,0,0,1,0,0,0,0.5663439136220955,0.433817600496282,0.0,-1.314515331393038,0.533186893948299,1,61.0,1,1,0.5517974844489967,0.5517974844489966
2016-10-10,air_764f71040a413d4d,0,1,0,0,0,0,0,0.06772486582873102,-0.3369104129146145,1.0,-1.314515331393038,0.38552442299200945,1,59.0,1,1,-0.2228683245126781,-0.22286832451267827
2016-10-11,air_764f71040a413d4d,0,0,0,0,0,1,0,-0.034555964487856125,-0.27373598558585244,0.0,-1.2647470931118836,0.2378619520357204,1,34.0,1,1,-0.4955423314432204,-0.4955423314432206
2016-10-14,air_764f71040a413d4d,1,0,0,0,0,0,0,-0.29025804027932517,-0.3495452983803671,0.0,-0.31915056576995016,-0.205125460833147,1,30.0,1,1,0.9856207847474935,0.9856207847474935
2016-10-15,air_764f71040a413d4d,0,0,1,0,0,0,0,-0.14962189859401737,0.054771036523709814,0.0,1.3729695357892993,-0.3035671081373396,1,29.0,1,1,1.3087029174803295,1.3087029174803295
2016-10-16,air_764f71040a413d4d,0,0,0,1,0,0,0,-0.060126172067003374,0.08004080745521454,0.0,-0.020541136083023784,-0.19282025492012295,1,56.0,1,1,-0.009221449350624857,-0.009221449350624987
2016-10-17,air_764f71040a413d4d,0,1,0,0,0,0,0,-0.04734106827742975,-0.3495452983803671,0.0,-1.314515331393038,0.1763359224705999,1,21.0,1,1,-0.6491173468408822,-0.6491173468408823
2016-10-18,air_764f71040a413d4d,0,0,0,0,0,1,0,0.38735246056806705,0.5096269132907966,0.0,0.15364769790101662,0.29938798160084085,1,30.0,1,1,-0.0922773250248705,-0.09227732502487064
2016-10-21,air_764f71040a413d4d,1,0,0,0,0,0,0,0.04215465824958424,-0.10948247453107154,0.0,-0.09519349350475532,0.13942030473152775,1,45.0,1,1,1.0018140686839816,1.0018140686839816
2016-10-22,air_764f71040a413d4d,0,0,1,0,0,0,0,-0.14962189859401737,-0.5011639239693958,0.0,-1.289631212252461,0.05328386334035896,1,56.0,1,1,1.381833877193502,1.3818338771935017
2016-10-23,air_764f71040a413d4d,0,0,0,1,0,0,0,0.029369554460011073,0.004231494660700374,0.0,-0.12007761264533265,0.05328386334035896,1,71.0,1,1,0.17569540592411073,0.1756954059241106
2016-10-24,air_764f71040a413d4d,0,1,0,0,0,0,0,-0.37975376680633915,-0.4000848402433765,0.0,1.1241283443835273,-0.2912619022243156,1,41.0,1,1,-0.5336749032936602,-0.5336749032936604
2016-10-25,air_764f71040a413d4d,0,0,0,0,0,1,0,-0.49481970091250016,-0.6401476640926724,0.0,-0.7172964720191853,-0.5250608145717734,1,32.0,1,1,-0.0666814891252602,-0.06668148912526034
2016-10-28,air_764f71040a413d4d,1,0,0,0,0,0,0,-0.7249515691248222,-0.94338491527073,0.0,-1.314515331393038,-0.5127556086587494,1,26.0,1,1,0.9339067489503218,0.9339067489503217
