visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shibuya-ku Dōgenzaka,total_area_visitors,total_genre_visitors
2016-02-29,air_70e9e8cd55879414,0,1,0,0,0,0,0,-0.8500405549266415,-0.6044297263999581,0.0,-0.8127082869101917,-0.7780389942688445,1,7.0,1,1,-1.344097567405825,-1.344097567405825
2016-03-01,air_70e9e8cd55879414,0,0,0,0,0,1,0,-1.2301872559862594,-1.1537100626753205,0.0,1.3812101021675633,-1.0946993761280976,1,6.0,1,1,-1.2354331010104762,-1.2354331010104764
2016-03-02,air_70e9e8cd55879414,0,0,0,0,0,0,1,-1.095296491094137,-0.8973792390801514,0.0,0.8327305048981243,-1.211980999038932,1,7.0,1,1,-1.1059982704090237,-1.1059982704090237
2016-03-03,air_70e9e8cd55879414,0,0,0,0,1,0,0,-0.7396753836512688,-0.40913005127982954,0.0,1.356279211382589,-1.0712430515459308,1,1.0,1,1,-1.1227158806236925,-1.1227158806236928
2016-03-04,air_70e9e8cd55879414,1,0,0,0,0,0,0,-0.5925218219507715,-0.4701611997548696,0.0,1.0820394127478692,-0.6842136959401769,1,6.0,1,1,-0.7511289990340034,-0.7511289990340034
2016-03-05,air_70e9e8cd55879414,0,0,1,0,0,0,0,-0.5557334315256474,-0.42133628097483733,0.0,-0.6880538329853193,-0.4379222878274243,1,9.0,1,1,-0.5287341237540123,-0.5287341237540123
2016-03-06,air_70e9e8cd55879414,0,0,0,1,0,0,0,-0.24916351131627823,-0.29927398402475686,0.0,-0.5633993790604468,-0.2854561780433395,1,2.0,1,1,-1.1609637464178597,-1.1609637464178597
2016-03-09,air_70e9e8cd55879414,0,0,0,0,0,0,1,-0.8009893676931427,-0.5922234967049501,0.0,-1.336256993394656,-0.8953206171796789,1,5.0,1,1,-1.159950557920001,-1.159950557920001
2016-03-10,air_70e9e8cd55879414,0,0,0,0,1,0,0,-1.1198220847108866,-1.3734221971854654,0.0,-1.336256993394656,-0.9187769417618459,1,4.0,1,1,-1.0396344237992767,-1.0396344237992767
2016-03-11,air_70e9e8cd55879414,1,0,0,0,0,0,0,-1.303764036836508,-1.6663717098656587,0.0,-1.336256993394656,-0.9891459155083465,1,11.0,1,1,-0.7014827626389257,-0.7014827626389257
2016-03-12,air_70e9e8cd55879414,0,0,1,0,0,0,0,-1.1566104751360107,-1.3856284268804735,0.0,-0.9872245224050131,-1.0008740777994298,1,7.0,1,1,-0.5117632164148785,-0.5117632164148785
2016-03-13,air_70e9e8cd55879414,0,0,0,1,0,0,0,-1.046245303860638,-1.2879785893204092,0.0,-1.3113261026096816,-0.8835924548885954,1,15.0,1,1,-1.1108109157738526,-1.1108109157738526
2016-03-14,air_70e9e8cd55879414,0,1,0,0,0,0,0,-1.1688732719443857,-1.5687218723055942,0.0,-1.336256993394656,-0.8835924548885954,1,3.0,1,1,-1.3395382191654608,-1.3395382191654608
2016-03-15,air_70e9e8cd55879414,0,0,0,0,0,1,0,-0.8745661485433912,-0.6898733342650146,0.0,1.5058645560924357,-0.871864292597512,1,6.0,1,1,-1.064964136245745,-1.0649641362457452
2016-03-16,air_70e9e8cd55879414,0,0,0,0,0,0,1,-0.8009893676931427,-0.7142857936550306,0.0,-0.7379156145552683,-1.0008740777994298,1,3.0,1,1,-0.9758035484341768,-0.9758035484341768
2016-03-17,air_70e9e8cd55879414,0,0,0,0,1,0,0,-0.26142630812465295,0.07911913652049249,0.0,1.5058645560924357,-0.5903883976115092,1,3.0,1,1,-0.9284369861592812,-0.9284369861592812
2016-03-18,air_70e9e8cd55879414,1,0,0,0,0,0,0,-0.05295876238228182,0.20118143347057302,0.0,0.558490706263405,-0.44965045011850785,1,7.0,1,1,-0.5535572419515511,-0.5535572419515511
2016-03-19,air_70e9e8cd55879414,0,0,1,0,0,0,0,-0.040695965573907096,-0.3725113621948053,0.0,-0.8625700684801407,0.25403928734649917,1,14.0,1,1,-0.536079740363488,-0.536079740363488
2016-03-20,air_70e9e8cd55879414,0,0,0,1,0,0,0,-0.22463791769952857,-0.09176807920962005,1.0,-0.03985067257598254,-0.36755331408092357,1,7.0,1,1,-0.7480894335404272,-0.7480894335404273
2016-03-23,air_70e9e8cd55879414,0,0,0,0,0,0,1,-0.45763105705864915,-0.21383037615970057,0.0,0.1346655629188389,-0.46137861240959127,1,1.0,1,1,-0.9598458295929018,-0.9598458295929019
2016-03-24,air_70e9e8cd55879414,0,0,0,0,1,0,0,-1.095296491094137,-1.251359900235385,0.0,-0.9622936316200387,-0.8601361303064287,1,1.0,1,1,-1.0193706538421021,-1.0193706538421021
2016-03-25,air_70e9e8cd55879414,1,0,0,0,0,0,0,-0.8745661485433912,-0.6532546451799903,0.0,0.9573849588229968,-1.0477867269637637,1,9.0,1,1,-0.4155103091182992,-0.41551030911829917
2016-03-26,air_70e9e8cd55879414,0,0,1,0,0,0,0,-0.8868289453517659,-0.8851730093851434,0.0,0.20945823527376234,-0.7428545073955941,1,2.0,1,1,-0.42133614298098687,-0.42133614298098687
2016-03-27,air_70e9e8cd55879414,0,0,0,1,0,0,0,-0.5925218219507715,-0.44574874036485335,0.0,-0.03985067257598254,-0.637301046775843,1,5.0,1,1,-0.9793497081766823,-0.9793497081766824
2016-03-29,air_70e9e8cd55879414,0,0,0,0,0,1,0,-0.27368910493302767,-0.14059299798965208,0.0,1.106970303532844,-0.47310677470067464,1,3.0,1,1,-0.8217988967596499,-0.8217988967596499
2016-03-30,air_70e9e8cd55879414,0,0,0,0,0,0,1,-0.040695965573907096,0.030294217740460462,0.0,-0.4387449251355744,-0.23854352887900565,1,1.0,1,1,-0.9071600277042479,-0.9071600277042479
2016-03-31,air_70e9e8cd55879414,0,0,0,0,1,0,0,-0.040695965573907096,0.05470667713047648,0.0,0.9324540680380223,-0.2971843403344229,1,2.0,1,1,-0.8714451331547276,-0.8714451331547276
2016-04-01,air_70e9e8cd55879414,1,0,0,0,0,0,0,-0.2982146985497771,-0.16500545737966854,0.0,-0.264228689640753,-0.3910096386630906,1,1.0,1,1,-0.664501382467082,-0.6645013824670821
2016-04-02,air_70e9e8cd55879414,0,0,1,0,0,0,0,-0.5802590251423968,-0.7875231718250789,0.0,-1.336256993394656,-0.4379222878274243,1,6.0,1,1,-0.6817255869306804,-0.6817255869306805
2016-04-03,air_70e9e8cd55879414,0,0,0,1,0,0,0,-0.26142630812465295,-0.3358926731097811,0.0,-1.336256993394656,-0.22681536658792226,1,16.0,1,1,-1.2065572288215025,-1.2065572288215025
2016-04-04,air_70e9e8cd55879414,0,1,0,0,0,0,0,0.04514361208471618,0.26221258194561325,0.0,-1.1617407578998344,-0.20335904200575544,1,3.0,1,1,-1.3192744492082862,-1.3192744492082862
2016-04-05,air_70e9e8cd55879414,0,0,0,0,0,1,0,-0.5434706347172724,-0.8485543203001191,0.0,-1.336256993394656,-0.2737280157522561,1,1.0,1,1,-1.1146103726408227,-1.1146103726408227
2016-04-06,air_70e9e8cd55879414,0,0,0,0,0,0,1,-0.07748435599903147,0.05470667713047648,0.0,0.7330069417582268,-0.48483493699175817,1,8.0,1,1,-1.0474866346576819,-1.0474866346576819
2016-04-07,air_70e9e8cd55879414,0,0,0,0,1,0,0,-0.17558673046602946,0.042500447435468686,0.0,-1.2116025394697836,0.042932366106997195,1,1.0,1,1,-1.1634967176625064,-1.1634967176625066
2016-04-08,air_70e9e8cd55879414,1,0,0,0,0,0,0,0.10645759612659023,0.3842748788956938,0.0,-0.2392977988557784,0.0077478792337467624,1,4.0,1,1,-0.6042166668444876,-0.6042166668444876
2016-04-09,air_70e9e8cd55879414,0,0,1,0,0,0,0,0.22908556421033788,0.4575122570657423,0.0,0.5335598154784307,-0.0626210945127539,1,13.0,1,1,-0.5117632164148785,-0.5117632164148785
2016-04-10,air_70e9e8cd55879414,0,0,0,1,0,0,0,0.24134836101871238,0.5063371758457743,0.0,-0.2891595804257274,0.08984501527133083,1,27.0,1,1,-1.0923202256879307,-1.0923202256879307
2016-04-11,air_70e9e8cd55879414,0,1,0,0,0,0,0,-0.44536826025027443,-0.3236864434147729,0.0,0.20945823527376234,-0.47310677470067464,1,1.0,1,1,-1.3415645961611782,-1.3415645961611784
2016-04-12,air_70e9e8cd55879414,0,0,0,0,0,1,0,-0.5802590251423968,-0.5678110373149341,0.0,1.5058645560924357,-0.7428545073955941,1,7.0,1,1,-1.1779346537569935,-1.1779346537569935
2016-04-15,air_70e9e8cd55879414,1,0,0,0,0,0,0,0.13098318974333967,0.20118143347057302,0.0,1.680380791587257,-0.05089293222167049,1,8.0,1,1,-0.6320793505356027,-0.6320793505356027
2016-04-16,air_70e9e8cd55879414,0,0,1,0,0,0,0,0.06966920570146584,0.14015028499553275,0.0,-0.36395225278065096,-0.1564463928414216,1,9.0,1,1,-0.4160169033672286,-0.4160169033672286
2016-04-17,air_70e9e8cd55879414,0,0,0,1,0,0,0,0.4866042971862077,0.40868733828571024,0.0,-0.5883302698454214,0.6058841560790029,1,2.0,1,1,-1.1290483087353096,-1.1290483087353098
2016-04-19,air_70e9e8cd55879414,0,0,0,0,0,1,0,0.11872039293496472,0.26221258194561325,0.0,1.5557263376623847,0.06638869068916402,1,4.0,1,1,-1.1135971841429642,-1.1135971841429642
2016-04-20,air_70e9e8cd55879414,0,0,0,0,0,0,1,-0.040695965573907096,-0.05514939012459581,0.0,1.5058645560924357,-0.1916308797146718,1,2.0,1,1,-0.9796030053011471,-0.9796030053011471
2016-04-21,air_70e9e8cd55879414,0,0,0,0,1,0,0,0.1555087833600891,0.05470667713047648,0.0,-1.336256993394656,0.21885480047324896,1,6.0,1,1,-1.0862410947007783,-1.0862410947007783
2016-04-22,air_70e9e8cd55879414,1,0,0,0,0,0,0,0.2536111578270873,0.4819247164557583,0.0,0.7828687233281755,0.20712663818216534,1,4.0,1,1,-0.5859792738830305,-0.5859792738830305
2016-04-23,air_70e9e8cd55879414,0,0,1,0,0,0,0,0.32718793867733564,0.3232437304206535,0.0,-0.8127082869101917,0.300951936510833,1,11.0,1,1,-0.48845988096412774,-0.48845988096412774
2016-04-24,air_70e9e8cd55879414,0,0,0,1,0,0,0,0.0574064088930909,-0.07956184951461183,0.0,-1.037086303974962,0.07811685298024743,1,7.0,1,1,-1.1075180531558118,-1.1075180531558118
2016-04-25,air_70e9e8cd55879414,0,1,0,0,0,0,0,0.35171353229408553,0.40868733828571024,0.0,0.8327305048981243,0.24231112505541577,1,7.0,1,1,-1.293944736761818,-1.293944736761818
2016-04-26,air_70e9e8cd55879414,0,0,0,0,0,1,0,0.4866042971862077,0.6528119321858713,0.0,1.3812101021675633,0.32440826109299986,1,5.0,1,1,-1.0165843854729906,-1.0165843854729908
2016-04-28,air_70e9e8cd55879414,0,0,0,0,1,0,0,-0.10200994961578091,-0.5311923482299099,0.0,-1.336256993394656,0.21885480047324896,1,3.0,1,1,-0.7544218616520443,-0.7544218616520444
2016-04-29,air_70e9e8cd55879414,1,0,0,0,0,0,0,0.06966920570146584,0.20118143347057302,1.0,1.007246740392946,-0.003980283057336646,1,7.0,1,1,-0.5809133313937368,-0.5809133313937368
2016-04-30,air_70e9e8cd55879414,0,0,1,0,0,0,0,0.09419479931821528,0.23780012255559724,0.0,1.4061409929525377,-0.10953374367708774,1,3.0,1,1,-0.6252403281750563,-0.6252403281750563
2016-05-02,air_70e9e8cd55879414,0,1,0,0,0,0,0,0.2658739546354618,0.20118143347057302,0.0,-0.4636758159205489,0.20712663818216534,1,3.0,1,1,-1.046726743284288,-1.046726743284288
2016-05-03,air_70e9e8cd55879414,0,0,0,0,0,1,0,0.6337578588867048,0.6039870134058388,1.0,0.1595964537038133,0.6645249675344201,1,13.0,1,1,-0.7599943983902674,-0.7599943983902674
2016-05-04,air_70e9e8cd55879414,0,0,0,0,0,0,1,0.8422254046290761,0.8847302963910241,1.0,0.9573849588229968,0.8521755641917551,1,7.0,1,1,-0.8169862513948208,-0.816986251394821
2016-05-05,air_70e9e8cd55879414,0,0,0,0,1,0,0,0.8422254046290761,0.9335552151710561,1.0,1.7302425731572062,0.6645249675344201,1,6.0,1,1,-1.0099986602369089,-1.0099986602369089
2016-05-07,air_70e9e8cd55879414,0,0,1,0,0,0,0,0.731860233353703,0.8114929182209756,0.0,1.53079544687741,0.46514620858600136,1,4.0,1,1,-0.7356778744416578,-0.7356778744416579
2016-05-09,air_70e9e8cd55879414,0,1,0,0,0,0,0,0.4007647195275844,0.25000635225060547,0.0,-1.336256993394656,0.5589715069146689,1,2.0,1,1,-1.5097538868057274,-1.5097538868057274
2016-05-10,air_70e9e8cd55879414,0,0,0,0,0,1,0,0.38850192271920947,0.34765618981067,0.0,-1.3113261026096816,0.5472433446235857,1,1.0,1,1,-1.3461239444015425,-1.3461239444015427
2016-05-11,air_70e9e8cd55879414,0,0,0,0,0,0,1,0.7563858269704524,0.8969365260860322,0.0,-0.9124318500500896,0.5355151823325021,1,2.0,1,1,-1.1546313183062427,-1.1546313183062427
2016-05-12,air_70e9e8cd55879414,0,0,0,0,1,0,0,0.7931742173955768,1.0067925933411046,0.0,1.9296896994370019,0.7114376166987538,1,3.0,1,1,-1.0333019956876597,-1.0333019956876597
2016-05-13,air_70e9e8cd55879414,1,0,0,0,0,0,0,0.731860233353703,0.8236991479159838,0.0,1.431071883737512,0.5941559937879193,1,8.0,1,1,-0.6736200789478106,-0.6736200789478106
2016-05-14,air_70e9e8cd55879414,0,0,1,0,0,0,0,0.5601810780364564,0.616193243100847,0.0,0.8825922864680735,0.34786458567516687,1,12.0,1,1,-0.5117632164148785,-0.5117632164148785
2016-05-15,air_70e9e8cd55879414,0,0,0,1,0,0,0,0.2903995482522117,0.4819247164557583,0.0,1.7801043547271551,0.12502950214458128,1,5.0,1,1,-1.1313279828554919,-1.1313279828554919
2016-05-16,air_70e9e8cd55879414,0,1,0,0,0,0,0,0.46207870356945824,0.43309979767572626,0.0,-0.8875009592651152,0.32440826109299986,1,2.0,1,1,-1.4482026855608097,-1.4482026855608097
2016-05-17,air_70e9e8cd55879414,0,0,0,0,0,1,0,0.37623912591083497,0.09132536621550072,0.0,-1.336256993394656,0.40650539713058415,1,5.0,1,1,-1.2746941553025022,-1.2746941553025022
2016-05-18,air_70e9e8cd55879414,0,0,0,0,0,0,1,0.5847066716532059,0.9579676745610726,0.0,2.0044823717919256,0.19539847589108192,1,5.0,1,1,-1.0702833758595034,-1.0702833758595034
2016-05-19,air_70e9e8cd55879414,0,0,0,0,1,0,0,0.4988670939945826,0.6528119321858713,0.0,1.5557263376623847,0.3947772348395007,1,4.0,1,1,-1.061671273627704,-1.0616712736277043
2016-05-20,air_70e9e8cd55879414,1,0,0,0,0,0,0,0.24134836101871238,0.12794405530052497,0.0,-0.9124318500500896,0.34786458567516687,1,1.0,1,1,-0.6731134846988812,-0.6731134846988813
2016-05-21,air_70e9e8cd55879414,0,0,1,0,0,0,0,0.4743415003778332,0.7992866885259677,0.0,1.680380791587257,0.1602139890178317,1,22.0,1,1,-0.39600643053451867,-0.3960064305345186
2016-05-22,air_70e9e8cd55879414,0,0,0,1,0,0,0,0.8790137950542001,1.1654735793762092,0.0,1.9296896994370019,0.641068642952253,1,8.0,1,1,-1.1353807368469266,-1.1353807368469269
2016-05-23,air_70e9e8cd55879414,0,1,0,0,0,0,0,1.0139045599463228,1.3607732544963378,0.0,1.7801043547271551,0.42996172171275093,1,7.0,1,1,-1.3387783277920668,-1.3387783277920668
2016-05-24,air_70e9e8cd55879414,0,0,0,0,0,1,0,1.0016417631379477,1.1654735793762092,0.0,0.8327305048981243,0.770078428154171,1,5.0,1,1,-1.2268209987786771,-1.2268209987786771
2016-05-25,air_70e9e8cd55879414,0,0,0,0,0,0,1,0.8544882014374506,0.5795745540158228,0.0,-1.336256993394656,1.0632824854312573,1,1.0,1,1,-1.0206371394644256,-1.0206371394644256
2016-05-27,air_70e9e8cd55879414,1,0,0,0,0,0,0,0.5111298908029571,0.3232437304206535,0.0,-1.2614643210397325,0.44168988400383435,1,12.0,1,1,-0.6895777977890856,-0.6895777977890857
2016-05-28,air_70e9e8cd55879414,0,0,1,0,0,0,0,0.4988670939945826,0.5307496352357908,0.0,-1.286395211824707,0.42996172171275093,1,19.0,1,1,-0.4935258234534214,-0.4935258234534214
