visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-06-14,air_b259b4e4a51a690d,0,0,0,0,0,1,0,0.07881813420680787,-0.30137386457506393,0.0,-1.141560477923581,0.4493982134094156,1,9.0,1,1,-1.2645605794074892,-1.2645605794074892
2016-06-15,air_b259b4e4a51a690d,0,0,0,0,0,0,1,0.2182576038259763,0.040757227399674974,0.0,0.9715281274129283,0.46482330758080526,1,8.0,1,1,-1.2013620449874687,-1.2013620449874687
2016-06-16,air_b259b4e4a51a690d,0,0,0,0,1,0,0,-0.029634786608101045,-0.30137386457506393,0.0,-1.1193174399726702,0.3568476483810769,1,11.0,1,1,-1.2762443420733753,-1.2762443420733753
2016-06-17,air_b259b4e4a51a690d,1,0,0,0,0,0,0,0.10980468301106767,0.040757227399674974,0.0,-1.2082895917763128,0.34142255420968726,1,8.0,1,1,-0.68541770726436,-0.68541770726436
2016-06-18,air_b259b4e4a51a690d,0,0,1,0,0,0,0,-0.21555407943365879,-0.500950334893662,0.0,-1.1860465538254021,0.1100461416388411,1,5.0,1,1,-0.588761125210211,-0.588761125210211
2016-06-21,air_b259b4e4a51a690d,0,0,0,0,0,1,0,0.76052220790052,0.8105521843428378,0.0,0.9270420515111072,0.7116248143230411,1,16.0,1,1,-1.3009395677080893,-1.3009395677080893
2016-06-22,air_b259b4e4a51a690d,0,0,0,0,0,0,1,0.683055835889871,0.6109757140242401,0.0,0.6378825581492689,0.7424750026658204,1,7.0,1,1,-1.2350856326821855,-1.2350856326821855
2016-06-23,air_b259b4e4a51a690d,0,0,0,0,1,0,0,0.5746029150749623,0.6109757140242401,0.0,0.1262926852783246,0.3722727425524669,1,8.0,1,1,-1.230571451652184,-1.230571451652184
2016-06-24,air_b259b4e4a51a690d,1,0,0,0,0,0,0,0.388683622249404,0.2545891598838869,0.0,-0.5854845291508153,0.41854802506663596,1,3.0,1,1,-0.708519692535544,-0.708519692535544
2016-06-25,air_b259b4e4a51a690d,0,0,1,0,0,0,0,0.0633248598046781,-0.23009655374699328,0.0,-0.9413731363653853,0.24887198918134884,1,21.0,1,1,-0.5364497332743117,-0.5364497332743117
2016-06-28,air_b259b4e4a51a690d,0,0,0,0,0,1,0,0.6365760126834814,0.9816177303302077,0.0,1.4608749623329622,0.41854802506663596,1,9.0,1,1,-1.3152787309798586,-1.3152787309798586
2016-06-29,air_b259b4e4a51a690d,0,0,0,0,0,0,1,0.8844684031175587,1.2382160493112617,0.0,1.638819265940247,0.5727989667805333,1,11.0,1,1,-1.1278074482045035,-1.1278074482045035
2016-06-30,air_b259b4e4a51a690d,0,0,0,0,1,0,0,0.9619347751282078,1.2097051249800335,0.0,1.7945205315966215,0.588224060951923,1,6.0,1,1,-1.101784522266848,-1.101784522266848
2016-07-01,air_b259b4e4a51a690d,1,0,0,0,0,0,0,1.039401147138857,1.0243841168270498,0.0,1.327416734627498,0.9275761327224973,1,10.0,1,1,1.6186733984605055,1.6186733984605055
2016-07-02,air_b259b4e4a51a690d,0,0,1,0,0,0,0,0.7760154823026496,0.582464789693012,0.0,-1.2750187056290447,1.004701603579446,1,4.0,1,1,1.7296691437864238,1.7296691437864238
2016-07-05,air_b259b4e4a51a690d,0,0,0,0,0,1,0,0.3576970734451445,0.5111874788649413,0.0,0.9492850894620177,0.23344689500995916,1,13.0,1,1,0.2707920509141856,0.2707920509141856
2016-07-06,air_b259b4e4a51a690d,0,0,0,0,0,0,1,0.2182576038259763,0.1405454625589738,0.0,0.45993825454198395,0.41854802506663596,1,18.0,1,1,0.591564444104878,0.591564444104878
2016-07-07,air_b259b4e4a51a690d,0,0,0,0,1,0,0,0.4971365430643132,0.7107639491835389,0.0,1.638819265940247,0.3722727425524669,1,11.0,1,1,0.5448293934413334,0.5448293934413334
2016-07-08,air_b259b4e4a51a690d,1,0,0,0,0,0,0,0.6365760126834814,0.6109757140242401,0.0,1.4163888864311407,0.38769783672385655,1,8.0,1,1,1.4747506856216352,1.4747506856216352
2016-07-09,air_b259b4e4a51a690d,0,0,1,0,0,0,0,0.8534818543132987,0.6965084870179251,0.0,0.1707787611801459,0.6807746259802617,1,17.0,1,1,1.686917194031704,1.686917194031704
2016-07-12,air_b259b4e4a51a690d,0,0,0,0,0,1,0,0.6520692870856114,0.6252311761898545,0.0,1.527604076185694,0.6653495318088718,1,10.0,1,1,0.2814136533377185,0.2814136533377185
2016-07-13,air_b259b4e4a51a690d,0,0,0,0,0,0,1,0.9929213239324673,1.2239605871456478,0.0,0.9715281274129283,1.004701603579446,1,5.0,1,1,0.3326628850312645,0.3326628850312645
2016-07-14,air_b259b4e4a51a690d,0,0,0,0,1,0,0,0.8999616775196883,0.9531068059989791,0.0,0.25975091298378844,0.9738514152366666,1,8.0,1,1,0.4856139599301377,0.4856139599301377
2016-07-15,air_b259b4e4a51a690d,1,0,0,0,0,0,0,0.9619347751282078,1.0101286546614359,0.0,0.6601255961001795,1.004701603579446,1,14.0,1,1,1.3244550113286453,1.3244550113286453
2016-07-16,air_b259b4e4a51a690d,0,0,1,0,0,0,0,1.008414598334597,1.0386395789926641,0.0,0.749097747903822,1.0972521686077847,1,17.0,1,1,1.6452274045193376,1.6452274045193376
2016-07-19,air_b259b4e4a51a690d,0,0,0,0,0,1,0,0.6985491102920004,0.2403336977182726,0.0,-1.252775667678134,0.9738514152366666,1,18.0,1,1,0.03233707650587294,0.03233707650587294
2016-07-20,air_b259b4e4a51a690d,0,0,0,0,0,0,1,0.8379885799111692,0.7535303356803814,0.0,0.4376952165910734,0.9275761327224973,1,6.0,1,1,0.37329051430127774,0.37329051430127774
2016-07-21,air_b259b4e4a51a690d,0,0,0,0,1,0,0,0.8999616775196883,1.1241723519863491,0.0,0.3487230647874308,0.8658757560369386,1,12.0,1,1,0.529693609987799,0.529693609987799
2016-07-22,air_b259b4e4a51a690d,1,0,0,0,0,0,0,0.8224953055090392,0.8248076465084521,0.0,0.6601255961001795,0.8813008502083285,1,13.0,1,1,1.3695968216286598,1.3695968216286598
2016-07-23,air_b259b4e4a51a690d,0,0,1,0,0,0,0,0.8224953055090392,1.0243841168270498,0.0,1.5943331900384259,0.7733251910085999,1,20.0,1,1,1.593447092704615,1.593447092704615
2016-07-26,air_b259b4e4a51a690d,0,0,0,0,0,1,0,1.039401147138857,1.0101286546614359,0.0,0.9715281274129283,0.8658757560369386,1,11.0,1,1,0.39028507817893027,0.39028507817893027
2016-07-27,air_b259b4e4a51a690d,0,0,0,0,0,0,1,0.8070020311069096,0.26884462204950127,0.0,-1.2750187056290447,1.1589525452933434,1,19.0,1,1,0.5344733310783889,0.5344733310783889
2016-07-28,air_b259b4e4a51a690d,0,0,0,0,1,0,0,1.1478540679537657,0.8248076465084521,0.0,-1.2082895917763128,1.3440536753500207,1,10.0,1,1,0.6940629074919701,0.6940629074919701
2016-07-29,air_b259b4e4a51a690d,1,0,0,0,0,0,0,1.2098271655622848,0.9673622681645934,0.0,-1.2750187056290447,1.4520293345497488,1,8.0,1,1,1.5443221814957755,1.5443221814957755
2016-07-30,air_b259b4e4a51a690d,0,0,1,0,0,0,0,1.4267330071921025,1.252471511476876,0.0,-0.8524009845617428,1.6525555587778156,1,15.0,1,1,1.628232840641685,1.628232840641685
2016-08-04,air_b259b4e4a51a690d,0,0,0,0,1,0,0,1.4732128303984915,1.4092815952986317,0.0,0.3264800268365203,1.575430087920867,1,19.0,1,1,0.49623556235367056,0.49623556235367056
2016-08-05,air_b259b4e4a51a690d,1,0,0,0,0,0,0,1.2563069887686742,1.0386395789926641,0.0,0.3932091406892521,1.236078016150292,1,13.0,1,1,1.247448393758032,1.247448393758032
2016-08-06,air_b259b4e4a51a690d,0,0,1,0,0,0,0,1.2098271655622848,1.4377925196298598,0.0,1.5498471141366044,0.9738514152366666,1,17.0,1,1,1.0743162742544463,1.0743162742544463
2016-08-08,air_b259b4e4a51a690d,0,1,0,0,0,0,0,1.7211052208325688,1.5233252926235443,0.0,1.171715468971124,1.7142559354633744,1,1.0,1,1,-0.15327542584536377,-0.15327542584536377
2016-08-10,air_b259b4e4a51a690d,0,0,0,0,0,0,1,1.0703876959431164,0.8533185708396802,0.0,1.1494724310202133,1.251503110321682,1,14.0,1,1,1.1592890936427094,1.1592890936427094
2016-08-11,air_b259b4e4a51a690d,0,0,0,0,1,0,0,1.240813714366544,1.3237488223049467,1.0,1.1939585069220344,1.004701603579446,1,19.0,1,1,0.9372976029908725,0.9372976029908725
2016-08-12,air_b259b4e4a51a690d,1,0,0,0,0,0,0,1.3492666351814533,1.466303443961088,0.0,0.9492850894620177,1.1589525452933434,1,9.0,1,1,0.627943432405478,0.627943432405478
2016-08-16,air_b259b4e4a51a690d,0,0,0,0,0,1,0,1.364759909583583,1.0528950411582785,0.0,-0.9636161743162959,1.5137297112353076,1,8.0,1,1,-0.28631099620011286,-0.28631099620011286
2016-08-17,air_b259b4e4a51a690d,0,0,0,0,0,0,1,1.0548944215409863,0.5111874788649413,0.0,-1.2750187056290447,1.3903289578641895,1,9.0,1,1,0.07296470577588612,0.07296470577588612
2016-08-18,air_b259b4e4a51a690d,0,0,0,0,1,0,0,1.4112397327899724,1.3665152088017891,0.0,0.23750787503287774,1.3286285811786307,1,10.0,1,1,0.26999543073242066,0.26999543073242066
2016-08-19,air_b259b4e4a51a690d,1,0,0,0,0,0,0,1.3802531839857128,1.1099168898207348,0.0,-1.2305326297272234,1.4520293345497488,1,10.0,1,1,1.2211599277597882,1.2211599277597882
2016-08-20,air_b259b4e4a51a690d,0,0,1,0,0,0,0,1.240813714366544,0.9816177303302077,0.0,-1.2305326297272234,1.5600049937494769,1,12.0,1,1,1.1372492686138786,1.1372492686138786
2016-08-23,air_b259b4e4a51a690d,0,0,0,0,0,1,0,1.1323607935516355,0.9388513438333652,0.0,-0.45202630144535155,1.266928204493072,1,13.0,1,1,0.22379146019005272,0.22379146019005272
2016-08-24,air_b259b4e4a51a690d,0,0,0,0,0,0,1,1.194333891160155,1.2667269736424904,0.0,1.1494724310202133,0.9738514152366666,1,19.0,1,1,0.359482431150685,0.359482431150685
2016-08-25,air_b259b4e4a51a690d,0,0,0,0,1,0,0,1.2872935375729337,1.338004284470561,0.0,1.3719028105293196,1.0509768860936153,1,8.0,1,1,0.4518903722354209,0.4518903722354209
2016-08-26,air_b259b4e4a51a690d,1,0,0,0,0,0,0,0.7915087567047796,0.7107639491835389,0.0,-1.252775667678134,0.8350255676941591,1,15.0,1,1,1.4338575162910336,1.4338575162910336
2016-08-27,air_b259b4e4a51a690d,0,0,1,0,0,0,0,0.76052220790052,0.6537421005210826,0.0,1.5053610382347833,0.541948778437754,1,39.0,1,1,1.47873378653046,1.47873378653046
2016-08-30,air_b259b4e4a51a690d,0,0,0,0,0,1,0,1.814064867245348,1.6088580656172293,0.0,-0.0738946562798709,1.8222315946631025,1,18.0,1,1,0.2049381158882819,0.2049381158882819
2016-08-31,air_b259b4e4a51a690d,0,0,0,0,0,0,1,1.3492666351814533,1.2097051249800335,0.0,-0.09613769423078164,1.5137297112353076,1,8.0,1,1,0.5111058057466166,0.5111058057466166
2016-09-03,air_b259b4e4a51a690d,0,0,1,0,0,0,0,1.2563069887686742,0.9388513438333652,0.0,-0.1406237701326029,1.5291548054066975,1,19.0,1,1,1.5034290121651739,1.5034290121651739
2016-09-06,air_b259b4e4a51a690d,0,0,0,0,0,1,0,1.2253204399644146,0.7677857978459958,0.0,-1.2750187056290447,1.5600049937494769,1,10.0,1,1,0.2049381158882819,0.2049381158882819
2016-09-07,air_b259b4e4a51a690d,0,0,0,0,0,0,1,1.116867519149506,1.1384278141519628,0.0,-0.11838073218169218,1.1743776394647334,1,11.0,1,1,0.27371299158065715,0.27371299158065715
2016-09-08,air_b259b4e4a51a690d,0,0,0,0,1,0,0,0.48164326866218315,0.1975673112214306,0.0,-1.1860465538254021,0.5110985900949744,1,9.0,1,1,0.37860131551304416,0.37860131551304416
2016-09-09,air_b259b4e4a51a690d,1,0,0,0,0,0,0,0.388683622249404,0.1975673112214306,0.0,-1.2750187056290447,0.3722727425524669,1,21.0,1,1,1.314364489026289,1.314364489026289
2016-09-10,air_b259b4e4a51a690d,0,0,1,0,0,0,0,0.4971365430643132,0.36863285720880007,0.0,-0.9858592122672066,0.6807746259802617,1,4.0,1,1,1.6760300515475828,1.6760300515475828
2016-09-13,air_b259b4e4a51a690d,0,0,0,0,0,1,0,0.5436163662707022,0.28310008421511507,0.0,-0.9858592122672066,0.8196004735227692,1,11.0,1,1,0.08810048922942045,0.08810048922942045
2016-09-14,air_b259b4e4a51a690d,0,0,0,0,0,0,1,0.6055894638792219,0.42565470587125637,0.0,-0.5632414911999046,0.7424750026658204,1,10.0,1,1,0.36877633327127624,0.36877633327127624
2016-09-15,air_b259b4e4a51a690d,0,0,0,0,1,0,0,0.683055835889871,0.6537421005210826,0.0,-0.0738946562798709,0.7424750026658204,1,6.0,1,1,0.5995306459225276,0.5995306459225276
2016-09-16,air_b259b4e4a51a690d,1,0,0,0,0,0,0,0.8689751287154287,0.9816177303302077,0.0,0.6378825581492689,0.541948778437754,1,9.0,1,1,1.2660361979992145,1.2660361979992145
2016-09-17,air_b259b4e4a51a690d,0,0,1,0,0,0,0,0.4196701710536641,0.2973555463807294,0.0,-0.4742693393962622,0.34142255420968726,1,9.0,1,1,1.5945092529469682,1.5945092529469682
2016-09-22,air_b259b4e4a51a690d,0,0,0,0,1,0,0,0.1562845062174567,0.055012689565289305,1.0,-0.5854845291508153,-0.09048008258922538,1,18.0,1,1,0.4319748676912968,0.4319748676912968
2016-09-23,air_b259b4e4a51a690d,1,0,0,0,0,0,0,0.1407912318153272,-0.2728629402438358,0.0,-1.2750187056290447,0.5110985900949744,1,2.0,1,1,0.7739904657290548,0.7739904657290548
2016-09-24,air_b259b4e4a51a690d,0,0,1,0,0,0,0,0.4971365430643132,0.6394866383554684,0.0,0.3932091406892521,0.2025967066671795,1,8.0,1,1,1.4335919762304454,1.4335919762304454
2016-09-27,air_b259b4e4a51a690d,0,0,0,0,0,1,0,0.6985491102920004,0.9531068059989791,0.0,0.23750787503287774,0.38769783672385655,1,5.0,1,1,0.32549330339537985,0.32549330339537985
2016-09-28,air_b259b4e4a51a690d,0,0,0,0,0,0,1,0.5591096406728323,0.4826765545337132,0.0,-1.074831364070849,0.5727989667805333,1,5.0,1,1,0.40727964205658285,0.40727964205658285
2016-09-30,air_b259b4e4a51a690d,1,0,0,0,0,0,0,0.1872710550217168,0.3971437815400282,0.0,0.9937711653638388,-0.3681317776742408,1,10.0,1,1,1.4821858073181082,1.4821858073181082
2016-10-01,air_b259b4e4a51a690d,0,0,1,0,0,0,0,0.342203799043015,0.5254429410305552,0.0,1.0382572412656603,0.14089632998162074,1,1.0,1,1,1.5063499528316455,1.5063499528316455
2016-10-04,air_b259b4e4a51a690d,0,0,0,0,0,1,0,0.01684503659828853,0.11203453822774562,0.0,0.3487230647874308,0.048345764953282085,1,10.0,1,1,0.1627172462547388,0.1627172462547388
2016-10-05,air_b259b4e4a51a690d,0,0,0,0,0,0,1,-0.32400700024856743,-0.40116209973436323,0.0,0.1262926852783246,-0.18303064761756405,1,9.0,1,1,0.04216205874764083,0.04216205874764083
2016-10-06,air_b259b4e4a51a690d,0,0,0,0,1,0,0,-0.4169666466613466,-0.48669487272804773,0.0,-0.1406237701326029,-0.46068234270257924,1,4.0,1,1,0.37700807514951423,0.37700807514951423
2016-10-07,air_b259b4e4a51a690d,1,0,0,0,0,0,0,-0.6958455858996832,-0.714782267377874,0.0,-0.49651237734717285,-0.5069576252167486,1,4.0,1,1,1.2105383253362554,1.2105383253362554
