visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-07-30,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,1.2606927339683403,1.4275142929932036,0.0,1.5681293977061832,1.0224672593061102,1,12.0,1,1,1.2866092620151444,1.2866092620151452
2016-08-01,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,1.2838364474424822,1.264613710529082,0.0,-0.8011881046632255,1.29696807496894,1,11.0,1,1,-1.2222483018357344,-1.222248301835734
2016-08-02,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,1.1102585963864169,1.0202628368328994,0.0,-0.8544311946041111,1.066387389812163,1,10.0,1,1,-0.8696200009541935,-0.869620000954193
2016-08-03,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,1.2144053070200564,1.322792489980554,0.0,-0.21551411531348416,1.1652076834507814,1,7.0,1,1,-0.4223388403623442,-0.4223388403623437
2016-08-04,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,1.3648394446019798,1.439150048883498,0.0,0.9558338633859988,1.2750080097159133,1,9.0,1,1,-0.295763839730128,-0.29576383973012743
2016-08-05,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,1.4342705850244057,1.4856930724446755,0.0,1.5681293977061832,1.29696807496894,1,9.0,1,1,0.754326121526587,0.7543261215265876
2016-08-06,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,1.48055801197269,1.5787791195670313,0.0,1.0356984982973274,1.4287284664870983,1,8.0,1,1,0.5123117508163084,0.512311750816309
2016-08-08,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,1.4111268715502636,1.4624215606640873,0.0,-0.0824063904612702,1.3738283033545322,1,11.0,1,1,-1.203688917578811,-1.2036889175788108
2016-08-09,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,1.8045700006106782,1.9860305757273353,0.0,0.8493476835042276,1.4177484338605848,1,3.0,1,1,-0.37222850286865156,-0.37222850286865106
2016-08-10,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,1.48055801197269,1.555507607786442,0.0,-0.0025417555499416345,1.4506885317401246,1,9.0,1,1,0.6310918100606169,0.6310918100606175
2016-08-11,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,1.2722645907054115,1.3344282458708487,1.0,-0.0025417555499416345,1.362848270728019,1,15.0,1,1,0.3207789052848609,0.32077890528486147
2016-08-12,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,1.2028334502829852,1.3111567340902595,0.0,0.15718751427271505,1.253047944462887,1,12.0,1,1,-0.11165474790144977,-0.11165474790144923
2016-08-13,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,1.1796897368088433,1.2995209781999655,1.0,0.6097537787702426,1.1542276508242684,1,9.0,1,1,0.05426614735544368,0.05426614735544423
2016-08-14,air_52e2a1fd42bc917a,0,0,0,1,0,0,0,1.1218304531234882,1.1366203957358436,1.0,-0.2953787502248125,1.1761877160772947,1,13.0,1,1,-0.9817186818660096,-0.9817186818660092
2016-08-18,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,1.225977163757127,1.2762494664193766,0.0,-1.0141604644267679,1.362848270728019,1,8.0,1,1,-0.6120157474680994,-0.6120157474680988
2016-08-19,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,1.3069801609166247,1.357699757651437,0.0,0.5298891438589143,1.3408882054749927,1,11.0,1,1,0.717578540697879,0.7175785406978796
2016-08-20,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,1.087114882912275,1.0900773721746662,0.0,-0.8810527395745539,1.242067911836374,1,13.0,1,1,0.6002832321941244,0.6002832321941249
2016-08-22,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,1.087114882912275,0.8922695220396614,0.0,-1.3069974591016387,1.1432476181977551,1,11.0,1,1,-2.0611324702486633,-2.061132470248663
2016-08-23,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,1.2144053070200564,1.1366203957358436,0.0,-0.8544311946041111,1.253047944462887,1,8.0,1,1,-0.6766024046821921,-0.6766024046821917
2016-08-24,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,1.1796897368088433,1.2297064428581987,0.0,-0.8011881046632255,1.1761877160772947,1,17.0,1,1,-0.486925497576437,-0.4869254975764365
2016-08-25,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,1.3532675878649085,1.4042427812126153,0.0,1.860966392381054,1.1761877160772947,1,12.0,1,1,-0.35775218314825147,-0.35775218314825097
2016-08-26,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,1.3879831580761217,1.415878537102909,0.0,1.408400127883526,1.2310878792098607,1,13.0,1,1,1.0148998764937887,1.0148998764937893
2016-08-27,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,0.9251088885932808,0.741004695465834,0.0,-1.3069974591016387,0.9675670961735443,1,12.0,1,1,1.0776305952821892,1.0776305952821899
2016-08-29,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,1.0755430261752041,1.1017131280649606,0.0,-0.614837289870126,1.0224672593061102,1,11.0,1,1,-1.4924729366165361,-1.492472936616536
2016-08-30,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,1.017683742489849,0.8689980102590726,0.0,-1.147268189278982,1.066387389812163,1,9.0,1,1,-0.7029567303270231,-0.7029567303270225
2016-08-31,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,1.2144053070200564,1.2180706869679045,0.0,1.7012371225583973,1.066387389812163,1,12.0,1,1,-0.27497732936237396,-0.27497732936237346
2016-09-01,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,1.2375490204941983,1.3809712694320262,0.0,1.3817785829130835,1.011487226679597,1,15.0,1,1,-0.6669515248685921,-0.6669515248685915
2016-09-02,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,1.2028334502829852,1.0668058603940773,0.0,-0.0025417555499416345,1.1212875529447288,1,16.0,1,1,0.5323558858137855,0.532355885813786
2016-09-03,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,1.2606927339683403,1.3809712694320262,0.0,0.6629968687111282,1.29696807496894,1,12.0,1,1,1.1121510500000664,1.112151050000067
2016-09-05,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,1.3995550148131926,1.439150048883498,0.0,1.2486708580608694,1.3189281402219664,1,11.0,1,1,-1.401903141442751,-1.4019031414427505
2016-09-06,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,1.4458424417614768,1.3693355135417316,0.0,1.2486708580608694,1.439708499113611,1,10.0,1,1,-0.7029567303270231,-0.7029567303270225
2016-09-07,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,1.2491208772312696,1.1249846398455494,0.0,-0.6947019247814544,1.3848083359810452,1,12.0,1,1,-0.6068191198761609,-0.6068191198761604
2016-09-08,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,1.168117880071772,1.1366203957358436,0.0,-0.9609173744858823,1.3079481075954529,1,14.0,1,1,-0.4601999842464676,-0.4601999842464671
2016-09-09,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,1.2375490204941983,1.3809712694320262,0.0,0.1039444243318294,1.0773674224386762,1,8.0,1,1,0.8478654181814799,0.8478654181814805
2016-09-10,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,1.1912615935459143,1.2297064428581987,0.0,-0.21551411531348416,1.1542276508242684,1,13.0,1,1,1.353423045340068,1.3534230453400686
2016-09-12,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,0.9713963155415648,0.8224549866978947,0.0,-1.2271328241903103,1.066387389812163,1,11.0,1,1,-1.3807454433898585,-1.380745443389858
2016-09-13,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,0.7283873240630735,0.3802962628667075,0.0,-1.3069974591016387,0.9456070309205176,1,11.0,1,1,-0.8662793117879473,-0.8662793117879468
2016-09-14,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,0.7862466077484287,0.6944616719046566,0.0,-1.2271328241903103,0.8577667699084124,1,13.0,1,1,-0.4739339285965907,-0.4739339285965902
2016-09-15,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,0.9019651751191389,0.6711901601240675,0.0,-1.280375914131196,1.0334472919326232,1,10.0,1,1,-0.15137183021126543,-0.1513718302112649
2016-09-16,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,0.7631028942742862,0.43847504231817946,0.0,-1.3069974591016387,1.0005071940530836,1,11.0,1,1,0.7803092594862795,0.78030925948628
2016-09-17,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,1.040827455963991,1.0202628368328994,0.0,0.1039444243318294,0.9675670961735443,1,9.0,1,1,1.2394684260025595,1.2394684260025601
2016-09-18,air_52e2a1fd42bc917a,0,0,0,1,0,0,0,0.959824458804494,0.7293689395755395,0.0,-1.3069974591016387,1.0334472919326232,1,15.0,1,1,0.06948484244612071,0.06948484244612126
2016-09-20,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,0.32337233826558776,-0.06186246096447942,0.0,-1.3069974591016387,0.5283657911130166,1,7.0,1,1,-1.8644029971252771,-1.864402997125277
2016-09-21,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,0.439090905636298,0.29884597163464677,0.0,-1.280375914131196,0.5283657911130166,1,11.0,1,1,0.2758651953831067,0.27586519538310733
2016-09-22,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,0.3580879084768005,0.03122358615787545,1.0,-1.3069974591016387,0.5832659542455826,1,6.0,1,1,-0.38559125953363627,-0.38559125953363577
2016-09-23,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,0.520093902795795,0.1708526568414086,0.0,-1.3069974591016387,0.7260063783902538,1,19.0,1,1,0.09249847892470549,0.09249847892470604
2016-09-24,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,0.6358124701665053,0.3802962628667075,0.0,-1.3069974591016387,0.8797268351614387,1,10.0,1,1,1.0145286888086502,1.0145286888086509
2016-09-26,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,1.0523993127010618,1.1017131280649606,0.0,-0.481729565017912,1.0005071940530836,1,10.0,1,1,-1.153949767770257,-1.1539497677702566
2016-09-27,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,1.0755430261752041,1.0668058603940773,0.0,-0.6947019247814544,1.0993274876917025,1,12.0,1,1,-0.5344375212741603,-0.5344375212741599
2016-09-28,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,1.1796897368088433,1.1598919075164327,0.0,-0.7479450147223399,1.2310878792098607,1,9.0,1,1,-0.42011171425151345,-0.42011171425151295
2016-09-29,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,0.959824458804494,0.8457264984784835,0.0,-1.120646644308539,0.9785471288000572,1,13.0,1,1,-0.2994757165815126,-0.29947571658151206
2016-09-30,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,0.589525043218221,0.4733823099890628,0.0,-0.6680803798110115,0.6601261826311748,1,11.0,1,1,1.0824560351889891,1.0824560351889898
2016-10-01,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,0.39280347868801363,0.13594538917052532,0.0,-1.3069974591016387,0.5283657911130166,1,10.0,1,1,1.1162341145365895,1.1162341145365902
2016-10-03,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,0.7399591808001443,0.682825916014362,0.0,-1.3069974591016387,0.8028666067758464,1,10.0,1,1,-1.5982614268809985,-1.598261426880998
2016-10-04,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,0.9945400290157067,1.322792489980554,0.0,0.34353832906581466,0.7589464762697934,1,12.0,1,1,-0.7619755722640389,-0.7619755722640384
2016-10-05,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,0.8903933183820677,0.6711901601240675,0.0,-1.120646644308539,0.9565870635470309,1,11.0,1,1,-0.9304947813169016,-0.9304947813169011
2016-10-06,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,1.1218304531234882,1.2413421987484934,0.0,0.9025907734451134,0.9456070309205176,1,8.0,1,1,-0.46242711035729833,-0.46242711035729783
2016-10-07,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,0.589525043218221,0.4966538217696515,0.0,0.23705214918404335,0.6820862478842011,1,10.0,1,1,0.7027310332923404,0.7027310332923411
2016-10-08,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,0.566381329744079,0.5431968453308293,0.0,-1.253754369160753,0.5942459868720956,1,14.0,1,1,0.9521691577053883,0.952169157705389
2016-10-09,air_52e2a1fd42bc917a,0,0,0,1,0,0,0,0.6936717538518604,0.5897398688920068,0.0,-1.3069974591016387,0.6381661173781485,1,11.0,1,1,0.2413447406652296,0.24134474066523015
2016-10-10,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,0.24236934110609026,-0.12004124041595143,1.0,-1.3069974591016387,0.50640572585999,1,12.0,1,1,-0.8595979334554549,-0.8595979334554544
2016-10-13,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,0.022504063101741023,-0.2829418228800733,0.0,-1.3069974591016387,0.27582504070321323,1,10.0,1,1,-0.5110526971104371,-0.5110526971104367
2016-10-14,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,-0.08164264753189822,-0.131676996306246,0.0,-0.24213566028392688,-0.020635840212643062,1,11.0,1,1,0.8578874856802184,0.8578874856802191
2016-10-15,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,0.04564777657588298,0.24066719218317476,0.0,1.5681293977061832,-0.10847610122474848,1,9.0,1,1,1.3170466521964985,1.3170466521964992
2016-10-17,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,0.13822263047245123,-0.131676996306246,0.0,-1.3069974591016387,0.3197451712092658,1,6.0,1,1,-1.4653762356014284,-1.465376235601428
2016-10-18,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,0.5316657595328659,0.6595544042337733,0.0,0.2636736941544863,0.42954549747439774,1,10.0,1,1,-0.6740040908862228,-0.6740040908862224
2016-10-19,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,0.520093902795795,0.3802962628667075,0.0,-0.8011881046632255,0.6162060521251219,1,6.0,1,1,-0.538891773495822,-0.5388917734958214
2016-10-20,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,0.6473843269035761,0.8224549866978947,0.0,1.3551570379426408,0.46248559535393735,1,12.0,1,1,-0.32137579000468197,-0.32137579000468147
2016-10-21,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,0.2192256276319483,0.08940236560934746,0.0,-0.0025417555499416345,0.2868050733297264,1,9.0,1,1,0.8809011221588032,0.8809011221588039
2016-10-22,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,0.04564777657588298,-0.2713060669897787,0.0,-1.280375914131196,0.2099448449441339,1,15.0,1,1,1.4209792040352685,1.4209792040352691
2016-10-24,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,-0.16264564469139528,-0.17822001986742342,0.0,1.3019139480017554,-0.09749606859823531,1,17.0,1,1,-1.3013112787702272,-1.3013112787702268
2016-10-25,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,-0.26679235532503454,-0.39929938178301727,0.0,-0.6680803798110115,-0.306116688501986,1,13.0,1,1,-0.6376276977426534,-0.6376276977426529
2016-10-26,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,0.32337233826558776,0.5897398688920068,0.0,1.2486708580608694,-0.020635840212643062,1,11.0,1,1,-0.2512213175135123,-0.25122131751351173
2016-10-27,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,0.3118004815285166,0.3104817275249413,0.0,0.7162399586520136,0.04524435554643604,1,12.0,1,1,-0.23785856084852755,-0.23785856084852705
2016-10-28,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,-0.475085776592313,-0.6785575231500828,0.0,-1.3069974591016387,-0.29513665587547283,1,12.0,1,1,0.7843923240228026,0.7843923240228032
2016-10-29,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,-0.0932145042689692,0.019587830267581298,0.0,-1.3069974591016387,-0.13043616647777498,1,7.0,1,1,1.5998916682720081,1.5998916682720088
2016-10-31,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,-0.23207678511382138,-0.17822001986742342,0.0,-0.2687572052543697,-0.3280767537550123,1,10.0,1,1,-1.13390563277278,-1.1339056327727794
2016-11-01,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,-0.33622349574746063,-0.49238542890537257,0.0,-0.4284864750770265,-0.11945613385126182,1,10.0,1,1,-0.8540301181783779,-0.8540301181783775
2016-11-02,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,-0.6255199141742361,-0.9810871762977373,0.0,-1.3069974591016387,-0.4598371452731707,1,15.0,1,1,0.28328894908587604,0.2832889490858766
2016-11-03,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,-0.3940827794328157,-0.14331275219654055,1.0,1.2220493130904269,-0.481797210526197,1,10.0,1,1,-0.17475665437498866,-0.17475665437498814
2016-11-04,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,-0.26679235532503454,-0.2131272875383067,0.0,1.1421846781790983,-0.47081717789968386,1,9.0,1,1,-0.04781046605763394,-0.04781046605763341
2016-11-05,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,-0.19736121490260844,-0.131676996306246,0.0,0.5032675988884713,-0.17435629698382776,1,13.0,1,1,1.1347934987935127,1.1347934987935133
2016-11-07,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,-0.6139480574371652,-0.7251005467112603,0.0,0.9292123184155562,-0.5037572757792235,1,11.0,1,1,-1.37072337589112,-1.3707233758911195
2016-11-08,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,-0.7412384815449464,-0.8181865938336157,0.0,-0.8278096496336684,-0.7343379609360005,1,9.0,1,1,-1.1929244747097956,-1.1929244747097953
2016-11-09,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,-0.6833791978595913,-0.7018290349306717,0.0,0.290295239124929,-0.5366973736587629,1,12.0,1,1,-0.8907776990070859,-0.8907776990070855
2016-11-10,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,-0.7759540517561595,-0.888001129175382,0.0,-1.1738897342494246,-0.5696374715383026,1,8.0,1,1,-0.6313175070952995,-0.631317507095299
2016-11-11,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,-0.8453851921785857,-0.9927229321880316,0.0,-1.3069974591016387,-0.7782580914420532,1,11.0,1,1,0.29776526880627613,0.2977652688062767
2016-11-12,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,-0.3130797822733187,-0.2131272875383067,0.0,0.37015987403625733,-0.306116688501986,1,12.0,1,1,1.6611376363198547,1.6611376363198556
2016-11-14,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,-0.30150792553624767,-0.4574781612344893,0.0,-1.3069974591016387,-0.14141619910428813,1,9.0,1,1,-1.478738992266413,-1.4787389922664127
2016-11-15,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,-0.11635821774311116,-0.15494850808683472,0.0,-0.8810527395745539,-0.009655807586129909,1,8.0,1,1,-0.9880288725133635,-0.988028872513363
2016-11-16,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,-0.44037020638109986,-0.6785575231500828,0.0,-1.147268189278982,-0.22925646011639372,1,11.0,1,1,-0.41825577582582113,-0.41825577582582063
2016-11-17,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,-0.42879834964402885,-0.2713060669897787,0.0,0.8493476835042276,-0.5476774062852762,1,14.0,1,1,-0.3696301890726823,-0.3696301890726818
2016-11-18,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,-0.579232487225952,-0.5738357201374333,0.0,1.0889415882382127,-0.7343379609360005,1,10.0,1,1,0.8961198172494802,0.8961198172494809
2016-11-19,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,-0.7528103382820174,-1.004358688078326,0.0,-1.3069974591016387,-0.5366973736587629,1,14.0,1,1,1.3916553769093298,1.3916553769093305
2016-11-21,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,-0.42879834964402885,-0.6901932790403773,0.0,-1.3069974591016387,-0.2841566232489597,1,10.0,1,1,-1.3777759419087507,-1.3777759419087503
2016-11-22,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,-0.26679235532503454,-0.15494850808683472,0.0,0.4766460539180286,-0.2731765906224463,1,9.0,1,1,0.563164463680278,0.5631644636802786
2016-11-24,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,-1.562840309876989,-1.3999743883483358,0.0,-1.3069974591016387,-1.3052996575146862,1,10.0,1,1,-1.201090603782842,-1.2010906037828415
2016-11-25,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,-1.2388283212390003,-1.1439877587618588,0.0,1.1688062231495413,-1.3711798532737653,1,9.0,1,1,0.7636058136550485,0.7636058136550492
2016-11-26,air_52e2a1fd42bc917a,0,0,1,0,0,0,0,-0.9263881893380828,-0.8763653732850877,0.0,0.42340296397714294,-1.0527589071048828,1,15.0,1,1,1.704566595481055,1.7045665954810558
2016-11-28,air_52e2a1fd42bc917a,0,1,0,0,0,0,0,-0.6023762007000942,-0.771643570272438,0.0,-0.4284864750770265,-0.3719968842610651,1,9.0,1,1,-1.3324910443218583,-1.3324910443218578
2016-11-29,air_52e2a1fd42bc917a,0,0,0,0,0,1,0,-0.6718073411225203,-0.7367363026015548,0.0,0.21043060421360066,-0.5806175041648157,1,11.0,1,1,-0.693305850513423,-0.6933058505134225
2016-11-30,air_52e2a1fd42bc917a,0,0,0,0,0,0,1,-0.8685289056527276,-1.0276301998589148,0.0,-0.0025417555499416345,-0.8770783850806719,1,8.0,1,1,-0.4564881073950829,-0.45648810739508244
2016-12-01,air_52e2a1fd42bc917a,0,0,0,0,1,0,0,-0.7296666248078754,-0.48074967301507804,0.0,-0.481729565017912,-0.7562980261890268,1,7.0,1,1,-0.5604206592338529,-0.5604206592338524
2016-12-02,air_52e2a1fd42bc917a,1,0,0,0,0,0,0,-0.5560887737518101,-0.5971072319180221,0.0,0.9558338633859988,-0.44885711264665756,1,13.0,1,1,1.0249219439925272,1.024921943992528
