visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Toshima-ku Minamiikebukuro,total_area_visitors,total_genre_visitors
2016-04-13,air_573ecdf81b157d22,0,0,0,0,0,0,1,-0.15721319774535708,-0.1383521780521919,0.0,-1.1128718963978232,-0.15597197408715813,1,33.0,1,1,-1.1679473504107978,-1.1679473504107978
2016-04-14,air_573ecdf81b157d22,0,0,0,0,1,0,0,-0.08188026908540653,-0.3135573225111828,0.0,-1.2861388451308404,0.14291624336178146,1,27.0,1,1,-1.1350553656580376,-1.1350553656580373
2016-04-15,air_573ecdf81b157d22,1,0,0,0,0,0,0,0.08134107634448651,0.16199949816322112,0.0,1.708904125825599,-0.10814985929532775,1,41.0,1,1,-0.7142388279051654,-0.7142388279051654
2016-04-16,air_573ecdf81b157d22,0,0,1,0,0,0,0,0.018563635794527678,0.09942623228501003,0.0,-0.32079441647545914,-0.21574961757694605,1,44.0,1,1,-0.5000643012326117,-0.5000643012326117
2016-04-18,air_573ecdf81b157d22,0,1,0,0,0,0,0,0.4077837672042722,0.8377907696479011,0.0,0.42177822095175743,0.2266049442474847,1,32.0,1,1,-1.5064083843552318,-1.5064083843552318
2016-04-19,air_573ecdf81b157d22,0,0,0,0,0,1,0,0.06878558823449456,0.2245727640414322,0.0,1.5851420195877297,0.011405427684248093,1,33.0,1,1,-1.1915492325998014,-1.1915492325998012
2016-04-20,air_573ecdf81b157d22,0,0,0,0,0,0,1,-0.09443575719539826,-0.10080821852526517,0.0,1.535637177092582,-0.25161620367081866,1,28.0,1,1,-1.0587258743233876,-1.0587258743233876
2016-04-21,air_573ecdf81b157d22,0,0,0,0,1,0,0,0.10645205256446995,0.011823660055514608,0.0,-1.2861388451308404,0.16682730075769678,1,27.0,1,1,-1.1644321764677548,-1.1644321764677545
2016-04-22,air_573ecdf81b157d22,1,0,0,0,0,0,0,0.20689595744440417,0.4498365212029922,0.0,0.8178169609129394,0.154871772059739,1,42.0,1,1,-0.6685415666456053,-0.6685415666456053
2016-04-23,air_573ecdf81b157d22,0,0,1,0,0,0,0,0.2822288861043545,0.2871460299196433,0.0,-0.766337998931789,0.25051600164339977,1,51.0,1,1,-0.5718742832119205,-0.5718742832119204
2016-04-25,air_573ecdf81b157d22,0,1,0,0,0,0,0,0.30733986232433835,0.3747486021491392,0.0,0.8673218034080871,0.19073835815361187,1,14.0,1,1,-1.3703209359888495,-1.3703209359888495
2016-04-26,air_573ecdf81b157d22,0,0,0,0,0,1,0,0.4454502315342475,0.6250416656619835,0.0,1.4118750708547128,0.27442705903931486,1,20.0,1,1,-1.0953841168722656,-1.0953841168722656
2016-04-27,air_573ecdf81b157d22,0,0,0,0,0,0,1,0.30733986232433835,0.21205811086579027,0.0,-1.211881581388119,0.3939823460188907,1,34.0,1,1,-1.0760506601855286,-1.0760506601855284
2016-04-28,air_573ecdf81b157d22,0,0,0,0,1,0,0,-0.15721319774535708,-0.5888796923753117,0.0,-1.2861388451308404,0.16682730075769678,1,38.0,1,1,-0.8355123289401518,-0.8355123289401517
2016-04-29,air_573ecdf81b157d22,1,0,0,0,0,0,0,0.018563635794527678,0.16199949816322112,1.0,1.0405887521411044,-0.06032774450349737,1,50.0,1,1,-0.6635198895841151,-0.6635198895841151
2016-04-30,air_573ecdf81b157d22,0,0,1,0,0,0,0,0.04367461201451112,0.19954345769014786,0.0,1.4366274921022864,-0.16792750278511567,1,39.0,1,1,-0.7074595638721537,-0.7074595638721537
2016-05-01,air_573ecdf81b157d22,0,0,0,1,0,0,0,0.3198953504343299,0.6125270124863411,0.0,0.9415790671508089,-0.0005501010137094495,1,30.0,1,1,-0.9864137246379299,-0.9864137246379299
2016-05-02,air_573ecdf81b157d22,0,1,0,0,0,0,0,0.21945144555439566,0.16199949816322112,0.0,-0.41980410146575464,0.154871772059739,1,33.0,1,1,-1.1252630953881317,-1.1252630953881317
2016-05-06,air_573ecdf81b157d22,1,0,0,0,0,0,0,0.30733986232433835,0.2996606830952857,0.0,-1.2613864238832666,0.3939823460188907,1,43.0,1,1,-1.2427703386270006,-1.2427703386270006
2016-05-07,air_573ecdf81b157d22,0,0,1,0,0,0,0,0.6965599937340828,0.7877321569453319,0.0,1.560389598340156,0.417893403414806,1,45.0,1,1,-0.8169321238126384,-0.8169321238126382
2016-05-09,air_573ecdf81b157d22,0,1,0,0,0,0,0,0.35756181476430526,0.21205811086579027,0.0,-1.2861388451308404,0.5135376329984666,1,20.0,1,1,-1.5842443788083287,-1.5842443788083287
2016-05-10,air_573ecdf81b157d22,0,0,0,0,0,1,0,0.3450063266543133,0.3121753362709281,0.0,-1.2613864238832666,0.5015821043005092,1,18.0,1,1,-1.422044209722198,-1.4220442097221977
2016-05-11,air_573ecdf81b157d22,0,0,0,0,0,0,1,0.7216709699540663,0.8753347291748278,0.0,-0.8653476839220845,0.48962657560255146,1,31.0,1,1,-1.2322248167978713,-1.2322248167978713
2016-05-12,air_573ecdf81b157d22,0,0,0,0,1,0,0,0.7593374342840417,0.9879666077556076,0.0,1.9564283383013379,0.6689595060719152,1,30.0,1,1,-1.111955651175183,-1.111955651175183
2016-05-13,air_573ecdf81b157d22,1,0,0,0,0,0,0,0.6965599937340828,0.8002468101209743,0.0,1.4613799133498602,0.5494042190923394,1,34.0,1,1,-0.7554165798093844,-0.7554165798093843
2016-05-14,air_573ecdf81b157d22,0,0,1,0,0,0,0,0.5207831601941983,0.5874977061350568,0.0,0.916826645903235,0.29833811643523017,1,51.0,1,1,-0.594973997694775,-0.594973997694775
2016-05-16,air_573ecdf81b157d22,0,1,0,0,0,0,0,0.4203392553142641,0.3997779085004235,0.0,-0.8405952626745107,0.27442705903931486,1,14.0,1,1,-1.523231002511224,-1.5232310025112237
2016-05-17,air_573ecdf81b157d22,0,0,0,0,0,1,0,0.33245083854432184,0.04936761958244135,0.0,-1.2861388451308404,0.3581157599250181,1,41.0,1,1,-1.351238563155187,-1.351238563155187
2016-05-18,air_573ecdf81b157d22,0,0,0,0,0,0,1,0.5458941364141817,0.9379079950530389,0.0,2.0306856020440596,0.14291624336178146,1,43.0,1,1,-1.1486138937240609,-1.1486138937240606
2016-05-19,air_573ecdf81b157d22,0,0,0,0,1,0,0,0.4580057196442395,0.6250416656619835,0.0,1.5851420195877297,0.3461602312270605,1,39.0,1,1,-1.1400770427195277,-1.1400770427195275
2016-05-20,air_573ecdf81b157d22,1,0,0,0,0,0,0,0.1943404693344122,0.08691157910936809,0.0,-0.8653476839220845,0.29833811643523017,1,38.0,1,1,-0.7549144121032354,-0.7549144121032353
2016-05-21,air_573ecdf81b157d22,0,0,1,0,0,0,0,0.43289474342425605,0.77521750376969,0.0,1.708904125825599,0.10704965726790885,1,46.0,1,1,-0.48022867683972575,-0.4802286768397257
2016-05-23,air_573ecdf81b157d22,0,1,0,0,0,0,0,0.9853362202638936,1.3508915498492318,0.0,1.8079138108158948,0.3820268173209332,1,32.0,1,1,-1.4147627779830372,-1.4147627779830372
2016-05-24,air_573ecdf81b157d22,0,0,0,0,0,1,0,0.9727807321539016,1.1506570990389566,0.0,0.8673218034080871,0.7287371495617031,1,25.0,1,1,-1.3037837149241056,-1.3037837149241054
2016-05-25,air_573ecdf81b157d22,0,0,0,0,0,0,1,0.8221148748340005,0.54995374660813,0.0,-1.2861388451308404,1.0276253670106428,1,38.0,1,1,-1.0994014585214575,-1.0994014585214575
2016-05-26,air_573ecdf81b157d22,0,0,0,0,1,0,0,0.9225587797139347,0.8878493823504698,0.0,-0.39505168021818077,1.0037143096147276,1,39.0,1,1,-1.0634964675318033,-1.0634964675318033
2016-05-27,air_573ecdf81b157d22,1,0,0,0,0,0,0,0.470561207754231,0.2871460299196433,0.0,-1.211881581388119,0.3939823460188907,1,44.0,1,1,-0.7712348625530783,-0.7712348625530782
2016-05-28,air_573ecdf81b157d22,0,0,1,0,0,0,0,0.4580057196442395,0.49989513390556134,0.0,-1.2366340026356928,0.3820268173209332,1,52.0,1,1,-0.5768959602734106,-0.5768959602734105
2016-05-30,air_573ecdf81b157d22,0,1,0,0,0,0,0,0.21945144555439566,0.14948484498757916,0.0,-1.2861388451308404,0.417893403414806,1,33.0,1,1,-1.4017064176231628,-1.4017064176231628
2016-05-31,air_573ecdf81b157d22,0,0,0,0,0,1,0,0.5961160888541487,0.6000123593106987,0.0,-0.14752746774244205,0.5254931616964243,1,23.0,1,1,-1.174977698296884,-1.1749776982968838
2016-06-01,air_573ecdf81b157d22,0,0,0,0,0,0,1,0.7342264580640583,0.7877321569453319,0.0,0.12474916598087078,0.7287371495617031,1,32.0,1,1,-1.1960687419551423,-1.1960687419551423
2016-06-02,air_573ecdf81b157d22,0,0,0,0,1,0,0,0.633782553184124,0.7376735442427633,0.0,1.931675917053764,0.5254931616964243,1,23.0,1,1,-1.1355575333641865,-1.1355575333641865
2016-06-03,air_573ecdf81b157d22,1,0,0,0,0,0,0,0.470561207754231,0.5124097870812033,0.0,1.8574186533110422,0.27442705903931486,1,46.0,1,1,-0.8287330649071402,-0.82873306490714
2016-06-04,air_573ecdf81b157d22,0,0,1,0,0,0,0,0.7593374342840417,0.8878493823504698,0.0,0.69405485467507,0.5254931616964243,1,46.0,1,1,-0.6554852062857309,-0.6554852062857309
2016-06-06,air_573ecdf81b157d22,0,1,0,0,0,0,0,0.5458941364141817,0.47486582755427653,0.0,-1.162376738892971,0.5254931616964243,1,10.0,1,1,-1.4293256414613584,-1.4293256414613584
2016-06-07,air_573ecdf81b157d22,0,0,0,0,0,1,0,0.49567218397421486,0.09942623228501003,0.0,-1.2861388451308404,0.7765592643535333,1,35.0,1,1,-1.2849524259435177,-1.2849524259435174
2016-06-08,air_573ecdf81b157d22,0,0,0,0,0,0,1,0.7844484105040251,0.9003640355261122,0.0,0.12474916598087078,0.5494042190923394,1,27.0,1,1,-1.120994669885865,-1.120994669885865
2016-06-09,air_573ecdf81b157d22,0,0,0,0,1,0,0,0.6965599937340828,0.4498365212029922,0.0,-1.2861388451308404,0.9200256087290247,1,35.0,1,1,-1.1712114405007663,-1.1712114405007663
2016-06-10,air_573ecdf81b157d22,1,0,0,0,0,0,0,0.9853362202638936,1.0880838331607454,0.0,1.2386081221216951,0.8961145513331091,1,36.0,1,1,-0.7343255361511258,-0.7343255361511258
2016-06-11,air_573ecdf81b157d22,0,0,1,0,0,0,0,0.9853362202638936,1.125627792687672,0.0,1.3623702283595647,0.7167816208637454,1,42.0,1,1,-0.5743851217426655,-0.5743851217426654
2016-06-13,air_573ecdf81b157d22,0,1,0,0,0,0,0,0.5207831601941983,0.32468998944657,0.0,-1.2861388451308404,0.764603735655576,1,35.0,1,1,-1.4903390177584634,-1.4903390177584634
2016-06-14,air_573ecdf81b157d22,0,0,0,0,0,1,0,0.8221148748340005,0.7627028505940476,0.0,0.0009870597430013794,0.7765592643535333,1,20.0,1,1,-1.2108826892865383,-1.2108826892865383
2016-06-15,air_573ecdf81b157d22,0,0,0,0,0,0,1,0.646338041294116,0.26211672356835897,0.0,-1.2861388451308404,0.9200256087290247,1,34.0,1,1,-1.151124732254806,-1.1511247322548057
2016-06-16,air_573ecdf81b157d22,0,0,0,0,1,0,0,0.809559386724009,0.5374390934324876,0.0,-1.2861388451308404,0.931981137426982,1,32.0,1,1,-1.2219303788218165,-1.2219303788218165
2016-06-17,air_573ecdf81b157d22,1,0,0,0,0,0,0,1.0732246370338359,1.138142445863314,0.0,0.7435596971702176,0.8961145513331091,1,34.0,1,1,-0.6632688057310406,-0.6632688057310406
2016-06-18,air_573ecdf81b157d22,0,0,1,0,0,0,0,1.38711183978363,1.6136992665377186,0.0,2.005933180796486,1.0993585391983884,1,46.0,1,1,-0.5718742832119205,-0.5718742832119204
2016-06-20,air_573ecdf81b157d22,0,1,0,0,0,0,0,1.0857801251438277,1.0880838331607454,0.0,0.1742540084760186,1.015669838312685,1,9.0,1,1,-1.4597067876833738,-1.4597067876833736
2016-06-21,air_573ecdf81b157d22,0,0,0,0,0,1,0,0.8848923153839593,0.7001295847158365,0.0,-0.6673283139414935,1.1113140678963458,1,27.0,1,1,-1.2452811771577457,-1.2452811771577454
2016-06-22,air_573ecdf81b157d22,0,0,0,0,0,0,1,0.8848923153839593,0.47486582755427653,0.0,-1.2861388451308404,1.0993585391983884,1,27.0,1,1,-1.1830123815952682,-1.183012381595268
2016-06-23,air_573ecdf81b157d22,0,0,0,0,1,0,0,0.9225587797139347,0.850305422823543,0.0,-0.46930894396090245,1.135225125292261,1,29.0,1,1,-1.1787439560930015,-1.1787439560930015
2016-06-24,air_573ecdf81b157d22,1,0,0,0,0,0,0,0.8848923153839593,0.6500709720132678,0.0,-1.2861388451308404,1.0754474818024728,1,40.0,1,1,-0.6851131009485226,-0.6851131009485226
2016-06-25,air_573ecdf81b157d22,0,0,1,0,0,0,0,1.223890494353737,1.075569179985103,0.0,-1.2861388451308404,1.1950027687820488,1,49.0,1,1,-0.5224107641562428,-0.5224107641562428
2016-06-27,air_573ecdf81b157d22,0,1,0,0,0,0,0,1.0983356132538193,1.1005984863363873,0.0,1.2881129646168432,1.0754474818024728,1,33.0,1,1,-1.4049705077131314,-1.4049705077131314
2016-06-28,air_573ecdf81b157d22,0,0,0,0,0,1,0,0.43289474342425605,0.33720464262221245,0.0,-1.2861388451308404,0.621137391280085,1,44.0,1,1,-1.258839705223769,-1.258839705223769
2016-06-29,air_573ecdf81b157d22,0,0,0,0,0,0,1,0.7342264580640583,0.5124097870812033,0.0,-1.2861388451308404,0.8602479652392367,1,29.0,1,1,-1.0815745049531678,-1.0815745049531675
2016-06-30,air_573ecdf81b157d22,0,0,0,0,1,0,0,0.9225587797139347,0.8753347291748278,0.0,-1.1376243176453973,0.9798032522188126,1,38.0,1,1,-1.0569682873518662,-1.056968287351866
2016-07-01,air_573ecdf81b157d22,1,0,0,0,0,0,0,1.249001470573721,1.3133475903223055,0.0,-0.19703231023758963,1.2069582974800066,1,38.0,1,1,1.5153857873964482,1.5153857873964482
2016-07-02,air_573ecdf81b157d22,0,0,1,0,0,0,0,1.4247783041136053,1.463523428430012,0.0,0.42177822095175743,1.3743356992514126,1,51.0,1,1,1.6203388379815917,1.6203388379815917
2016-07-04,air_573ecdf81b157d22,0,1,0,0,0,0,0,1.5252222089935397,1.7138164919428558,0.0,0.471283063446905,1.398246756647328,1,35.0,1,1,-0.1992658452493535,-0.19926584524935348
2016-07-05,air_573ecdf81b157d22,0,0,0,0,0,1,0,0.7593374342840417,0.6876149315401946,0.0,-1.2861388451308404,0.9917587809167699,1,25.0,1,1,0.24088414919025555,0.24088414919025558
2016-07-06,air_573ecdf81b157d22,0,0,0,0,0,0,1,0.9351142678239267,0.850305422823543,0.0,-0.27128957398031145,1.0276253670106428,1,37.0,1,1,0.5441934437042588,0.5441934437042588
2016-07-07,air_573ecdf81b157d22,0,0,0,0,1,0,0,1.4750002565535723,2.0767414340364807,0.0,1.8821710745586164,1.1950027687820488,1,31.0,1,1,0.5000026855631458,0.5000026855631458
