visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hiroshima-ken Fukuyama-shi Higashisakuramachi,total_area_visitors,total_genre_visitors
2016-08-09,air_c3585b0fba3998d0,0,0,0,0,0,1,0,1.2987828913471946,1.3507553707974809,0.0,1.2016868145302042,1.140334116328141,1,16.0,1,1,-0.3315970523884177,-0.3315970523884177
2016-08-11,air_c3585b0fba3998d0,0,0,0,0,1,0,0,1.138840665039921,1.2191765671678492,1.0,1.8875377818915737,0.9154092589198789,1,11.0,1,1,0.349535887440008,0.349535887440008
2016-08-12,air_c3585b0fba3998d0,1,0,0,0,0,0,0,1.2028175555628302,1.3617202710999503,0.0,1.8875377818915737,1.017647830469089,1,7.0,1,1,-0.07548814839294107,-0.07548814839294107
2016-08-13,air_c3585b0fba3998d0,0,0,1,0,0,0,0,1.2454688159114367,1.3946149720073577,1.0,1.7820222484513633,1.058543259088773,1,16.0,1,1,0.08758974346742653,0.08758974346742653
2016-08-14,air_c3585b0fba3998d0,0,0,0,1,0,0,0,1.3414341516958008,1.4384745732172348,1.0,1.7292644817312577,1.171005687792904,1,10.0,1,1,-0.9306438050388061,-0.9306438050388061
2016-08-15,air_c3585b0fba3998d0,0,1,0,0,0,0,0,1.3201085215214976,1.2740010686801955,1.0,0.436699197088677,1.344811259426561,1,9.0,1,1,-1.447239543012588,-1.447239543012588
2016-08-20,air_c3585b0fba3998d0,0,0,1,0,0,0,0,1.3307713366086493,1.3617202710999503,0.0,0.911519097569625,1.2527965450322722,1,5.0,1,1,0.6242509938625065,0.6242509938625065
2016-08-21,air_c3585b0fba3998d0,0,0,0,1,0,0,0,1.4054110422187103,1.5042639750320506,0.0,1.5446122982108892,1.3550351165814822,1,5.0,1,1,-0.8259383129494873,-0.8259383129494873
2016-08-22,air_c3585b0fba3998d0,0,1,0,0,0,0,0,1.213480370649982,1.4055798723098272,0.0,0.4894569638087824,1.191453402102746,1,2.0,1,1,-1.9915621708776179,-1.9915621708776179
2016-08-24,air_c3585b0fba3998d0,0,0,0,0,0,0,1,1.2454688159114367,1.3836500717048883,0.0,0.2520470135683083,1.181229544947825,1,26.0,1,1,-0.44432874944625567,-0.44432874944625567
2016-08-26,air_c3585b0fba3998d0,1,0,0,0,0,0,0,1.1281778499527693,1.3068957695876038,0.0,0.7796246807693616,1.160781830637983,1,18.0,1,1,1.031763309764141,1.031763309764141
2016-08-27,air_c3585b0fba3998d0,0,0,1,0,0,0,0,0.9575728085583441,0.8244401562789554,0.0,-1.4362015214750627,1.119886402018299,1,11.0,1,1,1.093419157022311,1.093419157022311
2016-08-28,air_c3585b0fba3998d0,0,0,0,1,0,0,0,0.9255843632968893,0.8463699568838938,0.0,-1.1724126878745358,0.9256331160747997,1,4.0,1,1,-0.28672327006442394,-0.28672327006442394
2016-08-29,air_c3585b0fba3998d0,0,1,0,0,0,0,0,0.7443165068153126,0.7367209538592011,0.0,-0.8031083208337986,0.8131706873706688,1,2.0,1,1,-1.4326464430698258,-1.4326464430698258
2016-08-30,air_c3585b0fba3998d0,0,0,0,0,0,1,0,0.6270255408566451,0.5064580475073465,0.0,0.4894569638087824,0.5371265441878017,1,18.0,1,1,-0.6566583536134457,-0.6566583536134457
2016-08-31,air_c3585b0fba3998d0,0,0,0,0,0,0,1,0.8616074727739798,0.7586507544641399,0.0,1.2016868145302042,0.6802605443566956,1,10.0,1,1,-0.23601224776332527,-0.23601224776332527
2016-09-01,air_c3585b0fba3998d0,0,0,0,0,1,0,0,0.7443165068153126,0.9231242590011791,0.0,0.3048047802884137,0.5269026870328805,1,1.0,1,1,-0.6212700862522473,-0.6212700862522473
2016-09-02,air_c3585b0fba3998d0,1,0,0,0,0,0,0,0.9255843632968893,1.0875977635382184,0.0,0.46307808044872956,0.7109321158214588,1,8.0,1,1,0.5574875616243694,0.5574875616243694
2016-09-03,air_c3585b0fba3998d0,0,0,1,0,0,0,0,1.085526589604163,1.076632863235749,0.0,-0.038120703392271006,0.9563046875395628,1,11.0,1,1,1.1273481143892332,1.1273481143892332
2016-09-04,air_c3585b0fba3998d0,0,0,0,1,0,0,0,1.0748637745170113,1.0985626638406878,0.0,-1.2251704545946411,1.2630204021871931,1,1.0,1,1,-0.7602693632070573,-0.7602693632070573
2016-09-05,air_c3585b0fba3998d0,0,1,0,0,0,0,0,0.8935959180354346,0.7805805550690784,0.0,-1.1724126878745358,1.119886402018299,1,3.0,1,1,-1.3436285334189764,-1.3436285334189764
2016-09-06,air_c3585b0fba3998d0,0,0,0,0,0,1,0,1.085526589604163,1.0985626638406878,0.0,0.5422147305288876,1.058543259088773,1,4.0,1,1,-0.6566583536134457,-0.6566583536134457
2016-09-07,air_c3585b0fba3998d0,0,0,0,0,0,0,1,1.0748637745170113,1.153387165353034,0.0,-0.7767294374737458,1.140334116328141,1,4.0,1,1,-0.5621680314840605,-0.5621680314840605
2016-09-08,air_c3585b0fba3998d0,0,0,0,0,1,0,0,0.8082933973382218,0.8025103556740169,0.0,-0.3019095369927977,0.843842258835432,1,2.0,1,1,-0.41806116954928374,-0.41806116954928374
2016-09-09,air_c3585b0fba3998d0,1,0,0,0,0,0,0,0.7443165068153126,0.7147911532542626,0.0,1.2280656978902569,0.7518275444411426,1,5.0,1,1,0.8675909354080661,0.8675909354080661
2016-09-10,air_c3585b0fba3998d0,0,0,1,0,0,0,0,0.754979321902464,0.7476858541616705,0.0,0.6477302639690983,0.6700366872017745,1,9.0,1,1,1.364485988459119,1.364485988459119
2016-09-11,air_c3585b0fba3998d0,0,0,0,1,0,0,0,0.9149215482097376,0.9450540596061175,0.0,1.1753079311701518,0.9256331160747997,1,5.0,1,1,-0.3312322248898486,-0.3312322248898486
2016-09-13,air_c3585b0fba3998d0,0,0,0,0,0,1,0,0.7229908766410091,0.5941772499271007,0.0,-0.22277288691263974,0.8336184016805107,1,6.0,1,1,-0.8171824529838299,-0.8171824529838299
2016-09-15,air_c3585b0fba3998d0,0,0,0,0,1,0,0,0.8296190275125249,0.6818964523468547,0.0,-1.2779282213147465,0.9256331160747997,1,2.0,1,1,-0.11452469073982996,-0.11452469073982996
2016-09-16,air_c3585b0fba3998d0,1,0,0,0,0,0,0,0.8722702878611315,0.8354050565814248,0.0,-0.17001512019253437,0.9563046875395628,1,34.0,1,1,0.8011923306684982,0.8011923306684982
2016-09-17,air_c3585b0fba3998d0,0,0,1,0,0,0,0,0.9362471783840407,1.010843461420933,0.0,-0.09087847011237639,0.9869762590043258,1,12.0,1,1,1.2524839463984192,1.2524839463984192
2016-09-18,air_c3585b0fba3998d0,0,0,0,1,0,0,0,0.7976305822510705,0.4187388450875921,0.0,-1.4625804048351152,1.068767116243694,1,8.0,1,1,0.10254767090875777,0.10254767090875777
2016-09-19,air_c3585b0fba3998d0,0,1,0,0,0,0,0,0.5950370955951902,0.5283878481122849,1.0,-1.4362015214750627,0.6086935442722486,1,2.0,1,1,-1.3257519859890925,-1.3257519859890925
2016-09-20,air_c3585b0fba3998d0,0,0,0,0,0,1,0,0.30714108824209774,0.19944083903820659,0.0,-1.4625804048351152,0.5064549727230385,1,1.0,1,1,-1.7982035966360188,-1.7982035966360188
2016-09-21,air_c3585b0fba3998d0,0,0,0,0,0,0,1,0.44575768437506835,0.27619514115549143,0.0,-1.4625804048351152,0.41444025832874926,1,5.0,1,1,0.30539176011315233,0.30539176011315233
2016-09-23,air_c3585b0fba3998d0,1,0,0,0,0,0,0,0.4670833145493714,0.4625984462974691,0.0,-0.3810461870729559,0.6393651157370117,1,2.0,1,1,0.1251669758200392,0.1251669758200392
2016-09-24,air_c3585b0fba3998d0,0,0,1,0,0,0,0,0.6163627257694934,0.5941772499271007,0.0,0.515835847168835,0.5882458299624067,1,9.0,1,1,1.0313984822655717,1.0313984822655717
2016-09-25,air_c3585b0fba3998d0,0,0,0,1,0,0,0,0.5630486503337354,0.3748792438777152,0.0,-1.251549337954694,0.7824991159059057,1,12.0,1,1,-0.42608737451780293,-0.42608737451780293
2016-09-26,air_c3585b0fba3998d0,0,1,0,0,0,0,0,0.6910024313795547,0.5941772499271007,0.0,-1.1987915712345887,0.843842258835432,1,4.0,1,1,-1.0999237643748476,-1.0999237643748476
2016-09-27,air_c3585b0fba3998d0,0,0,0,0,0,1,0,0.9042587331225863,0.9121593586987097,0.0,0.436699197088677,0.7824991159059057,1,13.0,1,1,-0.49102666926309474,-0.49102666926309474
2016-09-29,air_c3585b0fba3998d0,0,0,0,0,1,0,0,0.4564204994622197,0.22137063964314507,0.0,-1.4625804048351152,0.5882458299624067,1,4.0,1,1,-0.2600908626688829,-0.2600908626688829
2016-09-30,air_c3585b0fba3998d0,1,0,0,0,0,0,0,0.296478273154946,0.0897918360135138,0.0,-1.4625804048351152,0.48600725841319664,1,8.0,1,1,1.098161914503709,1.098161914503709
2016-10-01,air_c3585b0fba3998d0,0,0,1,0,0,0,0,0.49907175981082624,0.36391434357524577,0.0,-1.3570648713949045,0.6700366872017745,1,3.0,1,1,1.131361216873493,1.131361216873493
2016-10-02,air_c3585b0fba3998d0,0,0,0,1,0,0,0,0.8402818425996766,0.7367209538592011,0.0,0.7268669140492565,0.8233945445255896,1,13.0,1,1,-0.4808114993031612,-0.4808114993031612
2016-10-03,air_c3585b0fba3998d0,0,1,0,0,0,0,0,0.8402818425996766,0.725756053556732,0.0,-1.1987915712345887,1.017647830469089,1,9.0,1,1,-1.5366222801620064,-1.5366222801620064
2016-10-05,air_c3585b0fba3998d0,0,0,0,0,0,0,1,0.7443165068153126,0.8573348571863633,0.0,-1.2251704545946411,0.8029468302157476,1,3.0,1,1,-0.8802976102362764,-0.8802976102362764
2016-10-06,air_c3585b0fba3998d0,0,0,0,0,1,0,0,0.5630486503337354,0.5393527484147543,0.0,0.3048047802884137,0.4451118297935124,1,8.0,1,1,-0.42025013454069804,-0.42025013454069804
2016-10-07,air_c3585b0fba3998d0,1,0,0,0,0,0,0,0.24316419771918812,0.254265340550553,0.0,-0.46018283715311387,0.16906768661064522,1,2.0,1,1,0.7249433834675656,0.7249433834675656
2016-10-08,air_c3585b0fba3998d0,0,0,1,0,0,0,0,0.5630486503337354,0.5283878481122849,0.0,-0.6712139040335352,0.4962311155681174,1,2.0,1,1,0.9701074625059706,0.9701074625059706
2016-10-09,air_c3585b0fba3998d0,0,0,0,1,0,0,0,0.32846671841640085,0.2981249417604299,0.0,0.09377371340799234,0.19973925807540832,1,17.0,1,1,0.27146280274623025,0.27146280274623025
2016-10-10,air_c3585b0fba3998d0,0,1,0,0,0,0,0,0.04057071106330829,0.15558123782832964,1.0,1.148929047810099,-0.014961742177933016,1,7.0,1,1,-0.810615558009587,-0.810615558009587
2016-10-14,air_c3585b0fba3998d0,1,0,0,0,0,0,0,-0.1300343303311171,0.03496733450116741,0.0,-0.038120703392271006,-0.13764802803698503,1,6.0,1,1,0.8774412778694306,0.8774412778694306
2016-10-15,air_c3585b0fba3998d0,0,0,1,0,0,0,0,-0.08738306998251057,0.24330044024808353,0.0,1.0170346310098357,-0.3727967426001683,1,17.0,1,1,1.3287328935993516,1.3287328935993516
2016-10-16,air_c3585b0fba3998d0,0,0,0,1,0,0,0,0.17918730719627887,0.19944083903820659,0.0,-1.3834437547549574,0.08727682937127706,1,2.0,1,1,-0.5121866641801,-0.5121866641801
2016-10-17,air_c3585b0fba3998d0,0,1,0,0,0,0,0,0.31780390332924946,0.254265340550553,0.0,-1.1724126878745358,0.5371265441878017,1,5.0,1,1,-1.4060140356742847,-1.4060140356742847
2016-10-18,air_c3585b0fba3998d0,0,0,0,0,0,1,0,0.5417230201594324,0.495493147204877,0.0,0.09377371340799234,0.5269026870328805,1,2.0,1,1,-0.6282018087250594,-0.6282018087250594
2016-10-21,air_c3585b0fba3998d0,1,0,0,0,0,0,0,0.05123352615046002,-0.15143597064081024,0.0,-1.3306859880348518,0.11794840083604016,1,30.0,1,1,0.900060582780712,0.900060582780712
2016-10-22,air_c3585b0fba3998d0,0,0,1,0,0,0,0,-0.22599966611548117,-0.6996809857642742,0.0,-1.4625804048351152,0.056605257906514155,1,5.0,1,1,1.430884593198687,1.430884593198687
2016-10-23,air_c3585b0fba3998d0,0,0,0,1,0,0,0,-0.05539462472105576,-0.16240087094327968,0.0,-1.3834437547549574,0.036157543596672025,1,2.0,1,1,-0.25388879519320895,-0.25388879519320895
2016-10-26,air_c3585b0fba3998d0,0,0,0,0,0,0,1,0.2858154580677947,0.15558123782832964,0.0,-1.2779282213147465,0.34287325824430226,1,6.0,1,1,-0.21266328785490576,-0.21266328785490576
2016-10-30,air_c3585b0fba3998d0,0,0,0,1,0,0,0,-0.4285931527713612,-0.40362867759760374,0.0,0.8323824474894668,-0.39324445691001025,1,2.0,1,1,-0.17326191800944782,-0.17326191800944782
2016-10-31,air_c3585b0fba3998d0,0,1,0,0,0,0,0,-0.36461626224845173,-0.3159094751778494,0.0,-0.9086238542740092,-0.43413988552969435,1,7.0,1,1,-1.0802230794521186,-1.0802230794521186
2016-11-04,air_c3585b0fba3998d0,1,0,0,0,0,0,0,-0.6951635299501506,-0.4584531791099501,0.0,1.0961712810899935,-0.8839896003462188,1,7.0,1,1,-0.012737818639063607,-0.012737818639063607
2016-11-06,air_c3585b0fba3998d0,0,0,0,1,0,0,0,-0.4712444131199675,-0.20626047215315663,0.0,0.27842589692836084,-0.6079454571633514,1,18.0,1,1,-0.5643569964754748,-0.5643569964754748
2016-11-07,air_c3585b0fba3998d0,0,1,0,0,0,0,0,-0.6951635299501506,-0.5132776806222965,0.0,1.1225501644500466,-0.8839896003462188,1,4.0,1,1,-1.3129830235391757,-1.3129830235391757
2016-11-10,air_c3585b0fba3998d0,0,0,0,0,1,0,0,-0.9084198316931822,-1.0505577954432912,0.0,-1.1987915712345887,-0.8430941717265347,1,28.0,1,1,-0.5862466463896181,-0.5862466463896181
2016-11-11,air_c3585b0fba3998d0,1,0,0,0,0,0,0,-0.6311866394272412,-0.4365233785050116,0.0,-0.24915177027269256,-0.6795124572477985,1,3.0,1,1,0.32691658252872663,0.32691658252872663
2016-11-12,air_c3585b0fba3998d0,0,0,1,0,0,0,0,-0.609861009252938,-0.3378392757827879,0.0,0.9378979809296776,-0.8124226002617716,1,5.0,1,1,1.6669279847728657,1.6669279847728657
2016-11-13,air_c3585b0fba3998d0,0,0,0,1,0,0,0,-0.3966047075099064,-0.32687437548031884,0.0,-0.011741820032218431,-0.4954830284592203,1,1.0,1,1,-0.43338392448918406,-0.43338392448918406
2016-11-16,air_c3585b0fba3998d0,0,0,0,0,0,0,1,-0.7271519752116052,-0.6996809857642742,0.0,1.0961712810899935,-0.7101840287125615,1,31.0,1,1,-0.3768356622109805,-0.3768356622109805
2016-11-18,air_c3585b0fba3998d0,1,0,0,0,0,0,0,-0.5245584885557254,-0.5352074812272349,0.0,-0.19639400355258715,-0.6386170286281145,1,12.0,1,1,0.9150185102220433,0.9150185102220433
2016-11-19,air_c3585b0fba3998d0,0,0,1,0,0,0,0,-0.07672025489535922,-0.15143597064081024,0.0,-1.4362015214750627,-0.004737885023011861,1,3.0,1,1,1.4020632208117316,1.4020632208117316
2016-11-20,air_c3585b0fba3998d0,0,0,0,1,0,0,0,-0.11937151524396539,-0.0856465688259948,0.0,-1.2251704545946411,-0.07630488510745903,1,15.0,1,1,-0.1918681204364696,-0.1918681204364696
2016-11-22,air_c3585b0fba3998d0,0,0,0,0,0,1,0,-0.16202277559257156,-0.06371676822105593,0.0,0.8587613308495199,-0.2910058853608002,1,4.0,1,1,0.5877682440056009,0.5877682440056009
2016-11-24,air_c3585b0fba3998d0,0,0,0,0,1,0,0,-0.7911288657345149,-0.7983650884864977,0.0,0.12015259676804492,-0.7613033144871665,1,7.0,1,1,-1.1462568566931175,-1.1462568566931175
2016-11-25,air_c3585b0fba3998d0,1,0,0,0,0,0,0,-0.8977570166060307,-0.7764352878815592,0.0,0.46307808044872956,-0.8533180288814557,1,4.0,1,1,0.7847750932328906,0.7847750932328906
2016-11-26,air_c3585b0fba3998d0,0,0,1,0,0,0,0,-0.887094201518879,-0.8312597893939057,0.0,0.22566813020825569,-1.1191383149094019,1,21.0,1,1,1.709612802105445,1.709612802105445
2016-11-27,air_c3585b0fba3998d0,0,0,0,1,0,0,0,-0.7484776053859086,-1.1821365990729225,0.0,-1.4625804048351152,-0.39324445691001025,1,2.0,1,1,-0.545750794048453,-0.545750794048453
2016-11-28,air_c3585b0fba3998d0,0,1,0,0,0,0,0,-0.8444429411702727,-0.9738034933260061,0.0,-0.9877605043541673,-0.7817510287970085,1,1.0,1,1,-1.275405791186563,-1.275405791186563
2016-11-29,air_c3585b0fba3998d0,0,0,0,0,0,1,0,-0.9723967222160916,-0.76547038757909,0.0,-0.3019095369927977,-1.0168997433601918,1,6.0,1,1,-0.6471728386506502,-0.6471728386506502
2016-12-02,air_c3585b0fba3998d0,1,0,0,0,0,0,0,-0.9190826467803337,-0.8422246896963749,0.0,0.8851402142095725,-0.9044373146560607,1,20.0,1,1,1.0416136522255053,1.0416136522255053
2016-12-03,air_c3585b0fba3998d0,0,0,1,0,0,0,0,-0.9510710920417885,-0.7874001881840285,0.0,0.8060035641294142,-1.088466743444639,1,2.0,1,1,2.147040972889742,2.147040972889742
2016-12-04,air_c3585b0fba3998d0,0,0,0,1,0,0,0,-0.9510710920417885,-1.280820701795146,0.0,-1.0405182710742726,-0.9351088861208238,1,6.0,1,1,-0.35056808231400854,-0.35056808231400854
2016-12-05,air_c3585b0fba3998d0,0,1,0,0,0,0,0,-0.6631750846886958,-0.5681021821346429,0.0,0.1729103634881503,-0.7306317430224035,1,2.0,1,1,-1.2111961514384093,-1.2111961514384093
2016-12-07,air_c3585b0fba3998d0,0,0,0,0,0,0,1,-1.1216761334362138,-0.9738034933260061,0.0,0.33118366364846624,-1.2724961722332169,1,4.0,1,1,-0.21521708034488915,-0.21521708034488915
2016-12-08,air_c3585b0fba3998d0,0,0,0,0,1,0,0,-1.0683620580004558,-0.9738034933260061,0.0,0.9378979809296776,-1.1191383149094019,1,4.0,1,1,-0.05286884348165966,-0.05286884348165966
2016-12-09,air_c3585b0fba3998d0,1,0,0,0,0,0,0,-0.8657685713445759,-0.6119617833445199,0.0,-0.27553065363274515,-0.9146611718109816,1,25.0,1,1,1.6508755748358273,1.6508755748358273
2016-12-11,air_c3585b0fba3998d0,0,0,0,1,0,0,0,-1.1110133183490623,-0.9628385930235369,0.0,1.0170346310098357,-1.20092917214877,1,34.0,1,1,0.13611180077711083,0.13611180077711083
2016-12-12,air_c3585b0fba3998d0,0,1,0,0,0,0,0,-1.1856530239591232,-1.3795048045173695,0.0,-1.093276037794378,-1.2213768864586119,1,7.0,1,1,-1.0196617146896554,-1.0196617146896554
2016-12-13,air_c3585b0fba3998d0,0,0,0,0,0,1,0,-0.9297454618674853,-1.3904697048198387,0.0,-1.4625804048351152,-0.5977216000084304,1,10.0,1,1,-0.45271978191334394,-0.45271978191334394
2016-12-15,air_c3585b0fba3998d0,0,0,0,0,1,0,0,-1.3242696200920938,-1.4672240069371236,0.0,-0.9350027376340618,-1.1191383149094019,1,2.0,1,1,0.28277245520187094,0.28277245520187094
2016-12-16,air_c3585b0fba3998d0,1,0,0,0,0,0,0,-1.4308977709636095,-1.3795048045173695,0.0,-0.14363623683248178,-1.354287029472585,1,20.0,1,1,1.8179665691804545,1.8179665691804545
2016-12-17,air_c3585b0fba3998d0,0,0,1,0,0,0,0,-1.3029439899177906,-1.1163471972581067,0.0,0.6213513806090457,-1.4463017438668742,1,4.0,1,1,2.7953394378469527,2.7953394378469527
2016-12-18,air_c3585b0fba3998d0,0,0,0,1,0,0,0,-1.2709555446563359,-1.039592895140822,0.0,0.8323824474894668,-1.436077886711953,1,26.0,1,1,0.2335207428950485,0.2335207428950485
2016-12-19,air_c3585b0fba3998d0,0,1,0,0,0,0,0,-1.0257107976518496,-0.8970491912087213,0.0,0.8323824474894668,-1.2213768864586119,1,5.0,1,1,-0.49394528925164716,-0.49394528925164716
2016-12-20,air_c3585b0fba3998d0,0,0,0,0,0,1,0,-0.7591404204730601,-0.7545054872766206,0.0,-0.9613816209941146,-0.5772738856985884,1,1.0,1,1,0.20725316299807656,0.20725316299807656
2016-12-21,air_c3585b0fba3998d0,0,0,0,0,0,0,1,-0.833780126083121,-0.7545054872766206,0.0,-0.27553065363274515,-0.8533180288814557,1,25.0,1,1,0.7650744083101617,0.7650744083101617
2016-12-22,air_c3585b0fba3998d0,0,0,0,0,1,0,0,-0.4605815980328158,-0.6448564842519278,0.0,-1.4625804048351152,-0.4136921712198522,1,9.0,1,1,1.8332893241203547,1.8332893241203547
2016-12-23,air_c3585b0fba3998d0,1,0,0,0,0,0,0,-0.9297454618674853,-1.0286279948383525,1.0,-1.3834437547549574,-0.7715271716420876,1,19.0,1,1,1.3542708184991854,1.3542708184991854
