visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Shizuoka-ken Hamamatsu-shi Motoshirochō,total_area_visitors,total_genre_visitors
2016-07-15,air_bebd55ed63ab2422,1,0,0,0,0,0,0,1.1770032309942542,1.1624583353659237,0.0,0.9351688525020599,1.1154053172263838,1,7.0,1,1,0.9019392257389445,0.9019392257389443
2016-07-16,air_bebd55ed63ab2422,0,0,1,0,0,0,0,0.8909015746883377,0.7292044454870608,0.0,-0.869671595878369,1.0176728991295394,1,14.0,1,1,1.3297244401589117,1.3297244401589114
2016-07-17,air_bebd55ed63ab2422,0,0,0,1,0,0,0,1.1312269659853078,1.13965549905651,0.0,-1.2306396855544546,1.1371236323590157,1,18.0,1,1,0.45503116233000535,0.45503116233000507
2016-07-18,air_bebd55ed63ab2422,0,1,0,0,0,0,0,1.4058845560389872,1.538705134471252,1.0,1.8633725116691375,1.256574365588492,1,2.0,1,1,-0.9869733021717381,-0.9869733021717385
2016-07-19,air_bebd55ed63ab2422,0,0,0,0,0,1,0,1.1083388334808342,1.0712469901282682,0.0,0.3163664130573414,1.1697011050579638,1,5.0,1,1,-0.8212419442673138,-0.8212419442673142
2016-07-20,air_bebd55ed63ab2422,0,0,0,0,0,0,1,1.0854507009763608,1.059845571973561,0.0,0.5226338928722477,1.1262644747926995,1,1.0,1,1,-0.36654309052953415,-0.3665430905295345
2016-07-21,air_bebd55ed63ab2422,0,0,0,0,1,0,0,1.0511185022196508,1.059845571973561,0.0,0.8320351125946068,1.1154053172263838,1,20.0,1,1,-0.15796238581648725,-0.1579623858164876
2016-07-22,air_bebd55ed63ab2422,1,0,0,0,0,0,0,0.913789707192811,0.7748101181058883,0.0,-1.0501556407164117,1.0719686869611194,1,4.0,1,1,0.9621407873708936,0.9621407873708934
2016-07-23,air_bebd55ed63ab2422,0,0,1,0,0,0,0,0.7993490446704444,0.7292044454870608,0.0,-1.5400409052768138,0.9959545839969074,1,9.0,1,1,1.2606697076987348,1.2606697076987345
2016-07-24,air_bebd55ed63ab2422,0,0,0,1,0,0,0,0.8451253096793914,0.8660214633435437,0.0,-0.8954550308552323,0.9633771112979593,1,7.0,1,1,-0.42674465216148316,-0.42674465216148355
2016-07-25,air_bebd55ed63ab2422,0,1,0,0,0,0,0,0.9481219059495211,1.0028384812000266,0.0,0.4452835879416578,1.0611095293948036,1,9.0,1,1,-1.0347804246441683,-1.0347804246441688
2016-07-26,air_bebd55ed63ab2422,0,0,0,0,0,1,0,0.6734643158958415,0.5011760823929224,0.0,-1.5916077752305404,0.7787714326705872,1,2.0,1,1,-0.34387897320927097,-0.34387897320927135
2016-07-27,air_bebd55ed63ab2422,0,0,0,0,0,0,1,0.8107931109226812,0.7292044454870608,0.0,-1.3853402954156342,0.8656446932011154,1,6.0,1,1,-0.15158810282016325,-0.15158810282016358
2016-07-28,air_bebd55ed63ab2422,0,0,0,0,1,0,0,0.9595659722017579,0.9572328085811991,0.0,-0.9985887707626853,1.1045461596600676,1,6.0,1,1,0.06124212389043298,0.06124212389043266
2016-07-29,air_bebd55ed63ab2422,1,0,0,0,0,0,0,1.0167863034629412,0.9686342267359062,0.0,-0.40556976629483005,0.9959545839969074,1,5.0,1,1,1.195156243569849,1.1951562435698488
2016-07-30,air_bebd55ed63ab2422,0,0,1,0,0,0,0,1.0968947672285976,1.105451244592389,0.0,1.657105031854231,0.9633771112979593,1,10.0,1,1,1.3070603228386486,1.3070603228386484
2016-07-31,air_bebd55ed63ab2422,0,0,0,1,0,0,0,1.2113354297509642,1.242268262448872,0.0,1.3734872471087354,1.0719686869611194,1,7.0,1,1,-0.3842494321859897,-0.3842494321859901
2016-08-01,air_bebd55ed63ab2422,0,1,0,0,0,0,0,1.1998913634987274,1.1966625898300445,0.0,0.11009893324243533,1.2891518382874396,1,2.0,1,1,-1.0864829422810185,-1.086482942281019
2016-08-03,air_bebd55ed63ab2422,0,0,0,0,0,0,1,1.1083388334808342,1.0712469901282682,0.0,-0.17351885150306076,1.1154053172263838,1,2.0,1,1,-0.3233396168877825,-0.32333961688778284
2016-08-04,air_bebd55ed63ab2422,0,0,0,0,1,0,0,1.1998913634987274,1.1510569172112166,0.0,1.2187866372475558,1.1697011050579638,1,2.0,1,1,-0.20258236679075536,-0.2025823667907557
2016-08-05,air_bebd55ed63ab2422,1,0,0,0,0,0,0,1.2342235622554374,1.1624583353659237,0.0,1.2187866372475558,1.1697011050579638,1,5.0,1,1,0.7992424441315021,0.7992424441315018
2016-08-06,air_bebd55ed63ab2422,0,0,1,0,0,0,0,1.2571116947599106,1.1966625898300445,0.0,1.4250541170624622,1.256574365588492,1,10.0,1,1,0.5683517489313211,0.5683517489313209
2016-08-07,air_bebd55ed63ab2422,0,0,0,1,0,0,0,1.279999827264384,1.2194654261394577,0.0,0.8578185475714699,1.321729310986388,1,15.0,1,1,-0.5722907805775481,-0.5722907805775486
2016-08-08,air_bebd55ed63ab2422,0,1,0,0,0,0,0,1.5661014835703002,1.743930661255976,0.0,1.657105031854231,1.2348560504558597,1,16.0,1,1,-1.068776600624563,-1.0687766006245634
2016-08-09,air_bebd55ed63ab2422,0,0,0,0,0,1,0,1.73776247735385,1.9035505154218728,0.0,1.4766209870161884,1.462898359348496,1,5.0,1,1,-0.2755324944153524,-0.27553249441535277
2016-08-10,air_bebd55ed63ab2422,0,0,0,0,0,0,1,1.4058845560389872,1.629916479708907,0.0,1.1672197672938294,1.2674335231548077,1,10.0,1,1,0.681672335532637,0.6816723355326367
2016-08-11,air_bebd55ed63ab2422,0,0,0,0,1,0,0,1.188447297246491,1.1738597535206303,1.0,0.9093854175251967,1.1914194201905957,1,9.0,1,1,0.3856223030366994,0.38562230303669914
2016-08-12,air_bebd55ed63ab2422,1,0,0,0,0,0,0,1.188447297246491,1.1510569172112166,0.0,-0.40556976629483005,1.321729310986388,1,3.0,1,1,-0.026935457558715875,-0.0269354575587162
2016-08-13,air_bebd55ed63ab2422,0,0,1,0,0,0,0,1.154115098489781,1.13965549905651,1.0,-0.8181047259246423,1.1588419474916476,1,12.0,1,1,0.13135923684999712,0.1313592368499968
2016-08-14,air_bebd55ed63ab2422,0,0,0,1,0,0,0,0.8680134421838646,0.69500019102294,1.0,-1.5916077752305404,1.0068137415632237,1,6.0,1,1,-0.8570087544133541,-0.8570087544133544
2016-08-15,air_bebd55ed63ab2422,0,1,0,0,0,0,0,1.0854507009763608,1.1852611716753374,1.0,-0.4829200712254198,1.0611095293948036,1,8.0,1,1,-1.3584523501241765,-1.358452350124177
2016-08-16,air_bebd55ed63ab2422,0,0,0,0,0,1,0,1.314332026021094,1.4132895347694756,0.0,1.2187866372475558,1.1262644747926995,1,6.0,1,1,-1.246194144022248,-1.2461941440222484
2016-08-17,air_bebd55ed63ab2422,0,0,0,0,0,0,1,1.4058845560389872,1.3562824439959411,0.0,1.0898694623632394,1.462898359348496,1,8.0,1,1,-0.7670605387985596,-0.7670605387985601
2016-08-19,air_bebd55ed63ab2422,1,0,0,0,0,0,0,1.2456676285076742,1.2194654261394577,0.0,-0.04460167661874442,1.2674335231548077,1,11.0,1,1,0.76418388765172,0.7641838876517197
2016-08-20,air_bebd55ed63ab2422,0,0,1,0,0,0,0,1.4058845560389872,1.538705134471252,0.0,0.6515510677565641,1.2348560504558597,1,8.0,1,1,0.6522798083829207,0.6522798083829204
2016-08-21,air_bebd55ed63ab2422,0,0,0,1,0,0,0,1.3715523572822772,1.3562824439959411,0.0,1.0898694623632394,1.1805602626242795,1,16.0,1,1,-0.755374353305299,-0.7553743533052993
2016-08-22,air_bebd55ed63ab2422,0,1,0,0,0,0,0,1.4058845560389872,1.3790852803053553,0.0,-1.5142574702999505,1.441180044215864,1,4.0,1,1,-1.8868095851528113,-1.886809585152812
2016-08-23,air_bebd55ed63ab2422,0,0,0,0,0,1,0,1.2685557610121474,1.2992753532224066,0.0,0.23901610812675167,1.2348560504558597,1,7.0,1,1,-0.5659164975812241,-0.5659164975812245
2016-08-24,air_bebd55ed63ab2422,0,0,0,0,0,0,1,1.2456676285076742,1.253669680603579,0.0,-0.018818241641881013,1.310870153420072,1,18.0,1,1,-0.384957685852248,-0.3849576858522483
2016-08-26,air_bebd55ed63ab2422,1,0,0,0,0,0,0,1.2342235622554374,1.2080640079847516,0.0,1.4766209870161884,1.1805602626242795,1,3.0,1,1,1.0478394809881386,1.0478394809881384
2016-08-27,air_bebd55ed63ab2422,0,0,1,0,0,0,0,1.0854507009763608,1.253669680603579,0.0,-0.6376206810865995,1.1371236323590157,1,5.0,1,1,1.1076869157869584,1.1076869157869582
2016-08-28,air_bebd55ed63ab2422,0,0,0,1,0,0,0,1.1083388334808342,1.128254080901803,0.0,-0.5860538111328729,1.1045461596600676,1,12.0,1,1,-0.23197489394047163,-0.231974893940472
2016-08-29,air_bebd55ed63ab2422,0,1,0,0,0,0,0,1.3944404897867504,1.5159022981618377,0.0,0.5226338928722477,1.3000109958537558,1,1.0,1,1,-1.344287276799012,-1.3442872767990124
2016-08-30,air_bebd55ed63ab2422,0,0,0,0,0,1,0,0.9481219059495211,0.945831390426492,0.0,0.7031179377102904,0.8547855356347992,1,8.0,1,1,-0.591059502733391,-0.5910595027333915
2016-08-31,air_bebd55ed63ab2422,0,0,0,0,0,0,1,1.0396744359674144,1.1510569172112166,0.0,0.8578185475714699,0.8439263780684835,1,3.0,1,1,-0.1827512641355251,-0.18275126413552542
2016-09-01,air_bebd55ed63ab2422,0,0,0,0,1,0,0,1.1426710322375442,1.1624583353659237,0.0,1.0898694623632394,1.0828278445274355,1,2.0,1,1,-0.5567091999198672,-0.5567091999198676
2016-09-02,air_bebd55ed63ab2422,1,0,0,0,0,0,0,1.1655591647420174,1.253669680603579,0.0,1.347703812131872,0.9959545839969074,1,8.0,1,1,0.5874745979202932,0.5874745979202929
2016-09-03,air_bebd55ed63ab2422,0,0,1,0,0,0,0,1.3601082910300408,1.5045008800071307,0.0,0.36793328301106804,1.2891518382874396,1,11.0,1,1,1.1406207112679658,1.1406207112679656
2016-09-04,air_bebd55ed63ab2422,0,0,0,1,0,0,0,1.188447297246491,1.1966625898300445,0.0,0.05853206328870875,0.9850954264305917,1,12.0,1,1,-0.6916315233420588,-0.6916315233420592
2016-09-10,air_bebd55ed63ab2422,0,0,1,0,0,0,0,0.9824541047062311,1.0256413175094408,0.0,0.4452835879416578,0.8113489053695353,1,15.0,1,1,1.3708031528018887,1.3708031528018885
2016-09-11,air_bebd55ed63ab2422,0,0,0,1,0,0,0,0.9938981709584676,0.9686342267359062,0.0,-0.17351885150306076,1.0176728991295394,1,2.0,1,1,-0.2751783675822233,-0.27517836758222364
2016-09-12,air_bebd55ed63ab2422,0,1,0,0,0,0,0,1.0053422372107044,0.8660214633435437,0.0,-1.2048562505775915,1.1479827899253319,1,7.0,1,1,-1.2376951000271492,-1.2376951000271497
2016-09-13,air_bebd55ed63ab2422,0,0,0,0,0,1,0,0.9595659722017579,0.8204157907247162,0.0,-1.4626906003462241,0.9742362688642755,1,8.0,1,1,-0.7468753093102003,-0.7468753093102006
2016-09-14,air_bebd55ed63ab2422,0,0,0,0,0,0,1,0.9710100384539943,0.9230285541170783,0.0,-1.3595568604387709,1.1588419474916476,1,4.0,1,1,-0.37256324669272906,-0.3725632466927294
2016-09-16,air_bebd55ed63ab2422,1,0,0,0,0,0,0,0.913789707192811,0.7634086999511815,0.0,-0.9985887707626853,1.0502503718284875,1,2.0,1,1,0.8240313224505399,0.8240313224505397
2016-09-17,air_bebd55ed63ab2422,0,0,1,0,0,0,0,0.9824541047062311,0.8888242996529574,0.0,-0.6376206810865995,1.0393912142621717,1,24.0,1,1,1.2620862150312513,1.262086215031251
2016-09-18,air_bebd55ed63ab2422,0,0,0,1,0,0,0,0.9252337734450479,0.5125775005476295,0.0,-1.6173912102074037,1.1371236323590157,1,10.0,1,1,0.1458784370082907,0.1458784370082904
2016-09-19,air_bebd55ed63ab2422,0,1,0,0,0,0,0,0.9366778396972842,1.0370427356641474,1.0,-0.5087035062022832,0.9959545839969074,1,1.0,1,1,-1.2405281146921823,-1.2405281146921827
2016-09-20,air_bebd55ed63ab2422,0,0,0,0,0,1,0,0.6162439846346582,0.40996473715526704,0.0,-1.6173912102074037,0.8222080629358515,1,12.0,1,1,-1.699122363594382,-1.6991223635943826
2016-09-21,air_bebd55ed63ab2422,0,0,0,0,0,0,1,0.6391321171391314,0.6151902639399917,0.0,-1.2306396855544546,0.7787714326705872,1,6.0,1,1,0.3427729562280769,0.34277295622807663
2016-09-22,air_bebd55ed63ab2422,0,0,0,0,1,0,0,0.6162439846346582,0.5011760823929224,1.0,-1.5400409052768138,0.7461939599716391,1,10.0,1,1,-0.28828106040800044,-0.2882810604080008
2016-09-23,air_bebd55ed63ab2422,1,0,0,0,0,0,0,0.6505761833913679,0.2617463011440771,0.0,-1.6173912102074037,0.9199404810326954,1,6.0,1,1,0.16783430066229565,0.16783430066229535
2016-09-24,air_bebd55ed63ab2422,0,0,1,0,0,0,0,0.5361355208690013,0.2503448829893704,0.0,-1.6173912102074037,0.7461939599716391,1,30.0,1,1,1.0474853541550095,1.0474853541550093
2016-09-25,air_bebd55ed63ab2422,0,0,0,1,0,0,0,0.6849083821480779,0.7520072817964745,0.0,-0.2766525914105137,0.5833065964768989,1,11.0,1,1,-0.36725134419579236,-0.36725134419579275
2016-09-26,air_bebd55ed63ab2422,0,1,0,0,0,0,0,0.913789707192811,1.0142398993547337,0.0,0.08431549826557193,0.8547855356347992,1,16.0,1,1,-1.0213236049852619,-1.0213236049852623
2016-09-27,air_bebd55ed63ab2422,0,0,0,0,0,1,0,1.0167863034629412,1.0256413175094408,0.0,0.1358823682192985,1.0393912142621717,1,5.0,1,1,-0.43028592049277425,-0.43028592049277464
2016-09-29,air_bebd55ed63ab2422,0,0,0,0,1,0,0,0.9824541047062311,1.0142398993547337,0.0,-0.6634041160634627,1.0176728991295394,1,2.0,1,1,-0.20612363512204648,-0.20612363512204682
2016-09-30,air_bebd55ed63ab2422,1,0,0,0,0,0,0,0.6734643158958415,0.4213661553099741,0.0,-1.5142574702999505,0.8330672205021673,1,6.0,1,1,1.1122905646176369,1.1122905646176369
2016-10-01,air_bebd55ed63ab2422,0,0,1,0,0,0,0,0.7077965146525511,0.5695845913211641,0.0,-1.5916077752305404,0.8439263780684835,1,11.0,1,1,1.144516106432386,1.1445161064323859
2016-10-02,air_bebd55ed63ab2422,0,0,0,1,0,0,0,0.7993490446704444,0.6835987728682332,0.0,-1.4884740353230874,0.9633771112979593,1,20.0,1,1,-0.42037036916515913,-0.4203703691651595
2016-10-05,air_bebd55ed63ab2422,0,0,0,0,0,0,1,0.8222371771749177,0.7976129544153024,0.0,-1.0243722057395486,0.9090813234663793,1,1.0,1,1,-0.8081392514415366,-0.8081392514415371
2016-10-06,air_bebd55ed63ab2422,0,0,0,0,1,0,0,0.9023456409405746,0.8660214633435437,0.0,0.8320351125946068,0.9416587961653273,1,4.0,1,1,-0.3615853148657266,-0.3615853148657269
2016-10-07,air_bebd55ed63ab2422,1,0,0,0,0,0,0,0.6391321171391314,0.6835987728682332,0.0,-0.6634041160634627,0.7679122751042714,1,3.0,1,1,0.7500188143265555,0.7500188143265553
2016-10-08,air_bebd55ed63ab2422,0,0,1,0,0,0,0,0.7192405809047879,0.5353803368570433,0.0,-1.2822065555081812,0.7787714326705872,1,3.0,1,1,0.9879920461893187,0.9879920461893185
2016-10-09,air_bebd55ed63ab2422,0,0,0,1,0,0,0,0.5819117858779481,0.3529576463817325,0.0,-1.4111237303924975,0.5724474389105831,1,4.0,1,1,0.3098391607470695,0.3098391607470692
2016-10-10,air_bebd55ed63ab2422,0,1,0,0,0,0,0,0.35303046083321504,0.30735197376290496,1.0,-0.8954550308552323,0.4312783905484749,1,1.0,1,1,-0.7405010263138763,-0.7405010263138767
2016-10-11,air_bebd55ed63ab2422,0,0,0,0,0,1,0,0.31869826207650503,0.31875339191761165,0.0,-0.6376206810865995,0.44213754811479106,1,1.0,1,1,-1.110209440100669,-1.1102094401006695
2016-10-12,air_bebd55ed63ab2422,0,0,0,0,0,0,1,0.3873626595899251,0.6721973547135262,0.0,0.16166580319616192,0.39870091784952677,1,7.0,1,1,-0.44020147182038943,-0.44020147182038977
2016-10-14,air_bebd55ed63ab2422,1,0,0,0,0,0,0,0.12414913578848195,0.05652077435935293,0.0,-0.9985887707626853,0.1923769240895227,1,6.0,1,1,0.8980438305745243,0.8980438305745241
2016-10-15,air_bebd55ed63ab2422,0,0,1,0,0,0,0,0.1699254007974284,0.3415562282270258,0.0,1.0125191574326495,-0.11167948776732572,1,17.0,1,1,1.3360987231552357,1.3360987231552355
2016-10-16,air_bebd55ed63ab2422,0,0,0,1,0,0,0,0.3873626595899251,0.5125775005476295,0.0,0.8836019825483331,0.2683910270537347,1,2.0,1,1,-0.45082527681426277,-0.45082527681426315
2016-10-17,air_bebd55ed63ab2422,0,1,0,0,0,0,0,0.3415863945809782,0.12492928328759417,0.0,-1.5400409052768138,0.463855863247423,1,4.0,1,1,-1.3184360179805867,-1.3184360179805872
2016-10-19,air_bebd55ed63ab2422,0,0,0,0,0,0,1,0.6391321171391314,0.5923874276305778,0.0,0.11009893324243533,0.7027573297063752,1,2.0,1,1,-0.4345354424903236,-0.434535442490324
2016-10-20,air_bebd55ed63ab2422,0,0,0,0,1,0,0,0.7077965146525511,0.7634086999511815,0.0,0.7804682426408804,0.5724474389105831,1,9.0,1,1,-0.22701711827666407,-0.22701711827666443
2016-10-21,air_bebd55ed63ab2422,1,0,0,0,0,0,0,0.33014232832874185,0.22754204667995667,0.0,-1.1532893806238649,0.48557417838005495,1,11.0,1,1,0.9199996942285292,0.919999694228529
2016-10-22,air_bebd55ed63ab2422,0,0,1,0,0,0,0,0.2958101295720318,0.14773211959700794,0.0,-1.0501556407164117,0.35526428758426287,1,17.0,1,1,1.435254236431387,1.4352542364313867
2016-10-23,air_bebd55ed63ab2422,0,0,0,1,0,0,0,0.33014232832874185,0.2731477192987842,0.0,-0.9985887707626853,0.387841760283211,1,8.0,1,1,-0.20010347895885158,-0.20010347895885192
2016-10-24,air_bebd55ed63ab2422,0,1,0,0,0,0,0,-0.0589559242473047,-0.22851467950831994,0.0,-1.3595568604387709,0.08378534842636257,1,3.0,1,1,-1.1619119577375194,-1.1619119577375199
2016-10-25,air_bebd55ed63ab2422,0,0,0,0,0,1,0,-0.12762032176072438,-0.3539302792100962,0.0,-1.6173912102074037,-0.02480622723679755,1,3.0,1,1,-0.5287331801026673,-0.5287331801026678
2016-10-26,air_bebd55ed63ab2422,0,0,0,0,0,0,1,0.5018033221122916,0.6721973547135262,0.0,0.7289013726871536,0.36612344515057865,1,12.0,1,1,-0.16008714681526193,-0.16008714681526226
2016-10-29,air_bebd55ed63ab2422,0,0,1,0,0,0,0,0.31869826207650503,0.37576048269114626,0.0,0.5999841978028373,0.22495439678847062,1,13.0,1,1,1.6059433699996188,1.6059433699996188
2016-10-30,air_bebd55ed63ab2422,0,0,0,1,0,0,0,-0.24206098428309114,-0.28552177028185455,0.0,-1.2564231205313179,-0.06824285750206163,1,6.0,1,1,-0.12184144883731786,-0.12184144883731819
2016-10-31,air_bebd55ed63ab2422,0,1,0,0,0,0,0,-0.10473218925625116,-0.00048631641418164567,0.0,0.3163664130573414,-0.20941190586416988,1,6.0,1,1,-1.00220075599629,-1.0022007559962904
2016-11-01,air_bebd55ed63ab2422,0,0,0,0,0,1,0,-0.19628471927414448,-0.08029624349713038,0.0,-0.3282194613642403,-0.17683443316522177,1,9.0,1,1,-0.7351891238169396,-0.73518912381694
2016-11-02,air_bebd55ed63ab2422,0,0,0,0,0,0,1,-0.31072538179651105,-0.39953595182892365,0.0,-1.1275059456470016,-0.15511611803258982,1,9.0,1,1,0.34985549289065915,0.34985549289065887
2016-11-03,air_bebd55ed63ab2422,0,0,0,0,1,0,0,-0.24206098428309114,-0.3083246065912687,1.0,1.0125191574326495,-0.1985527482978539,1,2.0,1,1,-0.0871370191906649,-0.08713701919066522
2016-11-04,air_bebd55ed63ab2422,1,0,0,0,0,0,0,-0.2878372492920378,-0.19431042504419954,0.0,0.9351688525020599,-0.2637076936957499,1,12.0,1,1,0.03397435773949136,0.03397435773949105
2016-11-05,air_bebd55ed63ab2422,0,0,1,0,0,0,0,-0.15050845426519782,-0.046091989033009546,0.0,0.9867357224557863,-0.2637076936957499,1,9.0,1,1,1.1622224480888417,1.1622224480888415
2016-11-06,air_bebd55ed63ab2422,0,0,0,1,0,0,0,0.03259660577058863,0.1705349559064221,0.0,0.9351688525020599,-0.24198937856311778,1,11.0,1,1,-0.5014654139517257,-0.5014654139517262
2016-11-07,air_bebd55ed63ab2422,0,1,0,0,0,0,0,-0.3679457130576943,-0.388134533674217,0.0,0.3937167179879312,-0.36144011179259405,1,6.0,1,1,-1.2281336755326633,-1.2281336755326637
2016-11-08,air_bebd55ed63ab2422,0,0,0,0,0,1,0,-0.32216944804874764,-0.3539302792100962,0.0,-1.0501556407164117,-0.2962851663946979,1,6.0,1,1,-1.0585069224638186,-1.058506922463819
2016-11-09,air_bebd55ed63ab2422,0,0,0,0,0,0,1,-0.6540473693636107,-0.6731699875418898,0.0,0.9351688525020599,-0.6220598933841783,1,12.0,1,1,-0.7702476802967216,-0.7702476802967221
2016-11-12,air_bebd55ed63ab2422,0,0,1,0,0,0,0,-0.18484065302190786,-0.05749340718771622,0.0,0.9351688525020599,-0.18769359073153774,1,25.0,1,1,1.6643742974659224,1.6643742974659221
2016-11-13,air_bebd55ed63ab2422,0,0,0,1,0,0,0,-0.09328812300401475,0.0679221925140596,0.0,0.4195001529647946,-0.1985527482978539,1,5.0,1,1,-0.3743338808583746,-0.374333880858375
2016-11-14,air_bebd55ed63ab2422,0,1,0,0,0,0,0,-0.19628471927414448,-0.5021487152212861,0.0,-1.6173912102074037,0.04034871816109849,1,12.0,1,1,-1.3311845839732348,-1.3311845839732352
2016-11-16,air_bebd55ed63ab2422,0,0,0,0,0,0,1,-0.3336135143009843,-0.21711326135361328,0.0,0.16166580319616192,-0.35058095422627794,1,1.0,1,1,-0.3194442217233623,-0.3194442217233626
2016-11-17,air_bebd55ed63ab2422,0,0,0,0,1,0,0,-0.2878372492920378,-0.13730333427066496,0.0,0.6257676327797005,-0.394017584491542,1,2.0,1,1,-0.2730536065834486,-0.27305360658344896
2016-11-18,air_bebd55ed63ab2422,1,0,0,0,0,0,0,-0.3565016468054577,-0.3311274429006824,0.0,-0.018818241641881013,-0.5026091601547021,1,7.0,1,1,0.9345188943868228,0.9345188943868226
2016-11-19,air_bebd55ed63ab2422,0,0,1,0,0,0,0,-0.15050845426519782,-0.3311274429006824,0.0,-1.2564231205313179,-0.035665384803113716,1,20.0,1,1,1.407278216614187,1.407278216614187
2016-11-20,air_bebd55ed63ab2422,0,0,0,1,0,0,0,0.158481334545192,0.1705349559064221,0.0,0.4195001529647946,-0.02480622723679755,1,35.0,1,1,-0.13990191732690255,-0.13990191732690288
2016-11-21,air_bebd55ed63ab2422,0,1,0,0,0,0,0,-0.0589559242473047,-0.17150758873478536,0.0,-1.6173912102074037,0.06206703329373043,1,7.0,1,1,-1.2348620853621164,-1.2348620853621168
2016-11-22,air_bebd55ed63ab2422,0,0,0,0,0,1,0,0.009708473266115398,0.045119356204645855,0.0,0.6257676327797005,-0.003087912104165602,1,12.0,1,1,0.6168671250700095,0.6168671250700092
2016-11-23,air_bebd55ed63ab2422,0,0,0,0,0,0,1,-0.39083384556216755,-0.5819586423042344,1.0,-0.689187551040326,-0.328862639093646,1,7.0,1,1,-0.1986869716263351,-0.19868697162633547
2016-11-25,air_bebd55ed63ab2422,1,0,0,0,0,0,0,-0.9401490256695271,-0.787184169088959,0.0,0.08431549826557193,-0.9804120930726067,1,4.0,1,1,0.8080956149597299,0.8080956149597296
2016-11-26,air_bebd55ed63ab2422,0,0,1,0,0,0,0,-0.6883795681203208,-0.638965733077769,0.0,0.5742007628259741,-0.9586937779399746,1,18.0,1,1,1.7058071369420285,1.7058071369420282
2016-11-27,air_bebd55ed63ab2422,0,0,0,1,0,0,0,-0.4251660443188776,-0.5933600604589415,0.0,-1.5400409052768138,-0.22027106343048586,1,6.0,1,1,-0.4834049454621411,-0.4834049454621414
2016-11-28,air_bebd55ed63ab2422,0,1,0,0,0,0,0,-0.5739389055979542,-0.7529799146248383,0.0,-0.6376206810865995,-0.5026091601547021,1,2.0,1,1,-1.1916586117203647,-1.1916586117203651
2016-11-29,air_bebd55ed63ab2422,0,0,0,0,0,1,0,-0.6998236343725573,-0.627564314923062,0.0,0.8836019825483331,-0.6763556812157584,1,4.0,1,1,-0.5818522050720342,-0.5818522050720345
