visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Toshima-ku Minamiikebukuro,total_area_visitors,total_genre_visitors
2016-07-18,air_09661c0f3259cc04,0,1,0,0,0,0,0,1.419092461790551,1.4684761737803633,1.0,0.649731490494709,1.3408965416123433,1,8.0,1,1,-1.078279960519122,-1.078279960519122
2016-07-19,air_09661c0f3259cc04,0,0,0,0,0,1,0,1.2573730856877978,1.3297598615965758,0.0,0.3023706479490316,1.1975320231396613,1,20.0,1,1,-0.8968137573820517,-0.8968137573820517
2016-07-20,air_09661c0f3259cc04,0,0,0,0,0,0,1,1.1418592456144028,1.0523272372290013,0.0,-0.12515038903026382,1.1534198636096054,1,44.0,1,1,-0.3989449436470128,-0.3989449436470127
2016-07-21,air_09661c0f3259cc04,0,0,0,0,1,0,0,0.6220469652841247,0.40498444703799463,0.0,-1.3542733703457377,0.8887469064292692,1,23.0,1,1,-0.17056119653646917,-0.17056119653646912
2016-07-22,air_09661c0f3259cc04,1,0,0,0,0,0,0,0.5758414292547664,0.22002936412627813,0.0,-1.3542733703457377,0.8336067070166993,1,45.0,1,1,1.055886667827961,1.055886667827961
2016-07-23,air_09661c0f3259cc04,0,0,1,0,0,0,0,0.6913552693281615,0.7286558421334982,0.0,-0.9801924629888543,0.7674384677216155,1,39.0,1,1,1.3827584824530683,1.3827584824530683
2016-07-24,air_09661c0f3259cc04,0,0,0,1,0,0,0,0.8646260294382542,0.9482900030911612,0.0,0.5962913608722971,0.6792141486615034,1,11.0,1,1,-0.46486215418825627,-0.46486215418825616
2016-07-25,air_09661c0f3259cc04,0,1,0,0,0,0,0,0.9570371014969704,0.8211333835893561,0.0,-1.14051285185609,0.9108029861942976,1,21.0,1,1,-1.1306259806548153,-1.1306259806548153
2016-07-26,air_09661c0f3259cc04,0,0,0,0,0,1,0,0.8530746454309149,0.7633349201794447,0.0,-1.3275533055345319,0.9438871058418392,1,33.0,1,1,-0.3741290526197211,-0.374129052619721
2016-07-27,air_09661c0f3259cc04,0,0,0,0,0,0,1,0.9339343334822915,0.7517752274974627,0.0,-1.2741131759121198,1.0541675046669792,1,48.0,1,1,-0.1635817271850434,-0.16358172718504335
2016-07-28,air_09661c0f3259cc04,0,0,0,0,1,0,0,1.1649620136290817,1.191043549412789,0.0,0.035169999836972055,1.1534198636096054,1,41.0,1,1,0.06945499949311737,0.06945499949311741
2016-07-29,air_09661c0f3259cc04,1,0,0,0,0,0,0,1.2458217016804582,1.341319554278558,0.0,1.7185340829429472,1.1093077040795492,1,45.0,1,1,1.3110250474523033,1.3110250474523033
2016-07-30,air_09661c0f3259cc04,0,0,1,0,0,0,0,1.2458217016804582,1.3991180176884694,0.0,1.5314936292645056,1.0210833850194376,1,41.0,1,1,1.433553509399556,1.433553509399556
2016-07-31,air_09661c0f3259cc04,0,0,0,1,0,0,0,1.2804758537024767,1.1563644713668422,0.0,0.4894111016274733,1.2747283023172593,1,13.0,1,1,-0.4183323585120844,-0.41833235851208433
2016-08-01,air_09661c0f3259cc04,0,1,0,0,0,0,0,1.2689244696951372,1.237282320140718,0.0,-0.8465921389328245,1.2967843820822875,1,48.0,1,1,-1.1872372320608244,-1.1872372320608244
2016-08-02,air_09661c0f3259cc04,0,0,0,0,0,1,0,1.0956537095850445,0.9945287738190901,0.0,-0.9000322685552363,1.0651955445494934,1,31.0,1,1,-0.8188763496244639,-0.8188763496244638
2016-08-03,air_09661c0f3259cc04,0,0,0,0,0,0,1,1.1996161656511004,1.2950807835506293,0.0,-0.2587507130862936,1.1644479034921191,1,34.0,1,1,-0.35163965137623804,-0.351639651376238
2016-08-04,air_09661c0f3259cc04,0,0,0,0,1,0,0,1.3497841577465142,1.410677710370452,0.0,0.9169321386067685,1.2747283023172593,1,53.0,1,1,-0.21941748199644964,-0.2194174819964496
2016-08-05,air_09661c0f3259cc04,1,0,0,0,0,0,0,1.419092461790551,1.4569164810983808,0.0,1.5314936292645056,1.2967843820822875,1,30.0,1,1,0.8775224510693022,0.8775224510693022
2016-08-06,air_09661c0f3259cc04,0,0,1,0,0,0,0,1.4652979978199092,1.5493940225542395,0.0,0.9970923330403866,1.4291208606724555,1,38.0,1,1,0.6247105612287683,0.6247105612287683
2016-08-07,air_09661c0f3259cc04,0,0,0,1,0,0,0,1.4075410777832116,1.4800358664623456,0.0,1.638373888509329,1.2857563421997733,1,15.0,1,1,-0.6242267043791448,-0.6242267043791448
2016-08-08,air_09661c0f3259cc04,0,1,0,0,0,0,0,1.395989693775872,1.4337970957344168,0.0,-0.12515038903026382,1.3739806612598855,1,25.0,1,1,-1.167849817195753,-1.1678498171957528
2016-08-09,air_09661c0f3259cc04,0,0,0,0,0,1,0,1.7887367500254152,1.953983266423619,0.0,0.8100518793619446,1.4180928207899413,1,17.0,1,1,-0.2992936312405447,-0.29929363124054464
2016-08-10,air_09661c0f3259cc04,0,0,0,0,0,0,1,1.4652979978199092,1.5262746371902747,0.0,-0.044990194596645765,1.4511769404374832,1,42.0,1,1,0.7487900163652267,0.7487900163652267
2016-08-11,air_09661c0f3259cc04,0,0,0,0,1,0,0,1.2573730856877978,1.3066404762326116,1.0,-0.044990194596645765,1.3629526213773713,1,45.0,1,1,0.4246324398212293,0.42463243982122933
2016-08-12,air_09661c0f3259cc04,1,0,0,0,0,0,0,1.1880647816437606,1.2835210908686467,0.0,0.11533019427058987,1.2526722225522313,1,36.0,1,1,-0.027094326534939258,-0.027094326534939206
2016-08-13,air_09661c0f3259cc04,0,0,1,0,0,0,0,1.1649620136290817,1.2719613981866649,1.0,0.5695712960610911,1.1534198636096054,1,32.0,1,1,0.14622916235880096,0.14622916235880098
2016-08-14,air_09661c0f3259cc04,0,0,0,1,0,0,0,1.107205093592384,1.1101257006389127,1.0,-0.33891090751991143,1.1754759433746333,1,12.0,1,1,-0.9359763354094964,-0.9359763354094963
2016-08-15,air_09661c0f3259cc04,0,1,0,0,0,0,0,1.1765133976364213,1.1563644713668422,1.0,-1.167232916667296,1.2747283023172593,1,42.0,1,1,-1.4850279243883244,-1.4850279243883244
2016-08-16,air_09661c0f3259cc04,0,0,0,0,0,1,0,1.2111675496584395,1.4222374030524343,0.0,-0.7931520093104125,1.1975320231396613,1,38.0,1,1,-1.3621117141437704,-1.3621117141437704
2016-08-17,air_09661c0f3259cc04,0,0,0,0,0,0,1,1.419092461790551,1.5609537152362212,0.0,1.3177331107748578,1.1203357439620634,1,43.0,1,1,-0.8374882678949326,-0.8374882678949326
2016-08-18,air_09661c0f3259cc04,0,0,0,0,1,0,0,1.2111675496584395,1.2488420128227002,0.0,-1.0603526574224722,1.3629526213773713,1,38.0,1,1,-0.5497790312972699,-0.5497790312972698
2016-08-19,air_09661c0f3259cc04,1,0,0,0,0,0,0,1.2920272377098165,1.3297598615965758,0.0,0.4894111016274733,1.3408965416123433,1,45.0,1,1,0.8391353696364604,0.8391353696364604
2016-08-20,air_09661c0f3259cc04,0,0,1,0,0,0,0,1.0725509415703656,1.0638869299109839,0.0,-0.9267523333664424,1.2416441826697175,1,30.0,1,1,0.7166069076892078,0.7166069076892078
2016-08-21,air_09661c0f3259cc04,0,0,0,1,0,0,0,1.3266813897318348,1.4684761737803633,0.0,0.7566117497395329,1.1754759433746333,1,2.0,1,1,-0.8246925740839853,-0.8246925740839852
2016-08-22,air_09661c0f3259cc04,0,1,0,0,0,0,0,1.0725509415703656,0.8673721543172854,0.0,-1.3542733703457377,1.1423918237270914,1,48.0,1,1,-2.063548383962061,-2.063548383962061
2016-08-23,air_09661c0f3259cc04,0,0,0,0,0,1,0,1.1996161656511004,1.1101257006389127,0.0,-0.9000322685552363,1.2526722225522313,1,29.0,1,1,-0.6172472350277192,-0.617247235027719
2016-08-24,air_09661c0f3259cc04,0,0,0,0,0,0,1,1.1649620136290817,1.202603242094771,0.0,-0.8465921389328245,1.1754759433746333,1,29.0,1,1,-0.41910785510668724,-0.4191078551066872
2016-08-25,air_09661c0f3259cc04,0,0,0,0,1,0,0,1.3382327737391744,1.3759986323245055,0.0,1.825414342187771,1.1754759433746333,1,39.0,1,1,-0.28417144764578883,-0.2841714476457888
2016-08-26,air_09661c0f3259cc04,1,0,0,0,0,0,0,1.372886925761193,1.3875583250064871,0.0,1.3711732403972696,1.2306161427872033,1,29.0,1,1,1.1497217557749075,1.1497217557749075
2016-08-27,air_09661c0f3259cc04,0,0,1,0,0,0,0,0.9108315654676125,0.7170961494515158,0.0,-1.3542733703457377,0.9659431856068675,1,51.0,1,1,1.2152512180188497,1.2152512180188497
2016-08-29,air_09661c0f3259cc04,0,1,0,0,0,0,0,1.0609995575630262,1.0754466225929664,0.0,-0.6595516852543828,1.0210833850194376,1,37.0,1,1,-1.4695179924962671,-1.4695179924962671
2016-08-30,air_09661c0f3259cc04,0,0,0,0,0,1,0,1.0032426375263286,0.8442527689533209,0.0,-1.193952981478502,1.0651955445494934,1,25.0,1,1,-0.6447773641361209,-0.6447773641361207
2016-08-31,air_09661c0f3259cc04,0,0,0,0,0,0,1,1.1996161656511004,1.191043549412789,0.0,1.6650939533205356,1.0651955445494934,1,48.0,1,1,-0.19770357734756944,-0.19770357734756938
2016-09-01,air_09661c0f3259cc04,0,0,0,0,1,0,0,1.2227189336657793,1.3528792469605406,0.0,1.3444531755860638,1.0100553451369234,1,32.0,1,1,-0.6071657792978818,-0.6071657792978818
2016-09-02,air_09661c0f3259cc04,1,0,0,0,0,0,0,1.1880647816437606,1.0407675445470195,0.0,-0.044990194596645765,1.1203357439620634,1,25.0,1,1,0.6456489692830457,0.6456489692830457
2016-09-03,air_09661c0f3259cc04,0,0,1,0,0,0,0,1.2458217016804582,1.3528792469605406,0.0,0.6230114256835031,1.2967843820822875,1,35.0,1,1,1.2513118096678828,1.2513118096678828
2016-09-04,air_09661c0f3259cc04,0,0,0,1,0,0,0,1.1880647816437606,1.2835210908686467,0.0,-0.1518704538414697,1.2306161427872033,1,28.0,1,1,-0.7548978805697275,-0.7548978805697275
2016-09-05,air_09661c0f3259cc04,0,1,0,0,0,0,0,1.3844383097685322,1.410677710370452,0.0,1.2108528515300339,1.3188404618473155,1,40.0,1,1,-1.3749074079547177,-1.3749074079547177
2016-09-06,air_09661c0f3259cc04,0,0,0,0,0,1,0,1.4306438457978905,1.341319554278558,0.0,1.2108528515300339,1.4401489005549692,1,34.0,1,1,-0.6447773641361209,-0.6447773641361207
2016-09-07,air_09661c0f3259cc04,0,0,0,0,0,0,1,1.234270317673119,1.0985660079569308,0.0,-0.7397118796880008,1.3850087011423993,1,36.0,1,1,-0.5443505551350498,-0.5443505551350498
2016-09-08,air_09661c0f3259cc04,0,0,0,0,1,0,0,1.1534106296217421,1.1101257006389127,0.0,-1.0069125278000604,1.3078124219648013,1,38.0,1,1,-0.3911899777009841,-0.39118997770098407
2016-09-09,air_09661c0f3259cc04,1,0,0,0,0,0,0,1.2227189336657793,1.3528792469605406,0.0,0.061890064648177916,1.0762235844320076,1,31.0,1,1,0.975235021989263,0.975235021989263
2016-09-10,air_09661c0f3259cc04,0,0,1,0,0,0,0,1.1765133976364213,1.202603242094771,0.0,-0.2587507130862936,1.1534198636096054,1,42.0,1,1,1.5033482029138137,1.5033482029138137
2016-09-11,air_09661c0f3259cc04,0,0,0,1,0,0,0,0.7837663413868777,0.49746198849385287,0.0,-1.3008332407233256,0.8777188665467555,1,20.0,1,1,-0.2989058829432433,-0.29890588294324316
2016-09-12,air_09661c0f3259cc04,0,1,0,0,0,0,0,0.9570371014969704,0.7980139982253917,0.0,-1.2741131759121198,1.0651955445494934,1,24.0,1,1,-1.3528057550085362,-1.352805755008536
2016-09-13,air_09661c0f3259cc04,0,0,0,0,0,1,0,0.7144580373428409,0.35874567631006526,0.0,-1.3542733703457377,0.9438871058418392,1,37.0,1,1,-0.815386614948751,-0.8153866149487509
2016-09-14,air_09661c0f3259cc04,0,0,0,0,0,0,1,0.7722149573795385,0.6708573787235869,0.0,-1.2741131759121198,0.8556627867817276,1,29.0,1,1,-0.40553666470113714,-0.40553666470113703
2016-09-15,air_09661c0f3259cc04,0,0,0,0,1,0,0,0.8877287974529335,0.647737993359622,0.0,-1.3275533055345319,1.0321114249019514,1,39.0,1,1,-0.06858339434619251,-0.06858339434619246
2016-09-16,air_09661c0f3259cc04,1,0,0,0,0,0,0,0.7491121893648591,0.4165441397199766,0.0,-1.3542733703457377,0.9990273052544092,1,33.0,1,1,0.9046648318804024,0.9046648318804024
2016-09-17,air_09661c0f3259cc04,0,0,1,0,0,0,0,1.0263454055410077,0.9945287738190901,0.0,0.061890064648177916,0.9659431856068675,1,41.0,1,1,1.384309475642274,1.384309475642274
2016-09-18,air_09661c0f3259cc04,0,0,0,1,0,0,0,0.9454857174896312,0.7055364567695334,0.0,-1.3542733703457377,1.0321114249019514,1,31.0,1,1,0.16212684254815968,0.1621268425481597
2016-09-19,air_09661c0f3259cc04,0,1,0,0,0,0,0,0.5642900452474271,0.2431487494902426,1.0,-1.3542733703457377,0.7012702284265313,1,23.0,1,1,-1.3559077413869476,-1.3559077413869474
2016-09-20,air_09661c0f3259cc04,0,0,0,0,0,1,0,0.31015959708595797,-0.08052264560526061,0.0,-1.3542733703457377,0.5248215903063076,1,46.0,1,1,-1.8580417863923022,-1.8580417863923022
2016-09-21,air_09661c0f3259cc04,0,0,0,0,0,0,1,0.4256734371593531,0.2778278275361895,0.0,-1.3275533055345319,0.5248215903063076,1,21.0,1,1,0.37771489584775597,0.377714895847756
2016-09-22,air_09661c0f3259cc04,0,0,0,0,1,0,0,0.3448137491079762,0.01195489585059721,1.0,-1.3542733703457377,0.5799617897188776,1,22.0,1,1,-0.31325256994339623,-0.3132525699433962
2016-09-23,air_09661c0f3259cc04,1,0,0,0,0,0,0,0.5065331252107296,0.15067120803438477,0.0,-1.3542733703457377,0.7233263081915592,1,34.0,1,1,0.18616723698084847,0.1861672369808485
2016-09-24,air_09661c0f3259cc04,0,0,1,0,0,0,0,0.6220469652841247,0.35874567631006526,0.0,-1.3542733703457377,0.8777188665467555,1,49.0,1,1,1.1493340074776062,1.1493340074776062
2016-09-25,air_09661c0f3259cc04,0,0,0,1,0,0,0,0.829971877416236,0.8789318469992674,0.0,-0.4457911667647352,0.8225786671341855,1,18.0,1,1,-0.3997204402416156,-0.39972044024161557
2016-09-26,air_09661c0f3259cc04,0,1,0,0,0,0,0,1.0378967895483469,1.0754466225929664,0.0,-0.5259513611983531,0.9990273052544092,1,12.0,1,1,-1.115891545357361,-1.1158915453573608
2016-09-27,air_09661c0f3259cc04,0,0,0,0,0,1,0,1.0609995575630262,1.0407675445470195,0.0,-0.7397118796880008,1.0982796641970354,1,40.0,1,1,-0.4687396371612706,-0.4687396371612705
2016-09-28,air_09661c0f3259cc04,0,0,0,0,0,0,1,1.1649620136290817,1.1332450860028775,0.0,-0.7931520093104125,1.2306161427872033,1,33.0,1,1,-0.3493131615924294,-0.34931316159242937
2016-09-29,air_09661c0f3259cc04,0,0,0,0,1,0,0,0.9454857174896312,0.8211333835893561,0.0,-1.167232916667296,0.9769712254893813,1,47.0,1,1,-0.22329496496946397,-0.2232949649694639
2016-09-30,air_09661c0f3259cc04,1,0,0,0,0,0,0,0.5758414292547664,0.4512232177659235,0.0,-0.7129918148767947,0.6571580688964754,1,33.0,1,1,1.2202919458837682,1.2202919458837682
2016-10-01,air_09661c0f3259cc04,0,0,1,0,0,0,0,0.3794679011299948,0.11599212998843789,0.0,-1.3542733703457377,0.5248215903063076,1,40.0,1,1,1.2555770409381986,1.2555770409381986
2016-10-02,air_09661c0f3259cc04,0,0,0,1,0,0,0,0.7722149573795385,0.7864543055434096,0.0,1.0772525274740041,0.6351019891314476,1,22.0,1,1,-0.4578826848368305,-0.4578826848368304
2016-10-03,air_09661c0f3259cc04,0,1,0,0,0,0,0,0.7260094213501801,0.6592976860416044,0.0,-1.3542733703457377,0.8005225873691575,1,24.0,1,1,-1.5800262572271753,-1.5800262572271753
2016-10-04,air_09661c0f3259cc04,0,0,0,0,0,1,0,0.9801398695116493,1.2950807835506293,0.0,0.3023706479490316,0.7564104278391013,1,54.0,1,1,-0.7064293434070485,-0.7064293434070484
2016-10-05,air_09661c0f3259cc04,0,0,0,0,0,0,1,0.8761774134455939,0.647737993359622,0.0,-1.167232916667296,0.9549151457243533,1,25.0,1,1,-0.8824670703818988,-0.8824670703818986
2016-10-06,air_09661c0f3259cc04,0,0,0,0,1,0,0,1.107205093592384,1.2141629347767535,0.0,0.8634920089843569,0.9438871058418392,1,36.0,1,1,-0.39351646748479274,-0.39351646748479263
2016-10-07,air_09661c0f3259cc04,1,0,0,0,0,0,0,0.5758414292547664,0.47434260312988796,0.0,0.19549038870420768,0.6792141486615034,1,44.0,1,1,0.8236254377444031,0.8236254377444031
2016-10-08,air_09661c0f3259cc04,0,0,1,0,0,0,0,0.5527386612400874,0.5205813738578173,0.0,-1.3008332407233256,0.5909898296013913,1,35.0,1,1,1.0841922935309656,1.0841922935309656
2016-10-09,air_09661c0f3259cc04,0,0,0,1,0,0,0,0.6798038853208223,0.5668201445857463,0.0,-1.3542733703457377,0.6351019891314476,1,36.0,1,1,0.3416543041987228,0.34165430419872284
2016-10-10,air_09661c0f3259cc04,0,1,0,0,0,0,0,0.22929990903458103,-0.13832110901517197,1.0,-1.3542733703457377,0.5027655105412793,1,8.0,1,1,-0.8084071455973252,-0.8084071455973251
2016-10-12,air_09661c0f3259cc04,0,0,0,0,0,0,1,0.17154298899788348,0.2778278275361895,0.0,0.8367719441731505,0.09472803488826133,1,37.0,1,1,-0.47959658948571066,-0.4795965894857106
2016-10-13,air_09661c0f3259cc04,0,0,0,0,1,0,0,0.009823612895130474,-0.300156806562924,0.0,-1.3542733703457377,0.27117667300848547,1,17.0,1,1,-0.4443114944312803,-0.44431149443128026
2016-10-14,air_09661c0f3259cc04,1,0,0,0,0,0,0,-0.09413884317092518,-0.1498808016971544,0.0,-0.2854707778974995,-0.026580403819392622,1,56.0,1,1,0.9857042260164017,0.9857042260164017
2016-10-15,air_09661c0f3259cc04,0,0,1,0,0,0,0,0.03292638090980941,0.22002936412627813,0.0,1.5314936292645056,-0.1148047228795045,1,29.0,1,1,1.4653488697782735,1.4653488697782735
2016-10-16,air_09661c0f3259cc04,0,0,0,1,0,0,0,0.11378606896118591,0.2431487494902426,0.0,0.035169999836972055,-0.015552363936878663,1,7.0,1,1,-0.4912290384047536,-0.49122903840475357
2016-10-17,air_09661c0f3259cc04,0,1,0,0,0,0,0,0.1253374529685256,-0.1498808016971544,0.0,-1.3542733703457377,0.31528883253854134,1,27.0,1,1,-1.4412123667932626,-1.4412123667932626
2016-10-18,air_09661c0f3259cc04,0,0,0,0,0,1,0,0.5180845092180688,0.63617830067764,0.0,0.2222104535154138,0.4255692313636813,1,42.0,1,1,-0.6145329969466091,-0.614532996946609
2016-10-19,air_09661c0f3259cc04,0,0,0,0,0,0,1,0.5065331252107296,0.35874567631006526,0.0,-0.8465921389328245,0.6130459093664192,1,36.0,1,1,-0.47339261672888777,-0.47339261672888766
2016-10-20,air_09661c0f3259cc04,0,0,0,0,1,0,0,0.633598349291464,0.7980139982253917,0.0,1.3177331107748578,0.4586533510112234,1,33.0,1,1,-0.24617211451024848,-0.2461721145102484
2016-10-21,air_09661c0f3259cc04,1,0,0,0,0,0,0,0.2061971410199021,0.06975335926050856,0.0,-0.044990194596645765,0.28220471289099947,1,42.0,1,1,1.0097446204490905,1.0097446204490905
2016-10-22,air_09661c0f3259cc04,0,0,1,0,0,0,0,0.03292638090980941,-0.28859711388094156,0.0,-1.3275533055345319,0.20500843371340133,1,71.0,1,1,1.5739183930226743,1.5739183930226743
2016-10-23,air_09661c0f3259cc04,0,0,0,1,0,0,0,0.19464575701256284,0.17379059339834924,0.0,-0.07171025940785186,0.20500843371340133,1,17.0,1,1,-0.21670324391533963,-0.21670324391533957
2016-10-24,air_09661c0f3259cc04,0,1,0,0,0,0,0,-0.1749985312223017,-0.1961195724250833,0.0,1.2642929811524461,-0.10377668299699054,1,31.0,1,1,-1.2698276193860296,-1.2698276193860294
2016-10-25,air_09661c0f3259cc04,0,0,0,0,0,1,0,-0.27896098728835733,-0.4157537333827467,0.0,-0.7129918148767947,-0.3133094407647566,1,43.0,1,1,-0.5765336638110687,-0.5765336638110686
2016-10-26,air_09661c0f3259cc04,0,0,0,0,0,0,1,0.31015959708595797,0.5668201445857463,0.0,1.2108528515300339,-0.026580403819392622,1,38.0,1,1,-0.1728876863202778,-0.1728876863202777
2016-10-27,air_09661c0f3259cc04,0,0,0,0,1,0,0,0.2986082130786183,0.28938752021817193,0.0,0.6764515553059148,0.039587835475691335,1,68.0,1,1,-0.15892874761742623,-0.15892874761742615
2016-10-28,air_09661c0f3259cc04,1,0,0,0,0,0,0,-0.4868858994204686,-0.693186357750321,0.0,-1.3542733703457377,-0.3022814008822426,1,53.0,1,1,0.9089300631507181,0.9089300631507181
2016-10-29,air_09661c0f3259cc04,0,0,1,0,0,0,0,-0.10569022717826465,0.00039520316861518773,0.0,-1.3542733703457377,-0.13686080264453263,1,44.0,1,1,1.7608130723219648,1.7608130723219648
2016-10-30,air_09661c0f3259cc04,0,0,0,1,0,0,0,-0.521540051442487,-0.8434623626160905,0.0,-1.3542733703457377,-0.3574216002948126,1,13.0,1,1,-0.13101087021172308,-0.13101087021172303
2016-10-31,air_09661c0f3259cc04,0,1,0,0,0,0,0,-0.2443068352663387,-0.1961195724250833,0.0,-0.31219084270870545,-0.33536552052978447,1,39.0,1,1,-1.0949531373030836,-1.0949531373030836
2016-11-01,air_09661c0f3259cc04,0,0,0,0,0,1,0,-0.34826929133239437,-0.5082312748386049,0.0,-0.47251123157594116,-0.12583276276201866,1,36.0,1,1,-0.8025909211378037,-0.8025909211378036
2016-11-02,air_09661c0f3259cc04,0,0,0,0,0,0,1,-0.6370538915158822,-0.9937383674818602,0.0,-1.3542733703457377,-0.4677019991199526,1,38.0,1,1,0.3854698617937846,0.3854698617937847
2016-11-03,air_09661c0f3259cc04,0,0,0,0,1,0,0,-0.40602621136909195,-0.16144049437913682,1.0,1.184132786718828,-0.4897580788849805,1,23.0,1,1,-0.09301153707618273,-0.09301153707618268
2016-11-04,air_09661c0f3259cc04,1,0,0,0,0,0,0,-0.27896098728835733,-0.2307986504710302,0.0,1.10397259228521,-0.4787300390024666,1,33.0,1,1,0.039598380600907084,0.03959838060090714
2016-11-05,air_09661c0f3259cc04,0,0,1,0,0,0,0,-0.2096526832443203,-0.1498808016971544,0.0,0.4626910368162672,-0.18097296217458866,1,31.0,1,1,1.2749644558032702,1.2749644558032702
2016-11-06,air_09661c0f3259cc04,0,0,0,1,0,0,0,-0.18654991522964115,0.00039520316861518773,0.0,1.184132786718828,-0.3243374806472705,1,21.0,1,1,-0.5466770449188585,-0.5466770449188584
2016-11-07,air_09661c0f3259cc04,0,1,0,0,0,0,0,-0.6255025075085427,-0.73942512847825,0.0,0.8902120737955627,-0.5118141586500087,1,29.0,1,1,-1.3423365509813974,-1.3423365509813974
2016-11-08,air_09661c0f3259cc04,0,0,0,0,0,1,0,-0.7525677315892773,-0.8319026699341083,0.0,-0.8733122037440305,-0.7434029961828026,1,32.0,1,1,-1.1566051165740114,-1.1566051165740112
2016-11-09,air_09661c0f3259cc04,0,0,0,0,0,0,1,-0.6948108115525797,-0.7163057431142856,0.0,0.24893051832661964,-0.5448982782975506,1,25.0,1,1,-0.8409780025706455,-0.8409780025706455
2016-11-10,air_09661c0f3259cc04,0,0,0,0,1,0,0,-0.7872218836112959,-0.9012608260260019,0.0,-1.220673046289708,-0.5779823979450927,1,34.0,1,1,-0.5699419427569444,-0.5699419427569443
2016-11-11,air_09661c0f3259cc04,1,0,0,0,0,0,0,-0.856530187655333,-1.0052980601638424,0.0,-1.3542733703457377,-0.7875151557128586,1,54.0,1,1,0.4005920453885405,0.40059204538854054
