visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shinjuku-ku Nishishinjuku,total_area_visitors,total_genre_visitors
2016-02-13,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,-0.1477504403927873,0.26467486481615493,0.0,-0.1690091040101702,-0.3740036763841312,1,16.0,1,1,-0.6560277394335451,-0.6560277394335451
2016-02-14,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,0.4162561346791904,0.41391884145257696,0.0,-0.21859146456604495,0.44202532458419186,1,5.0,1,1,-1.1959168442085337,-1.1959168442085337
2016-02-15,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-0.8872257277093804,-0.5188560125250612,0.0,-1.2102386756835437,-0.9860254271103738,1,11.0,1,1,-1.3787825087290944,-1.3787825087290944
2016-02-16,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-1.200562713860479,-1.2028909054419958,0.0,1.0209675493308283,-1.2260339568069394,1,5.0,1,1,-1.2171743374231088,-1.2171743374231088
2016-02-17,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-1.1253618371842151,-0.7800329716387999,0.0,0.7978469268293911,-1.214033530322111,1,7.0,1,1,-1.0471143917065089,-1.0471143917065089
2016-02-18,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-1.1253618371842151,-1.1158319190707497,0.0,0.3763968621044541,-1.2380343832917675,1,13.0,1,1,-1.056846737997519,-1.056846737997519
2016-02-19,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,-0.6866900565726772,-0.3944860319947095,0.0,0.9961763690528911,-1.0820288389889998,1,23.0,1,1,-0.7356793103941814,-0.7356793103941814
2016-02-20,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,-0.8997592071554242,-1.0536469288055739,0.0,-1.1606563151276688,-0.5900113531110404,1,9.0,1,1,-0.7699986367887964,-0.7699986367887965
2016-02-22,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-1.0626944399539955,-1.227764901548066,0.0,-1.1854474954056062,-0.7820181768682928,1,5.0,1,1,-1.3657206755490543,-1.3657206755490543
2016-02-23,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-1.0626944399539955,-1.2028909054419958,0.0,-1.2846122165173561,-0.7820181768682928,1,7.0,1,1,-1.1480234558817202,-1.1480234558817202
2016-02-24,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-1.1754957549683913,-1.488941860661805,0.0,-1.2846122165173561,-1.0700284125041717,1,15.0,1,1,-1.1037156688200158,-1.1037156688200158
2016-02-25,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-1.4261653438892703,-1.4018828742905587,0.0,-0.8135797912365442,-1.3220373686855655,1,13.0,1,1,-0.9987087746275369,-0.9987087746275369
2016-02-26,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,-1.1754957549683913,-1.0287729326995034,0.0,1.2936705323881406,-1.3580386481400504,1,23.0,1,1,-0.5858524003878397,-0.5858524003878398
2016-02-27,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,-0.9248261660475122,-0.8919659541161165,0.0,1.2936705323881406,-1.0460275595345152,1,21.0,1,1,-0.41656079779947747,-0.4165607977994776
2016-02-28,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,-0.8120248510331167,-0.5810410027902371,0.0,1.1201322704425785,-0.9260232946862322,1,7.0,1,1,-1.0040871765252004,-1.0040871765252004
2016-02-29,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-0.8621587688172924,-0.6059149988963074,0.0,-0.7887886109586068,-0.7940186033531211,1,17.0,1,1,-1.3175711728461617,-1.3175711728461617
2016-03-01,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-1.2506966316446546,-1.1655799112828902,0.0,1.3928352534998905,-1.1180301184434849,1,11.0,1,1,-1.2076981055081777,-1.2076981055081777
2016-03-02,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-1.1128283577381715,-0.9044029521691517,0.0,0.8474292873852659,-1.2380343832917675,1,12.0,1,1,-1.076823659331698,-1.076823659331698
2016-03-03,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-0.749357453802897,-0.4069230300477448,0.0,1.368044073221953,-1.0940292654738282,1,12.0,1,1,-1.0937272081529263,-1.0937272081529263
2016-03-04,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,-0.5989557004503694,-0.4691080203129205,0.0,1.0953410901646405,-0.698015191474495,1,15.0,1,1,-0.7180074184447155,-0.7180074184447155
2016-03-05,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,-0.5613552621122377,-0.4193600281007797,0.0,-0.6648327095689194,-0.44600623529310096,1,21.0,1,1,-0.4931389962471633,-0.49313899624716334
2016-03-06,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,-0.24801827596113898,-0.29499004757042796,0.0,-0.5408768081792321,-0.2900006909903333,1,8.0,1,1,-1.132400478940888,-1.132400478940888
2016-03-07,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-0.1352169609467434,-0.5188560125250612,0.0,-1.3094033967952936,0.1660155154331415,1,9.0,1,1,-1.4228341814147196,-1.4228341814147196
2016-03-08,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,0.07785218963600388,0.14030488428580315,0.0,0.6986822057176412,0.15401508894831303,1,17.0,1,1,-1.0845070906140746,-1.0845070906140746
2016-03-09,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-0.8120248510331167,-0.5934780008432723,0.0,-1.3094033967952936,-0.914022868201404,1,14.0,1,1,-1.1313760214365711,-1.1313760214365711
2016-03-10,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-1.1378953166302594,-1.3894458762375235,0.0,-1.3094033967952936,-0.9380237211710606,1,11.0,1,1,-1.0097216927989432,-1.0097216927989432
2016-03-11,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,-1.3258975083209186,-1.6879338295103679,0.0,-1.3094033967952936,-1.0100262800800301,1,15.0,1,1,-0.667809000733189,-0.667809000733189
2016-03-12,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,-1.1754957549683913,-1.4018828742905587,0.0,-0.9623268729041691,-1.0220267065648585,1,10.0,1,1,-0.47597933304985574,-0.47597933304985585
2016-03-13,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,-1.0626944399539955,-1.3023868898662774,0.0,-1.2846122165173561,-0.9020224417165756,1,16.0,1,1,-1.081689832477203,-1.081689832477203
2016-03-14,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-1.188029234414435,-1.5884378450860863,0.0,-1.3094033967952936,-0.9020224417165756,1,12.0,1,1,-1.3129611140767357,-1.3129611140767357
2016-03-15,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-0.8872257277093804,-0.6929739852675537,0.0,1.5167911548895778,-0.8900220152317474,1,5.0,1,1,-1.035333130406865,-1.035333130406865
2016-03-16,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-0.8120248510331167,-0.717847981373624,0.0,-0.7144150701247944,-1.0220267065648585,1,14.0,1,1,-0.9451808700269806,-0.9451808700269807
2016-03-17,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-0.2605517554071829,0.0905568920736622,0.0,1.5167911548895778,-0.6020117795958686,1,18.0,1,1,-0.8972874817001671,-0.8972874817001671
2016-03-18,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,-0.04748260482443562,0.21492687260401394,0.0,0.5747263043279538,-0.4580066617779293,1,35.0,1,1,-0.5182382051029265,-0.5182382051029266
2016-03-19,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,-0.03494912537839171,-0.3696120358886392,0.0,-0.8383709715144817,0.2620189273117676,1,13.0,1,1,-0.5005663131534606,-0.5005663131534607
2016-03-20,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,-0.22295131706905094,-0.08356108066883008,1.0,-0.020262022342545247,-0.3740036763841312,1,14.0,1,1,-0.7149340459317649,-0.7149340459317649
2016-03-21,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-0.711757015464765,-0.7302849794266592,1.0,-0.19380028428810755,-0.5420096471717272,1,11.0,1,1,-1.1646708903268692,-1.1646708903268692
2016-03-22,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-0.5237548237741058,-0.27011605146435774,0.0,0.8722204676632037,-0.7220160444441515,1,11.0,1,1,-1.0312353003895973,-1.0312353003895975
2016-03-23,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-0.461087426543886,-0.20793106119918184,0.0,0.15327623960301706,-0.47000708826275756,1,23.0,1,1,-0.9290456643339899,-0.92904566433399
2016-03-24,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-1.1128283577381715,-1.2650758957071717,0.0,-0.9375356926262316,-0.8780215887469192,1,17.0,1,1,-0.9892325427126059,-0.989232542712606
2016-03-25,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,-0.8872257277093804,-0.6556629911084482,0.0,0.9713851887749532,-1.0700284125041717,1,33.0,1,1,-0.37865587013975344,-0.37865587013975355
2016-03-26,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,-0.8997592071554242,-0.8919659541161165,0.0,0.22764978043682943,-0.7580173238986363,1,23.0,1,1,-0.3845465007895754,-0.38454650078957553
2016-03-27,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,-0.5989557004503694,-0.44423402420685,0.0,-0.020262022342545247,-0.6500134855351818,1,19.0,1,1,-0.9487664712920897,-0.9487664712920897
2016-03-28,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-0.48615438543597383,-0.35717503783560384,0.0,-0.6152503490130445,-0.2900006909903333,1,17.0,1,1,-1.067347427416767,-1.067347427416767
2016-03-29,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-0.2730852348532268,-0.1333090728809706,0.0,1.1201322704425785,-0.4820075147475858,1,16.0,1,1,-0.7894633293708169,-0.789463329370817
2016-03-30,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-0.03494912537839171,0.04080889986152167,0.0,-0.41692090678954474,-0.24199898505102013,1,16.0,1,1,-0.8757738741095129,-0.875773874109513
2016-03-31,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-0.03494912537839171,0.06568289596759193,0.0,0.9465940084970158,-0.30200111747516156,1,15.0,1,1,-0.8396617470823434,-0.8396617470823434
2016-04-01,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,-0.2981521937453146,-0.15818306898704132,0.0,-0.24338264484398253,-0.3980045293537879,1,6.0,1,1,-0.6304163018256234,-0.6304163018256235
2016-04-02,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,-0.5864222210043255,-0.792469969691835,0.0,-1.3094033967952936,-0.44600623529310096,1,22.0,1,1,-0.6478320793990101,-0.6478320793990102
2016-04-03,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,-0.2605517554071829,-0.3323010417295336,0.0,-1.3094033967952936,-0.2299985585661919,1,7.0,1,1,-1.178501066635147,-1.178501066635147
2016-04-04,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,0.05278523074391584,0.2771118628691898,0.0,-1.1358651348497313,-0.20599770559653544,1,9.0,1,1,-1.2924719639903983,-1.2924719639903983
2016-04-05,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-0.5488217826661936,-0.8546549599570109,0.0,-1.3094033967952936,-0.2780002645055051,1,18.0,1,1,-1.0855315481183914,-1.0855315481183914
2016-04-06,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-0.07254956371652366,0.06568289596759193,0.0,0.7482645662735163,-0.49400794123241415,1,30.0,1,1,-1.0176612384573989,-1.0176612384573989
2016-04-07,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-0.1728173992848751,0.05324589791455702,0.0,-1.1854474954056062,0.046011250584858665,1,16.0,1,1,-1.13496162270168,-1.13496162270168
2016-04-08,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,0.11545262797413582,0.40148184339954157,0.0,-0.21859146456604495,0.010009971130373736,1,22.0,1,1,-0.5694610803187699,-0.56946108031877
2016-04-09,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,0.24078742243457532,0.47610383171775283,0.0,0.5499351240500164,-0.06199258777859591,1,11.0,1,1,-0.47597933304985574,-0.47597933304985585
2016-04-10,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,0.253320901880619,0.5258518239298934,0.0,-0.2681738251219199,0.09401295652417162,1,19.0,1,1,-1.0629934830234202,-1.0629934830234202
2016-04-11,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,-0.44855394709784213,-0.31986404367649823,0.0,0.22764978043682943,-0.4820075147475858,1,18.0,1,1,-1.3150100290853695,-1.3150100290853695
2016-04-12,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,-0.5864222210043255,-0.568604004737202,0.0,1.5167911548895778,-0.7580173238986363,1,11.0,1,1,-1.1495601421381956,-1.1495601421381956
2016-04-13,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-0.09761652260861146,-0.08356108066883008,0.0,-1.1358651348497313,-0.09799386723308084,1,25.0,1,1,-1.060432339262628,-1.060432339262628
2016-04-14,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-0.022415645932347808,-0.25767905341132236,0.0,-1.3094033967952936,0.2020167948876262,1,3.0,1,1,-1.0268813559962506,-1.0268813559962509
2016-04-15,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,0.14051958686622362,0.21492687260401394,0.0,1.69032941683514,-0.04999216129376768,1,34.0,1,1,-0.5976336616874837,-0.5976336616874838
2016-04-16,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,0.07785218963600388,0.15274188233883806,0.0,-0.3425473659557324,-0.15799599965722225,1,25.0,1,1,-0.3791680988919119,-0.379168098891912
2016-04-17,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,0.5039904908014979,0.4263558395056123,0.0,-0.5656679884571696,0.6220317218566163,1,21.0,1,1,-1.1001300675549066,-1.1001300675549066
2016-04-18,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,0.46639005246336607,0.8865247674679136,0.0,0.40118804238239175,0.28601978028142433,1,12.0,1,1,-1.4056745182174122,-1.4056745182174122
2016-04-19,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,0.1279861074201795,0.2771118628691898,0.0,1.5663735154454526,0.07001210355451515,1,19.0,1,1,-1.0845070906140746,-1.0845070906140746
2016-04-20,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,-0.03494912537839171,-0.046250086509724474,0.0,1.5167911548895778,-0.19399727911170697,1,13.0,1,1,-0.9490225856681689,-0.9490225856681689
2016-04-21,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,0.16558654575831144,0.06568289596759193,0.0,-1.3094033967952936,0.2260176478572829,1,23.0,1,1,-1.056846737997519,-1.056846737997519
2016-04-22,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,0.2658543813266631,0.500977827823823,0.0,0.7978469268293911,0.21401722137245444,1,20.0,1,1,-0.5510208452410662,-0.5510208452410663
2016-04-23,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,0.3410552580029265,0.3392968531343657,0.0,-0.7887886109586068,0.31002063325108076,1,16.0,1,1,-0.4524168104505678,-0.4524168104505679
2016-04-24,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,0.06531871018995974,-0.07112408261579474,0.0,-1.011909233460044,0.08201253003934339,1,11.0,1,1,-1.0783603455881732,-1.0783603455881734
2016-04-25,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,0.3661222168950148,0.4263558395056123,0.0,0.8474292873852659,0.2500185008269394,1,23.0,1,1,-1.2668605263824768,-1.2668605263824768
2016-04-26,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,0.5039904908014979,0.6750958005663158,0.0,1.3928352534998905,0.33402148622073724,1,20.0,1,1,-0.9864152845757345,-0.9864152845757346
2016-04-27,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,0.3661222168950148,0.26467486481615493,0.0,-1.2350298559614812,0.4540257510690201,1,25.0,1,1,-0.9666944776176348,-0.9666944776176348
2016-04-28,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,-0.09761652260861146,-0.5312930105780964,0.0,-1.3094033967952936,0.2260176478572829,1,26.0,1,1,-0.7213369053337453,-0.7213369053337454
2016-04-29,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,0.07785218963600388,0.21492687260401394,1.0,1.0209675493308283,-0.001990455354454504,1,5.0,1,1,-0.5458985577194819,-0.545898557719482
2016-04-30,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,0.10291914852809168,0.25223786676311954,0.0,1.4176264337778277,-0.10999429371790909,1,12.0,1,1,-0.5907185735333448,-0.5907185735333449
2016-05-01,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,0.3786556963410585,0.6626588025132805,0.0,0.9218028282190784,0.05801167706968691,1,9.0,1,1,-0.8752616453573545,-0.8752616453573545
2016-05-02,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,0.2783878607727068,0.21492687260401394,0.0,-0.4417120870674822,0.21401722137245444,1,21.0,1,1,-1.0168928953291614,-1.0168928953291614
2016-05-03,air_93ebe490d4abb8e9,0,0,0,0,0,1,0,0.6543922441540253,0.6253478083541748,1.0,0.17806741988095445,0.6820338542807577,1,9.0,1,1,-0.7269714216074881,-0.7269714216074881
2016-05-04,air_93ebe490d4abb8e9,0,0,0,0,0,0,1,0.8674613947367728,0.911398763573984,1.0,0.9713851887749532,0.8740406780380099,1,10.0,1,1,-0.7845971562253118,-0.7845971562253119
2016-05-05,air_93ebe490d4abb8e9,0,0,0,0,1,0,0,0.8674613947367728,0.9611467557861245,1.0,1.739911777391015,0.6820338542807577,1,14.0,1,1,-0.9797563107976749,-0.9797563107976749
2016-05-06,air_93ebe490d4abb8e9,1,0,0,0,0,0,0,0.3661222168950148,0.3517338511874011,0.0,-1.2846122165173561,0.4540257510690201,1,5.0,1,1,-1.1367544233342346,-1.1367544233342346
2016-05-07,air_93ebe490d4abb8e9,0,0,1,0,0,0,0,0.7546600797223769,0.8367767752557728,0.0,1.541582335167515,0.47802660403867675,1,10.0,1,1,-0.7023844415038832,-0.7023844415038833
2016-05-08,air_93ebe490d4abb8e9,0,0,0,1,0,0,0,0.7671935591684211,0.911398763573984,0.0,1.640747056279265,0.6940342807655857,1,9.0,1,1,-1.0491633067151425,-1.0491633067151427
2016-05-09,air_93ebe490d4abb8e9,0,1,0,0,0,0,0,0.4162561346791904,0.26467486481615493,0.0,-1.3094033967952936,0.5740300159173028,1,7.0,1,1,-1.4850699748019693,-1.4850699748019693
