visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Minato-ku Roppongi,total_area_visitors,total_genre_visitors
2016-01-21,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-1.2402843249296458,-1.2799687778808144,0.0,0.5224292114846972,-1.2675127488609774,1,12.0,1,1,-1.0328734363953473,-1.0328734363953473
2016-01-22,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,-1.1895696377268243,-1.1792218110641541,0.0,0.6950420265270927,-1.0241088706323118,1,8.0,1,1,-0.7282691565965188,-0.7282691565965188
2016-01-23,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,-1.430464401940227,-1.670363274295373,0.0,-1.2530168860942286,-1.0727896462780449,1,14.0,1,1,-0.6559476128355439,-0.6559476128355439
2016-01-25,air_4c665a2bfff0da3b,0,1,0,0,0,0,0,-1.5572511199472814,-1.4184958572537223,0.0,1.064926630189369,-1.7056397296725758,1,2.0,1,1,-1.3686161586468177,-1.3686161586468177
2016-01-26,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,-1.4431430737409328,-1.267375407028732,0.0,0.8183368944145181,-1.5474272088239431,1,5.0,1,1,-1.1981080745714636,-1.1981080745714636
2016-01-27,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,-1.1261762787232972,-0.7888273146495954,0.0,1.0156086830343989,-1.5230868210010764,1,7.0,1,1,-1.0484426576216683,-1.0484426576216683
2016-01-28,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-0.9359962017127157,-0.7132670895371003,0.0,1.0156086830343989,-1.1336406158352113,1,3.0,1,1,-1.0539672199922983,-1.0539672199922983
2016-01-29,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,-1.2402843249296458,-1.4940560823662175,0.0,-1.3023348332491989,-1.0727896462780449,1,7.0,1,1,-0.9128397630698403,-0.9128397630698403
2016-01-30,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,-1.50653643274446,-1.8466704662245286,0.0,-1.3023348332491989,-1.206661779303811,1,17.0,1,1,-0.6152667444699955,-0.6152667444699955
2016-01-31,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,-1.151533622324708,-1.0658814733954114,0.0,-0.04472718079745975,-1.2310021671266775,1,9.0,1,1,-1.1629517685765451,-1.1629517685765451
2016-02-01,air_4c665a2bfff0da3b,0,1,0,0,0,0,0,-1.3290350275345837,-1.6325831617391255,0.0,-1.3023348332491989,-1.0727896462780449,1,1.0,1,1,-1.4140682399688194,-1.4140682399688194
2016-02-02,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,-1.1642122941254134,-1.128848327655824,0.0,0.793677920837033,-1.0727896462780449,1,15.0,1,1,-1.2679184536185157,-1.2679184536185157
2016-02-03,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,-1.2909990121324675,-1.317748890437062,0.0,0.44845229075224186,-1.206661779303811,1,10.0,1,1,-1.194090211029187,-1.1940902110291873
2016-02-04,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-1.2783203403317622,-1.2799687778808144,0.0,0.15254460782242107,-1.2553425549495443,1,21.0,1,1,-1.1569249732631306,-1.1569249732631306
2016-02-05,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,-0.974032217114832,-0.801420685501678,0.0,0.9169727887244584,-1.3161935245067107,1,6.0,1,1,-0.7877837603164878,-0.7877837603164878
2016-02-06,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,-1.0754615915204753,-1.2295952944724842,0.0,-1.0557450974743479,-0.8537261558722457,1,7.0,1,1,-0.5675546149054634,-0.5675546149054634
2016-02-07,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,-1.2909990121324675,-1.2925621487328969,0.0,0.8923138151469735,-1.206661779303811,1,1.0,1,1,-1.1702341462469212,-1.1702341462469212
2016-02-08,air_4c665a2bfff0da3b,0,1,0,0,0,0,0,-1.3670710429367001,-1.3051555195849793,0.0,0.05390871351248066,-1.2310021671266775,1,1.0,1,1,-1.36334271274758,-1.36334271274758
2016-02-09,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,-1.0881402633211807,-0.6251134935725227,0.0,0.8183368944145181,-1.3161935245067107,1,9.0,1,1,-1.1483870132357934,-1.1483870132357934
2016-02-10,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,-1.1642122941254134,-1.1162549568037414,0.0,1.1389035509218244,-1.1944915853923779,1,9.0,1,1,-0.8287157451534285,-0.8287157451534285
2016-02-11,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-1.1642122941254134,-1.0281013608391636,1.0,1.1389035509218244,-1.1823213914809445,1,13.0,1,1,-0.9010372889144034,-0.9010372889144034
2016-02-12,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,-1.0120682325169483,-0.9777278774308334,0.0,-0.7105194673895568,-1.206661779303811,1,2.0,1,1,-0.8455405487367108,-0.8455405487367108
2016-02-13,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,-0.14991855006897956,0.2690158369253376,0.0,-0.16802204868488516,-0.37908859332634737,1,7.0,1,1,-0.6582076610780744,-0.6582076610780744
2016-02-14,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,0.4206216809627644,0.4201362871503279,0.0,-0.21733999583985514,0.44848459265111607,1,3.0,1,1,-1.1875611827729882,-1.1875611827729882
2016-02-15,air_4c665a2bfff0da3b,0,1,0,0,0,0,0,-0.8979601863105995,-0.5243665267558623,0.0,-1.2036989389392583,-0.999768482809445,1,5.0,1,1,-1.3668583433470718,-1.3668583433470718
2016-02-16,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,-1.214926981328235,-1.2170019236204017,0.0,1.0156086830343989,-1.243172361038111,1,4.0,1,1,-1.2084038498985468,-1.2084038498985468
2016-02-17,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,-1.1388549505240024,-0.7888273146495954,0.0,0.793677920837033,-1.2310021671266775,1,5.0,1,1,-1.0416625128940769,-1.0416625128940769
2016-02-18,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-1.1388549505240024,-1.128848327655824,0.0,0.37447537001978665,-1.2553425549495443,1,3.0,1,1,-1.0512049388069833,-1.0512049388069833
2016-02-19,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,-0.6951014374993127,-0.3984328182350369,0.0,0.9909497094569139,-1.0971300341009114,1,19.0,1,1,-0.7363048836810716,-0.7363048836810716
2016-02-20,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,-0.9106388581113048,-1.0658814733954114,0.0,-1.1543809917842884,-0.5981520837321467,1,6.0,1,1,-0.7699544908476363,-0.7699544908476363
2016-02-21,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,-0.7204587811007236,-0.49917978505169724,0.0,-0.3652938373047657,-0.6346626654664465,1,1.0,1,1,-1.1338222578950414,-1.1338222578950414
2016-02-22,air_4c665a2bfff0da3b,0,1,0,0,0,0,0,-1.0754615915204753,-1.2421886653245666,0.0,-1.1790399653617734,-0.7928751863150793,1,5.0,1,1,-1.3540514033060658,-1.3540514033060658
2016-02-23,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,-1.0754615915204753,-1.2170019236204017,0.0,-1.2776758596717137,-0.7928751863150793,1,7.0,1,1,-1.140602402622633,-1.140602402622633
2016-02-24,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,-1.1895696377268243,-1.5066494532183001,0.0,-1.2776758596717137,-1.0849598401894782,1,6.0,1,1,-1.0971592530717695,-1.0971592530717695
2016-02-25,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-1.4431430737409328,-1.4184958572537223,0.0,-0.8091553616994972,-1.3405339123295772,1,11.0,1,1,-0.9942014998009371,-0.9942014998009371
2016-02-26,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,-1.1895696377268243,-1.0406947316912463,0.0,1.2868573923867346,-1.377044494063877,1,8.0,1,1,-0.5894017479165913,-0.5894017479165913
2016-02-27,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,-0.9359962017127157,-0.9021676523183383,0.0,1.2868573923867346,-1.0606194523666115,1,20.0,1,1,-0.4234137603262981,-0.4234137603262981
2016-02-28,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,-0.8218881555063671,-0.587333381016275,0.0,1.1142445773443392,-0.9389175132522787,1,9.0,1,1,-0.9994749457001748,-0.9994749457001748
2016-02-29,air_4c665a2bfff0da3b,0,1,0,0,0,0,0,-0.8726028427091885,-0.6125201227204399,0.0,-0.7844963881220121,-0.8050453802265125,1,7.0,1,1,-1.3068415066843182,-1.3068415066843182
2016-03-01,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,-1.2656416685310565,-1.1792218110641541,0.0,1.3854932866966752,-1.1336406158352113,1,6.0,1,1,-1.1991125404570326,-1.1991125404570326
2016-03-02,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,-1.1261762787232972,-0.9147610231704209,0.0,0.8429958679920031,-1.2553425549495443,1,10.0,1,1,-1.0707920235755806,-1.0707920235755806
2016-03-03,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-0.7584947965028399,-0.41102618908711963,0.0,1.36083431311919,-1.109300228012345,1,1.0,1,1,-1.0873657106874708,-1.0873657106874708
2016-03-04,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,-0.6063507348943747,-0.47399304334753206,0.0,1.0895856037668539,-0.7076838289350462,1,6.0,1,1,-0.7189778471550047,-0.7189778471550047
2016-03-05,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,-0.5683147194922585,-0.42361955993920186,0.0,-0.6612015202345867,-0.45210975679494714,1,8.0,1,1,-0.49849758527258803,-0.4984975852725881
2016-03-06,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,-0.251347924474623,-0.2976858514183765,0.0,-0.5379066523471613,-0.29389723594631445,1,1.0,1,1,-1.1252842978677042,-1.1252842978677042
2016-03-07,air_4c665a2bfff0da3b,0,1,0,0,0,0,0,-0.1372398782682742,-0.5243665267558623,0.0,-1.3023348332491989,0.1685701326881506,1,1.0,1,1,-1.4100503764265429,-1.4100503764265429
2016-03-08,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,0.07829754234371812,0.14308212840451223,0.0,0.6950420265270927,0.15639993877671712,1,9.0,1,1,-1.078325517717349,-1.078325517717349
2016-03-09,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,-0.8218881555063671,-0.5999267518683574,0.0,-1.3023348332491989,-0.9267473193408454,1,3.0,1,1,-1.124279831982135,-1.124279831982135
2016-03-10,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-1.151533622324708,-1.4059024864016398,0.0,-1.3023348332491989,-0.951087707163712,1,3.0,1,1,-1.0049995080708047,-1.004999508070805
2016-03-11,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,-1.3417136993352892,-1.7081433868516207,0.0,-1.3023348332491989,-1.0241088706323118,1,13.0,1,1,-0.669759018762119,-0.669759018762119
2016-03-12,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,-1.1895696377268243,-1.4184958572537223,0.0,-0.9571092031644076,-1.036279064543745,1,18.0,1,1,-0.4816727816893057,-0.4816727816893057
2016-03-15,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,-0.8979601863105995,-0.7006737186850178,0.0,1.5087881545841004,-0.9024069315179788,1,5.0,1,1,-1.0301111552100322,-1.0301111552100322
2016-03-16,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,-0.8218881555063671,-0.7258604603891827,0.0,-0.7105194673895568,-1.036279064543745,1,16.0,1,1,-0.9417181572799518,-0.9417181572799518
2016-03-17,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-0.26402659627532843,0.09270864499618182,0.0,1.5087881545841004,-0.6103222776435798,1,6.0,1,1,-0.8947593771295965,-0.8947593771295965
2016-03-18,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,-0.048489175663336104,0.2186423535170072,0.0,0.5717471586396673,-0.4642799507063805,1,8.0,1,1,-0.5231069994690309,-0.5231069994690309
2016-03-19,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,-0.035810503862630724,-0.3732460765308719,0.0,-0.8338143352769822,0.26593168397961675,1,16.0,1,1,-0.505779962942964,-0.505779962942964
2016-03-20,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,-0.22599058087321205,-0.0835985469329735,1.0,-0.020068207219974536,-0.37908859332634737,1,3.0,1,1,-0.7159644494982974,-0.7159644494982974
2016-03-22,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,-0.5302787040901422,-0.27249910971421154,0.0,0.8676548415694885,-0.7320242167579127,1,1.0,1,1,-1.0260932916677559,-1.0260932916677559
2016-03-23,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,-0.4668853450866151,-0.20953225545379886,0.0,0.15254460782242107,-0.47645014461781376,1,12.0,1,1,-0.9258978195822385,-0.9258978195822385
2016-03-24,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-1.1261762787232972,-1.2799687778808144,0.0,-0.9324502295869226,-0.8902367376065455,1,9.0,1,1,-0.984910190359423,-0.984910190359423
2016-03-25,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,-0.8979601863105995,-0.6628936061287701,0.0,0.9662907358794285,-1.0849598401894782,1,10.0,1,1,-0.38624852256024156,-0.38624852256024156
2016-03-26,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,-0.9106388581113048,-0.9021676523183383,0.0,0.22652152855487626,-0.7685347984922127,1,9.0,1,1,-0.39202420140226385,-0.39202420140226385
2016-03-27,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,-0.6063507348943747,-0.4488063016433669,0.0,-0.020068207219974536,-0.6590030532893131,1,4.0,1,1,-0.9452337878794436,-0.9452337878794437
2016-03-28,air_4c665a2bfff0da3b,0,1,0,0,0,0,0,-0.49224268868802584,-0.3606527056787892,0.0,-0.6118835730796166,-0.29389723594631445,1,1.0,1,1,-1.0615007141340664,-1.0615007141340664
2016-03-29,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,-0.2767052680760338,-0.13397203034130345,0.0,1.1142445773443392,-0.488620338529247,1,6.0,1,1,-0.7890393426734491,-0.7890393426734491
2016-03-30,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,-0.035810503862630724,0.04233516158785187,0.0,-0.41461178445973584,-0.24521646030058125,1,12.0,1,1,-0.8736655935326455,-0.8736655935326455
2016-03-31,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-0.035810503862630724,0.06752190329201685,0.0,0.9416317623019435,-0.3060674298577477,1,3.0,1,1,-0.8382581710663348,-0.8382581710663348
2016-04-01,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,-0.3020626116774445,-0.15915877204546888,0.0,-0.24199896941734034,-0.40342898114921405,1,4.0,1,1,-0.633096013938847,-0.633096013938847
2016-04-02,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,-0.5936720630936694,-0.801420685501678,0.0,-1.3023348332491989,-0.45210975679494714,1,13.0,1,1,-0.6501719339935216,-0.6501719339935216
2016-04-03,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,-0.26402659627532843,-0.3354659639746242,0.0,-1.3023348332491989,-0.233046266389148,1,5.0,1,1,-1.1704852627183135,-1.1704852627183135
2016-04-05,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,-0.555636047691553,-0.8643875397620906,0.0,-1.3023348332491989,-0.2817270420348812,1,9.0,1,1,-1.079329983602918,-1.079329983602918
2016-04-06,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,-0.07384651926474708,0.06752190329201685,0.0,0.7443599736820631,-0.5007905324406804,1,8.0,1,1,-1.0127841186839655,-1.0127841186839655
2016-04-07,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-0.17527589367039031,0.05492853243993458,0.0,-1.1790399653617734,0.04686819357381771,1,7.0,1,1,-1.1277954625816269,-1.1277954625816269
2016-04-09,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,0.2431202757528887,0.4831031414107406,0.0,0.5470881850621823,-0.06266355162908192,1,9.0,1,1,-0.4816727816893057,-0.4816727816893057
2016-04-10,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,0.25579894755359384,0.5334766248190705,0.0,-0.2666579429948253,0.0955489692195507,1,6.0,1,1,-1.0572317341203978,-1.0572317341203978
2016-04-11,air_4c665a2bfff0da3b,0,1,0,0,0,0,0,-0.45420667328590975,-0.3228725931225415,0.0,0.22652152855487626,-0.488620338529247,1,4.0,1,1,-1.3043303419703955,-1.3043303419703955
2016-04-12,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,-0.5936720630936694,-0.5747400101641924,0.0,1.5087881545841004,-0.7685347984922127,1,8.0,1,1,-1.1421091014509865,-1.1421091014509865
2016-04-13,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,-0.09920386286615783,-0.0835985469329735,0.0,-1.129722018206803,-0.09917413336338188,1,6.0,1,1,-1.0547205694064752,-1.0547205694064752
2016-04-14,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-0.02313183206192535,-0.2599057388621288,0.0,-1.3023348332491989,0.20508071442245032,1,3.0,1,1,-1.0218243116540873,-1.0218243116540873
2016-04-15,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,0.1416909013472452,0.2186423535170072,0.0,1.6814009696264958,-0.05049335771764868,1,8.0,1,1,-0.6009531056006359,-0.6009531056006359
2016-04-16,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,0.07829754234371812,0.15567549925659452,0.0,-0.34063486372728063,-0.1600251029205483,1,6.0,1,1,-0.3867507555030261,-0.3867507555030261
2016-04-17,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,0.5093723835677023,0.43272965800241064,0.0,-0.5625656259246463,0.6310375013226156,1,3.0,1,1,-1.0936436224722776,-1.0936436224722776
2016-04-19,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,0.12901222954653963,0.2816092077774199,0.0,1.5581061017390705,0.0712085813966842,1,10.0,1,1,-1.078325517717349,-1.078325517717349
2016-04-20,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,-0.035810503862630724,-0.045818434376725795,0.0,1.5087881545841004,-0.19653568465484805,1,13.0,1,1,-0.9454849043508359,-0.9454849043508359
2016-04-21,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,0.16704824494865597,0.06752190329201685,0.0,-1.3023348332491989,0.22942110224531703,1,10.0,1,1,-1.0512049388069833,-1.0512049388069833
2016-04-22,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,0.2684776193542994,0.5082898831149056,0.0,0.793677920837033,0.21725090833388358,1,5.0,1,1,-0.555249907807242,-0.555249907807242
2016-04-23,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,0.34454965015853173,0.34457606203783253,0.0,-0.7844963881220121,0.31461245962534995,1,18.0,1,1,-0.4585700663212165,-0.4585700663212165
2016-04-24,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,0.06561887054301252,-0.07100517608089078,0.0,-1.0064271503193778,0.08337877530811745,1,7.0,1,1,-1.0722987224039342,-1.0722987224039342
2016-04-25,air_4c665a2bfff0da3b,0,1,0,0,0,0,0,0.3699069937599429,0.43272965800241064,0.0,0.8429958679920031,0.2537614900681835,1,3.0,1,1,-1.257120445348648,-1.257120445348648
2016-04-26,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,0.5093723835677023,0.6845970750440614,0.0,1.3854932866966752,0.33895284744821647,1,7.0,1,1,-0.9821479091741079,-0.9821479091741079
2016-04-27,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,0.3699069937599429,0.2690158369253376,0.0,-1.2283579125167436,0.4606547865625493,1,13.0,1,1,-0.9628119408769028,-0.9628119408769028
2016-04-28,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,-0.09920386286615783,-0.5369598976079447,0.0,-1.3023348332491989,0.22942110224531703,1,17.0,1,1,-0.7222423612831043,-0.7222423612831043
2016-04-29,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,0.07829754234371812,0.2186423535170072,1.0,1.0156086830343989,-0.0018125820719154838,1,7.0,1,1,-0.5502275783793965,-0.5502275783793965
2016-04-30,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,0.10365488594512887,0.25642246607325486,0.0,1.41015226027416,-0.11134432727481512,1,1.0,1,1,-0.5941729608730445,-0.5941729608730445
2016-05-01,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,0.38258566556064805,0.6720037041919786,0.0,0.9169727887244584,0.059038387485250955,1,2.0,1,1,-0.873163360589861,-0.873163360589861
2016-05-02,air_4c665a2bfff0da3b,0,1,0,0,0,0,0,0.28115629115500457,0.2186423535170072,0.0,-0.43927075803722093,0.21725090833388358,1,2.0,1,1,-1.0120307692697885,-1.0120307692697885
2016-05-03,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,0.6615164451761673,0.6342235916357309,1.0,0.17720358139990605,0.691888470879782,1,2.0,1,1,-0.7277669236537343,-0.7277669236537343
2016-05-06,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,0.3699069937599429,0.35716943288991526,0.0,-1.2776758596717137,0.4606547865625493,1,1.0,1,1,-1.1295532778813728,-1.1295532778813728
2016-05-07,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,0.7629458195818107,0.848310896121134,0.0,1.5334471281615856,0.484995174385416,1,6.0,1,1,-0.703659742400076,-0.703659742400076
2016-05-08,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,0.7756244913825163,0.9238711212336294,0.0,1.632083022471526,0.704058664791215,1,5.0,1,1,-1.043671444665215,-1.043671444665215
2016-05-09,air_4c665a2bfff0da3b,0,1,0,0,0,0,0,0.4206216809627644,0.2690158369253376,0.0,-1.3023348332491989,0.5823567256768822,1,8.0,1,1,-1.4710716789748655,-1.4710716789748655
2016-05-10,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,0.40794300916205883,0.369762803741998,0.0,-1.2776758596717137,0.5701865317654492,1,9.0,1,1,-1.3088504384554565,-1.3088504384554565
2016-05-11,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,0.7883031631832215,0.9364644920857121,0.0,-0.8831322824319523,0.5580163378540157,1,7.0,1,1,-1.1190063860828974,-1.1190063860828974
2016-05-12,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,0.8263391785853378,1.0498048297544547,0.0,1.9279907054013468,0.740569246525515,1,2.0,1,1,-0.998721596285998,-0.998721596285998
2016-05-13,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,0.7629458195818107,0.8609042669732166,0.0,1.434811233851645,0.6188673074111821,1,6.0,1,1,-0.6421362069089688,-0.6421362069089688
2016-05-14,air_4c665a2bfff0da3b,0,0,1,0,0,0,0,0.585444414371935,0.6468169624878137,0.0,0.8923138151469735,0.36329323527108315,1,7.0,1,1,-0.4816727816893057,-0.4816727816893057
2016-05-15,air_4c665a2bfff0da3b,0,0,0,1,0,0,0,0.3065136347564158,0.5082898831149056,0.0,1.7800368639364363,0.13205955095385064,1,2.0,1,1,-1.095903670714808,-1.095903670714808
2016-05-16,air_4c665a2bfff0da3b,0,1,0,0,0,0,0,0.4840150399662915,0.45791639970657566,0.0,-0.8584733088544674,0.33895284744821647,1,2.0,1,1,-1.4100503764265429,-1.4100503764265429
2016-05-17,air_4c665a2bfff0da3b,0,0,0,0,0,1,0,0.39526433736135363,0.10530201584826454,0.0,-1.3023348332491989,0.4241442048282496,1,12.0,1,1,-1.238035593522835,-1.238035593522835
2016-05-18,air_4c665a2bfff0da3b,0,0,0,0,0,0,1,0.6108017579733458,0.9994313463461247,0.0,2.0019676261338017,0.20508071442245032,1,10.0,1,1,-1.03538460110927,-1.03538460110927
2016-05-19,air_4c665a2bfff0da3b,0,0,0,0,1,0,0,0.5220510553684079,0.6845970750440614,0.0,1.5581061017390705,0.41197401091681635,1,6.0,1,1,-1.0268466410819328,-1.0268466410819328
2016-05-20,air_4c665a2bfff0da3b,1,0,0,0,0,0,0,0.25579894755359384,0.14308212840451223,0.0,-0.8831322824319523,0.36329323527108315,1,10.0,1,1,-0.6416339739661843,-0.6416339739661843
