visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-02-29,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-0.932172393294808,-0.9411201840858746,0.0,-1.3424515547886744,-1.2831684925569427,1,14.0,1,1,-1.2853066942870908,-1.2853066942870908
2016-03-01,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-1.5021199833541397,-1.459034894253198,0.0,0.25103554394445965,-1.3639232860064212,1,25.0,1,1,-1.1765593869477042,-1.1765593869477042
2016-03-02,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-1.1182777288243857,-1.040295341351958,0.0,1.3304945463120668,-1.340850487877999,1,23.0,1,1,-1.0470258810026543,-1.0470258810026543
2016-03-03,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,-0.8507513090006177,-0.676653098042986,0.0,1.3304945463120668,-1.1562681028506194,1,30.0,1,1,-1.0637562359779444,-1.0637562359779444
2016-03-04,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-0.47854063794146234,-0.25791354514174586,0.0,1.02207768849275,-0.7986397318600713,1,16.0,1,1,-0.6918860731180845,-0.6918860731180845
2016-03-05,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-0.07143521647051104,-0.026504844854218158,0.0,0.4566467824906705,-0.164137783328454,1,47.0,1,1,-0.4693216539013449,-0.4693216539013449
2016-03-06,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,0.04488061823547525,0.028592464738050303,0.0,-0.5714094102403838,-0.2448925767779325,1,26.0,1,1,-1.1020332602395932,-1.1020332602395932
2016-03-07,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,0.11467011905906664,0.028592464738050303,0.0,-0.9312290776962527,0.2396361839189389,1,28.0,1,1,-1.389491177542307,-1.389491177542307
2016-03-08,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-0.14122471729410266,-0.03752430677267201,0.0,-0.23729114760279119,-0.09491938894318648,1,30.0,1,1,-1.0546305878096043,-1.0546305878096043
2016-03-09,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-0.8391197255300191,-0.852964488738245,0.0,-1.4709585788800563,-0.6602029430895365,1,17.0,1,1,-1.1010192993319998,-1.1010192993319998
2016-03-10,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,-1.0252250610595968,-1.1174315747811336,0.0,-0.8798262680597001,-0.8101761309242825,1,33.0,1,1,-0.98061144155529,-0.98061144155529
2016-03-11,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-1.0601198114713928,-0.9190812602489674,0.0,0.01972290057997237,-0.9601493187590285,1,42.0,1,1,-0.6422019886460105,-0.6422019886460105
2016-03-12,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-1.0717513949419912,-0.9080617983305135,0.0,1.2790917366755137,-1.133195304722197,1,33.0,1,1,-0.4523378086991563,-0.4523378086991563
2016-03-13,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,-0.8856460594124136,-0.6876725599614397,0.0,-0.8284234584231474,-0.983222116887451,1,35.0,1,1,-1.0518421953137225,-1.0518421953137225
2016-03-14,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-1.1182777288243857,-1.3378208131502076,0.0,-1.4709585788800563,-0.8678581262453386,1,28.0,1,1,-1.2807438702029206,-1.2807438702029206
2016-03-15,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-0.8856460594124136,-0.753789331472162,0.0,1.1762861174024086,-0.8217125299884938,1,23.0,1,1,-1.0059604642451236,-1.0059604642451236
2016-03-16,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-0.874014475941815,-0.6215557884507176,0.0,-0.3143953620576202,-1.0870497084653519,1,33.0,1,1,-0.9167319043769091,-0.9167319043769091
2016-03-17,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,-0.36222480323547623,-0.04854376869112546,0.0,1.4333001655851723,-0.7409577365390152,1,27.0,1,1,-0.8693292319469201,-0.8693292319469201
2016-03-18,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-0.19938263464709569,-0.09262161636494047,0.0,-0.5457080054221074,-0.3948657646126785,1,22.0,1,1,-0.49416369613738187,-0.49416369613738187
2016-03-19,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-0.2342773850588916,-0.4011665500816439,0.0,-1.3424515547886744,-0.21028337958529875,1,46.0,1,1,-0.4766728704813966,-0.4766728704813966
2016-03-20,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,-0.5715933057062511,-0.4783027835108197,1.0,0.4566467824906705,-0.4064021636768897,1,62.0,1,1,-0.6888441903953044,-0.6888441903953044
2016-03-21,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-0.7460670577652302,-0.6435947122876251,1.0,1.2790917366755137,-0.7178849384105926,1,34.0,1,1,-1.1339730288287837,-1.1339730288287837
2016-03-22,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-0.6413828065298429,-0.41218601200009736,0.0,1.4075987607668954,-0.9486129196948172,1,18.0,1,1,-1.0019046206147502,-1.0019046206147502
2016-03-23,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-0.4320143040590679,-0.10364107828339392,0.0,1.150584712584132,-0.5563753515116356,1,6.0,1,1,-0.9007620200823139,-0.9007620200823139
2016-03-24,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,-0.8391197255300191,-0.7868477172275229,0.0,-0.41720098133072575,-0.7409577365390152,1,21.0,1,1,-0.9603322234034231,-0.9603322234034231
2016-03-25,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-1.0019618941183996,-0.9080617983305135,0.0,0.8678692595830921,-0.9255401215663949,1,33.0,1,1,-0.3560115224777884,-0.3560115224777884
2016-03-26,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-0.9205408098242093,-0.7097114837983471,0.0,1.150584712584132,-1.0524405112727182,1,44.0,1,1,-0.3618417976964501,-0.3618417976964501
2016-03-27,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,-0.7228038908240331,-0.5444195550215418,0.0,-0.057381313874856656,-0.9255401215663949,1,44.0,1,1,-0.9202807675534859,-0.9202807675534859
2016-03-28,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-0.6530143900004415,-0.5995168646138103,0.0,0.5080495921272232,-0.6602029430895365,1,36.0,1,1,-1.0376467426074156,-1.0376467426074156
2016-03-29,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-0.47854063794146234,-0.43422493583700467,0.0,0.48234818730894674,-0.7640305346674376,1,42.0,1,1,-0.7626098464227204,-0.7626098464227204
2016-03-30,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-0.12959313382350407,-0.18077731171257008,0.0,0.4309453776723942,-0.30257457209898864,1,25.0,1,1,-0.8480360528874599,-0.8480360528874599
2016-03-31,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,0.03324903476487647,0.16082600775949452,0.0,0.6365566162186048,-0.1526013842642426,1,22.0,1,1,-0.8122939308947944,-0.8122939308947944
2016-04-01,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-0.19938263464709569,-0.45626385967391236,0.0,-1.4709585788800563,0.04351739982734814,1,24.0,1,1,-0.6051924155188533,-0.6051924155188533
2016-04-02,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,0.07977536864727074,0.10572869816722606,0.0,-0.10878412351140941,0.06659019795577051,1,33.0,1,1,-0.6224297509479402,-0.6224297509479402
2016-04-03,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,0.18445961988265847,0.21592331735176298,0.0,-1.3938543644252273,0.19349058766209415,1,40.0,1,1,-1.1476615010812938,-1.1476615010812938
2016-04-04,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-0.02490888258811657,0.11674816008567991,0.0,-1.3167501499703982,0.008908202634714382,1,13.0,1,1,-1.2604646520510536,-1.2604646520510536
2016-04-05,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-0.19938263464709569,-0.25791354514174586,0.0,-0.41720098133072575,-0.037237393622130355,1,17.0,1,1,-1.0556445487171977,-1.0556445487171977
2016-04-06,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,0.03324903476487647,0.19388439351485567,0.0,0.6108552114003285,-0.22181977864951014,1,31.0,1,1,-0.9884696385891384,-0.9884696385891384
2016-04-07,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,0.11467011905906664,0.21592331735176298,0.0,-1.4709585788800563,0.04351739982734814,1,12.0,1,1,-1.1045681625085766,-1.1045681625085766
2016-04-08,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-0.02490888258811657,-0.18077731171257008,0.0,-0.9312290776962527,0.08966299608419308,1,29.0,1,1,-0.5448617415170492,-0.5448617415170492
2016-04-09,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,0.09140695211786952,0.2379622411886703,0.0,0.3024383535810124,-0.11799218707160905,1,33.0,1,1,-0.4523378086991563,-0.4523378086991563
2016-04-10,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,0.13793328600026378,0.05063138857495761,0.0,-1.3938543644252273,0.10119939514840427,1,31.0,1,1,-1.033337408750144,-1.033337408750144
2016-04-11,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-0.5599617222356525,-0.45626385967391236,0.0,0.6879594258551578,-0.6371301449611142,1,33.0,1,1,-1.2827717920181072,-1.2827717920181072
2016-04-12,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-0.47854063794146234,-0.27995246897865317,0.0,1.1762861174024086,-0.8217125299884938,1,34.0,1,1,-1.119017105441782,-1.119017105441782
2016-04-13,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,0.009985867823679339,0.03961192665650376,0.0,-1.2910487451521218,0.1473449914052492,1,23.0,1,1,-1.0308025064811606,-1.0308025064811606
2016-04-14,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,0.2542491207062499,0.3040790126993926,0.0,0.8935706644013683,0.2396361839189389,1,25.0,1,1,-0.9975952867574785,-0.9975952867574785
2016-04-15,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-0.07143521647051104,0.017573002819596454,0.0,1.6132099993131066,-0.1526013842642426,1,27.0,1,1,-0.5727456664758662,-0.5727456664758662
2016-04-16,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,0.009985867823679339,0.33713739845475377,0.0,1.5361057848582773,-0.44101136086952325,1,32.0,1,1,-0.35651850293158505,-0.35651850293158505
2016-04-17,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,0.47524920664762366,0.5905850225791883,0.0,0.37954256803584147,0.40114577081789626,1,34.0,1,1,-1.0700934916504028,-1.0700934916504028
2016-04-18,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,-0.0481720495293137,-0.18077731171257008,0.0,-1.2139445306972927,0.02044460169892577,1,29.0,1,1,-1.3725073323401185,-1.3725073323401185
2016-04-19,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,-0.15285630076470122,-0.026504844854218158,0.0,1.2276889270389613,-0.2448925767779325,1,17.0,1,1,-1.0546305878096043,-1.0546305878096043
2016-04-20,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,-0.0481720495293137,0.16082600775949452,0.0,1.6389114041313828,-0.36025656742004475,1,23.0,1,1,-0.9205342577803841,-0.9205342577803841
2016-04-21,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,-0.07143521647051104,-0.42320547391855123,0.0,-1.4709585788800563,0.20502698672630534,1,24.0,1,1,-1.027253643304584,-1.027253643304584
2016-04-22,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,0.37056495541223594,0.3591763222916611,0.0,0.4566467824906705,0.36653657362526254,1,39.0,1,1,-0.5266104451803689,-0.5266104451803689
2016-04-23,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,0.3124070380592429,0.4363125557208368,0.0,0.12252851985307789,0.20502698672630534,1,47.0,1,1,-0.42901670782450935,-0.42901670782450935
2016-04-24,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,0.2077227868238556,0.33713739845475377,0.0,-0.08308271869313291,0.2857817801757838,1,7.0,1,1,-1.0485468223640442,-1.0485468223640442
2016-04-25,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,0.3240386215298417,0.5244682510684664,0.0,0.2767369487627359,0.11273579421261545,1,39.0,1,1,-1.23511562936122,-1.23511562936122
2016-04-26,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,0.5101439570594196,0.7668964132744476,0.0,1.561807189676554,0.36653657362526254,1,25.0,1,1,-0.9575438309075414,-0.9575438309075414
2016-04-27,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,0.2658807041768486,-0.0154853829357647,0.0,-1.4709585788800563,0.48190056426737476,1,29.0,1,1,-0.9380250834363694,-0.9380250834363694
2016-04-28,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,0.05651220170607361,-0.12568000212030161,0.0,-1.4709585788800563,0.10119939514840427,1,28.0,1,1,-0.6951814460677629,-0.6951814460677629
2016-04-29,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,-0.32733005282368033,-0.3240303166524678,1.0,0.2767369487627359,-0.2333561777137213,1,46.0,1,1,-0.5215406406424022,-0.5215406406424022
2016-04-30,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,-0.0481720495293137,0.16082600775949452,0.0,1.7931198330410407,-0.4871569571263682,1,40.0,1,1,-0.5659014303496112,-0.5659014303496112
2016-05-01,air_536043fcf1a4f8a4,0,0,0,1,0,0,0,0.3938281223534335,0.49140986531310527,0.0,0.8935706644013683,0.08966299608419308,1,43.0,1,1,-0.8475290724336632,-0.8475290724336632
2016-05-02,air_536043fcf1a4f8a4,0,1,0,0,0,0,0,0.579933457883011,0.9542272658881603,0.0,1.5361057848582773,0.2396361839189389,1,56.0,1,1,-0.9877091679084434,-0.9877091679084434
2016-05-03,air_536043fcf1a4f8a4,0,0,0,0,0,1,0,0.5915650413536098,0.48039040339465144,1.0,-1.4195557692435035,0.45882776613895243,1,51.0,1,1,-0.7007582310595263,-0.7007582310595263
2016-05-04,air_536043fcf1a4f8a4,0,0,0,0,0,0,1,0.4985123735888208,0.5024293272315591,1.0,1.7931198330410407,0.40114577081789626,1,50.0,1,1,-0.757793532111652,-0.757793532111652
2016-05-05,air_536043fcf1a4f8a4,0,0,0,0,1,0,0,0.5683018744124126,0.5134487891500126,1.0,1.4333001655851723,0.6434101511663318,1,42.0,1,1,-0.9509530850081845,-0.9509530850081845
2016-05-06,air_536043fcf1a4f8a4,1,0,0,0,0,0,0,0.14956486947086256,0.10572869816722606,0.0,-1.4709585788800563,0.41268216988210726,1,31.0,1,1,-1.106342594096865,-1.106342594096865
2016-05-07,air_536043fcf1a4f8a4,0,0,1,0,0,0,0,0.3124070380592429,0.24898170310712414,0.0,-0.5971108150586601,0.3896093717536849,1,56.0,1,1,-0.676423169277286,-0.676423169277286
