visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-07-14,air_2bffb19a24d11729,0,0,0,0,1,0,0,1.0564083374272932,1.0927083943090197,0.0,0.18377593703531936,1.1433199064822472,1,11.0,1,1,-0.2507589366973082,-0.2507589366973081
2016-07-15,air_2bffb19a24d11729,1,0,0,0,0,0,0,0.8443859804852686,0.6222943929511545,0.0,-1.4411155525819819,1.005892549047045,1,24.0,1,1,0.9754589761510616,0.9754589761510618
2016-07-16,air_2bffb19a24d11729,0,0,1,0,0,0,0,0.9928016303446856,0.972602691834671,0.0,-0.24952846019596112,0.9424645379231058,1,27.0,1,1,1.444364084957909,1.4443640849579091
2016-07-17,air_2bffb19a24d11729,0,0,0,1,0,0,0,1.1306161623570017,0.9325674576765549,0.0,-1.278626403620252,1.1644625768568935,1,27.0,1,1,0.48559287738099427,0.48559287738099444
2016-07-18,air_2bffb19a24d11729,0,1,0,0,0,0,0,1.1412172802041032,1.0826995857694905,1.0,1.3211999797674303,1.1116059009202774,1,23.0,1,1,-1.0950210324381136,-1.0950210324381136
2016-07-19,air_2bffb19a24d11729,0,0,0,0,0,1,0,1.1518183980512042,1.19279647970431,0.0,1.7815859018256655,1.0798918953583077,1,15.0,1,1,-0.9133591194235403,-0.9133591194235403
2016-07-20,air_2bffb19a24d11729,0,0,0,0,0,0,1,1.0988128088156979,1.2528493309414839,0.0,2.1607272494030356,0.9636072082977521,1,27.0,1,1,-0.4149533580758648,-0.41495335807586475
2016-07-21,air_2bffb19a24d11729,0,0,0,0,1,0,0,1.0670094552743945,1.0927083943090197,0.0,0.9149771073631049,0.9741785434850752,1,17.0,1,1,-0.1863233008844467,-0.18632330088444662
2016-07-22,air_2bffb19a24d11729,1,0,0,0,0,0,0,1.0988128088156979,1.262858139481013,0.0,1.185792355632655,0.9741785434850752,1,30.0,1,1,1.0414472778871244,1.0414472778871249
2016-07-23,air_2bffb19a24d11729,0,0,1,0,0,0,0,1.0458072195801917,1.1027172028485481,0.0,1.239955405286565,1.0164638842343683,1,27.0,1,1,1.3686716212018366,1.368671621201837
2016-07-24,air_2bffb19a24d11729,0,0,0,1,0,0,0,0.9928016303446856,0.9625938832951417,0.0,-0.19536541054205103,1.005892549047045,1,14.0,1,1,-0.48094165981192777,-0.4809416598119277
2016-07-25,air_2bffb19a24d11729,0,1,0,0,0,0,0,1.0140038660388884,0.8825234149789097,0.0,-1.1703003043124316,1.18560524723154,1,20.0,1,1,-1.1474235073461636,-1.1474235073461636
2016-07-26,air_2bffb19a24d11729,0,0,0,0,0,1,0,0.918593805414977,0.7323912868859741,0.0,-1.495278602235892,1.0587492249836612,1,28.0,1,1,-0.39011070330464115,-0.3901107033046411
2016-07-27,air_2bffb19a24d11729,0,0,0,0,0,0,1,1.088211690968597,1.0927083943090197,0.0,0.37334661082400455,1.048177889796338,1,14.0,1,1,-0.17933630423004004,-0.17933630423003996
2016-07-28,air_2bffb19a24d11729,0,0,0,0,1,0,0,1.1942228694396093,1.1627700540857226,0.0,-0.24952846019596112,1.18560524723154,1,24.0,1,1,0.053951750730982496,0.053951750730982614
2016-07-29,air_2bffb19a24d11729,1,0,0,0,0,0,0,1.1836217515925078,1.1727788626252518,0.0,0.7254064335744195,1.1433199064822472,1,31.0,1,1,1.296860822253768,1.2968608222537685
2016-07-30,air_2bffb19a24d11729,0,0,1,0,0,0,0,1.2684306943693178,1.4029814590344194,0.0,1.7545043769987105,1.3018899342920958,1,26.0,1,1,1.4195214301866852,1.4195214301866854
2016-07-31,air_2bffb19a24d11729,0,0,0,1,0,0,0,1.2896329300635203,1.3529374163367742,0.0,1.3753630294213401,1.3018899342920958,1,15.0,1,1,-0.43436168211588333,-0.4343616821158833
2016-08-01,air_2bffb19a24d11729,0,1,0,0,0,0,0,1.3426385192990264,1.3129021821786582,0.0,1.3211999797674303,1.2807472639174493,1,27.0,1,1,-1.2040958135430175,-1.2040958135430178
2016-08-02,air_2bffb19a24d11729,0,0,0,0,0,1,0,1.2896329300635203,1.2728669480205421,0.0,0.18377593703531936,1.3336039398540656,1,10.0,1,1,-0.8353376567826658,-0.8353376567826658
2016-08-05,air_2bffb19a24d11729,1,0,0,0,0,0,0,1.3638407549932288,1.4530255017320646,0.0,1.0233032066709251,1.3970319509780047,1,19.0,1,1,0.8628906967189542,0.8628906967189545
2016-08-06,air_2bffb19a24d11729,0,0,1,0,0,0,0,1.3320374014519254,1.513078352969239,0.0,0.4275096604779144,1.4287459565399745,1,11.0,1,1,0.6098061512371128,0.6098061512371129
2016-08-07,air_2bffb19a24d11729,0,0,0,1,0,0,0,1.3850429906874315,1.5030695444297097,0.0,1.5107706535561152,1.323032604666742,1,23.0,1,1,-0.64047808342088,-0.64047808342088
2016-08-09,air_2bffb19a24d11729,0,0,0,0,0,1,0,1.3744418728403303,1.3529374163367742,0.0,1.3211999797674303,1.3970319509780047,1,22.0,1,1,-0.31519457251016963,-0.3151945725101696
2016-08-10,air_2bffb19a24d11729,0,0,0,0,0,0,1,1.2578295765222165,1.3429286077972458,0.0,1.7545043769987105,1.2173192527935097,1,28.0,1,1,0.7340194250932313,0.7340194250932315
2016-08-11,air_2bffb19a24d11729,0,0,0,0,1,0,0,1.236627340828014,1.4430166931925361,1.0,1.8899120011334856,1.0587492249836612,1,23.0,1,1,0.4095122471441217,0.4095122471441219
2016-08-12,air_2bffb19a24d11729,1,0,0,0,0,0,0,1.2790318122164193,1.3629462248763033,0.0,1.9711565756143508,1.1538912416695706,1,23.0,1,1,-0.042701702988309706,-0.0427017029883096
2016-08-13,air_2bffb19a24d11729,0,0,1,0,0,0,0,1.3320374014519254,1.3729550334158327,1.0,1.7274228521717556,1.270175928730126,1,27.0,1,1,0.1308087139294558,0.13080871392945595
2016-08-14,air_2bffb19a24d11729,0,0,0,1,0,0,0,1.3002340479106216,1.3729550334158327,1.0,1.0233032066709251,1.2913185991047722,1,20.0,1,1,-0.9525639339843777,-0.9525639339843777
2016-08-15,air_2bffb19a24d11729,0,1,0,0,0,0,0,1.2790318122164193,1.3729550334158327,1.0,-0.03287626158032076,1.323032604666742,1,18.0,1,1,-1.5022076707977021,-1.5022076707977021
2016-08-16,air_2bffb19a24d11729,0,0,0,0,0,1,0,1.321436283604824,1.3529374163367742,0.0,0.7795694832283299,1.2067479176061866,1,20.0,1,1,-1.3791588963839847,-1.3791588963839847
2016-08-17,air_2bffb19a24d11729,0,0,0,0,0,0,1,1.2048239872867104,1.182787671164781,0.0,-0.6828328574272413,1.2067479176061866,1,8.0,1,1,-0.8539696478610836,-0.8539696478610836
2016-08-18,air_2bffb19a24d11729,0,0,0,0,1,0,0,1.3532396371461277,1.4229990761134779,0.0,0.18377593703531936,1.2913185991047722,1,12.0,1,1,-0.5659501191072088,-0.5659501191072088
2016-08-19,air_2bffb19a24d11729,1,0,0,0,0,0,0,1.4274474620758364,1.6331840554435877,0.0,0.5629172846126895,1.407603286165328,1,30.0,1,1,0.8244622151197175,0.8244622151197177
2016-08-20,air_2bffb19a24d11729,0,0,1,0,0,0,0,1.4910541691584438,1.5831400127459425,0.0,1.3211999797674303,1.3864606157906816,1,16.0,1,1,0.7018016071868005,0.7018016071868007
2016-08-21,air_2bffb19a24d11729,0,0,0,1,0,0,0,1.45925081561714,1.513078352969239,0.0,1.4836891287291603,1.4393172917272978,1,31.0,1,1,-0.8411601539946714,-0.8411601539946714
2016-08-22,air_2bffb19a24d11729,0,1,0,0,0,0,0,1.4380485799229377,1.4530255017320646,0.0,0.6170803342665996,1.5238879732258839,1,18.0,1,1,-2.0813520601518545,-2.0813520601518545
2016-08-23,air_2bffb19a24d11729,0,0,0,0,0,1,0,1.3532396371461277,1.4129902675739485,0.0,-0.005794736753365836,1.407603286165328,1,28.0,1,1,-0.6334910867664733,-0.6334910867664733
2016-08-24,air_2bffb19a24d11729,0,0,0,0,0,0,1,1.2578295765222165,1.3729550334158327,0.0,-0.4390991339846462,1.2913185991047722,1,20.0,1,1,-0.43513801507748406,-0.435138015077484
2016-08-25,air_2bffb19a24d11729,0,0,0,0,1,0,0,1.2896329300635203,1.4129902675739485,0.0,0.88789558253615,1.2596045935428029,1,25.0,1,1,-0.3000560797589552,-0.30005607975895515
2016-08-26,air_2bffb19a24d11729,1,0,0,0,0,0,0,1.3002340479106216,1.3529374163367742,0.0,1.21287388045961,1.2807472639174493,1,29.0,1,1,1.135383566240814,1.1353835662408145
2016-08-27,air_2bffb19a24d11729,0,0,1,0,0,0,0,1.0564083374272932,1.0426643516113745,0.0,0.1566944122083642,1.1538912416695706,1,28.0,1,1,1.2009837014960767,1.200983701496077
2016-08-28,air_2bffb19a24d11729,0,0,0,1,0,0,0,0.9715993946504833,1.0326555430718454,0.0,-0.7099143822541963,0.9953212138597219,1,31.0,1,1,-0.2674500953717241,-0.26745009537172404
2016-08-29,air_2bffb19a24d11729,0,1,0,0,0,0,0,0.7383748020142562,0.6423120100302125,0.0,-1.495278602235892,0.6993238286146712,1,11.0,1,1,-1.4866810115656872,-1.4866810115656872
2016-08-30,air_2bffb19a24d11729,0,0,0,0,0,1,0,0.7595770377084586,0.6423120100302125,0.0,1.239955405286565,0.731037834176641,1,16.0,1,1,-0.6610509069032996,-0.6610509069032996
2016-08-31,air_2bffb19a24d11729,0,0,0,0,0,0,1,1.0670094552743945,0.992620308913729,0.0,1.8357489514795757,1.1116059009202774,1,11.0,1,1,-0.21349495454047263,-0.21349495454047254
2016-09-01,air_2bffb19a24d11729,0,0,0,0,1,0,0,1.1094139266627994,1.0826995857694905,0.0,1.3482815045943852,0.9847498786723986,1,10.0,1,1,-0.6233987582656637,-0.6233987582656636
2016-09-02,air_2bffb19a24d11729,1,0,0,0,0,0,0,1.1200150445099006,1.232831713862426,0.0,1.4566076039022053,0.9636072082977521,1,35.0,1,1,0.6307671412003327,0.630767141200333
2016-09-03,air_2bffb19a24d11729,0,0,1,0,0,0,0,1.2154251051338116,1.2128140967833678,0.0,-0.005794736753365836,1.1538912416695706,1,20.0,1,1,1.2370831842105112,1.2370831842105114
2016-09-04,air_2bffb19a24d11729,0,0,0,1,0,0,0,1.2472284586751154,1.302893373639129,0.0,0.5629172846126895,1.2067479176061866,1,19.0,1,1,-0.7712901874506047,-0.7712901874506047
2016-09-05,air_2bffb19a24d11729,0,1,0,0,0,0,0,1.0564083374272932,0.992620308913729,0.0,-0.7911589567350614,1.1538912416695706,1,4.0,1,1,-1.3919683902503968,-1.391968390250397
2016-09-06,air_2bffb19a24d11729,0,0,0,0,0,1,0,1.0458072195801917,1.1227348199276066,0.0,-0.4661806588116012,1.1644625768568935,1,11.0,1,1,-0.6610509069032996,-0.6610509069032996
2016-09-07,air_2bffb19a24d11729,0,0,0,0,0,0,1,1.1942228694396093,1.2928845650996006,0.0,0.7795694832283299,1.1010345657329543,1,13.0,1,1,-0.5605157883760037,-0.5605157883760037
2016-09-08,air_2bffb19a24d11729,0,0,0,0,1,0,0,0.9503971589562809,0.702364861267387,0.0,-1.1973818291393867,1.005892549047045,1,13.0,1,1,-0.4071900284598574,-0.40719002845985736
2016-09-09,air_2bffb19a24d11729,1,0,0,0,0,0,0,0.8443859804852686,0.8424881808207934,0.0,0.18377593703531936,0.921321867548459,1,24.0,1,1,0.9607086498806475,0.9607086498806477
2016-09-10,air_2bffb19a24d11729,0,0,1,0,0,0,0,0.8443859804852686,0.9625938832951417,0.0,1.53785217838307,0.7204664989893177,1,39.0,1,1,1.489391396730752,1.4893913967307522
2016-09-11,air_2bffb19a24d11729,0,0,0,1,0,0,0,1.003402748191787,1.1227348199276066,0.0,0.4275096604779144,0.921321867548459,1,30.0,1,1,-0.31480640602936927,-0.3148064060293692
2016-09-12,air_2bffb19a24d11729,0,1,0,0,0,0,0,1.0564083374272932,0.9425762662160837,0.0,-1.1161372546585215,1.0164638842343683,1,21.0,1,1,-1.3698429008447757,-1.369842900844776
2016-09-13,air_2bffb19a24d11729,0,0,0,0,0,1,0,0.780779273402661,0.45214464777916086,0.0,-1.495278602235892,0.9847498786723986,1,19.0,1,1,-0.8318441584554626,-0.8318441584554626
2016-09-14,air_2bffb19a24d11729,0,0,0,0,0,0,1,0.8125826269439648,0.6323032014906836,0.0,-1.2515448787932966,0.9636072082977521,1,28.0,1,1,-0.4215521882494711,-0.42155218824947105
2016-09-15,air_2bffb19a24d11729,0,0,0,0,1,0,0,0.8125826269439648,0.6523208185697417,0.0,-0.9807296305237466,0.910750532361136,1,27.0,1,1,-0.08423551643394933,-0.08423551643394923
2016-09-16,air_2bffb19a24d11729,1,0,0,0,0,0,0,0.918593805414977,0.9525850747556129,0.0,-0.41201760915769114,0.8896078619864896,1,31.0,1,1,0.8900623503749802,0.8900623503749804
2016-09-17,air_2bffb19a24d11729,0,0,1,0,0,0,0,1.1094139266627994,0.9826115003742001,0.0,-0.4390991339846462,1.1538912416695706,1,19.0,1,1,1.370224287125038,1.3702242871250385
2016-09-18,air_2bffb19a24d11729,0,0,0,1,0,0,0,0.8443859804852686,0.6122855844116253,0.0,-1.495278602235892,0.9530358731104288,1,21.0,1,1,0.146723539642271,0.14672353964227114
2016-09-19,air_2bffb19a24d11729,0,1,0,0,0,0,0,0.6853692127787501,0.4621534563186897,1.0,-1.495278602235892,0.7098951638019942,1,26.0,1,1,-1.3729482326911788,-1.3729482326911788
2016-09-20,air_2bffb19a24d11729,0,0,0,0,0,1,0,0.40974014875411785,0.06180111473752806,0.0,-1.495278602235892,0.6358958174907317,1,21.0,1,1,-1.8756238253276583,-1.8756238253276585
2016-09-21,air_2bffb19a24d11729,0,0,0,0,0,0,1,0.5581557986135354,0.4921798819372769,0.0,-1.4411155525819819,0.6676098230527014,1,24.0,1,1,0.3625441029672769,0.36254410296727707
2016-09-22,air_2bffb19a24d11729,0,0,0,0,1,0,0,0.5899591521548391,0.5121974990163349,1.0,-1.359870978101117,0.7733231749259338,1,19.0,1,1,-0.32916856581898296,-0.3291685658189829
2016-09-23,air_2bffb19a24d11729,1,0,0,0,0,0,0,0.5793580343077377,0.4921798819372769,0.0,-1.0619742050046115,0.731037834176641,1,34.0,1,1,0.17078986145189395,0.1707898614518941
2016-09-24,air_2bffb19a24d11729,0,0,1,0,0,0,0,0.5263524450722316,0.3720741794629285,0.0,-1.1703003043124316,0.6253244823034086,1,27.0,1,1,1.1349953997600137,1.134995399760014
2016-09-25,air_2bffb19a24d11729,0,0,0,1,0,0,0,0.8867904518736733,0.8925322235184385,0.0,-0.38493608433073623,0.8684651916118429,1,19.0,1,1,-0.41572969103746554,-0.4157296910374655
2016-09-26,air_2bffb19a24d11729,0,1,0,0,0,0,0,0.8443859804852686,0.8424881808207934,0.0,-0.7369959070811514,0.8578938564245198,1,27.0,1,1,-1.1326731810757495,-1.1326731810757495
2016-09-27,air_2bffb19a24d11729,0,0,0,0,0,1,0,1.0670094552743945,1.0726907772299614,0.0,-0.4390991339846462,0.9424645379231058,1,16.0,1,1,-0.4848233246199315,-0.48482332461993144
2016-09-28,air_2bffb19a24d11729,0,0,0,0,0,0,1,0.9291949232620784,0.7724265210440902,0.0,-1.359870978101117,1.0270352194216914,1,23.0,1,1,-0.36526804853341743,-0.3652680485334174
2016-09-30,air_2bffb19a24d11729,1,0,0,0,0,0,0,0.547554680766434,0.6222943929511545,0.0,-0.303691509849871,0.5301824656174994,1,27.0,1,1,1.2060298657464816,1.2060298657464819
2016-10-01,air_2bffb19a24d11729,0,0,1,0,0,0,0,0.7171725663200539,0.5922679673325673,0.0,-0.9807296305237466,0.741609169363964,1,26.0,1,1,1.2413530154993153,1.2413530154993155
2016-10-02,air_2bffb19a24d11729,0,0,0,1,0,0,0,0.9928016303446856,0.9425762662160837,0.0,0.34626508599704936,1.0164638842343683,1,18.0,1,1,-0.4739546631575211,-0.47395466315752105
2016-10-03,air_2bffb19a24d11729,0,1,0,0,0,0,0,0.6747680949316487,0.5822591587930385,0.0,-1.495278602235892,0.6993238286146712,1,21.0,1,1,-1.5973084585937927,-1.597308458593793
2016-10-04,air_2bffb19a24d11729,0,0,0,0,0,1,0,0.6641669770845476,0.7123736698069157,0.0,-0.9807296305237466,0.731037834176641,1,32.0,1,1,-0.7227693773505585,-0.7227693773505585
2016-10-05,air_2bffb19a24d11729,0,0,0,0,0,0,1,0.7913803912497623,0.7223824783464449,0.0,-1.278626403620252,0.6887524934273479,1,27.0,1,1,-0.8989969596339266,-0.8989969596339266
2016-10-06,air_2bffb19a24d11729,0,0,0,0,1,0,0,0.6853692127787501,0.702364861267387,0.0,0.8337325328822397,0.6358958174907317,1,24.0,1,1,-0.4095190273446596,-0.40951902734465956
2016-10-07,air_2bffb19a24d11729,1,0,0,0,0,0,0,0.5051502093780292,0.5822591587930385,0.0,0.6983249087474646,0.329327097058358,1,27.0,1,1,0.8089355558877027,0.8089355558877029
2016-10-08,air_2bffb19a24d11729,0,0,1,0,0,0,0,0.9291949232620784,0.9325674576765549,0.0,-0.3307730346768261,0.8050371804879036,1,32.0,1,1,1.0697834309855516,1.0697834309855518
2016-10-09,air_2bffb19a24d11729,0,0,0,1,0,0,0,0.44154350229542166,0.5422239246349221,0.0,-0.5745067581194213,0.339898432245681,1,26.0,1,1,0.32644462025284243,0.3264446202528426
2016-10-10,air_2bffb19a24d11729,0,1,0,0,0,0,0,0.11290884903528367,0.10183634889564443,1.0,0.9420586321900598,0.17075706924850942,1,6.0,1,1,-0.8248571618010558,-0.8248571618010558
2016-10-12,air_2bffb19a24d11729,0,0,0,0,0,0,1,0.14471220257658707,0.32203013676528325,0.0,0.4275096604779144,0.09675772293724665,1,23.0,1,1,-0.49569198608234183,-0.4956919860823418
2016-10-13,air_2bffb19a24d11729,0,0,0,0,1,0,0,-0.02490568297703243,-0.038286970657762355,0.0,-0.6828328574272413,0.16018573406118602,1,10.0,1,1,-0.46036883632950815,-0.4603688363295081
2016-10-14,air_2bffb19a24d11729,1,0,0,0,0,0,0,0.01749878841137235,0.07180992327705724,0.0,-0.4661806588116012,0.043901047000630466,1,19.0,1,1,0.9711891448622575,0.9711891448622577
2016-10-15,air_2bffb19a24d11729,0,0,1,0,0,0,0,0.13411108472948605,0.31202132822575407,0.0,1.3482815045943852,-0.0829549752472483,1,27.0,1,1,1.4513510816123156,1.4513510816123159
2016-10-16,air_2bffb19a24d11729,0,0,0,1,0,0,0,0.45214462014252305,0.5822591587930385,0.0,0.34626508599704936,0.339898432245681,1,14.0,1,1,-0.507336980506353,-0.5073369805063529
2016-10-18,air_2bffb19a24d11729,0,0,0,0,0,1,0,0.5687569164606363,0.6723384356487997,0.0,0.10253136255445434,0.5407538008048227,1,13.0,1,1,-0.6307739214008707,-0.6307739214008706
2016-10-19,air_2bffb19a24d11729,0,0,0,0,0,0,1,0.5793580343077377,0.5121974990163349,0.0,-0.19536541054205103,0.5196111304301763,1,5.0,1,1,-0.4894813223895359,-0.4894813223895359
2016-10-20,air_2bffb19a24d11729,0,0,0,0,1,0,0,0.5581557986135354,0.5422239246349221,0.0,0.40042813565095947,0.5196111304301763,1,6.0,1,1,-0.2620157646405189,-0.26201576464051884
2016-10-21,air_2bffb19a24d11729,1,0,0,0,0,0,0,0.10230773118818229,0.011757072039882849,0.0,-0.7099143822541963,0.19189973962315582,1,20.0,1,1,0.9952554666718805,0.9952554666718807
2016-10-22,air_2bffb19a24d11729,0,0,1,0,0,0,0,-0.0037034472828300392,-0.1483838645925816,0.0,-1.4411155525819819,0.043901047000630466,1,22.0,1,1,1.5600376962364193,1.5600376962364195
2016-10-23,air_2bffb19a24d11729,0,0,0,1,0,0,0,0.10230773118818229,-0.10834863043446558,0.0,-1.278626403620252,0.16018573406118602,1,27.0,1,1,-0.23251511209969078,-0.2325151120996907
2016-10-24,air_2bffb19a24d11729,0,1,0,0,0,0,0,-0.09911350790674098,0.03177468911894121,0.0,1.3482815045943852,-0.0829549752472483,1,21.0,1,1,-1.2867752739534966,-1.2867752739534966
2016-10-25,air_2bffb19a24d11729,0,0,0,0,0,1,0,-0.10971462575384236,-0.18841909875069798,0.0,-1.3057079284472068,-0.14638298637118768,1,16.0,1,1,-0.5927336062824344,-0.5927336062824344
2016-10-26,air_2bffb19a24d11729,0,0,0,0,0,0,1,0.3673356773657131,0.4021006050815157,0.0,-0.4390991339846462,0.3187557618710346,1,12.0,1,1,-0.18865229976924894,-0.18865229976924885
2016-10-27,air_2bffb19a24d11729,0,0,0,0,1,0,0,0.0811054954939799,0.14187158305376046,0.0,0.9962216818439698,-0.008955628935985718,1,31.0,1,1,-0.1746783064604356,-0.17467830646043553
2016-10-28,air_2bffb19a24d11729,1,0,0,0,0,0,0,-0.10971462575384236,-0.1483838645925816,0.0,-1.468197077408937,-0.051240969685278706,1,24.0,1,1,0.8943321816637841,0.8943321816637845
2016-10-29,air_2bffb19a24d11729,0,0,1,0,0,0,0,-0.02490568297703243,-0.01826935357870399,0.0,0.6441618590935547,-0.13581165118386448,1,18.0,1,1,1.7471339399821977,1.7471339399821981
2016-10-30,air_2bffb19a24d11729,0,0,0,1,0,0,0,-0.2899336291545632,-0.228454332908814,0.0,0.6712433839205096,-0.3895236956796222,1,23.0,1,1,-0.14673031984280896,-0.14673031984280885
2016-10-31,air_2bffb19a24d11729,0,1,0,0,0,0,0,-0.26873139346036085,-0.18841909875069798,0.0,-0.7911589567350614,-0.3578096901176524,1,21.0,1,1,-1.1117121911125296,-1.1117121911125296
2016-11-01,air_2bffb19a24d11729,0,0,0,0,0,1,0,-0.3429392183900694,-0.20843671582975598,0.0,-0.19536541054205103,-0.28381034380638986,1,16.0,1,1,-0.8190346645890503,-0.8190346645890503
2016-11-02,air_2bffb19a24d11729,0,0,0,0,0,0,1,-0.40654592547267693,-0.2784983756064592,0.0,1.3211999797674303,-0.5375223883021476,1,24.0,1,1,0.3703074325832843,0.37030743258328447
2016-11-03,air_2bffb19a24d11729,0,0,0,0,1,0,0,-0.37474257193137317,-0.3785864610017496,1.0,0.8066510080552848,-0.378952360492299,1,12.0,1,1,-0.10869000472437267,-0.10869000472437255
2016-11-04,air_2bffb19a24d11729,1,0,0,0,0,0,0,-0.3535403362371708,-0.3085248012250464,0.0,1.1045477811517899,-0.4529517068035616,1,35.0,1,1,0.02406293170935398,0.0240629317093541
2016-11-05,air_2bffb19a24d11729,0,0,1,0,0,0,0,-0.321736982695867,-0.1483838645925816,0.0,1.239955405286565,-0.5058083827401778,1,26.0,1,1,1.2607613395393338,1.260761339539334
2016-11-06,air_2bffb19a24d11729,0,0,0,1,0,0,0,-0.44895039686108174,-0.5387273976342144,0.0,-0.9536481056967915,-0.4740943771782082,1,39.0,1,1,-0.5628447872608059,-0.5628447872608059
2016-11-07,air_2bffb19a24d11729,0,1,0,0,0,0,0,-0.4595515147081831,-0.34856003538316244,0.0,1.1316293059787448,-0.6326644049880568,1,9.0,1,1,-1.3593624058631657,-1.359362405863166
2016-11-08,air_2bffb19a24d11729,0,0,0,0,0,1,0,-0.4277481611668793,-0.6488242915690337,0.0,-1.495278602235892,-0.26266767343174346,1,18.0,1,1,-1.1734306615597885,-1.1734306615597885
2016-11-09,air_2bffb19a24d11729,0,0,0,0,0,0,1,-0.7563828144270175,-0.7989564196619693,0.0,0.10253136255445434,-0.7066637512993194,1,6.0,1,1,-0.857463146188287,-0.857463146188287
2016-11-10,air_2bffb19a24d11729,0,0,0,0,1,0,0,-0.7881861679683213,-0.8890356965177306,0.0,-1.1973818291393867,-0.780663097610582,1,15.0,1,1,-0.5861347761088281,-0.5861347761088281
2016-11-11,air_2bffb19a24d11729,1,0,0,0,0,0,0,-0.3535403362371708,-0.3285424183041044,0.0,0.7254064335744195,-0.4529517068035616,1,33.0,1,1,0.38544592533449873,0.3854459253344989
2016-11-12,air_2bffb19a24d11729,0,0,1,0,0,0,0,-0.27933251130746206,-0.2184455243692848,0.0,1.077466256324835,-0.378952360492299,1,38.0,1,1,1.8111814093142589,1.811181409314259
2016-11-13,air_2bffb19a24d11729,0,0,0,1,0,0,0,-0.16272021498934852,-0.01826935357870399,0.0,0.5629172846126895,-0.3155243493683596,1,25.0,1,1,-0.423493020653473,-0.42349302065347294
2016-11-14,air_2bffb19a24d11729,0,1,0,0,0,0,0,-0.18392245068355093,-0.28850718414598836,0.0,-1.414034027755027,0.03332971181330727,1,13.0,1,1,-1.4723188517760735,-1.4723188517760737
2016-11-16,air_2bffb19a24d11729,0,0,0,0,0,0,1,-0.5655626931791954,-0.5887714403318595,0.0,0.752487958401375,-0.4952370475528546,1,22.0,1,1,-0.3633272161294156,-0.3633272161294155
