visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Toshima-ku Sugamo,total_area_visitors,total_genre_visitors
2016-07-18,air_c3bc011cca3bec65,0,1,0,0,0,0,0,1.4484917704992142,1.502737166494912,1.0,0.6385887522536904,1.3647460518830097,1,10.0,1,1,-1.038219518454138,-1.0382195184541378
2016-07-19,air_c3bc011cca3bec65,0,0,0,0,0,1,0,1.2862385037223756,1.3631511273444747,0.0,0.2928096521547716,1.2212325877711416,1,13.0,1,1,-0.8609941833943141,-0.860994183394314
2016-07-20,air_c3bc011cca3bec65,0,0,0,0,0,0,1,1.1703433131674907,1.0839790490436008,0.0,-0.13276462489005167,1.177074598813644,1,9.0,1,1,-0.37476057181992545,-0.3747605718199254
2016-07-21,air_c3bc011cca3bec65,0,0,0,0,1,0,0,0.6488149556705092,0.4325775330082277,0.0,-1.356290671393918,0.9121266650686569,1,12.0,1,1,-0.15171415654164283,-0.15171415654164278
2016-07-22,air_c3bc011cca3bec65,1,0,0,0,0,0,0,0.602456879448555,0.2464628141409781,0.0,-1.356290671393918,0.8569291788717847,1,18.0,1,1,1.0460716015656712,1.046071601565671
2016-07-23,air_c3bc011cca3bec65,0,0,1,0,0,0,0,0.7183520700034398,0.7582782910259144,0.0,-0.9839131789796979,0.7906921954355381,1,26.0,1,1,1.3653044166413797,1.3653044166413795
2016-07-25,air_c3bc011cca3bec65,0,1,0,0,0,0,0,0.9849110082796749,0.8513356504595389,0.0,-1.1435035328715066,0.9342056595474061,1,9.0,1,1,-1.0893422112598565,-1.0893422112598563
2016-07-26,air_c3bc011cca3bec65,0,0,0,0,0,1,0,0.8806053367802787,0.7931748008135233,0.0,-1.3296922790786168,0.9673241512655292,1,8.0,1,1,-0.35052462856388117,-0.3505246285638811
2016-07-27,air_c3bc011cca3bec65,0,0,0,0,0,0,1,0.961731970168698,0.7815426308843205,0.0,-1.2764954944480138,1.0777191236592738,1,8.0,1,1,-0.1448977975008804,-0.14489779750088033
2016-07-28,air_c3bc011cca3bec65,0,0,0,0,1,0,0,1.1935223512784676,1.223565088194038,0.0,0.026825729001757156,1.177074598813644,1,6.0,1,1,0.08269285713791055,0.08269285713791057
2016-07-29,air_c3bc011cca3bec65,1,0,0,0,0,0,0,1.274648984666887,1.374783297273678,0.0,1.7025244448657482,1.132916609856146,1,14.0,1,1,1.2952473931668766,1.2952473931668764
2016-07-30,air_c3bc011cca3bec65,0,0,1,0,0,0,0,1.274648984666887,1.4329441469196935,0.0,1.5163356986586383,1.0446006319411507,1,13.0,1,1,1.4149123629935954,1.4149123629935951
2016-07-31,air_c3bc011cca3bec65,0,0,0,1,0,0,0,1.3094175418333525,1.1886685784064288,0.0,0.4789983983618818,1.2985090684467628,1,8.0,1,1,-0.3936949024887101,-0.39369490248871
2016-08-01,air_c3bc011cca3bec65,0,1,0,0,0,0,0,1.2978280227778638,1.2700937679108504,0.0,-0.8509212174031906,1.320588062925512,1,12.0,1,1,-1.1446304568127075,-1.1446304568127073
2016-08-02,air_c3bc011cca3bec65,0,0,0,0,0,1,0,1.1239852369455365,1.0258181993975852,0.0,-0.9041180020337934,1.0887586208986484,1,15.0,1,1,-0.7848781741058,-0.7848781741057999
2016-08-03,air_c3bc011cca3bec65,0,0,0,0,0,0,1,1.2282909084449332,1.3282546175568657,0.0,-0.2657565864665589,1.1881140960530183,1,22.0,1,1,-0.32856080498809104,-0.328560804988091
2016-08-04,air_c3bc011cca3bec65,0,0,0,0,1,0,0,1.3789546561662835,1.4445763168488968,0.0,0.9045726754067048,1.2985090684467628,1,12.0,1,1,-0.19942866982698004,-0.19942866982698
2016-08-05,air_c3bc011cca3bec65,1,0,0,0,0,0,0,1.4484917704992142,1.4911049965657088,0.0,1.5163356986586383,1.320588062925512,1,7.0,1,1,0.8718757594128529,0.8718757594128528
2016-08-06,air_c3bc011cca3bec65,0,0,1,0,0,0,0,1.4948498467211684,1.584162355999334,0.0,0.9843678523526094,1.4530620297980055,1,20.0,1,1,0.6249720874919016,0.6249720874919016
2016-08-08,air_c3bc011cca3bec65,0,1,0,0,0,0,0,1.4253127323882373,1.4678406567073032,0.0,-0.13276462489005167,1.3978645436011332,1,4.0,1,1,-1.125696126143923,-1.1256961261439227
2016-08-09,air_c3bc011cca3bec65,0,0,0,0,0,1,0,1.8193563802748456,1.9912883035214424,0.0,0.7981791061454989,1.4420225325586309,1,12.0,1,1,-0.27743811218237263,-0.2774381121823725
2016-08-10,air_c3bc011cca3bec65,0,0,0,0,0,0,1,1.4948498467211684,1.5608980161409276,0.0,-0.05296944794414714,1.4751410242767542,1,9.0,1,1,0.7461518037721231,0.746151803772123
2016-08-11,air_c3bc011cca3bec65,0,0,0,0,1,0,0,1.2862385037223756,1.339886787486069,1.0,-0.05296944794414714,1.3868250463617586,1,3.0,1,1,0.4295697949900445,0.42956979499004444
2016-08-12,air_c3bc011cca3bec65,1,0,0,0,0,0,0,1.2167013893894445,1.3166224476276625,0.0,0.10662090594766145,1.2764300739680141,1,3.0,1,1,-0.011600109592636774,-0.01160010959263674
2016-08-13,air_c3bc011cca3bec65,0,0,1,0,0,0,0,1.1935223512784676,1.3049902776984597,1.0,0.5587935753077861,1.177074598813644,1,25.0,1,1,0.1576728065862976,0.1576728065862976
2016-08-14,air_c3bc011cca3bec65,0,0,0,1,0,0,0,1.1355747560010252,1.142139898689616,1.0,-0.3455517634124632,1.199153593292393,1,7.0,1,1,-0.899241531345259,-0.8992415313452589
2016-08-15,air_c3bc011cca3bec65,0,1,0,0,0,0,0,1.2051118703339563,1.1886685784064288,1.0,-1.170101925186808,1.2985090684467628,1,6.0,1,1,-1.435461775885239,-1.4354617758852388
2016-08-16,air_c3bc011cca3bec65,0,0,0,0,0,1,0,1.2398804275004214,1.4562084867781,0.0,-0.7977244327725878,1.2212325877711416,1,4.0,1,1,-1.3154181194451446,-1.3154181194451444
2016-08-17,air_c3bc011cca3bec65,0,0,0,0,0,0,1,1.4484917704992142,1.5957945259285367,0.0,1.3035485601362264,1.1439561070955206,1,12.0,1,1,-0.8030551315478333,-0.803055131547833
2016-08-18,air_c3bc011cca3bec65,0,0,0,0,1,0,0,1.2398804275004214,1.2817259378400536,0.0,-1.0637083559256022,1.3868250463617586,1,11.0,1,1,-0.5220696644230697,-0.5220696644230696
2016-08-19,air_c3bc011cca3bec65,1,0,0,0,0,0,0,1.3210070608888411,1.3631511273444747,0.0,0.4789983983618818,1.3647460518830097,1,6.0,1,1,0.8343857846886593,0.8343857846886592
2016-08-20,air_c3bc011cca3bec65,0,0,1,0,0,0,0,1.1008061988345597,1.095611218972804,0.0,-0.9307163943490949,1.2653905767286397,1,11.0,1,1,0.7147208148619406,0.7147208148619405
2016-08-21,air_c3bc011cca3bec65,0,0,0,1,0,0,0,1.3557756180553062,1.502737166494912,0.0,0.7449823215148963,1.199153593292393,1,4.0,1,1,-0.7905584733064354,-0.7905584733064352
2016-08-22,air_c3bc011cca3bec65,0,1,0,0,0,0,0,1.1008061988345597,0.8978643301763515,0.0,-1.356290671393918,1.1660351015742694,1,14.0,1,1,-2.0004622030417716,-2.000462203041771
2016-08-23,air_c3bc011cca3bec65,0,0,0,0,0,1,0,1.2282909084449332,1.142139898689616,0.0,-0.9041180020337934,1.2764300739680141,1,16.0,1,1,-0.5879611351504401,-0.58796113515044
2016-08-24,air_c3bc011cca3bec65,0,0,0,0,0,0,1,1.1935223512784676,1.2351972581232409,0.0,-0.8509212174031906,1.199153593292393,1,8.0,1,1,-0.3944522757154615,-0.3944522757154614
2016-08-25,air_c3bc011cca3bec65,0,0,0,0,1,0,0,1.3673651371107949,1.4096798070612877,0.0,1.808918014126954,1.199153593292393,1,15.0,1,1,-0.26266933426072064,-0.26266933426072053
2016-08-26,air_c3bc011cca3bec65,1,0,0,0,0,0,0,1.4021336942772604,1.42131197699049,0.0,1.3567453447668292,1.2543510794892652,1,11.0,1,1,1.1377137620025888,1.1377137620025886
2016-08-27,air_c3bc011cca3bec65,0,0,1,0,0,0,0,0.9385529320577212,0.7466461210967111,0.0,-1.356290671393918,0.9894031457442783,1,11.0,1,1,1.2017117996630806,1.2017117996630804
2016-08-28,air_c3bc011cca3bec65,0,0,0,1,0,0,0,0.741531108114417,0.4674740427958371,0.0,-1.356290671393918,0.9562846540261549,1,3.0,1,1,-0.2308596587371625,-0.2308596587371624
2016-08-29,air_c3bc011cca3bec65,0,1,0,0,0,0,0,1.0892166797790714,1.1072433889020072,0.0,-0.6647324711960805,1.0446006319411507,1,2.0,1,1,-1.4203143113502112,-1.420314311350211
2016-08-30,air_c3bc011cca3bec65,0,0,0,0,0,1,0,1.031269084501629,0.8745999903179453,0.0,-1.1967003175021096,1.0887586208986484,1,9.0,1,1,-0.6148478847001142,-0.6148478847001141
2016-08-31,air_c3bc011cca3bec65,0,0,0,0,0,0,1,1.2282909084449332,1.223565088194038,0.0,1.6493276602351454,1.0887586208986484,1,5.0,1,1,-0.17822221947794128,-0.17822221947794123
2016-09-01,air_c3bc011cca3bec65,0,0,0,0,1,0,0,1.25146994655591,1.3864154672028812,0.0,1.330146952451528,1.0335611347017761,1,10.0,1,1,-0.5781152832026721,-0.578115283202672
2016-09-02,air_c3bc011cca3bec65,1,0,0,0,0,0,0,1.2167013893894445,1.0723468791143977,0.0,-0.05296944794414714,1.1439561070955206,1,7.0,1,1,0.645421164614189,0.645421164614189
2016-09-03,air_c3bc011cca3bec65,0,0,1,0,0,0,0,1.274648984666887,1.3864154672028812,0.0,0.611990359938389,1.320588062925512,1,8.0,1,1,1.23692965470702,1.2369296547070199
2016-09-05,air_c3bc011cca3bec65,0,1,0,0,0,0,0,1.4137232133327486,1.4445763168488968,0.0,1.1971549908750208,1.342667057404261,1,4.0,1,1,-1.3279147776865425,-1.3279147776865423
2016-09-06,air_c3bc011cca3bec65,0,0,0,0,0,1,0,1.4600812895547028,1.374783297273678,0.0,1.1971549908750208,1.4641015270373796,1,8.0,1,1,-0.6148478847001142,-0.6148478847001141
2016-09-07,air_c3bc011cca3bec65,0,0,0,0,0,0,1,1.2630594656113987,1.1305077287604133,0.0,-0.7445276481419849,1.4089040408405074,1,15.0,1,1,-0.51676805183581,-0.5167680518358099
2016-09-08,air_c3bc011cca3bec65,0,0,0,0,1,0,0,1.181932832222979,1.142139898689616,0.0,-1.0105115712949992,1.3316275601648864,1,13.0,1,1,-0.36718683955241166,-0.36718683955241155
2016-09-09,air_c3bc011cca3bec65,1,0,0,0,0,0,0,1.25146994655591,1.3864154672028812,0.0,0.05342412131705851,1.099798118138023,1,19.0,1,1,0.9673047859835272,0.9673047859835271
2016-09-10,air_c3bc011cca3bec65,0,0,1,0,0,0,0,1.2051118703339563,1.2351972581232409,0.0,-0.2657565864665589,1.177074598813644,1,6.0,1,1,1.48307595340122,1.4830759534012197
2016-09-12,air_c3bc011cca3bec65,0,1,0,0,0,0,0,0.9849110082796749,0.8280713106011327,0.0,-1.2764954944480138,1.0887586208986484,1,1.0,1,1,-1.306329640724128,-1.3063296407241278
2016-09-13,air_c3bc011cca3bec65,0,0,0,0,0,1,0,0.741531108114417,0.3860488532914151,0.0,-1.356290671393918,0.9673241512655292,1,14.0,1,1,-0.7814699945854188,-0.7814699945854187
2016-09-14,air_c3bc011cca3bec65,0,0,0,0,0,0,1,0.7994787033918594,0.700117441379899,0.0,-1.2764954944480138,0.8790081733505338,1,6.0,1,1,-0.38119824424731225,-0.38119824424731213
2016-09-15,air_c3bc011cca3bec65,0,0,0,0,1,0,0,0.9153738939467443,0.6768531015214925,0.0,-1.3296922790786168,1.0556401291805249,1,15.0,1,1,-0.052119577223835825,-0.052119577223835784
2016-09-16,air_c3bc011cca3bec65,1,0,0,0,0,0,0,0.7762996652808822,0.44420970293743056,0.0,-1.356290671393918,1.0225216374624015,1,7.0,1,1,0.8983838223491513,0.8983838223491512
2016-09-17,air_c3bc011cca3bec65,0,0,1,0,0,0,0,1.054448122612606,1.0258181993975852,0.0,0.05342412131705851,0.9894031457442783,1,16.0,1,1,1.3668191630948825,1.3668191630948823
2016-09-18,air_c3bc011cca3bec65,0,0,0,1,0,0,0,0.9733214892241867,0.7350139511675079,0.0,-1.356290671393918,1.0556401291805249,1,2.0,1,1,0.17319895773470095,0.17319895773470095
2016-09-19,air_c3bc011cca3bec65,0,1,0,0,0,0,0,0.5908673603930668,0.2697271539993842,1.0,-1.356290671393918,0.7244552119992912,1,7.0,1,1,-1.3093591336311334,-1.3093591336311332
2016-09-20,air_c3bc011cca3bec65,0,0,0,0,0,1,0,0.33589794117232025,-0.055973604018302064,0.0,-1.356290671393918,0.5478232561693002,1,7.0,1,1,-1.7997582979526547,-1.7997582979526545
2016-09-21,air_c3bc011cca3bec65,0,0,0,0,0,0,1,0.45179313172720503,0.30462366378699357,0.0,-1.3296922790786168,0.5478232561693002,1,7.0,1,1,0.38374871477158573,0.38374871477158573
2016-09-22,air_c3bc011cca3bec65,0,0,0,0,1,0,0,0.37066649833878534,0.03708375541532234,1.0,-1.356290671393918,0.6030207423661724,1,26.0,1,1,-0.2910708302638975,-0.29107083026389746
2016-09-23,air_c3bc011cca3bec65,1,0,0,0,0,0,0,0.5329197651156243,0.1766697945657598,0.0,-1.356290671393918,0.74653420647804,1,3.0,1,1,0.19667752776399386,0.19667752776399386
2016-09-24,air_c3bc011cca3bec65,0,0,1,0,0,0,0,0.6488149556705092,0.3860488532914151,0.0,-1.356290671393918,0.9010871678292827,1,5.0,1,1,1.137335075389213,1.1373350753892129
2016-09-25,air_c3bc011cca3bec65,0,0,0,1,0,0,0,0.8574262986693019,0.9094965001055543,0.0,-0.45194533267366893,0.8458896816324104,1,10.0,1,1,-0.37551794504667685,-0.3755179450466768
2016-09-26,air_c3bc011cca3bec65,0,1,0,0,0,0,0,1.0660376416680941,1.1072433889020072,0.0,-0.5317405096195732,1.0225216374624015,1,5.0,1,1,-1.0749521199515801,-1.07495211995158
2016-09-27,air_c3bc011cca3bec65,0,0,0,0,0,1,0,1.0892166797790714,1.0723468791143977,0.0,-0.7445276481419849,1.1218771126167717,1,7.0,1,1,-0.44292416222755004,-0.44292416222754993
2016-09-28,air_c3bc011cca3bec65,0,0,0,0,0,0,1,1.1935223512784676,1.1654042385480226,0.0,-0.7977244327725878,1.2543510794892652,1,14.0,1,1,-0.3262886853078369,-0.32628868530783683
2016-09-29,air_c3bc011cca3bec65,0,0,0,0,1,0,0,0.9733214892241867,0.8513356504595389,0.0,-1.170101925186808,1.0004426429836526,1,13.0,1,1,-0.20321553596073696,-0.2032155359607369
2016-09-30,air_c3bc011cca3bec65,1,0,0,0,0,0,0,0.602456879448555,0.47910621272503995,0.0,-0.7179292558266834,0.6802972230417935,1,13.0,1,1,1.2066347256369647,1.2066347256369645
2016-10-01,air_c3bc011cca3bec65,0,0,1,0,0,0,0,0.4054350555052509,0.14177328477815043,0.0,-1.356290671393918,0.5478232561693002,1,16.0,1,1,1.2410952074541526,1.2410952074541524
2016-10-02,air_c3bc011cca3bec65,0,0,0,1,0,0,0,0.7994787033918594,0.8164391406719299,0.0,1.0641630292985134,0.6582182285630447,1,4.0,1,1,-0.43232093705303065,-0.4323209370530306
2016-10-03,air_c3bc011cca3bec65,0,1,0,0,0,0,0,0.7531206271699054,0.6884852714506957,0.0,-1.356290671393918,0.8238106871536616,1,9.0,1,1,-1.5282399961622835,-1.5282399961622832
2016-10-04,air_c3bc011cca3bec65,0,0,0,0,0,1,0,1.008090046390652,1.3282546175568657,0.0,0.2928096521547716,0.7796526981961635,1,12.0,1,1,-0.6750590562268493,-0.6750590562268491
2016-10-05,air_c3bc011cca3bec65,0,0,0,0,0,0,1,0.9037843748912556,0.6768531015214925,0.0,-1.170101925186808,0.9783636485049038,1,16.0,1,1,-0.8469827786994135,-0.8469827786994133
2016-10-06,air_c3bc011cca3bec65,0,0,0,0,1,0,0,1.1355747560010252,1.2468294280524441,0.0,0.8513758907761021,0.9673241512655292,1,12.0,1,1,-0.3694589592326658,-0.3694589592326657
2016-10-07,air_c3bc011cca3bec65,1,0,0,0,0,0,0,0.602456879448555,0.502370552583446,0.0,0.18641608289356573,0.7023762175205424,1,11.0,1,1,0.8192383201536316,0.8192383201536315
2016-10-08,air_c3bc011cca3bec65,0,0,1,0,0,0,0,0.5792778413375781,0.5488992323002586,0.0,-1.303093886763315,0.6140602396055467,1,21.0,1,1,1.0737157243420967,1.0737157243420965
2016-10-09,air_c3bc011cca3bec65,0,0,0,1,0,0,0,0.7067625509479516,0.5954279120170709,0.0,-1.356290671393918,0.6582182285630447,1,9.0,1,1,0.3485308597276464,0.34853085972764636
2016-10-10,air_c3bc011cca3bec65,0,1,0,0,0,0,0,0.25477130778390056,-0.11413445366431753,1.0,-1.356290671393918,0.5257442616905509,1,4.0,1,1,-0.7746536355446563,-0.7746536355446562
2016-10-11,air_c3bc011cca3bec65,0,0,0,0,0,1,0,0.162055155339993,-0.055973604018302064,0.0,-1.303093886763315,0.39327029481805753,1,11.0,1,1,-1.1700024599088787,-1.1700024599088785
2016-10-12,air_c3bc011cca3bec65,0,0,0,0,0,0,1,0.19682371250645814,0.30462366378699357,0.0,0.8247774984608003,0.11728286383369613,1,10.0,1,1,-0.45352738740206944,-0.4535273874020693
2016-10-13,air_c3bc011cca3bec65,0,0,0,0,1,0,0,0.03457044572961957,-0.2769848326731611,0.0,-1.356290671393918,0.2939148196636876,1,8.0,1,1,-0.41906690558488147,-0.41906690558488136
2016-10-14,air_c3bc011cca3bec65,1,0,0,0,0,0,0,-0.0697352257697768,-0.12576662359352078,0.0,-0.29235497878186023,-0.004151605799422858,1,11.0,1,1,0.9775293245446709,0.9775293245446708
2016-10-15,air_c3bc011cca3bec65,0,0,1,0,0,0,0,0.05774948384059645,0.2464628141409781,0.0,1.5163356986586383,-0.09246758371441839,1,10.0,1,1,1.4459646652904021,1.445964665290402
2016-10-16,air_c3bc011cca3bec65,0,0,0,1,0,0,0,0.13887611722901574,0.2697271539993842,0.0,0.026825729001757156,0.006887891439951559,1,12.0,1,1,-0.4648879858033402,-0.46488798580334006
2016-10-17,air_c3bc011cca3bec65,0,1,0,0,0,0,0,0.15046563628450438,-0.12576662359352078,0.0,-1.356290671393918,0.3380728086211852,1,4.0,1,1,-1.3926701885737858,-1.3926701885737856
2016-10-18,air_c3bc011cca3bec65,0,0,0,0,0,1,0,0.5445092841711126,0.6652209315922896,0.0,0.21301447520886732,0.4484677810149298,1,16.0,1,1,-0.5853103288568102,-0.5853103288568101
2016-10-19,air_c3bc011cca3bec65,0,0,0,0,0,0,1,0.5329197651156243,0.3860488532914151,0.0,-0.8509212174031906,0.6361392340842955,1,12.0,1,1,-0.44746840158805834,-0.44746840158805823
2016-10-20,air_c3bc011cca3bec65,0,0,0,0,1,0,0,0.6604044747259974,0.8280713106011327,0.0,1.3035485601362264,0.48158627273305327,1,13.0,1,1,-0.2255580461499028,-0.22555804614990274
2016-10-21,air_c3bc011cca3bec65,1,0,0,0,0,0,0,0.23159226967292368,0.0952446050613378,0.0,-0.05296944794414714,0.304954316903062,1,14.0,1,1,1.0010078945739638,1.0010078945739638
2016-10-22,air_c3bc011cca3bec65,0,0,1,0,0,0,0,0.05774948384059645,-0.2653526627439578,0.0,-1.3296922790786168,0.22767783622744067,1,24.0,1,1,1.5519969170355958,1.5519969170355956
2016-10-23,air_c3bc011cca3bec65,0,0,0,1,0,0,0,0.22000275061743543,0.19993413442416588,0.0,-0.07956784025944873,0.22767783622744067,1,2.0,1,1,-0.1967778635333502,-0.19677786353335014
2016-10-24,air_c3bc011cca3bec65,0,1,0,0,0,0,0,-0.15086185915819608,-0.172295303310333,0.0,1.250351775505624,-0.08142808647504397,1,13.0,1,1,-1.22529070546173,-1.2252907054617297
2016-10-25,air_c3bc011cca3bec65,0,0,0,0,0,1,0,-0.25516753065759246,-0.393306531965192,0.0,-0.7179292558266834,-0.2911785340231587,1,18.0,1,1,-0.5481990407459925,-0.5481990407459923
2016-10-26,air_c3bc011cca3bec65,0,0,0,0,0,0,1,0.33589794117232025,0.5954279120170709,0.0,1.1971549908750208,-0.004151605799422858,1,9.0,1,1,-0.153986276221897,-0.15398627622189695
2016-10-27,air_c3bc011cca3bec65,0,0,0,0,1,0,0,0.3243084221168316,0.3162558337161968,0.0,0.6651871445689918,0.06208537763682384,1,21.0,1,1,-0.1403535581403721,-0.14035355814037204
2016-10-28,air_c3bc011cca3bec65,1,0,0,0,0,0,0,-0.4637788736563852,-0.672478610266066,0.0,-1.356290671393918,-0.28013903678378427,1,11.0,1,1,0.9025493750962839,0.9025493750962837
2016-10-29,air_c3bc011cca3bec65,0,0,1,0,0,0,0,-0.08132474482526524,0.025451585486119498,0.0,-1.356290671393918,-0.11454657819316742,1,7.0,1,1,1.7345238646826795,1.7345238646826793
2016-10-30,air_c3bc011cca3bec65,0,0,0,1,0,0,0,-0.4985474308228505,-0.8236968193457064,0.0,-1.356290671393918,-0.3353365229806565,1,13.0,1,1,-0.11308812197732225,-0.1130881219773222
2016-10-31,air_c3bc011cca3bec65,0,1,0,0,0,0,0,-0.22039897349112694,-0.172295303310333,0.0,-0.3189533710971617,-0.3132575285019075,1,16.0,1,1,-1.0545030428292927,-1.0545030428292925
2016-11-01,air_c3bc011cca3bec65,0,0,0,0,0,1,0,-0.3247046449905233,-0.4863638913988168,0.0,-0.4785437249889704,-0.103507080953793,1,20.0,1,1,-0.7689733363440209,-0.7689733363440208
2016-11-02,air_c3bc011cca3bec65,0,0,0,0,0,0,1,-0.6144426213777353,-0.9749150284253466,0.0,-1.356290671393918,-0.4457314953744011,1,12.0,1,1,0.3913224470390996,0.3913224470390996
2016-11-03,air_c3bc011cca3bec65,0,0,0,0,1,0,0,-0.3826522402679657,-0.13739879352272405,1.0,1.1705565985597193,-0.46781048985314994,1,14.0,1,1,-0.07597683386650443,-0.07597683386650439
2016-11-04,air_c3bc011cca3bec65,1,0,0,0,0,0,0,-0.25516753065759246,-0.20719181309794235,0.0,1.0907614216138148,-0.4567709926137755,1,16.0,1,1,0.053533987907982264,0.053533987907982285
2016-11-05,air_c3bc011cca3bec65,0,0,1,0,0,0,0,-0.18563041632466162,-0.12576662359352078,0.0,0.4524000060465802,-0.15870456715066528,1,11.0,1,1,1.2600295381229372,1.2600295381229372
2016-11-06,air_c3bc011cca3bec65,0,0,0,1,0,0,0,-0.16245137821368452,0.025451585486119498,0.0,1.1705565985597193,-0.3022180312625331,1,6.0,1,1,-0.5190401715160642,-0.5190401715160641
2016-11-07,air_c3bc011cca3bec65,0,1,0,0,0,0,0,-0.6028531023222469,-0.7190072899828784,0.0,0.8779742830914035,-0.489889484331899,1,14.0,1,1,-1.2961051021629844,-1.2961051021629841
2016-11-08,air_c3bc011cca3bec65,0,0,0,0,0,1,0,-0.7303378119326202,-0.8120646494165032,0.0,-0.8775196097184921,-0.7217189263587626,1,11.0,1,1,-1.1147142143560278,-1.1147142143560276
2016-11-09,air_c3bc011cca3bec65,0,0,0,0,0,0,1,-0.6723902166551777,-0.6957429501244724,0.0,0.2396128675241687,-0.5230079760500222,1,13.0,1,1,-0.8064633110682145,-0.8064633110682143
2016-11-10,air_c3bc011cca3bec65,0,0,0,0,1,0,0,-0.7651063690990857,-0.8818576689917218,0.0,-1.2232987098174108,-0.5561264677681457,1,9.0,1,1,-0.5417613683186057,-0.5417613683186056
2016-11-11,air_c3bc011cca3bec65,1,0,0,0,0,0,0,-0.8346434834320166,-0.9865471983545496,0.0,-1.356290671393918,-0.7658769153162602,1,10.0,1,1,0.40609122496075156,0.40609122496075156
2016-11-12,air_c3bc011cca3bec65,0,0,1,0,0,0,0,-0.30152560687954644,-0.20719181309794235,0.0,0.319408044470073,-0.2911785340231587,1,18.0,1,1,1.7970071558896685,1.7970071558896683
