visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Ōsaka-fu Ōsaka-shi Nakanochō,total_area_visitors,total_genre_visitors
2016-12-15,air_0328696196e46f18,0,0,0,0,1,0,0,-1.1155689078212638,-1.1266771650734302,0.0,-0.14512551896770687,-1.1052739892050367,1,5.0,1,1,0.19696101484257977,0.1969610148425801
2016-12-27,air_0328696196e46f18,0,0,0,0,0,1,0,-0.6905588986395065,-0.7424953157012268,0.0,-1.4446442658195378,-0.7924106756838025,1,17.0,1,1,0.497759997441668,0.49775999744166843
2016-12-28,air_0328696196e46f18,0,0,0,0,0,0,1,-1.1816815759162038,-1.260694089273036,0.0,-0.25341874787202595,-1.0768318697940154,1,6.0,1,1,1.6883590161301911,1.688359016130192
2016-12-29,air_0328696196e46f18,0,0,0,0,1,0,0,-1.1344582415626754,-1.1802839347532725,1.0,-0.6324450490371434,-1.1431968150863983,1,10.0,1,1,1.256628496689114,1.2566284966891146
2017-01-01,air_0328696196e46f18,0,0,0,1,0,0,0,-0.9172309035364438,-0.8139710086076832,1.0,0.34219401110172987,-1.0104669245016324,1,9.0,1,1,-3.553101428118642,-3.553101428118643
2017-01-06,air_0328696196e46f18,1,0,0,0,0,0,0,-1.011677572243501,-0.9837257792605172,0.0,0.47756054723212893,-0.9441019792092493,1,5.0,1,1,-0.15727941136548354,-0.15727941136548332
2017-01-07,air_0328696196e46f18,0,0,1,0,0,0,0,-1.0494562397263238,-0.9747913176472102,0.0,0.5046338544582086,-1.2285231733194621,1,5.0,1,1,0.6523584593104887,0.6523584593104892
2017-01-08,air_0328696196e46f18,0,0,0,1,0,0,0,-1.0589009065970294,-1.287497474112957,0.0,-1.525864187497777,-0.8303335015651643,1,2.0,1,1,-0.4928153323104056,-0.4928153323104054
2017-01-13,air_0328696196e46f18,1,0,0,0,0,0,0,-1.0305669059849125,-1.0194636257137455,0.0,0.31512070387564994,-0.9251405662685686,1,9.0,1,1,0.5973901173126858,0.5973901173126863
2017-01-16,air_0328696196e46f18,0,1,0,0,0,0,0,-1.2855729114939667,-1.3321697821794922,0.0,0.04438763161485183,-1.2759267056711643,1,27.0,1,1,-1.5311062367133497,-1.5311062367133499
2017-01-20,air_0328696196e46f18,1,0,0,0,0,0,0,-1.2194602433990267,-1.099873780233509,0.0,-1.0114713502022608,-1.2190424668491218,1,6.0,1,1,0.6340356786445545,0.6340356786445549
2017-01-21,air_0328696196e46f18,0,0,1,0,0,0,0,-1.1816815759162038,-1.2070873195931935,0.0,0.0985342460670115,-1.1052739892050367,1,10.0,1,1,1.5665888696211694,1.56658886962117
2017-01-22,air_0328696196e46f18,0,0,0,1,0,0,0,-1.2666835777525554,-1.3411042437927994,0.0,-1.2009845007848192,-1.2285231733194621,1,1.0,1,1,-0.6748979651781277,-0.6748979651781277
2017-01-24,air_0328696196e46f18,0,0,0,0,0,1,0,-1.3894642470717296,-1.3500387054061065,0.0,-0.6865916634893029,-1.2569652927304835,1,5.0,1,1,-0.8749216541145773,-0.8749216541145773
2017-01-25,air_0328696196e46f18,0,0,0,0,0,0,1,-1.3327962458474953,-1.2517596276597287,0.0,-0.11805221174162693,-1.3517723574338878,1,4.0,1,1,-0.4840356665746454,-0.48403566657464525
2017-01-27,air_0328696196e46f18,1,0,0,0,0,0,0,-0.9644542378899723,-0.7603642389278409,0.0,-0.14512551896770687,-1.2095617603787814,1,11.0,1,1,1.0875245001264287,1.0875245001264293
2017-01-28,air_0328696196e46f18,0,0,1,0,0,0,0,-0.9077862366657381,-0.8050365469943761,0.0,1.0731733062058846,-0.9915055115609515,1,7.0,1,1,1.8334143630688378,1.8334143630688386
2017-01-29,air_0328696196e46f18,0,0,0,1,0,0,0,-0.973898904760678,-0.9301190095806748,0.0,-0.7948848923936221,-1.048389750382994,1,7.0,1,1,-0.2832485284437819,-0.28324852844378173
2017-02-01,air_0328696196e46f18,0,0,0,0,0,0,1,-1.2477942440111438,-1.27856301249965,0.0,-0.4429318984545847,-1.266445999200824,1,3.0,1,1,-0.6672634732339885,-0.6672634732339884
2017-02-02,air_0328696196e46f18,0,0,0,0,1,0,0,-1.1155689078212638,-1.2338907044331147,0.0,-0.9031781212979415,-1.114754695675377,1,4.0,1,1,-0.6794786603446114,-0.6794786603446112
2017-02-03,air_0328696196e46f18,1,0,0,0,0,0,0,-0.9266755704071494,-0.8854467015141396,0.0,-0.1721988261937866,-0.8966984468575472,1,7.0,1,1,0.606169783048446,0.6061697830484465
2017-02-04,air_0328696196e46f18,0,0,1,0,0,0,0,-0.9644542378899723,-0.8318399318342974,0.0,1.1543932278841242,-1.1621582280270792,1,2.0,1,1,1.6551489761731852,1.655148976173186
2017-02-07,air_0328696196e46f18,0,0,0,0,0,1,0,-1.238349577140438,-1.3411042437927994,0.0,-0.4429318984545847,-1.1337161086160579,1,8.0,1,1,-0.9676807312358697,-0.9676807312358697
2017-02-09,air_0328696196e46f18,0,0,0,0,1,0,0,-1.2950175783646725,-1.3947110134726417,0.0,-1.4987908802716974,-1.2285231733194621,1,3.0,1,1,-0.813082269367049,-0.813082269367049
2017-02-11,air_0328696196e46f18,0,0,1,0,0,0,0,-1.3611302464596124,-1.3232353205661853,1.0,-0.22634544064594625,-1.3612530639042282,1,4.0,1,1,1.5078032816512967,1.5078032816512976
2017-02-12,air_0328696196e46f18,0,0,0,1,0,0,0,-1.342240912718201,-1.1981528579798866,0.0,0.15268086051917118,-1.4181373027262707,1,41.0,1,1,-0.44509975765953497,-0.44509975765953486
2017-02-14,air_0328696196e46f18,0,0,0,0,0,1,0,-1.2289049102697325,-1.1802839347532725,0.0,-0.4700052056806645,-1.2380038797898025,1,11.0,1,1,-0.6981831656077526,-0.6981831656077525
2017-02-17,air_0328696196e46f18,1,0,0,0,0,0,0,-0.7566715667344466,-0.7871676237677621,0.0,-1.525864187497777,-0.7260457303914195,1,12.0,1,1,1.0325561581286256,1.0325561581286262
2017-02-18,air_0328696196e46f18,0,0,1,0,0,0,0,-0.9172309035364438,-0.9837257792605172,0.0,-0.6595183562632231,-0.7734492627431216,1,2.0,1,1,1.741800459739166,1.741800459739167
2017-02-19,air_0328696196e46f18,0,0,0,1,0,0,0,-1.0494562397263238,-1.0462670105536667,0.0,1.3980529929188426,-1.1052739892050367,1,5.0,1,1,-0.2794312824717123,-0.27943128247171206
2017-02-24,air_0328696196e46f18,1,0,0,0,0,0,0,-1.1250135746919696,-1.082004857006895,0.0,-0.33463866955026533,-1.0009862180312918,1,2.0,1,1,1.1760846066784445,1.1760846066784452
2017-02-27,air_0328696196e46f18,0,1,0,0,0,0,0,-1.0589009065970294,-0.9747913176472102,0.0,1.2626864567884435,-0.9915055115609515,1,2.0,1,1,-1.182973404060598,-1.182973404060598
