visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-02-03,air_57ed725a1930a5b9,0,0,0,0,0,0,1,-1.2941025116611249,-1.3257994123588974,0.0,0.43506142421325267,-1.2007398122008301,1,27.0,1,1,-1.0881363130007387,-1.0881363130007387
2016-02-04,air_57ed725a1930a5b9,0,0,0,0,1,0,0,-1.281778036354181,-1.2889950908505743,0.0,0.14161330224577123,-1.2477739727201995,1,4.0,1,1,-1.0515755257615447,-1.0515755257615447
2016-02-05,air_57ed725a1930a5b9,1,0,0,0,0,0,0,-0.9859906289875306,-0.8228070184118178,0.0,0.8996876173284319,-1.306566673369411,1,21.0,1,1,-0.6884379768317133,-0.6884379768317133
2016-02-06,air_57ed725a1930a5b9,0,0,1,0,0,0,0,-1.0845864314430806,-1.2399226621728106,0.0,-1.056633195788112,-0.8597421484354026,1,59.0,1,1,-0.4717906092048683,-0.4717906092048683
2016-02-07,air_57ed725a1930a5b9,0,0,0,1,0,0,0,-1.2941025116611249,-1.3012631980200153,0.0,0.8752336071644753,-1.2007398122008301,1,41.0,1,1,-1.0646682401107155,-1.0646682401107155
2016-02-08,air_57ed725a1930a5b9,0,1,0,0,0,0,0,-1.3680493635027875,-1.3135313051894562,0.0,0.04379726158994393,-1.2242568924605146,1,15.0,1,1,-1.2546361143467974,-1.2546361143467974
2016-02-09,air_57ed725a1930a5b9,0,0,0,0,0,1,0,-1.0969109067500247,-0.6510535180396446,0.0,0.8018715766726047,-1.306566673369411,1,5.0,1,1,-1.0431764259903784,-1.0431764259903784
2016-02-10,air_57ed725a1930a5b9,0,0,0,0,0,0,1,-1.170857758591687,-1.1295096976478418,0.0,1.1197737088040434,-1.1889812720709878,1,35.0,1,1,-0.7287042492640687,-0.7287042492640687
2016-02-11,air_57ed725a1930a5b9,0,0,0,0,1,0,0,-1.170857758591687,-1.0436329474617552,1.0,1.1197737088040434,-1.1772227319411455,1,33.0,1,1,-0.7998495649727704,-0.7998495649727704
2016-02-12,air_57ed725a1930a5b9,1,0,0,0,0,0,0,-1.0229640549083618,-0.9945605187839913,0.0,-0.714277053492717,-1.2007398122008301,1,13.0,1,1,-0.7452554164601903,-0.7452554164601903
2016-02-13,air_57ed725a1930a5b9,0,0,1,0,0,0,0,-0.18489973403618568,0.2199820909906637,0.0,-0.17628882988566738,-0.4011590833715519,1,70.0,1,1,-0.5609692861869562,-0.5609692861869562
2016-02-14,air_57ed725a1930a5b9,0,0,0,1,0,0,0,0.3697016547762839,0.36719937702395516,0.0,-0.2251968502135808,0.3984216454577261,1,50.0,1,1,-1.0817134719992585,-1.0817134719992585
2016-02-15,air_57ed725a1930a5b9,0,1,0,0,0,0,0,-0.912043777145868,-0.5529086606841168,0.0,-1.203357256771853,-1.0008446299935108,1,11.0,1,1,-1.258094567193748,-1.258094567193748
2016-02-16,air_57ed725a1930a5b9,0,0,0,0,0,1,0,-1.2201556598194623,-1.2276545550033695,0.0,0.9975036579842592,-1.2360154325903572,1,10.0,1,1,-1.1022171567347525,-1.1022171567347525
2016-02-17,air_57ed725a1930a5b9,0,0,0,0,0,0,1,-1.1462088079777994,-0.8105389112423769,0.0,0.777417566508648,-1.2242568924605146,1,9.0,1,1,-0.9381876788508015,-0.9381876788508015
2016-02-18,air_57ed725a1930a5b9,0,0,0,0,1,0,0,-1.1462088079777994,-1.1417778048172829,0.0,0.3616993937213823,-1.2477739727201995,1,20.0,1,1,-0.9475749080068107,-0.9475749080068107
2016-02-19,air_57ed725a1930a5b9,1,0,0,0,0,0,0,-0.7148521722347678,-0.4302275889897072,0.0,0.9730496478203026,-1.094912951032249,1,28.0,1,1,-0.6377963458585055,-0.6377963458585055
2016-02-20,air_57ed725a1930a5b9,0,0,1,0,0,0,0,-0.9243682524528118,-1.080437268970078,0.0,-1.1544492364439394,-0.6128128057087139,1,44.0,1,1,-0.6708986802507486,-0.6708986802507486
2016-02-21,air_57ed725a1930a5b9,0,0,0,1,0,0,0,-0.7395011228486552,-0.528372446345235,0.0,-0.37192091119732174,-0.6480884260982408,1,33.0,1,1,-1.0288485499101538,-1.0288485499101538
2016-02-22,air_57ed725a1930a5b9,0,1,0,0,0,0,0,-1.0845864314430806,-1.2521907693422514,0.0,-1.1789032466078961,-0.800949447786191,1,15.0,1,1,-1.2454959175369988,-1.2454959175369988
2016-02-23,air_57ed725a1930a5b9,0,0,0,0,0,1,0,-1.0845864314430806,-1.2276545550033695,0.0,-1.2767192872637234,-0.800949447786191,1,13.0,1,1,-1.0355184232578447,-1.0355184232578447
2016-02-24,air_57ed725a1930a5b9,0,0,0,0,0,0,1,-1.195506709205575,-1.5098210199005118,0.0,-1.2767192872637234,-1.083154410902407,1,19.0,1,1,-0.9927818273633815,-0.9927818273633815
2016-02-25,air_57ed725a1930a5b9,0,0,0,0,1,0,0,-1.44199621534445,-1.423944269714425,0.0,-0.8120930941485441,-1.3300837536290957,1,10.0,1,1,-0.8914985654169659,-0.8914985654169659
2016-02-26,air_57ed725a1930a5b9,1,0,0,0,0,0,0,-1.195506709205575,-1.0559010546311962,0.0,1.266497769787784,-1.3653593740186227,1,16.0,1,1,-0.4932824233252053,-0.4932824233252053
2016-02-27,air_57ed725a1930a5b9,0,0,1,0,0,0,0,-0.9490172030666993,-0.9209518757673456,0.0,1.266497769787784,-1.0596373306427223,1,124.0,1,1,-0.32999404247988656,-0.32999404247988656
2016-02-28,air_57ed725a1930a5b9,0,0,0,1,0,0,0,-0.8380969253042055,-0.6142491965313216,0.0,1.0953196986400866,-0.942051929344299,1,42.0,1,1,-0.8966862446873921,-0.8966862446873921
2016-02-29,air_57ed725a1930a5b9,0,1,0,0,0,0,0,-0.8873948265319804,-0.6387854108702035,0.0,-0.7876390839845873,-0.8127079879160334,1,12.0,1,1,-1.1990538364493741,-1.1990538364493741
2016-03-01,air_57ed725a1930a5b9,0,0,0,0,0,1,0,-1.2694535610472373,-1.1908502334950466,0.0,1.3643138104436112,-1.1301885714217763,1,12.0,1,1,-1.093076959924954,-1.093076959924954
2016-03-02,air_57ed725a1930a5b9,0,0,0,0,0,0,1,-1.133884332670856,-0.9332199829367865,0.0,0.8263255868365614,-1.2477739727201995,1,9.0,1,1,-0.9668434310112507,-0.9668434310112507
2016-03-03,air_57ed725a1930a5b9,0,0,0,0,1,0,0,-0.7764745487694866,-0.44249569615914836,0.0,1.3398598002796545,-1.1066714911620914,1,4.0,1,1,-0.9831475658611615,-0.9831475658611615
2016-03-04,air_57ed725a1930a5b9,1,0,0,0,0,0,0,-0.6285808450861613,-0.503836232006353,0.0,1.0708656884761294,-0.7186396668772949,1,13.0,1,1,-0.6207511139699624,-0.6207511139699624
2016-03-05,air_57ed725a1930a5b9,0,0,1,0,0,0,0,-0.5916074191653301,-0.45476380332858907,0.0,-0.6653690331648033,-0.47171032415060593,1,32.0,1,1,-0.40385671399690665,-0.40385671399690665
2016-03-06,air_57ed725a1930a5b9,0,0,0,1,0,0,0,-0.2834955364917359,-0.33208273163417945,0.0,-0.5430989823450193,-0.3188493024626557,1,41.0,1,1,-1.0204494501389878,-1.0204494501389878
2016-03-07,air_57ed725a1930a5b9,0,1,0,0,0,0,0,-0.17257525872924195,-0.5529086606841168,0.0,-1.3011732974276802,0.12797522247135276,1,7.0,1,1,-1.3005841307420005,-1.3005841307420005
2016-03-08,air_57ed725a1930a5b9,0,0,0,0,0,1,0,0.03694082148880226,0.09730101929625412,0.0,0.6796015258528206,0.11621668234151025,1,10.0,1,1,-0.9742544013975738,-0.9742544013975738
2016-03-09,air_57ed725a1930a5b9,0,0,0,0,0,0,1,-0.8380969253042055,-0.6265173037007625,0.0,-1.3011732974276802,-0.9302933892144567,1,14.0,1,1,-1.0194613207541445,-1.0194613207541445
2016-03-10,air_57ed725a1930a5b9,0,0,0,0,1,0,0,-1.1585332832847435,-1.411676162544984,0.0,-1.3011732974276802,-0.9538104694741414,1,15.0,1,1,-0.902120956304029,-0.902120956304029
2016-03-11,air_57ed725a1930a5b9,1,0,0,0,0,0,0,-1.3434004128888999,-1.7061107346115671,0.0,-1.3011732974276802,-1.0243617102531952,1,19.0,1,1,-0.5723327741126516,-0.5723327741126516
2016-03-12,air_57ed725a1930a5b9,0,0,1,0,0,0,0,-1.195506709205575,-1.423944269714425,0.0,-0.9588171551322849,-1.0361202503830376,1,61.0,1,1,-0.3873055468007851,-0.3873055468007851
2016-03-13,air_57ed725a1930a5b9,0,0,0,1,0,0,0,-1.0845864314430806,-1.3257994123588974,0.0,-1.2767192872637234,-0.9185348490846142,1,20.0,1,1,-0.9715370455892554,-0.9715370455892554
2016-03-14,air_57ed725a1930a5b9,0,1,0,0,0,0,0,-1.2078311845125183,-1.6079658772560392,0.0,-1.3011732974276802,-0.9185348490846142,1,13.0,1,1,-1.1946072542175803,-1.1946072542175803
2016-03-15,air_57ed725a1930a5b9,0,0,0,0,0,1,0,-0.912043777145868,-0.7246621610562903,0.0,1.4865838612633953,-0.906776308954772,1,10.0,1,1,-0.926824190925106,-0.926824190925106
2016-03-16,air_57ed725a1930a5b9,0,0,0,0,0,0,1,-0.8380969253042055,-0.7491983753951721,0.0,-0.714277053492717,-1.0361202503830376,1,16.0,1,1,-0.8398688050589151,-0.8398688050589151
2016-03-17,air_57ed725a1930a5b9,0,0,0,0,1,0,0,-0.2958200117986796,0.048228590618490025,0.0,1.4865838612633953,-0.6245713458385561,1,13.0,1,1,-0.7936737563175011,-0.7936737563175011
2016-03-18,air_57ed725a1930a5b9,1,0,0,0,0,0,0,-0.08630393158063543,0.1709096623128996,0.0,0.5573314750330367,-0.48346886428044833,1,42.0,1,1,-0.4280658839255621,-0.4280658839255621
2016-03-19,air_57ed725a1930a5b9,0,0,1,0,0,0,0,-0.07397945627369171,-0.4056913746508254,0.0,-0.8365471043125009,0.22204354351009123,1,50.0,1,1,-0.411020652037019,-0.411020652037019
2016-03-20,air_57ed725a1930a5b9,0,0,0,1,0,0,0,-0.25884658587784826,-0.12352490975368323,1.0,-0.02956476890192643,-0.4011590833715519,1,46.0,1,1,-0.6177867258154331,-0.6177867258154331
2016-03-21,air_57ed725a1930a5b9,0,1,0,0,0,0,0,-0.7395011228486552,-0.761466482564613,1.0,-0.2007428400496241,-0.5657786451893445,1,9.0,1,1,-1.0515755257615447,-1.0515755257615447
2016-03-22,air_57ed725a1930a5b9,0,0,0,0,0,1,0,-0.5546339932444987,-0.30754651729529764,0.0,0.8507795970005185,-0.7421567471369794,1,5.0,1,1,-0.9228716733857337,-0.9228716733857337
2016-03-23,air_57ed725a1930a5b9,0,0,0,0,0,0,1,-0.4930116167097799,-0.24620598144809283,0.0,0.14161330224577123,-0.4952274044102906,1,8.0,1,1,-0.8243057672476366,-0.8243057672476366
2016-03-24,air_57ed725a1930a5b9,0,0,0,0,1,0,0,-1.133884332670856,-1.2889950908505743,0.0,-0.9343631449683282,-0.8950177688249297,1,16.0,1,1,-0.8823583686071674,-0.8823583686071674
2016-03-25,air_57ed725a1930a5b9,1,0,0,0,0,0,0,-0.912043777145868,-0.6878578395479673,0.0,0.9485956376563454,-1.083154410902407,1,36.0,1,1,-0.29343325524069264,-0.29343325524069264
2016-03-26,air_57ed725a1930a5b9,0,0,1,0,0,0,0,-0.9243682524528118,-0.9209518757673456,0.0,0.21497533273764158,-0.7774323675265065,1,50.0,1,1,-0.29911499920354034,-0.29911499920354034
2016-03-27,air_57ed725a1930a5b9,0,0,0,1,0,0,0,-0.6285808450861613,-0.4793000176674709,0.0,-0.02956476890192643,-0.6716055063579255,1,17.0,1,1,-0.8433272579058658,-0.8433272579058658
2016-03-28,air_57ed725a1930a5b9,0,1,0,0,0,0,0,-0.5176605673236674,-0.39342326748138423,0.0,-0.6164610128368897,-0.3188493024626557,1,5.0,1,1,-0.9577032342014522,-0.9577032342014522
2016-03-29,air_57ed725a1930a5b9,0,0,0,0,0,1,0,-0.30814448710562337,-0.1725973384314469,0.0,1.0953196986400866,-0.5069859445401329,1,12.0,1,1,-0.6896731385627671,-0.6896731385627671
2016-03-30,air_57ed725a1930a5b9,0,0,0,0,0,0,1,-0.07397945627369171,-0.0008438380592736412,0.0,-0.42082893152523526,-0.2718151419432864,1,15.0,1,1,-0.7729230392357965,-0.7729230392357965
2016-03-31,air_57ed725a1930a5b9,0,0,0,0,1,0,0,-0.07397945627369171,0.023692376279608192,0.0,0.9241416274923887,-0.330607842592498,1,2.0,1,1,-0.738091478420078,-0.738091478420078
2016-04-01,air_57ed725a1930a5b9,1,0,0,0,0,0,0,-0.3327934377195108,-0.19713355277032918,0.0,-0.24965086037753773,-0.42467616363123667,1,19.0,1,1,-0.5362660515658791,-0.5362660515658791
2016-04-02,air_57ed725a1930a5b9,0,0,1,0,0,0,0,-0.6162563697792176,-0.8228070184118178,0.0,-1.3011732974276802,-0.47171032415060593,1,34.0,1,1,-0.5530642511082116,-0.5530642511082116
2016-04-03,air_57ed725a1930a5b9,0,0,0,1,0,0,0,-0.2958200117986796,-0.3688870531425024,0.0,-1.3011732974276802,-0.2600566018134441,1,19.0,1,1,-1.0649152724569262,-1.0649152724569262
2016-04-04,air_57ed725a1930a5b9,0,1,0,0,0,0,0,0.01229187087491459,0.23225019816010442,0.0,-1.1299952262799824,-0.2365395215537595,1,6.0,1,1,-1.1748446665207188,-1.1748446665207188
2016-04-05,air_57ed725a1930a5b9,0,0,0,0,0,1,0,-0.5792829438583862,-0.8841475542590226,0.0,-1.3011732974276802,-0.3070907623328134,1,5.0,1,1,-0.9752425307824168,-0.9752425307824168
2016-04-06,air_57ed725a1930a5b9,0,0,0,0,0,0,1,-0.1109528821945231,0.023692376279608192,0.0,0.7285095461807345,-0.5187444846699752,1,8.0,1,1,-0.9097789590365629,-0.9097789590365629
2016-04-07,air_57ed725a1930a5b9,0,0,0,0,1,0,0,-0.20954868465007312,0.011424269110167492,0.0,-1.1789032466078961,0.010389821172929496,1,12.0,1,1,-1.0229197736010953,-1.0229197736010953
2016-04-08,air_57ed725a1930a5b9,1,0,0,0,0,0,0,0.07391424740963365,0.354931269854514,0.0,-0.2251968502135808,-0.024885799216597566,1,25.0,1,1,-0.477472353167716,-0.477472353167716
2016-04-09,air_57ed725a1930a5b9,0,0,1,0,0,0,0,0.19715900047907134,0.42853991287115994,0.0,0.5328774648690799,-0.09543703999565148,1,50.0,1,1,-0.3873055468007851,-0.3873055468007851
2016-04-10,air_57ed725a1930a5b9,0,0,0,1,0,0,0,0.20948347578601484,0.4776123415489236,0.0,-0.27410487054149446,0.05742398169229863,1,26.0,1,1,-0.9535036843158692,-0.9535036843158692
2016-04-11,air_57ed725a1930a5b9,0,1,0,0,0,0,0,-0.48068714140283614,-0.35661894597306126,0.0,0.21497533273764158,-0.5069859445401329,1,11.0,1,1,-1.1965835129872664,-1.1965835129872664
2016-04-12,air_57ed725a1930a5b9,0,0,0,0,0,1,0,-0.6162563697792176,-0.6019810893618807,0.0,1.4865838612633953,-0.7774323675265065,1,6.0,1,1,-1.0370006173351092,-1.0370006173351092
2016-04-13,air_57ed725a1930a5b9,0,0,0,0,0,0,1,-0.13560183280841054,-0.12352490975368323,0.0,-1.1299952262799824,-0.13071266038517854,1,9.0,1,1,-0.9510333608537614,-0.9510333608537614
2016-04-14,air_57ed725a1930a5b9,0,0,0,0,1,0,0,-0.06165498096674798,-0.2952784101258565,0.0,-1.3011732974276802,0.1632508428608796,1,7.0,1,1,-0.9186721235001506,-0.9186721235001506
2016-04-15,air_57ed725a1930a5b9,1,0,0,0,0,0,0,0.0985631980235211,0.1709096623128996,0.0,1.6577619324110928,-0.08367849986580919,1,27.0,1,1,-0.5046459112509006,-0.5046459112509006
2016-04-16,air_57ed725a1930a5b9,0,0,1,0,0,0,0,0.03694082148880226,0.10956912646569482,0.0,-0.3474669010333649,-0.18950536103439017,1,34.0,1,1,-0.29392731993311416,-0.29392731993311416
2016-04-17,air_57ed725a1930a5b9,0,0,0,1,0,0,0,0.4559729819248902,0.37946748419339627,0.0,-0.5675529925089761,0.5747997474053612,1,20.0,1,1,-0.9893233745164307,-0.9893233745164307
2016-04-18,air_57ed725a1930a5b9,0,1,0,0,0,0,0,0.4189995560040588,0.8333874494627117,0.0,0.38615340388533925,0.245560623769776,1,6.0,1,1,-1.284032963545879,-1.284032963545879
2016-04-19,air_57ed725a1930a5b9,0,0,0,0,0,1,0,0.08623872271657716,0.23225019816010442,0.0,1.5354918815913088,0.033906901432614066,1,6.0,1,1,-0.9742544013975738,-0.9742544013975738
2016-04-20,air_57ed725a1930a5b9,0,0,0,0,0,0,1,-0.07397945627369171,-0.08672058824536027,0.0,1.4865838612633953,-0.22478098142391703,1,12.0,1,1,-0.8435742902520766,-0.8435742902520766
2016-04-21,air_57ed725a1930a5b9,0,0,0,0,1,0,0,0.12321214863740855,0.023692376279608192,0.0,-1.3011732974276802,0.18676792312056437,1,9.0,1,1,-0.9475749080068107,-0.9475749080068107
2016-04-22,air_57ed725a1930a5b9,1,0,0,0,0,0,0,0.22180795109295878,0.45307612721004176,0.0,0.777417566508648,0.17500938299072188,1,18.0,1,1,-0.4596860242405406,-0.4596860242405406
2016-04-23,air_57ed725a1930a5b9,0,0,1,0,0,0,0,0.29575480293462114,0.29359073400730923,0.0,-0.7876390839845873,0.2690777040294606,1,45.0,1,1,-0.3645785709493943,-0.3645785709493943
2016-04-24,air_57ed725a1930a5b9,0,0,0,1,0,0,0,0.024616346181858317,-0.1112568025842421,0.0,-1.0077251754601986,0.045665441562456346,1,28.0,1,1,-0.9683256250885153,-0.9683256250885153
2016-04-25,air_57ed725a1930a5b9,0,1,0,0,0,0,0,0.32040375354850903,0.37946748419339627,0.0,0.8263255868365614,0.21028500338024894,1,11.0,1,1,-1.1501414318996417,-1.1501414318996417
2016-04-26,air_57ed725a1930a5b9,0,0,0,0,0,1,0,0.4559729819248902,0.6248296275822155,0.0,1.3643138104436112,0.29259478428914515,1,7.0,1,1,-0.879641012798849,-0.879641012798849
2016-04-27,air_57ed725a1930a5b9,0,0,0,0,0,0,1,0.32040375354850903,0.2199820909906637,0.0,-1.2278112669358099,0.4101801855875684,1,5.0,1,1,-0.8606195221406198,-0.8606195221406198
2016-04-28,air_57ed725a1930a5b9,0,0,0,0,1,0,0,-0.13560183280841054,-0.5651767678535577,0.0,-1.3011732974276802,0.18676792312056437,1,10.0,1,1,-0.6239625344707024,-0.6239625344707024
2016-04-29,air_57ed725a1930a5b9,1,0,0,0,0,0,0,0.03694082148880226,0.1709096623128996,1.0,0.9975036579842592,-0.03664433934643985,1,22.0,1,1,-0.4547453773163252,-0.4547453773163252
2016-04-30,air_57ed725a1930a5b9,0,0,1,0,0,0,0,0.06158977210268971,0.20771398382122258,0.0,1.388767820607568,-0.14247120051502082,1,87.0,1,1,-0.4979760379032099,-0.4979760379032099
2016-05-01,air_57ed725a1930a5b9,0,0,0,1,0,0,0,0.33272822885545256,0.6125615204127743,0.0,0.8996876173284319,0.022148361302771778,1,38.0,1,1,-0.772428974543375,-0.772428974543375
2016-05-02,air_57ed725a1930a5b9,0,1,0,0,0,0,0,0.2341324263999023,0.1709096623128996,0.0,-0.4452829416891921,0.17500938299072188,1,31.0,1,1,-0.9090378619979306,-0.9090378619979306
2016-05-03,air_57ed725a1930a5b9,0,0,0,0,0,1,0,0.6038666856082153,0.5757571989044513,1.0,0.16606731240972794,0.6335924480545728,1,27.0,1,1,-0.6293972460873394,-0.6293972460873394
2016-05-04,air_57ed725a1930a5b9,0,0,0,0,0,0,1,0.8133827658262598,0.8579236638015935,1.0,0.9485956376563454,0.8217290901320498,1,49.0,1,1,-0.6849795239847625,-0.6849795239847625
2016-05-05,air_57ed725a1930a5b9,0,0,0,0,1,0,0,0.8133827658262598,0.9069960924793572,1.0,1.7066699527390066,0.6335924480545728,1,35.0,1,1,-0.873218171797369,-0.873218171797369
2016-05-06,air_57ed725a1930a5b9,1,0,0,0,0,0,0,0.32040375354850903,0.30585884117675033,0.0,-1.2767192872637234,0.4101801855875684,1,18.0,1,1,-1.0246490000245707,-1.0246490000245707
2016-05-07,air_57ed725a1930a5b9,0,0,1,0,0,0,0,0.7024624880637655,0.7843150207849476,0.0,1.511037871427352,0.43369726584725315,1,88.0,1,1,-0.6056821408511055,-0.6056821408511055
