visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Kōtō-ku Kameido,total_area_visitors,total_genre_visitors
2016-01-30,air_4570f52104fe0982,0,0,1,0,0,0,0,-1.5022601444159447,-1.8432119235578437,0.0,-1.2965343586060663,-1.1976778030417499,1,5.0,1,1,-0.6197593844173425,-0.6197593844173424
2016-01-31,air_4570f52104fe0982,0,0,0,1,0,0,0,-1.1488783077328961,-1.0661948566276234,0.0,-0.036214984278116286,-1.2217805371500068,1,10.0,1,1,-1.176373431191757,-1.1763734311917569
2016-02-01,air_4570f52104fe0982,0,1,0,0,0,0,0,-1.3255692260744203,-1.6301588568189123,0.0,-1.2965343586060663,-1.0651127654463368,1,4.0,1,1,-1.431583906558293,-1.4315839065582927
2016-02-02,air_4570f52104fe0982,0,0,0,0,0,1,0,-1.1614990876144335,-1.1288575233155445,0.0,0.8039979319405172,-1.0651127654463368,1,6.0,1,1,-1.283051409894969,-1.283051409894969
2016-02-03,air_4570f52104fe0982,0,0,0,0,0,0,1,-1.287706886429808,-1.3168455233793073,0.0,0.45802790761519746,-1.1976778030417499,1,12.0,1,1,-1.2080195301372074,-1.2080195301372074
2016-02-04,air_4570f52104fe0982,0,0,0,0,1,0,0,-1.2750861065482706,-1.2792479233665548,0.0,0.1614821724792094,-1.245883271258264,1,4.0,1,1,-1.1702483797829601,-1.1702483797829601
2016-02-05,air_4570f52104fe0982,1,0,0,0,0,0,0,-0.9721873893913718,-0.803011656538355,0.0,0.9275586549138457,-1.3061401065289062,1,25.0,1,1,-0.7950889809941526,-0.7950889809941525
2016-02-06,air_4570f52104fe0982,0,0,1,0,0,0,0,-1.0731536284436713,-1.2291177900162178,0.0,-1.0494129126594094,-0.8481881584720241,1,21.0,1,1,-0.5712693940977007,-0.5712693940977005
2016-02-08,air_4570f52104fe0982,0,1,0,0,0,0,0,-1.3634315657190326,-1.304312990041723,0.0,0.06263359410054656,-1.2217805371500068,1,14.0,1,1,-1.3800313905342527,-1.3800313905342525
2016-02-09,air_4570f52104fe0982,0,0,0,0,0,1,0,-1.085774408325209,-0.6275561898121765,0.0,0.8287100765351828,-1.3061401065289062,1,4.0,1,1,-1.161571223620498,-1.1615712236204978
2016-02-10,air_4570f52104fe0982,0,0,0,0,0,0,1,-1.1614990876144335,-1.11632498997796,0.0,1.149967956265837,-1.1856264359876214,1,13.0,1,1,-0.8366882884788979,-0.8366882884788978
2016-02-11,air_4570f52104fe0982,0,0,0,0,1,0,0,-1.1614990876144335,-1.0285972566148707,1.0,1.149967956265837,-1.1735750689334932,1,18.0,1,1,-0.9101889053844602,-0.9101889053844601
2016-02-12,air_4570f52104fe0982,1,0,0,0,0,0,0,-1.010049729035984,-0.9784671232645339,0.0,-0.7034428883340899,-1.1976778030417499,1,20.0,1,1,-0.8537873903284559,-0.8537873903284556
2016-02-13,air_4570f52104fe0982,0,0,1,0,0,0,0,-0.1518366970914379,0.2622536771563017,0.0,-0.15977570725144472,-0.3781848433610135,1,39.0,1,1,-0.6634003757050201,-0.66340037570502
2016-02-14,air_4570f52104fe0982,0,0,0,1,0,0,0,0.41609839757774714,0.412644077207312,0.0,-0.20919999644077594,0.4413081163197228,1,9.0,1,1,-1.2013840577776775,-1.2013840577776775
2016-02-15,air_4570f52104fe0982,0,1,0,0,0,0,0,-0.8964627101021473,-0.5272959231115029,0.0,-1.1976857802274035,-0.9928045631215657,1,7.0,1,1,-1.3836043371893842,-1.383604337189384
2016-02-16,air_4570f52104fe0982,0,0,0,0,0,1,0,-1.2119822071405835,-1.2165852566786337,0.0,1.0264072332925085,-1.2338319042041355,1,15.0,1,1,-1.2225665272331,-1.2225665272330999
2016-02-17,air_4570f52104fe0982,0,0,0,0,0,0,1,-1.1362575278513585,-0.790479123200771,0.0,0.8039979319405172,-1.2217805371500068,1,13.0,1,1,-1.0531067715897202,-1.0531067715897202
2016-02-18,air_4570f52104fe0982,0,0,0,0,1,0,0,-1.1362575278513585,-1.1288575233155445,0.0,0.3838914738312005,-1.245883271258264,1,4.0,1,1,-1.0628047696536487,-1.0628047696536485
2016-02-19,air_4570f52104fe0982,1,0,0,0,0,0,0,-0.6945302319975482,-0.40197058973566085,0.0,1.0016950886978429,-1.0892154995545935,1,16.0,1,1,-0.7427708335440127,-0.7427708335440126
2016-02-20,air_4570f52104fe0982,0,0,1,0,0,0,0,-0.9090834899836847,-1.0661948566276234,0.0,-1.1482614910380722,-0.5951094503353261,1,6.0,1,1,-0.7769690372431285,-0.7769690372431284
2016-02-21,air_4570f52104fe0982,0,0,0,1,0,0,0,-0.719771791760623,-0.5022308564363346,0.0,-0.3574728640087702,-0.6312635514977115,1,7.0,1,1,-1.146769016049239,-1.1467690160492388
2016-02-22,air_4570f52104fe0982,0,1,0,0,0,0,0,-1.0731536284436713,-1.241650323353802,0.0,-1.1729736356327378,-0.7879313232013817,1,7.0,1,1,-1.3705886029456908,-1.3705886029456906
2016-02-23,air_4570f52104fe0982,0,0,0,0,0,1,0,-1.0731536284436713,-1.2165852566786337,0.0,-1.2718222140114006,-0.7879313232013817,1,5.0,1,1,-1.1536596988841354,-1.1536596988841352
2016-02-24,air_4570f52104fe0982,0,0,0,0,0,0,1,-1.1867406473775086,-1.5048335234430703,0.0,-1.2718222140114006,-1.0771641325004653,1,10.0,1,1,-1.1095082866457247,-1.1095082866457247
2016-02-25,air_4570f52104fe0982,0,0,0,0,1,0,0,-1.4391562450082576,-1.4171057900799808,0.0,-0.8022914667127525,-1.3302428406371631,1,11.0,1,1,-1.004871991745445,-1.004871991745445
2016-02-26,air_4570f52104fe0982,1,0,0,0,0,0,0,-1.1867406473775086,-1.041129789952455,0.0,1.298240823833831,-1.3663969417995487,1,10.0,1,1,-0.5934727054545893,-0.5934727054545892
2016-02-27,air_4570f52104fe0982,0,0,1,0,0,0,0,-0.9343250497467596,-0.9032719232390287,0.0,1.298240823833831,-1.0530613983922081,1,9.0,1,1,-0.4247785812373091,-0.42477858123730894
2016-02-28,air_4570f52104fe0982,0,0,0,1,0,0,0,-0.8207380308129226,-0.5899585897994238,0.0,1.1252558116711713,-0.9325477278509234,1,14.0,1,1,-1.0102314117281423,-1.0102314117281421
2016-02-29,air_4570f52104fe0982,0,1,0,0,0,0,0,-0.8712211503390722,-0.6150236564745921,0.0,-0.7775793221180868,-0.7999826902555103,1,1.0,1,1,-1.3226090335767822,-1.322609033576782
2016-03-01,air_4570f52104fe0982,0,0,0,0,0,1,0,-1.262465326666733,-1.178987656665881,0.0,1.3970894022124938,-1.1253696007169791,1,18.0,1,1,-1.2131237396445382,-1.213123739644538
2016-03-02,air_4570f52104fe0982,0,0,0,0,0,0,1,-1.1236367479698213,-0.9158044565766129,0.0,0.8534222211298484,-1.245883271258264,1,25.0,1,1,-1.0827111867322385,-1.0827111867322383
2016-03-03,air_4570f52104fe0982,0,0,0,0,1,0,0,-0.7576341314052354,-0.4145031230732452,0.0,1.3723772576178281,-1.1012668666087222,1,11.0,1,1,-1.0995550781064298,-1.0995550781064296
2016-03-04,air_4570f52104fe0982,1,0,0,0,0,0,0,-0.606184772826786,-0.477165789761166,0.0,1.1005436670765052,-0.7035717538224825,1,14.0,1,1,-0.7251613107437218,-0.7251613107437216
2016-03-05,air_4570f52104fe0982,0,0,1,0,0,0,0,-0.5683224331821737,-0.4270356564108292,0.0,-0.6540185991447584,-0.4504930456857844,1,26.0,1,1,-0.5010865133719034,-0.5010865133719031
2016-03-06,air_4570f52104fe0982,0,0,0,1,0,0,0,-0.25280293614373756,-0.3017103230349872,0.0,-0.5304578761714299,-0.2938252739821142,1,6.0,1,1,-1.1380918598867766,-1.1380918598867766
2016-03-07,air_4570f52104fe0982,0,1,0,0,0,0,0,-0.1392159172099005,-0.5272959231115029,0.0,-1.2965343586060663,0.16412667407476794,1,11.0,1,1,-1.4275005389524282,-1.4275005389524282
2016-03-08,air_4570f52104fe0982,0,0,0,0,0,1,0,0.07533734077623622,0.13692834378045973,0.0,0.7051493535618544,0.1520753070206393,1,10.0,1,1,-1.0903675009932345,-1.0903675009932343
2016-03-09,air_4570f52104fe0982,0,0,0,0,0,0,1,-0.8207380308129226,-0.602491123137008,0.0,-1.2965343586060663,-0.920496360796795,1,8.0,1,1,-1.1370710179853105,-1.1370710179853105
2016-03-10,air_4570f52104fe0982,0,0,0,0,1,0,0,-1.1488783077328961,-1.4045732567423967,0.0,-1.2965343586060663,-0.944599094905052,1,23.0,1,1,-1.015846042186206,-1.0158460421862059
2016-03-11,air_4570f52104fe0982,1,0,0,0,0,0,0,-1.338190005955958,-1.7053540568444174,0.0,-1.2965343586060663,-1.0169072972298228,1,23.0,1,1,-0.6751400575718808,-0.6751400575718806
2016-03-12,air_4570f52104fe0982,0,0,1,0,0,0,0,-1.1867406473775086,-1.4171057900799808,0.0,-0.9505643342807467,-1.0289586642839512,1,8.0,1,1,-0.4839874115223454,-0.48398741152234526
2016-03-13,air_4570f52104fe0982,0,0,0,1,0,0,0,-1.0731536284436713,-1.3168455233793073,0.0,-1.2718222140114006,-0.9084449937426665,1,11.0,1,1,-1.0875601857642025,-1.0875601857642025
2016-03-14,air_4570f52104fe0982,0,1,0,0,0,0,0,-1.1993614272590458,-1.6050937901437439,0.0,-1.2965343586060663,-0.9084449937426665,1,3.0,1,1,-1.3180152450201845,-1.3180152450201843
2016-03-15,air_4570f52104fe0982,0,0,0,0,0,1,0,-0.8964627101021473,-0.7027513898376816,0.0,1.5206501251858222,-0.8963936266885381,1,8.0,1,1,-1.0413670897228597,-1.0413670897228595
2016-03-16,air_4570f52104fe0982,0,0,0,0,0,0,1,-0.8207380308129226,-0.72781645651285,0.0,-0.7034428883340899,-1.0289586642839512,1,12.0,1,1,-0.951533002393839,-0.9515330023938389
2016-03-17,air_4570f52104fe0982,0,0,0,0,1,0,0,-0.265423716025275,0.08679821043012266,0.0,1.5206501251858222,-0.6071608173894546,1,21.0,1,1,-0.9038086435002969,-0.9038086435002967
2016-03-18,air_4570f52104fe0982,1,0,0,0,0,0,0,-0.05087045803913825,0.21212354380596465,0.0,0.581588630588526,-0.4625444127399129,1,12.0,1,1,-0.5260971399578238,-0.5260971399578237
2016-03-19,air_4570f52104fe0982,0,0,1,0,0,0,0,-0.038249678157600844,-0.3769055230604926,0.0,-0.8270036113074183,0.2605376105077956,1,30.0,1,1,-0.5084876171575329,-0.5084876171575328
2016-03-20,air_4570f52104fe0982,0,0,0,1,0,0,0,-0.22756137638066254,-0.08865725629605592,1.0,-0.011502839683450465,-0.3781848433610135,1,24.0,1,1,-0.7220987850393233,-0.7220987850393232
2016-03-21,air_4570f52104fe0982,0,1,0,0,0,0,0,-0.719771791760623,-0.7403489898504341,1.0,-0.18448785184611033,-0.5469039821188122,1,2.0,1,1,-1.1702483797829601,-1.1702483797829601
2016-03-23,air_4570f52104fe0982,0,0,0,0,0,0,1,-0.46735619412987406,-0.2139825896718979,0.0,0.1614821724792094,-0.4745957797940414,1,35.0,1,1,-0.9354547424457472,-0.9354547424457471
2016-03-24,air_4570f52104fe0982,0,0,0,0,1,0,0,-1.1236367479698213,-1.2792479233665548,0.0,-0.925852189686081,-0.8843422596344096,1,13.0,1,1,-0.9954292041568832,-0.9954292041568831
2016-03-25,air_4570f52104fe0982,1,0,0,0,0,0,0,-0.8964627101021473,-0.665153789824929,0.0,0.9769829441031769,-1.0771641325004653,1,20.0,1,1,-0.38700743088306183,-0.38700743088306166
2016-03-26,air_4570f52104fe0982,0,0,1,0,0,0,0,-0.9090834899836847,-0.9032719232390287,0.0,0.2356186062632064,-0.7638285890931248,1,28.0,1,1,-0.3928772718164922,-0.392877271816492
2016-03-27,air_4570f52104fe0982,0,0,0,1,0,0,0,-0.606184772826786,-0.45210072308599747,0.0,-0.011502839683450465,-0.6553662856059685,1,14.0,1,1,-0.9551059490489705,-0.9551059490489704
2016-03-28,air_4570f52104fe0982,0,1,0,0,0,0,0,-0.49259775389294885,-0.36437298972290816,0.0,-0.6045943099554271,-0.2938252739821142,1,5.0,1,1,-1.0732683991436767,-1.0732683991436764
2016-03-29,air_4570f52104fe0982,0,0,0,0,0,1,0,-0.27804449590681235,-0.13878738964639253,0.0,1.1252558116711713,-0.4866471468481698,1,10.0,1,1,-0.7963650333709853,-0.7963650333709851
2016-03-30,air_4570f52104fe0982,0,0,0,0,0,0,1,-0.038249678157600844,0.03666807707978605,0.0,-0.4068971531981015,-0.2456198057656003,1,6.0,1,1,-0.8823709635695078,-0.8823709635695077
2016-03-31,air_4570f52104fe0982,0,0,0,0,1,0,0,-0.038249678157600844,0.06173314375495436,0.0,0.9522707995085112,-0.3058766410362427,1,8.0,1,1,-0.8463862865428263,-0.8463862865428261
2016-04-01,air_4570f52104fe0982,1,0,0,0,0,0,0,-0.30328605566988714,-0.16385245632156129,0.0,-0.23391214103544175,-0.4022875774692706,1,22.0,1,1,-0.6378793281683666,-0.6378793281683663
2016-04-02,air_4570f52104fe0982,0,0,1,0,0,0,0,-0.5935639929452485,-0.803011656538355,0.0,-1.2965343586060663,-0.4504930456857844,1,14.0,1,1,-0.6552336404932909,-0.6552336404932908
2016-04-03,air_4570f52104fe0982,0,0,0,1,0,0,0,-0.265423716025275,-0.3393079230477399,0.0,-1.2965343586060663,-0.23356843871147184,1,2.0,1,1,-1.184029745452753,-1.184029745452753
2016-04-04,air_4570f52104fe0982,0,1,0,0,0,0,0,0.050095781013161186,0.27478621049388563,0.0,-1.1235493464434065,-0.20946570460321498,1,3.0,1,1,-1.2975984069908615,-1.2975984069908615
2016-04-05,air_4570f52104fe0982,0,0,0,0,0,1,0,-0.555701653300636,-0.8656743232262761,0.0,-1.2965343586060663,-0.2817739069279858,1,15.0,1,1,-1.0913883428947007,-1.0913883428947004
2016-04-06,air_4570f52104fe0982,0,0,0,0,0,0,1,-0.07611201780221327,0.06173314375495436,0.0,0.754573642751186,-0.49869851390229836,1,19.0,1,1,-1.0237575669225687,-1.0237575669225685
2016-04-07,air_4570f52104fe0982,0,0,0,0,1,0,0,-0.1770782568545127,0.04920061041737043,0.0,-1.1729736356327378,0.04361300353348318,1,5.0,1,1,-1.140643964640442,-1.1406439646404418
2016-04-08,air_4570f52104fe0982,1,0,0,0,0,0,0,0.11319968042084864,0.4001115438697276,0.0,-0.20919999644077594,0.007458902371097663,1,19.0,1,1,-0.577139235031131,-0.5771392350311308
2016-04-09,air_4570f52104fe0982,0,0,1,0,0,0,0,0.2394074792362231,0.475306743895233,0.0,0.5568764859938603,-0.06484929995367315,1,17.0,1,1,-0.4839874115223454,-0.48398741152234526
2016-04-11,air_4570f52104fe0982,0,1,0,0,0,0,0,-0.45473541424833663,-0.3267753897101555,0.0,0.2356186062632064,-0.4866471468481698,1,7.0,1,1,-1.3200569288231168,-1.3200569288231165
2016-04-12,air_4570f52104fe0982,0,0,0,0,0,1,0,-0.5935639929452485,-0.5774260564618396,0.0,1.5206501251858222,-0.7638285890931248,1,14.0,1,1,-1.1551909617363345,-1.1551909617363345
2016-04-13,air_4570f52104fe0982,0,0,0,0,0,0,1,-0.10135357756528808,-0.08865725629605592,0.0,-1.1235493464434065,-0.10100340111605867,1,8.0,1,1,-1.0663777163087802,-1.06637771630878
2016-04-14,air_4570f52104fe0982,0,0,0,0,1,0,0,-0.025628898276063444,-0.2641127230222345,0.0,-1.2965343586060663,0.20028077523715324,1,15.0,1,1,-1.032945144035764,-1.0329451440357638
2016-04-15,air_4570f52104fe0982,1,0,0,0,0,0,0,0.13844124018392345,0.21212354380596465,0.0,1.693635137348482,-0.052797932899544715,1,19.0,1,1,-0.60521238732145,-0.6052123873214498
2016-04-16,air_4570f52104fe0982,0,0,1,0,0,0,0,0.07533734077623622,0.14946087711804365,0.0,-0.33276071941410446,-0.16126023638670103,1,10.0,1,1,-0.3875178518337949,-0.3875178518337947
2016-04-17,air_4570f52104fe0982,0,0,0,1,0,0,0,0.5044438567485092,0.42517661054489636,0.0,-0.5551700207660957,0.6220786221316501,1,4.0,1,1,-1.1059353399905931,-1.1059353399905931
2016-04-18,air_4570f52104fe0982,0,1,0,0,0,0,0,0.4665815171038968,0.8888803440355115,0.0,0.4086036184258663,0.2846403446160527,1,3.0,1,1,-1.4104014371028704,-1.4104014371028704
2016-04-19,air_4570f52104fe0982,0,0,0,0,0,1,0,0.1258204603023858,0.27478621049388563,0.0,1.5700744143751535,0.06771573764174005,1,7.0,1,1,-1.0903675009932345,-1.0903675009932343
2016-04-20,air_4570f52104fe0982,0,0,0,0,0,0,1,-0.038249678157600844,-0.051059656283303244,0.0,1.5206501251858222,-0.19741433754908636,1,19.0,1,1,-0.9553611595243371,-0.955361159524337
2016-04-21,air_4570f52104fe0982,0,0,0,0,1,0,0,0.16368279994699825,0.06173314375495436,0.0,-1.2965343586060663,0.22438350934541032,1,12.0,1,1,-1.0628047696536487,-1.0628047696536485
2016-04-22,air_4570f52104fe0982,1,0,0,0,0,0,0,0.2646490389992979,0.5003718105704013,0.0,0.8039979319405172,0.21233214229128167,1,25.0,1,1,-0.5587640808047404,-0.5587640808047403
2016-04-23,air_4570f52104fe0982,0,0,1,0,0,0,0,0.3403737182885223,0.3374488771818066,0.0,-0.7775793221180868,0.30874307872430956,1,8.0,1,1,-0.46050804778862414,-0.460508047788624
2016-04-24,air_4570f52104fe0982,0,0,0,1,0,0,0,0.06271656089469858,-0.07612472295847154,0.0,-0.999988623470078,0.07976710469586848,1,4.0,1,1,-1.0842424495844376,-1.0842424495844376
2016-04-25,air_4570f52104fe0982,0,1,0,0,0,0,0,0.36561527805159755,0.42517661054489636,0.0,0.8534222211298484,0.24848624345366718,1,11.0,1,1,-1.272077359454208,-1.2720773594542079
2016-04-26,air_4570f52104fe0982,0,0,0,0,0,1,0,0.5044438567485092,0.6758272772965803,0.0,1.3970894022124938,0.3328458128325664,1,7.0,1,1,-0.9926218889278513,-0.9926218889278512
2016-04-27,air_4570f52104fe0982,0,0,0,0,0,0,1,0.36561527805159755,0.2622536771563017,0.0,-1.2223979248220693,0.4533594833738512,1,19.0,1,1,-0.972970682324628,-0.9729706823246279
2016-04-28,air_4570f52104fe0982,0,0,0,0,1,0,0,-0.10135357756528808,-0.539828456449087,0.0,-1.2965343586060663,0.22438350934541032,1,21.0,1,1,-0.7284790469234868,-0.7284790469234866
2016-04-29,air_4570f52104fe0982,1,0,0,0,0,0,0,0.07533734077623622,0.21212354380596465,1.0,1.0264072332925085,-0.00459246468303077,1,11.0,1,1,-0.5536598712974097,-0.5536598712974096
2016-04-30,air_4570f52104fe0982,0,0,1,0,0,0,0,0.10057890053931101,0.24972114381871732,0.0,1.4218015468071594,-0.1130547681701871,1,40.0,1,1,-0.5983217044865535,-0.5983217044865533
2016-05-01,air_4570f52104fe0982,0,0,0,1,0,0,0,0.37823605793313475,0.6632947439589959,0.0,0.9275586549138457,0.05566437058761161,1,311.0,1,1,-0.8818605426187748,-0.8818605426187746
2016-05-02,air_4570f52104fe0982,0,1,0,0,0,0,0,0.2772698188808351,0.21212354380596465,0.0,-0.4316092977927672,0.21233214229128167,1,20.0,1,1,-1.0229919354964692,-1.022991935496469
2016-05-03,air_4570f52104fe0982,0,0,0,0,0,1,0,0.6558932153269584,0.6256971439462432,1.0,0.186194317073875,0.6823354574022925,1,26.0,1,1,-0.7340936773815505,-0.7340936773815504
2016-05-04,air_4570f52104fe0982,0,0,0,0,0,0,1,0.8704464733130954,0.9139454107106799,1.0,0.9769829441031769,0.8751573302683479,1,18.0,1,1,-0.7915160343390211,-0.791516034339021
2016-05-05,air_4570f52104fe0982,0,0,0,0,1,0,0,0.8704464733130954,0.9640755440610165,1.0,1.7430594265378136,0.6823354574022925,1,9.0,1,1,-0.9859864165683213,-0.9859864165683212
2016-05-06,air_4570f52104fe0982,1,0,0,0,0,0,0,0.36561527805159755,0.34998141051939097,0.0,-1.2718222140114006,0.4533594833738512,1,19.0,1,1,-1.142430437968008,-1.1424304379680077
2016-05-07,air_4570f52104fe0982,0,0,1,0,0,0,0,0.7568594543792581,0.8387502106851745,0.0,1.5453622697804879,0.47746221748210826,1,26.0,1,1,-0.7095934717463631,-0.7095934717463629
2016-05-08,air_4570f52104fe0982,0,0,0,1,0,0,0,0.7694802342607957,0.9139454107106799,0.0,1.6442108481591506,0.6943868244564207,1,3.0,1,1,-1.0551484553926527,-1.0551484553926525
2016-05-09,air_4570f52104fe0982,0,1,0,0,0,0,0,0.41609839757774714,0.2622536771563017,0.0,-1.2965343586060663,0.5738731539151359,1,7.0,1,1,-1.4895166844664964,-1.4895166844664964
2016-05-10,air_4570f52104fe0982,0,0,0,0,0,1,0,0.40347761769620955,0.3625139438569754,0.0,-1.2718222140114006,0.5618217868610077,1,8.0,1,1,-1.3246507173797144,-1.3246507173797142
2016-05-11,air_4570f52104fe0982,0,0,0,0,0,0,1,0.7821010141423329,0.9264779440482642,0.0,-0.8764279004967496,0.5497704198068791,1,11.0,1,1,-1.1317115980026133,-1.1317115980026131
2016-05-12,air_4570f52104fe0982,0,0,0,0,1,0,0,0.8199633537869453,1.0392707440865219,0.0,1.9407565832951388,0.7305409256188062,1,9.0,1,1,-1.0094657803020426,-1.0094657803020426
2016-05-13,air_4570f52104fe0982,1,0,0,0,0,0,0,0.7568594543792581,0.8512827440227589,0.0,1.446513691401825,0.6100272550775214,1,18.0,1,1,-0.6470669052815619,-0.6470669052815616
2016-05-14,air_4570f52104fe0982,0,0,1,0,0,0,0,0.580168536037734,0.6382296772838276,0.0,0.9028465103191801,0.3569485469408235,1,34.0,1,1,-0.4839874115223454,-0.48398741152234526
2016-05-15,air_4570f52104fe0982,0,0,0,1,0,0,0,0.3025113786439103,0.5003718105704013,0.0,1.7924837157271447,0.12797257291238243,1,9.0,1,1,-1.108232234268892,-1.108232234268892
2016-05-16,air_4570f52104fe0982,0,1,0,0,0,0,0,0.4792022969854344,0.45024167722006464,0.0,-0.8517157559020839,0.3328458128325664,1,8.0,1,1,-1.4275005389524282,-1.4275005389524282
2016-05-17,air_4570f52104fe0982,0,0,0,0,0,1,0,0.39085683781467234,0.09933074376770704,0.0,-1.2965343586060663,0.4172053822114659,1,12.0,1,1,-1.2526813633263514,-1.2526813633263512
2016-05-18,air_4570f52104fe0982,0,0,0,0,0,0,1,0.6054100958008088,0.9891406107361852,0.0,2.014893017079136,0.20028077523715324,1,4.0,1,1,-1.046726509705557,-1.0467265097055567
2016-05-19,air_4570f52104fe0982,0,0,0,0,1,0,0,0.5170646366300469,0.6758272772965803,0.0,1.5700744143751535,0.40515401515733745,1,19.0,1,1,-1.0380493535430946,-1.0380493535430946
