visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-08-20,air_b3a824511477a4ed,0,0,1,0,0,0,0,1.1147603103276909,1.1061761884268646,0.0,-0.9355718999706866,1.2845437045211499,1,13.0,1,1,0.5928666700345262,0.5928666700345263
2016-08-21,air_b3a824511477a4ed,0,0,0,1,0,0,0,1.3707568197878282,1.514614137326606,0.0,0.7386950305855512,1.2179788240894553,1,8.0,1,1,-1.0774188305744237,-1.0774188305744234
2016-08-23,air_b3a824511477a4ed,0,0,0,0,0,1,0,1.2427585650577597,1.1528548111582635,0.0,-0.9089962344063018,1.2956378512597653,1,14.0,1,1,-0.8526131091088166,-0.8526131091088163
2016-08-24,air_b3a824511477a4ed,0,0,0,0,0,0,1,1.2078499501313773,1.2462120566210617,0.0,-0.8558449032775325,1.2179788240894553,1,10.0,1,1,-0.6378921302883956,-0.6378921302883954
2016-08-25,air_b3a824511477a4ed,0,0,0,0,1,0,0,1.3823930247632892,1.4212568918638082,0.0,1.8017216531609404,1.2179788240894553,1,11.0,1,1,-0.491663361933197,-0.49166336193319676
2016-08-27,air_b3a824511477a4ed,0,0,1,0,0,0,0,0.9518534406712397,0.7560865179413722,0.0,-1.3607825490008423,1.0071900360557566,1,20.0,1,1,1.1332407967724154,1.1332407967724154
2016-08-28,air_b3a824511477a4ed,0,0,0,1,0,0,0,0.7540379560884062,0.4760147815529783,0.0,-1.3607825490008423,0.9739075958399094,1,13.0,1,1,-0.4563667626750456,-0.4563667626750454
2016-08-29,air_b3a824511477a4ed,0,1,0,0,0,0,0,1.1031241053522303,1.1178458441097145,0.0,-0.6698152443268394,1.0626607697488353,1,2.0,1,1,-1.7762074563637782,-1.7762074563637777
2016-08-30,air_b3a824511477a4ed,0,0,0,0,0,1,0,1.0449430804749262,0.8844527304527195,0.0,-1.2013285556145339,1.107037356703298,1,11.0,1,1,-0.8824471394341589,-0.8824471394341585
2016-08-31,air_b3a824511477a4ed,0,0,0,0,0,0,1,1.2427585650577597,1.2345424009382122,0.0,1.642267659774632,1.107037356703298,1,7.0,1,1,-0.39795929485500936,-0.39795929485500914
2016-09-01,air_b3a824511477a4ed,0,0,0,0,1,0,0,1.2660309750086811,1.3979175804981085,0.0,1.323359673002015,1.0515666230102194,1,11.0,1,1,-0.8416879712431983,-0.841687971243198
2016-09-02,air_b3a824511477a4ed,1,0,0,0,0,0,0,1.2311223600822987,1.0828368770611654,0.0,-0.058574936345990584,1.1625080903963767,1,7.0,1,1,0.5159705073649821,0.5159705073649822
2016-09-03,air_b3a824511477a4ed,0,0,1,0,0,0,0,1.2893033849596027,1.3979175804981085,0.0,0.6058167027636275,1.3400144382142285,1,10.0,1,1,1.1723191745225117,1.1723191745225117
2016-09-04,air_b3a824511477a4ed,0,0,0,1,0,0,0,1.2311223600822987,1.3278996464010098,0.0,-0.16487759860352957,1.273449557782534,1,7.0,1,1,-1.001783260735528,-1.0017832607355275
2016-09-07,air_b3a824511477a4ed,0,0,0,0,0,0,1,1.2776671799841421,1.141185155475414,0.0,-0.7495422410199936,1.4287676121231538,1,7.0,1,1,-0.7736159583881921,-0.7736159583881917
2016-09-08,air_b3a824511477a4ed,0,0,0,0,1,0,0,1.1962137451559163,1.1528548111582635,0.0,-1.0152988966638408,1.351108584952844,1,10.0,1,1,-0.6076379023528373,-0.607637902352837
2016-09-09,air_b3a824511477a4ed,1,0,0,0,0,0,0,1.2660309750086811,1.3979175804981085,0.0,0.04772772591154818,1.118131503441914,1,4.0,1,1,0.8731384760486569,0.8731384760486569
2016-09-10,air_b3a824511477a4ed,0,0,1,0,0,0,0,1.219486155106838,1.2462120566210617,0.0,-0.27118026086106856,1.1957905306122238,1,10.0,1,1,1.4454476211629688,1.4454476211629688
2016-09-11,air_b3a824511477a4ed,0,0,0,1,0,0,0,0.8238551859411708,0.5343630599672271,0.0,-1.3076312178720728,0.9184368621468307,1,12.0,1,1,-0.5076308711214084,-0.5076308711214081
2016-09-13,air_b3a824511477a4ed,0,0,0,0,0,1,0,0.7540379560884062,0.3943271917730297,0.0,-1.3607825490008423,0.9850017425785248,1,9.0,1,1,-1.0673340879292377,-1.0673340879292372
2016-09-14,air_b3a824511477a4ed,0,0,0,0,0,0,1,0.8122189809657102,0.7094078952099734,0.0,-1.281055552307688,0.8962485686695993,1,9.0,1,1,-0.6231852139308326,-0.6231852139308323
2016-09-15,air_b3a824511477a4ed,0,0,0,0,1,0,0,0.9285810307203182,0.6860685838442735,0.0,-1.3342068834364575,1.0737549164874507,1,7.0,1,1,-0.25803349065305203,-0.25803349065305187
2016-09-16,air_b3a824511477a4ed,1,0,0,0,0,0,0,0.7889465710147883,0.4526754701872785,0.0,-1.3607825490008423,1.0404724762716036,1,17.0,1,1,0.7966625109893289,0.7966625109893289
2016-09-17,air_b3a824511477a4ed,0,0,1,0,0,0,0,1.0682154904258476,1.036158254329766,0.0,0.04772772591154818,1.0071900360557566,1,12.0,1,1,1.3164469548266298,1.3164469548266298
2016-09-21,air_b3a824511477a4ed,0,0,0,0,0,0,1,0.46313283170188624,0.31263960199308155,0.0,-1.3342068834364575,0.5634241665111276,1,10.0,1,1,0.22561395870566528,0.2256139587056654
2016-09-22,air_b3a824511477a4ed,0,0,0,0,1,0,0,0.3816793968736603,0.04423752128753722,1.0,-1.3607825490008423,0.6188949002042061,1,9.0,1,1,-0.5231781826994036,-0.5231781826994033
2016-09-23,air_b3a824511477a4ed,1,0,0,0,0,0,0,0.5445862665301118,0.18427338948173455,0.0,-1.3607825490008423,0.7631188078062103,1,12.0,1,1,0.01803633925891779,0.018036339258917934
2016-09-24,air_b3a824511477a4ed,0,0,1,0,0,0,0,0.6609483162847197,0.3943271917730297,0.0,-1.3607825490008423,0.9184368621468307,1,9.0,1,1,1.0618072030356804,1.0618072030356804
2016-09-25,air_b3a824511477a4ed,0,0,0,1,0,0,0,0.8704000058430142,0.9194616975012685,0.0,-0.45720991981176157,0.8629661284537521,1,14.0,1,1,-0.6168822497775912,-0.616882249777591
2016-09-27,air_b3a824511477a4ed,0,0,0,0,0,1,0,1.1031241053522303,1.0828368770611654,0.0,-0.7495422410199936,1.1403197969191452,1,11.0,1,1,-0.6916774243960548,-0.6916774243960546
2016-09-28,air_b3a824511477a4ed,0,0,0,0,0,0,1,1.2078499501313773,1.1761941225239634,0.0,-0.802693572148763,1.273449557782534,1,11.0,1,1,-0.5622565604494998,-0.5622565604494996
2016-09-29,air_b3a824511477a4ed,0,0,0,0,1,0,0,0.9867620555976222,0.8611134190870198,0.0,-1.1747528900501492,1.018284182794372,1,10.0,1,1,-0.4256923371292712,-0.42569233712927096
2016-09-30,air_b3a824511477a4ed,1,0,0,0,0,0,0,0.6144034963828763,0.48768443723582783,0.0,-0.7229665754556088,0.6965539273745162,1,5.0,1,1,1.1387033657052246,1.1387033657052246
2016-10-01,air_b3a824511477a4ed,0,0,1,0,0,0,0,0.4165880118000428,0.14926442243318522,0.0,-1.3607825490008423,0.5634241665111276,1,12.0,1,1,1.1769413482348885,1.1769413482348885
2016-10-02,air_b3a824511477a4ed,0,0,0,1,0,0,0,0.8122189809657102,0.8261044520384708,0.0,1.0576030173581676,0.6743656338972848,1,11.0,1,1,-0.6799118913100044,-0.6799118913100042
2016-10-03,air_b3a824511477a4ed,0,1,0,0,0,0,0,0.7656741610638668,0.6977382395271234,0.0,-1.3607825490008423,0.8407778349765207,1,2.0,1,1,-1.895963775275363,-1.8959637752753626
2016-10-04,air_b3a824511477a4ed,0,0,0,0,0,1,0,1.0216706705240042,1.3395693020838597,0.0,0.2869087159910108,0.7964012480220576,1,10.0,1,1,-0.9492585594585169,-0.9492585594585166
2016-10-05,air_b3a824511477a4ed,0,0,0,0,0,0,1,0.9169448257448573,0.6860685838442735,0.0,-1.1747528900501492,0.9960958893171408,1,14.0,1,1,-1.1400282744966208,-1.1400282744966206
2016-10-06,air_b3a824511477a4ed,0,0,0,0,1,0,0,1.1496689252540733,1.2578817123039114,0.0,0.8449976928430902,0.9850017425785248,1,10.0,1,1,-0.6101590880141338,-0.6101590880141335
2016-10-07,air_b3a824511477a4ed,1,0,0,0,0,0,0,0.6144034963828763,0.5110237486015272,0.0,0.1806060537334718,0.7187422208517475,1,8.0,1,1,0.7088412104541665,0.7088412104541666
2016-10-08,air_b3a824511477a4ed,0,0,1,0,0,0,0,0.5911310864319548,0.5577023713329265,0.0,-1.3076312178720728,0.6299890469428217,1,13.0,1,1,0.9912140045193777,0.9912140045193777
2016-10-09,air_b3a824511477a4ed,0,0,0,1,0,0,0,0.7191293411620238,0.6043809940643253,0.0,-1.3607825490008423,0.6743656338972848,1,13.0,1,1,0.18653558095556907,0.1865355809555692
2016-10-12,air_b3a824511477a4ed,0,0,0,0,0,0,1,0.20713632224174833,0.31263960199308155,0.0,0.818422027278705,0.13075244370511396,1,11.0,1,1,-0.7034429574821054,-0.7034429574821051
2016-10-13,air_b3a824511477a4ed,0,0,0,0,1,0,0,0.04422945258529729,-0.27084318214940595,0.0,-1.3607825490008423,0.30825879152296576,1,13.0,1,1,-0.6652049749524414,-0.6652049749524411
2016-10-14,air_b3a824511477a4ed,1,0,0,0,0,0,0,-0.060496392193849946,-0.11913765827235913,0.0,-0.29775592642545323,0.008716829580340996,1,9.0,1,1,0.8844838115244913,0.8844838115244913
2016-10-15,air_b3a824511477a4ed,0,0,1,0,0,0,0,0.0675018625362188,0.25429132357883283,0.0,1.5093893319527083,-0.0800363443285847,1,10.0,1,1,1.4042682553617922,1.404268255361792
2016-10-16,air_b3a824511477a4ed,0,0,0,1,0,0,0,0.14895529736444432,0.2776306349445322,0.0,0.021152060347163548,0.019810976318956685,1,15.0,1,1,-0.716048885788588,-0.7160488857885877
2016-10-18,air_b3a824511477a4ed,0,0,0,0,0,1,0,0.5562224715055722,0.674398928161424,0.0,0.20718171929785667,0.4635768458635858,1,6.0,1,1,-0.849671725837304,-0.8496717258373037
2016-10-19,air_b3a824511477a4ed,0,0,0,0,0,0,1,0.5445862665301118,0.3943271917730297,0.0,-0.8558449032775325,0.652177340420053,1,5.0,1,1,-0.696719795718648,-0.6967197957186477
2016-10-20,air_b3a824511477a4ed,0,0,0,0,1,0,0,0.6725845212601803,0.8377741077213203,0.0,1.2967840074376304,0.496859286079433,1,20.0,1,1,-0.4504839961320204,-0.4504839961320201
2016-10-21,air_b3a824511477a4ed,1,0,0,0,0,0,0,0.2420449371681308,0.10258579970178597,0.0,-0.058574936345990584,0.31935293826158145,1,9.0,1,1,0.9105360633578887,0.9105360633578887
2016-10-22,air_b3a824511477a4ed,0,0,1,0,0,0,0,0.0675018625362188,-0.25917352646655606,0.0,-1.3342068834364575,0.24169391109127122,1,10.0,1,1,1.5219235862222968,1.5219235862222968
2016-10-23,air_b3a824511477a4ed,0,0,0,1,0,0,0,0.23040873219267025,0.20761270084743397,0.0,-0.08515060191037545,0.24169391109127122,1,12.0,1,1,-0.4185489777555977,-0.41854897775559746
2016-10-25,air_b3a824511477a4ed,0,0,0,0,0,1,0,-0.24667567180122268,-0.38753973897790345,0.0,-0.7229665754556088,-0.2797309856236679,1,10.0,1,1,-0.8084923600361273,-0.8084923600361271
2016-10-26,air_b3a824511477a4ed,0,0,0,0,0,0,1,0.34677078194727823,0.6043809940643253,0.0,1.1904813451800913,0.008716829580340996,1,10.0,1,1,-0.3710666478011797,-0.37106664780117954
2016-10-27,air_b3a824511477a4ed,0,0,0,0,1,0,0,0.33513457697181726,0.3243092576759315,0.0,0.6589680338923969,0.07528171001203532,1,10.0,1,1,-0.35593953383340055,-0.3559395338334003
2016-10-28,air_b3a824511477a4ed,1,0,0,0,0,0,0,-0.45612736135951715,-0.6676114753662973,0.0,-1.3607825490008423,-0.2686368388850522,1,8.0,1,1,0.8012846847017059,0.8012846847017059
2016-10-29,air_b3a824511477a4ed,0,0,1,0,0,0,0,-0.0721325971693107,0.03256786560468772,0.0,-1.3607825490008423,-0.10222463780581627,1,7.0,1,1,1.7244588343464513,1.724458834346451
2016-10-30,air_b3a824511477a4ed,0,0,0,1,0,0,0,-0.49103597628589946,-0.8193169992433441,0.0,-1.3607825490008423,-0.32410757257813083,1,13.0,1,1,-0.3256853058978422,-0.325685305897842
2016-11-01,air_b3a824511477a4ed,0,0,0,0,0,1,0,-0.31649290165398747,-0.48089698444070156,0.0,-0.48378558537614635,-0.09113049106720059,1,8.0,1,1,-1.0534675667921067,-1.0534675667921063
2016-11-02,air_b3a824511477a4ed,0,0,0,0,0,0,1,-0.6073980260405074,-0.9710225231203911,0.0,-1.3607825490008423,-0.43504903996428806,1,9.0,1,1,0.23401791090998703,0.23401791090998714
2016-11-03,air_b3a824511477a4ed,0,0,0,0,1,0,0,-0.37467392653129145,-0.13080731395520903,1.0,1.1639056796157068,-0.45723733344151946,1,2.0,1,1,-0.2845059400966656,-0.2845059400966654
2016-11-04,air_b3a824511477a4ed,1,0,0,0,0,0,0,-0.24667567180122268,-0.2008252480523073,0.0,1.0841786829225524,-0.44614318670290376,1,10.0,1,1,-0.1407983574027635,-0.1407983574027633
2016-11-05,air_b3a824511477a4ed,0,0,1,0,0,0,0,-0.17685844194845793,-0.11913765827235913,0.0,0.4463627093773191,-0.14660122476027923,1,10.0,1,1,1.197951228745693,1.1979512287456928
2016-11-06,air_b3a824511477a4ed,0,0,0,1,0,0,0,-0.1535860319975362,0.03256786560468772,0.0,1.1639056796157068,-0.2908251323622836,1,12.0,1,1,-0.7761371440494886,-0.7761371440494883
2016-11-08,air_b3a824511477a4ed,0,0,0,0,0,1,0,-0.7237600757951155,-0.8076473435604945,0.0,-0.8824205688419172,-0.7124027084296812,1,8.0,1,1,-1.437107984919395,-1.4371079849193946
2016-11-09,air_b3a824511477a4ed,0,0,0,0,0,0,1,-0.6655790509178114,-0.690950786731997,0.0,0.23375738486224132,-0.512708067134598,1,11.0,1,1,-1.0950671302034993,-1.095067130203499
2016-11-10,air_b3a824511477a4ed,0,0,0,0,1,0,0,-0.7586686907214979,-0.877665277657593,0.0,-1.2279042211789186,-0.5459905073504453,1,8.0,1,1,-0.8013490006624538,-0.8013490006624536
2016-11-11,air_b3a824511477a4ed,1,0,0,0,0,0,0,-0.8284859205742626,-0.9826921788032407,0.0,-1.3607825490008423,-0.7567792953841441,1,12.0,1,1,0.25040561770841446,0.2504056177084146
2016-11-12,air_b3a824511477a4ed,0,0,1,0,0,0,0,-0.2932204917030659,-0.2008252480523073,0.0,0.31348438155539543,-0.2797309856236679,1,15.0,1,1,1.7937914400321058,1.7937914400321056
2016-11-13,air_b3a824511477a4ed,0,0,0,1,0,0,0,-0.2932204917030659,-0.22416455941800673,0.0,0.6589680338923969,-0.3795783062712094,1,9.0,1,1,-0.625286201981913,-0.6252862019819128
2016-11-14,air_b3a824511477a4ed,0,1,0,0,0,0,0,-0.28158428672760516,-0.4458880173921522,0.0,-1.3607825490008423,-0.11331878454443196,1,1.0,1,1,-1.7606601447857828,-1.7606601447857824
2016-11-15,air_b3a824511477a4ed,0,0,0,0,0,1,0,-0.09540500712023221,-0.14247696963805853,0.0,-0.9355718999706866,0.019810976318956685,1,8.0,1,1,-1.2051589040801145,-1.205158904080114
2016-11-16,air_b3a824511477a4ed,0,0,0,0,0,0,1,-0.42121874643313467,-0.6676114753662973,0.0,-1.2013285556145339,-0.20207195845335785,1,8.0,1,1,-0.5601555723984193,-0.5601555723984191
2016-11-17,air_b3a824511477a4ed,0,0,0,0,1,0,0,-0.4095825414576739,-0.25917352646655606,0.0,0.7918463617143204,-0.5238022138732139,1,12.0,1,1,-0.5051096854601118,-0.5051096854601116
2016-11-18,air_b3a824511477a4ed,1,0,0,0,0,0,0,-0.5608532061386642,-0.5625845742206498,0.0,1.0310273517937831,-0.7124027084296812,1,9.0,1,1,0.9277641653767483,0.9277641653767483
2016-11-19,air_b3a824511477a4ed,0,0,1,0,0,0,0,-0.7353962807705762,-0.9943618344860904,0.0,-1.3607825490008423,-0.512708067134598,1,13.0,1,1,1.4887279750152258,1.4887279750152258
2016-11-20,air_b3a824511477a4ed,0,0,0,1,0,0,0,-0.2932204917030659,-0.014110757126711535,0.0,0.47293837494170393,-0.4017665997484408,1,13.0,1,1,-0.3471153840188627,-0.3471153840188625
2016-11-22,air_b3a824511477a4ed,0,0,0,0,0,1,0,-0.24667567180122268,-0.14247696963805853,0.0,0.4197870438129344,-0.2464485454078206,1,11.0,1,1,0.5508469090129174,0.5508469090129174
2016-11-24,air_b3a824511477a4ed,0,0,0,0,1,0,0,-1.549930629052832,-1.391130127702982,0.0,-1.3607825490008423,-1.289298338837699,1,10.0,1,1,-1.446352332344149,-1.4463523323441485
2016-11-25,air_b3a824511477a4ed,1,0,0,0,0,0,0,-1.22411688973993,-1.1343977026802874,0.0,1.1107543484869375,-1.3558632192693933,1,11.0,1,1,0.7777536185296049,0.777753618529605
2016-11-26,air_b3a824511477a4ed,0,0,1,0,0,0,0,-0.9099393554024882,-0.8659956219747432,0.0,0.36663571268416495,-1.0341329638495371,1,10.0,1,1,1.842954560427388,1.842954560427388
2016-11-27,air_b3a824511477a4ed,0,0,0,1,0,0,0,-0.6423066409668899,-0.7843080321947948,0.0,-1.2279042211789186,-0.43504903996428806,1,10.0,1,1,-0.7547070659284681,-0.7547070659284678
2016-11-29,air_b3a824511477a4ed,0,0,0,0,0,1,0,-0.6539428459423506,-0.7259597537805461,0.0,0.15403038816908718,-0.557084654089061,1,12.0,1,1,-0.8715220015685405,-0.8715220015685403
2016-11-30,air_b3a824511477a4ed,0,0,0,0,0,0,1,-0.8517583305251841,-1.01770114585179,0.0,-0.058574936345990584,-0.8566266160316857,1,8.0,1,1,-0.6034359262506764,-0.6034359262506762
2016-12-01,air_b3a824511477a4ed,0,0,0,0,1,0,0,-0.7121238708196547,-0.46922732875785167,0.0,-0.5369369165049157,-0.7345910019069126,1,18.0,1,1,-0.721091257111181,-0.7210912571111808
2016-12-02,air_b3a824511477a4ed,1,0,0,0,0,0,0,-0.5375807961877427,-0.5859238855863491,0.0,0.8981490239718595,-0.42395489322567237,1,12.0,1,1,1.0735727361217309,1.0735727361217309
2016-12-03,air_b3a824511477a4ed,0,0,1,0,0,0,0,-0.6190342310159682,-0.5392452628549501,0.0,0.4197870438129344,-0.7567792953841441,1,6.0,1,1,2.3467714950764775,2.3467714950764775
2016-12-04,air_b3a824511477a4ed,0,0,0,1,0,0,0,-0.5259445912122819,-0.5275756071721004,0.0,0.5526653716348581,-0.5792729475662926,1,4.0,1,1,-0.529901344462861,-0.5299013444628607
2016-12-06,air_b3a824511477a4ed,0,0,0,0,0,1,0,-0.6190342310159682,-0.399209394660753,0.0,0.8981490239718595,-0.6125553877821397,1,13.0,1,1,-0.9803531826145073,-0.9803531826145071
2016-12-07,air_b3a824511477a4ed,0,0,0,0,0,0,1,-1.0030289952061746,-1.0877190799488885,0.0,-0.9621475655350714,-0.8455324692930699,1,7.0,1,1,-0.37400803107269237,-0.37400803107269215
