visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Musashino-shi Midorichō,total_area_visitors,total_genre_visitors
2016-04-02,air_35512c42db0868da,0,0,1,0,0,0,0,-0.6597264269544149,-0.9933561324710646,0.0,-1.2952256405960445,-0.36391792554624636,1,10.0,1,1,-0.8063772826261681,-0.806377282626168
2016-04-03,air_35512c42db0868da,0,0,0,1,0,0,0,-0.3273066558365519,-0.3457416181982372,0.0,-1.195140644405154,-0.32911720422158364,1,1.0,1,1,-1.3505368586960536,-1.3505368586960533
2016-04-04,air_35512c42db0868da,0,1,0,0,0,0,0,-0.17956453533972405,0.008613493385007788,0.0,-1.145098146309709,-0.29431648289692075,1,4.0,1,1,-1.4674051074176264,-1.4674051074176262
2016-04-05,air_35512c42db0868da,0,0,0,0,0,1,0,-0.6597264269544149,-0.920041281798669,0.0,-1.2952256405960445,-0.36391792554624636,1,6.0,1,1,-1.255203882772613,-1.255203882772613
2016-04-06,air_35512c42db0868da,0,0,0,0,0,0,1,-0.2041882220891953,0.1063666276148686,0.0,0.9316655246512665,-0.6655241770266576,1,11.0,1,1,-1.1856081840957216,-1.1856081840957213
2016-04-07,air_35512c42db0868da,0,0,0,0,1,0,0,-0.4258014028344373,-0.7000967297814824,0.0,-1.2952256405960445,-0.13191311671516087,1,43.0,1,1,-1.3058905614316323,-1.3058905614316323
2016-04-08,air_35512c42db0868da,1,0,0,0,0,0,0,0.07898417552972477,0.04527091872120565,0.0,-0.4194819239257537,-0.05071143362428104,1,7.0,1,1,-0.7260139475502102,-0.7260139475502101
2016-04-09,air_35512c42db0868da,0,0,1,0,0,0,0,0.11591970565393184,0.32631117963205536,0.0,0.5063042908399823,-0.20151455936448648,1,21.0,1,1,-0.6301557210707178,-0.6301557210707177
2016-04-10,air_35512c42db0868da,0,0,0,1,0,0,0,0.11591970565393184,0.3385303214107881,0.0,-0.3694394258303085,-0.0391111931827268,1,30.0,1,1,-1.2320928583063246,-1.2320928583063244
2016-04-12,air_35512c42db0868da,0,0,0,0,0,1,0,-0.7089738004533573,-0.6267818791090869,0.0,1.457111754653441,-0.8511280240915259,1,6.0,1,1,-1.3208602022791147,-1.3208602022791147
2016-04-13,air_35512c42db0868da,0,0,0,0,0,0,1,-0.22881190883866676,-0.0036056483937245433,0.0,-0.9949706520233733,-0.22471504024759514,1,4.0,1,1,-1.2294666055260646,-1.2294666055260643
2016-04-14,air_35512c42db0868da,0,0,0,0,1,0,0,-0.11800531846604576,-0.3457416181982372,0.0,-1.2702043915483219,0.11169193255747883,1,4.0,1,1,-1.1950626941046576,-1.1950626941046576
2016-04-15,air_35512c42db0868da,1,0,0,0,0,0,0,-0.0071987280934247685,-0.1624544915172483,0.0,1.7323454941783893,-0.29431648289692075,1,16.0,1,1,-0.7549027281330709,-0.7549027281330708
2016-04-16,air_35512c42db0868da,0,0,1,0,0,0,0,-0.11800531846604576,0.05749006049993841,0.0,-0.16926943344852774,-0.45671984907868063,1,25.0,1,1,-0.5308833659768875,-0.5308833659768873
2016-04-17,air_35512c42db0868da,0,0,0,1,0,0,0,0.4114039466475875,0.47294088097684633,0.0,-0.31939692773486333,0.5525010693365413,1,12.0,1,1,-1.2701735236200955,-1.2701735236200955
2016-04-18,air_35512c42db0868da,0,1,0,0,0,0,0,0.30059735627496675,0.7051045747727659,0.0,-0.14424818440080525,0.25089481785613005,1,9.0,1,1,-1.5834854803051213,-1.583485480305121
2016-04-19,air_35512c42db0868da,0,0,0,0,0,1,0,0.054360488780253534,0.3018728960745902,0.0,1.3320055094148278,-0.02751095274117236,1,4.0,1,1,-1.254153381660509,-1.254153381660509
2016-04-20,air_35512c42db0868da,0,0,0,0,0,0,1,-0.142629005215517,-0.12579706618105047,0.0,1.7073242451306667,-0.28271624245536653,1,5.0,1,1,-1.1152246095847518,-1.1152246095847516
2016-04-21,air_35512c42db0868da,0,0,0,0,1,0,0,-0.05644610159236745,-0.0036056483937245433,0.0,-1.2952256405960445,-0.01591071229961813,1,9.0,1,1,-1.2257898516337005,-1.2257898516337002
2016-04-22,air_35512c42db0868da,1,0,0,0,0,0,0,0.14054339240340308,0.35074946318952044,0.0,0.781538030364931,0.08849145167437038,1,15.0,1,1,-0.7071049275323378,-0.7071049275323377
2016-04-23,air_35512c42db0868da,0,0,1,0,0,0,0,0.18979076590234598,0.27743461251712515,0.0,-1.0450131501188185,0.22769433697302158,1,15.0,1,1,-0.6059941954923252,-0.6059941954923251
2016-04-24,air_35512c42db0868da,0,0,0,1,0,0,0,-0.031822414842896,-0.19911191685344617,0.0,-0.7948006596415926,0.030490249466599006,1,19.0,1,1,-1.2478503749878849,-1.2478503749878849
2016-04-25,air_35512c42db0868da,0,1,0,0,0,0,0,0.25134998277602427,0.2896537542958575,0.0,0.831580528460376,0.1696931347652502,1,9.0,1,1,-1.4411425796150257,-1.4411425796150257
2016-04-26,air_35512c42db0868da,0,0,0,0,0,1,0,0.37446841652338086,0.6317897241003702,0.0,1.5321755017966088,0.18129337520680444,1,14.0,1,1,-1.1535679001765486,-1.1535679001765486
2016-04-27,air_35512c42db0868da,0,0,0,0,0,0,1,0.25134998277602427,0.14302405295106646,0.0,-1.2201618934528766,0.35529698183011854,1,5.0,1,1,-1.133345753768546,-1.133345753768546
2016-04-28,air_35512c42db0868da,0,0,0,0,1,0,0,-0.2165000654639309,-0.6878775880027498,0.0,-1.2952256405960445,0.14649265388214175,1,4.0,1,1,-0.8817507374196321,-0.881750737419632
2016-04-29,air_35512c42db0868da,1,0,0,0,0,0,0,-0.031822414842896,-0.0891396408448526,1.0,1.7823879922738348,-0.0391111931827268,1,21.0,1,1,-0.7018524219718176,-0.7018524219718175
2016-04-30,air_35512c42db0868da,0,0,1,0,0,0,0,-0.0071987280934247685,0.19190062006599665,0.0,1.7573667432261117,-0.29431648289692075,1,6.0,1,1,-0.7478118456263687,-0.7478118456263686
2016-05-01,air_35512c42db0868da,0,0,0,1,0,0,0,0.30059735627496675,0.7417620001089633,0.0,1.1068142679853243,-0.16671383803982376,1,3.0,1,1,-1.0395885295132619,-1.0395885295132619
2016-05-02,air_35512c42db0868da,0,1,0,0,0,0,0,0.21441445265181722,0.05749006049993841,0.0,-0.9449281539279282,0.1348924134405873,1,14.0,1,1,-1.1848203082616435,-1.1848203082616433
2016-05-03,air_35512c42db0868da,0,0,0,0,0,1,0,0.5591460671444158,0.5951322987641723,1.0,0.1560068041718659,0.6337027524274211,1,10.0,1,1,-0.8875284935362041,-0.8875284935362041
2016-05-04,air_35512c42db0868da,0,0,0,0,0,0,1,0.8669421515128073,0.9983639774623478,1.0,0.9566867736989889,0.7729056377260723,1,21.0,1,1,-0.9466191810920556,-0.9466191810920555
2016-05-05,air_35512c42db0868da,0,0,0,0,1,0,0,0.805382934639129,0.9128299850112198,1.0,1.8574517394170023,0.5873017906612042,1,17.0,1,1,-1.1467396429478725,-1.1467396429478725
2016-05-06,air_35512c42db0868da,1,0,0,0,0,0,0,0.26366182615075967,0.14302405295106646,0.0,-1.1200768972619863,0.3784974627132272,1,10.0,1,1,-1.3077289383778143,-1.3077289383778143
2016-05-07,air_35512c42db0868da,0,0,1,0,0,0,0,0.7438237177654508,0.7173237165514982,0.0,1.6072392489397762,0.5873017906612042,1,11.0,1,1,-0.8623164668457075,-0.8623164668457074
2016-05-08,air_35512c42db0868da,0,0,0,1,0,0,0,0.6207052840180941,0.753981141887696,0.0,1.5571967508443314,0.6221025119858667,1,25.0,1,1,-1.2179110932929202,-1.2179110932929202
2016-05-09,air_35512c42db0868da,0,1,0,0,0,0,0,0.2882855129002309,0.1308049111723337,0.0,-1.2952256405960445,0.4480989053625528,1,5.0,1,1,-1.6648993164931831,-1.6648993164931831
2016-05-10,air_35512c42db0868da,0,0,0,0,0,1,0,0.325221043024438,0.2529963289596596,0.0,-0.9949706520233733,0.4364986649209986,1,5.0,1,1,-1.495243386888383,-1.495243386888383
2016-05-11,air_35512c42db0868da,0,0,0,0,0,0,1,0.5591460671444158,0.8517342761175568,0.0,-0.9199069048802055,0.42489842447944415,1,14.0,1,1,-1.2966986767007223,-1.296698676700722
2016-05-12,air_35512c42db0868da,0,0,0,0,1,0,0,0.7192000310159791,0.9006108432324871,0.0,1.9575367356078928,0.6105022715443127,1,11.0,1,1,-1.1709011685262651,-1.170901168526265
2016-05-13,air_35512c42db0868da,1,0,0,0,0,0,0,0.6083934406433583,0.8395151343388241,0.0,1.3069842603671054,0.4480989053625528,1,12.0,1,1,-0.797973273729336,-0.7979732737293359
2016-05-14,air_35512c42db0868da,0,0,1,0,0,0,0,0.47296316352126583,0.4851600227555791,0.0,0.9566867736989889,0.29729577962234716,1,7.0,1,1,-0.6301557210707178,-0.6301557210707177
2016-05-15,air_35512c42db0868da,0,0,0,1,0,0,0,0.18979076590234598,0.3751877467469855,0.0,1.4320905056057183,0.08849145167437038,1,9.0,1,1,-1.2725371511223296,-1.2725371511223296
2016-05-16,air_35512c42db0868da,0,1,0,0,0,0,0,0.3990921032728521,0.3751877467469855,0.0,-0.49454567106892144,0.42489842447944415,1,8.0,1,1,-1.6010813739328635,-1.6010813739328635
2016-05-17,air_35512c42db0868da,0,0,0,0,0,1,0,0.22672629602655262,-0.0647013572873875,0.0,-1.2952256405960445,0.3436967413885643,1,7.0,1,1,-1.4211830584850491,-1.4211830584850491
2016-05-18,air_35512c42db0868da,0,0,0,0,0,0,1,0.4360276333970592,0.7173237165514982,0.0,2.007579233703338,0.018890009025044566,1,15.0,1,1,-1.209244459118062,-1.209244459118062
2016-05-19,air_35512c42db0868da,0,0,0,0,1,0,0,0.37446841652338086,0.4851600227555791,0.0,1.5822179998920538,0.2740952987392387,1,4.0,1,1,-1.2003151996651777,-1.2003151996651777
2016-05-20,air_35512c42db0868da,1,0,0,0,0,0,0,0.12823154902866768,0.04527091872120565,0.0,-0.5696094182120893,0.2044938560899131,1,10.0,1,1,-0.797448023173284,-0.7974480231732839
2016-05-21,air_35512c42db0868da,0,0,1,0,0,0,0,0.3621565731486451,0.6195705823216373,0.0,1.8074092413215572,0.030490249466599006,1,13.0,1,1,-0.510135969012833,-0.5101359690128329
2016-05-22,air_35512c42db0868da,0,0,0,1,0,0,0,0.7561355611401861,1.0228022610198129,0.0,1.9074942375124477,0.5177003480118784,1,13.0,1,1,-1.2767391555707457,-1.2767391555707457
2016-05-23,air_35512c42db0868da,0,1,0,0,0,0,0,0.9654368985106923,1.413814797939256,0.0,1.8074092413215572,0.36689722227167276,1,5.0,1,1,-1.4876272538256288,-1.4876272538256288
2016-05-24,air_35512c42db0868da,0,0,0,0,0,1,0,0.9900605852601639,1.1816511041433369,0.0,0.781538030364931,0.6801037141936381,1,4.0,1,1,-1.371546880938134,-1.371546880938134
2016-05-25,air_35512c42db0868da,0,0,0,0,0,0,1,0.768447404514922,0.4851600227555791,0.0,-1.2952256405960445,0.9585094847909409,1,9.0,1,1,-1.1577699046249648,-1.1577699046249648
2016-05-26,air_35512c42db0868da,0,0,0,0,1,0,0,0.903877681637014,0.9128299850112198,0.0,0.10596430607642068,0.8657075612585067,1,9.0,1,1,-1.120214489867246,-1.1202144898672457
2016-05-27,air_35512c42db0868da,1,0,0,0,0,0,0,0.42371579002232335,0.20411976184472944,0.0,-1.2952256405960445,0.4016979435963357,1,8.0,1,1,-0.8145186662449744,-0.8145186662449743
2016-05-28,air_35512c42db0868da,0,0,1,0,0,0,0,0.4114039466475875,0.39962603030445104,0.0,-1.195140644405154,0.3436967413885643,1,9.0,1,1,-0.6112467010528454,-0.6112467010528453
2016-05-29,air_35512c42db0868da,0,0,0,1,0,0,0,0.7315118743907149,0.9250491267899521,0.0,1.1568567660807698,0.4016979435963357,1,11.0,1,1,-1.1367598823828842,-1.1367598823828842
2016-05-30,air_35512c42db0868da,0,1,0,0,0,0,0,0.11591970565393184,0.03305177694247332,0.0,-1.2952256405960445,0.3320965009470101,1,10.0,1,1,-1.4739707393682766,-1.4739707393682764
2016-05-31,air_35512c42db0868da,0,0,0,0,0,1,0,0.5714579105191512,0.7662002836664288,0.0,0.33115554750592413,0.4364986649209986,1,4.0,1,1,-1.2368201133107928,-1.2368201133107926
2016-06-01,air_35512c42db0868da,0,0,0,0,0,0,1,0.6576408141423007,0.8272959925600918,0.0,-0.01914193916219228,0.6221025119858667,1,11.0,1,1,-1.2588806366649772,-1.2588806366649772
2016-06-02,air_35512c42db0868da,0,0,0,0,1,0,0,0.5222105370202087,0.5951322987641723,0.0,2.057621731798783,0.4480989053625528,1,6.0,1,1,-1.1955879446607096,-1.1955879446607096
2016-06-03,air_35512c42db0868da,1,0,0,0,0,0,0,0.4360276333970592,0.5462557316492421,0.0,2.007579233703338,0.030490249466599006,1,13.0,1,1,-0.8746598549129299,-0.8746598549129297
2016-06-04,air_35512c42db0868da,0,0,1,0,0,0,0,0.7438237177654508,0.8395151343388241,0.0,0.706474283221763,0.42489842447944415,1,8.0,1,1,-0.6934484130749854,-0.6934484130749853
2016-06-05,air_35512c42db0868da,0,0,0,1,0,0,0,0.4975868502707375,0.44850259741938125,0.0,-0.31939692773486333,0.5873017906612042,1,5.0,1,1,-1.3069410625437363,-1.3069410625437363
2016-06-06,air_35512c42db0868da,0,1,0,0,0,0,0,0.4975868502707375,0.35074946318952044,0.0,-1.195140644405154,0.5525010693365413,1,9.0,1,1,-1.5028595199511372,-1.5028595199511372
2016-06-07,air_35512c42db0868da,0,0,0,0,0,1,0,0.4114039466475875,0.03305177694247332,0.0,-1.2952256405960445,0.6453029928689756,1,13.0,1,1,-1.3518499850861836,-1.3518499850861834
2016-06-08,air_35512c42db0868da,0,0,0,0,0,0,1,0.7438237177654508,0.7784194254451612,0.0,0.13098555512414342,0.6105022715443127,1,11.0,1,1,-1.1803556785352014,-1.1803556785352012
2016-06-09,air_35512c42db0868da,0,0,0,0,1,0,0,0.6330171273928294,0.3751877467469855,0.0,-1.2952256405960445,0.8425070803753981,1,7.0,1,1,-1.2328807341404027,-1.2328807341404024
2016-06-10,air_35512c42db0868da,1,0,0,0,0,0,0,0.9900605852601639,1.0838979699134759,0.0,1.0567717698898795,0.8657075612585067,1,5.0,1,1,-0.7759127503751514,-0.7759127503751513
2016-06-11,air_35512c42db0868da,0,0,1,0,0,0,0,0.977748741885428,1.2183085294795346,0.0,1.3820480075102728,0.6685034737520841,1,11.0,1,1,-0.6086204482725853,-0.6086204482725852
2016-06-12,air_35512c42db0868da,0,0,0,1,0,0,0,1.0146842720096352,0.9983639774623478,0.0,0.25609180036275636,0.9817099656740493,1,6.0,1,1,-1.2633452663914193,-1.2633452663914193
2016-06-13,air_35512c42db0868da,0,1,0,0,0,0,0,0.46065132014653043,0.22855804540219452,0.0,-1.2952256405960445,0.6801037141936381,1,6.0,1,1,-1.5666774625114568,-1.5666774625114566
2016-06-14,air_35512c42db0868da,0,0,0,0,0,1,0,0.8423184647633356,0.7784194254451612,0.0,-0.16926943344852774,0.8541073208169522,1,6.0,1,1,-1.2743755280685116,-1.2743755280685116
2016-06-15,air_35512c42db0868da,0,0,0,0,0,0,1,0.5837697538938871,0.16746233650853157,0.0,-1.2952256405960445,0.8193065994922897,1,5.0,1,1,-1.211870711898322,-1.211870711898322
2016-06-16,air_35512c42db0868da,0,0,0,0,1,0,0,0.7315118743907149,0.4240643138619162,0.0,-1.2952256405960445,0.9121085230247236,1,12.0,1,1,-1.285931040301656,-1.2859310403016557
2016-06-17,air_35512c42db0868da,1,0,0,0,0,0,0,1.150114549131727,1.2060893877008019,0.0,0.6314105360785953,0.8657075612585067,1,7.0,1,1,-0.7015897966937916,-0.7015897966937915
2016-06-18,air_35512c42db0868da,0,0,1,0,0,0,0,1.3594158865022337,1.633759349956443,0.0,2.007579233703338,1.1093126105311466,1,7.0,1,1,-0.6059941954923252,-0.6059941954923251
2016-06-19,air_35512c42db0868da,0,0,0,1,0,0,0,1.0393079587591063,1.0350214027985458,0.0,-0.39446067487803105,0.9817099656740493,1,12.0,1,1,-1.2565170091627431,-1.2565170091627431
2016-06-20,air_35512c42db0868da,0,1,0,0,0,0,0,1.0639316455085777,1.2060893877008019,0.0,0.1560068041718659,0.9353090039078324,1,10.0,1,1,-1.5346371785922839,-1.5346371785922839
2016-06-21,air_35512c42db0868da,0,0,0,0,0,1,0,0.8546303081380715,0.7173237165514982,0.0,-0.5946306672598118,1.0745118892064836,1,10.0,1,1,-1.3103551911580744,-1.3103551911580744
2016-06-22,air_35512c42db0868da,0,0,0,0,0,0,1,0.8176947780138644,0.49737916453431147,0.0,-1.2952256405960445,1.0165106869987122,1,7.0,1,1,-1.2452241222076248,-1.2452241222076248
2016-06-23,air_35512c42db0868da,0,0,0,0,1,0,0,0.903877681637014,0.7784194254451612,0.0,-0.2693544296394182,1.097712370089592,1,8.0,1,1,-1.240759492481183,-1.2407594924811827
2016-06-24,air_35512c42db0868da,1,0,0,0,0,0,0,0.805382934639129,0.521817448091777,0.0,-1.2952256405960445,1.0397111678818207,1,8.0,1,1,-0.7244381958820542,-0.724438195882054
2016-06-25,air_35512c42db0868da,0,0,1,0,0,0,0,1.0393079587591063,1.0594596863560108,0.0,-1.2201618934528766,1.0745118892064836,1,4.0,1,1,-0.554257015721202,-0.5542570157212019
2016-06-26,air_35512c42db0868da,0,0,0,1,0,0,0,1.19936192263067,1.2549659548157324,0.0,0.7314955322694855,1.0397111678818207,1,13.0,1,1,-1.1446386407236644,-1.1446386407236644
2016-06-27,air_35512c42db0868da,0,1,0,0,0,0,0,1.0639316455085777,1.1083362534709411,0.0,0.9566867736989889,0.923708763466278,1,6.0,1,1,-1.4773848679826145,-1.4773848679826145
2016-06-28,air_35512c42db0868da,0,0,0,0,0,1,0,0.4114039466475875,0.2163389036234622,0.0,-1.2952256405960445,0.5757015502196497,1,10.0,1,1,-1.3245369561714788,-1.3245369561714788
2016-06-29,air_35512c42db0868da,0,0,0,0,0,0,1,0.6822645008917724,0.3751877467469855,0.0,-1.2451831425005992,0.8657075612585067,1,7.0,1,1,-1.1391235098851182,-1.1391235098851182
2016-06-30,air_35512c42db0868da,0,0,0,0,1,0,0,0.9161895250117498,0.7784194254451612,0.0,-1.145098146309709,0.970109725232495,1,13.0,1,1,-1.1133862326385697,-1.1133862326385695
2016-07-01,air_35512c42db0868da,1,0,0,0,0,0,0,1.19936192263067,1.3160616637093954,0.0,-0.5946306672598118,1.132513091414255,1,12.0,1,1,1.577209740737866,1.5772097407378662
2016-07-02,air_35512c42db0868da,0,0,1,0,0,0,0,1.334792199752762,1.450472223275454,0.0,-0.11922693535308253,1.2949164575960146,1,14.0,1,1,1.686987106952737,1.686987106952737
2016-07-03,air_35512c42db0868da,0,0,0,1,0,0,0,1.741083031119039,1.9636761779822225,0.0,0.33115554750592413,1.4109188620115574,1,17.0,1,1,0.3163457809350093,0.31634578093500937
2016-07-04,air_35512c42db0868da,0,1,0,0,0,0,0,1.4948461636243258,1.694855058850106,0.0,0.25609180036275636,1.4225191024531119,1,7.0,1,1,-0.21625828290173174,-0.21625828290173163
2016-07-05,air_35512c42db0868da,0,0,0,0,0,1,0,0.6822645008917724,0.5584748734279744,0.0,-1.2952256405960445,0.9121085230247236,1,12.0,1,1,0.24412382947785752,0.24412382947785763
2016-07-06,air_35512c42db0868da,0,0,0,0,0,0,1,0.9285013683864857,0.9006108432324871,0.0,-0.8448431577370378,0.9585094847909409,1,10.0,1,1,0.5613751653332733,0.5613751653332734
2016-07-07,air_35512c42db0868da,0,0,0,0,1,0,0,1.4332869467506475,2.0614293122120837,0.0,1.281963011319383,1.132513091414255,1,6.0,1,1,0.5151531164006962,0.5151531164006963
