visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Niigata-ken Niigata-shi Teraohigashi,total_area_visitors,total_genre_visitors
2016-07-26,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,1.074830939830647,0.8579506327126316,0.0,-1.0253066837276283,1.3341217261560279,1,7.0,1,1,-0.34969661805528107,-0.34969661805528107
2016-07-27,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,1.095760144630465,1.079915595443386,0.0,-0.7561759124660015,1.1103155358525685,1,18.0,1,1,-0.14679498953546322,-0.14679498953546322
2016-07-28,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,1.4620212286272778,1.4733989384660873,0.0,0.17354857007416427,1.4726684153915026,1,6.0,1,1,0.07777937278573484,0.07777937278573481
2016-07-29,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,1.4829504334270955,1.49357757144161,0.0,2.0085311014034386,1.4406961024910083,1,16.0,1,1,1.2742637457515853,1.2742637457515853
2016-07-30,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,1.4934150358270046,1.483488254953849,0.0,1.5436688601333557,1.504640728291997,1,31.0,1,1,1.392342778186691,1.392342778186691
2016-07-31,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,1.44109202382746,1.4330416725150412,0.0,-0.26684723744486166,1.589900229359981,1,47.0,1,1,-0.392294750009718,-0.392294750009718
2016-08-01,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,1.4096982166277332,1.3119698746619022,0.0,2.1797961376608375,1.3980663519570162,1,27.0,1,1,-1.1332780453224232,-1.133278045322423
2016-08-03,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,1.2631937830290076,1.1404514943699555,0.0,-0.046649333685348744,1.3980663519570162,1,8.0,1,1,-0.3280238842539009,-0.3280238842539009
2016-08-04,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,1.2945875902287347,1.2009873932965247,0.0,1.8127996313949826,1.344779163789526,1,42.0,1,1,-0.20060315621475194,-0.20060315621475194
2016-08-05,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,1.3050521926286438,1.2615232922230943,0.0,2.1797961376608375,1.184917599287055,1,45.0,1,1,0.8565031183387743,0.8565031183387742
2016-08-06,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,1.3783044094280061,1.332148507637425,0.0,2.1553297039097807,1.2914919756220358,1,46.0,1,1,0.6128716969853282,0.6128716969853282
2016-08-07,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,1.6503840718256388,1.6751852682213186,0.0,2.1308632701587236,1.5579279164594872,1,20.0,1,1,-0.5907123646395951,-0.5907123646395951
2016-08-08,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,1.5457380478265494,1.5642027868559412,0.0,2.0085311014034386,1.6005576669934793,1,44.0,1,1,-1.1145946541143368,-1.1145946541143366
2016-08-09,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,1.3364459998283706,1.2009873932965247,0.0,0.22248143757627808,1.37675147669002,1,22.0,1,1,-0.27757872799206773,-0.27757872799206773
2016-08-10,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,1.2004061686295544,1.1606301273454787,0.0,0.7362765463484751,1.3021494132555336,1,16.0,1,1,0.7324454007170809,0.7324454007170809
2016-08-11,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,1.1480831566300096,1.1404514943699555,1.0,1.1032730526143297,1.174260161653557,1,23.0,1,1,0.42005909971787697,0.4200590997178769
2016-08-12,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,1.2317999758292812,1.2817019251986173,0.0,2.204262571411894,0.9397965337165999,1,36.0,1,1,-0.015263915430535239,-0.015263915430535258
2016-08-13,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,1.367839807028097,1.402773723051756,1.0,2.1797961376608375,1.3128068508890318,1,5.0,1,1,0.15176560196975683,0.1517656019697568
2016-08-14,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,1.3573752046281884,1.4128630395395179,1.0,0.932008016356931,1.3874089143235182,1,10.0,1,1,-0.8911412952656238,-0.8911412952656238
2016-08-15,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,1.1271539518301918,1.0193796965168167,1.0,-0.46257870745331764,1.3128068508890318,1,36.0,1,1,-1.4202549342786295,-1.4202549342786295
2016-08-16,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,1.5352734454266403,1.796257066074457,0.0,1.519202426382299,1.3021494132555336,1,24.0,1,1,-1.301802234019362,-1.301802234019362
2016-08-17,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,1.3155167950285525,1.221166026272048,0.0,0.39374647383367706,1.43003866485751,1,8.0,1,1,-0.7962296679285451,-0.7962296679285451
2016-08-18,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,1.2841229878288258,1.1808087603210016,0.0,1.641534595137584,1.2488622250880432,1,25.0,1,1,-0.5189681424005436,-0.5189681424005435
2016-08-19,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,1.4620212286272778,1.3220591911496637,0.0,1.7883331976439256,1.525955603558993,1,28.0,1,1,0.8195100037467633,0.8195100037467633
2016-08-20,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,1.6713132766254566,1.8063463825622188,0.0,0.883075148854817,1.525955603558993,1,37.0,1,1,0.7014309713116575,0.7014309713116574
2016-08-21,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,1.556202650226458,1.5541134703681796,0.0,1.739400330141812,1.4833258530250004,1,40.0,1,1,-0.7838986297312082,-0.783898629731208
2016-08-22,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,1.3887690118279152,1.6045600528069874,0.0,0.002283533816765285,1.344779163789526,1,17.0,1,1,-1.9777673279279266,-1.9777673279279264
2016-08-23,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,1.2631937830290076,1.1606301273454787,0.0,1.519202426382299,1.3234642885225296,1,18.0,1,1,-0.5839863438046841,-0.5839863438046841
2016-08-24,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,1.2945875902287347,1.1908980768087634,0.0,1.4213366913780707,1.2595196627215415,1,12.0,1,1,-0.39304208565804144,-0.39304208565804144
2016-08-25,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,1.5143442406268224,1.49357757144161,0.0,1.739400330141812,1.43003866485751,1,18.0,1,1,-0.2630056828497604,-0.2630056828497604
2016-08-26,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,1.24226457822919,1.1505408108577169,0.0,-0.8785080812212864,1.2808345379885375,1,33.0,1,1,1.1188179309003068,1.1188179309003068
2016-08-27,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,0.907397301432104,0.797414733786062,0.0,-0.6093773099596596,1.003741159517588,1,41.0,1,1,1.1819677931836388,1.1819677931836385
2016-08-28,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,1.1480831566300096,1.382595090076233,0.0,1.4213366913780707,0.9291390960831016,1,23.0,1,1,-0.2316175856201753,-0.2316175856201753
2016-08-29,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,1.5666672526263672,1.6247386857825108,0.0,1.8127996313949826,1.4620109777580044,1,19.0,1,1,-1.4053082213121604,-1.4053082213121604
2016-08-30,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,0.917861903832013,1.0092903800290551,0.0,-1.0253066837276283,1.003741159517588,1,6.0,1,1,-0.6105167593201667,-0.6105167593201667
2016-08-31,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,1.2004061686295544,1.3523271406129482,0.0,1.9595982339013245,0.9824262842505919,1,34.0,1,1,-0.17967775806169523,-0.17967775806169523
2016-09-01,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,1.2004061686295544,1.291791241686379,0.0,1.861732498897097,1.014398597151086,1,33.0,1,1,-0.5742709803764792,-0.5742709803764792
2016-09-02,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,1.2841229878288258,1.2312553427598094,0.0,1.4458031251291277,1.0676857853185764,1,42.0,1,1,0.6330497594900615,0.6330497594900614
2016-09-03,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,1.4829504334270955,1.614649369294749,0.0,1.617068161386527,1.4406961024910083,1,37.0,1,1,1.2167189008306794,1.2167189008306794
2016-09-04,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,1.5248088430267313,1.6953639011968413,0.0,1.617068161386527,1.525955603558993,1,18.0,1,1,-0.7166384213820972,-0.7166384213820972
2016-09-05,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,1.4620212286272778,1.6348280022702726,0.0,1.6660010288886407,1.3660940390565222,1,23.0,1,1,-1.314133272216699,-1.314133272216699
2016-09-08,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,1.2213353734293722,1.291791241686379,0.0,-0.8051087799681156,1.37675147669002,1,8.0,1,1,-0.3661380023183971,-0.3661380023183971
2016-09-09,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,1.085295542230556,0.9790224305657703,0.0,0.809675847601646,1.2595196627215415,1,36.0,1,1,0.9506674100275296,0.9506674100275295
2016-09-10,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,0.9597203134316487,0.8781292656881546,0.0,1.0054073176101022,1.0783432229520746,1,31.0,1,1,1.459602986535802,1.459602986535802
2016-09-11,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,1.0120433254311934,0.8882185821759163,0.0,0.002283533816765285,1.003741159517588,1,34.0,1,1,-0.277205060167906,-0.277205060167906
2016-09-12,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,1.0434371326309202,1.0395583294923398,0.0,-0.6827766112128306,1.0676857853185764,1,37.0,1,1,-1.2928342062394806,-1.2928342062394804
2016-09-13,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,0.917861903832013,0.9184865316392011,0.0,-1.0253066837276283,0.9824262842505919,1,8.0,1,1,-0.7749306019513267,-0.7749306019513266
2016-09-14,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,1.0225079278311024,1.0092903800290551,0.0,-0.3891794062001466,1.0996580982190707,1,13.0,1,1,-0.379963711812381,-0.379963711812381
2016-09-15,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,1.032972530231011,0.8983078986636777,0.0,1.0788066188632728,1.0996580982190707,1,27.0,1,1,-0.05524637261584005,-0.05524637261584007
2016-09-16,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,0.917861903832013,0.8882185821759163,0.0,-0.1934479361916907,0.9078242208161056,1,30.0,1,1,0.8826598660300953,0.8826598660300952
2016-09-17,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,0.8341450846327415,0.8680399492003933,0.0,-0.9519073824744575,0.9611114089835958,1,21.0,1,1,1.3448869645181518,1.3448869645181516
2016-09-18,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,0.6457822414343805,0.39384207427559936,0.0,-1.0253066837276283,0.8865093455491095,1,17.0,1,1,0.16708598276038764,0.1670859827603876
2016-09-19,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,0.7399636630335608,0.43419934022664586,1.0,-1.0253066837276283,0.801249844481125,1,23.0,1,1,-1.2958235488327743,-1.2958235488327743
2016-09-20,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,0.3946317838365661,0.10125189613051405,0.0,-1.0253066837276283,0.6200734047116582,1,15.0,1,1,-1.779723381122211,-1.779723381122211
2016-09-21,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,0.7399636630335608,0.7368788348594929,0.0,0.32034717258050616,0.7373052186801365,1,23.0,1,1,0.37484529299430797,0.3748452929943079
2016-09-22,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,0.6876406510340161,0.6561643029574002,1.0,-1.0253066837276283,0.8971667831826073,1,43.0,1,1,-0.2910307696618899,-0.2910307696618899
2016-09-23,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,0.5202070126354733,0.3030382258857454,0.0,-1.0253066837276283,0.6413882799786542,1,25.0,1,1,0.19025338785841472,0.1902533878584147
2016-09-24,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,0.6457822414343805,0.7066108853962081,0.0,0.10014926882099312,0.49218415310968133,1,37.0,1,1,1.118444263076145,1.118444263076145
2016-09-25,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,0.9911141206313756,1.100094228418909,0.0,1.5436688601333557,0.9184816584496038,1,22.0,1,1,-0.37435869444995507,-0.37435869444995507
2016-09-26,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,0.9701849158315577,0.7671467843227776,0.0,-1.0253066837276283,1.1209729734860667,1,33.0,1,1,-1.0645231656766652,-1.0645231656766652
2016-09-27,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,1.053901735030829,1.0698262789556245,0.0,-0.3891794062001466,1.0676857853185764,1,18.0,1,1,-0.44087156715074255,-0.4408715671507425
2016-09-29,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,0.4783486030358373,0.36357412481231494,0.0,-0.8540416474702295,0.41758208967519506,1,20.0,1,1,-0.20433983445636922,-0.20433983445636922
2016-09-30,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,0.36323797663683927,0.39384207427559936,0.0,0.6628772450953041,0.11917383593724938,1,34.0,1,1,1.1868254748977412,1.1868254748977412
2016-10-01,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,0.6039238318347449,0.5451818215920229,0.0,1.2011387876185577,0.630730842345156,1,30.0,1,1,1.2208292468964583,1.2208292468964583
2016-10-02,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,0.7504282654334699,0.7167002018839698,0.0,1.372403823875957,0.7373052186801365,1,44.0,1,1,-0.4304088680742142,-0.43040886807421413
2016-10-03,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,1.0434371326309202,1.1101835449066708,0.0,-0.8051087799681156,0.8332221573816193,1,15.0,1,1,-1.5118035511982528,-1.5118035511982526
2016-10-04,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,0.8446096870326502,0.7469681513472543,0.0,1.2011387876185577,0.6733605928791484,1,13.0,1,1,-0.6699299433618813,-0.6699299433618813
2016-10-05,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,0.7713574702332877,0.797414733786062,0.0,-0.7806423462170585,0.5241564660101756,1,7.0,1,1,-0.8395751355313055,-0.8395751355313055
2016-10-06,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,0.6562468438342896,0.5451818215920229,0.0,-0.43811227370226064,0.7053329057796427,1,20.0,1,1,-0.36838000926336745,-0.36838000926336745
2016-10-07,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,0.373702579036748,0.2727702764224606,0.0,0.809675847601646,0.41758208967519506,1,27.0,1,1,0.8045632907802942,0.8045632907802942
2016-10-08,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,0.5411362174352912,0.5250031886164997,0.0,-1.0253066837276283,0.49218415310968133,1,43.0,1,1,1.055668068616975,1.0556680686169748
2016-10-09,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,0.34230877183702146,0.32321685886126844,0.0,-1.0008402499765716,0.4708692778426853,1,45.0,1,1,0.3400941853472673,0.3400941853472673
2016-10-10,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,0.12255212143893358,-0.029909218210386383,1.0,-0.8051087799681156,0.1298312735707474,1,33.0,1,1,-0.7682045811164155,-0.7682045811164155
2016-10-11,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,0.017906097439844195,0.07098394666722929,0.0,0.2469478713273352,-0.14726210490020203,1,14.0,1,1,-1.1583137895412587,-1.1583137895412587
2016-10-12,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,-0.10766913135906299,-0.09044511713695558,0.0,-0.9029745149723435,0.03391433486926504,1,15.0,1,1,-0.4513342662272709,-0.4513342662272709
2016-10-13,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,-0.0448815169596094,0.03062668071618316,0.0,-0.046649333685348744,-0.040687728565221466,1,6.0,1,1,-0.41733049422855373,-0.41733049422855373
2016-10-14,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,0.007441495039935293,0.2223236939836528,0.0,1.5681352938844126,-0.16857698016719808,1,9.0,1,1,0.9607564412798962,0.9607564412798961
2016-10-15,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,0.09115831423920669,0.383752757787838,0.0,1.4458031251291277,-0.11528979199970779,1,33.0,1,1,1.4229835397679529,1.4229835397679527
2016-10-16,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,0.35277337423693017,0.6158070370063541,0.0,1.4458031251291277,-0.07266004146571552,1,23.0,1,1,-0.46254430095212273,-0.4625443009521227
2016-10-17,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,0.5829946270349268,0.4846459226654537,0.0,-1.0008402499765716,0.5028415907431794,1,18.0,1,1,-1.3780304701483543,-1.3780304701483543
2016-10-18,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,0.5306716150353821,0.4241100237388841,0.0,-1.0008402499765716,0.5134990283766776,1,10.0,1,1,-0.581370669035552,-0.5813706690355519
2016-10-19,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,0.27952115743756767,0.3131275423735071,0.0,1.4213366913780707,0.08720152303675532,1,8.0,1,1,-0.44535558104068323,-0.44535558104068323
2016-10-20,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,0.33184416943711237,0.5149138721287384,0.0,-0.26684723744486166,0.2683779628062222,1,19.0,1,1,-0.2263862360819111,-0.2263862360819111
2016-10-21,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,-0.0448815169596094,-0.08035580064919422,0.0,0.4426793413357911,-0.10463235436620977,1,33.0,1,1,0.9839238463779233,0.9839238463779232
2016-10-22,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,-0.11813373375897208,0.07098394666722929,0.0,0.39374647383367706,-0.3710682952036612,1,40.0,1,1,1.5276105305332364,1.5276105305332364
2016-10-23,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,-0.07627532415933629,-0.23169554796561773,0.0,-1.0008402499765716,0.05522921013626108,1,38.0,1,1,-0.19798748144561984,-0.19798748144561984
2016-10-24,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,-0.18092134815842567,-0.08035580064919422,0.0,0.7362765463484751,-0.2644939188686806,1,29.0,1,1,-1.212869291868871,-1.2128692918688708
2016-10-25,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,-0.13906293855878987,0.081073263154991,0.0,0.1980150038252212,-0.520272422072634,1,18.0,1,1,-0.5447512222677027,-0.5447512222677027
2016-10-26,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,0.4678840006359286,0.28285959291022233,0.0,-0.9763738162255144,0.5454713412771718,1,7.0,1,1,-0.15576301731534467,-0.15576301731534467
2016-10-27,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,-0.0448815169596094,0.02053736422842145,0.0,0.49161220883790513,-0.27515135650217865,1,15.0,1,1,-0.1423109756455225,-0.1423109756455225
2016-10-28,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,-0.33789038415705974,-0.27205281391666386,0.0,-1.0253066837276283,-0.339095982303167,1,35.0,1,1,0.8867702120958743,0.8867702120958741
2016-10-29,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,-0.30649657695733284,-0.37294597879427954,0.0,-0.9274409487234004,-0.1898918554341943,1,33.0,1,1,1.707718421779189,1.7077184217791888
2016-10-30,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,-0.35881958895687754,-0.27205281391666386,0.0,0.7362765463484751,-0.4350129210046495,1,34.0,1,1,-0.11540689230587813,-0.11540689230587814
2016-10-31,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,-0.2646381673576971,-0.11062375011247899,0.0,-0.6827766112128306,-0.49895754680563786,1,18.0,1,1,-1.044345103171932,-1.044345103171932
2016-11-01,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,-0.41114260095642224,-0.50410709313518,0.0,-1.0253066837276283,-0.339095982303167,1,14.0,1,1,-0.7625995637539896,-0.7625995637539896
2016-11-02,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,-0.40067799855651337,-0.3224993963554717,0.0,0.907541582605874,-0.47764267153864176,1,23.0,1,1,0.3823186494775425,0.38231864947754246
2016-11-03,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,-0.28556737215751504,-0.2922314468921871,1.0,-0.4870451412043746,-0.24317904360168457,1,20.0,1,1,-0.07878744553802887,-0.07878744553802888
2016-11-04,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,-0.25417356495778815,-0.2619634974289023,0.0,0.17354857007416427,-0.136604667266704,1,25.0,1,1,0.049006950325281844,0.049006950325281816
2016-11-05,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,-0.10766913135906299,0.14160916208156019,0.0,1.3479373901248997,-0.48830010917213973,1,52.0,1,1,1.2395126381045447,1.2395126381045447
2016-11-06,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,-0.34835498655696867,-0.23169554796561773,0.0,-0.4870451412043746,-0.2538364812351826,1,19.0,1,1,-0.5159787998072497,-0.5159787998072497
2016-11-09,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,-0.7460098777535084,-0.8572331702068348,0.0,-0.07111576743640576,-0.6161893607741165,1,5.0,1,1,-0.7995926783460007,-0.7995926783460006
2016-11-10,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,-0.7250806729536904,-0.8370545372313117,0.0,-0.7072430449638876,-0.722763737109097,1,15.0,1,1,-0.5383988692569533,-0.5383988692569533
2016-11-11,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,-0.44253640815614914,-0.2619634974289023,0.0,-0.6827766112128306,-0.6268467984076146,1,30.0,1,1,0.39689169461984986,0.3968916946198498
2016-11-12,air_bb09595bab7d5cfb,0,0,1,0,0,0,0,-0.14952754095869877,-0.05008785118590944,0.0,-0.07111576743640576,-0.32843854466966893,1,34.0,1,1,1.769373612765874,1.7693736127658737
2016-11-13,air_bb09595bab7d5cfb,0,0,0,1,0,0,0,-0.14952754095869877,0.1617877950570836,0.0,1.250071655120672,-0.49895754680563786,1,37.0,1,1,-0.3818320509331896,-0.3818320509331896
2016-11-14,air_bb09595bab7d5cfb,0,1,0,0,0,0,0,-0.0030231073599736084,0.26268095993469925,0.0,0.932008016356931,-0.29646623176917486,1,20.0,1,1,-1.3914825118181766,-1.3914825118181764
2016-11-15,air_bb09595bab7d5cfb,0,0,0,0,0,1,0,-0.14952754095869877,-0.17115964903904818,0.0,-0.9763738162255144,-0.17923441780069607,1,15.0,1,1,-0.8974936482763732,-0.8974936482763731
2016-11-16,air_bb09595bab7d5cfb,0,0,0,0,0,0,1,-0.5995054441547832,-0.6150895745005571,0.0,-0.3402465386980327,-0.6161893607741165,1,15.0,1,1,-0.3239135381881219,-0.3239135381881219
2016-11-17,air_bb09595bab7d5cfb,0,0,0,0,1,0,0,-0.7355452753535994,-0.8370545372313117,0.0,-1.0253066837276283,-0.5948744855071203,1,14.0,1,1,-0.2749630532229356,-0.2749630532229356
2016-11-18,air_bb09595bab7d5cfb,1,0,0,0,0,0,0,-0.641363853754419,-0.31241007986771013,0.0,1.250071655120672,-1.0318294284805405,1,30.0,1,1,0.9992442271685541,0.9992442271685541
