visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,total_area_visitors,total_genre_visitors
2016-01-27,air_96743eee94114261,0,0,0,0,0,0,1,-0.8700609125603302,-0.9804802330028344,0.0,-0.8454736123101761,-0.8011013283765405,1,17.0,1,1,-1.0733036962935754,-1.0733036962935754
2016-01-28,air_96743eee94114261,0,0,0,0,1,0,0,-0.9483445965705151,-1.0550476459906202,0.0,-0.893219908674187,-0.8581364175212441,1,14.0,1,1,-1.0788041090022267,-1.078804109002227
2016-01-29,air_96743eee94114261,1,0,0,0,0,0,0,-1.3062128663313595,-1.4811471487779673,0.0,-1.0364587977662199,-1.0520557206132364,1,30.0,1,1,-0.938293566172129,-0.9382935661721292
2016-01-30,air_96743eee94114261,0,0,1,0,0,0,0,-1.3062128663313595,-1.5344095866263856,0.0,-1.0364587977662199,-1.10909080975794,1,23.0,1,1,-0.6420213361833998,-0.6420213361834001
2016-02-01,air_96743eee94114261,0,1,0,0,0,0,0,-1.317396249761386,-1.5450620741960694,0.0,-1.0364587977662199,-1.1547188810737028,1,4.0,1,1,-1.4373310101025116,-1.4373310101025119
2016-02-02,air_96743eee94114261,0,0,0,0,0,1,0,-1.2279291823211749,-1.25744490981461,0.0,-0.20089861139602896,-1.1775329167315842,1,4.0,1,1,-1.2918200920827307,-1.291820092082731
2016-02-03,air_96743eee94114261,0,0,0,0,0,0,1,-1.2502959491812276,-1.427884710929549,0.0,-0.9170930568561925,-1.0064276492974733,1,4.0,1,1,-1.218314576794388,-1.218314576794388
2016-02-04,air_96743eee94114261,0,0,0,0,1,0,0,-1.0937285811608581,-0.991132720572518,0.0,0.013959722242020195,-1.1204978275868807,1,5.0,1,1,-1.1813118003907321,-1.1813118003907324
2016-02-05,air_96743eee94114261,1,0,0,0,0,0,0,-1.0937285811608581,-1.1402675465480896,0.0,-0.8693467604921815,-0.9265785244948884,1,21.0,1,1,-0.8137842239490175,-0.8137842239490177
2016-02-06,air_96743eee94114261,0,0,1,0,0,0,0,-1.339763016621439,-1.4811471487779673,0.0,-1.0364587977662199,-1.0748697562711178,1,20.0,1,1,-0.5945177718814095,-0.5945177718814098
2016-02-08,air_96743eee94114261,0,1,0,0,0,0,0,-1.3509464000514653,-1.1509200341177732,0.0,1.3986023167983361,-1.4969294159419246,1,19.0,1,1,-1.3868272206867114,-1.3868272206867116
2016-02-09,air_96743eee94114261,0,0,0,0,0,1,0,-1.2502959491812276,-1.2894023725236612,0.0,-0.9887125014022088,-1.10909080975794,1,31.0,1,1,-1.172811162568271,-1.172811162568271
2016-02-10,air_96743eee94114261,0,0,0,0,0,0,1,-1.14964549831099,-1.2894023725236612,0.0,0.46754953770012364,-1.0178346671264142,1,15.0,1,1,-0.8545372817449356,-0.8545372817449357
2016-02-11,air_96743eee94114261,0,0,0,0,1,0,0,-1.0713618143008052,-1.0550476459906202,1.0,0.10945231497004188,-1.10909080975794,1,4.0,1,1,-0.9265426844763736,-0.9265426844763737
2016-02-12,air_96743eee94114261,1,0,0,0,0,0,0,-0.8141439954101982,-0.4158983918095993,0.0,1.2076171313422928,-1.223160988047347,1,15.0,1,1,-0.8712885386303743,-0.8712885386303745
2016-02-13,air_96743eee94114261,0,0,1,0,0,0,0,-0.5010092593694592,-0.4585083420883341,0.0,-1.0364587977662199,-0.493111846995141,1,28.0,1,1,-0.6847745440551911,-0.6847745440551913
2016-02-15,air_96743eee94114261,0,1,0,0,0,0,0,-1.2502959491812276,-1.0124376957118855,0.0,-0.7738541677641597,-1.143311863244762,1,20.0,1,1,-1.3903274833194896,-1.3903274833194899
2016-02-16,air_96743eee94114261,0,0,0,0,0,1,0,-1.339763016621439,-1.417232223359865,0.0,-0.6067421304901217,-1.223160988047347,1,15.0,1,1,-1.232565646084985,-1.232565646084985
2016-02-17,air_96743eee94114261,0,0,0,0,0,0,1,-1.1831956486010693,-1.332012322802396,0.0,-1.0125856495842145,-1.0520557206132364,1,6.0,1,1,-1.066553189787503,-1.0665531897875031
2016-02-18,air_96743eee94114261,0,0,0,0,1,0,0,-1.0489950474407526,-0.7887354567485281,0.0,1.016631945886249,-1.10909080975794,1,22.0,1,1,-1.076053902647901,-1.0760539026479012
2016-02-19,air_96743eee94114261,1,0,0,0,0,0,0,-0.7582270782600663,-0.5437282426458036,0.0,-0.1770254632140235,-1.10909080975794,1,23.0,1,1,-0.7625303782547648,-0.762530378254765
2016-02-20,air_96743eee94114261,0,0,1,0,0,0,0,-0.6240264770997496,-0.5863381929245384,0.0,-1.0364587977662199,-0.5273329004819631,1,15.0,1,1,-0.7960328920256422,-0.7960328920256424
2016-02-21,air_96743eee94114261,0,0,0,1,0,0,0,-0.8141439954101982,-0.7354730189001096,0.0,-0.415756945034078,-0.778287292718659,1,4.0,1,1,-1.1583100745181896,-1.1583100745181896
2016-02-22,air_96743eee94114261,0,1,0,0,0,0,0,-1.0825451977308318,-1.1722250092571407,0.0,-0.39188379685207253,-0.8923574710080663,1,5.0,1,1,-1.3775765265857975,-1.3775765265857978
2016-02-23,air_96743eee94114261,0,0,0,0,0,1,0,-0.8476941457002775,-0.7354730189001096,0.0,-0.9648393532202034,-0.8923574710080663,1,14.0,1,1,-1.1650605810242618,-1.165060581024262
2016-02-24,air_96743eee94114261,0,0,0,0,0,0,1,-1.2838460994713068,-1.2467924222449265,0.0,-0.678361575036138,-1.2117539702184066,1,7.0,1,1,-1.1218073356335023,-1.1218073356335023
2016-02-25,air_96743eee94114261,0,0,0,0,1,0,0,-1.3285796331914126,-1.321359835232712,0.0,-0.893219908674187,-1.2117539702184066,1,13.0,1,1,-1.0192996442449969,-1.0192996442449969
2016-02-26,air_96743eee94114261,1,0,0,0,0,0,0,-1.172012265171043,-1.2148349595358752,0.0,-0.2486449077600399,-1.0406487027842957,1,25.0,1,1,-0.6162694039565314,-0.6162694039565316
2016-02-27,air_96743eee94114261,0,0,1,0,0,0,0,-0.9036110628504094,-0.8419978945969465,0.0,0.6585347231561672,-1.0406487027842957,1,31.0,1,1,-0.45100700393750187,-0.4510070039375021
2016-02-29,air_96743eee94114261,0,1,0,0,0,0,0,-0.8588775291303039,-0.7141680437607424,0.0,-1.0364587977662199,-0.9493925601527697,1,19.0,1,1,-1.3305729998027755,-1.3305729998027755
2016-03-01,air_96743eee94114261,0,0,0,0,0,1,0,-1.317396249761386,-1.4917996363476511,0.0,-0.2486449077600399,-1.2459750237052287,1,6.0,1,1,-1.2233149519840711,-1.2233149519840711
2016-03-02,air_96743eee94114261,0,0,0,0,0,0,1,-1.138462114880964,-1.129615058978406,0.0,-0.6544884268541326,-1.0862767741000585,1,9.0,1,1,-1.0955553658876656,-1.0955553658876656
2016-03-03,air_96743eee94114261,0,0,0,0,1,0,0,-0.836510762270251,-0.7780829691788445,0.0,-1.0125856495842145,-0.8809504531791255,1,16.0,1,1,-1.11205660401362,-1.1120566040136202
2016-03-04,air_96743eee94114261,1,0,0,0,0,0,0,-0.8812442959903567,-0.7993879443182119,0.0,1.2076171313422928,-1.0520557206132364,1,23.0,1,1,-0.7452790838503578,-0.745279083850358
2016-03-05,air_96743eee94114261,0,0,1,0,0,0,0,-0.6016597102396968,-0.33067849125213,0.0,1.2314902795242981,-1.0520557206132364,1,22.0,1,1,-0.5257626130232657,-0.5257626130232659
2016-03-07,air_96743eee94114261,0,1,0,0,0,0,0,-0.3891754250691953,-0.4158983918095993,0.0,-1.0364587977662199,-0.287785526074208,1,10.0,1,1,-1.433330709950765,-1.4333307099507653
2016-03-08,air_96743eee94114261,0,0,0,0,0,1,0,-0.46745910907937993,-0.394593416670232,0.0,-0.7977273159461652,-0.4246697400214966,1,3.0,1,1,-1.1030559286721902,-1.1030559286721904
2016-03-09,air_96743eee94114261,0,0,0,0,0,0,1,-0.970711363430568,-1.0976575962693549,0.0,-1.0364587977662199,-0.7896943105475998,1,14.0,1,1,-1.1488093616577915,-1.1488093616577917
2016-03-10,air_96743eee94114261,0,0,0,0,1,0,0,-1.0154448971506733,-1.0976575962693549,0.0,-0.4396300932160835,-0.8809504531791255,1,18.0,1,1,-1.0300504509028157,-1.0300504509028159
2016-03-11,air_96743eee94114261,1,0,0,0,0,0,0,-1.172012265171043,-1.193529984396508,0.0,-0.39188379685207253,-1.0178346671264142,1,13.0,1,1,-0.6962754069914625,-0.6962754069914627
2016-03-12,air_96743eee94114261,0,0,1,0,0,0,0,-1.138462114880964,-1.0976575962693549,0.0,0.5630421304281455,-1.0862767741000585,1,32.0,1,1,-0.5090113561378269,-0.5090113561378271
2016-03-14,air_96743eee94114261,0,1,0,0,0,0,0,-0.8476941457002775,-0.991132720572518,0.0,-1.0364587977662199,-0.6756241322581925,1,20.0,1,1,-1.3260726621320607,-1.3260726621320609
2016-03-15,air_96743eee94114261,0,0,0,0,0,1,0,-0.8253273788402247,-0.8739553573059976,0.0,0.324310648608091,-0.8239153640344219,1,19.0,1,1,-1.0550523268512315,-1.0550523268512317
2016-03-16,air_96743eee94114261,0,0,0,0,0,0,1,-0.6687600108198551,-0.3413309788218136,0.0,0.4436763895181183,-1.0406487027842957,1,9.0,1,1,-0.9670457235128074,-0.9670457235128076
2016-03-17,air_96743eee94114261,0,0,0,0,1,0,0,-0.3220751244890369,-0.021756351731303244,0.0,1.6373337986183907,-0.7668802748897182,1,8.0,1,1,-0.9202922154892695,-0.9202922154892698
2016-03-18,air_96743eee94114261,1,0,0,0,0,0,0,-0.02012377187832414,0.532173001892248,0.0,0.2526912040620747,-0.43607675785043737,1,25.0,1,1,-0.5502644514527133,-0.5502644514527135
2016-03-19,air_96743eee94114261,0,0,1,0,0,0,0,-0.27734159076893133,-0.3200260036824463,0.0,-1.0364587977662199,-0.20793640127162294,1,23.0,1,1,-0.5330131570483062,-0.5330131570483064
2016-03-20,air_96743eee94114261,0,0,0,1,0,0,0,-0.6016597102396968,-0.7141680437607424,1.0,-0.678361575036138,-0.40185570436361523,1,26.0,1,1,-0.7422788587365479,-0.7422788587365481
2016-03-22,air_96743eee94114261,0,0,0,0,0,1,0,-0.5681095599496175,-0.4158983918095993,0.0,1.2076171313422928,-0.8353223818633627,1,25.0,1,1,-1.051052026699485,-1.0510520266994852
2016-03-23,air_96743eee94114261,0,0,0,0,0,0,1,-0.579292943379644,-0.5543807302154872,0.0,0.2526912040620747,-0.5957750074556074,1,14.0,1,1,-0.9512945416653054,-0.9512945416653055
2016-03-24,air_96743eee94114261,0,0,0,0,1,0,0,-0.9483445965705151,-0.8100404318878955,0.0,0.08557916678803651,-0.9950206314685327,1,13.0,1,1,-1.0100489501440828,-1.010048950144083
2016-03-25,air_96743eee94114261,1,0,0,0,0,0,0,-0.9930781302906206,-0.9485227702937833,0.0,0.03783287042402556,-0.9151715066659477,1,17.0,1,1,-0.41400422753384625,-0.41400422753384647
2016-03-26,air_96743eee94114261,0,0,1,0,0,0,0,-0.9371612131404886,-0.9059128200150487,0.0,-0.36801064867006716,-0.9265785244948884,1,32.0,1,1,-0.41975465900198194,-0.41975465900198217
2016-03-28,air_96743eee94114261,0,1,0,0,0,0,0,-0.5121926427994855,-0.4372033669489668,0.0,1.7805726877104238,-0.6984381679160739,1,10.0,1,1,-1.0863046717867515,-1.0863046717867517
2016-03-29,air_96743eee94114261,0,0,0,0,0,1,0,-0.3779920416391689,-0.26676356583402794,0.0,1.6373337986183907,-0.7668802748897182,1,8.0,1,1,-0.8150343177464383,-0.8150343177464385
2016-03-30,air_96743eee94114261,0,0,0,0,0,0,1,-0.18787452332872007,0.15933593695331924,0.0,-0.12927916685001264,-0.287785526074208,1,10.0,1,1,-0.8992906396926001,-0.8992906396926003
2016-03-31,air_96743eee94114261,0,0,0,0,1,0,0,-0.24379144047885204,-0.07501878957972163,0.0,1.58958750225438,-0.4246697400214966,1,6.0,1,1,-0.8640379946053336,-0.8640379946053338
2016-04-01,air_96743eee94114261,1,0,0,0,0,0,0,-0.1319576061785881,0.14868344938363579,0.0,1.5418412058903692,-0.4474837756793781,1,20.0,1,1,-0.6597726681067752,-0.6597726681067754
2016-04-02,air_96743eee94114261,0,0,1,0,0,0,0,0.10289344585196616,0.532173001892248,0.0,1.6373337986183907,-0.15090131212691923,1,19.0,1,1,-0.6767739437516981,-0.6767739437516982
2016-04-04,air_96743eee94114261,0,1,0,0,0,0,0,-0.4786424925094065,-0.5011182923670688,0.0,-1.0364587977662199,-0.19652938344268214,1,15.0,1,1,-1.3060711613733278,-1.306071161373328
2016-04-05,air_96743eee94114261,0,0,0,0,0,1,0,-0.4003588084992216,-0.24545859069466047,0.0,1.5179680577083634,-0.7212522035739555,1,7.0,1,1,-1.1040560037101268,-1.104056003710127
2016-04-06,air_96743eee94114261,0,0,0,0,0,0,1,-0.14314098960861465,-0.09632376471908892,0.0,1.1598708349782816,-0.16230832995586011,1,8.0,1,1,-1.0378010324468245,-1.0378010324468248
2016-04-07,air_96743eee94114261,0,0,0,0,1,0,0,-0.08722407245848267,-0.28806854097339524,0.0,-1.0364587977662199,-0.059645169495393564,1,14.0,1,1,-1.1523096242905697,-1.15230962429057
2016-04-08,air_96743eee94114261,1,0,0,0,0,0,0,-0.06485730559842977,-0.18154366527655844,0.0,0.06170601860603093,0.05442500879401366,1,9.0,1,1,-0.6002682033495452,-0.6002682033495454
2016-04-09,air_96743eee94114261,0,0,1,0,0,0,0,0.1476269795720718,0.308470762928891,0.0,1.58958750225438,-0.15090131212691923,1,34.0,1,1,-0.5090113561378269,-0.5090113561378271
2016-04-11,air_96743eee94114261,0,1,0,0,0,0,0,-0.7805938451201191,-0.7567779940394772,0.0,-0.39188379685207253,-0.8581364175212441,1,18.0,1,1,-1.328072812207934,-1.3280728122079342
2016-04-12,air_96743eee94114261,0,0,0,0,0,1,0,-0.6575766273898288,-0.5330757550761199,0.0,1.5657143540723746,-0.9265785244948884,1,21.0,1,1,-1.1665606935811668,-1.166560693581167
2016-04-13,air_96743eee94114261,0,0,0,0,0,0,1,0.0693432955618869,0.6919603154375032,0.0,0.53916898224614,-0.3448206152189116,1,17.0,1,1,-1.0795541652806793,-1.0795541652806795
2016-04-14,air_96743eee94114261,0,0,0,0,1,0,0,0.15881036300209814,0.14868344938363579,0.0,1.1837439831602874,0.17990220491236156,1,9.0,1,1,-1.0468017077882543,-1.0468017077882545
2016-04-15,air_96743eee94114261,1,0,0,0,0,0,0,-0.34444189134908965,-0.4478558545186504,0.0,0.13332546315204746,-0.367634650876793,1,13.0,1,1,-0.6277702668928028,-0.6277702668928029
2016-04-16,air_96743eee94114261,0,0,1,0,0,0,0,0.04697652870183419,0.5108680267528807,0.0,1.58958750225438,-0.6414030787713704,1,30.0,1,1,-0.41450426505281457,-0.4145042650528148
2016-04-18,air_96743eee94114261,0,1,0,0,0,0,0,0.0693432955618869,0.020853598547431323,0.0,-0.39188379685207253,0.19130922274130244,1,5.0,1,1,-1.4165794530653264,-1.4165794530653266
2016-04-19,air_96743eee94114261,0,0,0,0,0,1,0,-0.27734159076893133,-0.2028486404159257,0.0,0.20494490769806376,-0.24215745475844508,1,13.0,1,1,-1.1030559286721902,-1.1030559286721904
2016-04-20,air_96743eee94114261,0,0,0,0,0,0,1,-0.1766911398986937,-0.03240883930098708,0.0,0.7062810195201782,-0.5957750074556074,1,10.0,1,1,-0.9707960049050698,-0.97079600490507
2016-04-21,air_96743eee94114261,0,0,0,0,1,0,0,0.23709404701228282,0.4469531013347785,0.0,-0.940966205038198,0.23693729405706518,1,11.0,1,1,-1.076053902647901,-1.0760539026479012
2016-04-22,air_96743eee94114261,1,0,0,0,0,0,0,0.10289344585196616,0.020853598547431323,0.0,0.5630421304281455,0.2825653653728281,1,17.0,1,1,-0.5822668526666857,-0.5822668526666859
2016-04-23,air_96743eee94114261,0,0,1,0,0,0,0,0.3041943475924412,0.7132652905768705,0.0,0.9450125013402328,0.06583202662295434,1,12.0,1,1,-0.48600963026528426,-0.48600963026528443
2016-04-25,air_96743eee94114261,0,1,0,0,0,0,0,-0.008940388448297787,0.12737847424426813,0.0,1.9476847249844615,-0.367634650876793,1,17.0,1,1,-1.281069285424912,-1.281069285424912
2016-04-26,air_96743eee94114261,0,0,0,0,0,1,0,0.1923605132921772,0.34042822563794173,0.0,1.7328263913464126,-0.048238151666452886,1,9.0,1,1,-1.0072987437897571,-1.0072987437897574
2016-04-27,air_96743eee94114261,0,0,0,0,0,0,1,0.03579314527180783,0.01020111097774787,0.0,1.494094909526358,0.008796937478250725,1,29.0,1,1,-0.9880472993094768,-0.988047299309477
2016-04-28,air_96743eee94114261,0,0,0,0,1,0,0,0.058159912131860544,-0.13893371499782367,0.0,-1.0364587977662199,0.29397238320176877,1,11.0,1,1,-0.7485293277236519,-0.7485293277236521
2016-04-29,air_96743eee94114261,1,0,0,0,0,0,0,-0.21024129018877297,-0.35198346639149725,1.0,-0.20089861139602896,-0.08245920515327493,1,27.0,1,1,-0.5772664774770025,-0.5772664774770028
2016-04-30,air_96743eee94114261,0,0,1,0,0,0,0,-0.16550775646866736,-0.09632376471908892,0.0,-0.009913425939985383,-0.18512236561374149,1,13.0,1,1,-0.6210197603867305,-0.6210197603867307
2016-05-01,air_96743eee94114261,0,0,0,1,0,0,0,0.08052667899191325,-0.011103864161619414,0.0,-1.0364587977662199,0.20271624057024312,1,13.0,1,1,-0.8987906021736318,-0.8987906021736319
2016-05-02,air_96743eee94114261,0,1,0,0,0,0,0,0.48312848247286366,0.6386978775890848,0.0,-0.7499810195821542,0.3510074723464724,1,25.0,1,1,-1.0370509761683722,-1.0370509761683722
2016-05-03,air_96743eee94114261,0,0,0,0,0,1,0,1.0199308871141306,1.3204570820488406,1.0,0.8495199086122109,0.5449267754384648,1,35.0,1,1,-0.7540297404323034,-0.7540297404323035
2016-05-04,air_96743eee94114261,0,0,0,0,0,0,1,0.5390453996229956,0.5854354397406664,1.0,0.03783287042402556,0.328193436688591,1,26.0,1,1,-0.8102839613162393,-0.8102839613162395
2016-05-06,air_96743eee94114261,1,0,0,0,0,0,0,0.6061457002031537,0.7878327035646565,0.0,0.10945231497004188,0.06583202662295434,1,15.0,1,1,-1.1540597556069587,-1.154059755606959
2016-05-07,air_96743eee94114261,0,0,1,0,0,0,0,0.3377444978825204,0.24455583751078874,0.0,-0.4396300932160835,0.4764846684648205,1,13.0,1,1,-0.7300279395218241,-0.7300279395218242
2016-05-09,air_96743eee94114261,0,1,0,0,0,0,0,0.41602818189270513,0.45760558890446235,0.0,1.9238115768024564,0.08864606228083591,1,4.0,1,1,-1.494085268505416,-1.494085268505416
2016-05-10,air_96743eee94114261,0,0,0,0,0,1,0,0.6173290836331803,0.702612803007187,0.0,-0.7261078714001489,0.6932180072146941,1,4.0,1,1,-1.3325731498786488,-1.3325731498786488
2016-05-11,air_96743eee94114261,0,0,0,0,0,0,1,0.37129464817259966,0.38303817591667666,0.0,-1.0364587977662199,0.3966355436622353,1,9.0,1,1,-1.1435589677086242,-1.1435589677086242
2016-05-12,air_96743eee94114261,0,0,0,0,1,0,0,0.2147272801522301,0.16998842452300306,0.0,0.9450125013402328,0.328193436688591,1,17.0,1,1,-1.0237999819157118,-1.0237999819157118
2016-05-13,air_96743eee94114261,1,0,0,0,0,0,0,0.6732460007833123,0.9050100668311768,0.0,1.6612069468003965,0.46507765063587964,1,10.0,1,1,-0.6687733434482049,-0.6687733434482052
2016-05-14,air_96743eee94114261,0,0,1,0,0,0,0,0.2706441973023621,0.08476852396553355,0.0,0.6107884267921565,0.43085659714905755,1,26.0,1,1,-0.5090113561378269,-0.5090113561378271
2016-05-16,air_96743eee94114261,0,1,0,0,0,0,0,0.9751973533940249,1.299152106909473,0.0,1.7805726877104238,0.5221127397805833,1,9.0,1,1,-1.433330709950765,-1.4333307099507653
2016-05-18,air_96743eee94114261,0,0,0,0,0,0,1,0.36011126474257316,0.5002155391831969,0.0,2.186416206804516,0.08864606228083591,1,11.0,1,1,-1.060302720800399,-1.060302720800399
2016-05-19,air_96743eee94114261,0,0,0,0,1,0,0,0.6285124670632068,0.7345702657162382,0.0,1.899938428620451,0.2711583475438874,1,27.0,1,1,-1.0518020829779375,-1.0518020829779378
2016-05-20,air_96743eee94114261,1,0,0,0,0,0,0,0.7962632185136028,0.968924992249279,0.0,0.53916898224614,0.8072881855041013,1,18.0,1,1,-0.6682733059292366,-0.6682733059292368
2016-05-21,air_96743eee94114261,0,0,1,0,0,0,0,0.583778933343101,0.574782952170983,0.0,2.019304169530478,0.5563337932674055,1,18.0,1,1,-0.394752783053566,-0.3947527830535662
2016-05-23,air_96743eee94114261,0,1,0,0,0,0,0,0.6508792339232595,0.968924992249279,0.0,1.8283189840744345,0.4878916862937612,1,5.0,1,1,-1.3253226058536083,-1.3253226058536083
2016-05-24,air_96743eee94114261,0,0,0,0,0,1,0,1.1653148717044735,1.331109569618524,0.0,1.32698287225232,0.5449267754384648,1,6.0,1,1,-1.2148143141616097,-1.2148143141616097
2016-05-25,air_96743eee94114261,0,0,0,0,0,0,1,0.9751973533940249,0.9156625544008606,0.0,-1.0364587977662199,1.149498720372323,1,9.0,1,1,-1.0112990439415037,-1.0112990439415037
2016-05-26,air_96743eee94114261,0,0,0,0,1,0,0,0.9863807368240514,1.0221874300976974,0.0,-0.7738541677641597,1.0924636312276192,1,14.0,1,1,-0.9755463613352688,-0.975546361335269
2016-05-27,air_96743eee94114261,1,0,0,0,0,0,0,0.6061457002031537,0.5854354397406664,0.0,0.7062810195201782,0.704625025043635,1,29.0,1,1,-0.684524525295707,-0.6845245252957072
2016-05-28,air_96743eee94114261,0,0,1,0,0,0,0,0.695612767643365,0.7132652905768705,0.0,0.8733930567942163,0.7616601141883386,1,18.0,1,1,-0.4910100054549674,-0.49101000545496765
2016-05-30,air_96743eee94114261,0,1,0,0,0,0,0,0.9975641202540776,1.0328399176673808,0.0,0.7062810195201782,0.8871373103066863,1,9.0,1,1,-1.312321630360432,-1.312321630360432
2016-05-31,air_96743eee94114261,0,0,0,0,0,1,0,0.8186299853736555,0.8197901662737073,0.0,0.49142268588212923,0.8072881855041013,1,24.0,1,1,-1.0865546905462358,-1.0865546905462358
2016-06-01,air_96743eee94114261,0,0,0,0,0,0,1,0.41602818189270513,0.3297757380682583,0.0,0.921139353158227,0.5791478289252868,1,10.0,1,1,-1.107556266342905,-1.1075562663429053
2016-06-02,air_96743eee94114261,0,0,0,0,1,0,0,0.22591066358225648,0.1806409120926865,0.0,0.03783287042402556,0.38522852583329464,1,9.0,1,1,-1.0473017453072226,-1.0473017453072229
2016-06-03,air_96743eee94114261,1,0,0,0,0,0,0,0.4719450990428371,0.6280453900194013,0.0,1.756699539528418,0.2255302762281245,1,28.0,1,1,-0.7417788212175795,-0.7417788212175798
2016-06-04,air_96743eee94114261,0,0,1,0,0,0,0,0.9192804362438929,1.1180598182248505,0.0,1.2314902795242981,0.5563337932674055,1,9.0,1,1,-0.5692658771735094,-0.5692658771735096
2016-06-06,air_96743eee94114261,0,1,0,0,0,0,0,0.5725955499130749,0.4256481261954112,0.0,1.9715578731664671,0.6475899358989313,1,6.0,1,1,-1.3398236939036894,-1.3398236939036896
2016-06-07,air_96743eee94114261,0,0,0,0,0,1,0,0.9192804362438929,0.9582725046795951,0.0,-0.153152315032018,0.9327653816224494,1,12.0,1,1,-1.1960629072002977,-1.1960629072002977
2016-06-08,air_96743eee94114261,0,0,0,0,0,0,1,1.0982145711243154,1.0861023555157994,0.0,1.5179680577083634,1.0354285420829157,1,10.0,1,1,-1.0328006572571413,-1.0328006572571415
