visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Hyōgo-ken Kōbe-shi Kumoidōri,total_area_visitors,total_genre_visitors
2016-02-21,air_c225148c0fcc5c72,0,0,0,1,0,0,0,-0.9900728107769973,-0.9729235728658814,0.0,0.36570173243373805,-0.9080839040696714,1,41.0,1,1,-1.1267247949153776,-1.1267247949153776
2016-02-22,air_c225148c0fcc5c72,0,1,0,0,0,0,0,-1.1692260276569197,-1.373021716596369,0.0,-1.0401620209707023,-1.1426154030270932,1,33.0,1,1,-1.348952613409522,-1.348952613409522
2016-02-25,air_c225148c0fcc5c72,0,0,0,0,1,0,0,-1.3842098879128268,-1.3024161618204007,0.0,1.0814141887123623,-1.341967177140902,1,12.0,1,1,-0.9858369191083716,-0.9858369191083716
2016-02-26,air_c225148c0fcc5c72,1,0,0,0,0,0,0,-1.2528308622008837,-1.1847402371937867,0.0,0.6213133239618182,-1.2833343024015464,1,16.0,1,1,-0.5773634374520878,-0.5773634374520878
2016-02-27,air_c225148c0fcc5c72,0,0,1,0,0,0,0,-0.9422986196090181,-0.7611069085379764,0.0,0.03340666344723403,-1.1191622531313512,1,43.0,1,1,-0.4098690383362048,-0.4098690383362048
2016-02-28,air_c225148c0fcc5c72,0,0,0,1,0,0,0,-0.667597020393137,-0.5845930215980554,0.0,1.030291870406746,-0.8611776042781871,1,47.0,1,1,-0.991158223770147,-0.991158223770147
2016-02-29,air_c225148c0fcc5c72,0,1,0,0,0,0,0,-0.8586937850650541,-0.7964096859259604,0.0,-0.9890397026650862,-1.353693752088773,1,11.0,1,1,-1.301314266913628,-1.301314266913628
2016-03-01,air_c225148c0fcc5c72,0,0,0,0,0,1,0,-1.5155889136247698,-1.5142328261483058,0.0,0.007845504294426113,-1.435779776723871,1,29.0,1,1,-1.1926076145373588,-1.1926076145373588
2016-03-02,air_c225148c0fcc5c72,0,0,0,0,0,0,1,-1.1453389320729301,-1.019993942716527,0.0,1.2092199844764024,-1.2598811525058042,1,25.0,1,1,-1.0631225344341573,-1.0631225344341573
2016-03-03,air_c225148c0fcc5c72,0,0,0,0,1,0,0,-0.7631454027290956,-0.6316633914487008,0.0,1.2859034619348262,-1.0136230786005114,1,18.0,1,1,-1.079846634799737,-1.079846634799737
2016-03-04,air_c225148c0fcc5c72,1,0,0,0,0,0,0,-0.512330899097204,-0.3492411723448274,0.0,0.26345709582250615,-0.7556384297473472,1,24.0,1,1,-0.7081154948557122,-0.7081154948557122
2016-03-05,air_c225148c0fcc5c72,0,0,1,0,0,0,0,-0.04653253520940578,-0.01974858339030814,0.0,0.6979968014202423,-0.19276283224953458,1,28.0,1,1,-0.48563428090148325,-0.48563428090148325
2016-03-06,air_c225148c0fcc5c72,0,0,0,1,0,0,0,0.12067713387852211,0.003786601535014575,0.0,-1.1168454984291263,0.05349524165575839,1,46.0,1,1,-1.1181093492725032,-1.1181093492725032
2016-03-07,air_c225148c0fcc5c72,0,1,0,0,0,0,0,0.19233842063049084,0.15676530354961285,0.0,-0.68230579283139,0.2528470157695669,1,24.0,1,1,-1.4054598010083752,-1.4054598010083752
2016-03-08,air_c225148c0fcc5c72,0,0,0,0,0,1,0,-0.1301373697533695,-0.06681895324095356,0.0,0.110090140905658,-0.08722365771869488,1,25.0,1,1,-1.0707243982366936,-1.0707243982366936
2016-03-09,air_c225148c0fcc5c72,0,0,0,0,0,0,1,-0.7750889505210904,-0.7022689462246694,0.0,-1.4491405674156301,-0.720458704903734,1,22.0,1,1,-1.1170957674321649,-1.1170957674321649
2016-03-10,air_c225148c0fcc5c72,0,0,0,0,1,0,0,-1.013959906360987,-1.1376698673431411,0.0,-1.1679678167347423,-0.8377244543824449,1,11.0,1,1,-0.996732923892007,-0.996732923892007
2016-03-11,air_c225148c0fcc5c72,1,0,0,0,0,0,0,-1.0497905497369715,-0.8787828331645904,0.0,-0.01771565485838203,-0.8846307541739292,1,19.0,1,1,-0.6584499846791417,-0.6584499846791417
2016-03-12,air_c225148c0fcc5c72,0,0,1,0,0,0,0,-1.073677645320961,-1.0905994974924955,0.0,1.4648315760044825,-1.072255953339867,1,29.0,1,1,-0.46865678507581887,-0.46865678507581887
2016-03-13,air_c225148c0fcc5c72,0,0,0,1,0,0,0,-0.8467502372730594,-0.8317124633139448,0.0,-0.42669420130331004,-0.8963573291218004,1,26.0,1,1,-1.0679370481757635,-1.0679370481757635
2016-03-14,air_c225148c0fcc5c72,0,1,0,0,0,0,0,-1.0617340975289664,-1.2788809768950777,0.0,-1.3980182491100142,-0.8259978794345738,1,30.0,1,1,-1.296753148632106,-1.296753148632106
2016-03-15,air_c225148c0fcc5c72,0,0,0,0,0,1,0,-0.9184115240250283,-0.7964096859259604,0.0,0.9791695521011303,-0.8729041792260582,1,34.0,1,1,-1.0220724699004613,-1.0220724699004613
2016-03-16,air_c225148c0fcc5c72,0,0,0,0,0,0,1,-0.8228631416890698,-0.6198957989860394,0.0,-0.22220492808084602,-1.0136230786005114,1,15.0,1,1,-0.932877267950702,-0.932877267950702
2016-03-18,air_c225148c0fcc5c72,1,0,0,0,0,0,0,-0.1301373697533695,-0.043283768315630855,0.0,-0.42669420130331004,-0.19276283224953458,1,35.0,1,1,-0.5104670359897685,-0.5104670359897685
2016-03-19,air_c225148c0fcc5c72,0,0,1,0,0,0,0,-0.24957284767331783,-0.3963115421954728,0.0,-1.2446512941931662,-0.31002858172824554,1,26.0,1,1,-0.492982749243935,-0.492982749243935
2016-03-20,air_c225148c0fcc5c72,0,0,0,1,0,0,0,-0.5839921858491732,-0.4316143195834571,1.0,0.7746802788786661,-0.4742006309984409,1,62.0,1,1,-0.7050747493346977,-0.7050747493346977
2016-03-21,air_c225148c0fcc5c72,0,1,0,0,0,0,0,-0.7512018549371007,-0.5963606140607167,1.0,1.5159538943100983,-0.6852789800601207,1,38.0,1,1,-1.1500371772431557,-1.1500371772431557
2016-03-22,air_c225148c0fcc5c72,0,0,0,0,0,1,0,-0.7273147593531111,-0.5728254291353938,0.0,1.3881480985460584,-0.9784433537568981,1,23.0,1,1,-1.0180181425391086,-1.0180181425391086
2016-03-23,air_c225148c0fcc5c72,0,0,0,0,0,0,1,-0.38095187338526093,-0.12565691555426056,0.0,1.0814141887123623,-0.5211069307899253,1,29.0,1,1,-0.9169133539653758,-0.9169133539653758
2016-03-24,air_c225148c0fcc5c72,0,0,0,0,1,0,0,-0.8228631416890698,-0.8317124633139448,0.0,-0.2733272463864621,-0.8142713044867027,1,13.0,1,1,-0.9764612870852435,-0.9764612870852435
2016-03-25,air_c225148c0fcc5c72,1,0,0,0,0,0,0,-1.0617340975289664,-1.0082263502538658,0.0,-0.3244495646920779,-0.9667167788090268,1,31.0,1,1,-0.37236651024369244,-0.37236651024369244
2016-03-26,air_c225148c0fcc5c72,0,0,1,0,0,0,0,-0.9542421674010129,-0.96115598040322,0.0,1.4392704168516746,-1.0605293783919956,1,27.0,1,1,-0.3781946058256369,-0.3781946058256369
2016-03-27,air_c225148c0fcc5c72,0,0,0,1,0,0,0,-0.7512018549371007,-0.6551985763740238,0.0,-0.3500107238448861,-0.8025447295388317,1,44.0,1,1,-0.9364248043918857,-0.9364248043918857
2016-03-28,air_c225148c0fcc5c72,0,1,0,0,0,0,0,-0.667597020393137,-0.6198957989860394,0.0,0.6724356422674344,-0.6266461053207653,1,22.0,1,1,-1.053746902411029,-1.053746902411029
2016-03-29,air_c225148c0fcc5c72,0,0,0,0,0,1,0,-0.4884438035132144,-0.4669170969714414,0.0,0.41682405073935413,-0.7087321299558628,1,13.0,1,1,-0.7788128282192998,-0.7788128282192998
2016-03-31,air_c225148c0fcc5c72,0,0,0,0,1,0,0,0.0012416559585738008,0.05085697138566042,0.0,0.46794636904497017,-0.12240338256230804,1,8.0,1,1,-0.8284783383958703,-0.8284783383958703
2016-04-01,air_c225148c0fcc5c72,1,0,0,0,0,0,0,-0.08236317858539015,-0.3374735798821658,0.0,-1.3724570899572062,0.17076099113446935,1,19.0,1,1,-0.6214542475067985,-0.6214542475067985
2016-04-02,air_c225148c0fcc5c72,0,0,1,0,0,0,0,0.15650777725450626,0.15676530354961285,0.0,1.004730711253938,0.1824875660823404,1,26.0,1,1,-0.6386851387925474,-0.6386851387925474
2016-04-03,air_c225148c0fcc5c72,0,0,0,1,0,0,0,0.2281690640064754,0.19206808093759714,0.0,-1.3724570899572062,0.3701127652482781,1,18.0,1,1,-1.1637205320877209,-1.1637205320877209
2016-04-04,air_c225148c0fcc5c72,0,1,0,0,0,0,0,0.013185203750568378,0.003786601535014575,0.0,-1.1935289758875502,0.041768666707887335,1,11.0,1,1,-1.2764815118253428,-1.2764815118253428
2016-04-05,air_c225148c0fcc5c72,0,0,0,0,0,1,0,-0.20179865650533846,-0.2551004326435361,0.0,-0.14552145062242205,-0.01686420803146814,1,18.0,1,1,-1.0717379800770317,-1.0717379800770317
2016-04-06,air_c225148c0fcc5c72,0,0,0,0,0,0,1,0.025128751542563377,0.03908937892299886,0.0,0.36570173243373805,-0.19276283224953458,1,17.0,1,1,-1.0045881831546277,-1.0045881831546277
2016-04-07,air_c225148c0fcc5c72,0,0,0,0,1,0,0,0.1326206816705167,0.06262456384832157,0.0,-1.4491405674156301,0.05349524165575839,1,2.0,1,1,-1.1206433038733485,-1.1206433038733485
2016-04-08,air_c225148c0fcc5c72,1,0,0,0,0,0,0,-0.07041963079339536,-0.2315652477182134,0.0,-0.6311834745257741,-0.01686420803146814,1,8.0,1,1,-0.5611461280066771,-0.5611461280066771
2016-04-09,air_c225148c0fcc5c72,0,0,1,0,0,0,0,0.06095939491854795,0.10969493369896742,0.0,0.5190686873505862,-0.07549708277082362,1,28.0,1,1,-0.46865678507581887,-0.46865678507581887
2016-04-10,air_c225148c0fcc5c72,0,0,0,1,0,0,0,0.14456422946251168,0.18030048847493557,0.0,-1.3213347716515902,0.17076099113446935,1,37.0,1,1,-1.0494391795895919,-1.0494391795895919
2016-04-11,air_c225148c0fcc5c72,0,1,0,0,0,0,0,-0.5839921858491732,-0.4316143195834571,0.0,0.8258025971842823,-0.6618258301643785,1,7.0,1,1,-1.2987803123127823,-1.2987803123127823
2016-04-12,air_c225148c0fcc5c72,0,0,0,0,0,1,0,-0.5003873513052093,-0.41984672712079557,0.0,1.2347811436292104,-0.7790915796430894,1,21.0,1,1,-1.1350868450981675,-1.1350868450981675
2016-04-13,air_c225148c0fcc5c72,0,0,0,0,0,0,1,0.025128751542563377,-0.06681895324095356,0.0,-1.4491405674156301,0.10040154144724281,1,8.0,1,1,-1.0469052249887465,-1.0469052249887465
2016-04-14,air_c225148c0fcc5c72,0,0,0,0,1,0,0,0.29983035075844455,0.6157014095934072,0.0,0.18677361836408218,0.29975331556105134,1,8.0,1,1,-1.0137104197176714,-1.0137104197176714
2016-04-15,air_c225148c0fcc5c72,1,0,0,0,0,0,0,-0.07041963079339536,0.01555419399767614,0.0,1.5926373717685225,-0.09895023266656593,1,7.0,1,1,-0.5890196286159769,-0.5890196286159769
2016-04-16,air_c225148c0fcc5c72,0,0,1,0,0,0,0,0.013185203750568378,0.14499771108695128,0.0,1.5159538943100983,-0.2983020067803745,1,30.0,1,1,-0.3728733011638615,-0.3728733011638615
2016-04-17,air_c225148c0fcc5c72,0,0,0,1,0,0,0,0.4909271154303616,0.6157014095934072,0.0,0.5446298465033942,0.522558239570602,1,29.0,1,1,-1.0861815213018506,-1.0861815213018506
2016-04-18,air_c225148c0fcc5c72,0,1,0,0,0,0,0,-0.0107018918334212,-0.18449487786756755,0.0,-1.3980182491100142,0.05349524165575839,1,7.0,1,1,-1.3884823051827107,-1.3884823051827107
2016-04-19,air_c225148c0fcc5c72,0,0,0,0,0,1,0,-0.07041963079339536,0.13323011862429013,0.0,1.4137092576988661,-0.2631222819367613,1,8.0,1,1,-1.0707243982366936,-1.0707243982366936
2016-04-20,air_c225148c0fcc5c72,0,0,0,0,0,0,1,-0.034588987417410774,0.09792734123630585,0.0,1.6181985309213305,-0.32175515667611676,1,13.0,1,1,-0.9366781998519702,-0.9366781998519702
2016-04-21,air_c225148c0fcc5c72,0,0,0,0,1,0,0,0.037072299334557954,-0.13742450801692213,0.0,-1.4491405674156301,0.13558126629085598,1,11.0,1,1,-1.0433576885475628,-1.0433576885475628
2016-04-22,air_c225148c0fcc5c72,1,0,0,0,0,0,0,0.38343518530240833,0.2862088206388884,0.0,1.2092199844764024,0.39356591514402023,1,20.0,1,1,-0.5429016548805901,-0.5429016548805901
2016-04-23,air_c225148c0fcc5c72,0,0,1,0,0,0,0,0.26399970738246,0.3215115980268723,0.0,-0.2733272463864621,0.3114798905089224,1,30.0,1,1,-0.4453444027480409,-0.4453444027480409
2016-04-24,air_c225148c0fcc5c72,0,0,0,1,0,0,0,0.20428196842248583,0.15676530354961285,0.0,-0.2733272463864621,0.27630016566530924,1,44.0,1,1,-1.0646429071946646,-1.0646429071946646
2016-04-25,air_c225148c0fcc5c72,0,1,0,0,0,0,0,0.31177389855043913,0.5097930774294548,0.0,0.18677361836408218,0.0769483915515005,1,20.0,1,1,-1.2511419658168883,-1.2511419658168883
2016-04-26,air_c225148c0fcc5c72,0,0,0,0,0,1,0,0.4909271154303616,0.5568634472801003,0.0,1.5415150534629063,0.4639253648312465,1,21.0,1,1,-0.9736739370243135,-0.9736739370243135
2016-04-27,air_c225148c0fcc5c72,0,0,0,0,0,0,1,0.32371744634243416,0.12146252616162857,0.0,-1.4491405674156301,0.4991050896748599,1,18.0,1,1,-0.9541624865978037,-0.9541624865978037
2016-04-28,air_c225148c0fcc5c72,0,0,0,0,1,0,0,0.04901584712655296,-0.043283768315630855,0.0,-1.4491405674156301,-0.005137633083597086,1,8.0,1,1,-0.7114096358368113,-0.7114096358368113
2016-04-29,air_c225148c0fcc5c72,1,0,0,0,0,0,0,-0.32123413442528675,-0.20803006279289069,1.0,0.110090140905658,-0.22794255709314795,1,56.0,1,1,-0.5378337456788992,-0.5378337456788992
2016-04-30,air_c225148c0fcc5c72,0,0,1,0,0,0,0,-0.1301373697533695,-0.0903541381662767,0.0,1.7971266449909862,-0.41556775625908543,1,27.0,1,1,-0.5821779511936942,-0.5821779511936942
2016-05-01,air_c225148c0fcc5c72,0,0,0,1,0,0,0,0.4073222808863979,0.6510041869813915,0.0,0.902486074642706,0.26457359071743797,1,51.0,1,1,-0.8637003073476217,-0.8637003073476217
2016-05-02,air_c225148c0fcc5c72,0,1,0,0,0,0,0,0.5267577588063462,0.9451939985479265,0.0,1.4648315760044825,0.3349330404046647,1,19.0,1,1,-1.0038279967743742,-1.0038279967743742
2016-05-03,air_c225148c0fcc5c72,0,0,0,0,0,1,0,0.5387013065983411,0.4038847452655024,1.0,-1.2957736124987822,0.4287456399876336,1,49.0,1,1,-0.7169843359586712,-0.7169843359586712
2016-05-04,air_c225148c0fcc5c72,0,0,0,0,0,0,1,0.45509647205437703,0.5803986322054234,1.0,1.7971266449909862,0.35838619030040686,1,77.0,1,1,-0.7739983144776934,-0.7739983144776934
2016-05-05,air_c225148c0fcc5c72,0,0,0,0,1,0,0,0.5745319499743253,0.5215606698921164,1.0,1.3881480985460584,0.5577379644142154,1,58.0,1,1,-0.9670856550621154,-0.9670856550621154
2016-05-06,air_c225148c0fcc5c72,1,0,0,0,0,0,0,0.2281690640064754,0.15676530354961285,0.0,-1.4491405674156301,0.3701127652482781,1,10.0,1,1,-1.1224170720939404,-1.1224170720939404
2016-05-07,air_c225148c0fcc5c72,0,0,1,0,0,0,0,0.3714916375104133,0.4980254849667933,0.0,-0.528938837914542,0.39356591514402023,1,22.0,1,1,-0.692658371790555,-0.692658371790555
2016-05-08,air_c225148c0fcc5c72,0,0,0,1,0,0,0,0.4073222808863979,0.4744903000414705,0.0,1.4648315760044825,0.1824875660823404,1,51.0,1,1,-1.0357558247450265,-1.0357558247450265
2016-05-09,air_c225148c0fcc5c72,0,1,0,0,0,0,0,0.14456422946251168,0.02732178646033729,0.0,-1.4491405674156301,0.22939386587382482,1,19.0,1,1,-1.4670348978089192,-1.4670348978089192
2016-05-10,air_c225148c0fcc5c72,0,0,0,0,0,1,0,0.33566099413442874,0.20383567340025827,0.0,-1.4491405674156301,0.39356591514402023,1,6.0,1,1,-1.3033414305943043,-1.3033414305943043
2016-05-11,air_c225148c0fcc5c72,0,0,0,0,0,0,1,0.4073222808863979,0.3097440055642111,0.0,-1.3724570899572062,0.3114798905089224,1,15.0,1,1,-1.1117744627703896,-1.1117744627703896
2016-05-12,air_c225148c0fcc5c72,0,0,0,0,1,0,0,0.32371744634243416,0.3450467829521954,0.0,1.9504935999078346,0.0769483915515005,1,20.0,1,1,-0.9903980373898933,-0.9903980373898933
2016-05-13,air_c225148c0fcc5c72,1,0,0,0,0,0,0,0.5625884021823307,0.8157504814586514,0.0,1.5415150534629063,0.4756519397791178,1,12.0,1,1,-0.630576484069842,-0.630576484069842
2016-05-14,air_c225148c0fcc5c72,0,0,1,0,0,0,0,0.6939674278942737,0.8392856663839741,0.0,1.5415150534629063,0.5342848145184733,1,35.0,1,1,-0.46865678507581887,-0.46865678507581887
