visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-01-18,air_2009041dbf9264de,0,1,0,0,0,0,0,-1.5501835700948412,-1.6771616912791538,0.0,-0.954505647067787,-1.3396199002816926,1,26.0,1,1,-1.5026380326148516,-1.5026380326148516
2016-01-19,air_2009041dbf9264de,0,0,0,0,0,1,0,-1.2570079925524076,-1.3726909285062272,0.0,0.9394740620745932,-1.2544186951756942,1,54.0,1,1,-1.2695185224704302,-1.2695185224704302
2016-01-20,air_2009041dbf9264de,0,0,0,0,0,0,1,-1.3844756349621614,-1.3092595195952008,0.0,0.9640712011543643,-1.4491643068465474,1,44.0,1,1,-1.1463232496551183,-1.1463232496551183
2016-01-21,air_2009041dbf9264de,0,0,0,0,1,0,0,-1.2187676998294814,-1.2585143924663797,0.0,0.5213226977184834,-1.2422470944462658,1,48.0,1,1,-1.0261327395913993,-1.0261327395913993
2016-01-22,air_2009041dbf9264de,1,0,0,0,0,0,0,-1.1677806428655801,-1.1570241382087376,0.0,0.6935026712768815,-0.9988150798576992,1,62.0,1,1,-0.7224013047845431,-0.7224013047845431
2016-01-23,air_2009041dbf9264de,0,0,1,0,0,0,0,-1.409969163444112,-1.6517891277147432,0.0,-1.249671316025041,-1.0475014827754126,1,44.0,1,1,-0.6502869987463117,-0.6502869987463117
2016-01-25,air_2009041dbf9264de,0,1,0,0,0,0,0,-1.5374368058538657,-1.3980634920706376,0.0,1.0624597574734491,-1.6804247207056857,1,33.0,1,1,-1.3609133894980499,-1.3609133894980499
2016-01-26,air_2009041dbf9264de,0,0,0,0,0,1,0,-1.4227159276850876,-1.2458281106841746,0.0,0.8164883666757373,-1.5221939112231175,1,68.0,1,1,-1.1908938971370808,-1.1908938971370808
2016-01-27,air_2009041dbf9264de,0,0,0,0,0,0,1,-1.1040468216607033,-0.7637494029603743,0.0,1.0132654793139069,-1.4978507097642606,1,48.0,1,1,-1.0416573471412964,-1.0416573471412964
2016-01-28,air_2009041dbf9264de,0,0,0,0,1,0,0,-0.9128453580460726,-0.6876317122671427,0.0,1.0132654793139069,-1.1083594864225543,1,52.0,1,1,-1.0471660788525503,-1.0471660788525503
2016-01-29,air_2009041dbf9264de,1,0,0,0,0,0,0,-1.2187676998294814,-1.4741811827638693,0.0,-1.2988655941845832,-1.0475014827754126,1,51.0,1,1,-0.9064430233196127,-0.9064430233196127
2016-01-30,air_2009041dbf9264de,0,0,1,0,0,0,0,-1.4864497488899644,-1.8293970726656168,0.0,-1.2988655941845832,-1.1813890907991242,1,41.0,1,1,-0.6097227015998066,-0.6097227015998066
2016-02-01,air_2009041dbf9264de,0,1,0,0,0,0,0,-1.3079950495163088,-1.6137302823681274,0.0,-1.2988655941845832,-1.0475014827754126,1,51.0,1,1,-1.4062352276679104,-1.4062352276679104
2016-02-02,air_2009041dbf9264de,0,0,0,0,0,1,0,-1.1422871143836293,-1.1062790110799166,0.0,0.7918912275959662,-1.0475014827754126,1,49.0,1,1,-1.2605042342156512,-1.2605042342156512
2016-02-03,air_2009041dbf9264de,0,0,0,0,0,0,1,-1.269754756793383,-1.2965732378129957,0.0,0.44753128047916974,-1.1813890907991242,1,32.0,1,1,-1.1868875468016233,-1.1868875468016233
2016-02-04,air_2009041dbf9264de,0,0,0,0,1,0,0,-1.2570079925524076,-1.2585143924663797,0.0,0.15236561152191586,-1.2300754937168374,1,35.0,1,1,-1.1498288061986435,-1.1498288061986435
2016-02-05,air_2009041dbf9264de,1,0,0,0,0,0,0,-0.9510856507689986,-0.7764356847425795,0.0,0.914876922994822,-1.2909334973639792,1,33.0,1,1,-0.7817453691285042,-0.7817453691285042
2016-02-06,air_2009041dbf9264de,0,0,1,0,0,0,0,-1.0530597646968014,-1.2077692653375587,0.0,-1.0528942033868716,-0.8284126696457026,1,55.0,1,1,-0.5621472913662512,-0.5621472913662512
2016-02-08,air_2009041dbf9264de,0,1,0,0,0,0,0,-1.3462353422392352,-1.2838869560307902,0.0,0.053977055202831095,-1.2057322922579807,1,36.0,1,1,-1.3556550546827622,-1.3556550546827622
2016-02-09,air_2009041dbf9264de,0,0,0,0,0,1,0,-1.065806528937777,-0.5988277397917059,0.0,0.8164883666757373,-1.2909334973639792,1,22.0,1,1,-1.1413153117357966,-1.1413153117357966
2016-02-10,air_2009041dbf9264de,0,0,0,0,0,0,1,-1.1422871143836293,-1.0935927292977112,0.0,1.1362511747127626,-1.1692174900696959,1,23.0,1,1,-0.8225600631709755,-0.8225600631709755
2016-02-11,air_2009041dbf9264de,0,0,0,0,1,0,0,-1.1422871143836293,-1.0047887568222744,1.0,1.1362511747127626,-1.1570458893402675,1,21.0,1,1,-0.8946743692092068,-0.8946743692092068
2016-02-12,air_2009041dbf9264de,1,0,0,0,0,0,0,-0.9893259434919247,-0.9540436296934532,0.0,-0.7085342562700753,-1.1813890907991242,1,26.0,1,1,-0.8393366552007029,-0.8393366552007029
2016-02-13,air_2009041dbf9264de,0,0,1,0,0,0,0,-0.12254597510559938,0.30189826674486836,0.0,-0.16739719651510954,-0.35372024119799766,1,52.0,1,1,-0.6525405708100065,-0.6525405708100065
2016-02-14,air_2009041dbf9264de,0,0,0,1,0,0,0,0.4510584157382924,0.4541336481313315,0.0,-0.2165914746746517,0.4739486084031286,1,5.0,1,1,-1.1803772275065054,-1.1803772275065054
2016-02-15,air_2009041dbf9264de,0,1,0,0,0,0,0,-0.8746050653231464,-0.49733748553406365,0.0,-1.2004770378654985,-0.9744718783988424,1,19.0,1,1,-1.3591606112262873,-1.3591606112262873
2016-02-16,air_2009041dbf9264de,0,0,0,0,0,1,0,-1.1932741713475308,-1.1950829835553534,0.0,1.0132654793139069,-1.2179038929874093,1,34.0,1,1,-1.20116016987169,-1.20116016987169
2016-02-17,air_2009041dbf9264de,0,0,0,0,0,0,1,-1.1167935859016784,-0.7637494029603743,0.0,0.7918912275959662,-1.2057322922579807,1,28.0,1,1,-1.0348966309502121,-1.0348966309502121
2016-02-18,air_2009041dbf9264de,0,0,0,0,1,0,0,-1.1167935859016784,-1.1062790110799166,0.0,0.37373986323985625,-1.2300754937168374,1,20.0,1,1,-1.0444117129969233,-1.0444117129969233
2016-02-19,air_2009041dbf9264de,1,0,0,0,0,0,0,-0.6706568374675406,-0.370474667712011,0.0,0.9886683402341357,-1.0718446842342693,1,24.0,1,1,-0.7304140054554576,-0.7304140054554576
2016-02-20,air_2009041dbf9264de,0,0,1,0,0,0,0,-0.8873518295641217,-1.0428476021688904,0.0,-1.1512827597059563,-0.5728090543277077,1,38.0,1,1,-0.7639671895149125,-0.7639671895149125
2016-02-21,air_2009041dbf9264de,0,0,0,1,0,0,0,-0.6961503659494912,-0.47196492196965323,0.0,-0.36417430915327886,-0.6093238565159926,1,7.0,1,1,-1.126792291769764,-1.126792291769764
2016-02-23,air_2009041dbf9264de,0,0,0,0,0,1,0,-1.0530597646968014,-1.1950829835553534,0.0,-1.2742684551048122,-0.7675546659985609,1,23.0,1,1,-1.1335530079608482,-1.1335530079608482
2016-02-24,air_2009041dbf9264de,0,0,0,0,0,0,1,-1.1677806428655801,-1.4868674645460747,0.0,-1.2742684551048122,-1.059673083504841,1,29.0,1,1,-1.0902343449587162,-1.0902343449587162
2016-02-25,air_2009041dbf9264de,0,0,0,0,1,0,0,-1.4227159276850876,-1.3980634920706376,0.0,-0.8069228125891599,-1.3152766988228357,1,17.0,1,1,-0.9875716176126229,-0.9875716176126229
2016-02-26,air_2009041dbf9264de,1,0,0,0,0,0,0,-1.1677806428655801,-1.0174750386044797,0.0,1.2838340091913896,-1.3517915010111208,1,26.0,1,1,-0.5839318213153003,-0.5839318213153003
2016-02-27,air_2009041dbf9264de,0,0,1,0,0,0,0,-0.9128453580460726,-0.8779259390002218,0.0,1.2838340091913896,-1.0353298820459842,1,26.0,1,1,-0.41841947308172067,-0.41841947308172067
2016-02-28,air_2009041dbf9264de,0,0,0,1,0,0,0,-0.7981244798772943,-0.56076889444509,0.0,1.1116540356329916,-0.9136138747517009,1,17.0,1,1,-0.9928299524279106,-0.9928299524279106
2016-03-01,air_2009041dbf9264de,0,0,0,0,0,1,0,-1.244261228311432,-1.1570241382087376,0.0,1.3822225655104745,-1.1083594864225543,1,24.0,1,1,-1.191895484720945,-1.191895484720945
2016-03-02,air_2009041dbf9264de,0,0,0,0,0,0,1,-1.1040468216607033,-0.890612220782427,0.0,0.8410855057555084,-1.2300754937168374,1,27.0,1,1,-1.0639426708822777,-1.0639426708822777
2016-03-03,air_2009041dbf9264de,0,0,0,0,1,0,0,-0.7343906586724174,-0.3831609494942164,0.0,1.3576254264307033,-1.0840162849636976,1,24.0,1,1,-1.080468866016039,-1.080468866016039
2016-03-04,air_2009041dbf9264de,1,0,0,0,0,0,0,-0.5814294877807128,-0.44659235840524253,0.0,1.0870568965532201,-0.6823534608925627,1,33.0,1,1,-0.713136619633798,-0.713136619633798
2016-03-05,air_2009041dbf9264de,0,0,1,0,0,0,0,-0.5431891950577867,-0.3958472312764214,0.0,-0.6593399781105328,-0.42674984557456774,1,46.0,1,1,-0.49328814497557893,-0.49328814497557893
2016-03-06,air_2009041dbf9264de,0,0,0,1,0,0,0,-0.22452008903340245,-0.26898441345436874,0.0,-0.536354282711677,-0.26851903609199945,1,11.0,1,1,-1.1182787973069173,-1.1182787973069173
2016-03-07,air_2009041dbf9264de,0,1,0,0,0,0,0,-0.10979921086462405,-0.49733748553406365,0.0,-1.2988655941845832,0.19400179162627715,1,14.0,1,1,-1.4022288773324532,-1.4022288773324532
2016-03-08,air_2009041dbf9264de,0,0,0,0,0,1,0,0.10689578123195743,0.17503544892281567,0.0,0.6935026712768815,0.18183019089684865,1,24.0,1,1,-1.07145457776126,-1.07145457776126
2016-03-09,air_2009041dbf9264de,0,0,0,0,0,0,1,-0.7981244798772943,-0.5734551762272952,0.0,-1.2988655941845832,-0.9014422740222726,1,31.0,1,1,-1.117277209723053,-1.117277209723053
2016-03-10,air_2009041dbf9264de,0,0,0,0,1,0,0,-1.129540350142654,-1.3853772102884325,0.0,-1.2988655941845832,-0.9257854754811293,1,23.0,1,1,-0.9983386841391644,-0.9983386841391644
2016-03-11,air_2009041dbf9264de,1,0,0,0,0,0,0,-1.3207418137572846,-1.689847973061359,0.0,-1.2988655941845832,-0.9988150798576992,1,41.0,1,1,-0.6640588280244462,-0.6640588280244462
2016-03-12,air_2009041dbf9264de,0,0,1,0,0,0,0,-1.1677806428655801,-1.3980634920706376,0.0,-0.954505647067787,-1.0109866805871275,1,27.0,1,1,-0.4765115529458515,-0.4765115529458515
2016-03-13,air_2009041dbf9264de,0,0,0,1,0,0,0,-1.0530597646968014,-1.2965732378129957,0.0,-1.2742684551048122,-0.8892706732928443,1,18.0,1,1,-1.0687002119056332,-1.0687002119056332
2016-03-14,air_2009041dbf9264de,0,1,0,0,0,0,0,-1.1805274071065552,-1.5883577188037168,0.0,-1.2988655941845832,-0.8892706732928443,1,12.0,1,1,-1.2948086089630044,-1.2948086089630044
2016-03-15,air_2009041dbf9264de,0,0,0,0,0,1,0,-0.8746050653231464,-0.6749454304849375,0.0,1.5052082609093302,-0.8770990725634159,1,29.0,1,1,-1.0233783737357725,-1.0233783737357725
2016-03-16,air_2009041dbf9264de,0,0,0,0,0,0,1,-0.7981244798772943,-0.7003179940493479,0.0,-0.7085342562700753,-1.0109866805871275,1,47.0,1,1,-0.935238666355712,-0.935238666355712
2016-03-17,air_2009041dbf9264de,0,0,0,0,1,0,0,-0.23726685327437777,0.12429032179399434,0.0,1.5052082609093302,-0.584980655057136,1,11.0,1,1,-0.8884144468100548,-0.8884144468100548
2016-03-18,air_2009041dbf9264de,1,0,0,0,0,0,0,-0.0205718611777963,0.251153139616047,0.0,0.5705169758780256,-0.4389214463039961,1,25.0,1,1,-0.5178270407802549,-0.5178270407802549
2016-03-19,air_2009041dbf9264de,0,0,1,0,0,0,0,-0.007825096936820972,-0.3451021041476005,0.0,-0.8315199516689311,0.29137459746170363,1,43.0,1,1,-0.5005496549585953,-0.5005496549585953
2016-03-20,air_2009041dbf9264de,0,0,0,1,0,0,0,-0.19902656055145157,-0.05331762315687925,1.0,-0.01981436203648237,-0.35372024119799766,1,20.0,1,1,-0.7101318568822051,-0.7101318568822051
2016-03-21,air_2009041dbf9264de,0,1,0,0,0,0,0,-0.6961503659494912,-0.7130042758315531,1.0,-0.1919943355948806,-0.5241226514099944,1,20.0,1,1,-1.1498288061986435,-1.1498288061986435
2016-03-22,air_2009041dbf9264de,0,0,0,0,0,1,0,-0.5049489023348606,-0.2436118498899583,0.0,0.8656826448352799,-0.7066966623514193,1,33.0,1,1,-1.0193720234003152,-1.0193720234003152
2016-03-23,air_2009041dbf9264de,0,0,0,0,0,0,1,-0.4412150811299837,-0.18018044097893193,0.0,0.15236561152191586,-0.4510930470334244,1,22.0,1,1,-0.9194636619098489,-0.9194636619098489
2016-03-24,air_2009041dbf9264de,0,0,0,0,1,0,0,-1.1040468216607033,-1.2585143924663797,0.0,-0.9299085079880157,-0.8649274718339877,1,36.0,1,1,-0.9783069324618779,-0.9783069324618779
2016-03-25,air_2009041dbf9264de,1,0,0,0,0,0,0,-0.8746050653231464,-0.6368865851383215,0.0,0.9640712011543643,-1.059673083504841,1,66.0,1,1,-0.3813607324787407,-0.3813607324787407
2016-03-26,air_2009041dbf9264de,0,0,1,0,0,0,0,-0.8873518295641217,-0.8779259390002218,0.0,0.22615702876122934,-0.7432114645397043,1,79.0,1,1,-0.3871198610859605,-0.3871198610859605
2016-03-28,air_2009041dbf9264de,0,1,0,0,0,0,0,-0.46670860961193433,-0.3324158223653951,0.0,-0.6101456999509905,-0.26851903609199945,1,45.0,1,1,-1.0546779857315327,-1.0546779857315327
2016-03-29,air_2009041dbf9264de,0,0,0,0,0,1,0,-0.2500136175153531,-0.10406275028570014,0.0,1.1116540356329916,-0.4632646477628527,1,29.0,1,1,-0.7829973536083347,-0.7829973536083347
2016-03-30,air_2009041dbf9264de,0,0,0,0,0,0,1,-0.007825096936820972,0.07354519466517344,0.0,-0.4133685873128211,-0.21983263317428609,1,35.0,1,1,-0.867381107548904,-0.867381107548904
2016-03-31,air_2009041dbf9264de,0,0,0,0,1,0,0,-0.007825096936820972,0.09891775822958389,0.0,0.9394740620745932,-0.28069063682142775,1,43.0,1,1,-0.8320751452176866,-0.8320751452176866
2016-04-01,air_2009041dbf9264de,1,0,0,0,0,0,0,-0.27550714599730375,-0.12943531385011103,0.0,-0.241188613754423,-0.3780634426568545,1,52.0,1,1,-0.6275008812133983,-0.6275008812133983
2016-04-02,air_2009041dbf9264de,0,0,1,0,0,0,0,-0.5686827235397375,-0.7764356847425795,0.0,-1.2988655941845832,-0.42674984557456774,1,68.0,1,1,-0.6445278701390919,-0.6445278701390919
2016-04-04,air_2009041dbf9264de,0,1,0,0,0,0,0,0.08140225275000655,0.31458454852707335,0.0,-1.126685620626185,-0.18331783098600124,1,17.0,1,1,-1.2747768572857179,-1.2747768572857179
2016-04-05,air_2009041dbf9264de,0,0,0,0,0,1,0,-0.5304424308168112,-0.8398670936536058,0.0,-1.2988655941845832,-0.25634743536257115,1,23.0,1,1,-1.0724561653451243,-1.0724561653451243
2016-04-06,air_2009041dbf9264de,0,0,0,0,0,0,1,-0.04606538965974718,0.09891775822958389,0.0,0.7426969494364241,-0.47543624849228106,1,48.0,1,1,-1.006100987914113,-1.006100987914113
2016-04-07,air_2009041dbf9264de,0,0,0,0,1,0,0,-0.14803950358755003,0.08623147644737889,0.0,-1.1758798987857275,0.07228578433199385,1,43.0,1,1,-1.1207827662665781,-1.1207827662665781
2016-04-08,air_2009041dbf9264de,1,0,0,0,0,0,0,0.14513607395488365,0.44144736634912607,0.0,-0.2165914746746517,0.03577098214370878,1,58.0,1,1,-0.567906419973471,-0.567906419973471
2016-04-09,air_2009041dbf9264de,0,0,1,0,0,0,0,0.27260371636463737,0.5175650570423579,0.0,0.5459198367982545,-0.03725862223286115,1,55.0,1,1,-0.4765115529458515,-0.4765115529458515
2016-04-11,air_2009041dbf9264de,0,1,0,0,0,0,0,-0.4284683168890084,-0.29435697701877916,0.0,0.22615702876122934,-0.4632646477628527,1,43.0,1,1,-1.296811784130733,-1.296811784130733
2016-04-12,air_2009041dbf9264de,0,0,0,0,0,1,0,-0.5686827235397375,-0.5480826126628848,0.0,1.5052082609093302,-0.7432114645397043,1,54.0,1,1,-1.1350553893366446,-1.1350553893366446
2016-04-13,air_2009041dbf9264de,0,0,0,0,0,0,1,-0.07155891814169783,-0.05331762315687925,0.0,-1.126685620626185,-0.07377342442114622,1,38.0,1,1,-1.0479172695404484,-1.0479172695404484
2016-04-14,air_2009041dbf9264de,0,0,0,0,1,0,0,0.004921667304154357,-0.23092556810775283,0.0,-1.2988655941845832,0.23051659381456202,1,46.0,1,1,-1.0151152761688917,-1.0151152761688917
2016-04-15,air_2009041dbf9264de,1,0,0,0,0,0,0,0.1706296024368343,0.251153139616047,0.0,1.6773882344677282,-0.025087021503432866,1,73.0,1,1,-0.59545007852974,-0.59545007852974
2016-04-16,air_2009041dbf9264de,0,0,1,0,0,0,0,0.10689578123195743,0.18772173070502068,0.0,-0.3395771700735077,-0.13463142806828787,1,52.0,1,1,-0.3818615262706728,-0.3818615262706728
2016-04-18,air_2009041dbf9264de,0,1,0,0,0,0,0,0.5020454727021937,0.9362123558551319,0.0,0.3983370023196276,0.31571779892056046,1,39.0,1,1,-1.3854522853027258,-1.3854522853027258
2016-04-19,air_2009041dbf9264de,0,0,0,0,0,1,0,0.15788283819585874,0.31458454852707335,0.0,1.5544025390688725,0.09662898579085043,1,56.0,1,1,-1.07145457776126,-1.07145457776126
2016-04-20,air_2009041dbf9264de,0,0,0,0,0,0,1,-0.007825096936820972,-0.015258777810263352,0.0,1.5052082609093302,-0.17114623025657275,1,56.0,1,1,-0.9389946197952032,-0.9389946197952032
2016-04-21,air_2009041dbf9264de,0,0,0,0,1,0,0,0.19612313091878494,0.09891775822958389,0.0,-1.2988655941845832,0.2548597952734188,1,30.0,1,1,-1.0444117129969233,-1.0444117129969233
2016-04-22,air_2009041dbf9264de,1,0,0,0,0,0,0,0.298097244846588,0.5429376206067683,0.0,0.7918912275959662,0.2426881945439903,1,53.0,1,1,-0.5498778434639132,-0.5498778434639132
2016-04-23,air_2009041dbf9264de,0,0,1,0,0,0,0,0.37457783029244,0.37801595743809974,0.0,-0.7823256735093886,0.340061000379417,1,64.0,1,1,-0.453475038516972,-0.453475038516972
2016-04-25,air_2009041dbf9264de,0,1,0,0,0,0,0,0.4000713587743911,0.46681992991353694,0.0,0.8410855057555084,0.2792029967322754,1,44.0,1,1,-1.2497371676891098,-1.2497371676891098
2016-04-26,air_2009041dbf9264de,0,0,0,0,0,1,0,0.54028576542512,0.7205455655576424,0.0,1.3822225655104745,0.3644042018382736,1,128.0,1,1,-0.975552566606251,-0.975552566606251
2016-04-27,air_2009041dbf9264de,0,0,0,0,0,0,1,0.4000713587743911,0.30189826674486836,0.0,-1.2250741769452698,0.4861202091325569,1,51.0,1,1,-0.9562720056168628,-0.9562720056168628
2016-04-28,air_2009041dbf9264de,0,0,0,0,1,0,0,-0.07155891814169783,-0.5100237673162689,0.0,-1.2988655941845832,0.2548597952734188,1,57.0,1,1,-0.7163917792813571,-0.7163917792813571
2016-04-29,air_2009041dbf9264de,1,0,0,0,0,0,0,0.10689578123195743,0.251153139616047,1.0,1.0132654793139069,0.023599381414280498,1,19.0,1,1,-0.5448699055445916,-0.5448699055445916
2016-04-30,air_2009041dbf9264de,0,0,1,0,0,0,0,0.13238930971390808,0.2892119849626629,0.0,1.4068197045902455,-0.0859450251505745,1,29.0,1,1,-0.5886893623386558,-0.5886893623386558
2016-05-02,air_2009041dbf9264de,0,1,0,0,0,0,0,0.31084400908756316,0.251153139616047,0.0,-0.4379657263925923,0.2426881945439903,1,12.0,1,1,-1.0053497972262146,-1.0053497972262146
2016-05-03,air_2009041dbf9264de,0,0,0,0,0,1,0,0.6932469363168243,0.669800438428821,1.0,0.17696275060168695,0.7173806229916954,1,37.0,1,1,-0.7219005109926109,-0.7219005109926109
2016-05-04,air_2009041dbf9264de,0,0,0,0,0,0,1,0.909941928413406,0.9615849194195423,1.0,0.9640712011543643,0.9121262346625484,1,26.0,1,1,-0.7782398125849791,-0.7782398125849791
2016-05-05,air_2009041dbf9264de,0,0,0,0,1,0,0,0.909941928413406,1.0123300465483631,1.0,1.726582512627271,0.7173806229916954,1,11.0,1,1,-0.9690422473111329,-0.9690422473111329
2016-05-06,air_2009041dbf9264de,1,0,0,0,0,0,0,0.4000713587743911,0.39070223922030517,0.0,-1.2742684551048122,0.4861202091325569,1,37.0,1,1,-1.1225355445383407,-1.1225355445383407
2016-05-07,air_2009041dbf9264de,0,0,1,0,0,0,0,0.7952210502446274,0.8854672287263105,0.0,1.5298053999891013,0.5104634105914136,1,30.0,1,1,-0.6978624089798672,-0.6978624089798672
2016-05-09,air_2009041dbf9264de,0,1,0,0,0,0,0,0.4510584157382924,0.30189826674486836,0.0,-1.2988655941845832,0.6078362164268402,1,39.0,1,1,-1.4630753230522109,-1.4630753230522109
2016-05-10,air_2009041dbf9264de,0,0,0,0,0,1,0,0.4383116514973169,0.4033885210025106,0.0,-1.2742684551048122,0.5956646156974121,1,39.0,1,1,-1.3013189282581226,-1.3013189282581226
2016-05-11,air_2009041dbf9264de,0,0,0,0,0,0,1,0.820714578726578,0.9742712012017477,0.0,-0.8807142298284734,0.5834930149679836,1,57.0,1,1,-1.1120188749077653,-1.1120188749077653
2016-05-12,air_2009041dbf9264de,0,0,0,0,1,0,0,0.8589548714495042,1.088447737241595,0.0,1.92335962526544,0.7660670259094086,1,49.0,1,1,-0.9920787617400124,-0.9920787617400124
2016-05-13,air_2009041dbf9264de,1,0,0,0,0,0,0,0.7952210502446274,0.8981535105085159,0.0,1.4314168436700165,0.6443510186151252,1,60.0,1,1,-0.6365151694681773,-0.6365151694681773
2016-05-14,air_2009041dbf9264de,0,0,1,0,0,0,0,0.6167663508709723,0.6824867202110264,0.0,0.890279783915051,0.38874740329713037,1,58.0,1,1,-0.4765115529458515,-0.4765115529458515
2016-05-16,air_2009041dbf9264de,0,1,0,0,0,0,0,0.5147922369431693,0.4921924934779474,0.0,-0.8561170907487022,0.3644042018382736,1,40.0,1,1,-1.4022288773324532,-1.4022288773324532
2016-05-17,air_2009041dbf9264de,0,0,0,0,0,1,0,0.4255648872563418,0.13697660357619978,0.0,-1.2988655941845832,0.44960540694427203,1,32.0,1,1,-1.2307070035956875,-1.2307070035956875
2016-05-18,air_2009041dbf9264de,0,0,0,0,0,0,1,0.6422598793529231,1.037702610112774,0.0,1.9971510425047534,0.23051659381456202,1,34.0,1,1,-1.0286367085510602,-1.0286367085510602
2016-05-19,air_2009041dbf9264de,0,0,0,0,1,0,0,0.5530325296660955,0.7205455655576424,0.0,1.5544025390688725,0.43743380621484373,1,44.0,1,1,-1.0201232140882135,-1.0201232140882135
2016-05-20,air_2009041dbf9264de,1,0,0,0,0,0,0,0.28535048060561247,0.17503544892281567,0.0,-0.8807142298284734,0.38874740329713037,1,54.0,1,1,-0.6360143756762451,-0.6360143756762451
2016-05-21,air_2009041dbf9264de,0,0,1,0,0,0,0,0.5275390011841449,0.8727809469441055,0.0,1.6773882344677282,0.19400179162627715,1,43.0,1,1,-0.36208017148935245,-0.36208017148935245
2016-05-23,air_2009041dbf9264de,0,1,0,0,0,0,0,1.0883966277870611,1.4563499089255476,0.0,1.7757767907868132,0.4739486084031286,1,37.0,1,1,-1.2940574182751061,-1.2940574182751061
2016-05-24,air_2009041dbf9264de,0,0,0,0,0,1,0,1.0756498635460856,1.2533694004102636,0.0,0.8410855057555084,0.8269250295565502,1,40.0,1,1,-1.1833819902580982,-1.1833819902580982
2016-05-25,air_2009041dbf9264de,0,0,0,0,0,0,1,0.9226886926543811,0.6444278748644106,0.0,-1.2988655941845832,1.1312150477922585,1,39.0,1,1,-0.9795589169417083,-0.9795589169417083
2016-05-26,air_2009041dbf9264de,0,0,0,0,1,0,0,1.0246628065821841,0.9869574829839527,0.0,-0.4133685873128211,1.106871846333402,1,64.0,1,1,-0.9437521608185587,-0.9437521608185587
2016-05-27,air_2009041dbf9264de,1,0,0,0,0,0,0,0.5657792939070706,0.37801595743809974,0.0,-1.2250741769452698,0.4861202091325569,1,55.0,1,1,-0.6522901739140404,-0.6522901739140404
