visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Adachi-ku Chūōhonchō,total_area_visitors,total_genre_visitors
2016-05-20,air_cadf9cfb510a1d78,1,0,0,0,0,0,0,-0.06291230836983626,-0.16778507456597128,0.0,-0.8380343322681926,0.04559120649928603,1,40.0,1,1,-0.9044569934980136,-0.9044569934980133
2016-05-21,air_cadf9cfb510a1d78,0,0,1,0,0,0,0,0.18701330022266607,0.5529722481723118,0.0,1.7492433278002577,-0.15473379175515253,1,86.0,1,1,-0.6139443779480355,-0.6139443779480354
2016-05-22,air_cadf9cfb510a1d78,0,0,0,1,0,0,0,0.6210946204096429,0.9461126060295572,0.0,1.9980200258837628,0.35859901627184615,1,89.0,1,1,-1.3890872708094484,-1.3890872708094482
2016-05-23,air_cadf9cfb510a1d78,0,1,0,0,0,0,0,0.7657883938053022,1.155787463553421,0.0,1.8487540070336597,0.13323339323560285,1,74.0,1,1,-1.6023245928264798,-1.6023245928264795
2016-05-24,air_cadf9cfb510a1d78,0,0,0,0,0,1,0,0.7526344144056967,0.9461126060295572,0.0,0.9034025543163411,0.4963224525717729,1,48.0,1,1,-1.4849511229242036,-1.4849511229242034
2016-05-25,air_cadf9cfb510a1d78,0,0,0,0,0,0,1,0.5947866616104323,0.31708803345796455,0.0,-1.2609547190101509,0.8093302623443333,1,52.0,1,1,-1.2687927417014593,-1.2687927417014593
2016-05-26,air_cadf9cfb510a1d78,0,0,0,0,1,0,0,0.7000184968072753,0.6709143555294852,0.0,-0.3653586059095334,0.7842896375625285,1,37.0,1,1,-1.2308189720271936,-1.2308189720271934
2016-05-27,air_cadf9cfb510a1d78,1,0,0,0,0,0,0,0.22647523842148182,0.04188978295789263,0.0,-1.1863217095850995,0.14575370562650522,1,43.0,1,1,-0.9217177978954071,-0.9217177978954069
2016-05-28,air_cadf9cfb510a1d78,0,0,1,0,0,0,0,0.2133212590218767,0.2646693190769987,0.0,-1.21119937939345,0.13323339323560285,1,59.0,1,1,-0.7161814501479821,-0.716181450147982
2016-05-29,air_cadf9cfb510a1d78,0,0,0,1,0,0,0,0.5290167646124054,0.7626471056961757,0.0,1.3263229410582995,0.2584365171446272,1,88.0,1,1,-1.247548674750821,-1.2475486747508209
2016-05-30,air_cadf9cfb510a1d78,0,1,0,0,0,0,0,-0.03660434957062561,-0.10226168158976372,0.0,-1.2609547190101509,0.17079433040831016,1,51.0,1,1,-1.588515949308565,-1.5885159493085648
2016-05-31,air_cadf9cfb510a1d78,0,0,0,0,0,1,0,0.3580150324175355,0.3695067478389304,0.0,-0.11658190782602869,0.2834771419264319,1,41.0,1,1,-1.3487235436032359,-1.3487235436032357
2016-06-01,air_cadf9cfb510a1d78,0,0,0,0,0,0,1,0.5027088058131948,0.5660769267675531,0.0,0.15707246006582679,0.4963224525717729,1,50.0,1,1,-1.3710298139014059,-1.3710298139014057
2016-06-02,air_cadf9cfb510a1d78,0,0,0,0,1,0,0,0.39747697061635173,0.5136582123865872,0.0,1.973142356075412,0.2834771419264319,1,59.0,1,1,-1.3070320622126081,-1.307032062212608
2016-06-03,air_cadf9cfb510a1d78,1,0,0,0,0,0,0,0.22647523842148182,0.2777739976722399,0.0,1.8985093466503604,0.020550581717481073,1,47.0,1,1,-0.982528939541609,-0.9825289395416089
2016-06-04,air_cadf9cfb510a1d78,0,0,1,0,0,0,0,0.5290167646124054,0.6709143555294852,0.0,0.7292588656578879,0.2834771419264319,1,81.0,1,1,-0.7992988620923542,-0.799298862092354
2016-06-05,air_cadf9cfb510a1d78,0,0,0,1,0,0,0,0.2133212590218767,0.17293656891030773,0.0,-0.5643799643763374,0.2959974543173341,1,83.0,1,1,-1.4196256170509909,-1.4196256170509907
2016-06-06,air_cadf9cfb510a1d78,0,1,0,0,0,0,0,0.3053991148191142,0.23845996188651528,0.0,-1.1365663699683985,0.2834771419264319,1,61.0,1,1,-1.6177265413656925,-1.6177265413656923
2016-06-07,air_cadf9cfb510a1d78,0,0,0,0,0,1,0,0.2527831972206929,-0.15468039597073002,0.0,-1.2609547190101509,0.5464037021353824,1,38.0,1,1,-1.4650348101579802,-1.46503481015798
2016-06-08,air_cadf9cfb510a1d78,0,0,0,0,0,0,1,0.5553247234116161,0.6840190341247269,0.0,0.15707246006582679,0.30851776670823666,1,59.0,1,1,-1.2916301136733954,-1.2916301136733952
2016-06-09,air_cadf9cfb510a1d78,0,0,0,0,1,0,0,0.46324686761437855,0.21225060469603235,0.0,-1.2609547190101509,0.6966474508262117,1,43.0,1,1,-1.344740281049991,-1.3447402810499909
2016-06-10,air_cadf9cfb510a1d78,1,0,0,0,0,0,0,0.7657883938053022,0.8805892130533496,0.0,1.2765676014415983,0.6716068260444065,1,40.0,1,1,-0.8826818248736094,-0.8826818248736091
2016-06-11,air_cadf9cfb510a1d78,0,0,1,0,0,0,0,0.7657883938053022,0.9199032488390742,0.0,1.4009559504833509,0.4838021401808703,1,71.0,1,1,-0.7135259417791523,-0.7135259417791522
2016-06-13,air_cadf9cfb510a1d78,0,1,0,0,0,0,0,0.2790911560199036,0.08120381874361725,0.0,-1.2609547190101509,0.5338833897444802,1,15.0,1,1,-1.6822553947282561,-1.682255394728256
2016-06-14,air_cadf9cfb510a1d78,0,0,0,0,0,1,0,0.5947866616104323,0.5398675695770702,0.0,0.032684111024074355,0.5464037021353824,1,36.0,1,1,-1.3866973132775016,-1.3866973132775013
2016-06-15,air_cadf9cfb510a1d78,0,0,0,0,0,0,1,0.4106309500159573,0.015680425767409696,0.0,-1.2609547190101509,0.6966474508262117,1,63.0,1,1,-1.323496214099353,-1.3234962140993527
2016-06-16,air_cadf9cfb510a1d78,0,0,0,0,1,0,0,0.5816326822108272,0.3039833548627228,0.0,-1.2609547190101509,0.7091677632171138,1,32.0,1,1,-1.3983815501003527,-1.3983815501003525
2016-06-17,air_cadf9cfb510a1d78,1,0,0,0,0,0,0,0.8578662496025397,0.9330079274343155,0.0,0.7790142052745886,0.6716068260444065,1,73.0,1,1,-0.8075309380357265,-0.8075309380357264
2016-06-18,air_cadf9cfb510a1d78,0,0,1,0,0,0,0,1.186715734592674,1.430985714053493,0.0,2.0477753655004634,0.8844521366897479,1,94.0,1,1,-0.7108704334103225,-0.7108704334103224
2016-06-19,air_cadf9cfb510a1d78,0,0,0,1,0,0,0,0.8710202290021453,0.9461126060295572,0.0,-0.2160925870594305,0.9220130738624548,1,55.0,1,1,-1.368639856369459,-1.3686398563694588
2016-06-20,air_cadf9cfb510a1d78,0,1,0,0,0,0,0,0.8710202290021453,0.8805892130533496,0.0,0.2068277996825278,0.7968099499534307,1,49.0,1,1,-1.649858192628533,-1.6498581926285327
2016-06-21,air_cadf9cfb510a1d78,0,0,0,0,0,1,0,0.6605565586084592,0.4743441766008626,0.0,-0.6390129738013888,0.89697244908065,1,24.0,1,1,-1.4230777779304697,-1.4230777779304695
2016-06-22,air_cadf9cfb510a1d78,0,0,0,0,0,0,1,0.6605565586084592,0.23845996188651528,0.0,-1.2609547190101509,0.8844521366897479,1,55.0,1,1,-1.357221170383491,-1.3572211703834909
2016-06-23,air_cadf9cfb510a1d78,0,0,0,0,1,0,0,0.7000184968072753,0.6316003197437606,0.0,-0.4399916153345849,0.9220130738624548,1,33.0,1,1,-1.3527068061564804,-1.3527068061564802
2016-06-24,air_cadf9cfb510a1d78,1,0,0,0,0,0,0,0.6605565586084592,0.4219254622198967,0.0,-1.2609547190101509,0.8594115119079427,1,36.0,1,1,-0.8306338608445456,-0.8306338608445455
2016-06-25,air_cadf9cfb510a1d78,0,0,1,0,0,0,0,1.015714002397804,0.8674845344581079,0.0,-1.2609547190101509,0.9846146358169668,1,95.0,1,1,-0.6585569185443758,-0.6585569185443757
2016-06-26,air_cadf9cfb510a1d78,0,0,0,1,0,0,0,1.0288679817974096,1.0378453561962475,0.0,1.1770569222081968,0.9345333862533574,1,82.0,1,1,-1.2555151998573104,-1.2555151998573102
2016-06-27,air_cadf9cfb510a1d78,0,1,0,0,0,0,0,0.8841742084017503,0.8936938916485908,0.0,1.3263229410582995,0.8594115119079427,1,51.0,1,1,-1.5919681101880436,-1.5919681101880434
2016-06-28,air_cadf9cfb510a1d78,0,0,0,0,0,1,0,0.18701330022266607,0.09430849733885895,0.0,-1.2609547190101509,0.38363964105365134,1,16.0,1,1,-1.4374175231221504,-1.4374175231221502
2016-06-29,air_cadf9cfb510a1d78,0,0,0,0,0,0,1,0.5027088058131948,0.2777739976722399,0.0,-1.2609547190101509,0.6340458888716997,1,26.0,1,1,-1.249938632282768,-1.2499386322827677
2016-06-30,air_cadf9cfb510a1d78,0,0,0,0,1,0,0,0.7000184968072753,0.657809676934244,0.0,-1.1116887001600482,0.7592490127807238,1,35.0,1,1,-1.223914650268236,-1.2239146502682359
2016-07-01,air_cadf9cfb510a1d78,1,0,0,0,0,0,0,1.0420219611970152,1.1164734277676969,0.0,-0.16633724744272949,0.9971349482078694,1,33.0,1,1,1.496653673597874,1.496653673597874
2016-07-02,air_cadf9cfb510a1d78,0,0,1,0,0,0,0,1.2261776727914901,1.273729570910595,0.0,0.4556044977660326,1.172419321680503,1,56.0,1,1,1.607653923414959,1.6076539234149587
2016-07-03,air_cadf9cfb510a1d78,0,0,0,1,0,0,0,1.5155652195828082,1.745498000339289,0.0,0.6297481864244858,1.3226630703713325,1,86.0,1,1,0.2217441057226964,0.22174410572269643
2016-07-04,air_cadf9cfb510a1d78,0,1,0,0,0,0,0,1.3314095079883332,1.5358231428154245,0.0,0.5053598373827334,1.1974599464623081,1,39.0,1,1,-0.3167929914759831,-0.316792991475983
2016-07-05,air_cadf9cfb510a1d78,0,0,0,0,0,1,0,0.5290167646124054,0.4612394980056213,0.0,-1.2609547190101509,0.7717693251716259,1,32.0,1,1,0.14871762557987744,0.14871762557987747
2016-07-06,air_cadf9cfb510a1d78,0,0,0,0,0,0,1,0.713172476206881,0.6316003197437606,0.0,-0.24097025686778112,0.8093302623443333,1,32.0,1,1,0.4695030365345149,0.4695030365345149
2016-07-08,air_cadf9cfb510a1d78,1,0,0,0,0,0,0,1.002560022998199,1.0116359990057646,0.0,-0.7385236530347907,1.009655260598772,1,55.0,1,1,1.3527251200072998,1.3527251200072998
2016-07-09,air_cadf9cfb510a1d78,0,0,1,0,0,0,0,0.6210946204096429,0.3695067478389304,0.0,-1.2609547190101509,0.7842896375625285,1,38.0,1,1,1.5649002386767994,1.5649002386767992
2016-07-10,air_cadf9cfb510a1d78,0,0,0,1,0,0,0,1.0420219611970152,1.2082061779343873,0.0,1.6497326485668555,0.7717693251716259,1,87.0,1,1,0.33380655888731314,0.33380655888731314
2016-07-11,air_cadf9cfb510a1d78,0,1,0,0,0,0,0,1.3577174667875438,1.4965091070297005,0.0,1.8487540070336597,1.0346958853805768,1,38.0,1,1,-0.3521112527814192,-0.3521112527814191
2016-07-12,air_cadf9cfb510a1d78,0,0,0,0,0,1,0,1.2393316521910958,1.273729570910595,0.0,0.3063384789159296,1.3226630703713325,1,42.0,1,1,0.15933965905519656,0.1593396590551966
2016-07-13,air_cadf9cfb510a1d78,0,0,0,0,0,0,1,0.9762520641989884,0.7233330699104515,0.0,-1.2609547190101509,1.1849396340714056,1,31.0,1,1,0.2105909705736113,0.21059097057361137
2016-07-14,air_cadf9cfb510a1d78,0,0,0,0,1,0,0,1.081483899395831,1.4178810354582512,0.0,-0.290725596484482,0.9094927614715527,1,31.0,1,1,0.36354825261820667,0.3635482526182067
2016-07-15,air_cadf9cfb510a1d78,1,0,0,0,0,0,0,0.5947866616104323,0.251564640481757,0.0,-1.2609547190101509,0.8719318242988453,1,26.0,1,1,1.2024233463315344,1.2024233463315344
2016-07-16,air_cadf9cfb510a1d78,0,0,1,0,0,0,0,0.8447122702029346,0.7364377485056928,0.0,-0.8629120020765431,0.7592490127807238,1,48.0,1,1,1.5232087572861719,1.5232087572861717
2016-07-17,air_cadf9cfb510a1d78,0,0,0,1,0,0,0,1.081483899395831,0.8805892130533496,0.0,-1.2360770492018005,1.1974599464623081,1,67.0,1,1,0.867298190185216,0.867298190185216
2016-07-18,air_cadf9cfb510a1d78,0,1,0,0,0,0,0,1.4497953225847815,1.4965091070297005,1.0,0.6048705166161354,1.3727443199349418,1,81.0,1,1,-0.21402481760227057,-0.2140248176022705
2016-07-19,air_cadf9cfb510a1d78,0,0,0,0,0,1,0,1.2656396109903063,1.339252963886802,0.0,0.2814608091075792,1.2099802588532105,1,32.0,1,1,-0.08974702594103685,-0.08974702594103677
2016-07-20,air_cadf9cfb510a1d78,0,0,0,0,0,0,1,1.1340998169942527,1.024740677601006,0.0,-0.11658190782602869,1.1598990092896009,1,30.0,1,1,0.25122024861670694,0.251220248616707
2016-07-21,air_cadf9cfb510a1d78,0,0,0,0,1,0,0,0.542170744012011,0.2908786762674816,0.0,-1.2609547190101509,0.8594115119079427,1,14.0,1,1,0.40762969154078105,0.40762969154078105
2016-07-22,air_cadf9cfb510a1d78,1,0,0,0,0,0,0,0.4895548264135892,0.08120381874361725,0.0,-1.2609547190101509,0.7968099499534307,1,33.0,1,1,1.2475669886016405,1.2475669886016405
2016-07-23,air_cadf9cfb510a1d78,0,0,1,0,0,0,0,0.6210946204096429,0.657809676934244,0.0,-0.9126673416932441,0.7216880756080164,1,52.0,1,1,1.4714263440939912,1.471426344093991
2016-07-24,air_cadf9cfb510a1d78,0,0,0,1,0,0,0,0.8184043114037235,0.9067985702438325,0.0,0.5551151769994345,0.621525576480797,1,55.0,1,1,0.2060766063466007,0.20607660634660074
2016-07-25,air_cadf9cfb510a1d78,0,1,0,0,0,0,0,0.9236361466005666,0.7626471056961757,0.0,-1.061933360543347,0.8844521366897479,1,42.0,1,1,-0.24987418058147262,-0.2498741805814725
2016-07-26,air_cadf9cfb510a1d78,0,0,0,0,0,1,0,0.8052503320041184,0.6971237127199682,0.0,-1.2360770492018005,0.9220130738624548,1,19.0,1,1,0.26821550217721757,0.26821550217721757
2016-07-27,air_cadf9cfb510a1d78,0,0,0,0,0,0,1,0.8973281878013559,0.6840190341247269,0.0,-1.1863217095850995,1.047216197771479,1,36.0,1,1,0.41240960660467463,0.4124096066046747
2016-07-28,air_cadf9cfb510a1d78,0,0,0,0,1,0,0,1.1604077757934632,1.1819968207439044,0.0,0.032684111024074355,1.1598990092896009,1,42.0,1,1,0.5720056595713444,0.5720056595713444
2016-07-29,air_cadf9cfb510a1d78,1,0,0,0,0,0,0,1.252485631590701,1.3523576424820436,0.0,1.5999773089501548,1.109817759725991,1,43.0,1,1,1.42229943927064,1.42229943927064
2016-07-30,air_cadf9cfb510a1d78,0,0,1,0,0,0,0,1.252485631590701,1.4178810354582512,0.0,1.4258336202917017,1.009655260598772,1,69.0,1,1,1.5062135037256612,1.5062135037256612
2016-07-31,air_cadf9cfb510a1d78,0,0,0,1,0,0,0,1.291947569789517,1.1426827849581798,0.0,0.4556044977660326,1.297622445589527,1,106.0,1,1,0.23794270677255805,0.2379427067725581
2016-08-01,air_cadf9cfb510a1d78,0,1,0,0,0,0,0,1.2787935903899115,1.2344155351248702,0.0,-0.7882789926514917,1.3226630703713325,1,47.0,1,1,-0.2886446027663874,-0.2886446027663873
2016-08-02,air_cadf9cfb510a1d78,0,0,0,0,0,1,0,1.081483899395831,0.9592172846247984,0.0,-0.8380343322681926,1.0597365101623815,1,56.0,1,1,-0.03637130772755827,-0.03637130772755819
2016-08-03,air_cadf9cfb510a1d78,0,0,0,0,0,0,1,1.1998697139922796,1.2999389281010778,0.0,-0.24097025686778112,1.172419321680503,1,50.0,1,1,0.2836174507164303,0.2836174507164303
2016-08-04,air_cadf9cfb510a1d78,0,0,0,0,1,0,0,1.3708714461871494,1.430985714053493,0.0,0.8536472146996403,1.297622445589527,1,75.0,1,1,0.3741702860935258,0.3741702860935258
2016-08-05,air_cadf9cfb510a1d78,1,0,0,0,0,0,0,1.4497953225847815,1.4834044284344587,0.0,1.4258336202917017,1.3226630703713325,1,59.0,1,1,1.1254136036354707,1.1254136036354707
2016-08-06,air_cadf9cfb510a1d78,0,0,1,0,0,0,0,1.502411240183203,1.5882418571963914,0.0,0.9282802241246919,1.4729068190621613,1,63.0,1,1,0.952274457987769,0.952274457987769
2016-08-07,air_cadf9cfb510a1d78,0,0,0,1,0,0,0,1.4366413431851763,1.509613785624942,0.0,1.5253442995251032,1.3101427579804297,1,72.0,1,1,0.09693521238769671,0.09693521238769677
2016-08-08,air_cadf9cfb510a1d78,0,1,0,0,0,0,0,1.4234873637855707,1.4571950712439763,0.0,-0.11658190782602869,1.410305257107649,1,45.0,1,1,-0.2753670609222385,-0.2753670609222384
2016-08-09,air_cadf9cfb510a1d78,0,0,0,0,0,1,0,1.8707226633721532,2.0469056080298444,0.0,0.7541365354662383,1.4603865066712587,1,49.0,1,1,0.3194668136956323,0.31946681369563235
2016-08-10,air_cadf9cfb510a1d78,0,0,0,0,0,0,1,1.502411240183203,1.562032500005908,0.0,-0.041948898400977055,1.497947443843966,1,56.0,1,1,1.037250725790322,1.0372507257903218
2016-08-11,air_cadf9cfb510a1d78,0,0,0,0,1,0,0,1.2656396109903063,1.3130436066963196,1.0,-0.041948898400977055,1.3977849447167465,1,60.0,1,1,0.8152502261561523,0.8152502261561523
2016-08-12,air_cadf9cfb510a1d78,1,0,0,0,0,0,0,1.186715734592674,1.286834249505836,0.0,0.10731712044912577,1.2725818208077224,1,64.0,1,1,0.5058835011874829,0.5058835011874829
2016-08-13,air_cadf9cfb510a1d78,0,0,1,0,0,0,0,1.1604077757934632,1.273729570910595,1.0,0.5302375071910841,1.1598990092896009,1,69.0,1,1,0.6245847252741741,0.6245847252741741
