visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Shizuoka-ken Shizuoka-shi Ōtemachi,total_area_visitors,total_genre_visitors
2016-07-27,air_629d9935273c82ae,0,0,0,0,0,0,1,0.682176727677754,0.4058418868920607,0.0,-1.56244487624227,0.8461061830541411,1,11.0,1,1,-0.10906200282903576,-0.10906200282903603
2016-07-28,air_629d9935273c82ae,0,0,0,0,1,0,0,1.018862815266774,1.0216509484874114,0.0,-0.126900184957959,1.0864144156743902,1,13.0,1,1,0.11186280254630308,0.11186280254630286
2016-07-29,air_629d9935273c82ae,1,0,0,0,0,0,0,1.1030343371640294,1.0719210759645832,0.0,0.9693339429318787,1.0864144156743902,1,35.0,1,1,1.2889031133813031,1.2889031133813031
2016-07-30,air_629d9935273c82ae,0,0,1,0,0,0,0,1.1030343371640294,1.2101639265268045,0.0,1.8045599451336596,0.9225678934333112,1,43.0,1,1,1.405063243994626,1.405063243994626
2016-07-31,air_629d9935273c82ae,0,0,0,1,0,0,0,1.331499896599436,1.5746223507362977,0.0,1.595753444583214,1.0208758067779584,1,25.0,1,1,-0.3505721478067356,-0.35057214780673596
2016-08-01,air_629d9935273c82ae,0,1,0,0,0,0,0,1.3074508903430775,1.3232717133504404,0.0,-0.02249693468273629,1.3048764453291621,1,19.0,1,1,-1.0795137269403412,-1.0795137269403416
2016-08-02,air_629d9935273c82ae,0,0,0,0,0,1,0,1.1872058590612846,1.2604340540039765,0.0,-0.8577229368845173,1.2174916334672534,1,6.0,1,1,-0.7302981444002881,-0.7302981444002885
2016-08-03,air_629d9935273c82ae,0,0,0,0,0,0,1,1.1391078465485671,1.1473262671803401,0.0,-0.15300099752676455,1.1410299230880832,1,17.0,1,1,-0.2873457475994839,-0.2873457475994842
2016-08-04,air_629d9935273c82ae,0,0,0,0,1,0,0,1.2232793684458225,1.1975963946575119,0.0,1.3347453188951575,1.1628761260535603,1,18.0,1,1,-0.16199573323510696,-0.16199573323510724
2016-08-05,air_629d9935273c82ae,1,0,0,0,0,0,0,1.247328374702181,1.2352989902653908,0.0,1.2042412560511293,1.151953024570822,1,23.0,1,1,0.8779315120341669,0.8779315120341669
2016-08-06,air_629d9935273c82ae,0,0,1,0,0,0,0,1.3074508903430775,1.273001585873269,0.0,0.864930692656656,1.283030242363685,1,32.0,1,1,0.6382593438066778,0.6382593438066777
2016-08-07,air_629d9935273c82ae,0,0,0,1,0,0,0,1.451744927881229,1.5871898826055908,0.0,1.6479550697208256,1.2721071408809463,1,18.0,1,1,-0.5457652786791232,-0.5457652786791235
2016-08-08,air_629d9935273c82ae,0,1,0,0,0,0,0,1.487818437265767,1.8888106474686197,0.0,1.3608461314639635,1.1737992275362992,1,22.0,1,1,-1.0611339594382332,-1.0611339594382336
2016-08-09,air_629d9935273c82ae,0,0,0,0,0,1,0,1.620087971675739,1.8008379243835702,0.0,1.256442881188741,1.370415054225594,1,19.0,1,1,-0.23772037534379215,-0.23772037534379245
2016-08-10,air_629d9935273c82ae,0,0,0,0,0,0,1,1.4637694310094085,1.4238119683047838,0.0,1.1259388183447125,1.4031843586738095,1,36.0,1,1,0.7558898558201694,0.7558898558201693
2016-08-11,air_629d9935273c82ae,0,0,0,0,1,0,0,1.331499896599436,1.285569117742562,1.0,0.9432331303630727,1.315799546811901,1,32.0,1,1,0.4485801431849227,0.4485801431849225
2016-08-12,air_629d9935273c82ae,1,0,0,0,0,0,0,1.247328374702181,1.1850288627882188,0.0,-1.1970335002789907,1.370415054225594,1,41.0,1,1,0.020331560385804963,0.020331560385804723
2016-08-13,air_629d9935273c82ae,0,0,1,0,0,0,0,1.1992303621894636,1.0467860122259975,1.0,0.2124103784365147,1.283030242363685,1,64.0,1,1,0.184646681854651,0.18464668185465077
2016-08-14,air_629d9935273c82ae,0,0,0,1,0,0,0,0.92266679024134,0.5692198011928682,1.0,-1.56244487624227,1.0864144156743902,1,6.0,1,1,-0.8413119401130207,-0.8413119401130211
2016-08-15,air_629d9935273c82ae,0,1,0,0,0,0,0,0.9707648027540571,1.1347587353110475,1.0,-1.2753359379854077,1.064568212708913,1,16.0,1,1,-1.361826955772721,-1.3618269557727214
2016-08-16,air_629d9935273c82ae,0,0,0,0,0,1,0,1.403646915368512,1.6374600100827623,0.0,1.5174510068767975,1.1628761260535603,1,29.0,1,1,-1.245299229809356,-1.2452992298093564
2016-08-17,air_629d9935273c82ae,0,0,0,0,0,0,1,1.487818437265767,1.763135328775691,0.0,1.256442881188741,1.283030242363685,1,28.0,1,1,-0.7479427212023118,-0.7479427212023122
2016-08-18,air_629d9935273c82ae,0,0,0,0,1,0,0,1.3074508903430775,1.2478665221346834,0.0,-0.6750172489028776,1.3594919527428553,1,18.0,1,1,-0.47518697147102823,-0.47518697147102856
2016-08-19,air_629d9935273c82ae,1,0,0,0,0,0,0,1.415671418496691,1.5117846913898334,0.0,0.7083258172438222,1.283030242363685,1,33.0,1,1,0.8415395723799929,0.8415395723799929
2016-08-20,air_629d9935273c82ae,0,0,1,0,0,0,0,1.415671418496691,1.461514563912662,0.0,0.10800712816129197,1.3048764453291621,1,39.0,1,1,0.72537944176667,0.7253794417666699
2016-08-21,air_629d9935273c82ae,0,0,0,1,0,0,0,1.403646915368512,1.5243522232591264,0.0,1.2042412560511293,1.261184039398208,1,8.0,1,1,-0.7358120746509205,-0.7358120746509209
2016-08-22,air_629d9935273c82ae,0,1,0,0,0,0,0,1.127083343420388,1.1221912034417545,0.0,-1.4058400008294358,1.1737992275362992,1,11.0,1,1,-1.9102792180356254,-1.9102792180356258
2016-08-23,air_629d9935273c82ae,0,0,0,0,0,1,0,1.1511323496767465,1.1724613309189262,0.0,-0.5184123734900438,1.1410299230880832,1,20.0,1,1,-0.5391485623783643,-0.5391485623783646
2016-08-24,air_629d9935273c82ae,0,0,0,0,0,0,1,1.2713773809585396,1.2478665221346834,0.0,-0.5445131860588494,1.315799546811901,1,27.0,1,1,-0.35130733850681994,-0.3513073385068203
2016-08-25,air_629d9935273c82ae,0,0,0,0,1,0,0,1.2954263872148981,1.3358392452197334,0.0,1.4652493817391858,1.2721071408809463,1,23.0,1,1,-0.22338415669214787,-0.22338415669214814
2016-08-26,air_629d9935273c82ae,1,0,0,0,0,0,0,1.2713773809585396,1.285569117742562,0.0,1.62185425715202,1.1082606186398674,1,23.0,1,1,1.135983447763764,1.135983447763764
2016-08-27,air_629d9935273c82ae,0,0,1,0,0,0,0,1.0669608277794915,1.1598937990496332,0.0,-0.6750172489028776,1.0536451112261742,1,41.0,1,1,1.1981070619208893,1.1981070619208891
2016-08-28,air_629d9935273c82ae,0,0,0,1,0,0,0,0.9707648027540571,1.0719210759645832,0.0,-0.3096058729395984,1.031798908260697,1,27.0,1,1,-0.19250614728860632,-0.1925061472886066
2016-08-29,air_629d9935273c82ae,0,1,0,0,0,0,0,1.367573405983974,1.448947032043369,0.0,0.1863095658677089,1.1956454305017763,1,3.0,1,1,-1.3471231417710345,-1.347123141771035
2016-08-30,air_629d9935273c82ae,0,0,0,0,0,1,0,1.018862815266774,1.2101639265268045,0.0,-0.10079937238915321,1.042722009743436,1,13.0,1,1,-0.5652478322313578,-0.5652478322313581
2016-08-31,air_629d9935273c82ae,0,0,0,0,0,0,1,1.042911821523133,1.3107041814811482,0.0,0.9954347555006843,0.7696444726749709,1,24.0,1,1,-0.14141039363274593,-0.1414103936327462
2016-09-01,air_629d9935273c82ae,0,0,0,0,1,0,0,1.0549363246513122,1.0342184803567045,0.0,1.1520396309135181,0.9444140963987883,1,30.0,1,1,-0.5295910832772681,-0.5295910832772684
2016-09-02,air_629d9935273c82ae,1,0,0,0,0,0,0,1.2112548653176431,1.2981366496118552,0.0,1.099838005775907,0.9007216904678341,1,19.0,1,1,0.6581094927089546,0.6581094927089544
2016-09-03,air_629d9935273c82ae,0,0,1,0,0,0,0,1.3435243997276156,1.3986769045661978,0.0,0.5517209418309879,1.2939533438464235,1,33.0,1,1,1.2322934294748102,1.2322934294748102
2016-09-04,air_629d9935273c82ae,0,0,0,1,0,0,0,1.2353038715740015,1.2352989902653908,0.0,-0.23130343523318148,1.1628761260535603,1,27.0,1,1,-0.6696449116433315,-0.6696449116433318
2016-09-06,air_629d9935273c82ae,0,0,0,0,0,1,0,1.2112548653176431,1.1473262671803401,0.0,-0.126900184957959,1.206568531984515,1,13.0,1,1,-0.5652478322313578,-0.5652478322313581
2016-09-07,air_629d9935273c82ae,0,0,0,0,0,0,1,1.163156852804926,1.2227314583960975,0.0,0.16020875329890333,1.1082606186398674,1,26.0,1,1,-0.470040636570438,-0.4700406365704383
2016-09-08,air_629d9935273c82ae,0,0,0,0,1,0,0,1.042911821523133,0.9211106935330687,0.0,-1.5102432511046586,1.206568531984515,1,14.0,1,1,-0.32484047330378435,-0.3248404733037846
2016-09-09,air_629d9935273c82ae,1,0,0,0,0,0,0,1.1391078465485671,1.109623671572462,0.0,0.8910315052254616,1.097337517157129,1,25.0,1,1,0.9705655402447915,0.9705655402447915
2016-09-10,air_629d9935273c82ae,0,0,1,0,0,0,0,1.1030343371640294,1.1724613309189262,0.0,1.1781404434823237,0.988106502329743,1,44.0,1,1,1.4712304070022149,1.471230407002215
2016-09-11,air_629d9935273c82ae,0,0,0,1,0,0,0,0.9948138090104155,0.9588132891409471,0.0,-0.4140091232148211,1.1082606186398674,1,15.0,1,1,-0.23735277999374998,-0.2373527799937503
2016-09-12,air_629d9935273c82ae,0,1,0,0,0,0,0,1.0789853309076705,0.9336782254023613,0.0,-0.9099245620221285,1.0864144156743902,1,13.0,1,1,-1.2364769414083439,-1.2364769414083445
2016-09-13,air_629d9935273c82ae,0,0,0,0,0,1,0,0.9346912933695191,0.6823275880165038,0.0,-1.5363440636734642,0.9771834008470042,1,16.0,1,1,-0.7269897862499086,-0.726989786249909
2016-09-14,air_629d9935273c82ae,0,0,0,0,0,0,1,0.8144462620877261,0.4812470781078181,0.0,-1.5885456888110756,0.9990296038124813,1,30.0,1,1,-0.3384415012553443,-0.3384415012553446
2016-09-15,air_629d9935273c82ae,0,0,0,0,1,0,0,0.9346912933695191,0.782867842970847,0.0,-1.4058400008294358,1.097337517157129,1,20.0,1,1,-0.01900114206870628,-0.019001142068706525
2016-09-16,air_629d9935273c82ae,1,0,0,0,0,0,0,0.886593280856802,0.79543537484014,0.0,-1.170932687710185,1.00995270529522,1,24.0,1,1,0.9036631865371182,0.9036631865371181
2016-09-17,air_629d9935273c82ae,0,0,1,0,0,0,0,0.92266679024134,0.770300311101554,0.0,-1.4580416259670472,1.0536451112261742,1,26.0,1,1,1.3583786345392714,1.3583786345392714
2016-09-18,air_629d9935273c82ae,0,0,0,1,0,0,0,0.9827893058822365,0.6823275880165038,0.0,-1.5885456888110756,1.0864144156743902,1,25.0,1,1,0.1997180912063796,0.1997180912063794
2016-09-19,air_629d9935273c82ae,0,1,0,0,0,0,0,0.886593280856802,0.9588132891409471,1.0,-1.1187310625725737,0.988106502329743,1,29.0,1,1,-1.2394177042086811,-1.2394177042086818
2016-09-22,air_629d9935273c82ae,0,0,0,0,1,0,0,0.489784677626885,0.2801665681991319,1.0,-1.5885456888110756,0.6931827622958004,1,8.0,1,1,-0.25095380794530997,-0.25095380794531025
2016-09-23,air_629d9935273c82ae,1,0,0,0,0,0,0,0.6340787151650366,0.31786916380701064,0.0,-1.5885456888110756,0.8133368786059252,1,19.0,1,1,0.2225090029089936,0.2225090029089934
2016-09-24,air_629d9935273c82ae,0,0,1,0,0,0,0,0.525858187011423,0.25503150446054623,0.0,-1.5885456888110756,0.7477982697094935,1,43.0,1,1,1.1356158524137219,1.1356158524137219
2016-09-25,air_629d9935273c82ae,0,0,0,1,0,0,0,0.730274740190471,0.870840566055897,0.0,-0.7011180614716833,0.660413457847585,1,21.0,1,1,-0.3329275710047119,-0.3329275710047122
2016-09-26,air_629d9935273c82ae,0,1,0,0,0,0,0,0.898617783984981,1.0593535440952901,0.0,0.08190631559248641,0.824259980088664,1,11.0,1,1,-1.0118761825325835,-1.011876182532584
2016-09-27,air_629d9935273c82ae,0,0,0,0,0,1,0,1.0669608277794915,1.1598937990496332,0.0,1.099838005775907,0.9444140963987883,1,15.0,1,1,-0.39835954331221657,-0.3983595433122169
2016-09-28,air_629d9935273c82ae,0,0,0,0,0,0,1,1.1030343371640294,1.2227314583960975,0.0,-0.6489164363340719,1.1410299230880832,1,9.0,1,1,-0.28514017549923093,-0.28514017549923126
2016-09-29,air_629d9935273c82ae,0,0,0,0,1,0,0,1.2232793684458225,1.3609743089583195,0.0,-0.10079937238915321,1.151953024570822,1,29.0,1,1,-0.16567168673552857,-0.16567168673552884
2016-09-30,air_629d9935273c82ae,1,0,0,0,0,0,0,0.682176727677754,0.4435444824999394,0.0,-1.5363440636734642,0.7587213711922322,1,33.0,1,1,1.2028858014714374,1.2028858014714374
2016-10-01,air_629d9935273c82ae,0,0,1,0,0,0,0,0.45371116824234703,0.02881593081327436,0.0,-1.5885456888110756,0.7259520667440164,1,37.0,1,1,1.236336978325274,1.236336978325274
2016-10-02,air_629d9935273c82ae,0,0,0,1,0,0,0,0.610029708908678,0.30530163193771753,0.0,-1.5885456888110756,0.824259980088664,1,15.0,1,1,-0.3880668735110361,-0.38806687351103636
2016-10-03,air_629d9935273c82ae,0,1,0,0,0,0,0,0.646103218293216,0.5692198011928682,0.0,-1.5885456888110756,0.8133368786059252,1,9.0,1,1,-1.4518878165330504,-1.4518878165330509
2016-10-04,air_629d9935273c82ae,0,0,0,0,0,1,0,0.7783727527031881,0.8582730341866044,0.0,-0.23130343523318148,0.7914906756404481,1,15.0,1,1,-0.6236954928880614,-0.6236954928880617
2016-10-05,air_629d9935273c82ae,0,0,0,0,0,0,1,0.8384952683440846,0.8205704385787257,0.0,-1.1448318751413793,0.824259980088664,1,16.0,1,1,-0.7905837818072025,-0.7905837818072029
2016-10-06,air_629d9935273c82ae,0,0,0,0,1,0,0,0.9827893058822365,1.0342184803567045,0.0,0.9432331303630727,0.7914906756404481,1,22.0,1,1,-0.3270460454040373,-0.3270460454040376
2016-10-07,air_629d9935273c82ae,1,0,0,0,0,0,0,0.6340787151650366,0.4812470781078181,0.0,-0.3096058729395984,0.7259520667440164,1,20.0,1,1,0.8268357583783065,0.8268357583783064
2016-10-08,air_629d9935273c82ae,0,0,1,0,0,0,0,0.6581277214213951,0.7074626517550895,0.0,-1.170932687710185,0.5948748489511532,1,49.0,1,1,1.0738598336066387,1.0738598336066387
2016-10-09,air_629d9935273c82ae,0,0,0,1,0,0,0,0.8264707652159055,0.5189496737156963,0.0,-1.56244487624227,0.7805675741577093,1,17.0,1,1,0.3699147382759002,0.36991473827590005
2016-10-10,air_629d9935273c82ae,0,1,0,0,0,0,0,0.369539646345092,0.19219384511408186,1.0,-0.33570668550840416,0.5074900370892443,1,17.0,1,1,-0.7203730699491497,-0.7203730699491501
2016-10-11,air_629d9935273c82ae,0,0,0,0,0,1,0,0.2733436213196575,0.0790860582904457,0.0,-0.6750172489028776,0.44195142819281297,1,12.0,1,1,-1.104142615393166,-1.1041426153931664
2016-10-12,air_629d9935273c82ae,0,0,0,0,0,0,1,0.23727011193511954,0.2173289088526675,0.0,-0.02249693468273629,0.2125662970553022,1,29.0,1,1,-0.40865221311339706,-0.4086522131133974
2016-10-13,air_629d9935273c82ae,0,0,0,0,1,0,0,0.129049583781506,-0.14712951535682572,0.0,-1.4058400008294358,0.33272041336542696,1,20.0,1,1,-0.3752010362595604,-0.37520103625956075
2016-10-14,air_629d9935273c82ae,1,0,0,0,0,0,0,0.08095157126878896,-0.059156792271775685,0.0,-0.492311560921238,0.08148907926243908,1,24.0,1,1,0.9804906146959298,0.9804906146959298
2016-10-15,air_629d9935273c82ae,0,0,1,0,0,0,0,0.09297607439696802,0.30530163193771753,0.0,1.1781404434823237,-0.15881915335781024,1,26.0,1,1,1.4352060626980832,1.4352060626980832
2016-10-16,air_629d9935273c82ae,0,0,0,1,0,0,0,0.29739262757601603,0.456112014369232,0.0,0.3168136287117372,0.07056597777970032,1,46.0,1,1,-0.4196800736146619,-0.41968007361466225
2016-10-17,air_629d9935273c82ae,0,1,0,0,0,0,0,0.20119660255058197,-0.18483211096470445,0.0,-1.5885456888110756,0.44195142819281297,1,16.0,1,1,-1.3202886812179566,-1.3202886812179573
2016-10-18,air_629d9935273c82ae,0,0,0,0,0,1,0,0.537882690139602,0.5440847374542824,0.0,0.864930692656656,0.39825902226185833,1,16.0,1,1,-0.5365753949280692,-0.5365753949280695
2016-10-19,air_629d9935273c82ae,0,0,0,0,0,0,1,0.6220542120368575,0.6320574605393325,0.0,0.2646120035741258,0.6822596608130621,1,19.0,1,1,-0.4027706875127225,-0.4027706875127228
2016-10-20,air_629d9935273c82ae,0,0,0,0,1,0,0,0.5499071932677815,0.6069223968007469,0.0,0.9954347555006843,0.39825902226185833,1,8.0,1,1,-0.18735981238801608,-0.18735981238801636
2016-10-21,air_629d9935273c82ae,1,0,0,0,0,0,0,0.39358865260145054,0.25503150446054623,0.0,-0.8577229368845173,0.4528745296755513,1,24.0,1,1,1.0032815263985437,1.0032815263985437
2016-10-22,air_629d9935273c82ae,0,0,1,0,0,0,0,0.285368124447837,0.19219384511408186,0.0,-0.8055213117469059,0.29995110891721105,1,34.0,1,1,1.5381327607098882,1.5381327607098882
2016-10-23,air_629d9935273c82ae,0,0,0,1,0,0,0,0.285368124447837,0.20476137698337446,0.0,-0.7011180614716833,0.3217973118826882,1,17.0,1,1,-0.15942256578481184,-0.1594225657848121
2016-10-24,air_629d9935273c82ae,0,1,0,0,0,0,0,-0.06334246626936298,-0.3105074296576332,0.0,-1.1448318751413793,0.13610458667613207,1,22.0,1,1,-1.1578115364993216,-1.157811536499322
2016-10-25,air_629d9935273c82ae,0,0,0,0,0,1,0,-0.231685510063873,-0.448750280219855,0.0,-1.4319408133982416,-0.10420364594411724,1,13.0,1,1,-0.5005510506239373,-0.5005510506239377
2016-10-26,air_629d9935273c82ae,0,0,0,0,0,0,1,0.40561315572962997,0.7074626517550895,0.0,1.099838005775907,0.1579507896416092,1,16.0,1,1,-0.11788429123004762,-0.11788429123004789
2016-10-27,air_629d9935273c82ae,0,0,0,0,1,0,0,0.441686665114168,0.5566522693235751,0.0,0.1863095658677089,0.49656693560650594,1,16.0,1,1,-0.10465085862852982,-0.10465085862853009
2016-10-28,air_629d9935273c82ae,1,0,0,0,0,0,0,0.04487806188425098,-0.2853723659190476,0.0,-1.5885456888110756,0.3654897178136424,1,22.0,1,1,0.907706735387582,0.9077067353875818
2016-10-29,air_629d9935273c82ae,0,0,1,0,0,0,0,0.11702508065332654,-0.13456198348753312,0.0,-1.3797391882606302,0.09241218074517764,1,42.0,1,1,1.71531371943021,1.71531371943021
2016-10-30,air_629d9935273c82ae,0,0,0,1,0,0,0,-0.36395504447384525,-0.5869931307820764,0.0,-1.170932687710185,-0.14789605187507168,1,24.0,1,1,-0.07818399342549422,-0.07818399342549448
2016-10-31,air_629d9935273c82ae,0,1,0,0,0,0,0,-0.14751398816661798,-0.03402172853319002,0.0,0.39511606641815405,-0.3445118785643664,1,19.0,1,1,-0.9920260336303068,-0.9920260336303073
2016-11-01,air_629d9935273c82ae,0,0,0,0,0,1,0,-0.2076365038075145,-0.4110476846119763,0.0,-0.9099245620221285,0.005027368883268758,1,26.0,1,1,-0.7148591396985173,-0.7148591396985177
2016-11-02,air_629d9935273c82ae,0,0,0,0,0,0,1,-0.4240775601147418,-0.7629385769521769,0.0,-1.5885456888110756,-0.1151267474268558,1,29.0,1,1,0.41145301283066443,0.41145301283066427
2016-11-03,air_629d9935273c82ae,0,0,0,0,1,0,0,-0.3278815350893075,-0.1596970472261188,1.0,1.0215355680694898,-0.43189669042627526,1,19.0,1,1,-0.042159649121362434,-0.042159649121362684
2016-11-04,air_629d9935273c82ae,1,0,0,0,0,0,0,-0.315857031961128,-0.22253470657258317,0.0,0.7344266298126277,-0.35543498004710494,1,22.0,1,1,0.08355796059305667,0.08355796059305645
2016-11-05,air_629d9935273c82ae,0,0,1,0,0,0,0,-0.13548948503843852,-0.046589260402483075,0.0,0.9171323177942672,-0.23528086373698037,1,30.0,1,1,1.254716745827382,1.254716745827382
2016-11-06,air_629d9935273c82ae,0,0,0,1,0,0,0,-0.14751398816661798,0.06651852642115308,0.0,0.9432331303630727,-0.4428197919090138,1,12.0,1,1,-0.47224620867069095,-0.4722462086706913
2016-11-07,air_629d9935273c82ae,0,1,0,0,0,0,0,-0.388004050730204,-0.7252359813442982,0.0,0.44731769155576545,-0.21343466077150325,1,16.0,1,1,-1.2265518669572055,-1.226551866957206
2016-11-08,air_629d9935273c82ae,0,0,0,0,0,1,0,-0.388004050730204,-0.20996717470329013,0.0,-0.492311560921238,-0.573897009701877,1,27.0,1,1,-1.0504736942870103,-1.0504736942870108
2016-11-09,air_629d9935273c82ae,0,0,0,0,0,0,1,-0.43610206324292106,-0.4990204076970264,0.0,0.4995193166933768,-0.43189669042627526,1,28.0,1,1,-0.7512510793526913,-0.7512510793526916
2016-11-10,air_629d9935273c82ae,0,0,0,0,1,0,0,-0.712665635191045,-1.0896944055537916,0.0,-1.5885456888110756,-0.48651219783996824,1,11.0,1,1,-0.4943019296732206,-0.49430192967322095
2016-11-11,air_629d9935273c82ae,1,0,0,0,0,0,0,-0.36395504447384525,-0.4613178120891476,0.0,-0.6750172489028776,-0.32266567559888926,1,30.0,1,1,0.4257892314823087,0.4257892314823085
2016-11-12,air_629d9935273c82ae,0,0,1,0,0,0,0,-0.21966100693569376,-0.059156792271775685,0.0,0.9171323177942672,-0.3445118785643664,1,33.0,1,1,1.7759669521871666,1.7759669521871666
2016-11-13,air_629d9935273c82ae,0,0,0,1,0,0,0,-0.14751398816661798,0.19219384511408186,0.0,0.42121687898695986,-0.2789732696679348,1,15.0,1,1,-0.34027947800555514,-0.3402794780055554
2016-11-14,air_629d9935273c82ae,0,1,0,0,0,0,0,-0.25573451632023153,-0.6121281945206626,0.0,-1.5885456888110756,-0.005895732599469803,1,10.0,1,1,-1.3335221138194746,-1.333522113819475
