visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Creative cuisine,Fukuoka-ken Fukuoka-shi Daimyō,total_area_visitors,total_genre_visitors
2016-01-17,air_bdd32aa407c16335,0,0,0,1,0,0,0,-1.1752086186175084,-1.357810342998676,0.0,-1.2399629596009103,-1.0546497610007535,1,18.0,1,1,-1.225689287849955,-1.2256892878499548
2016-01-18,air_bdd32aa407c16335,0,1,0,0,0,0,0,-1.2235601998930523,-1.2651100940405218,0.0,-0.7003535049105813,-1.408850160514372,1,22.0,1,1,-1.521522960471842,-1.5215229604718419
2016-01-19,air_bdd32aa407c16335,0,0,0,0,0,1,0,-1.755427593924035,-2.0530622101848315,0.0,-1.2154352571149865,-1.4796902404170955,1,9.0,1,1,-1.2747298160175617,-1.2747298160175615
2016-01-20,air_bdd32aa407c16335,0,0,0,0,0,0,1,-1.7070760126484912,-1.7749614633103692,0.0,-0.7003535049105813,-1.5151102803684575,1,2.0,1,1,-1.1443085194853317,-1.1443085194853317
2016-01-21,air_bdd32aa407c16335,0,0,0,0,1,0,0,-1.694988117329605,-1.682261214352215,0.0,-1.2154352571149865,-1.5977570402549683,1,23.0,1,1,-1.0170682301855953,-1.0170682301855953
2016-01-22,air_bdd32aa407c16335,1,0,0,0,0,0,0,-1.3323512577630259,-1.45051059195683,0.0,-0.9946859347416699,-1.2671700007089246,1,18.0,1,1,-0.6955214157677199,-0.6955214157677198
2016-01-23,air_bdd32aa407c16335,0,0,1,0,0,0,0,-1.6103728500974033,-1.7749614633103692,0.0,-1.2399629596009103,-1.585950360271181,1,4.0,1,1,-0.6191772421878781,-0.619177242187878
2016-01-24,air_bdd32aa407c16335,0,0,0,1,0,0,0,-2.2752070926361316,-2.3543380192988317,0.0,-1.2399629596009103,-2.0700242396064596,1,14.0,1,1,-1.3457723108765811,-1.345772310876581
2016-01-25,air_bdd32aa407c16335,0,1,0,0,0,0,0,-1.8883944424317807,-2.07623727242437,0.0,-1.2154352571149865,-1.8456973199145013,1,21.0,1,1,-1.3714854526725695,-1.3714854526725693
2016-01-26,air_bdd32aa407c16335,0,0,0,0,0,1,0,-1.5015817922274295,-1.6127360276335996,0.0,-1.1909075546290622,-1.37343012056301,1,3.0,1,1,-1.1914934601006508,-1.1914934601006506
2016-01-27,air_bdd32aa407c16335,0,0,0,0,0,0,1,-1.2356480952119382,-1.2651100940405218,0.0,-1.1909075546290622,-1.1609098808548388,1,6.0,1,1,-1.0335034342201448,-1.0335034342201446
2016-01-28,air_bdd32aa407c16335,0,0,0,0,1,0,0,-1.0301538747908767,-1.044947002764906,0.0,-1.2399629596009103,-0.8303228413087952,1,17.0,1,1,-1.0393352808130494,-1.0393352808130492
2016-01-29,air_bdd32aa407c16335,1,0,0,0,0,0,0,-0.7037807011809556,-0.7436711936509053,0.0,-1.2399629596009103,-0.4170890418762403,1,13.0,1,1,-0.8903581087579413,-0.8903581087579411
2016-01-31,air_bdd32aa407c16335,0,0,0,1,0,0,0,-0.8850991309642451,-0.9638342849265212,0.0,0.08453297463898808,-0.7122560414709224,1,7.0,1,1,-1.1543817090548942,-1.1543817090548942
2016-02-01,air_bdd32aa407c16335,0,1,0,0,0,0,0,-1.1510328279797364,-1.3346352807591373,0.0,-1.2154352571149865,-0.9838096810980297,1,33.0,1,1,-1.419465645096012,-1.4194656450960117
2016-02-02,air_bdd32aa407c16335,0,0,0,0,0,1,0,-1.271911781168596,-1.276697625160291,0.0,-0.6267703974528093,-1.042843081016966,1,25.0,1,1,-1.2651867943200814,-1.2651867943200812
2016-02-03,air_bdd32aa407c16335,0,0,0,0,0,0,1,-1.2114723045741662,-1.2071724384416755,0.0,-0.5286595875091131,-1.1845232408224136,1,24.0,1,1,-1.187252117123993,-1.1872521171239927
2016-02-04,air_bdd32aa407c16335,0,0,0,0,1,0,0,-1.2598238858497102,-1.1724098450823677,0.0,0.3543377019841525,-1.3498167605954356,1,20.0,1,1,-1.1480196945899075,-1.1480196945899073
2016-02-05,air_bdd32aa407c16335,1,0,0,0,0,0,0,-1.2477359905308243,-1.1724098450823677,0.0,-0.3814933725935688,-1.1372965208872645,1,27.0,1,1,-0.7583463086094647,-0.7583463086094646
2016-02-07,air_bdd32aa407c16335,0,0,0,1,0,0,0,-1.4774060015896577,-1.4852731853161378,0.0,-1.043741339713518,-1.4206568404981592,1,9.0,1,1,-1.1620691432000867,-1.1620691432000865
2016-02-08,air_bdd32aa407c16335,0,1,0,0,0,0,0,-1.2477359905308243,-1.2882851562800604,0.0,-0.2588548601639486,-1.3970434805305847,1,22.0,1,1,-1.365918690015706,-1.3659186900157059
2016-02-09,air_bdd32aa407c16335,0,0,0,0,0,1,0,-0.8850991309642451,-0.952246753806752,0.0,1.1146964790477978,-0.9601963211304552,1,30.0,1,1,-1.1390068407645095,-1.1390068407645093
2016-02-10,air_bdd32aa407c16335,0,0,0,0,0,0,1,-1.1147691420230785,-0.8479589737288287,0.0,1.1637518840196461,-1.2317499607575628,1,23.0,1,1,-0.8015549901841669,-0.8015549901841668
2016-02-11,air_bdd32aa407c16335,0,0,0,0,1,0,0,-0.7763080730942713,-0.5003330401357508,1.0,0.8203640492167094,-1.11368316091969,1,2.0,1,1,-0.8778991637640088,-0.8778991637640086
2016-02-12,air_bdd32aa407c16335,1,0,0,0,0,0,0,-0.2323527837444027,-0.24540735550082718,0.0,-1.068269042199442,-0.39347568190866583,1,18.0,1,1,-0.8193156138989218,-0.8193156138989216
2016-02-13,air_bdd32aa407c16335,0,0,1,0,0,0,0,0.03358091327108875,-0.03683179534498046,0.0,-0.8965751247979737,0.05517815747525093,1,7.0,1,1,-0.6215629976122481,-0.621562997612248
2016-02-14,air_bdd32aa407c16335,0,0,0,1,0,0,0,-0.7763080730942713,-0.2685824177403656,0.0,-1.2154352571149865,-0.948389641146668,1,10.0,1,1,-1.1803599347869238,-1.1803599347869236
2016-02-15,air_bdd32aa407c16335,0,1,0,0,0,0,0,-1.5257575828652017,-1.7633739321906,0.0,-0.7248812073965054,-1.2317499607575628,1,10.0,1,1,-1.3696298651202818,-1.3696298651202816
2016-02-16,air_bdd32aa407c16335,0,0,0,0,0,1,0,-1.416966524995228,-1.543210840914984,0.0,-1.141852149657214,-1.2789766806927116,1,9.0,1,1,-1.2023619014783367,-1.2023619014783364
2016-02-17,air_bdd32aa407c16335,0,0,0,0,0,0,1,-1.356527048400798,-1.496860716435907,0.0,-0.8229920173402016,-1.3852368005467972,1,34.0,1,1,-1.0263461679470345,-1.0263461679470345
2016-02-18,air_bdd32aa407c16335,0,0,0,0,1,0,0,-1.2235601998930523,-0.952246753806752,0.0,-0.1362163477343284,-1.4206568404981592,1,33.0,1,1,-1.036419357516597,-1.0364193575165968
2016-02-19,air_bdd32aa407c16335,1,0,0,0,0,0,0,-0.7883959684131573,-0.8016088492497516,0.0,-0.6758258024246574,-0.9838096810980297,1,9.0,1,1,-0.7040041017210357,-0.7040041017210356
2016-02-20,air_bdd32aa407c16335,0,0,1,0,0,0,0,-0.945538607558675,-1.091297127243983,0.0,-1.2399629596009103,-0.7358694014384969,1,9.0,1,1,-0.7395253491505455,-0.7395253491505452
2016-02-21,air_bdd32aa407c16335,0,0,0,1,0,0,0,-1.2235601998930523,-1.3230477496393682,0.0,1.0901687765618737,-1.2081366007899883,1,9.0,1,1,-1.1236319724741246,-1.1236319724741246
2016-02-22,air_bdd32aa407c16335,0,1,0,0,0,0,0,-1.2598238858497102,-1.2535225629207527,0.0,-1.2399629596009103,-1.2671700007089246,1,14.0,1,1,-1.3561105843821848,-1.3561105843821846
2016-02-23,air_bdd32aa407c16335,0,0,0,0,0,1,0,-1.0301538747908767,-0.8479589737288287,0.0,0.035477569667139955,-0.9011629212115188,1,15.0,1,1,-1.130789238747235,-1.1307892387472347
2016-02-24,air_bdd32aa407c16335,0,0,0,0,0,0,1,-1.1389449326608505,-1.1839973762021372,0.0,-0.47960418253726494,-1.2553633207251373,1,19.0,1,1,-1.0849297178121216,-1.0849297178121213
2016-02-25,air_bdd32aa407c16335,0,0,0,0,1,0,0,-1.4653181062707719,-1.4620981230765993,0.0,-0.47960418253726494,-1.3970434805305847,1,17.0,1,1,-0.9762453040352633,-0.9762453040352632
2016-02-26,air_bdd32aa407c16335,1,0,0,0,0,0,0,-1.3323512577630259,-1.1492347828428293,0.0,0.7958363467307854,-1.538723640336032,1,9.0,1,1,-0.5489299991369819,-0.5489299991369818
2016-02-27,air_bdd32aa407c16335,0,0,1,0,0,0,0,-0.9576265028775609,-0.7089086002915974,0.0,-0.7003535049105813,-0.9720030011142426,1,4.0,1,1,-0.37370951741380326,-0.37370951741380315
2016-02-28,air_bdd32aa407c16335,0,0,0,1,0,0,0,-0.46202279480323616,-0.30334501109967343,0.0,1.18827958650557,-0.7240627214547096,1,9.0,1,1,-0.9818120666921268,-0.9818120666921266
2016-02-29,air_bdd32aa407c16335,0,1,0,0,0,0,0,-1.2598238858497102,-0.7436711936509053,0.0,-0.43054877756541693,-1.2907833606764991,1,19.0,1,1,-1.3062748044064547,-1.3062748044064545
2016-03-01,air_bdd32aa407c16335,0,0,0,0,0,1,0,-1.5499333735029734,-1.5895609653940612,0.0,-0.06263324027655631,-1.3143967206440736,1,13.0,1,1,-1.1925537958448151,-1.1925537958448151
2016-03-02,air_bdd32aa407c16335,0,0,0,0,0,0,1,-1.1631207232986225,-0.9058966293276749,0.0,1.1146964790477978,-1.361623440579223,1,20.0,1,1,-1.057095904527804,-1.057095904527804
2016-03-03,air_bdd32aa407c16335,0,0,0,0,1,0,0,-0.6916928058620696,-0.2569948866205966,0.0,1.3354458014211141,-1.0192297210493917,1,11.0,1,1,-1.0745914443065179,-1.0745914443065179
2016-03-04,air_bdd32aa407c16335,1,0,0,0,0,0,0,-0.17191330714997285,0.02110586025386582,0.0,-0.23432715767802464,-0.2517955221032183,1,14.0,1,1,-0.6857133101341986,-0.6857133101341985
2016-03-05,air_bdd32aa407c16335,0,0,1,0,0,0,0,0.11819618050329045,0.31079413824809726,0.0,1.2373349914774179,-0.275408882070793,1,21.0,1,1,-0.4529696142900974,-0.4529696142900973
2016-03-06,air_bdd32aa407c16335,0,0,0,1,0,0,0,0.04566880858997446,0.10221857809225053,0.0,-0.7739366123683535,0.06698483745903816,1,5.0,1,1,-1.1146191186487266,-1.1146191186487264
2016-03-07,air_bdd32aa407c16335,0,1,0,0,0,0,0,-0.2565285743821748,-0.3844577289380582,0.0,-1.1909075546290622,-0.02746860241125996,1,21.0,1,1,-1.415224302119354,-1.4152243021193538
2016-03-08,air_bdd32aa407c16335,0,0,0,0,0,1,0,-0.35323173693326243,-0.2106447621415193,0.0,-0.43054877756541693,-0.22818216213564385,1,12.0,1,1,-1.0650484226090378,-1.0650484226090375
2016-03-09,air_bdd32aa407c16335,0,0,0,0,0,0,1,-0.7883959684131573,-0.9754218160462904,0.0,-1.2399629596009103,-0.5469625216979004,1,18.0,1,1,-1.1135587829045621,-1.1135587829045621
2016-03-10,air_bdd32aa407c16335,0,0,0,0,1,0,0,-0.8609233403264732,-1.0217719405253676,0.0,-1.1663798521431383,-0.783096121373646,1,10.0,1,1,-0.9876439132850314,-0.9876439132850312
2016-03-11,air_bdd32aa407c16335,1,0,0,0,0,0,0,-1.2235601998930523,-1.357810342998676,0.0,-1.0927967446853661,-1.0192297210493917,1,22.0,1,1,-0.6337568586701395,-0.6337568586701394
2016-03-12,air_bdd32aa407c16335,0,0,1,0,0,0,0,-1.32026336244414,-1.2882851562800604,0.0,-0.9946859347416699,-1.2789766806927116,1,8.0,1,1,-0.4352089905753425,-0.4352089905753424
2016-03-13,air_bdd32aa407c16335,0,0,0,1,0,0,0,-1.1752086186175084,-1.1492347828428293,0.0,-1.2399629596009103,-1.1491032008710518,1,1.0,1,1,-1.0621324993125854,-1.0621324993125854
2016-03-14,air_bdd32aa407c16335,0,1,0,0,0,0,0,-0.9697143981964468,-0.9290716915672134,0.0,-0.8475197198261256,-0.8775495612439443,1,2.0,1,1,-1.3015032935577144,-1.3015032935577144
2016-03-15,air_bdd32aa407c16335,0,0,0,0,0,1,0,-0.8367475496887012,-0.7552587247706746,0.0,0.8939471566744812,-0.7122560414709224,1,18.0,1,1,-1.0141523068891432,-1.014152306889143
2016-03-16,air_bdd32aa407c16335,0,0,0,0,0,0,1,-0.6796049105431837,-0.3381076044589813,0.0,0.45244851192784874,-0.7949028013574333,1,22.0,1,1,-0.9208427614026697,-0.9208427614026696
2016-03-17,air_bdd32aa407c16335,0,0,0,0,1,0,0,-0.3894954228899204,-0.03683179534498046,0.0,1.2863903964492662,-0.7712894413898588,1,12.0,1,1,-0.8712720653629809,-0.8712720653629806
2016-03-18,air_bdd32aa407c16335,1,0,0,0,0,0,0,-0.14773751651220102,-0.3381076044589813,0.0,-1.141852149657214,-0.06288864236262189,1,14.0,1,1,-0.4789478400221269,-0.4789478400221268
2016-03-19,air_bdd32aa407c16335,0,0,1,0,0,0,0,-0.3048801556577185,-0.40763279117759704,0.0,-0.3324379676217207,-0.3462489619735167,1,4.0,1,1,-0.4606570484352898,-0.4606570484352897
2016-03-20,air_bdd32aa407c16335,0,0,0,1,0,0,0,-0.6312533292676398,-0.546683164614828,1.0,1.4090289088788865,-0.5469625216979004,1,18.0,1,1,-0.6825323029017052,-0.682532302901705
2016-03-21,air_bdd32aa407c16335,0,1,0,0,0,0,0,-0.7883959684131573,-0.6741460069322898,1.0,0.9430025616463296,-0.783096121373646,1,18.0,1,1,-1.1480196945899075,-1.1480196945899073
2016-03-22,air_bdd32aa407c16335,0,0,0,0,0,1,0,-0.6554291199054116,-0.30334501109967343,0.0,1.5316674213085066,-1.1372965208872645,1,21.0,1,1,-1.0099109639124852,-1.009910963912485
2016-03-23,air_bdd32aa407c16335,0,0,0,0,0,0,1,-0.522462271397666,-0.3844577289380582,0.0,0.010949867181215779,-0.5823825616492623,1,10.0,1,1,-0.9041424734320794,-0.9041424734320792
2016-03-24,air_bdd32aa407c16335,0,0,0,0,1,0,0,-0.7642201777753854,-0.8016088492497516,0.0,-0.06263324027655631,-0.6178026016006241,1,14.0,1,1,-0.966437198401742,-0.9664371984017418
2016-03-25,air_bdd32aa407c16335,1,0,0,0,0,0,0,-0.909274921602017,-0.82478391148929,0.0,1.2863903964492662,-0.9011629212115188,1,18.0,1,1,-0.3344770948797179,-0.3344770948797178
2016-03-26,air_bdd32aa407c16335,0,0,1,0,0,0,0,-0.8125717590509294,-0.5235081023752896,0.0,0.9920579666181775,-1.0546497610007535,1,19.0,1,1,-0.34057402540866355,-0.34057402540866344
2016-03-28,air_bdd32aa407c16335,0,1,0,0,0,0,0,-0.6554291199054116,-0.3612826666985197,0.0,1.4335566113648104,-0.9011629212115188,1,33.0,1,1,-1.0472877988942828,-1.0472877988942826
2016-03-29,air_bdd32aa407c16335,0,0,0,0,0,1,0,-0.36531963225214836,-0.30334501109967343,0.0,-0.4550764800513409,-0.6059959216168368,1,15.0,1,1,-0.7596717282896703,-0.7596717282896702
2016-03-30,air_bdd32aa407c16335,0,0,0,0,0,0,1,-0.0631222492799991,-0.07159438870428832,0.0,-1.068269042199442,-0.02746860241125996,1,22.0,1,1,-0.8490050147355269,-0.8490050147355268
2016-03-31,air_bdd32aa407c16335,0,0,0,0,1,0,0,-0.22026488842551678,-0.280169948860135,0.0,-1.019213637227594,-0.06288864236262189,1,14.0,1,1,-0.8116281797537294,-0.8116281797537293
2016-04-01,air_bdd32aa407c16335,1,0,0,0,0,0,0,-0.26861646970106073,-0.4655704467764433,0.0,-1.1909075546290622,-0.051081962378834646,1,30.0,1,1,-0.5950546040081364,-0.5950546040081363
2016-04-03,air_bdd32aa407c16335,0,0,0,1,0,0,0,0.16654776177883415,0.3223816693678663,0.0,-0.9946859347416699,0.303118437134784,1,11.0,1,1,-1.1623342271361279,-1.1623342271361277
2016-04-04,air_bdd32aa407c16335,0,1,0,0,0,0,0,-0.22026488842551678,-0.5119205712555202,0.0,-1.2399629596009103,0.00795143754010176,1,25.0,1,1,-1.2802965786744251,-1.280296578674425
2016-04-05,air_bdd32aa407c16335,0,0,0,0,0,1,0,-0.20817699310663085,-0.11794451318336559,0.0,0.8448917517026333,-0.22818216213564385,1,17.0,1,1,-1.0661087583532023,-1.066108758353202
2016-04-06,air_bdd32aa407c16335,0,0,0,0,0,0,1,-0.11147383055554301,-0.03683179534498046,0.0,-0.03810553779063213,-0.28721556205458026,1,11.0,1,1,-0.995861515302306,-0.9958615153023059
2016-04-07,air_bdd32aa407c16335,0,0,0,0,1,0,0,0.20281144773549215,0.36873179384694355,0.0,-1.2399629596009103,0.06698483745903816,1,15.0,1,1,-1.1172699580091379,-1.1172699580091376
2016-04-08,air_bdd32aa407c16335,1,0,0,0,0,0,0,-0.13564962119331508,-0.060006857584519305,0.0,0.08453297463898808,-0.06288864236262189,1,20.0,1,1,-0.5319646272303504,-0.5319646272303503
2016-04-10,air_bdd32aa407c16335,0,0,0,1,0,0,0,-0.0026827726855692432,0.17174376481086584,0.0,-0.11168864524840444,0.05517815747525093,1,20.0,1,1,-1.042781371981584,-1.0427813719815837
2016-04-11,air_bdd32aa407c16335,0,1,0,0,0,0,0,-0.31696805097660463,-0.3496951355787507,0.0,0.7467809417589371,-0.3462489619735167,1,22.0,1,1,-1.3036239650460435,-1.3036239650460433
2016-04-12,air_bdd32aa407c16335,0,0,0,0,0,1,0,-0.14773751651220102,0.1369811714515584,0.0,0.6241424293293169,-0.5115424817465386,1,12.0,1,1,-1.1323797423634816,-1.1323797423634814
2016-04-13,air_bdd32aa407c16335,0,0,0,0,0,0,1,0.02149301795220261,-0.04841932646474988,0.0,-0.7984643148542776,0.1614382773293365,1,12.0,1,1,-1.0401305326211727,-1.0401305326211725
2016-04-14,air_bdd32aa407c16335,0,0,0,0,1,0,0,0.08193249454663246,0.06745598473294269,0.0,0.575087024357469,0.24408503721584737,1,10.0,1,1,-1.0054045369997864,-1.0054045369997862
2016-04-15,air_bdd32aa407c16335,1,0,0,0,0,0,0,-0.0026827726855692432,0.0790435158527121,0.0,1.5561951237944307,0.00795143754010176,1,16.0,1,1,-0.5611238601948734,-0.5611238601948733
2016-04-16,air_bdd32aa407c16335,0,0,1,0,0,0,0,0.26325092432992203,0.5425447606434823,0.0,0.10906067712491203,0.00795143754010176,1,11.0,1,1,-0.3350072627518001,-0.3350072627518
2016-04-17,air_bdd32aa407c16335,0,0,0,1,0,0,0,0.08193249454663246,-0.013656733105442033,0.0,1.3599735039070382,0.00795143754010176,1,7.0,1,1,-1.0812185427075458,-1.0812185427075458
2016-04-18,air_bdd32aa407c16335,0,1,0,0,0,0,0,-0.19608909778774494,-0.3844577289380582,0.0,-1.1663798521431383,-0.16914876221670747,1,26.0,1,1,-1.397463678404599,-1.3974636784045988
2016-04-19,air_bdd32aa407c16335,0,0,0,0,0,1,0,-0.1840012024688588,0.0790435158527121,0.0,1.3599735039070382,-0.3462489619735167,1,14.0,1,1,-1.0650484226090378,-1.0650484226090375
2016-04-20,air_bdd32aa407c16335,0,0,0,0,0,0,1,-0.026858563323341095,0.2180938892899431,0.0,1.0901687765618737,-0.45250908182760224,1,13.0,1,1,-0.9248190204432866,-0.9248190204432865
2016-04-21,air_bdd32aa407c16335,0,0,0,0,1,0,0,0.11819618050329045,0.044280922493404255,0.0,-1.2399629596009103,0.11421155739418733,1,12.0,1,1,-1.036419357516597,-1.0364193575165968
2016-04-22,air_bdd32aa407c16335,1,0,0,0,0,0,0,0.226987238373264,0.20650635817017368,0.0,0.8448917517026333,0.3385384770861455,1,17.0,1,1,-0.51287858383539,-0.5128785838353899
2016-04-25,air_bdd32aa407c16335,0,1,0,0,0,0,0,0.14237197114106231,0.31079413824809726,0.0,-0.6512980999387333,-0.0983086823139838,1,7.0,1,1,-1.2537881850703134,-1.2537881850703132
2016-04-26,air_bdd32aa407c16335,0,0,0,0,0,1,0,0.4324814587943254,0.6236574784818671,0.0,0.45244851192784874,0.37395851703750743,1,21.0,1,1,-0.9635212751052897,-0.9635212751052895
2016-04-27,air_bdd32aa407c16335,0,0,0,0,0,0,1,0.20281144773549215,0.0095183291340964,0.0,-1.2154352571149865,0.43299191695644385,1,8.0,1,1,-0.9431098120301237,-0.9431098120301235
2016-04-28,air_bdd32aa407c16335,0,0,0,0,1,0,0,-0.22026488842551678,-0.3728701978182892,0.0,-1.2399629596009103,-0.02746860241125996,1,17.0,1,1,-0.6891594013027331,-0.689159401302733
2016-04-29,air_bdd32aa407c16335,1,0,0,0,0,0,0,-0.20817699310663085,-0.1874696999019809,1.0,1.7033613387099749,-0.22818216213564385,1,14.0,1,1,-0.5075769051145675,-0.5075769051145674
2016-04-30,air_bdd32aa407c16335,0,0,1,0,0,0,0,0.16654776177883415,0.41508191832602037,0.0,1.8014721486536711,-0.2399888421194311,1,4.0,1,1,-0.5539665939217632,-0.5539665939217631
2016-05-01,air_bdd32aa407c16335,0,0,0,1,0,0,0,0.40830566815655356,0.6352450096016361,0.0,1.654305933738127,0.1614382773293365,1,12.0,1,1,-0.8484748468634447,-0.8484748468634445
2016-05-02,air_bdd32aa407c16335,0,1,0,0,0,0,0,0.5654483073020713,0.7163577274400212,0.0,0.9675302641322535,0.35034515706993297,1,19.0,1,1,-0.9950662634941827,-0.9950662634941825
2016-05-03,air_bdd32aa407c16335,0,0,0,0,0,1,0,0.2148993430543783,0.10221857809225053,1.0,-1.043741339713518,0.2558917171996346,1,14.0,1,1,-0.6949912478956377,-0.6949912478956375
2016-05-04,air_bdd32aa407c16335,0,0,0,0,0,0,1,0.5533604119831851,0.7047701963202518,1.0,1.850527553625519,0.2676983971834221,1,10.0,1,1,-0.7546351335048891,-0.754635133504889
2016-05-05,air_bdd32aa407c16335,0,0,0,0,1,0,0,0.5896240979398432,0.7163577274400212,1.0,0.8448917517026333,0.5156386768429547,1,10.0,1,1,-0.9566290927682206,-0.9566290927682205
2016-05-06,air_bdd32aa407c16335,1,0,0,0,0,0,0,0.28742671496769384,0.09063104697248112,0.0,-1.2399629596009103,0.2558917171996346,1,26.0,1,1,-1.1191255455614257,-1.1191255455614255
2016-05-08,air_bdd32aa407c16335,0,0,0,1,0,0,0,0.48083304006986954,0.7163577274400212,0.0,-0.013577835304708177,0.2558917171996346,1,7.0,1,1,-1.0284668394353635,-1.0284668394353633
2016-05-09,air_bdd32aa407c16335,0,1,0,0,0,0,0,0.26325092432992203,-0.013656733105442033,0.0,-1.2399629596009103,0.4684119569078058,1,11.0,1,1,-1.4796396985773455,-1.4796396985773452
2016-05-10,air_bdd32aa407c16335,0,0,0,0,0,1,0,0.3116025056054657,0.3571442627271741,0.0,-1.2399629596009103,0.24408503721584737,1,8.0,1,1,-1.3083954758947836,-1.3083954758947833
2016-05-11,air_bdd32aa407c16335,0,0,0,0,0,0,1,-0.15982541183108695,-0.2106447621415193,0.0,-0.3324379676217207,-0.0983086823139838,1,27.0,1,1,-1.1079920202476987,-1.1079920202476985
2016-05-12,air_bdd32aa407c16335,0,0,0,0,1,0,0,0.15445986645994844,0.38031932496671256,0.0,2.0222214710269877,-0.322635602005942,1,27.0,1,1,-0.9810168148840035,-0.9810168148840033
2016-05-13,air_bdd32aa407c16335,1,0,0,0,0,0,0,0.3841298775187817,0.40349438720625097,0.0,1.18827958650557,0.3975718770050819,1,21.0,1,1,-0.6045976257056166,-0.6045976257056165
2016-05-14,air_bdd32aa407c16335,0,0,1,0,0,0,0,0.3478661915621237,0.38031932496671256,0.0,1.6788336362240508,0.314925117118571,1,17.0,1,1,-0.4352089905753425,-0.4352089905753424
2016-05-15,air_bdd32aa407c16335,0,0,0,1,0,0,0,0.8918214809119923,1.0871587232726374,0.0,-0.08716094276248026,0.6218987966970405,1,5.0,1,1,-1.0836042981319158,-1.0836042981319158
2016-05-16,air_bdd32aa407c16335,0,1,0,0,0,0,0,0.02149301795220261,0.47301957392486665,0.0,-1.1663798521431383,-0.1809554422004947,1,8.0,1,1,-1.415224302119354,-1.4152243021193538
2016-05-17,air_bdd32aa407c16335,0,0,0,0,0,1,0,0.11819618050329045,0.44984451168532824,0.0,2.0222214710269877,-0.36986232194109114,1,14.0,1,1,-1.2336418059311884,-1.2336418059311882
2016-05-18,air_bdd32aa407c16335,0,0,0,0,0,0,1,0.29951461028658,0.4846071050446361,0.0,1.8750552561114429,-0.13372872226534552,1,12.0,1,1,-1.0197190695460066,-1.0197190695460066
2016-05-19,air_bdd32aa407c16335,0,0,0,0,1,0,0,0.6258877838965011,0.6931826652004824,0.0,1.261862693963342,0.2676983971834221,1,13.0,1,1,-1.0107062157206086,-1.0107062157206084
2016-05-20,air_bdd32aa407c16335,1,0,0,0,0,0,0,0.8555577949553343,1.0523961299133295,0.0,1.850527553625519,0.49202531687538026,1,20.0,1,1,-0.6040674578335343,-0.6040674578335342
