visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Suginami-ku Asagayaminami,total_area_visitors,total_genre_visitors
2016-01-28,air_68301bcb11e2f389,0,0,0,0,1,0,0,-1.0114830038343225,-0.7136243996111995,0.0,1.0802107028097925,-1.3584724207064451,1,33.0,1,1,-1.0785738143872132,-1.0785738143872132
2016-01-29,air_68301bcb11e2f389,1,0,0,0,0,0,0,-1.2394286623671291,-1.521867853191196,0.0,-1.3203266795002846,-0.9619420173080929,1,40.0,1,1,-0.9345045907873145,-0.9345045907873145
2016-01-30,air_68301bcb11e2f389,0,0,1,0,0,0,0,-1.4193857612088185,-1.759586516008842,0.0,-1.3203266795002846,-1.0978952984732424,1,54.0,1,1,-0.6307287367554999,-0.6307287367554999
2016-01-31,air_68301bcb11e2f389,0,0,0,1,0,0,0,-1.107460123216557,-1.0464305275559038,0.0,0.145264564436394,-1.1545424989587212,1,37.0,1,1,-1.1898301187330422,-1.1898301187330422
2016-02-01,air_68301bcb11e2f389,0,1,0,0,0,0,0,-1.2754200821354669,-1.605069385177372,0.0,-1.3203266795002846,-0.9619420173080929,1,15.0,1,1,-1.4461810504054597,-1.4461810504054597
2016-02-02,air_68301bcb11e2f389,0,0,0,0,0,1,0,-1.1434515429848948,-1.1771757921056092,0.0,0.4990279681452476,-0.9392831371139014,1,17.0,1,1,-1.2969848081721127,-1.2969848081721127
2016-02-03,air_68301bcb11e2f389,0,0,0,0,0,0,1,-1.2514258022899085,-1.3792366555006084,0.0,-0.08215476651929739,-1.1205541786674338,1,12.0,1,1,-1.2216176342604221,-1.2216176342604221
2016-02-04,air_68301bcb11e2f389,0,0,0,0,1,0,0,-1.2634229422126877,-1.212833591528256,0.0,0.17053337898702653,-1.165871939055817,1,20.0,1,1,-1.1836776963729043,-1.1836776963729043
2016-02-05,air_68301bcb11e2f389,1,0,0,0,0,0,0,-1.0354772836798811,-0.8324837310200225,0.0,0.9791354446072629,-1.3358135405122538,1,21.0,1,1,-0.8068418268144506,-0.8068418268144506
2016-02-06,air_68301bcb11e2f389,0,0,1,0,0,0,0,-1.0474744236026605,-1.248491390950903,0.0,-1.1181761630952256,-0.9619420173080929,1,51.0,1,1,-0.5820220597377406,-0.5820220597377406
2016-02-07,air_68301bcb11e2f389,0,0,0,1,0,0,0,-1.2994143619810257,-1.3792366555006084,0.0,1.0549418882591601,-1.1545424989587212,1,35.0,1,1,-1.1972642957515425,-1.1972642957515425
2016-02-08,air_68301bcb11e2f389,0,1,0,0,0,0,0,-1.359400061594922,-1.4148944549232552,0.0,-0.05688595196866508,-1.1432130588616254,1,20.0,1,1,-1.3943981622076314,-1.3943981622076314
2016-02-09,air_68301bcb11e2f389,0,0,0,0,0,1,0,-1.1194572631393362,-0.6066510013432587,0.0,0.903329000955366,-1.3811313009006367,1,41.0,1,1,-1.1749617646960422,-1.1749617646960422
2016-02-10,air_68301bcb11e2f389,0,0,0,0,0,0,1,-1.1314544030621156,-1.1415179926829624,0.0,1.15601714646169,-1.0185892177935718,1,33.0,1,1,-0.8486270286770546,-0.8486270286770546
2016-02-11,air_68301bcb11e2f389,0,0,0,0,1,0,0,-1.1314544030621156,-1.1296320595420801,1.0,1.15601714646169,-1.0185892177935718,1,36.0,1,1,-0.9224560969987109,-0.9224560969987109
2016-02-12,air_68301bcb11e2f389,1,0,0,0,0,0,0,-1.0114830038343225,-0.8800274635835516,0.0,-0.4611869847787834,-1.1885308192500084,1,39.0,1,1,-0.8658025410991067,-0.8658025410991067
2016-02-13,air_68301bcb11e2f389,0,0,1,0,0,0,0,-0.1476889293942139,0.17782058595497324,0.0,-0.2590364683737242,-0.37281113225911244,1,18.0,1,1,-0.6745647460714832,-0.6745647460714832
2016-02-14,air_68301bcb11e2f389,0,0,0,1,0,0,0,0.47616234659030904,0.6057141790267363,0.0,0.09472693533512917,0.4429085547317838,1,53.0,1,1,-1.2149525100369392,-1.2149525100369392
2016-02-15,air_68301bcb11e2f389,0,1,0,0,0,0,0,-0.8795144646837505,-0.5709932019206116,0.0,-1.2445202358483876,-0.9732714574051886,1,21.0,1,1,-1.3979870752510453,-1.3979870752510453
2016-02-16,air_68301bcb11e2f389,0,0,0,0,0,1,0,-1.2394286623671291,-1.1534039258238447,0.0,1.15601714646169,-1.2904957801238706,1,28.0,1,1,-1.2362296373657498,-1.2362296373657498
2016-02-17,air_68301bcb11e2f389,0,0,0,0,0,0,1,-1.2034372425987911,-0.7968259315973755,0.0,0.4484903390439827,-1.313154660318062,1,18.0,1,1,-1.0660126187352648,-1.0660126187352648
2016-02-18,air_68301bcb11e2f389,0,0,0,0,1,0,0,-1.2034372425987911,-1.0345445944150216,0.0,1.0044042591578952,-1.3358135405122538,1,42.0,1,1,-1.0757539541388166,-1.0757539541388166
2016-02-19,air_68301bcb11e2f389,1,0,0,0,0,0,0,-0.7715402053787369,-0.40459013794825943,0.0,1.0802107028097925,-1.2111896994442002,1,28.0,1,1,-0.754289885821605,-0.754289885821605
2016-02-20,air_68301bcb11e2f389,0,0,1,0,0,0,0,-0.9155058844520884,-1.1058601932603154,0.0,-1.26978905039902,-0.599399934201028,1,31.0,1,1,-0.788640910665709,-0.788640910665709
2016-02-21,air_68301bcb11e2f389,0,0,0,1,0,0,0,-0.6755630859965025,-0.6066510013432587,0.0,-0.2590364683737242,-0.6220588143952195,1,30.0,1,1,-1.160093410659042,-1.160093410659042
2016-02-22,air_68301bcb11e2f389,0,1,0,0,0,0,0,-1.0114830038343225,-1.2366054578100205,0.0,-0.9160256466901664,-0.70136489507489,1,21.0,1,1,-1.384913177735752,-1.384913177735752
2016-02-23,air_68301bcb11e2f389,0,0,0,0,0,1,0,-1.023480143757102,-1.2366054578100205,0.0,-1.2950578649496522,-0.7580120955603689,1,22.0,1,1,-1.167014885814197,-1.167014885814197
2016-02-24,air_68301bcb11e2f389,0,0,0,0,0,0,1,-1.1314544030621156,-1.4624381874867844,0.0,-1.3203266795002846,-1.0185892177935718,1,7.0,1,1,-1.122666174634869,-1.122666174634869
2016-02-25,air_68301bcb11e2f389,0,0,0,0,1,0,0,-1.4073886212860394,-1.4980959869094315,0.0,-0.9918320903420637,-1.222519139541296,1,26.0,1,1,-1.0175622926491779,-1.0175622926491779
2016-02-26,air_68301bcb11e2f389,1,0,0,0,0,0,0,-1.1674458228304534,-1.0226586612741393,0.0,1.2570924046642191,-1.2791663400267748,1,37.0,1,1,-0.6043245907932409,-0.6043245907932409
2016-02-27,air_68301bcb11e2f389,0,0,1,0,0,0,0,-0.9155058844520884,-0.7730540653156109,0.0,1.2318235901135868,-0.9392831371139014,1,48.0,1,1,-0.43487662495777296,-0.43487662495777296
2016-02-28,air_68301bcb11e2f389,0,0,0,1,0,0,0,-0.8195287650698541,-0.6066510013432587,0.0,1.0044042591578952,-1.0412480979877634,1,34.0,1,1,-1.0229456622142985,-1.0229456622142985
2016-02-29,air_68301bcb11e2f389,0,1,0,0,0,0,0,-0.8795144646837505,-0.535335402497965,0.0,-0.8149503884876368,-0.7580120955603689,1,13.0,1,1,-1.3367192025813375,-1.3367192025813375
2016-03-01,air_68301bcb11e2f389,0,0,0,0,0,1,0,-1.2514258022899085,-1.296035123514432,0.0,1.282361219214852,-1.063906978181955,1,21.0,1,1,-1.2267446528938704,-1.2267446528938704
2016-03-02,air_68301bcb11e2f389,0,0,0,0,0,0,1,-1.155448682907674,-0.97511492871061,0.0,0.6506408554490418,-1.4264490612890197,1,42.0,1,1,-1.095749326809265,-1.095749326809265
2016-03-03,air_68301bcb11e2f389,0,0,0,0,1,0,0,-0.7595430654559576,-0.3213886059620834,0.0,1.282361219214852,-1.1885308192500084,1,21.0,1,1,-1.1126684882996447,-1.1126684882996447
2016-03-04,air_68301bcb11e2f389,1,0,0,0,0,0,0,-0.6155773863826061,-0.4640198036526709,0.0,0.7011784845503066,-0.8033298559487521,1,24.0,1,1,-0.7366016715362083,-0.7366016715362083
2016-03-05,air_68301bcb11e2f389,0,0,1,0,0,0,0,-0.5435945468459303,-0.42836200423002396,0.0,-0.63806868663321,-0.39547001245330393,1,30.0,1,1,-0.5115255535278258,-0.5115255535278258
2016-03-06,air_68301bcb11e2f389,0,0,0,1,0,0,0,-0.1956774890853309,-0.15498554198973133,0.0,-0.7391439448357396,-0.2821756114823461,1,32.0,1,1,-1.1513774789821796,-1.1513774789821796
2016-03-07,air_68301bcb11e2f389,0,1,0,0,0,0,0,-0.25566318869922733,-0.5591072687797294,0.0,-1.3203266795002846,0.10302535181891041,1,11.0,1,1,-1.442079435498701,-1.442079435498701
2016-03-08,air_68301bcb11e2f389,0,0,0,0,0,1,0,0.06825958921581338,0.1659346528140912,0.0,-0.031617137418032785,0.05770759143052725,1,16.0,1,1,-1.1034398547594375,-1.1034398547594375
2016-03-09,air_68301bcb11e2f389,0,0,0,0,0,0,1,-0.7595430654559576,-0.535335402497965,0.0,-1.3203266795002846,-0.8259887361429437,1,32.0,1,1,-1.15035207525549,-1.15035207525549
2016-03-10,air_68301bcb11e2f389,0,0,0,0,1,0,0,-1.0834658433709983,-1.3435788560779613,0.0,-1.3203266795002846,-0.8373181762400393,1,9.0,1,1,-1.0285853827110918,-1.0285853827110918
2016-03-11,air_68301bcb11e2f389,1,0,0,0,0,0,0,-1.2994143619810257,-1.6526131177409011,0.0,-1.3203266795002846,-0.9506125772109971,1,33.0,1,1,-0.6863568889284145,-0.6863568889284145
2016-03-12,air_68301bcb11e2f389,0,0,1,0,0,0,0,-1.1314544030621156,-1.4148944549232552,0.0,-1.1939826067471226,-0.9052948168226139,1,63.0,1,1,-0.4943500411057738,-0.4943500411057738
2016-03-13,air_68301bcb11e2f389,0,0,0,1,0,0,0,-1.0354772836798811,-1.331692922937079,0.0,-1.3203266795002846,-0.7806709757545605,1,42.0,1,1,-1.100619994511041,-1.100619994511041
2016-03-14,air_68301bcb11e2f389,0,1,0,0,0,0,0,-1.1674458228304534,-1.5456397194729607,0.0,-1.3203266795002846,-0.8146592960458477,1,20.0,1,1,-1.3321048858112339,-1.3321048858112339
2016-03-15,air_68301bcb11e2f389,0,0,0,0,0,1,0,-0.8675173247609712,-0.7849399984564932,0.0,1.4592429210692783,-0.8146592960458477,1,42.0,1,1,-1.0542204758783336,-1.0542204758783336
2016-03-16,air_68301bcb11e2f389,0,0,0,0,0,0,1,-0.8315259049926333,-0.6898525333294347,0.0,-0.9160256466901664,-1.0412480979877634,1,24.0,1,1,-0.9639849479296425,-0.9639849479296425
2016-03-17,air_68301bcb11e2f389,0,0,0,0,1,0,0,-0.2916546084675653,0.1302768533914442,0.0,1.4845117356199107,-0.7466826554632732,1,26.0,1,1,-0.9160473237069005,-0.9160473237069005
2016-03-18,air_68301bcb11e2f389,1,0,0,0,0,0,0,-0.07570608985753802,0.21347838537762023,0.0,0.3979527099427179,-0.5654116139097406,1,36.0,1,1,-0.5366479448317226,-0.5366479448317226
2016-03-19,air_68301bcb11e2f389,0,0,1,0,0,0,0,0.008273889601916927,-0.21441520769414282,0.0,-0.6633375011838425,0.09169591172181447,1,44.0,1,1,-0.5189597305463258,-0.5189597305463258
2016-03-20,air_68301bcb11e2f389,0,0,0,1,0,0,0,-0.1716832092397724,-0.23818707397590735,1.0,0.17053337898702653,-0.07824568973462222,1,25.0,1,1,-0.7335254603561393,-0.7335254603561393
2016-03-21,air_68301bcb11e2f389,0,1,0,0,0,0,0,-0.6275745263053855,-0.7136243996111995,1.0,-0.3348429120256214,-0.4521172129387828,1,33.0,1,1,-1.1836776963729043,-1.1836776963729043
2016-03-22,air_68301bcb11e2f389,0,0,0,0,0,1,0,-0.5076031270775926,-0.2857308065394364,0.0,1.1307483319110572,-0.7693415356574647,1,28.0,1,1,-1.0501188609715748,-1.0501188609715748
2016-03-23,air_68301bcb11e2f389,0,0,0,0,0,0,1,-0.5196002670003719,-0.22630114083502487,0.0,-0.18323002472182703,-0.6107293742981238,1,17.0,1,1,-0.9478348392342802,-0.9478348392342802
2016-03-24,air_68301bcb11e2f389,0,0,0,0,1,0,0,-1.05947156352544,-1.212833591528256,0.0,-0.7138751302851073,-0.7806709757545605,1,31.0,1,1,-1.0080773081772982,-1.0080773081772982
2016-03-25,air_68301bcb11e2f389,1,0,0,0,0,0,0,-0.903508744529309,-0.8800274635835516,0.0,0.8780601864047333,-1.0412480979877634,1,17.0,1,1,-0.3969366870702552,-0.3969366870702552
2016-03-26,air_68301bcb11e2f389,0,0,1,0,0,0,0,-0.8315259049926333,-0.7968259315973755,0.0,0.24633982263892365,-0.6560471346865069,1,54.0,1,1,-0.4028327584987208,-0.4028327584987208
2016-03-27,air_68301bcb11e2f389,0,0,0,1,0,0,0,-0.567588826691489,-0.4877916699344357,0.0,-0.3348429120256214,-0.5540821738126449,1,58.0,1,1,-0.9675738609730564,-0.9675738609730564
2016-03-28,air_68301bcb11e2f389,0,1,0,0,0,0,0,-0.44761742746369615,-0.4402479373709064,0.0,-0.6127998720825777,-0.29350505157944184,1,22.0,1,1,-1.0862643423373857,-1.0862643423373857
2016-03-29,air_68301bcb11e2f389,0,0,0,0,0,1,0,-0.3156488883131238,-0.11932774256708432,0.0,1.029673073708528,-0.6220588143952195,1,25.0,1,1,-0.8081235814728127,-0.8081235814728127
2016-03-30,air_68301bcb11e2f389,0,0,0,0,0,0,1,-0.05171181001197952,0.04707532140526817,0.0,-0.5117246138800481,-0.2141989708997715,1,31.0,1,1,-0.8945138454464174,-0.8945138454464174
2016-03-31,air_68301bcb11e2f389,0,0,0,0,1,0,0,-0.027717530166421027,0.10650498710967968,0.0,1.0549418882591601,-0.35015225206492084,1,39.0,1,1,-0.8583683640806066,-0.8583683640806066
2016-04-01,air_68301bcb11e2f389,1,0,0,0,0,0,0,-0.30365174839034453,-0.10744180942620185,0.0,-0.7896815739370044,-0.2821756114823461,1,29.0,1,1,-0.6489296529042415,-0.6489296529042415
2016-04-02,air_68301bcb11e2f389,0,0,1,0,0,0,0,-0.5076031270775926,-0.8324837310200225,0.0,-1.3203266795002846,-0.22552841099686724,1,25.0,1,1,-0.6663615162579659,-0.6663615162579659
2016-04-03,air_68301bcb11e2f389,0,0,0,1,0,0,0,-0.18368034916255166,-0.20252927455326036,0.0,-1.219251421297755,-0.19154009070558,1,40.0,1,1,-1.197520646683215,-1.197520646683215
2016-04-04,air_68301bcb11e2f389,0,1,0,0,0,0,0,-0.03971467008920027,0.14216278653232625,0.0,-1.1687137921964903,-0.15755177041429258,1,15.0,1,1,-1.3115968112774405,-1.3115968112774405
2016-04-05,air_68301bcb11e2f389,0,0,0,0,0,1,0,-0.5076031270775926,-0.7611681321747285,0.0,-1.3203266795002846,-0.22552841099686724,1,25.0,1,1,-1.1044652584861272,-1.1044652584861272
2016-04-06,air_68301bcb11e2f389,0,0,0,0,0,0,1,-0.06370894993475877,0.23725025165938476,0.0,0.9285978155059983,-0.5200938535213575,1,24.0,1,1,-1.0365322615929367,-1.0365322615929367
2016-04-07,air_68301bcb11e2f389,0,0,0,0,1,0,0,-0.27965746854478607,-0.5472213356388472,0.0,-1.3203266795002846,0.0010603909450483558,1,16.0,1,1,-1.1539409882989038,-1.1539409882989038
2016-04-08,air_68301bcb11e2f389,1,0,0,0,0,0,0,0.21222526828916477,0.17782058595497324,0.0,-0.43591817022815094,0.08036647162471873,1,79.0,1,1,-0.5879181311662062,-0.5879181311662062
2016-04-09,air_68301bcb11e2f389,0,0,1,0,0,0,0,0.24821668805750272,0.4511970481952663,0.0,0.4990279681452476,-0.06691624963752628,1,33.0,1,1,-0.4943500411057738,-0.4943500411057738
2016-04-10,air_68301bcb11e2f389,0,0,0,1,0,0,0,0.24821668805750272,0.4630829813361488,0.0,-0.38538054112688613,0.09169591172181447,1,47.0,1,1,-1.0819063764989545,-1.0819063764989545
2016-04-11,air_68301bcb11e2f389,0,1,0,0,0,0,0,-0.44761742746369615,-0.3927042048073774,0.0,0.3979527099427179,-0.4634466530358787,1,25.0,1,1,-1.3341556932646133,-1.3341556932646133
2016-04-12,air_68301bcb11e2f389,0,0,0,0,0,1,0,-0.5555916867687096,-0.4759057367935534,0.0,1.4592429210692783,-0.70136489507489,1,22.0,1,1,-1.1685529914042316,-1.1685529914042316
2016-04-13,air_68301bcb11e2f389,0,0,0,0,0,0,1,-0.08770322978031747,0.1302768533914442,0.0,-1.017100904892696,-0.08957512983171796,1,43.0,1,1,-1.0793428671822303,-1.0793428671822303
2016-04-14,air_68301bcb11e2f389,0,0,0,0,1,0,0,0.020271029524696175,-0.20252927455326036,0.0,-1.2950578649496522,0.2389786329840597,1,44.0,1,1,-1.0457608951331436,-1.0457608951331436
2016-04-15,air_68301bcb11e2f389,1,0,0,0,0,0,0,0.1282452888297098,-0.02424027744002582,0.0,1.7371998811262346,-0.15755177041429258,1,31.0,1,1,-0.616116733650172,-0.616116733650172
2016-04-16,air_68301bcb11e2f389,0,0,1,0,0,0,0,0.020271029524696175,0.1897065190958557,0.0,-0.18323002472182703,-0.31616393177363356,1,55.0,1,1,-0.3974493889336,-0.3974493889336
2016-04-17,air_68301bcb11e2f389,0,0,0,1,0,0,0,0.5361480462042055,0.5938282458858538,0.0,-0.3348429120256214,0.6694973566736994,1,33.0,1,1,-1.119077261591455,-1.119077261591455
2016-04-18,air_68301bcb11e2f389,0,1,0,0,0,0,0,0.42817378689919205,0.8196609755626179,0.0,-0.15796121017119474,0.37493191414920896,1,24.0,1,1,-1.4249039230766491,-1.4249039230766491
2016-04-19,air_68301bcb11e2f389,0,0,0,0,0,1,0,0.18823098844360628,0.42742518191350176,0.0,1.3328988483161164,0.10302535181891041,1,29.0,1,1,-1.1034398547594375,-1.1034398547594375
2016-04-20,air_68301bcb11e2f389,0,0,0,0,0,0,1,-0.003723250320862319,0.011417521982621175,0.0,1.7119310665756022,-0.14622233031719686,1,20.0,1,1,-0.9678302119047288,-0.9678302119047288
2016-04-21,air_68301bcb11e2f389,0,0,0,0,1,0,0,0.08025672913859262,0.1302768533914442,0.0,-1.3203266795002846,0.11435479191600614,1,17.0,1,1,-1.0757539541388166,-1.0757539541388166
2016-04-22,air_68301bcb11e2f389,1,0,0,0,0,0,0,0.2722109679030612,0.4749689144770308,0.0,0.776984928202204,0.2163197527898682,1,24.0,1,1,-0.5694608640857921,-0.5694608640857921
2016-04-23,air_68301bcb11e2f389,0,0,1,0,0,0,0,0.32019952759417863,0.40365331563173723,0.0,-1.0676385339939607,0.35227303395501747,1,51.0,1,1,-0.4707657553919114,-0.4707657553919114
2016-04-24,air_68301bcb11e2f389,0,0,0,1,0,0,0,0.10425100898415132,-0.05989807686267281,0.0,-0.8149503884876368,0.15967255230438931,1,31.0,1,1,-1.0972874323992996,-1.0972874323992996
2016-04-25,air_68301bcb11e2f389,0,1,0,0,0,0,0,0.38018522720807507,0.4155392487726193,0.0,0.8275225573034686,0.2956258334695386,1,5.0,1,1,-1.2859617181101988,-1.2859617181101988
2016-04-26,air_68301bcb11e2f389,0,0,0,0,0,1,0,0.500156626435868,0.7483453767173238,0.0,1.5350493647211758,0.3069552735666343,1,28.0,1,1,-1.0052574479289018,-1.0052574479289018
2016-04-27,air_68301bcb11e2f389,0,0,0,0,0,0,1,0.38018522720807507,0.27290805108203176,0.0,-1.2445202358483876,0.476896875023071,1,30.0,1,1,-0.9855184261901256,-0.9855184261901256
2016-04-28,air_68301bcb11e2f389,0,0,0,0,1,0,0,-0.07570608985753802,-0.535335402497965,0.0,-1.3203266795002846,0.2729669532753471,1,44.0,1,1,-0.7399342336479497,-0.7399342336479497
2016-04-29,air_68301bcb11e2f389,1,0,0,0,0,0,0,0.10425100898415132,0.04707532140526817,1.0,1.7877375102274997,0.09169591172181447,1,21.0,1,1,-0.5643338454523438,-0.5643338454523438
2016-04-30,air_68301bcb11e2f389,0,0,1,0,0,0,0,0.1282452888297098,0.3204517836455608,0.0,1.762468695676867,-0.15755177041429258,1,50.0,1,1,-0.6091952584950168,-0.6091952584950168
2016-05-01,air_68301bcb11e2f389,0,0,0,1,0,0,0,0.42817378689919205,0.8553187749852644,0.0,1.1054795173604248,-0.03292792934623906,1,50.0,1,1,-0.8940011435830726,-0.8940011435830726
2016-05-02,air_68301bcb11e2f389,0,1,0,0,0,0,0,0.3441938074397371,0.1897065190958557,0.0,-0.9665632757914312,0.2616375131782512,1,36.0,1,1,-1.0357632087979194,-1.0357632087979194
2016-05-03,air_68301bcb11e2f389,0,0,0,0,0,1,0,0.6801137252775573,0.7126875772946769,1.0,0.145264564436394,0.7488034373533697,1,48.0,1,1,-0.7455739541447429,-0.7455739541447429
2016-05-04,air_68301bcb11e2f389,0,0,0,0,0,0,1,0.9800422233470395,1.104923370943793,1.0,0.9538666300566305,0.884756718518519,1,35.0,1,1,-0.8032529137710368,-0.8032529137710368
2016-05-05,air_68301bcb11e2f389,0,0,0,0,1,0,0,0.9200565237331431,1.0217218389576168,1.0,1.8635439538793965,0.7034856769649868,1,40.0,1,1,-0.9985923237054188,-0.9985923237054188
2016-05-06,air_68301bcb11e2f389,1,0,0,0,0,0,0,0.3921823671308541,0.27290805108203176,0.0,-1.143444977645858,0.4995557552172627,1,21.0,1,1,-1.1557354448206107,-1.1557354448206107
2016-05-07,air_68301bcb11e2f389,0,0,1,0,0,0,0,0.8600708241192466,0.8315469087034999,0.0,1.6108558083730726,0.7034856769649868,1,52.0,1,1,-0.7209642647041908,-0.7209642647041908
2016-05-08,air_68301bcb11e2f389,0,0,0,1,0,0,0,0.7400994248914537,0.8672047081261469,0.0,1.560318179271808,0.7374739972562738,1,52.0,1,1,-1.068063426188644,-1.068063426188644
2016-05-09,air_68301bcb11e2f389,0,1,0,0,0,0,0,0.4161766469764126,0.26102211794114927,0.0,-1.3203266795002846,0.5675323957998373,1,22.0,1,1,-1.5043727118950985,-1.5043727118950985
2016-05-10,air_68301bcb11e2f389,0,0,0,0,0,1,0,0.4521680667447505,0.3798814493499723,0.0,-1.017100904892696,0.5562029557027416,1,4.0,1,1,-1.3387700100347169,-1.3387700100347169
2016-05-11,air_68301bcb11e2f389,0,0,0,0,0,0,1,0.6801137252775573,0.9622921732532054,0.0,-0.9412944612407987,0.5448735156056457,1,31.0,1,1,-1.1449687056903692,-1.1449687056903692
2016-05-12,air_68301bcb11e2f389,0,0,0,0,1,0,0,0.8360765442736877,1.0098359058167343,0.0,1.9646192120819261,0.7261445571591782,1,19.0,1,1,-1.0221766094192812,-1.0221766094192812
2016-05-13,air_68301bcb11e2f389,1,0,0,0,0,0,0,0.7281022849686742,0.9504062401123229,0.0,1.307630033765484,0.5675323957998373,1,29.0,1,1,-0.6581582864444485,-0.6581582864444485
2016-05-14,air_68301bcb11e2f389,0,0,1,0,0,0,0,0.596133745818102,0.6057141790267363,0.0,0.9538666300566305,0.4202496745375921,1,53.0,1,1,-0.4943500411057738,-0.4943500411057738
2016-05-15,air_68301bcb11e2f389,0,0,0,1,0,0,0,0.32019952759417863,0.49874078075879535,0.0,1.433974106518646,0.2163197527898682,1,64.0,1,1,-1.1213844199765068,-1.1213844199765068
2016-05-16,air_68301bcb11e2f389,0,1,0,0,0,0,0,0.5241509062814265,0.49874078075879535,0.0,-0.5117246138800481,0.5448735156056457,1,18.0,1,1,-1.442079435498701,-1.442079435498701
2016-05-17,air_68301bcb11e2f389,0,0,0,0,0,1,0,0.35619094736251616,0.07084718768703269,0.0,-1.3203266795002846,0.46556743492597524,1,36.0,1,1,-1.2664790473030951,-1.2664790473030951
2016-05-18,air_68301bcb11e2f389,0,0,0,0,0,0,1,0.5601423260497644,0.8315469087034999,0.0,2.015156841183191,0.14834311220729338,1,40.0,1,1,-1.0596038454434542,-1.0596038454434542
2016-05-19,air_68301bcb11e2f389,0,0,0,0,1,0,0,0.500156626435868,0.6057141790267363,0.0,1.5855869938224403,0.3975907943434006,1,24.0,1,1,-1.050887913766592,-1.050887913766592
2016-05-20,air_68301bcb11e2f389,1,0,0,0,0,0,0,0.2602138279802822,0.17782058595497324,0.0,-0.5875310575319453,0.329614153760826,1,30.0,1,1,-0.6576455845811037,-0.6576455845811037
2016-05-21,air_68301bcb11e2f389,0,0,1,0,0,0,0,0.4881594865130885,0.7364594435764413,0.0,1.813006324778132,0.15967255230438931,1,38.0,1,1,-0.377197665331479,-0.377197665331479
2016-05-22,air_68301bcb11e2f389,0,0,0,1,0,0,0,0.8720679640420257,1.1286952372255574,0.0,1.9140815829806617,0.635509036382412,1,27.0,1,1,-1.1254860348832656,-1.1254860348832656
2016-05-23,air_68301bcb11e2f389,0,1,0,0,0,0,0,1.0760193427292735,1.509045097733791,0.0,1.813006324778132,0.48822631512016673,1,15.0,1,1,-1.3313358330162166,-1.3313358330162166
