visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Ōsaka-fu Ōsaka-shi Nakanochō,total_area_visitors,total_genre_visitors
2016-03-12,air_4cab15ad29c0ffbc,0,0,1,0,0,0,0,-1.0899388828107153,-0.9230962247833686,0.0,1.2791577211894438,-1.1566837315998448,1,36.0,1,1,-0.4989674057810218,-0.49896740578102167
2016-03-13,air_4cab15ad29c0ffbc,0,0,0,1,0,0,0,-0.9033984484265402,-0.7025346030883793,0.0,-0.8313549788278516,-1.0059499897573316,1,20.0,1,1,-1.1079223553958801,-1.10792235539588
2016-03-15,air_4cab15ad29c0ffbc,0,0,0,0,0,1,0,-0.9033984484265402,-0.7687030895968763,0.0,1.1762058821642103,-0.8436213446961638,1,18.0,1,1,-1.0613173465670052,-1.061317346567005
2016-03-16,air_4cab15ad29c0ffbc,0,0,0,0,0,0,1,-0.8917396712775293,-0.6363661165798826,0.0,-0.31659578370168195,-1.1103041187252252,1,16.0,1,1,-0.9706821912754913,-0.9706821912754912
2016-03-17,air_4cab15ad29c0ffbc,0,0,0,0,1,0,0,-0.37875347672104737,-0.06290590017291027,0.0,1.433585479727295,-0.7624570221655798,1,20.0,1,1,-0.9225322650268746,-0.9225322650268745
2016-03-18,air_4cab15ad29c0ffbc,1,0,0,0,0,0,0,-0.21553059663489402,-0.10701822451190837,0.0,-0.5482374215084582,-0.41460992560593446,1,24.0,1,1,-0.5414526348239189,-0.5414526348239188
2016-03-19,air_4cab15ad29c0ffbc,0,0,1,0,0,0,0,-0.250506928081927,-0.41580449488489346,0.0,-1.3461141739540212,-0.22909147410745673,1,25.0,1,1,-0.5236860844968891,-0.5236860844968891
2016-03-20,air_4cab15ad29c0ffbc,0,0,0,1,0,0,0,-0.5886114654032444,-0.49300106247813963,1.0,0.45554300898757255,-0.42620482882458927,1,28.0,1,1,-0.739202064550858,-0.7392020645508579
2016-03-21,air_4cab15ad29c0ffbc,0,1,0,0,0,0,0,-0.7634931226384086,-0.6584222787493816,1.0,1.2791577211894438,-0.7392672157282701,1,9.0,1,1,-1.1913478960619326,-1.1913478960619324
2016-03-23,air_4cab15ad29c0ffbc,0,0,0,0,0,0,1,-0.4487061396151131,-0.1180463055966576,0.0,1.1504679224079013,-0.5769385706671023,1,10.0,1,1,-0.9544605583682033,-0.9544605583682032
2016-03-24,air_4cab15ad29c0ffbc,0,0,0,0,1,0,0,-0.8567633398304964,-0.8017873328511246,0.0,-0.419547622726916,-0.7624570221655798,1,37.0,1,1,-1.0149698239747538,-1.0149698239747535
2016-03-25,air_4cab15ad29c0ffbc,1,0,0,0,0,0,0,-1.0199862199166496,-0.9230962247833686,0.0,0.8673503650885082,-0.9479754736640574,1,36.0,1,1,-0.4011226358640467,-0.40112263586404656
2016-03-26,air_4cab15ad29c0ffbc,0,0,1,0,0,0,0,-0.938374779873573,-0.7245907652578784,0.0,1.1504679224079013,-1.0755194090692608,1,29.0,1,1,-0.4070448193063899,-0.4070448193063898
2016-03-27,air_4cab15ad29c0ffbc,0,0,0,1,0,0,0,-0.7401755683403869,-0.5591695489866364,0.0,-0.05921618613859711,-0.9479754736640574,1,26.0,1,1,-0.974286998588222,-0.9742869985882218
2016-03-29,air_4cab15ad29c0ffbc,0,0,0,0,0,1,0,-0.4953412482111569,-0.44888873813914154,0.0,0.48128096874388093,-0.7856468286028895,1,15.0,1,1,-0.8141305594083311,-0.814130559408331
2016-03-30,air_4cab15ad29c0ffbc,0,0,0,0,0,0,1,-0.14557793374082836,-0.19524287318990416,0.0,0.42980504923126417,-0.3218506998566956,1,26.0,1,1,-0.9009034211504906,-0.9009034211504905
2016-03-31,air_4cab15ad29c0ffbc,0,0,0,0,1,0,0,0.017644946345325,0.1466276404373294,0.0,0.6357087272817318,-0.1711169580141825,1,20.0,1,1,-0.8645978617865604,-0.8645978617865603
2016-04-01,air_4cab15ad29c0ffbc,1,0,0,0,0,0,0,-0.21553059663489402,-0.4709449003086408,0.0,-1.4748039727355637,0.02599639670294984,1,32.0,1,1,-0.6542316064650638,-0.6542316064650637
2016-04-02,air_4cab15ad29c0ffbc,0,0,1,0,0,0,0,0.06428005494136864,0.09148723501358208,0.0,-0.11069210565121412,0.049186203140259455,1,45.0,1,1,-0.6717406705554699,-0.6717406705554698
2016-04-03,air_4cab15ad29c0ffbc,0,0,0,1,0,0,0,0.16920904928246744,0.20176804586107674,0.0,-1.3975900934666383,0.17673013854546293,1,22.0,1,1,-1.205252152839608,-1.2052521528396078
2016-04-04,air_4cab15ad29c0ffbc,0,1,0,0,0,0,0,-0.04064893939972976,0.10251531609833171,0.0,-1.320376214197713,-0.008788312953014788,1,12.0,1,1,-1.3198335281371183,-1.319833528137118
2016-04-05,air_4cab15ad29c0ffbc,0,0,0,0,0,1,0,-0.21553059663489402,-0.27243944078315036,0.0,-0.419547622726916,-0.055167925827634016,1,15.0,1,1,-1.1117846489452343,-1.111784648945234
2016-04-06,air_4cab15ad29c0ffbc,0,0,0,0,0,0,1,0.017644946345325,0.1797118836915779,0.0,0.6099707675254233,-0.24068637732611176,1,3.0,1,1,-1.0435507962399755,-1.0435507962399753
2016-04-07,air_4cab15ad29c0ffbc,0,0,0,0,1,0,0,0.09925638638840158,0.20176804586107674,0.0,-1.4748039727355637,0.02599639670294984,1,12.0,1,1,-1.1614794926135927,-1.1614794926135925
2016-04-08,air_4cab15ad29c0ffbc,1,0,0,0,0,0,0,-0.04064893939972976,-0.19524287318990416,0.0,-0.9343068178530854,0.07237600957756928,1,20.0,1,1,-0.5929498821486426,-0.5929498821486425
2016-04-09,air_4cab15ad29c0ffbc,0,0,1,0,0,0,0,0.07593883209037976,0.2238242080305756,0.0,0.30111525044972176,-0.13633224835821808,1,48.0,1,1,-0.4989674057810218,-0.49896740578102167
2016-04-10,air_4cab15ad29c0ffbc,0,0,0,1,0,0,0,0.1225739406864234,0.03634682958983476,0.0,-1.3975900934666383,0.08397091279622408,1,25.0,1,1,-1.089125860122356,-1.0891258601223557
2016-04-12,air_4cab15ad29c0ffbc,0,0,0,0,0,1,0,-0.4953412482111569,-0.2944956029526492,0.0,1.1762058821642103,-0.8436213446961638,1,22.0,1,1,-1.176156208101139,-1.176156208101139
2016-04-13,air_4cab15ad29c0ffbc,0,0,0,0,0,0,1,-0.005672607952696822,0.02531874850508514,0.0,-1.2946382544414043,0.13035052567084351,1,28.0,1,1,-1.0865509977561196,-1.0865509977561196
2016-04-14,air_4cab15ad29c0ffbc,0,0,0,0,1,0,0,0.2391617121765329,0.28999269453907256,0.0,0.8930883248448166,0.22310975142008216,1,23.0,1,1,-1.0528203007584256,-1.0528203007584256
2016-04-15,air_4cab15ad29c0ffbc,1,0,0,0,0,0,0,-0.0872840479957736,0.003262586335586286,0.0,1.6137511980214543,-0.1711169580141825,1,33.0,1,1,-0.6212733681772407,-0.6212733681772405
2016-04-16,air_4cab15ad29c0ffbc,0,0,1,0,0,0,0,-0.005672607952696822,0.32307693779332103,0.0,1.5365373187525286,-0.4609895384805537,1,31.0,1,1,-0.4016376083372939,-0.40163760833729384
2016-04-17,air_4cab15ad29c0ffbc,0,0,0,1,0,0,0,0.46067847800774125,0.5767228027425584,0.0,0.37832912971864713,0.3854383964812503,1,14.0,1,1,-1.1264613644327806,-1.1264613644327806
2016-04-19,air_4cab15ad29c0ffbc,0,0,0,0,0,1,0,-0.16889548803885018,-0.04084973800341142,0.0,1.227681801676827,-0.26387618376342137,1,14.0,1,1,-1.11075470399874,-1.1107547039987398
2016-04-20,air_4cab15ad29c0ffbc,0,0,0,0,0,0,1,-0.06396649369775158,0.1466276404373294,0.0,1.6394891577777626,-0.3798252159499698,1,13.0,1,1,-0.9745444848248456,-0.9745444848248455
2016-04-21,air_4cab15ad29c0ffbc,0,0,0,0,1,0,0,-0.0872840479957736,-0.4378606570543923,0.0,-1.4748039727355637,0.18832504176411774,1,10.0,1,1,-1.082946190443389,-1.082946190443389
2016-04-22,air_4cab15ad29c0ffbc,1,0,0,0,0,0,0,0.35574948366664244,0.3451330999628199,0.0,0.45554300898757255,0.35065368682528564,1,29.0,1,1,-0.5744108731117421,-0.574410873111742
2016-04-23,air_4cab15ad29c0ffbc,0,0,1,0,0,0,0,0.29745559792158766,0.42232966755606605,0.0,0.12094953215556231,0.18832504176411774,1,28.0,1,1,-0.47527867201164886,-0.47527867201164875
2016-04-24,air_4cab15ad29c0ffbc,0,0,0,1,0,0,0,0.19252660358048926,0.32307693779332103,0.0,-0.08495414589490549,0.2694893642947016,1,13.0,1,1,-1.104575034319773,-1.1045750343197729
2016-04-26,air_4cab15ad29c0ffbc,0,0,0,0,0,1,0,0.4956548094547742,0.75317210009855,0.0,1.5622752785088374,0.35065368682528564,1,17.0,1,1,-1.012137475371894,-1.0121374753718937
2016-04-27,air_4cab15ad29c0ffbc,0,0,0,0,0,0,1,0.250820489325544,-0.02982165691866219,0.0,-1.4748039727355637,0.46660271901183414,1,25.0,1,1,-0.9923110351518752,-0.9923110351518751
2016-04-28,air_4cab15ad29c0ffbc,0,0,0,0,1,0,0,0.04096250064334682,-0.14010246776615684,0.0,-1.4748039727355637,0.08397091279622408,1,32.0,1,1,-0.7456392204664485,-0.7456392204664484
2016-04-29,air_4cab15ad29c0ffbc,1,0,0,0,0,0,0,-0.34377714527401443,-0.3386079272916469,1.0,0.2753772906934131,-0.25228128054476656,1,24.0,1,1,-0.5692611483792697,-0.5692611483792696
2016-04-30,air_4cab15ad29c0ffbc,0,0,1,0,0,0,0,-0.06396649369775158,0.1466276404373294,0.0,1.7939169163156135,-0.5073691513551731,1,35.0,1,1,-0.614321239788403,-0.6143212397884029
2016-05-01,air_4cab15ad29c0ffbc,0,0,0,1,0,0,0,0.3790670379646647,0.47747007297981336,0.0,0.8930883248448166,0.07237600957756928,1,25.0,1,1,-0.9003884486772434,-0.9003884486772432
2016-05-02,air_4cab15ad29c0ffbc,0,1,0,0,0,0,0,0.5656074723488397,0.9406494785392908,0.0,1.5365373187525286,0.22310975142008216,1,29.0,1,1,-1.0427783375301045,-1.0427783375301043
2016-05-03,air_4cab15ad29c0ffbc,0,0,0,0,0,1,0,0.5772662494978508,0.46644199189506375,1.0,-1.4233280532229466,0.44341291257452453,1,25.0,1,1,-0.7513039176721682,-0.751303917672168
2016-05-04,air_4cab15ad29c0ffbc,0,0,0,0,0,0,1,0.48399603230576305,0.488498154064563,1.0,1.7939169163156135,0.3854383964812503,1,26.0,1,1,-0.8092383209124824,-0.8092383209124823
2016-05-05,air_4cab15ad29c0ffbc,0,0,0,0,1,0,0,0.5539486951998289,0.4995262351493122,1.0,1.433585479727295,0.6289313640730019,1,23.0,1,1,-1.0054428332196799,-1.0054428332196796
2016-05-06,air_4cab15ad29c0ffbc,1,0,0,0,0,0,0,0.1342327178354345,0.09148723501358208,0.0,-1.4748039727355637,0.3970332996999049,1,23.0,1,1,-1.163281896269958,-1.163281896269958
2016-05-07,air_4cab15ad29c0ffbc,0,0,1,0,0,0,0,0.29745559792158766,0.2348522891153252,0.0,-0.5997133410210753,0.3738434932625953,1,29.0,1,1,-0.7265852389563008,-0.7265852389563007
2016-05-08,air_4cab15ad29c0ffbc,0,0,0,1,0,0,0,0.4373609237097194,0.5656947216578092,0.0,1.4593234394836034,0.13035052567084351,1,20.0,1,1,-1.0752216033446804,-1.0752216033446804
2016-05-09,air_4cab15ad29c0ffbc,0,1,0,0,0,0,0,0.04096250064334682,-0.14010246776615684,0.0,-1.4748039727355637,0.22310975142008216,1,7.0,1,1,-1.5134631780780796,-1.5134631780780794
2016-05-10,air_4cab15ad29c0ffbc,0,0,0,0,0,1,0,0.250820489325544,0.05840299175933361,0.0,-1.4490660129792552,0.32746388038797586,1,8.0,1,1,-1.3471270692192219,-1.3471270692192217
2016-05-11,air_4cab15ad29c0ffbc,0,0,0,0,0,0,1,0.3324319293686206,0.4002735053865672,0.0,-1.4748039727355637,0.31586897716932105,1,11.0,1,1,-1.1524674743317662,-1.152467474331766
2016-05-12,air_4cab15ad29c0ffbc,0,0,0,0,1,0,0,0.36740826081565353,0.6098070459968069,0.0,1.922606715097156,0.01440149348429503,1,13.0,1,1,-1.0291315669890528,-1.0291315669890526
2016-05-13,air_4cab15ad29c0ffbc,1,0,0,0,0,0,0,0.5656074723488397,0.5987789649120576,0.0,1.5365373187525286,0.44341291257452453,1,33.0,1,1,-0.6635011109835142,-0.663501110983514
2016-05-14,air_4cab15ad29c0ffbc,0,0,1,0,0,0,0,0.6821952438389491,0.8193405866070469,0.0,1.588013238265146,0.47819762223048873,1,27.0,1,1,-0.4989674057810218,-0.49896740578102167
2016-05-15,air_4cab15ad29c0ffbc,0,0,0,1,0,0,0,0.705512798136971,0.7311159379290512,0.0,1.1762058821642103,0.5941466544170372,1,18.0,1,1,-1.1287787405623932,-1.128778740562393
2016-05-16,air_4cab15ad29c0ffbc,0,1,0,0,0,0,0,0.6472189123919162,0.7972844244375477,0.0,-0.36807170321429894,0.1071607192335337,1,14.0,1,1,-1.4508940225785403,-1.45089402257854
2016-05-17,air_4cab15ad29c0ffbc,0,0,0,0,0,1,0,0.16920904928246744,0.4002735053865672,0.0,1.3563716004583695,-0.12473734513956326,1,16.0,1,1,-1.2745159504913615,-1.2745159504913612
