visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Western food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,total_area_visitors,total_genre_visitors
2016-07-24,air_b45b8e456f53942a,0,0,0,1,0,0,0,1.06358407048104,1.1917090491713507,0.0,2.4277836171894296,1.0335200370080924,1,7.0,1,1,-0.48863961100533465,-0.48863961100533465
2016-07-25,air_b45b8e456f53942a,0,1,0,0,0,0,0,1.1082777666245969,1.1327601342913,0.0,2.1073221977752494,1.0875023243751165,1,6.0,1,1,-1.1234735974226777,-1.1234735974226777
2016-07-27,air_b45b8e456f53942a,0,0,0,0,0,0,1,1.06358407048104,0.7790666450109969,0.0,-1.1774073512200955,1.2584462343706921,1,19.0,1,1,-0.2013559724227629,-0.2013559724227629
2016-07-28,air_b45b8e456f53942a,0,0,0,0,1,0,0,1.2602363335126905,1.1074963136284213,0.0,-1.0972919963665506,1.3664108091047404,1,20.0,1,1,0.0208544095439367,0.0208544095439367
2016-07-29,air_b45b8e456f53942a,1,0,0,0,0,0,0,1.295991290427536,1.1917090491713507,0.0,-1.1774073512200955,1.4293901443662682,1,18.0,1,1,1.2047439986577007,1.2047439986577007
2016-07-30,air_b45b8e456f53942a,0,0,1,0,0,0,0,1.4211336396294956,1.3601345202572095,0.0,-0.6700101038143106,1.5463517669948201,1,20.0,1,1,1.3215800730361984,1.3215800730361984
2016-07-31,air_b45b8e456f53942a,0,0,0,1,0,0,0,1.4926435534591862,1.528559991343068,0.0,0.2913741544282294,1.4563812880497804,1,20.0,1,1,-0.44427148149451273,-0.44427148149451273
2016-08-01,air_b45b8e456f53942a,0,1,0,0,0,0,0,1.5909696849750117,1.5875089062231187,0.0,0.3981946275662895,1.627325198045356,1,16.0,1,1,-1.1774548216608445,-1.1774548216608445
2016-08-02,air_b45b8e456f53942a,0,0,0,0,0,1,0,1.4658273357730525,1.4275047086915529,0.0,1.2794635309552842,1.528357671205812,1,13.0,1,1,-0.8262071297001712,-0.8262071297001712
2016-08-03,air_b45b8e456f53942a,0,0,0,0,0,0,1,1.4568885965443408,1.4864536235716035,0.0,-0.29613844783110066,1.5823399585728362,1,18.0,1,1,-0.38067716252900136,-0.38067716252900136
2016-08-04,air_b45b8e456f53942a,0,0,0,0,1,0,0,1.4479498573156293,1.452768529354432,0.0,0.7453611652649844,1.5013665275223003,1,20.0,1,1,-0.2545977278357492,-0.2545977278357492
2016-08-05,air_b45b8e456f53942a,1,0,0,0,0,0,0,1.32280750811367,1.2338154169428153,0.0,0.8254765201185295,1.3034314738432122,1,10.0,1,1,0.7913809253818768,0.7913809253818768
2016-08-06,air_b45b8e456f53942a,0,0,1,0,0,0,0,1.295991290427536,1.4696110764630177,0.0,2.214142670913309,1.1504816596366443,1,29.0,1,1,0.5503140883730778,0.5503140883730778
2016-08-08,air_b45b8e456f53942a,0,1,0,0,0,0,0,1.5909696849750117,1.520138717788775,0.0,1.7601556600765544,1.5823399585728362,1,7.0,1,1,-1.1589681010313353,-1.1589681010313353
2016-08-09,air_b45b8e456f53942a,0,0,0,0,0,1,0,1.2781138119701132,1.1748665020627649,0.0,1.0124123481101341,1.2854373780542043,1,17.0,1,1,-0.33076301682932674,-0.33076301682932674
2016-08-10,air_b45b8e456f53942a,0,0,0,0,0,0,1,1.2155426373691336,1.124338860737007,0.0,1.7334505417920396,1.3124285217377163,1,26.0,1,1,0.6686291004019362,0.6686291004019362
2016-08-11,air_b45b8e456f53942a,0,0,0,0,1,0,0,1.3138687688849586,1.402240888028674,1.0,1.7868607783610693,1.1684757554256522,1,23.0,1,1,0.35953113147654375,0.35953113147654375
2016-08-12,air_b45b8e456f53942a,1,0,0,0,0,0,0,1.3764399434859387,1.4864536235716035,0.0,1.4931044772314044,1.2584462343706921,1,14.0,1,1,-0.07120945919101872,-0.07120945919101872
2016-08-13,air_b45b8e456f53942a,0,0,1,0,0,0,0,1.3853786827146497,1.4948748971258965,1.0,2.2675529074823397,1.3214255696322204,1,21.0,1,1,0.09406182323679281,0.09406182323679281
2016-08-14,air_b45b8e456f53942a,0,0,0,1,0,0,0,1.4032561611720724,1.393819614474381,1.0,2.2675529074823397,1.2674432822651962,1,8.0,1,1,-0.9378669223024062,-0.9378669223024062
2016-08-15,air_b45b8e456f53942a,0,1,0,0,0,0,0,1.4390111180869185,1.4190834351372599,1.0,-0.029087264985950653,1.537354719100316,1,22.0,1,1,-1.4614108505301044,-1.4614108505301044
2016-08-16,air_b45b8e456f53942a,0,0,0,0,0,1,0,1.3853786827146497,1.2422366904971085,0.0,-0.8035356952368856,1.465378335944284,1,17.0,1,1,-1.3442050417390166,-1.3442050417390166
2016-08-17,air_b45b8e456f53942a,0,0,0,0,0,0,1,1.206603898140422,0.9222282954339768,0.0,-1.1774073512200955,1.3934019527882522,1,10.0,1,1,-0.8439543815044999,-0.8439543815044999
2016-08-18,air_b45b8e456f53942a,0,0,0,0,1,0,0,1.412194900400784,1.4275047086915529,0.0,0.6385406921269243,1.3574137612102362,1,13.0,1,1,-0.5696114473625846,-0.5696114473625846
2016-08-19,air_b45b8e456f53942a,1,0,0,0,0,0,0,1.3943174219433614,1.27592178471428,0.0,-1.1239971146510657,1.4293901443662682,1,25.0,1,1,0.7547772185354488,0.7547772185354488
2016-08-20,air_b45b8e456f53942a,0,0,1,0,0,0,0,1.3138687688849586,1.2001303227256437,0.0,-1.1239971146510657,1.4923694796277962,1,15.0,1,1,0.6379411441569511,0.6379411441569511
2016-08-21,air_b45b8e456f53942a,0,0,0,1,0,0,0,1.4300723788582068,1.402240888028674,0.0,0.0510280898675943,1.5013665275223003,1,2.0,1,1,-0.8317531458890238,-0.8317531458890238
2016-08-22,air_b45b8e456f53942a,0,1,0,0,0,0,0,1.3585624650285155,1.0569686723026634,0.0,-1.1774073512200955,1.5463517669948201,1,11.0,1,1,-2.0130545941146565,-2.0130545941146565
2016-08-23,air_b45b8e456f53942a,0,0,0,0,0,1,0,1.251297594283979,1.1748665020627649,0.0,-0.18931797469304057,1.3214255696322204,1,15.0,1,1,-0.6339452351532763,-0.6339452351532763
2016-08-24,air_b45b8e456f53942a,0,0,0,0,0,0,1,1.2870525511988247,1.3685557938115025,0.0,1.7334505417920396,1.1504816596366443,1,23.0,1,1,-0.4450109503196931,-0.4450109503196931
2016-08-25,air_b45b8e456f53942a,0,0,0,0,1,0,0,1.3406849865710928,1.410662161582967,0.0,2.0005017246371897,1.1954668991091644,1,15.0,1,1,-0.31634337473830965,-0.31634337473830965
2016-08-26,air_b45b8e456f53942a,1,0,0,0,0,0,0,1.0546453312523283,1.0401261251940777,0.0,-1.1507022329355807,1.0695082285861086,1,11.0,1,1,1.0509344830201848,1.0509344830201848
2016-08-27,air_b45b8e456f53942a,0,0,1,0,0,0,0,1.0367678527949056,1.006441030976906,0.0,2.1607324343442795,0.8985643185905327,1,13.0,1,1,1.1134195987479256,1.1134195987479256
2016-08-28,air_b45b8e456f53942a,0,0,0,1,0,0,0,1.0546453312523283,1.1496026813998859,0.0,1.5732198320849495,0.8715731749070206,1,2.0,1,1,-0.2852856840807343,-0.2852856840807343
2016-08-29,air_b45b8e456f53942a,0,1,0,0,0,0,0,1.5283985103740323,1.646457821103169,0.0,1.9203863697836443,1.2584462343706921,1,20.0,1,1,-1.446621474026497,-1.446621474026497
2016-08-30,air_b45b8e456f53942a,0,0,0,0,0,1,0,1.6446021203472803,1.570666359114533,0.0,0.2646690361437145,1.645319293834364,1,21.0,1,1,-0.6601963784471793,-0.6601963784471793
2016-08-31,air_b45b8e456f53942a,0,0,0,0,0,0,1,1.3764399434859387,1.3348706995943305,0.0,0.23796391785919935,1.465378335944284,1,4.0,1,1,-0.23389260073069895,-0.23389260073069895
2016-09-01,air_b45b8e456f53942a,0,0,0,0,1,0,0,1.5283985103740323,1.579087632668826,0.0,1.2260532943862543,1.465378335944284,1,11.0,1,1,-0.6243321404259315,-0.6243321404259315
2016-09-02,air_b45b8e456f53942a,1,0,0,0,0,0,0,1.3853786827146497,1.5117174442344823,0.0,-0.1092026198394956,1.3844049048937483,1,10.0,1,1,0.5702797466529477,0.5702797466529477
2016-09-03,air_b45b8e456f53942a,0,0,1,0,0,0,0,1.32280750811367,1.1748665020627649,0.0,0.1845536812901693,1.4743753838387883,1,24.0,1,1,1.1478048991188126,1.1478048991188126
2016-09-05,air_b45b8e456f53942a,0,1,0,0,0,0,0,1.3406849865710928,1.3011856053771589,0.0,1.1726430578172247,1.375407856999244,1,11.0,1,1,-1.3564062773544927,-1.3564062773544927
2016-09-06,air_b45b8e456f53942a,0,0,0,0,0,1,0,1.3049300296562474,1.0738112194112497,0.0,-1.1774073512200955,1.4923694796277962,1,8.0,1,1,-0.6601963784471793,-0.6601963784471793
2016-09-08,air_b45b8e456f53942a,0,0,0,0,1,0,0,0.8758705466781006,0.7369602772395322,0.0,-1.0705868780820356,0.8805702228015245,1,9.0,1,1,-0.4183900726132,-0.4183900726132
2016-09-09,air_b45b8e456f53942a,1,0,0,0,0,0,0,0.8222381113058321,0.7369602772395322,0.0,-1.1774073512200955,0.7995967917509887,1,15.0,1,1,0.8845539973546027,0.8845539973546027
2016-09-10,air_b45b8e456f53942a,0,0,1,0,0,0,0,0.8848092859068121,0.8380155598910474,0.0,-0.8302408135214007,0.9795377496410685,1,22.0,1,1,1.3881322673024312,1.3881322673024312
2016-09-11,air_b45b8e456f53942a,0,0,0,1,0,0,0,0.8579930682206779,0.8043304656738754,0.0,1.0124123481101341,0.9255554622740445,1,7.0,1,1,-0.33039328241673654,-0.33039328241673654
2016-09-12,air_b45b8e456f53942a,0,1,0,0,0,0,0,0.8490543289919663,0.8548581069996332,0.0,1.0658225846791645,0.7995967917509887,1,4.0,1,1,-1.3353314158368523,-1.3353314158368523
2016-09-13,air_b45b8e456f53942a,0,0,0,0,0,1,0,0.911625503592946,0.7874879185652897,0.0,-0.8302408135214007,1.0605111806916043,1,6.0,1,1,-0.8228795199868595,-0.8228795199868595
2016-09-14,air_b45b8e456f53942a,0,0,0,0,0,0,1,0.9473804605077918,0.871700654108219,0.0,-0.32284356611561554,1.0155259412190845,1,5.0,1,1,-0.4320702458790367,-0.4320702458790367
2016-09-15,air_b45b8e456f53942a,0,0,0,0,1,0,0,0.9920741566513487,1.006441030976906,0.0,0.2646690361437145,1.0155259412190845,1,7.0,1,1,-0.11077104133816823,-0.11077104133816823
2016-09-16,air_b45b8e456f53942a,1,0,0,0,0,0,0,1.0993390273958854,1.2001303227256437,0.0,1.1192328212481943,0.8985643185905327,1,15.0,1,1,0.8172623342631895,0.8172623342631895
2016-09-17,air_b45b8e456f53942a,0,0,1,0,0,0,0,0.8401155897632552,0.7959091921195827,0.0,-0.2160230929775556,0.7816026959619806,1,9.0,1,1,1.2746238026372452,1.2746238026372452
2016-09-18,air_b45b8e456f53942a,0,0,0,1,0,0,0,0.5898308913593361,0.4927433441650368,0.0,-1.1239971146510657,0.6376499296499167,1,6.0,1,1,0.10922093415299029,0.10922093415299029
2016-09-21,air_b45b8e456f53942a,0,0,0,0,0,0,1,0.67921828364645,0.7790666450109969,0.0,1.8669761332146144,0.5746705943883889,1,4.0,1,1,0.3147932675531317,0.3147932675531317
2016-09-22,air_b45b8e456f53942a,0,0,0,0,1,0,0,0.6881570228751612,0.6527475416966028,1.0,-0.3495486844001306,0.5296853549158689,1,4.0,1,1,-0.3440734556825733,-0.3440734556825733
2016-09-23,air_b45b8e456f53942a,1,0,0,0,0,0,0,0.67921828364645,0.4590582499478652,0.0,-1.1774073512200955,0.8805702228015245,1,18.0,1,1,0.1321444677335816,0.1321444677335816
2016-09-24,air_b45b8e456f53942a,0,0,1,0,0,0,0,0.8848092859068121,0.9980197574226131,0.0,0.8254765201185295,0.7006292649114446,1,10.0,1,1,1.0505647486075946,1.0505647486075946
2016-09-26,air_b45b8e456f53942a,0,1,0,0,0,0,0,1.0367678527949056,1.1327601342913,0.0,1.7067454235075246,0.8805702228015245,1,6.0,1,1,-1.1094236897442509,-1.1094236897442509
2016-09-28,air_b45b8e456f53942a,0,0,0,0,0,0,1,0.9205642428216575,0.9053857483253909,0.0,-0.9370612866594606,0.9165584143795406,1,7.0,1,1,-0.3784587560534603,-0.3784587560534603
2016-09-29,air_b45b8e456f53942a,0,0,0,0,1,0,0,0.6613408051890273,0.5853773532622593,0.0,0.1311434447211395,0.7276204085949567,1,11.0,1,1,-0.258295071961651,-0.258295071961651
2016-09-30,air_b45b8e456f53942a,1,0,0,0,0,0,0,0.7060345013325843,0.8548581069996332,0.0,1.5465147138004343,0.367738492814797,1,12.0,1,1,1.118226146111598,1.118226146111598
2016-10-01,air_b45b8e456f53942a,0,0,1,0,0,0,0,0.7954218936196982,0.9306495689882694,0.0,1.5999249503694646,0.6646410733334288,1,10.0,1,1,1.1518719776573045,1.1518719776573045
2016-10-02,air_b45b8e456f53942a,0,0,0,1,0,0,0,0.866931807449389,1.0401261251940777,0.0,1.1993481761017395,0.6016617380719008,1,2.0,1,1,-0.48198439157871137,-0.48198439157871137
2016-10-03,air_b45b8e456f53942a,0,1,0,0,0,0,0,0.8401155897632552,0.753802824348118,0.0,-1.1774073512200955,0.8895672706960287,1,7.0,1,1,-1.5519957816146992,-1.5519957816146992
2016-10-04,air_b45b8e456f53942a,0,0,0,0,0,1,0,0.6077083698167588,0.6864326359137745,0.0,0.7720662835494994,0.6106587859664048,1,8.0,1,1,-0.7189841500490183,-0.7189841500490183
2016-10-05,air_b45b8e456f53942a,0,0,0,0,0,0,1,0.4110561067851083,0.3832667879592286,0.0,0.5050151007043494,0.47570306754884484,1,23.0,1,1,-0.886843573364961,-0.886843573364961
2016-10-07,air_b45b8e456f53942a,1,0,0,0,0,0,0,0.19652636529603487,0.197998769764784,0.0,-0.24272821126207061,0.286765061764261,1,15.0,1,1,0.7399878420318414,0.7399878420318414
2016-10-08,air_b45b8e456f53942a,0,0,1,0,0,0,0,0.4110561067851083,0.34958169374205694,0.0,-1.1507022329355807,0.35874144492029303,1,16.0,1,1,0.988449367292444,0.988449367292444
2016-10-09,air_b45b8e456f53942a,0,0,0,1,0,0,0,0.3753011498702627,0.36642424085064274,0.0,0.3981946275662895,0.33175030123678095,1,3.0,1,1,0.28040796718224476,0.28040796718224476
2016-10-11,air_b45b8e456f53942a,0,0,0,0,0,1,0,0.23228132221088046,0.24852641109054174,0.0,0.0510280898675943,0.17880048703021315,1,16.0,1,1,-1.2022270273043867,-1.2022270273043867
2016-10-12,air_b45b8e456f53942a,0,0,0,0,0,0,1,0.13395519069505504,0.046415845787511234,0.0,-0.18931797469304057,0.286765061764261,1,8.0,1,1,-0.5026895186837615,-0.5026895186837615
2016-10-14,air_b45b8e456f53942a,1,0,0,0,0,0,0,0.16971014760990064,0.1643136755476124,0.0,1.5732198320849495,0.10682410387418113,1,9.0,1,1,0.8945368264945377,0.8945368264945377
2016-10-15,air_b45b8e456f53942a,0,0,1,0,0,0,0,0.23228132221088046,0.5095858912736226,0.0,1.4396942406623745,-0.06411980612139469,1,17.0,1,1,1.3518982948685934,1.3518982948685934
2016-10-19,air_b45b8e456f53942a,0,0,0,0,0,0,1,0.2501588006683032,0.48432207061074406,0.0,1.4931044772314044,0.02585067282364524,1,5.0,1,1,-0.49677376808231866,-0.49677376808231866
2016-10-20,air_b45b8e456f53942a,0,0,0,0,1,0,0,-0.0805745507940183,0.15589240199331933,0.0,-0.9904715232284905,-0.4060076261125464,1,4.0,1,1,-0.2801094023044718,-0.2801094023044718
2016-10-21,air_b45b8e456f53942a,1,0,0,0,0,0,0,-0.29510429228309165,-0.4083329261443074,0.0,-1.0171766415130057,-0.32503419506201053,1,16.0,1,1,0.917460360075129,0.917460360075129
2016-10-22,air_b45b8e456f53942a,0,0,1,0,0,0,0,-0.12526824693757527,-0.22306490794986283,0.0,-1.1774073512200955,0.00785657703463724,1,4.0,1,1,1.4554239303938443,1.4554239303938443
2016-10-23,air_b45b8e456f53942a,0,0,0,1,0,0,0,-0.19677816076726637,-0.18095854017839816,0.0,-0.055792383270465554,-0.15409028506643463,1,16.0,1,1,-0.2520095869476179,-0.2520095869476179
2016-10-24,air_b45b8e456f53942a,0,1,0,0,0,0,0,-0.19677816076726637,-0.28201382282991333,0.0,-0.055792383270465554,-0.12709914138292266,1,12.0,1,1,-1.2562082515425532,-1.2562082515425532
2016-10-25,air_b45b8e456f53942a,0,0,0,0,0,1,0,-0.026942115421749912,0.02115202512463236,0.0,0.4248997458508044,-0.3070400992730025,1,30.0,1,1,-0.5951231218313071,-0.5951231218313071
2016-10-26,air_b45b8e456f53942a,0,0,0,0,0,0,1,0.16077140838118928,0.45063697639357214,0.0,0.31807927271274433,0.052841816507157205,1,3.0,1,1,-0.2102295983249273,-0.2102295983249273
2016-10-27,air_b45b8e456f53942a,0,0,0,0,1,0,0,-0.187839421538555,-0.18095854017839816,0.0,0.0510280898675943,-0.10910504559391465,1,2.0,1,1,-0.19691915947168073,-0.19691915947168073
2016-10-28,air_b45b8e456f53942a,1,0,0,0,0,0,0,-0.04481959387917279,-0.07990325752688282,0.0,-0.5097793941072206,0.02585067282364524,1,4.0,1,1,0.8213294128016816,0.8213294128016816
2016-10-29,air_b45b8e456f53942a,0,0,1,0,0,0,0,-0.393430423798917,-0.5178094823501156,0.0,0.4516048641353193,-0.20807257243345859,1,23.0,1,1,1.6336359172623123,1.6336359172623123
2016-10-31,air_b45b8e456f53942a,0,1,0,0,0,0,0,-0.393430423798917,-0.33254146415567093,0.0,-1.0972919963665506,-0.4419958176905624,1,5.0,1,1,-1.089458031464381,-1.089458031464381
2016-11-01,air_b45b8e456f53942a,0,0,0,0,0,1,0,-0.5364502514582993,-0.719920047653146,0.0,-1.1774073512200955,-0.3340312429565145,1,3.0,1,1,-0.8106782843713835,-0.8106782843713835
2016-11-02,air_b45b8e456f53942a,0,0,0,0,0,0,1,-0.5185727730008765,-0.5178094823501156,0.0,-0.4563691575381906,-0.4419958176905624,1,10.0,1,1,0.32218795580493537,0.32218795580493537
2016-11-03,air_b45b8e456f53942a,0,0,0,0,1,0,0,-0.5632664691444333,-0.7283413212074391,1.0,-1.1774073512200955,-0.43299876979605845,1,10.0,1,1,-0.13406430933134972,-0.13406430933134972
2016-11-04,air_b45b8e456f53942a,1,0,0,0,0,0,0,-0.5275115122295879,-0.6946562269902673,0.0,-1.0972919963665506,-0.3880135303235385,1,15.0,1,1,-0.007615140225507346,-0.007615140225507346
2016-11-05,air_b45b8e456f53942a,0,0,1,0,0,0,0,-0.6168989045167018,-0.6862349534359744,0.0,-1.1774073512200955,-0.43299876979605845,1,15.0,1,1,1.1703586982868137,1.1703586982868137
2016-11-06,air_b45b8e456f53942a,0,0,0,1,0,0,0,-0.6973475575751042,-0.719920047653146,0.0,-0.4563691575381906,-0.5679544882136184,1,2.0,1,1,-0.5666535720618631,-0.5666535720618631
2016-11-07,air_b45b8e456f53942a,0,1,0,0,0,0,0,-0.6168989045167018,-0.736762594761732,0.0,0.1311434447211395,-0.4959781050575863,1,8.0,1,1,-1.3253485866969175,-1.3253485866969175
2016-11-08,air_b45b8e456f53942a,0,0,0,0,0,1,0,-0.2861655530543803,-0.14727344596122638,0.0,-1.1507022329355807,-0.32503419506201053,1,1.0,1,1,-1.14824580306622,-1.14824580306622
2016-11-09,air_b45b8e456f53942a,0,0,0,0,0,0,1,-0.7867349498622181,-0.7704476889789038,0.0,-0.8035356952368856,-0.6489279192641543,1,2.0,1,1,-0.8472819912178116,-0.8472819912178116
2016-11-10,air_b45b8e456f53942a,0,0,0,0,1,0,0,-0.7331025144899499,-0.7788689625331967,0.0,-0.0824975015549807,-0.6489279192641543,1,1.0,1,1,-0.5888376368172741,-0.5888376368172741
2016-11-11,air_b45b8e456f53942a,1,0,0,0,0,0,0,-0.6258376437454132,-0.6272860385559237,0.0,0.8254765201185295,-0.7748865897872101,1,10.0,1,1,0.33660759789595246,0.33660759789595246
2016-11-12,air_b45b8e456f53942a,0,0,1,0,0,0,0,-0.33085924919793724,-0.14727344596122638,0.0,0.6385406921269243,-0.36102238664002645,1,10.0,1,1,1.6946420953396923,1.6946420953396923
2016-11-13,air_b45b8e456f53942a,0,0,0,1,0,0,0,-0.16102320385242078,-0.14727344596122638,0.0,-0.8569459318059156,-0.3070400992730025,1,6.0,1,1,-0.4339189179419876,-0.4339189179419876
2016-11-14,air_b45b8e456f53942a,0,1,0,0,0,0,0,-0.17890068230984357,0.029573298678925268,0.0,0.7987714018340145,-0.5229692487410984,1,3.0,1,1,-1.4329413007606604,-1.4329413007606604
2016-11-15,air_b45b8e456f53942a,0,0,0,0,0,1,0,-0.2593493353682461,0.029573298678925268,0.0,-1.0438817597975205,-0.37901648242903446,1,1.0,1,1,-0.9441524073164393,-0.9441524073164393
2016-11-16,air_b45b8e456f53942a,0,0,0,0,0,0,1,-0.7152250360325272,-0.8293966038589543,0.0,-0.6967152220988256,-0.5229692487410984,1,3.0,1,1,-0.3766100839905094,-0.3766100839905094
2016-11-17,air_b45b8e456f53942a,0,0,0,0,1,0,0,-0.7331025144899499,-0.7957115096417825,0.0,-0.1092026198394956,-0.6219367755806423,1,12.0,1,1,-0.3281748759411955,-0.3281748759411955
2016-11-18,air_b45b8e456f53942a,1,0,0,0,0,0,0,-0.3219205099692259,-0.18095854017839816,0.0,-0.4563691575381906,-0.6039426797916343,1,10.0,1,1,0.9326194709913265,0.9326194709913265
2016-11-19,air_b45b8e456f53942a,0,0,1,0,0,0,0,0.062445276865364004,0.18115622265619818,0.0,-0.0824975015549807,0.034847720718149205,1,11.0,1,1,1.42621491179922,1.42621491179922
2016-11-20,air_b45b8e456f53942a,0,0,0,1,0,0,0,-0.22359437845340052,-0.054639436864004104,0.0,-0.6700101038143106,-0.46898696137407436,1,1.0,1,1,-0.1891547368072869,-0.1891547368072869
2016-11-22,air_b45b8e456f53942a,0,0,0,0,0,1,0,-0.7688574714047954,-0.8546604245218331,0.0,-1.1774073512200955,-0.6669220150531623,1,11.0,1,1,0.6009677028979329,0.6009677028979329
2016-11-23,air_b45b8e456f53942a,0,0,0,0,0,0,1,-1.2426106505264993,-1.1830900931392576,1.0,-0.5097793941072206,-1.1167744097783618,1,7.0,1,1,-0.25053064929725716,-0.25053064929725716
2016-11-24,air_b45b8e456f53942a,0,0,0,0,1,0,0,-1.0906520836384055,-1.1157199047049142,0.0,0.21125879957468444,-1.062792122411338,1,4.0,1,1,-1.156379960143204,-1.156379960143204
2016-11-25,air_b45b8e456f53942a,1,0,0,0,0,0,0,-0.9565709952077346,-0.9388731600647625,0.0,0.31807927271274433,-0.90984230820477,1,12.0,1,1,0.8006242856966314,0.8006242856966314
2016-11-26,air_b45b8e456f53942a,0,0,1,0,0,0,0,-0.7241637752612385,-0.8041327831960754,0.0,0.0510280898675943,-0.6309338234751463,1,15.0,1,1,1.7379010216127437,1.7379010216127437
2016-11-27,air_b45b8e456f53942a,0,0,0,1,0,0,0,-0.45600159839989673,-0.27359254927562043,0.0,-0.8836510500904305,-0.5409633445301063,1,3.0,1,1,-0.5477971170197639,-0.5477971170197639
2016-11-28,air_b45b8e456f53942a,0,1,0,0,0,0,0,-0.6168989045167018,-0.6778136798816813,0.0,0.4516048641353193,-0.4959781050575863,1,2.0,1,1,-1.2872659422001287,-1.2872659422001287
