visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Okonomiyaki/Monja/Teppanyaki,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2017-02-07,air_7420042ff75f9aca,0,0,0,0,0,1,0,-0.8047052707368362,-1.2700108111425827,0.0,-0.27291062348708484,-0.1890363899000051,1,17.0,1,1,-0.7976959281899837,-0.7976959281899837
2017-02-08,air_7420042ff75f9aca,0,0,0,0,0,0,1,-0.39371316160283837,-0.5692120668464791,0.0,-0.3625351181825475,0.1480405463072328,1,11.0,1,1,-0.3353637569451655,-0.33536375694516557
2017-02-09,air_7420042ff75f9aca,0,0,0,0,1,0,0,-1.0787000101595015,-1.491315677762405,0.0,-1.438029054528101,-0.6103825601590523,1,35.0,1,1,-0.6468139544960664,-0.6468139544960664
2017-02-10,air_7420042ff75f9aca,1,0,0,0,0,0,0,-0.9417026404481686,-0.9749376556494864,0.0,0.29471117625084614,-0.5682479431331475,1,34.0,1,1,1.020338717800921,1.0203387178009207
2017-02-11,air_7420042ff75f9aca,0,0,1,0,0,0,0,-1.398360539485944,-1.1962425222693087,1.0,-0.03391197096585083,-1.2002671985217184,1,35.0,1,1,1.6182783913286671,1.618278391328667
2017-02-12,air_7420042ff75f9aca,0,0,0,1,0,0,0,-1.3070289596783888,-0.6798645001563898,0.0,0.3843356709463089,-1.4530749006771468,1,25.0,1,1,-0.28767760229622374,-0.2876776022962238
2017-02-13,air_7420042ff75f9aca,0,1,0,0,0,0,0,-0.8503710606406135,-0.6429803557197529,0.0,-0.5417841075734731,-0.94745949636629,1,11.0,1,1,-1.1650283382201132,-1.1650283382201132
2017-02-14,air_7420042ff75f9aca,0,0,0,0,0,1,0,-0.7590394808330588,-0.606096211283116,0.0,-0.30278545505223914,-0.652517177184957,1,15.0,1,1,-0.5346769814544142,-0.5346769814544143
2017-02-15,air_7420042ff75f9aca,0,0,0,0,0,0,1,0.10861052733871421,0.13158667744962502,0.0,0.7129588181630055,0.19017516333313736,1,21.0,1,1,-0.0008155782361835132,-0.0008155782361835724
2017-02-16,air_7420042ff75f9aca,0,0,0,0,1,0,0,0.6566000061840446,1.2381110105487365,0.0,1.2507057863357822,-0.652517177184957,1,37.0,1,1,0.014086345091610785,0.014086345091610726
2017-02-17,air_7420042ff75f9aca,1,0,0,0,0,0,0,1.524250014355817,1.0168061439289142,0.0,-1.4679038860932552,1.6227521422138982,1,30.0,1,1,1.1544560277510696,1.1544560277510694
2017-02-18,air_7420042ff75f9aca,0,0,1,0,0,0,0,0.7479315859915997,0.2053549663228995,0.0,-0.5119092760083188,1.4120790570843744,1,31.0,1,1,1.8466503663271148,1.8466503663271145
2017-02-19,air_7420042ff75f9aca,0,0,0,1,0,0,0,0.10861052733871421,-0.05283404473356023,0.0,1.7585779229434049,-0.06263253882229082,1,28.0,1,1,-0.12599173418965562,-0.12599173418965567
2017-02-20,air_7420042ff75f9aca,0,1,0,0,0,0,0,1.387252644644485,2.787245076887493,0.0,-1.3185297282674837,0.7800598016958037,1,31.0,1,1,-1.3416161296544755,-1.3416161296544755
2017-02-22,air_7420042ff75f9aca,0,0,0,0,0,0,1,0.06294473743493685,0.2422391107595364,0.0,0.0855873552947663,-0.7789210282626712,1,16.0,1,1,-0.0201880785623161,-0.02018807856231616
2017-02-23,air_7420042ff75f9aca,0,0,0,0,1,0,0,1.7069131739709273,1.311879299422011,0.0,-1.4679038860932552,1.6227521422138982,1,28.0,1,1,-0.09134476245253388,-0.09134476245253394
2017-02-24,air_7420042ff75f9aca,1,0,0,0,0,0,0,-0.2567157918915059,-0.20037062248010856,0.0,-0.1534112972264677,0.400848248462661,1,20.0,1,1,1.294534107032336,1.2945341070323357
2017-02-25,air_7420042ff75f9aca,0,0,1,0,0,0,0,0.10861052733871421,0.05781838857635118,0.0,1.5195792704221707,-0.39970947502952875,1,26.0,1,1,2.1689044582906662,2.1689044582906662
2017-02-26,air_7420042ff75f9aca,0,0,0,1,0,0,0,0.8392631657991544,0.7217329884358177,0.0,1.1013316285100108,0.35871363143675644,1,26.0,1,1,0.09045870214655657,0.0904587021465565
2017-02-27,air_7420042ff75f9aca,0,1,0,0,0,0,0,0.06294473743493685,0.2422391107595364,0.0,1.6092037651176336,0.44298286548856575,1,28.0,1,1,-1.0078130471118834,-1.0078130471118834
2017-02-28,air_7420042ff75f9aca,0,0,0,0,0,1,0,0.01727894753115909,0.5373122662526324,0.0,1.6390785966827877,-0.5261133261072428,1,17.0,1,1,-0.3729911133478461,-0.3729911133478462
