visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Toshima-ku Mejiro,total_area_visitors,total_genre_visitors
2016-07-26,air_7d65049f9d275c0d,0,0,0,0,0,1,0,0.8641719674587435,0.7724644058154292,0.0,-1.320797786000895,0.9549822131570621,1,7.0,1,1,-0.4389302804714002,-0.4389302804714006
2016-07-27,air_7d65049f9d275c0d,0,0,0,0,0,0,1,0.9447453783590977,0.7609520800818552,0.0,-1.2677267633599494,1.0648682615825444,1,7.0,1,1,-0.23750039736134804,-0.23750039736134843
2016-07-28,air_7d65049f9d275c0d,0,0,0,0,1,0,0,1.174955123788681,1.1984204579576747,0.0,0.03251329134321677,1.1637657051654786,1,3.0,1,1,-0.01455498345869365,-0.014554983458694049
2016-07-29,air_7d65049f9d275c0d,1,0,0,0,0,0,0,1.255528534689035,1.3480806924941389,0.0,1.7042505045330016,1.1198112857952855,1,6.0,1,1,1.1732506992639342,1.1732506992639338
2016-07-30,air_7d65049f9d275c0d,0,0,1,0,0,0,0,1.255528534689035,1.40564232116201,0.0,1.5185019252896925,1.0319024470549,1,2.0,1,1,1.2904732463408708,1.2904732463408701
2016-08-01,air_7d65049f9d275c0d,0,1,0,0,0,0,0,1.2785495092319934,1.2444697608919713,0.0,-0.8431585822323849,1.3066175681186059,1,22.0,1,1,-1.2168280058522094,-1.2168280058522096
2016-08-02,air_7d65049f9d275c0d,0,0,0,0,0,1,0,1.1058922001598057,1.0027109204869131,0.0,-0.8962296048733305,1.0758568664250927,1,15.0,1,1,-0.8644184497664827,-0.8644184497664831
2016-08-03,air_7d65049f9d275c0d,0,0,0,0,0,0,1,1.2094865856031185,1.3020313895598423,0.0,-0.2593773331819839,1.1747543100080267,1,9.0,1,1,-0.41741474967879794,-0.4174147496787983
2016-08-04,air_7d65049f9d275c0d,0,0,0,0,1,0,0,1.3591229201323478,1.4171546468955842,0.0,0.9081851649188184,1.284640358433509,1,5.0,1,1,-0.290918266915395,-0.2909182669153954
2016-08-05,air_7d65049f9d275c0d,1,0,0,0,0,0,0,1.4281858437612227,1.463203949829881,0.0,1.5185019252896925,1.3066175681186059,1,6.0,1,1,0.7585202953651529,0.7585202953651524
2016-08-06,air_7d65049f9d275c0d,0,0,1,0,0,0,0,1.4742277928471395,1.555302555698475,0.0,0.9877916988802369,1.4384808262291844,1,11.0,1,1,0.5166560526621069,0.5166560526621065
2016-08-08,air_7d65049f9d275c0d,0,1,0,0,0,0,0,1.4051648692182643,1.440179298362733,0.0,-0.12669977657962003,1.3835378020164433,1,1.0,1,1,-1.1982801344792764,-1.1982801344792766
2016-08-09,air_7d65049f9d275c0d,0,0,0,0,0,1,0,1.796521436448556,1.9582339563735718,0.0,0.8020431196369272,1.4274922213866361,1,15.0,1,1,-0.3673354969718789,-0.3673354969718793
2016-08-10,air_7d65049f9d275c0d,0,0,0,0,0,0,1,1.4742277928471395,1.5322779042313264,0.0,-0.04709324261820152,1.460458035914281,1,13.0,1,1,0.6353624294488779,0.6353624294488774
2016-08-16,air_7d65049f9d275c0d,0,0,0,0,0,1,0,1.2209970728745976,1.4286669726291588,0.0,-0.7900875595914394,1.2077201245356715,1,15.0,1,1,-1.3841298056360647,-1.3841298056360651
2016-08-17,air_7d65049f9d275c0d,0,0,0,0,0,0,1,1.4281858437612227,1.5668148814320486,0.0,1.3062178347259101,1.130799890637834,1,5.0,1,1,-0.8822244062844984,-0.8822244062844987
2016-08-18,air_7d65049f9d275c0d,0,0,0,0,1,0,0,1.2209970728745976,1.2559820866255458,0.0,-1.0554426727961672,1.372549197173895,1,5.0,1,1,-0.606973995110173,-0.6069739951101734
2016-08-19,air_7d65049f9d275c0d,1,0,0,0,0,0,0,1.301570483774952,1.3365683667605646,0.0,0.48361698379125406,1.3505719874887985,1,11.0,1,1,0.7217955100467456,0.7217955100467451
2016-08-20,air_7d65049f9d275c0d,0,0,1,0,0,0,0,1.0828712256168476,1.0717848748883585,0.0,-0.9227651161938033,1.2516745439058645,1,7.0,1,1,0.6045729629698091,0.6045729629698088
2016-08-23,air_7d65049f9d275c0d,0,0,0,0,0,1,0,1.2094865856031185,1.117834177822655,0.0,-0.8962296048733305,1.2626631487484126,1,10.0,1,1,-0.6715205874879797,-0.67152058748798
2016-08-24,air_7d65049f9d275c0d,0,0,0,0,0,0,1,1.174955123788681,1.2099327836912488,0.0,-0.8431585822323849,1.1857429148505751,1,3.0,1,1,-0.4819613420566047,-0.48196134205660507
2016-08-25,air_7d65049f9d275c0d,0,0,0,0,1,0,0,1.3476124328608685,1.382617669694862,0.0,1.810392549814893,1.1857429148505751,1,4.0,1,1,-0.3528681573009912,-0.3528681573009915
2016-08-26,air_7d65049f9d275c0d,1,0,0,0,0,0,0,1.3821438946753062,1.3941299954284356,0.0,1.3592888573668553,1.2406859390633163,1,4.0,1,1,1.0189324094411318,1.0189324094411314
2016-08-27,air_7d65049f9d275c0d,0,0,1,0,0,0,0,0.9217244038161394,0.7264151028811325,0.0,-1.3473332973213676,0.9769594228421589,1,2.0,1,1,1.0816242146816453,1.0816242146816448
2016-08-29,air_7d65049f9d275c0d,0,1,0,0,0,0,0,1.0713607383453687,1.0832972006219328,0.0,-0.6574100029890755,1.0319024470549,1,4.0,1,1,-1.4868850130421134,-1.4868850130421138
2016-08-30,air_7d65049f9d275c0d,0,0,0,0,0,1,0,1.013808301987973,0.8530506859504489,0.0,-1.1881202293985311,1.0758568664250927,1,4.0,1,1,-0.6978585648375446,-0.6978585648375449
2016-08-31,air_7d65049f9d275c0d,0,0,0,0,0,0,1,1.2094865856031185,1.1984204579576747,0.0,1.6511794818920564,1.0758568664250927,1,14.0,1,1,-0.27014465097771007,-0.27014465097771045
2016-09-01,air_7d65049f9d275c0d,0,0,0,0,1,0,0,1.2325075601460769,1.3595930182277134,0.0,1.3327533460463827,1.0209138422123516,1,9.0,1,1,-0.6618756943740546,-0.6618756943740549
2016-09-02,air_7d65049f9d275c0d,1,0,0,0,0,0,0,1.1979760983316392,1.0487602234212101,0.0,-0.04709324261820152,1.130799890637834,1,4.0,1,1,0.5366877537448744,0.536687753744874
2016-09-03,air_7d65049f9d275c0d,0,0,1,0,0,0,0,1.255528534689035,1.3595930182277134,0.0,0.616294540393618,1.3066175681186059,1,12.0,1,1,1.1161232554353007,1.1161232554353002
2016-09-05,air_7d65049f9d275c0d,0,1,0,0,0,0,0,1.393654381946785,1.4171546468955842,0.0,1.2000757894440188,1.3285947778037022,1,7.0,1,1,-1.3963714007422006,-1.3963714007422008
2016-09-06,air_7d65049f9d275c0d,0,0,0,0,0,1,0,1.439696331032702,1.3480806924941389,0.0,1.2000757894440188,1.4494694310717324,1,6.0,1,1,-0.6978585648375446,-0.6978585648375449
2016-09-07,air_7d65049f9d275c0d,0,0,0,0,0,0,1,1.2440180474175562,1.1063218520890812,0.0,-0.7370165369504939,1.3945264068589913,1,4.0,1,1,-0.6017805911257518,-0.6017805911257521
2016-09-08,air_7d65049f9d275c0d,0,0,0,0,1,0,0,1.1634446365172018,1.117834177822655,0.0,-1.0023716501552216,1.3176061729611537,1,12.0,1,1,-0.4552524072795812,-0.4552524072795816
2016-09-09,air_7d65049f9d275c0d,1,0,0,0,0,0,0,1.2325075601460769,1.3595930182277134,0.0,0.05904880266368945,1.0868454712676412,1,3.0,1,1,0.8520015670847351,0.8520015670847346
2016-09-10,air_7d65049f9d275c0d,0,0,1,0,0,0,0,1.1864656110601604,1.2099327836912488,0.0,-0.2593773331819839,1.1637657051654786,1,9.0,1,1,1.3572455832834294,1.357245583283429
2016-09-12,air_7d65049f9d275c0d,0,1,0,0,0,0,0,0.9677663529020559,0.8070013830161519,0.0,-1.2677267633599494,1.0758568664250927,1,7.0,1,1,-1.375226827377057,-1.3752268273770571
2016-09-13,air_7d65049f9d275c0d,0,0,0,0,0,1,0,0.7260461202009936,0.36953300514033227,0.0,-1.3473332973213676,0.9549822131570621,1,6.0,1,1,-0.8610798329193547,-0.8610798329193551
2016-09-14,air_7d65049f9d275c0d,0,0,0,0,0,0,1,0.7835985565583894,0.6803657999468359,0.0,-1.2677267633599494,0.8670733744166766,1,11.0,1,1,-0.4689778320955516,-0.468977832095552
2016-09-15,air_7d65049f9d275c0d,0,0,0,0,1,0,0,0.8987034292731811,0.6573411484796872,0.0,-1.320797786000895,1.0428910518974481,1,2.0,1,1,-0.14661582763397646,-0.14661582763397685
2016-09-16,air_7d65049f9d275c0d,1,0,0,0,0,0,0,0.7605775820154308,0.4270946338082033,0.0,-1.3473332973213676,1.0099252373698033,1,8.0,1,1,0.784487315287259,0.7844873152872586
2016-09-17,air_7d65049f9d275c0d,0,0,1,0,0,0,0,1.036829276530931,1.0027109204869131,0.0,0.05904880266368945,0.9769594228421589,1,13.0,1,1,1.243361653053621,1.2433616530536205
2016-09-21,air_7d65049f9d275c0d,0,0,0,0,0,0,1,0.43828393841401436,0.288946725005313,0.0,-1.320797786000895,0.5374152291402298,1,4.0,1,1,0.2803561713709407,0.28035617137094027
2016-09-23,air_7d65049f9d275c0d,1,0,0,0,0,0,0,0.5188573493143684,0.16231114193599708,0.0,-1.3473332973213676,0.7352101163060976,1,9.0,1,1,0.09710320220636288,0.09710320220636247
2016-09-24,air_7d65049f9d275c0d,0,0,1,0,0,0,0,0.6339622220291602,0.36953300514033227,0.0,-1.3473332973213676,0.889050584101773,1,11.0,1,1,1.0185614520136732,1.0185614520136728
2016-09-27,air_7d65049f9d275c0d,0,0,0,0,0,1,0,1.0713607383453687,1.0487602234212101,0.0,-0.7370165369504939,1.1088226809527375,1,6.0,1,1,-0.5294438927713131,-0.5294438927713135
2016-09-28,air_7d65049f9d275c0d,0,0,0,0,0,0,1,1.174955123788681,1.1408588292898036,0.0,-0.7900875595914394,1.2406859390633163,1,4.0,1,1,-0.415189005114046,-0.41518900511404633
2016-09-29,air_7d65049f9d275c0d,0,0,0,0,1,0,0,0.956255865630577,0.8300260344833001,0.0,-1.1615847180780583,0.9879480276847069,1,11.0,1,1,-0.29462784118998164,-0.294627841189982
2016-09-30,air_7d65049f9d275c0d,1,0,0,0,0,0,0,0.5879202729432432,0.4616316110089259,0.0,-0.7104810256300211,0.6692784872508084,1,12.0,1,1,1.086446661238608,1.0864466612386074
2016-10-01,air_7d65049f9d275c0d,0,0,1,0,0,0,0,0.39224198932809745,0.12777416473527442,0.0,-1.3473332973213676,0.5374152291402298,1,28.0,1,1,1.120203787137346,1.1202037871373456
2016-10-03,air_7d65049f9d275c0d,0,1,0,0,0,0,0,0.7375566074724725,0.6688534742132616,0.0,-1.3473332973213676,0.8121303502039354,1,3.0,1,1,-1.5926078798678314,-1.5926078798678318
2016-10-04,air_7d65049f9d275c0d,0,0,0,0,0,1,0,0.9907873274450142,1.3020313895598423,0.0,0.29786840454794455,0.7681759308337424,1,2.0,1,1,-0.7568407958034714,-0.7568407958034717
2016-10-05,air_7d65049f9d275c0d,0,0,0,0,0,0,1,0.8871929420017017,0.6573411484796872,0.0,-1.1615847180780583,0.9659708179996105,1,6.0,1,1,-0.9252554678697029,-0.9252554678697033
2016-10-06,air_7d65049f9d275c0d,0,0,0,0,1,0,0,1.1174026874312852,1.221445109424823,0.0,0.8551141422778731,0.9549822131570621,1,7.0,1,1,-0.45747815184433316,-0.45747815184433355
2016-10-07,air_7d65049f9d275c0d,1,0,0,0,0,0,0,0.5879202729432432,0.48465626247607424,0.0,0.19172635926605333,0.6912556969359048,1,17.0,1,1,0.7069572129483992,0.7069572129483987
2016-10-08,air_7d65049f9d275c0d,0,0,1,0,0,0,0,0.564899298400285,0.5307055654103713,0.0,-1.2942622746804222,0.6033468581955189,1,8.0,1,1,0.9562406042006184,0.956240604200618
2016-10-11,air_7d65049f9d275c0d,0,0,0,0,0,1,0,0.15052175662703515,-0.06793537273548685,0.0,-1.2942622746804222,0.3835747613445543,1,15.0,1,1,-1.2416821534919396,-1.2416821534919398
2016-10-12,air_7d65049f9d275c0d,0,0,0,0,0,0,1,0.18505321844147232,0.288946725005313,0.0,0.8285786309573999,0.10885964028084857,1,7.0,1,1,-0.5398307007401556,-0.5398307007401559
2016-10-13,air_7d65049f9d275c0d,0,0,0,0,1,0,0,0.023906396640764136,-0.2866695616733968,0.0,-1.3473332973213676,0.2846773177616204,1,8.0,1,1,-0.5060735748414176,-0.5060735748414179
2016-10-14,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-0.07968798880254842,-0.13700932713693217,0.0,-0.28591284450245663,-0.01201501298718191,1,11.0,1,1,0.8620174176261189,0.8620174176261185
2016-10-15,air_7d65049f9d275c0d,0,0,1,0,0,0,0,0.046927371183722394,0.231385096337442,0.0,1.5185019252896925,-0.09992385172756763,1,9.0,1,1,1.3208917553924808,1.3208917553924804
2016-10-17,air_7d65049f9d275c0d,0,1,0,0,0,0,0,0.13901126935555583,-0.13700932713693217,0.0,-1.3473332973213676,0.32863173713181315,1,2.0,1,1,-1.4598051208376313,-1.4598051208376317
2016-10-18,air_7d65049f9d275c0d,0,0,0,0,0,1,0,0.5303678365858474,0.6458288227461132,0.0,0.21826187058652627,0.4385177855572954,1,7.0,1,1,-0.6689238854957691,-0.6689238854957695
2016-10-19,air_7d65049f9d275c0d,0,0,0,0,0,0,1,0.5188573493143684,0.36953300514033227,0.0,-0.8431585822323849,0.6253240678806152,1,23.0,1,1,-0.5338953819008171,-0.5338953819008174
2016-10-20,air_7d65049f9d275c0d,0,0,0,0,1,0,0,0.645472709300639,0.8070013830161519,0.0,1.3062178347259101,0.4714836000849402,1,5.0,1,1,-0.31651432941004254,-0.3165143294100429
2016-10-21,air_7d65049f9d275c0d,1,0,0,0,0,0,0,0.2195846802559099,0.08172486180097738,0.0,-0.04709324261820152,0.2956659226041686,1,9.0,1,1,0.8850167781285558,0.8850167781285554
2016-10-22,air_7d65049f9d275c0d,0,0,1,0,0,0,0,0.046927371183722394,-0.27515723593982244,0.0,-1.320797786000895,0.21874568870633085,1,11.0,1,1,1.4247598350809054,1.424759835080905
2016-10-24,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-0.1602613997029025,-0.1830586300712288,0.0,1.2531468120849647,-0.08893524688501943,1,2.0,1,1,-1.2958419379009039,-1.295841937900904
2016-10-25,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-0.26385578514621505,-0.40179281900913877,0.0,-0.7104810256300211,-0.2977187388934358,1,22.0,1,1,-0.6325700576048204,-0.6325700576048209
2016-10-26,air_7d65049f9d275c0d,0,0,0,0,0,0,1,0.32317906569922267,0.5767548683446679,0.0,1.2000757894440188,-0.01201501298718191,1,4.0,1,1,-0.24640337562035589,-0.24640337562035627
2016-10-27,air_7d65049f9d275c0d,0,0,0,0,1,0,0,0.31166857842774337,0.30045905073888735,0.0,0.6693655630345633,0.05391661606810742,1,1.0,1,1,-0.23304890823184413,-0.23304890823184451
2016-10-28,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-0.4710445560328402,-0.6780886366149194,0.0,-1.3473332973213676,-0.28673013405088765,1,2.0,1,1,0.7885678469893043,0.7885678469893038
2016-10-31,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-0.2293243233317775,-0.1830586300712288,0.0,-0.3124483558229294,-0.31969594857853223,1,2.0,1,1,-1.1285401381170483,-1.1285401381170486
2016-11-01,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-0.33291870877509006,-0.4938914248777324,0.0,-0.4716614237457661,-0.11091245657011602,1,1.0,1,1,-0.848838237813219,-0.8488382378132193
2016-11-02,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-0.6206808905620692,-0.9774091056878486,0.0,-1.3473332973213676,-0.4515592066891111,1,1.0,1,1,0.2877753199201139,0.28777531992011346
2016-11-04,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-0.26385578514621505,-0.21759560727195149,0.0,1.0939337441621277,-0.46254781153165925,1,8.0,1,1,-0.043118705373010435,-0.04311870537301083
2016-11-05,air_7d65049f9d275c0d,0,0,1,0,0,0,0,-0.1947928615173401,-0.13700932713693217,0.0,0.4570814724707811,-0.16585548078285717,1,19.0,1,1,1.138751658510279,1.1387516585102784
2016-11-07,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-0.6091704032905901,-0.7241379395492161,0.0,0.8816496535983457,-0.49551362605930405,1,2.0,1,1,-1.365210976835673,-1.3652109768356735
2016-11-08,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-0.735785763276861,-0.8162365454178098,0.0,-0.8696940935528578,-0.7262743277528168,1,5.0,1,1,-1.1875223690829753,-1.1875223690829755
2016-11-09,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-0.6782333269194651,-0.7011132880820679,0.0,0.24479738190699893,-0.5284794405869486,1,8.0,1,1,-0.8855630231316263,-0.8855630231316266
2016-11-10,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-0.7703172250912985,-0.8853104998192549,0.0,-1.214655740719004,-0.5614452551145933,1,13.0,1,1,-0.6262637813380233,-0.6262637813380236
2016-11-11,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-0.8393801487201735,-0.9889214314214227,0.0,-1.3473332973213676,-0.7702287471230097,1,9.0,1,1,0.3022426595910016,0.3022426595910012
2016-11-12,air_7d65049f9d275c0d,0,0,1,0,0,0,0,-0.3098977342321318,-0.21759560727195149,0.0,0.3244039158684172,-0.2977187388934358,1,11.0,1,1,1.6647692906466582,1.6647692906466578
2016-11-14,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-0.29838724696065266,-0.4593544476770098,0.0,-1.3473332973213676,-0.1328896662552124,1,5.0,1,1,-1.473159588226143,-1.4731595882261435
2016-11-15,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-0.11421945061698581,-0.1600339786040805,0.0,-0.9227651161938033,-0.0010264081446337196,1,2.0,1,1,-0.9827538691257951,-0.9827538691257954
2016-11-16,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-0.4365130942184026,-0.6780886366149194,0.0,-1.1881202293985311,-0.2207985049955983,1,10.0,1,1,-0.4133342179767527,-0.41333421797675307
2016-11-17,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-0.4250026069469235,-0.27515723593982244,0.0,0.8020431196369272,-0.5394680454294969,1,10.0,1,1,-0.36473879497966827,-0.36473879497966866
2016-11-18,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-0.5746389414761526,-0.5744777050127517,0.0,1.0408627215211823,-0.7262743277528168,1,15.0,1,1,0.9002260326543609,0.9002260326543604
2016-11-19,air_7d65049f9d275c0d,0,0,1,0,0,0,0,-0.74729625054834,-1.0004337571549968,0.0,-1.3473332973213676,-0.5284794405869486,1,13.0,1,1,1.3954541983116713,1.3954541983116708
2016-11-22,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-0.26385578514621505,-0.1600339786040805,0.0,0.4305459611503084,-0.26475292436579106,1,12.0,1,1,0.5674772202239432,0.5674772202239428
2016-11-24,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-1.553030359551882,-1.3918528320965196,0.0,-1.3473332973213676,-1.2976817795653246,1,11.0,1,1,-1.1956834324870658,-1.195683432487066
2016-11-25,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-1.2307367159504652,-1.1385816659578871,0.0,1.1204692554826008,-1.363613408620614,1,9.0,1,1,0.7677942310516194,0.7677942310516189
2016-11-26,air_7d65049f9d275c0d,0,0,1,0,0,0,0,-0.9199535596205276,-0.8737981740856808,0.0,0.3774749385093628,-1.0449438681867154,1,7.0,1,1,1.7081713096593214,1.708171309659321
2016-11-29,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-0.666722839647986,-0.7356502652827903,0.0,0.16519084794558064,-0.5724338599571416,1,1.0,1,1,-0.6882136717236195,-0.6882136717236198
2016-11-30,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-0.8624011232631318,-1.0234584086221452,0.0,-0.04709324261820152,-0.8691261907059438,1,12.0,1,1,-0.4515428330049946,-0.451542833004995
2016-12-01,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-0.7242752760053818,-0.48237909914415805,0.0,-0.5247324463867116,-0.7482515374379132,1,7.0,1,1,-0.5554109126934192,-0.5554109126934197
2016-12-02,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-0.5516179669331943,-0.5975023564799,0.0,0.9081851649188184,-0.4405706018465629,1,19.0,1,1,1.0289482599825157,1.0289482599825153
2016-12-03,air_7d65049f9d275c0d,0,0,1,0,0,0,0,-0.6321913778335484,-0.5514530535456033,0.0,0.4305459611503084,-0.7702287471230097,1,17.0,1,1,2.1529492651822544,2.1529492651822535
2016-12-05,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-0.41349211967544436,-0.27515723593982244,0.0,0.6693655630345633,-0.5065022309018522,1,8.0,1,1,-1.261713854574707,-1.2617138545747075
2016-12-06,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-0.6321913778335484,-0.41330514474271274,0.0,0.9081851649188184,-0.6273768841698827,1,2.0,1,1,-0.7842916454354123,-0.7842916454354126
2016-12-07,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-1.012037457792361,-1.0925323630235906,0.0,-0.949300627514276,-0.8581375858633955,1,4.0,1,1,-0.24900007761256648,-0.24900007761256687
2016-12-09,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-0.5976599160191111,-0.37876816754199044,0.0,1.0143272102007097,-0.9790122391314261,1,6.0,1,1,1.6484471638384772,1.6484471638384768
2016-12-10,air_7d65049f9d275c0d,0,0,1,0,0,0,0,-0.8969325850775693,-0.9774091056878486,0.0,0.9612561875597637,-0.781217351965558,1,13.0,1,1,2.372185104810322,2.3721851048103213
2016-12-12,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-1.0695898941497568,-1.1731186431586098,0.0,0.6428300517140906,-1.1108754972420047,1,6.0,1,1,-1.0669612051589108,-1.0669612051589112
2016-12-13,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-0.7933381996342568,-0.6205270079470483,0.0,-0.6839455143095483,-1.0229666585016188,1,8.0,1,1,-0.49049336288815387,-0.49049336288815426
2016-12-14,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-0.9429745341634861,-1.0810200372900163,0.0,-1.2677267633599494,-0.8141831664932027,1,8.0,1,1,0.1575692628821244,0.15756926288212397
2016-12-15,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-1.1616737923215903,-1.2191679460929066,0.0,0.48361698379125406,-1.0559324730292636,1,8.0,1,1,0.2573568108685038,0.25735681086850337
2016-12-16,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-1.3228206141222985,-1.253704923293629,0.0,0.9347206762392911,-1.2317501505100352,1,19.0,1,1,1.8183456656145434,1.8183456656145427
2016-12-17,air_7d65049f9d275c0d,0,0,1,0,0,0,0,-1.1041213559641945,-0.8737981740856808,0.0,1.0408627215211823,-1.3965792231482588,1,16.0,1,1,2.8121406137762923,2.812140613776292
2016-12-19,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-0.7242752760053818,-0.5744777050127517,0.0,0.8551141422778731,-0.8801147955484918,1,12.0,1,1,-0.5324115521909824,-0.5324115521909828
