visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-01-22,air_a38f25e3399d1b25,1,0,0,0,0,0,0,-1.171643678879952,-1.161953738345734,0.0,0.7088609558845325,-1.0075971268015105,1,75.0,1,1,-0.7288614941246552,-0.7288614941246552
2016-01-23,air_a38f25e3399d1b25,0,0,1,0,0,0,0,-1.4101049266519918,-1.6490075112806513,0.0,-1.2553794719621623,-1.0555765492327547,1,8.0,1,1,-0.655345590849018,-0.655345590849018
2016-01-24,air_a38f25e3399d1b25,0,0,0,1,0,0,0,-1.4854084785800046,-1.2993278794299417,0.0,0.932635181841751,-1.5113810623295731,1,9.0,1,1,-1.355022989732773,-1.355022989732773
2016-01-25,air_a38f25e3399d1b25,0,1,0,0,0,0,0,-1.5356108465320126,-1.3992363456730015,0.0,1.081817999146563,-1.6793090408389275,1,17.0,1,1,-1.3797835543776924,-1.3797835543776924
2016-01-26,air_a38f25e3399d1b25,0,0,0,0,0,1,0,-1.422655518639994,-1.2493736463084115,0.0,0.8331799703052093,-1.5233759179373845,1,52.0,1,1,-1.2064596018632563,-1.2064596018632563
2016-01-27,air_a38f25e3399d1b25,0,0,0,0,0,0,1,-1.1088907189399415,-0.7748084316538766,0.0,1.0320903933782926,-1.4993862067217623,1,56.0,1,1,-1.0543225242511738,-1.0543225242511738
2016-01-28,air_a38f25e3399d1b25,0,0,0,0,1,0,0,-0.92063183911991,-0.6998770819715817,0.0,1.0320903933782926,-1.1155508272718098,1,61.0,1,1,-1.0599383224180627,-1.0599383224180627
2016-01-29,air_a38f25e3399d1b25,1,0,0,0,0,0,0,-1.2218460468319603,-1.4741676953552965,0.0,-1.305107077730433,-1.0555765492327547,1,64.0,1,1,-0.9164802056093542,-0.9164802056093542
2016-01-30,air_a38f25e3399d1b25,0,0,1,0,0,0,0,-1.4854084785800046,-1.8238473272060063,0.0,-1.305107077730433,-1.1875199609186757,1,31.0,1,1,-0.613992895256472,-0.613992895256472
2016-01-31,air_a38f25e3399d1b25,0,0,0,1,0,0,0,-1.1339919029159458,-1.0495567138222917,0.0,-0.037053130639528885,-1.2115096721342977,1,33.0,1,1,-1.1707227044375992,-1.1707227044375992
2016-02-01,air_a38f25e3399d1b25,0,1,0,0,0,0,0,-1.3097001907479748,-1.611541836439504,0.0,-1.305107077730433,-1.0555765492327547,1,13.0,1,1,-1.425986257478006,-1.425986257478006
2016-02-02,air_a38f25e3399d1b25,0,0,0,0,0,1,0,-1.1465424949039478,-1.1119995052242042,0.0,0.808316167421074,-1.0555765492327547,1,10.0,1,1,-1.2774228696084893,-1.2774228696084893
2016-02-03,air_a38f25e3399d1b25,0,0,0,0,0,0,1,-1.2720484147839688,-1.2993278794299417,0.0,0.4602229270431787,-1.1875199609186757,1,18.0,1,1,-1.2023753850146097,-1.2023753850146097
2016-02-04,air_a38f25e3399d1b25,0,0,0,0,1,0,0,-1.2594978227959666,-1.261862204588794,0.0,0.16185729243355432,-1.23549938334992,1,21.0,1,1,-1.1645963791646294,-1.1645963791646294
2016-02-05,air_a38f25e3399d1b25,1,0,0,0,0,0,0,-0.9582836150839162,-0.7872969899342591,0.0,0.932635181841751,-1.295473661388975,1,45.0,1,1,-0.7893589561952316,-0.7893589561952316
2016-02-06,air_a38f25e3399d1b25,0,0,1,0,0,0,0,-1.0586883509879328,-1.211907971467264,0.0,-1.0564690488890793,-0.8396691482921562,1,34.0,1,1,-0.5654928201787948,-0.5654928201787948
2016-02-07,air_a38f25e3399d1b25,0,0,0,1,0,0,0,-1.2720484147839688,-1.2743507628691764,0.0,0.9077713789576156,-1.1875199609186757,1,24.0,1,1,-1.1781253474757711,-1.1781253474757711
2016-02-08,air_a38f25e3399d1b25,0,1,0,0,0,0,0,-1.3473519667119813,-1.286839321149559,0.0,0.06240208089701271,-1.2115096721342977,1,25.0,1,1,-1.3744230197638438,-1.3744230197638438
2016-02-09,air_a38f25e3399d1b25,0,0,0,0,0,1,0,-1.0712389429759352,-0.6124571740089043,0.0,0.8331799703052093,-1.295473661388975,1,27.0,1,1,-1.1559174183612557,-1.1559174183612557
2016-02-10,air_a38f25e3399d1b25,0,0,0,0,0,0,1,-1.1465424949039478,-1.0995109469438216,0.0,1.1564094077989695,-1.1755251053108648,1,51.0,1,1,-0.8309669153408178,-0.8309669153408178
2016-02-11,air_a38f25e3399d1b25,0,0,0,0,1,0,0,-1.1465424949039478,-1.0120910389811442,1.0,1.1564094077989695,-1.1635302497030537,1,11.0,1,1,-0.904482818616455,-0.904482818616455
2016-02-12,air_a38f25e3399d1b25,1,0,0,0,0,0,0,-0.9959353910479225,-0.962136805859614,0.0,-0.708375808511184,-1.1875199609186757,1,55.0,1,1,-0.848069573394525,-0.848069573394525
2016-02-13,air_a38f25e3399d1b25,0,0,1,0,0,0,0,-0.14249513586377985,0.2742304638982531,0.0,-0.16137214506020578,-0.37186977958752643,1,32.0,1,1,-0.6576429628263817,-0.6576429628263817
2016-02-14,air_a38f25e3399d1b25,0,0,0,1,0,0,0,0.42228150359631456,0.42409316326284296,0.0,-0.21109975082847635,0.4437804017436227,1,18.0,1,1,-1.1957385326355592,-1.1957385326355592
2016-02-15,air_a38f25e3399d1b25,0,1,0,0,0,0,0,-0.8829800631559037,-0.5125487077658443,0.0,-1.2056518661938915,-0.9836074155858883,1,41.0,1,1,-1.3779967095064096,-1.3779967095064096
2016-02-16,air_a38f25e3399d1b25,0,0,0,0,0,1,0,-1.196744862855956,-1.1994194131868816,0.0,1.0320903933782926,-1.2235045277421088,1,17.0,1,1,-1.216925407537913,-1.216925407537913
2016-02-17,air_a38f25e3399d1b25,0,0,0,0,0,0,1,-1.1214413109279433,-0.7748084316538766,0.0,0.808316167421074,-1.2115096721342977,1,45.0,1,1,-1.0474304083190829,-1.0474304083190829
2016-02-18,air_a38f25e3399d1b25,0,0,0,0,1,0,0,-1.1214413109279433,-1.1119995052242042,0.0,0.3856315183907726,-1.23549938334992,1,31.0,1,1,-1.0571304233346182,-1.0571304233346182
2016-02-19,air_a38f25e3399d1b25,1,0,0,0,0,0,0,-0.6821705913478702,-0.38766312496201927,0.0,1.0072265904941573,-1.0795662604483764,1,65.0,1,1,-0.7370299278219481,-0.7370299278219481
2016-02-20,air_a38f25e3399d1b25,0,0,1,0,0,0,0,-0.8955306551439057,-1.0495567138222917,0.0,-1.1559242604256208,-0.5877771805281249,1,56.0,1,1,-0.7712352439293626,-0.7712352439293626
2016-02-21,air_a38f25e3399d1b25,0,0,0,1,0,0,0,-0.7072717753238743,-0.48757159120507937,0.0,-0.36028256813328874,-0.6237617473515579,1,11.0,1,1,-1.141112132284912,-1.141112132284912
2016-02-22,air_a38f25e3399d1b25,0,1,0,0,0,0,0,-1.0586883509879328,-1.2243965297476465,0.0,-1.1807880633097563,-0.7796948702531011,1,32.0,1,1,-1.364978268301349,-1.364978268301349
2016-02-23,air_a38f25e3399d1b25,0,0,0,0,0,1,0,-1.0586883509879328,-1.1994194131868816,0.0,-1.2802432748462977,-0.7796948702531011,1,39.0,1,1,-1.148004248217003,-1.148004248217003
2016-02-24,air_a38f25e3399d1b25,0,0,0,0,0,0,1,-1.171643678879952,-1.486656253635679,0.0,-1.2802432748462977,-1.0675714048405656,1,28.0,1,1,-1.1038436535410128,-1.1038436535410128
2016-02-25,air_a38f25e3399d1b25,0,0,0,0,1,0,0,-1.422655518639994,-1.3992363456730015,0.0,-0.8078310200477256,-1.319463372604597,1,47.0,1,1,-0.999185596794446,-0.999185596794446
2016-02-26,air_a38f25e3399d1b25,1,0,0,0,0,0,0,-1.171643678879952,-1.0245795972615266,0.0,1.3055922251037817,-1.35544793942803,1,37.0,1,1,-0.5877007492933102,-0.5877007492933102
2016-02-27,air_a38f25e3399d1b25,0,0,1,0,0,0,0,-0.92063183911991,-0.8872054561773192,0.0,1.3055922251037817,-1.0435816936249434,1,11.0,1,1,-0.41897154073360127,-0.41897154073360127
2016-02-28,air_a38f25e3399d1b25,0,0,0,1,0,0,0,-0.8076765112278912,-0.5749914991677567,0.0,1.1315456049148342,-0.9236331375468333,1,26.0,1,1,-1.0045461314082944,-1.0045461314082944
2016-02-29,air_a38f25e3399d1b25,0,1,0,0,0,0,0,-0.8578788791798994,-0.5999686157285217,0.0,-0.7829672171635901,-0.7916897258609121,1,55.0,1,1,-1.3169887203297523,-1.3169887203297523
2016-03-01,air_a38f25e3399d1b25,0,0,0,0,0,1,0,-1.2469472308079643,-1.161953738345734,0.0,1.4050474366403232,-1.1155508272718098,1,38.0,1,1,-1.2074806560754179,-1.2074806560754179
2016-03-02,air_a38f25e3399d1b25,0,0,0,0,0,0,1,-1.1088907189399415,-0.8996940144577016,0.0,0.8580437731893447,-1.23549938334992,1,76.0,1,1,-1.07704098047177,-1.07704098047177
2016-03-03,air_a38f25e3399d1b25,0,0,0,0,1,0,0,-0.7449235512878807,-0.40015168324240197,0.0,1.380183633756188,-1.0915611160561878,1,39.0,1,1,-1.0938883749724368,-1.0938883749724368
2016-03-04,air_a38f25e3399d1b25,1,0,0,0,0,0,0,-0.5943164474318553,-0.46259447464431425,0.0,1.1066818020306983,-0.6957308809984241,1,94.0,1,1,-0.71941674266216,-0.71941674266216
2016-03-05,air_a38f25e3399d1b25,0,0,1,0,0,0,0,-0.5566646714678491,-0.41264024152278417,0.0,-0.6586482027429132,-0.44383891323439256,1,15.0,1,1,-0.4952953430926829,-0.4952953430926829
2016-03-06,air_a38f25e3399d1b25,0,0,0,1,0,0,0,-0.24289987176779673,-0.2877546587189592,0.0,-0.5343291883222363,-0.28790579033284935,1,16.0,1,1,-1.1324331714815383,-1.1324331714815383
2016-03-07,air_a38f25e3399d1b25,0,1,0,0,0,0,0,-0.1299445438757778,-0.5125487077658443,0.0,-1.305107077730433,0.16789872276396942,1,9.0,1,1,-1.4219020406293597,-1.4219020406293597
2016-03-08,air_a38f25e3399d1b25,0,0,0,0,0,1,0,0.083415519920258,0.14934488109442814,0.0,0.7088609558845325,0.15590386715615823,1,26.0,1,1,-1.0846988870629821,-1.0846988870629821
2016-03-09,air_a38f25e3399d1b25,0,0,0,0,0,0,1,-0.8076765112278912,-0.5874800574481391,0.0,-1.305107077730433,-0.9116382819390224,1,52.0,1,1,-1.1314121172693767,-1.1314121172693767
2016-03-10,air_a38f25e3399d1b25,0,0,0,0,1,0,0,-1.1339919029159458,-1.386747787392619,0.0,-1.305107077730433,-0.9356279931546444,1,56.0,1,1,-1.0101619295751834,-1.0101619295751834
2016-03-11,air_a38f25e3399d1b25,1,0,0,0,0,0,0,-1.322250782735977,-1.686473186121799,0.0,-1.305107077730433,-1.0075971268015105,1,87.0,1,1,-0.6693850862662404,-0.6693850862662404
2016-03-12,air_a38f25e3399d1b25,0,0,1,0,0,0,0,-1.171643678879952,-1.3992363456730015,0.0,-0.9570138373525378,-1.0195919824093214,1,56.0,1,1,-0.47819268503897566,-0.47819268503897566
2016-03-13,air_a38f25e3399d1b25,0,0,0,1,0,0,0,-1.0586883509879328,-1.2993278794299417,0.0,-1.2802432748462977,-0.8996434263312113,1,9.0,1,1,-1.0818909879795378,-1.0818909879795378
2016-03-14,air_a38f25e3399d1b25,0,1,0,0,0,0,0,-1.1841942708679538,-1.586564719878739,0.0,-1.305107077730433,-0.8996434263312113,1,38.0,1,1,-1.312393976375025,-1.312393976375025
2016-03-15,air_a38f25e3399d1b25,0,0,0,0,0,1,0,-0.8829800631559037,-0.6873885236911993,0.0,1.529366451061,-0.8876485707234003,1,74.0,1,1,-1.0356882848792242,-1.0356882848792242
2016-03-16,air_a38f25e3399d1b25,0,0,0,0,0,0,1,-0.8076765112278912,-0.7123656402519641,0.0,-0.708375808511184,-1.0195919824093214,1,42.0,1,1,-0.9458355142090009,-0.9458355142090009
2016-03-17,air_a38f25e3399d1b25,0,0,0,0,1,0,0,-0.2554504637557988,0.09939064797289789,0.0,1.529366451061,-0.5997720361359358,1,38.0,1,1,-0.8981012297904448,-0.8981012297904448
2016-03-18,air_a38f25e3399d1b25,1,0,0,0,0,0,0,-0.04209039995976298,0.22427623077672285,0.0,0.5845419414638555,-0.45583376884220367,1,57.0,1,1,-0.5203111712906427,-0.5203111712906427
2016-03-19,air_a38f25e3399d1b25,0,0,1,0,0,0,0,-0.029539807971760923,-0.36268600840125437,0.0,-0.8326948229318609,0.26385756762645746,1,63.0,1,1,-0.5026979861308547,-0.5026979861308547
2016-03-20,air_a38f25e3399d1b25,0,0,0,1,0,0,0,-0.2177986877917924,-0.07544916795245689,1.0,-0.012189327755393374,-0.37186977958752643,1,28.0,1,1,-0.7163535800256752,-0.7163535800256752
2016-03-21,air_a38f25e3399d1b25,0,1,0,0,0,0,0,-0.7072717753238743,-0.7248541985323466,1.0,-0.18623594794434106,-0.5397977580968807,1,7.0,1,1,-1.1645963791646294,-1.1645963791646294
2016-03-22,air_a38f25e3399d1b25,0,0,0,0,0,1,0,-0.5190128955038428,-0.2627775421581943,0.0,0.8829075760734804,-0.7197205922140459,1,32.0,1,1,-1.0316040680305776,-1.0316040680305776
2016-03-23,air_a38f25e3399d1b25,0,0,0,0,0,0,1,-0.4562599355638323,-0.20033475075628185,0.0,0.16185729243355432,-0.46782862445001466,1,71.0,1,1,-0.9297539103674552,-0.9297539103674552
2016-03-24,air_a38f25e3399d1b25,0,0,0,0,1,0,0,-1.1088907189399415,-1.261862204588794,0.0,-0.9321500344684024,-0.8756537151155893,1,39.0,1,1,-0.9897408453319508,-0.9897408453319508
2016-03-25,air_a38f25e3399d1b25,1,0,0,0,0,0,0,-0.8829800631559037,-0.6499228488500517,0.0,0.9823627876100215,-1.0675714048405656,1,82.0,1,1,-0.3811925348836211,-0.3811925348836211
2016-03-26,air_a38f25e3399d1b25,0,0,1,0,0,0,0,-0.8955306551439057,-0.8872054561773192,0.0,0.23644870108596042,-0.7557051590374791,1,68.0,1,1,-0.38706359660355044,-0.38706359660355044
2016-03-27,air_a38f25e3399d1b25,0,0,0,1,0,0,0,-0.5943164474318553,-0.4376173580835491,0.0,-0.012189327755393374,-0.64775145856718,1,54.0,1,1,-0.9494092039515666,-0.9494092039515666
2016-03-28,air_a38f25e3399d1b25,0,1,0,0,0,0,0,-0.4813611195398364,-0.3501974501208717,0.0,-0.6089205969746425,-0.28790579033284935,1,75.0,1,1,-1.0675962290092749,-1.0675962290092749
2016-03-29,air_a38f25e3399d1b25,0,0,0,0,0,1,0,-0.26800105574380084,-0.1254034010739867,0.0,1.1315456049148342,-0.4798234800578256,1,53.0,1,1,-0.7906352739604335,-0.7906352739604335
2016-03-30,air_a38f25e3399d1b25,0,0,0,0,0,0,1,-0.029539807971760923,0.04943641485136808,0.0,-0.41001017390155947,-0.23992636790160526,1,58.0,1,1,-0.8766590913350507,-0.8766590913350507
2016-03-31,air_a38f25e3399d1b25,0,0,0,0,1,0,0,-0.029539807971760923,0.07441353141213299,0.0,0.9574989847258862,-0.29990064594066035,1,97.0,1,1,-0.8406669303563533,-0.8406669303563533
2016-04-01,air_a38f25e3399d1b25,1,0,0,0,0,0,0,-0.2931022397198049,-0.15038051763475205,0.0,-0.23596355371261185,-0.3958594908031486,1,82.0,1,1,-0.632116607522341,-0.632116607522341
2016-04-02,air_a38f25e3399d1b25,0,0,1,0,0,0,0,-0.5817658554438533,-0.7872969899342591,0.0,-1.305107077730433,-0.44383891323439256,1,23.0,1,1,-0.6494745291290887,-0.6494745291290887
2016-04-03,air_a38f25e3399d1b25,0,0,0,1,0,0,0,-0.2554504637557988,-0.3252203335601068,0.0,-1.305107077730433,-0.22793151229379427,1,5.0,1,1,-1.1783806110288115,-1.1783806110288115
2016-04-04,air_a38f25e3399d1b25,0,1,0,0,0,0,0,0.05831433594425368,0.2867190221786353,0.0,-1.1310604575414853,-0.20394180107817234,1,42.0,1,1,-1.2919728921317926,-1.2919728921317926
2016-04-05,air_a38f25e3399d1b25,0,0,0,0,0,1,0,-0.5441140794798469,-0.8497397813361716,0.0,-1.305107077730433,-0.2759109347250384,1,64.0,1,1,-1.085719941275144,-1.085719941275144
2016-04-06,air_a38f25e3399d1b25,0,0,0,0,0,0,1,-0.06719158393576731,0.07441353141213299,0.0,0.7585885616528035,-0.4918183356656367,1,40.0,1,1,-1.018075099719436,-1.018075099719436
2016-04-07,air_a38f25e3399d1b25,0,0,0,0,1,0,0,-0.16759631983978396,0.06192497313175075,0.0,-1.1807880633097563,0.04795016668585924,1,55.0,1,1,-1.1349858070119423,-1.1349858070119423
2016-04-08,air_a38f25e3399d1b25,1,0,0,0,0,0,0,0.12106729588426439,0.41160460498246026,0.0,-0.21109975082847635,0.011965599862426098,1,78.0,1,1,-0.5713638818987241,-0.5713638818987241
2016-04-09,air_a38f25e3399d1b25,0,0,1,0,0,0,0,0.24657321576428537,0.48653595466475547,0.0,0.5596781385797203,-0.06000353378443997,1,22.0,1,1,-0.47819268503897566,-0.47819268503897566
2016-04-11,air_a38f25e3399d1b25,0,1,0,0,0,0,0,-0.44370934357583025,-0.3127317752797241,0.0,0.23644870108596042,-0.4798234800578256,1,12.0,1,1,-1.3144360847993484,-1.3144360847993484
2016-04-12,air_a38f25e3399d1b25,0,0,0,0,0,1,0,-0.5817658554438533,-0.5625029408873743,0.0,1.529366451061,-0.7557051590374791,1,15.0,1,1,-1.1495358295352456,-1.1495358295352456
2016-04-13,air_a38f25e3399d1b25,0,0,0,0,0,0,1,-0.09229276791177142,-0.07544916795245689,0.0,-1.1310604575414853,-0.0959881006078731,1,50.0,1,1,-1.060704113077184,-1.060704113077184
2016-04-14,air_a38f25e3399d1b25,0,0,0,0,1,0,0,-0.016989215983758868,-0.2502889838778117,0.0,-1.305107077730433,0.20388328958740234,1,86.0,1,1,-1.0272645876288906,-1.0272645876288906
2016-04-15,air_a38f25e3399d1b25,1,0,0,0,0,0,0,0.14616847986026849,0.22427623077672285,0.0,1.7034130712499476,-0.048008678176628995,1,119.0,1,1,-0.5994428727331689,-0.5994428727331689
2016-04-16,air_a38f25e3399d1b25,0,0,1,0,0,0,0,0.083415519920258,0.16183343937481037,0.0,-0.33541876524915337,-0.15596237864692822,1,34.0,1,1,-0.3817030619897019,-0.3817030619897019
2016-04-17,air_a38f25e3399d1b25,0,0,0,1,0,0,0,0.5101356475123292,0.4365817215432256,0.0,-0.5591929912063718,0.6237032358607882,1,9.0,1,1,-1.100269963798447,-1.100269963798447
2016-04-18,air_a38f25e3399d1b25,0,1,0,0,0,0,0,0.4724838715483228,0.8986583779173779,0.0,0.4104953212749081,0.2878472788420796,1,11.0,1,1,-1.4047993825756524,-1.4047993825756524
2016-04-19,air_a38f25e3399d1b25,0,0,0,0,0,1,0,0.13361788787226622,0.2867190221786353,0.0,1.5790940568292706,0.0719398779014812,1,10.0,1,1,-1.0846988870629821,-1.0846988870629821
2016-04-20,air_a38f25e3399d1b25,0,0,0,0,0,0,1,-0.029539807971760923,-0.03798349311130931,0.0,1.529366451061,-0.19194694547036115,1,76.0,1,1,-0.949664467504607,-0.949664467504607
2016-04-21,air_a38f25e3399d1b25,0,0,0,0,1,0,0,0.1712696638362726,0.07441353141213299,0.0,-1.305107077730433,0.22787300080302453,1,36.0,1,1,-1.0571304233346182,-1.0571304233346182
2016-04-22,air_a38f25e3399d1b25,1,0,0,0,0,0,0,0.27167439974028945,0.5115130712255204,0.0,0.808316167421074,0.21587814519521334,1,73.0,1,1,-0.5529849060798149,-0.5529849060798149
2016-04-23,air_a38f25e3399d1b25,0,0,1,0,0,0,0,0.3469779516683018,0.3491618135805478,0.0,-0.7829672171635901,0.31183699005770155,1,28.0,1,1,-0.4547084381592582,-0.4547084381592582
2016-04-24,air_a38f25e3399d1b25,0,0,0,1,0,0,0,0.07086492793225573,-0.06296060967207422,0.0,-1.0067414431208086,0.08393473350929216,1,27.0,1,1,-1.0785725617900124,-1.0785725617900124
2016-04-25,air_a38f25e3399d1b25,0,1,0,0,0,0,0,0.37207913564430634,0.4365817215432256,0.0,0.8580437731893447,0.25186271201864646,1,55.0,1,1,-1.2664465368277518,-1.2664465368277518
2016-04-26,air_a38f25e3399d1b25,0,0,0,0,0,1,0,0.5101356475123292,0.6863528871508756,0.0,1.4050474366403232,0.33582670127332354,1,52.0,1,1,-0.9869329462485064,-0.9869329462485064
2016-04-27,air_a38f25e3399d1b25,0,0,0,0,0,0,1,0.37207913564430634,0.2742304638982531,0.0,-1.230515669078027,0.4557752573514337,1,71.0,1,1,-0.967277652664395,-0.967277652664395
2016-04-28,air_a38f25e3399d1b25,0,0,0,0,1,0,0,-0.09229276791177142,-0.5250372660462267,0.0,-1.305107077730433,0.22787300080302453,1,72.0,1,1,-0.7227351688516853,-0.7227351688516853
2016-04-29,air_a38f25e3399d1b25,1,0,0,0,0,0,0,0.083415519920258,0.22427623077672285,1.0,1.0320903933782926,-2.9255745384878315e-05,1,40.0,1,1,-0.5478796350190067,-0.5478796350190067
2016-04-30,air_a38f25e3399d1b25,0,0,1,0,0,0,0,0.10851670389626211,0.2617419056178704,0.0,1.4299112395244584,-0.10798295621568409,1,22.0,1,1,-0.5925507568010779,-0.5925507568010779
2016-05-01,air_a38f25e3399d1b25,0,0,0,1,0,0,0,0.3846297276323082,0.6738643288704929,0.0,0.932635181841751,0.059945022293670214,1,6.0,1,1,-0.8761485642289698,-0.8761485642289698
2016-05-02,air_a38f25e3399d1b25,0,1,0,0,0,0,0,0.2842249917282913,0.22427623077672285,0.0,-0.43487397678569484,0.21587814519521334,1,33.0,1,1,-1.0173093090603147,-1.0173093090603147
2016-05-03,air_a38f25e3399d1b25,0,0,0,0,0,1,0,0.6607427513683543,0.6363986540293453,1.0,0.1867210953176896,0.6836775138998433,1,31.0,1,1,-0.7283509670185743,-0.7283509670185743
2016-05-04,air_a38f25e3399d1b25,0,0,0,0,0,0,1,0.8741028151643903,0.9236354944781429,1.0,0.9823627876100215,0.8755952036248194,1,11.0,1,1,-0.7857852664526659,-0.7857852664526659
2016-05-05,air_a38f25e3399d1b25,0,0,0,0,1,0,0,0.8741028151643903,0.9735897275996727,1.0,1.7531406770182185,0.6836775138998433,1,6.0,1,1,-0.9802960938694558,-0.9802960938694558
2016-05-06,air_a38f25e3399d1b25,1,0,0,0,0,0,0,0.37207913564430634,0.36165037186093046,0.0,-1.2802432748462977,0.4557752573514337,1,21.0,1,1,-1.136772651883225,-1.136772651883225
2016-05-07,air_a38f25e3399d1b25,0,0,1,0,0,0,0,0.7611474872723711,0.8487041447958477,0.0,1.5542302539451354,0.47976496856705586,1,11.0,1,1,-0.7038456659266953,-0.7038456659266953
2016-05-08,air_a38f25e3399d1b25,0,0,0,1,0,0,0,0.7736980792603734,0.9236354944781429,0.0,1.653685465481677,0.6956723695076541,1,7.0,1,1,-1.049472516743406,-1.049472516743406
2016-05-09,air_a38f25e3399d1b25,0,1,0,0,0,0,0,0.42228150359631456,0.2742304638982531,0.0,-1.305107077730433,0.5757238134295439,1,26.0,1,1,-1.4839310840181785,-1.4839310840181785
2016-05-10,air_a38f25e3399d1b25,0,0,0,0,0,1,0,0.40973091160831226,0.37413893014131316,0.0,-1.2802432748462977,0.5637289578217332,1,5.0,1,1,-1.3190308287540757,-1.3190308287540757
2016-05-11,air_a38f25e3399d1b25,0,0,0,0,0,0,1,0.7862486712483753,0.9361240527585255,0.0,-0.8824224287001317,0.5517341022139219,1,61.0,1,1,-1.1260515826555282,-1.1260515826555282
2016-05-12,air_a38f25e3399d1b25,0,0,0,0,1,0,0,0.8239004472123816,1.0485210772819678,0.0,1.9520511000913014,0.7316569363310872,1,46.0,1,1,-1.0037803407491732,-1.0037803407491732
