visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Musashino-shi Kichijōji Honchō,total_area_visitors,total_genre_visitors
2016-08-06,air_0647f17b4dc041c8,0,0,1,0,0,0,0,1.5666649494613403,1.6709148065847175,0.0,0.5054195126956751,1.4755308861393739,1,29.0,1,1,0.6183758019248475,0.6183758019248475
2016-08-07,air_0647f17b4dc041c8,0,0,0,1,0,0,0,1.5000911725532375,1.4921848758420975,0.0,1.5310220473579168,1.4444148213110573,1,52.0,1,1,-0.5533115941795325,-0.5533115941795324
2016-08-08,air_0647f17b4dc041c8,0,1,0,0,0,0,0,1.466804284099186,1.4810142551706835,0.0,0.019607785750402895,1.3925547132638625,1,24.0,1,1,-1.0633102682988558,-1.0633102682988558
2016-08-10,air_0647f17b4dc041c8,0,0,0,0,0,0,1,1.5333780610072887,1.5145261171849245,0.0,0.5593985934673721,1.5273909941865687,1,29.0,1,1,0.7347806348194149,0.7347806348194149
2016-08-11,air_0647f17b4dc041c8,0,0,0,0,1,0,0,1.3225611007982963,1.3022843244280635,1.0,-0.16931899695053637,1.434042799701618,1,45.0,1,1,0.43067300888235754,0.4306730088823576
2016-08-12,air_0647f17b4dc041c8,1,0,0,0,0,0,0,1.2448916944055095,1.3134549450994772,0.0,-0.5741621027382633,1.3199505619977894,1,33.0,1,1,0.006886664125573154,0.006886664125573195
2016-08-13,air_0647f17b4dc041c8,0,0,1,0,0,0,0,1.255987323890193,1.3134549450994772,1.0,-0.41222486042317247,1.3095785403883506,1,49.0,1,1,0.169489665075172,0.16948966507517202
2016-08-14,air_0647f17b4dc041c8,0,0,0,1,0,0,0,1.1783179174974063,1.1682368763710986,1.0,-0.6281411835099602,1.236974389122278,1,46.0,1,1,-0.845778736827133,-0.8457787368271329
2016-08-15,air_0647f17b4dc041c8,0,1,0,0,0,0,0,1.2337960649208255,1.2687724624138226,1.0,-1.1409424508410808,1.2992065187789117,1,35.0,1,1,-1.3608701223855937,-1.3608701223855937
2016-08-17,air_0647f17b4dc041c8,0,0,0,0,0,0,1,1.5333780610072887,1.7379385306131991,0.0,1.3420952646569773,1.1851142810750832,1,26.0,1,1,-0.7533824007170701,-0.7533824007170701
2016-08-18,air_0647f17b4dc041c8,0,0,0,0,1,0,0,1.200509176466774,1.0565306696569612,0.0,-1.3028796931561717,1.4029267348733012,1,23.0,1,1,-0.483468694442792,-0.48346869444279195
2016-08-19,air_0647f17b4dc041c8,1,0,0,0,0,0,0,1.3669436187370314,1.402819910470787,0.0,0.5054195126956751,1.3718106700449841,1,30.0,1,1,0.8195379037707717,0.8195379037707717
2016-08-20,air_0647f17b4dc041c8,0,0,1,0,0,0,0,1.078457252135252,0.989506945628479,0.0,-1.1949215316127777,1.2577184323411559,1,36.0,1,1,0.7045881312873865,0.7045881312873865
2016-08-21,air_0647f17b4dc041c8,0,0,0,1,0,0,0,1.4002305071910828,1.592720461884821,0.0,0.6943462953966144,1.2162303459033998,1,46.0,1,1,-0.7413781523248179,-0.7413781523248177
2016-08-22,air_0647f17b4dc041c8,0,1,0,0,0,0,0,1.1006485111046196,0.8331182562286863,0.0,-1.383848314313717,1.1851142810750832,1,15.0,1,1,-1.9036076557565142,-1.903607655756514
2016-08-23,air_0647f17b4dc041c8,0,0,0,0,0,1,0,1.200509176466774,1.2576018417424086,0.0,-0.007381754635445706,1.1332541730278884,1,2.0,1,1,-0.5467638223292131,-0.546763822329213
2016-08-24,air_0647f17b4dc041c8,0,0,0,0,0,0,1,1.200509176466774,1.2464312210709947,0.0,-0.4931934815807179,1.195486302684522,1,30.0,1,1,-0.3608798548007007,-0.3608798548007006
2016-08-25,air_0647f17b4dc041c8,0,0,0,0,1,0,0,1.4002305071910828,1.4921848758420975,0.0,0.7753149165541597,1.2473464107317167,1,28.0,1,1,-0.23428959902785865,-0.23428959902785862
2016-08-26,air_0647f17b4dc041c8,1,0,0,0,0,0,0,1.455708654614502,1.548037979199166,0.0,1.6929592896730075,1.2473464107317167,1,25.0,1,1,1.1109137511099858,1.1109137511099858
2016-08-27,air_0647f17b4dc041c8,0,0,1,0,0,0,0,0.889831550895627,0.8331182562286863,0.0,-1.383848314313717,0.9154417192296702,1,36.0,1,1,1.1723900534824292,1.1723900534824292
2016-08-28,air_0647f17b4dc041c8,0,0,0,1,0,0,0,0.7012058496560016,0.4421465327292053,0.0,-1.383848314313717,0.8843256544013532,1,38.0,1,1,-0.2037333303930347,-0.20373333039303468
2016-08-29,air_0647f17b4dc041c8,0,1,0,0,0,0,0,1.067361622650568,1.1235543936854437,0.0,-0.6281411835099602,1.0399059785429376,1,32.0,1,1,-1.3463195182737728,-1.3463195182737726
2016-08-30,air_0647f17b4dc041c8,0,0,0,0,0,1,0,0.9564053278037298,0.9448244629428237,0.0,-1.3028796931561717,0.9154417192296702,1,3.0,1,1,-0.5725911446276951,-0.5725911446276951
2016-08-31,air_0647f17b4dc041c8,0,0,0,0,0,0,1,1.222700435436142,1.369308048456546,0.0,1.8548965319880981,0.8428375679635977,1,33.0,1,1,-0.153169981104457,-0.15316998110445695
2016-09-01,air_0647f17b4dc041c8,0,0,0,0,1,0,0,1.2448916944055095,1.369308048456546,0.0,1.2341371031135833,0.8946976760107924,1,37.0,1,1,-0.5373059296565293,-0.5373059296565293
2016-09-02,air_0647f17b4dc041c8,1,0,0,0,0,0,0,1.2337960649208255,1.2352606003995812,0.0,0.5324090530815235,1.1332541730278884,1,25.0,1,1,0.6380191174758058,0.6380191174758058
2016-09-03,air_0647f17b4dc041c8,0,0,1,0,0,0,0,1.2892742123442447,1.3246255657708912,0.0,0.6403672146249174,1.3199505619977894,1,59.0,1,1,1.2062202080424127,1.2062202080424127
2016-09-04,air_0647f17b4dc041c8,0,0,0,1,0,0,0,1.255987323890193,1.3581374277851321,0.0,0.019607785750402895,1.226602367512839,1,52.0,1,1,-0.6759004338216237,-0.6759004338216237
2016-09-05,air_0647f17b4dc041c8,0,1,0,0,0,0,0,1.4446130251298184,1.548037979199166,0.0,1.3151057242711288,1.3303225836072285,1,11.0,1,1,-1.2575608331916652,-1.257560833191665
2016-09-06,air_0647f17b4dc041c8,0,0,0,0,0,1,0,1.5222824315226051,1.4921848758420975,0.0,1.3151057242711288,1.4444148213110573,1,1.0,1,1,-0.5725911446276951,-0.5725911446276951
2016-09-07,air_0647f17b4dc041c8,0,0,0,0,0,0,1,1.33365673028298,1.3134549450994772,0.0,-0.5741621027382633,1.3925547132638625,1,30.0,1,1,-0.47837598300365464,-0.4783759830036546
2016-09-08,air_0647f17b4dc041c8,0,0,0,0,1,0,0,1.1672222880127228,1.0788719109997886,0.0,-1.1409424508410808,1.236974389122278,1,21.0,1,1,-0.33468876739942305,-0.334688767399423
2016-09-09,air_0647f17b4dc041c8,1,0,0,0,0,0,0,1.3003698418289287,1.3134549450994772,0.0,-0.4931934815807179,1.164370237856205,1,26.0,1,1,0.9472194548520003,0.9472194548520003
2016-09-10,air_0647f17b4dc041c8,0,0,1,0,0,0,0,1.2337960649208255,1.2017487383853398,0.0,0.20853456845134216,1.2577184323411559,1,52.0,1,1,1.442667524859503,1.442667524859503
2016-09-11,air_0647f17b4dc041c8,0,0,0,1,0,0,0,0.9564053278037298,0.7437532908573763,0.0,-1.1679319912269295,1.0813940649806937,1,63.0,1,1,-0.24811267293408854,-0.24811267293408848
2016-09-12,air_0647f17b4dc041c8,0,1,0,0,0,0,0,1.0451703636812004,0.9224832215999963,0.0,-0.8980365873684448,1.1436261946373272,1,23.0,1,1,-1.2368262223323203,-1.2368262223323203
2016-09-13,air_0647f17b4dc041c8,0,0,0,0,0,1,0,0.7899708855334723,0.4421465327292053,0.0,-1.383848314313717,0.9776738488863042,1,1.0,1,1,-0.7326477898577253,-0.7326477898577253
2016-09-14,air_0647f17b4dc041c8,0,0,0,0,0,0,1,0.8232577739875239,0.7102414288431353,0.0,-1.1409424508410808,0.9050696976202312,1,33.0,1,1,-0.34814807620285737,-0.3481480762028573
2016-09-15,air_0647f17b4dc041c8,0,0,0,0,1,0,0,0.9120228098649946,0.6990708081717215,0.0,-1.383848314313717,1.1125101298090103,1,25.0,1,1,-0.03203620187354782,-0.032036201873547776
2016-09-16,air_0647f17b4dc041c8,1,0,0,0,0,0,0,0.8232577739875239,0.497999636086274,0.0,-1.383848314313717,1.0191619353240597,1,33.0,1,1,0.8810142061432151,0.8810142061432151
2016-09-17,air_0647f17b4dc041c8,0,0,1,0,0,0,0,1.0895528816199356,1.0900425316712026,0.0,-0.30426669887977864,1.029533956933499,1,58.0,1,1,1.3309916383012772,1.3309916383012772
2016-09-18,air_0647f17b4dc041c8,0,0,0,1,0,0,0,0.9009271803803106,0.7437532908573763,0.0,-1.383848314313717,1.0813940649806937,1,53.0,1,1,0.18440403428978844,0.18440403428978847
2016-09-19,air_0647f17b4dc041c8,0,1,0,0,0,0,0,0.6124408137785313,0.2745872226579992,1.0,-1.383848314313717,0.7909774599164028,1,40.0,1,1,-1.2397363431546844,-1.2397363431546844
2016-09-20,air_0647f17b4dc041c8,0,0,0,0,0,1,0,0.37943259460017076,-0.038190156141585704,0.0,-1.383848314313717,0.6146530925559406,1,1.0,1,1,-1.7108121512748868,-1.7108121512748868
2016-09-21,air_0647f17b4dc041c8,0,0,0,0,0,0,1,0.5125801484163766,0.3416109466864818,0.0,-1.3568587739278686,0.6250251141653793,1,29.0,1,1,0.38665743144409925,0.3866574314440993
2016-09-22,air_0647f17b4dc041c8,0,0,0,0,1,0,0,0.4238151125389059,0.05117480922972432,1.0,-1.383848314313717,0.6665132006031353,1,50.0,1,1,-0.2615719817375229,-0.26157198173752283
2016-09-23,air_0647f17b4dc041c8,1,0,0,0,0,0,0,0.5902495548091633,0.19639287795810306,0.0,-1.383848314313717,0.8220935247447198,1,25.0,1,1,0.20695747066311085,0.2069574706631109
2016-09-24,air_0647f17b4dc041c8,0,0,1,0,0,0,0,0.6901102201713181,0.37512280870072306,0.0,-1.383848314313717,0.9154417192296702,1,53.0,1,1,1.1105499860071901,1.1105499860071901
2016-09-25,air_0647f17b4dc041c8,0,0,0,1,0,0,0,0.9009271803803106,0.9671657042856512,0.0,-0.2502876181080817,0.8635816111824755,1,58.0,1,1,-0.34269159966092455,-0.3426915996609245
2016-09-26,air_0647f17b4dc041c8,0,1,0,0,0,0,0,1.078457252135252,1.0788719109997886,0.0,-0.41222486042317247,1.0502780001523768,1,23.0,1,1,-1.0145657445242557,-1.0145657445242555
2016-09-27,air_0647f17b4dc041c8,0,0,0,0,0,1,0,1.1450310290433547,1.0900425316712026,0.0,-0.6281411835099602,1.1539982162467664,1,1.0,1,1,-0.40744178795852765,-0.4074417879585276
2016-09-28,air_0647f17b4dc041c8,0,0,0,0,0,0,1,1.1783179174974063,1.2129193590567537,0.0,-0.6821202642816571,1.236974389122278,1,27.0,1,1,-0.29540213629750656,-0.2954021362975065
2016-09-29,air_0647f17b4dc041c8,0,0,0,0,1,0,0,1.0118834752271488,0.8666301182429276,0.0,-1.275890152770323,1.1332541730278884,1,30.0,1,1,-0.17717847788896154,-0.1771784778889615
2016-09-30,air_0647f17b4dc041c8,1,0,0,0,0,0,0,0.6901102201713181,0.4421465327292053,0.0,-0.8980365873684448,0.8635816111824755,1,25.0,1,1,1.177118999818771,1.177118999818771
2016-10-01,air_0647f17b4dc041c8,0,0,1,0,0,0,0,0.5236757779010606,0.17405163661527565,0.0,-1.383848314313717,0.708001287040891,1,68.0,1,1,1.2102216241731636,1.2102216241731636
2016-10-02,air_0647f17b4dc041c8,0,0,0,1,0,0,0,0.8454490329568914,0.9224832215999963,0.0,1.207147562727735,0.7183733086503302,1,66.0,1,1,-0.397256365080253,-0.39725636508025297
2016-10-03,air_0647f17b4dc041c8,0,1,0,0,0,0,0,0.7455883675947371,0.5203408774291014,0.0,-1.383848314313717,0.9154417192296702,1,24.0,1,1,-1.449992572570497,-1.4499925725704967
2016-10-04,air_0647f17b4dc041c8,0,0,0,0,0,1,0,1.0895528816199356,1.29111370375665,0.0,0.3704718107664328,0.8220935247447198,1,2.0,1,1,-0.6304297959721833,-0.6304297959721833
2016-10-05,air_0647f17b4dc041c8,0,0,0,0,0,0,1,0.8232577739875239,0.6208764634718253,0.0,-1.1949215316127777,0.8635816111824755,1,30.0,1,1,-0.7955791526413508,-0.7955791526413507
2016-10-06,air_0647f17b4dc041c8,0,0,0,0,1,0,0,1.1561266585280388,1.2017487383853398,0.0,0.8292939973258564,0.8946976760107924,1,29.0,1,1,-0.33687135801619617,-0.3368713580161961
2016-10-07,air_0647f17b4dc041c8,1,0,0,0,0,0,0,0.6235364432632149,0.497999636086274,0.0,0.23552410883719052,0.728745330259769,1,35.0,1,1,0.8049872996589509,0.8049872996589509
2016-10-08,air_0647f17b4dc041c8,0,0,1,0,0,0,0,0.3905282240848547,0.4198052913863779,0.0,-1.3568587739278686,0.5420489412898676,1,51.0,1,1,1.0494374487375424,1.0494374487375424
2016-10-09,air_0647f17b4dc041c8,0,0,0,1,0,0,0,0.7344927381100532,0.5985352221289979,0.0,-1.3028796931561717,0.6768852222125741,1,46.0,1,1,0.35282727688411564,0.35282727688411564
2016-10-10,air_0647f17b4dc041c8,0,1,0,0,0,0,0,0.27957192923801644,-0.10521388017006793,1.0,-1.3298692335420201,0.5316769196804288,1,61.0,1,1,-0.7261000180074059,-0.7261000180074059
2016-10-11,air_0647f17b4dc041c8,0,0,0,0,0,1,0,0.17971126387586175,-0.04936077681299921,0.0,-1.2489006123844748,0.42795670358603927,1,2.0,1,1,-1.105870785325932,-1.105870785325932
2016-10-12,air_0647f17b4dc041c8,0,0,0,0,0,0,1,0.21299815232991332,0.3527815673578953,0.0,0.7213358357824627,0.16865616335006534,1,33.0,1,1,-0.4176272108368023,-0.41762721083680227
2016-10-13,air_0647f17b4dc041c8,0,0,0,0,1,0,0,0.09094622799839105,-0.25043194889844667,0.0,-1.383848314313717,0.3864686171482834,1,44.0,1,1,-0.3845245864824097,-0.38452458648240967
2016-10-14,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-0.053296955302498596,-0.13872574218430922,0.0,-0.30426669887977864,0.002703817599041862,1,30.0,1,1,0.9570411126274795,0.9570411126274795
2016-10-15,air_0647f17b4dc041c8,0,0,1,0,0,0,0,0.013276821605604337,0.2745872226579992,0.0,1.3690848050428257,-0.18399257137085928,1,70.0,1,1,1.4070185447855417,1.4070185447855414
2016-10-16,air_0647f17b4dc041c8,0,0,0,1,0,0,0,0.1353287459371266,0.3639521880293092,0.0,0.1545554876796452,-0.06990033366703077,1,52.0,1,1,-0.428540163920668,-0.42854016392066796
2016-10-17,air_0647f17b4dc041c8,0,1,0,0,0,0,0,0.19080689336054574,-0.14989636285572314,0.0,-1.383848314313717,0.40721266036716125,1,25.0,1,1,-1.3197646657696995,-1.3197646657696995
2016-10-18,air_0647f17b4dc041c8,0,0,0,0,0,1,0,0.6235364432632149,0.6879001875003076,0.0,0.6673567550107657,0.5835370277276236,1,1.0,1,1,-0.5442174666096443,-0.5442174666096443
2016-10-19,air_0647f17b4dc041c8,0,0,0,0,0,0,1,0.5902495548091633,0.4756583947434466,0.0,-0.142329456564688,0.6872572438220133,1,31.0,1,1,-0.41180696919207394,-0.4118069691920739
2016-10-20,air_0647f17b4dc041c8,0,0,0,0,1,0,0,0.7012058496560016,0.9113126009285825,0.0,1.3151057242711288,0.510932876461551,1,45.0,1,1,-0.1986406189538974,-0.19864061895389734
2016-10-21,air_0647f17b4dc041c8,1,0,0,0,0,0,0,0.29066755872270006,0.17405163661527565,0.0,0.04659732613625126,0.3760965955388445,1,47.0,1,1,0.9795945490008019,0.9795945490008019
2016-10-22,air_0647f17b4dc041c8,0,0,1,0,0,0,0,0.05765933954433988,-0.28394381091268794,0.0,-1.383848314313717,0.2620043578350158,1,64.0,1,1,1.508872773568288,1.508872773568288
2016-10-23,air_0647f17b4dc041c8,0,0,0,1,0,0,0,0.24628504078396488,0.21873411930093045,0.0,-0.03437129502129407,0.2620043578350158,1,78.0,1,1,-0.17099447114143765,-0.1709944711414376
2016-10-24,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-0.08658384375654996,-0.12755512151289533,0.0,0.9642416992550987,-0.05952831205759185,1,47.0,1,1,-1.1589804903340784,-1.1589804903340784
2016-10-25,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-0.35287895138896186,-0.4515031209838941,0.0,-0.7630888854392025,-0.33957289551244363,1,1.0,1,1,-0.5085684865356831,-0.508568486535683
2016-10-26,air_0647f17b4dc041c8,0,0,0,0,0,0,1,0.40162385356953834,0.6990708081717215,0.0,1.2611266434994322,0.054563925646236654,1,55.0,1,1,-0.12988901452554352,-0.1298890145255435
2016-10-27,air_0647f17b4dc041c8,0,0,0,0,1,0,0,0.34614570614611917,0.2522459813151718,0.0,0.7483253761683113,0.0856799904745536,1,38.0,1,1,-0.1167934708249047,-0.11679347082490465
2016-10-28,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-0.4749308757204839,-0.7084273964264101,0.0,-1.383848314313717,-0.21510863619917622,1,37.0,1,1,0.8850156222739659,0.8850156222739659
2016-10-29,air_0647f17b4dc041c8,0,0,1,0,0,0,0,0.03546808057497211,0.19639287795810306,0.0,-1.0869633700693841,-0.06990033366703077,1,64.0,1,1,1.6842075531157301,1.6842075531157301
2016-10-30,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-0.4749308757204839,-0.7642804997834788,0.0,-1.383848314313717,-0.21510863619917622,1,55.0,1,1,-0.09060238342362703,-0.09060238342362699
2016-10-31,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-0.24192265654212358,-0.23926132822703275,0.0,-0.43921440080902097,-0.29808480907468776,1,50.0,1,1,-0.9949224289732974,-0.9949224289732974
2016-11-02,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-0.541504652628587,-0.9430104305260987,0.0,-1.383848314313717,-0.3084568306841269,1,34.0,1,1,0.39393273350000974,0.39393273350000974
2016-11-03,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-0.28630517448085896,-0.060531397484413114,1.0,1.018220780026796,-0.33957289551244363,1,74.0,1,1,-0.05495340334966577,-0.05495340334966573
2016-11-04,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-0.2641139155114914,-0.18340822486996405,0.0,1.099189401184341,-0.33957289551244363,1,32.0,1,1,0.06945426180640313,0.06945426180640317
2016-11-05,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-0.16425325014933687,0.028833567886896908,0.0,0.47842997230982676,-0.1321324633236645,1,64.0,1,1,1.2284098793129397,1.2284098793129397
2016-11-06,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-0.11987073221060153,-0.038190156141585704,0.0,1.1531684819560382,-0.29808480907468776,1,57.0,1,1,-0.4805585736204278,-0.48055857362042775
2016-11-07,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-0.5526002821132708,-0.6972567757549963,0.0,0.45144043192397815,-0.5573853493106619,1,33.0,1,1,-1.2270045645568413,-1.227004564556841
2016-11-08,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-0.7412259833528959,-0.9541810511975125,0.0,-1.0869633700693841,-0.7233376950616851,1,4.0,1,1,-1.0527610803177856,-1.0527610803177856
2016-11-09,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-0.5858871705673222,-0.7195980170978238,0.0,0.34348227038058443,-0.4329210899973943,1,28.0,1,1,-0.7566562866422298,-0.7566562866422297
2016-11-10,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-0.6857478359294767,-0.9541810511975125,0.0,-1.275890152770323,-0.4329210899973943,1,32.0,1,1,-0.5023844797881591,-0.5023844797881591
2016-11-11,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-0.7412259833528959,-0.97652229254034,0.0,-1.383848314313717,-0.6507335437956123,1,35.0,1,1,0.40811957250903513,0.40811957250903513
2016-11-12,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-0.24192265654212358,-0.07170201815582662,0.0,0.9372521588692504,-0.24622470102749297,1,77.0,1,1,1.7442287950769915,1.7442287950769915
2016-11-13,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-0.25301828602680737,-0.04936077681299921,0.0,0.8562835377117053,-0.3706889603407606,1,69.0,1,1,-0.349966901716835,-0.349966901716835
2016-11-14,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-0.19754013860338823,-0.4068206382982389,0.0,-1.3298692335420201,-0.007668204010397059,1,21.0,1,1,-1.3328602094703383,-1.3328602094703383
2016-11-16,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-0.37507021035832966,-0.6078918103836863,0.0,-1.3298692335420201,-0.11138842010478664,1,43.0,1,1,-0.29358331078352895,-0.2935833107835289
