visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Niigata-ken Nagaoka-shi Ōtedōri,total_area_visitors,total_genre_visitors
2016-02-07,air_e5cf003abcc5febb,0,0,0,1,0,0,0,-1.4338116063673034,-1.5451478434004358,0.0,-0.5074369840942754,-1.2652167059645463,1,4.0,1,1,-1.1812622742510837,-1.1812622742510839
2016-02-08,air_e5cf003abcc5febb,0,1,0,0,0,0,0,-1.4552767571394705,-1.1511827243318602,0.0,1.500454921455592,-1.715392787166695,1,3.0,1,1,-1.3731156674897678,-1.373115667489768
2016-02-09,air_e5cf003abcc5febb,0,0,0,0,0,1,0,-1.2084275232595516,-1.298919643982576,0.0,-0.978423974284985,-1.107655077543794,1,8.0,1,1,-1.159557143936694,-1.1595571439366943
2016-02-10,air_e5cf003abcc5febb,0,0,0,0,0,0,1,-1.1762297971013012,-1.3580144118428625,0.0,-0.8296912405405503,-1.0063654592733107,1,27.0,1,1,-0.8419636854284434,-0.8419636854284435
2016-02-11,air_e5cf003abcc5febb,0,0,0,0,1,0,0,-1.1332994955569675,-1.0428423165880019,1.0,0.7072136748186074,-1.2539623039344925,1,1.0,1,1,-0.9138151512967672,-0.9138151512967674
2016-02-12,air_e5cf003abcc5febb,1,0,0,0,0,0,0,-1.0259737416961334,-0.5799333016824254,0.0,1.2525670318815343,-1.4002695303251909,1,18.0,1,1,-0.8586791306130881,-0.8586791306130883
2016-02-13,air_e5cf003abcc5febb,0,0,1,0,0,0,0,-0.693263904727547,-0.5996315576358542,0.0,-1.0032127632423908,-0.6799878004017528,1,22.0,1,1,-0.6725638752736104,-0.6725638752736106
2016-02-15,air_e5cf003abcc5febb,0,1,0,0,0,0,0,-1.2298926740317182,-1.0625405725414308,0.0,-0.9536351853275792,-1.2089446958142775,1,14.0,1,1,-1.376608447080589,-1.3766084470805893
2016-02-16,air_e5cf003abcc5febb,0,0,0,0,0,1,0,-1.1869623724873848,-1.170880980285289,0.0,-0.08602757181837722,-1.231453499874385,1,13.0,1,1,-1.2191838812371434,-1.2191838812371436
2016-02-17,air_e5cf003abcc5febb,0,0,0,0,0,0,1,-1.2513578248038852,-1.3974109237497199,0.0,-1.0032127632423908,-1.0176198613033645,1,7.0,1,1,-1.0535263349296191,-1.0535263349296193
2016-02-18,air_e5cf003abcc5febb,0,0,0,0,1,0,0,-1.0903691940126339,-0.8557088850304283,0.0,1.4012997656259687,-1.1189094795738477,1,7.0,1,1,-1.063006736676134,-1.0630067366761342
2016-02-19,air_e5cf003abcc5febb,1,0,0,0,0,0,0,-0.7791245078162143,-0.5109894058454246,0.0,0.310593051500115,-1.1189094795738477,1,19.0,1,1,-0.7501534790411406,-0.7501534790411408
2016-02-20,air_e5cf003abcc5febb,0,0,1,0,0,0,0,-0.8971828370631321,-0.9837475487277155,0.0,-1.0032127632423908,-0.79253182070229,1,24.0,1,1,-0.7835843694104302,-0.7835843694104304
2016-02-21,air_e5cf003abcc5febb,0,0,0,1,0,0,0,-0.8113222339744647,-0.796614117170142,0.0,-0.6313809288813041,-0.9050758410028272,1,1.0,1,1,-1.1450870570604346,-1.1450870570604346
2016-02-22,air_e5cf003abcc5febb,0,1,0,0,0,0,0,-1.122566920170884,-1.1610318523085748,0.0,-0.3834930393072465,-0.9500934491230419,1,12.0,1,1,-1.36388474999974,-1.3638847499997402
2016-02-23,air_e5cf003abcc5febb,0,0,0,0,0,1,0,-0.8113222339744647,-0.7375193493098557,0.0,-0.3587042503498407,-0.9500934491230419,1,7.0,1,1,-1.1518231319855898,-1.15182313198559
2016-02-24,air_e5cf003abcc5febb,0,0,0,0,0,0,1,-1.2298926740317182,-1.2595231320757185,0.0,-0.6809585067961158,-1.1639270876940626,1,11.0,1,1,-1.1086623556132982,-1.1086623556132982
2016-02-25,air_e5cf003abcc5febb,0,0,0,0,1,0,0,-1.3479510032786362,-1.4072600517264344,0.0,-0.65616971783871,-1.197690293784224,1,10.0,1,1,-1.0063738104535316,-1.0063738104535318
2016-02-26,air_e5cf003abcc5febb,1,0,0,0,0,0,0,-1.272822975576052,-1.4269583076798633,0.0,-0.978423974284985,-1.1189094795738477,1,8.0,1,1,-0.6042051889961079,-0.6042051889961081
2016-02-27,air_e5cf003abcc5febb,0,0,1,0,0,0,0,-0.9401131386074658,-0.8360106290769996,0.0,0.4841145742019554,-1.0063654592733107,1,23.0,1,1,-0.43929609545804515,-0.4392960954580454
2016-02-28,air_e5cf003abcc5febb,0,0,0,1,0,0,0,-0.7039964801136304,-0.668575453472855,0.0,1.1038342981370997,-0.8600582328826124,1,18.0,1,1,-1.0116129798397635,-1.0116129798397637
2016-02-29,air_e5cf003abcc5febb,0,1,0,0,0,0,0,-0.8435199601327149,-0.6193298135892831,0.0,-1.0032127632423908,-1.0513830673935256,1,3.0,1,1,-1.3169817097801397,-1.31698170978014
2016-03-01,air_e5cf003abcc5febb,0,0,0,0,0,1,0,-1.326485852506469,-1.4860530755401495,0.0,-0.6313809288813041,-1.1639270876940626,1,1.0,1,1,-1.2099529637471158,-1.2099529637471158
2016-03-02,air_e5cf003abcc5febb,0,0,0,0,0,0,1,-1.326485852506469,-1.298919643982576,0.0,-0.8049024515831447,-1.242707901904439,1,12.0,1,1,-1.0824665086821383,-1.0824665086821386
2016-03-03,air_e5cf003abcc5febb,0,0,0,0,1,0,0,-1.0152411663100498,-0.9837475487277155,0.0,-1.0032127632423908,-0.9726022531831495,1,1.0,1,1,-1.098932469610296,-1.098932469610296
2016-03-04,air_e5cf003abcc5febb,1,0,0,0,0,0,0,-0.9830434401517996,-0.7473684772865701,0.0,0.6824248858612015,-1.0288742633334182,1,12.0,1,1,-0.7329390653435214,-0.7329390653435216
2016-03-05,air_e5cf003abcc5febb,0,0,1,0,0,0,0,-0.7576593570440475,-0.24506295047413604,0.0,1.302144609796346,-1.2089446958142775,1,18.0,1,1,-0.5138918881477286,-0.5138918881477288
2016-03-06,air_e5cf003abcc5febb,0,0,0,1,0,0,0,-0.25322831389812633,0.35573385610544206,0.0,0.9055239864778536,-0.7024966044618602,1,5.0,1,1,-1.1366045923398684,-1.1366045923398687
2016-03-07,air_e5cf003abcc5febb,0,1,0,0,0,0,0,-0.5000775477780453,-0.668575453472855,0.0,-1.0032127632423908,-0.37611894559030234,1,6.0,1,1,-1.4195197391963936,-1.4195197391963936
2016-03-10,air_e5cf003abcc5febb,0,0,0,0,1,0,0,-1.0152411663100498,-1.072389700518145,0.0,-0.5570145620090869,-0.8825670369427198,1,12.0,1,1,-1.0171016334824827,-1.017101633482483
2016-03-11,air_e5cf003abcc5febb,1,0,0,0,0,0,0,-1.0903691940126339,-1.0625405725414308,0.0,-0.1851827276480004,-0.9500934491230419,1,24.0,1,1,-0.6840401510720232,-0.6840401510720234
2016-03-12,air_e5cf003abcc5febb,0,0,1,0,0,0,0,-1.0367063170822166,-1.0034458046811443,0.0,0.3353818404575209,-1.0513830673935256,1,15.0,1,1,-0.49717644296308383,-0.49717644296308405
2016-03-13,air_e5cf003abcc5febb,0,0,0,1,0,0,0,-0.8113222339744647,-0.767066733239999,0.0,0.03791637296865162,-0.9388390470929883,1,5.0,1,1,-1.087206709555396,-1.0872067095553961
2016-03-14,air_e5cf003abcc5febb,0,1,0,0,0,0,0,-0.9401131386074658,-1.0625405725414308,0.0,-1.0032127632423908,-0.7812774186722363,1,3.0,1,1,-1.3124909931633695,-1.3124909931633697
2016-03-15,air_e5cf003abcc5febb,0,0,0,0,0,1,0,-0.9293805632213824,-0.9148036528907149,0.0,0.6080585189889843,-0.9050758410028272,1,5.0,1,1,-1.0420500591312063,-1.0420500591312063
2016-03-16,air_e5cf003abcc5febb,0,0,0,0,0,0,1,-0.7361942062718806,-0.34355423024127996,0.0,0.0874939508834632,-1.0401286653634718,1,1.0,1,1,-0.9542316008476993,-0.9542316008476995
2016-03-17,air_e5cf003abcc5febb,0,0,0,0,1,0,0,-0.34982149237287724,0.04056176085058122,0.0,1.7235540220722438,-0.7812774186722363,1,8.0,1,1,-0.9075780448845863,-0.9075780448845865
2016-03-18,air_e5cf003abcc5febb,1,0,0,0,0,0,0,-0.060041956948624714,0.34588472812872756,0.0,0.533692152116767,-0.511171769950947,1,13.0,1,1,-0.5383413452834777,-0.5383413452834779
2016-03-19,air_e5cf003abcc5febb,0,0,1,0,0,0,0,-0.3605540677589606,-0.49129114989199585,0.0,-1.0032127632423908,-0.2410661212296578,1,19.0,1,1,-0.5211269315858584,-0.5211269315858587
2016-03-20,air_e5cf003abcc5febb,0,0,0,1,0,0,0,-0.5859381508667126,-0.7079719653797124,1.0,-0.9536351853275792,-0.5786981821312693,1,26.0,1,1,-0.7299452542656746,-0.7299452542656748
2016-03-22,air_e5cf003abcc5febb,0,0,0,0,0,1,0,-0.5322752739362955,-0.38295074214813757,0.0,1.7731315999870552,-0.9951110572432569,1,5.0,1,1,-1.0380583110274104,-1.0380583110274106
2016-03-23,air_e5cf003abcc5febb,0,0,0,0,0,0,1,-0.5644730000945458,-0.5109894058454246,0.0,-0.6313809288813041,-0.6012069861913767,1,62.0,1,1,-0.9385140926890034,-0.9385140926890037
2016-03-24,air_e5cf003abcc5febb,0,0,0,0,1,0,0,-0.9079154124492155,-0.8557088850304283,0.0,-0.1851827276480004,-0.9500934491230419,1,16.0,1,1,-0.9971428929635038,-0.997142892963504
2016-03-25,air_e5cf003abcc5febb,1,0,0,0,0,0,0,-0.9401131386074658,-0.9246527808674292,0.0,0.7320024637760131,-0.9726022531831495,1,22.0,1,1,-0.40237242549793434,-0.40237242549793456
2016-03-26,air_e5cf003abcc5febb,0,0,1,0,0,0,0,-0.8435199601327149,-0.7572176052632844,0.0,-0.06123878286097154,-0.8488038308525586,1,26.0,1,1,-0.40811056339714075,-0.40811056339714097
2016-03-28,air_e5cf003abcc5febb,0,1,0,0,0,0,0,-0.40348436930329434,-0.22536469452070731,0.0,1.8970755447740841,-0.4886629658908395,1,11.0,1,1,-1.0732355911921108,-1.0732355911921108
2016-03-29,air_e5cf003abcc5febb,0,0,0,0,0,1,0,-0.31762376621462685,0.011014376920438322,0.0,1.5252437104129977,-0.7812774186722363,1,2.0,1,1,-0.8025451729034602,-0.8025451729034603
2016-03-30,air_e5cf003abcc5febb,0,0,0,0,0,0,1,-0.09223968310687489,0.1882986805012971,0.0,0.6576360969037959,-0.3311013374700875,1,3.0,1,1,-0.8866213673396585,-0.8866213673396587
2016-03-31,air_e5cf003abcc5febb,0,0,0,0,1,0,0,-0.17810028619554238,0.11935478466429643,0.0,1.6243988662426208,-0.511171769950947,1,20.0,1,1,-0.8514440871749582,-0.8514440871749585
2016-04-01,air_e5cf003abcc5febb,1,0,0,0,0,0,0,-0.07077453233470811,0.43452687991915695,0.0,1.3269333987537517,-0.5224261719810008,1,15.0,1,1,-0.6476154496248868,-0.647615449624887
2016-04-02,air_e5cf003abcc5febb,0,0,1,0,0,0,0,0.25120272924779474,0.6315094394534448,0.0,1.7731315999870552,-0.2860837293498726,1,19.0,1,1,-0.6645803790660189,-0.6645803790660191
2016-04-04,air_e5cf003abcc5febb,0,1,0,0,0,0,0,-0.42494952007546116,-0.3337051022645656,0.0,-1.0032127632423908,-0.2410661212296578,1,11.0,1,1,-1.2925322526443908,-1.2925322526443908
2016-04-05,air_e5cf003abcc5febb,0,0,0,0,0,1,0,-0.25322831389812633,-0.2155155665439928,0.0,1.0294679312648822,-0.2523205232597115,1,9.0,1,1,-1.0909489734027045,-1.0909489734027045
2016-04-06,air_e5cf003abcc5febb,0,0,0,0,0,0,1,-0.10297225849295828,-0.038231262963133644,0.0,1.0046791423074766,-0.22981171919960403,1,7.0,1,1,-1.024835645433587,-1.0248356454335872
2016-04-07,air_e5cf003abcc5febb,0,0,0,0,1,0,0,-0.12443740926512525,-0.1071751588001345,0.0,-1.0032127632423908,-0.06099568874879832,1,6.0,1,1,-1.1390994349047407,-1.139099434904741
2016-04-08,air_e5cf003abcc5febb,1,0,0,0,0,0,0,-0.03857680617645774,-0.19581731059056406,0.0,-0.8296912405405503,0.10782034170200747,1,31.0,1,1,-0.5882381965809248,-0.588238196580925
2016-04-09,air_e5cf003abcc5febb,0,0,1,0,0,0,0,0.18680727693129423,0.4148286239657282,0.0,1.599610077285215,-0.15103090498922797,1,21.0,1,1,-0.49717644296308383,-0.49717644296308405
2016-04-11,air_e5cf003abcc5febb,0,1,0,0,0,0,0,-0.8113222339744647,-0.8064632451468564,0.0,-0.8792688184553619,-0.79253182070229,1,27.0,1,1,-1.3144868672152674,-1.3144868672152676
2016-04-12,air_e5cf003abcc5febb,0,0,0,0,0,1,0,-0.5644730000945458,-0.23521382249742168,0.0,1.6243988662426208,-0.8713126349126661,1,3.0,1,1,-1.1533200375245132,-1.1533200375245134
2016-04-13,air_e5cf003abcc5febb,0,0,0,0,0,0,1,0.17607470154521085,0.7398498471973033,0.0,0.6824248858612015,-0.37611894559030234,1,10.0,1,1,-1.0664995162669553,-1.0664995162669555
2016-04-14,air_e5cf003abcc5febb,0,0,0,0,1,0,0,0.22973757847562798,0.29663908824515556,0.0,0.3849594183723323,0.22036436200254467,1,12.0,1,1,-1.0338170786671275,-1.0338170786671277
2016-04-15,air_e5cf003abcc5febb,1,0,0,0,0,0,0,-0.34982149237287724,-0.4617437659618526,0.0,-0.06123878286097154,-0.47740856386078584,1,17.0,1,1,-0.6156814647945207,-0.6156814647945209
2016-04-16,air_e5cf003abcc5febb,0,0,1,0,0,0,0,-0.006379080018207569,0.5231690317095867,0.0,1.7979203889444615,-0.6912422024318066,1,21.0,1,1,-0.40287139401090877,-0.40287139401090905
2016-04-19,air_e5cf003abcc5febb,0,0,0,0,0,1,0,-0.167367710809459,-0.038231262963133644,0.0,0.7815800416908247,-0.16228530701928173,1,4.0,1,1,-1.0899510363767555,-1.0899510363767557
2016-04-20,air_e5cf003abcc5febb,0,0,0,0,0,0,1,-0.01711165540429096,0.2079969364547262,0.0,1.0294679312648822,-0.2523205232597115,1,7.0,1,1,-0.9579738646950079,-0.957973864695008
2016-04-21,air_e5cf003abcc5febb,0,0,0,0,1,0,0,0.26193530463387815,0.47392339182601473,0.0,-0.65616971783871,0.10782034170200747,1,1.0,1,1,-1.063006736676134,-1.0630067366761342
2016-04-22,air_e5cf003abcc5febb,1,0,0,0,0,0,0,0.13314440000087707,-0.008683879032990744,0.0,-0.65616971783871,0.16409235185227605,1,27.0,1,1,-0.5702753301138438,-0.570275330113844
2016-04-23,air_e5cf003abcc5febb,0,0,1,0,0,0,0,0.3048656061782119,0.7004533352904458,0.0,0.7320024637760131,0.09656593967195379,1,13.0,1,1,-0.47422389136625814,-0.47422389136625837
2016-04-25,air_e5cf003abcc5febb,0,1,0,0,0,0,0,0.11167924922871031,0.5133199037328722,0.0,1.7235540220722438,-0.31984693544003373,1,3.0,1,1,-1.2675838269956672,-1.2675838269956674
2016-04-26,air_e5cf003abcc5febb,0,0,0,0,0,1,0,0.2941330307921285,0.5428672876630154,0.0,1.9962307006037072,-0.027232482658637088,1,11.0,1,1,-0.9943985661421443,-0.9943985661421444
2016-04-27,air_e5cf003abcc5febb,0,0,0,0,0,0,1,0.12241182461479369,0.2769408322917269,0.0,1.4508773435407805,-0.08350449280890568,1,9.0,1,1,-0.9751882783926271,-0.9751882783926272
2016-04-28,air_e5cf003abcc5febb,0,0,0,0,1,0,0,0.05801637229829316,-0.09732603082342015,0.0,-1.0032127632423908,0.24287316606265222,1,15.0,1,1,-0.7361823606778555,-0.7361823606778557
2016-04-29,air_e5cf003abcc5febb,1,0,0,0,0,0,0,-0.24249573851204292,-0.4420455100084239,1.0,-0.5570145620090869,-0.11726769889906692,1,12.0,1,1,-0.5652856449840992,-0.5652856449840994
2016-04-30,air_e5cf003abcc5febb,0,0,1,0,0,0,0,-0.13516998465120864,-0.1268734147535634,0.0,-0.4330706172220581,-0.38737334762035613,1,19.0,1,1,-0.6089453898693653,-0.6089453898693655
2016-05-02,air_e5cf003abcc5febb,0,1,0,0,0,0,0,0.5302496892859638,0.6610568233835881,0.0,-0.06123878286097154,0.4229435985435117,1,25.0,1,1,-1.0240871926641253,-1.0240871926641255
2016-05-03,air_e5cf003abcc5febb,0,0,0,0,0,1,0,1.0239481570458018,1.3012501418700235,1.0,0.7815800416908247,0.40043479448340435,1,32.0,1,1,-0.7416710143205747,-0.7416710143205748
2016-05-04,air_e5cf003abcc5febb,0,0,0,0,0,0,1,0.6375754431467981,0.6807550793370167,1.0,0.36017062941492656,0.38918039245335045,1,29.0,1,1,-0.7978049720302026,-0.7978049720302028
2016-05-06,air_e5cf003abcc5febb,1,0,0,0,0,0,0,0.5624474154442143,0.8186428710110185,0.0,-0.45785940617946375,0.08531153764190011,1,6.0,1,1,-1.1408458247001514,-1.1408458247001516
2016-05-07,air_e5cf003abcc5febb,0,0,1,0,0,0,0,0.39072620926687923,0.2473934483615836,0.0,-0.4826481951368696,0.49047001072383395,1,18.0,1,1,-0.7177205256978,-0.7177205256978002
2016-05-09,air_e5cf003abcc5febb,0,1,0,0,0,0,0,0.5624474154442143,0.9663797906617344,0.0,1.500454921455592,0.10782034170200747,1,12.0,1,1,-1.480144413522792,-1.480144413522792
2016-05-10,air_e5cf003abcc5febb,0,0,0,0,0,1,0,0.6912383200772153,0.6807550793370167,0.0,-0.45785940617946375,0.7830844635052306,1,1.0,1,1,-1.3189775838320377,-1.318977583832038
2016-05-11,air_e5cf003abcc5febb,0,0,0,0,0,0,1,0.39072620926687923,0.26709170431501233,0.0,-1.0032127632423908,0.5242332168139952,1,12.0,1,1,-1.1303674859276875,-1.1303674859276878
2016-05-12,air_e5cf003abcc5febb,0,0,0,0,1,0,0,0.3048656061782119,0.29663908824515556,0.0,0.6824248858612015,0.40043479448340435,1,7.0,1,1,-1.0108645270703018,-1.010864527070302
2016-05-13,air_e5cf003abcc5febb,1,0,0,0,0,0,0,0.659040593918965,0.8777376388713046,0.0,1.7483428110296495,0.3666715883932431,1,17.0,1,1,-0.6565968828584273,-0.6565968828584275
2016-05-14,air_e5cf003abcc5febb,0,0,1,0,0,0,0,0.45512166158337997,0.4246777519424428,0.0,1.1286230870945053,0.5805052269642638,1,1.0,1,1,-0.49717644296308383,-0.49717644296308405
2016-05-16,air_e5cf003abcc5febb,0,1,0,0,0,0,0,1.088343609362302,1.4292888055673107,0.0,1.8227091779018672,0.5017244127538877,1,44.0,1,1,-1.4195197391963936,-1.4195197391963936
2016-05-17,air_e5cf003abcc5febb,0,0,0,0,0,1,0,0.11167924922871031,-0.11702428677684885,0.0,-0.9536351853275792,0.24287316606265222,1,6.0,1,1,-1.2486230235026372,-1.2486230235026374
2016-05-18,air_e5cf003abcc5febb,0,0,0,0,0,0,1,0.4873193877416303,0.7201515912438745,0.0,2.3184849570499826,0.02903952749163151,1,7.0,1,1,-1.0472892285174382,-1.0472892285174384
2016-05-19,air_e5cf003abcc5febb,0,0,0,0,1,0,0,0.659040593918965,0.9663797906617344,0.0,1.8474979668592728,0.2541275680927059,1,4.0,1,1,-1.038806763796872,-1.0388067637968723
2016-05-20,air_e5cf003abcc5febb,1,0,0,0,0,0,0,0.7234360462354656,0.8678885108945904,0.0,0.63284730794639,0.5917596289943174,1,11.0,1,1,-0.6560979143454528,-0.6560979143454531
2016-05-21,air_e5cf003abcc5febb,0,0,1,0,0,0,0,0.6805057446911321,0.7004533352904458,0.0,2.194541012262954,0.5017244127538877,1,19.0,1,1,-0.3831621377484172,-0.3831621377484174
2016-05-23,air_e5cf003abcc5febb,0,1,0,0,0,0,0,0.8307618000963,1.0648710704288784,0.0,2.021019489561113,0.5354876188440488,1,5.0,1,1,-1.3117425403939078,-1.311742540393908
2016-05-24,air_e5cf003abcc5febb,0,0,0,0,0,1,0,1.1205413355205525,1.2717027579398803,0.0,1.1286230870945053,0.5129788147839415,1,6.0,1,1,-1.2014704990265497,-1.20147049902655
2016-05-26,air_e5cf003abcc5febb,0,0,0,0,1,0,0,1.0776110339762188,1.0648710704288784,0.0,-0.755324873668333,1.1207165244068422,1,10.0,1,1,-0.9627140655682653,-0.9627140655682656
2016-05-27,air_e5cf003abcc5febb,1,0,0,0,0,0,0,0.7019708954632989,0.7201515912438745,0.0,0.5584809410741727,0.6705404432046934,1,27.0,1,1,-0.6723143910171232,-0.6723143910171234
2016-05-28,air_e5cf003abcc5febb,0,0,1,0,0,0,0,0.7449011970076325,0.858039382917876,0.0,0.7567912527334189,0.7043036492948547,1,11.0,1,1,-0.4792135764960029,-0.4792135764960031
2016-05-30,air_e5cf003abcc5febb,0,1,0,0,0,0,0,0.8629595262545503,0.6906042073137313,0.0,-0.9040576074127676,0.8843740817757143,1,5.0,1,1,-1.2987693590565716,-1.2987693590565716
2016-05-31,air_e5cf003abcc5febb,0,0,0,0,0,1,0,0.8092966493241331,0.759548103150732,0.0,0.40974820732973816,0.8956284838057679,1,5.0,1,1,-1.0734850754485978,-1.073485075448598
2016-06-01,air_e5cf003abcc5febb,0,0,0,0,0,0,1,0.43365651081121315,0.2473934483615836,0.0,-0.3091266724350292,0.6480316391445861,1,3.0,1,1,-1.0944417529935258,-1.0944417529935258
2016-06-02,air_e5cf003abcc5febb,0,0,0,0,1,0,0,0.28340045540604514,0.15875129657115422,0.0,0.8063688306482304,0.32165398027302816,1,8.0,1,1,-1.0343160471801018,-1.034316047180102
2016-06-03,air_e5cf003abcc5febb,1,0,0,0,0,0,0,0.46585423696946354,0.7004533352904458,0.0,2.4176401128796057,0.08531153764190011,1,10.0,1,1,-0.7294462857527001,-0.7294462857527003
