visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Okonomiyaki/Monja/Teppanyaki,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-18,air_75864c80d2fb334a,0,1,0,0,0,0,0,1.434600737030323,1.4914271233748244,1.0,0.6540215302763775,1.3513078338346998,1,27.0,1,1,-1.0280699782042477,-1.0280699782042477
2016-07-19,air_75864c80d2fb334a,0,0,0,0,0,1,0,1.2729896493274666,1.3523714643950788,0.0,0.3085341506992664,1.2083870843240563,1,25.0,1,1,-0.8555900917960649,-0.8555900917960649
2016-07-20,air_75864c80d2fb334a,0,0,0,0,0,0,1,1.1575531581111407,1.0742601464355883,0.0,-0.11668108570333229,1.1644114690900123,1,12.0,1,1,-0.3823760444710507,-0.3823760444710507
2016-07-21,air_75864c80d2fb334a,0,0,0,0,1,0,0,0.6380889476376731,0.42533373786344364,0.0,-1.339174890360803,0.9005577776857471,1,3.0,1,1,-0.1653019993975045,-0.1653019993975045
2016-07-22,air_75864c80d2fb334a,1,0,0,0,0,0,0,0.5919143511511424,0.2399261925571164,0.0,-1.339174890360803,0.8455882586431919,1,16.0,1,1,1.0004114209210468,1.0004114209210468
2016-07-23,air_75864c80d2fb334a,0,0,1,0,0,0,0,0.7073508423674685,0.7497969421495162,0.0,-0.9671115585085293,0.7796248357921259,1,7.0,1,1,1.3110963445152735,1.3110963445152735
2016-07-25,air_75864c80d2fb334a,0,1,0,0,0,0,0,0.9728547721650187,0.8425007148026794,0.0,-1.1265672721595037,0.9225455853027695,1,19.0,1,1,-1.0778237915912234,-1.0778237915912234
2016-07-26,air_75864c80d2fb334a,0,0,0,0,0,1,0,0.8689619300703253,0.7845608568944522,0.0,-1.3125989380856407,0.9555272967283023,1,9.0,1,1,-0.3587890514579659,-0.3587890514579659
2016-07-27,air_75864c80d2fb334a,0,0,0,0,0,0,1,0.9497674739217535,0.7729728853128071,0.0,-1.2594470335353158,1.0654663348134126,1,8.0,1,1,-0.1586681576125744,-0.1586681576125744
2016-07-28,air_75864c80d2fb334a,0,0,0,0,1,0,0,1.1806404563544057,1.213315805415334,0.0,0.042774627947642294,1.1644114690900123,1,7.0,1,1,0.06282844865092524,0.06282844865092524
2016-07-29,air_75864c80d2fb334a,1,0,0,0,0,0,0,1.2614460002058339,1.3639594359767244,0.0,1.717059621282874,1.1204358538559678,1,8.0,1,1,1.2429151928368252,1.2429151928368252
2016-07-30,air_75864c80d2fb334a,0,0,1,0,0,0,0,1.2614460002058339,1.4218992938849517,0.0,1.5310279553567372,1.03248462338788,1,20.0,1,1,1.3593759708389315,1.3593759708389315
2016-07-31,air_75864c80d2fb334a,0,0,0,1,0,0,0,1.2960769475707319,1.1785518906703976,0.0,0.4945658166254033,1.2853444109836334,1,1.0,1,1,-0.40080338276252325,-0.40080338276252325
2016-08-01,air_75864c80d2fb334a,0,1,0,0,0,0,0,1.2845332984490991,1.2596676917419156,0.0,-0.8342317971327172,1.3073322186006557,1,4.0,1,1,-1.1316316194023233,-1.1316316194023233
2016-08-02,air_75864c80d2fb334a,0,0,0,0,0,1,0,1.11137856162461,1.016320288527361,0.0,-0.8873837016830419,1.076460238621924,1,8.0,1,1,-0.7815121918643454,-0.7815121918643454
2016-08-03,air_75864c80d2fb334a,0,0,0,0,0,0,1,1.2152714037193038,1.317607549650143,0.0,-0.24956084707914433,1.175405372898523,1,16.0,1,1,-0.3374133390398578,-0.3374133390398578
2016-08-04,air_75864c80d2fb334a,0,0,0,0,1,0,0,1.3653388423005277,1.4334872654665973,0.0,0.9197810530280016,1.2853444109836334,1,15.0,1,1,-0.21173889189201525,-0.21173889189201525
2016-08-05,air_75864c80d2fb334a,1,0,0,0,0,0,0,1.434600737030323,1.4798391517931788,0.0,1.5310279553567372,1.3073322186006557,1,10.0,1,1,0.8308799086394997,0.8308799086394997
2016-08-06,air_75864c80d2fb334a,0,0,1,0,0,0,0,1.4807753335168539,1.572542924446343,0.0,0.9995089098534891,1.4392590643027883,1,7.0,1,1,0.5905874173186981,0.5905874173186981
2016-08-08,air_75864c80d2fb334a,0,1,0,0,0,0,0,1.411513438787058,1.4566632086298885,0.0,-0.11668108570333229,1.384289545260233,1,7.0,1,1,-1.1132042811108507,-1.1132042811108507
2016-08-09,air_75864c80d2fb334a,0,0,0,0,0,1,0,1.8039975089225666,1.9781219298039334,0.0,0.813477243927352,1.428265160494277,1,12.0,1,1,-0.287659525652882,-0.287659525652882
2016-08-10,air_75864c80d2fb334a,0,0,0,0,0,0,1,1.4807753335168539,1.5493669812830517,0.0,-0.03695322887784488,1.4612468719198102,1,17.0,1,1,0.7085223823841222,0.7085223823841222
2016-08-15,air_75864c80d2fb334a,0,1,0,0,0,0,0,1.1921841054760385,1.1785518906703976,1.0,-1.153143224434666,1.2853444109836334,1,7.0,1,1,-1.414675535559341,-1.414675535559341
2016-08-16,air_75864c80d2fb334a,0,0,0,0,0,1,0,1.226815052840936,1.445075237048243,0.0,-0.7810798925823923,1.2083870843240563,1,15.0,1,1,-1.2978462107914053,-1.2978462107914053
2016-08-17,air_75864c80d2fb334a,0,0,0,0,0,0,1,1.434600737030323,1.5841308960279878,0.0,1.3184203371554377,1.1314297576644792,1,9.0,1,1,-0.799202436624159,-0.799202436624159
2016-08-18,air_75864c80d2fb334a,0,0,0,0,1,0,0,1.226815052840936,1.2712556633235612,0.0,-1.0468394153340164,1.373295641451722,1,10.0,1,1,-0.5257407363787069,-0.5257407363787069
2016-08-19,air_75864c80d2fb334a,1,0,0,0,0,0,0,1.3076205966923646,1.3523714643950788,0.0,0.4945658166254033,1.3513078338346998,1,22.0,1,1,0.7943937788223842,0.7943937788223842
2016-08-20,air_75864c80d2fb334a,0,0,1,0,0,0,0,1.0882912633813449,1.085848118017234,0.0,-0.9139596539582043,1.2523626995581005,1,16.0,1,1,0.6779330008202779,0.6779330008202779
2016-08-21,air_75864c80d2fb334a,0,0,0,1,0,0,0,1.3422515440572622,1.4914271233748244,0.0,0.7603253393770273,1.1863992767070342,1,2.0,1,1,-0.7870403933517872,-0.7870403933517872
2016-08-22,air_75864c80d2fb334a,0,1,0,0,0,0,0,1.0882912633813449,0.8888526011292615,0.0,-1.339174890360803,1.153417565281501,1,4.0,1,1,-1.964547310176881,-1.964547310176881
2016-08-23,air_75864c80d2fb334a,0,0,0,0,0,1,0,1.2152714037193038,1.1322000043438156,0.0,-0.8873837016830419,1.2633566033666115,1,4.0,1,1,-0.5898678736330313,-0.5898678736330313
2016-08-24,air_75864c80d2fb334a,0,0,0,0,0,0,1,1.1806404563544057,1.2249037769969793,0.0,-0.8342317971327172,1.1863992767070342,1,11.0,1,1,-0.40154047629418216,-0.40154047629418216
2016-08-25,air_75864c80d2fb334a,0,0,0,0,1,0,0,1.353795193178895,1.3987233507216612,0.0,1.8233634303835236,1.1863992767070342,1,8.0,1,1,-0.2732862017855335,-0.2732862017855335
2016-08-26,air_75864c80d2fb334a,1,0,0,0,0,0,0,1.3884261405437928,1.4103113223033061,0.0,1.3715722417057623,1.2413687957495894,1,22.0,1,1,1.089599738251774,1.089599738251774
2016-08-27,air_75864c80d2fb334a,0,0,1,0,0,0,0,0.9266801756784884,0.7382089705678706,0.0,-1.339174890360803,0.9775151043453247,1,17.0,1,1,1.151884141676951,1.151884141676951
2016-08-29,air_75864c80d2fb334a,0,1,0,0,0,0,0,1.0767476142597123,1.0974360895988795,0.0,-0.6482001312065803,1.03248462338788,1,8.0,1,1,-1.3999336649261631,-1.3999336649261631
2016-08-30,air_75864c80d2fb334a,0,0,0,0,0,1,0,1.0190293686515492,0.8656766579659707,0.0,-1.1797191767098285,1.076460238621924,1,3.0,1,1,-0.6160346940069222,-0.6160346940069222
2016-08-31,air_75864c80d2fb334a,0,0,0,0,0,0,1,1.2152714037193038,1.213315805415334,0.0,1.6639077167325493,1.076460238621924,1,1.0,1,1,-0.19110027300556603,-0.19110027300556603
2016-09-01,air_75864c80d2fb334a,0,0,0,0,1,0,0,1.2383587019625688,1.37554740755837,0.0,1.3449962894306,1.0214907195793688,1,5.0,1,1,-0.5802856577214656,-0.5802856577214656
2016-09-02,air_75864c80d2fb334a,1,0,0,0,0,0,0,1.2037277545976708,1.0626721748539432,0.0,-0.03695322887784488,1.1314297576644792,1,4.0,1,1,0.6104889426734884,0.6104889426734884
2016-09-03,air_75864c80d2fb334a,0,0,1,0,0,0,0,1.2614460002058339,1.37554740755837,0.0,0.6274455780012153,1.3073322186006557,1,9.0,1,1,1.1861589908990897,1.1861589908990897
2016-09-05,air_75864c80d2fb334a,0,1,0,0,0,0,0,1.3999697896654253,1.4334872654665973,0.0,1.212116528054788,1.3293200262176779,1,6.0,1,1,-1.3100082540637772,-1.3100082540637772
2016-09-06,air_75864c80d2fb334a,0,0,0,0,0,1,0,1.4461443861519558,1.3639594359767244,0.0,1.212116528054788,1.450252968111299,1,3.0,1,1,-0.6160346940069222,-0.6160346940069222
2016-09-07,air_75864c80d2fb334a,0,0,0,0,0,0,1,1.2499023510842016,1.1206120327621703,0.0,-0.7279279880320676,1.3952834490687438,1,7.0,1,1,-0.5205810816570946,-0.5205810816570946
2016-09-08,air_75864c80d2fb334a,0,0,0,0,1,0,0,1.169096807232773,1.1322000043438156,0.0,-0.9936875107836917,1.3183261224091667,1,3.0,1,1,-0.3750051091544617,-0.3750051091544617
2016-09-09,air_75864c80d2fb334a,1,0,0,0,0,0,0,1.2383587019625688,1.37554740755837,0.0,0.0693505802228046,1.0874541424304351,1,15.0,1,1,0.9237536936285212,0.9237536936285212
2016-09-10,air_75864c80d2fb334a,0,0,1,0,0,0,0,1.1921841054760385,1.2249037769969793,0.0,-0.24956084707914433,1.1644114690900123,1,15.0,1,1,1.4257143886882324,1.4257143886882324
2016-09-12,air_75864c80d2fb334a,0,1,0,0,0,0,0,0.9728547721650187,0.8193247716393887,0.0,-1.2594470335353158,1.076460238621924,1,3.0,1,1,-1.2890010884114986,-1.2890010884114986
2016-09-13,air_75864c80d2fb334a,0,0,0,0,0,1,0,0.7304381406107341,0.37898185153686165,0.0,-1.339174890360803,0.9555272967283023,1,3.0,1,1,-0.7781952709718803,-0.7781952709718803
2016-09-14,air_75864c80d2fb334a,0,0,0,0,0,0,1,0.7881563862188972,0.691857084241289,0.0,-1.2594470335353158,0.8675760662602143,1,5.0,1,1,-0.3886413394901514,-0.3886413394901514
2016-09-15,air_75864c80d2fb334a,0,0,0,0,1,0,0,0.9035928774352232,0.6686811410779978,0.0,-1.3125989380856407,1.0434785271963907,1,6.0,1,1,-0.06837419998435908,-0.06837419998435908
2016-09-16,air_75864c80d2fb334a,1,0,0,0,0,0,0,0.7650690879756316,0.43692170944508885,0.0,-1.339174890360803,1.0104968157708576,1,4.0,1,1,0.8566781822475612,0.8566781822475612
2016-09-17,air_75864c80d2fb334a,0,0,1,0,0,0,0,1.0421166668948145,1.016320288527361,0.0,0.0693505802228046,0.9775151043453247,1,8.0,1,1,1.3125705315785912,1.3125705315785912
2016-09-18,air_75864c80d2fb334a,0,0,0,1,0,0,0,0.9613111230433863,0.726620998986225,0.0,-1.339174890360803,1.0434785271963907,1,2.0,1,1,0.15091112568416387,0.15091112568416387
2016-09-19,air_75864c80d2fb334a,0,1,0,0,0,0,0,0.58037070202951,0.2631021357204072,1.0,-1.339174890360803,0.7136614129410596,1,6.0,1,1,-1.291949462538134,-1.291949462538134
2016-09-20,air_75864c80d2fb334a,0,0,0,0,0,1,0,0.3264104213535927,-0.061361068565664936,0.0,-1.339174890360803,0.5377589520048832,1,10.0,1,1,-1.7692175242872723,-1.7692175242872723
2016-09-21,air_75864c80d2fb334a,0,0,0,0,0,0,1,0.4418469125699188,0.2978660504653436,0.0,-1.3125989380856407,0.5377589520048832,1,11.0,1,1,0.35582312748533823,0.35582312748533823
2016-09-22,air_75864c80d2fb334a,0,0,0,0,1,0,0,0.3610413687184902,0.03134270408749829,1.0,-1.339174890360803,0.5927284710474383,1,5.0,1,1,-0.30092720922274224,-0.30092720922274224
2016-09-23,air_75864c80d2fb334a,1,0,0,0,0,0,0,0.5226524564213471,0.17039836306724396,0.0,-1.339174890360803,0.7356492205580816,1,4.0,1,1,0.17376102516558978,0.17376102516558978
2016-09-24,air_75864c80d2fb334a,0,0,1,0,0,0,0,0.6380889476376731,0.37898185153686165,0.0,-1.339174890360803,0.8895638738772363,1,11.0,1,1,1.0892311914859443,1.0892311914859443
2016-09-25,air_75864c80d2fb334a,0,0,0,1,0,0,0,0.8458746318270602,0.9004405727109066,0.0,-0.4355925130052811,0.8345943548346811,1,4.0,1,1,-0.38311313800270963,-0.38311313800270963
2016-09-26,air_75864c80d2fb334a,0,1,0,0,0,0,0,1.0536603160164468,1.0974360895988795,0.0,-0.5153203698307682,1.0104968157708576,1,7.0,1,1,-1.0638190144897044,-1.0638190144897044
2016-09-27,air_75864c80d2fb334a,0,0,0,0,0,1,0,1.0767476142597123,1.0626721748539432,0.0,-0.7279279880320676,1.109441950047457,1,8.0,1,1,-0.4487144623203518,-0.4487144623203518
2016-09-28,air_75864c80d2fb334a,0,0,0,0,0,0,1,1.1806404563544057,1.1553759475071068,0.0,-0.7810798925823923,1.2413687957495894,1,4.0,1,1,-0.3352020584448811,-0.3352020584448811
2016-09-29,air_75864c80d2fb334a,0,0,0,0,1,0,0,0.9613111230433863,0.8425007148026794,0.0,-1.153143224434666,0.9885090081538355,1,8.0,1,1,-0.21542435955030975,-0.21542435955030975
2016-09-30,air_75864c80d2fb334a,1,0,0,0,0,0,0,0.5919143511511424,0.4716856241900253,0.0,-0.7013520357569052,0.6696857977070155,1,22.0,1,1,1.1566752496327337,1.1566752496327337
2016-10-01,air_75864c80d2fb334a,0,0,1,0,0,0,0,0.3956723160833881,0.13563444832230753,0.0,-1.339174890360803,0.5377589520048832,1,22.0,1,1,1.1902130053232138,1.1902130053232138
2016-10-03,air_75864c80d2fb334a,0,1,0,0,0,0,0,0.7419817897323664,0.6802691126596434,0.0,-1.339174890360803,0.8126065472176591,1,4.0,1,1,-1.5049694931875564,-1.5049694931875564
2016-10-04,air_75864c80d2fb334a,0,0,0,0,0,1,0,0.9959420704082838,1.317607549650143,0.0,0.3085341506992664,0.7686309319836148,1,4.0,1,1,-0.6746336297738048,-0.6746336297738048
2016-10-05,air_75864c80d2fb334a,0,0,0,0,0,0,1,0.8920492283135905,0.6686811410779978,0.0,-1.153143224434666,0.9665212005368135,1,9.0,1,1,-0.8419538614603753,-0.8419538614603753
2016-10-06,air_75864c80d2fb334a,0,0,0,0,1,0,0,1.1229222107462427,1.2364917485786249,0.0,0.866629148477677,0.9555272967283023,1,10.0,1,1,-0.37721638974943844,-0.37721638974943844
2016-10-07,air_75864c80d2fb334a,1,0,0,0,0,0,0,0.5919143511511424,0.4948615673533161,0.0,0.20223034159861664,0.6916736053240375,1,11.0,1,1,0.7796519081892062,0.7796519081892062
2016-10-08,air_75864c80d2fb334a,0,0,1,0,0,0,0,0.5688270529078773,0.5412134536798981,0.0,-1.2860229858104781,0.6037223748559492,1,10.0,1,1,1.0273153348265966,1.0273153348265966
2016-10-10,air_75864c80d2fb334a,0,1,0,0,0,0,0,0.2456048775021641,-0.11930092647389216,1.0,-1.339174890360803,0.5157711443878608,1,5.0,1,1,-0.7715614291869503,-0.7715614291869503
2016-10-11,air_75864c80d2fb334a,0,0,0,0,0,1,0,0.15325568452910354,-0.061361068565664936,0.0,-1.2860229858104781,0.3838442986857284,1,8.0,1,1,-1.1563242527128965,-1.1563242527128965
2016-10-12,air_75864c80d2fb334a,0,0,0,0,0,0,1,0.18788663189400104,0.2978660504653436,0.0,0.8400531962025143,0.10899670347295246,1,5.0,1,1,-0.4590337717635764,-0.4590337717635764
2016-10-13,air_75864c80d2fb334a,0,0,0,0,1,0,0,0.026275544191144654,-0.2815325286169286,0.0,-1.339174890360803,0.2848991644091292,1,5.0,1,1,-0.42549601607309645,-0.42549601607309645
2016-10-14,air_75864c80d2fb334a,1,0,0,0,0,0,0,-0.07761729790354889,-0.13088889805553777,0.0,-0.27613679935430663,-0.011936238420668929,1,7.0,1,1,0.9337044563059164,0.9337044563059164
2016-10-15,air_75864c80d2fb334a,0,0,1,0,0,0,0,0.04936284243440979,0.2399261925571164,0.0,1.5310279553567372,-0.09988746888875712,1,12.0,1,1,1.3895968056369463,1.3895968056369463
2016-10-17,air_75864c80d2fb334a,0,1,0,0,0,0,0,0.14171203540747077,-0.13088889805553777,0.0,-1.339174890360803,0.3288747796431732,1,2.0,1,1,-1.3730297510206133,-1.3730297510206133
2016-10-18,air_75864c80d2fb334a,0,0,0,0,0,1,0,0.5341961055429794,0.6570931694963525,0.0,0.22880629387377918,0.4388138177282836,1,12.0,1,1,-0.5872880462722251,-0.5872880462722251
2016-10-19,air_75864c80d2fb334a,0,0,0,0,0,0,1,0.5226524564213471,0.37898185153686165,0.0,-0.8342317971327172,0.6257101824729712,1,5.0,1,1,-0.4531370235103052,-0.4531370235103052
2016-10-20,air_75864c80d2fb334a,0,0,0,0,1,0,0,0.6496325967593055,0.8193247716393887,0.0,1.3184203371554377,0.4717955291538168,1,6.0,1,1,-0.23716861873424733,-0.23716861873424733
2016-10-21,air_75864c80d2fb334a,1,0,0,0,0,0,0,0.22251757925889895,0.08928256199572551,0.0,-0.03695322887784488,0.2958930682176402,1,8.0,1,1,0.9565543557873423,0.9565543557873423
2016-10-22,air_75864c80d2fb334a,0,0,1,0,0,0,0,0.04936284243440979,-0.26994455703528303,0.0,-1.3125989380856407,0.21893574155806284,1,6.0,1,1,1.4927899000691924,1.4927899000691924
2016-10-24,air_75864c80d2fb334a,0,1,0,0,0,0,0,-0.1584228417549771,-0.17724078438211938,0.0,1.2652684326051131,-0.08889356508024612,1,6.0,1,1,-1.2101320805239961,-1.2101320805239961
2016-10-25,air_75864c80d2fb334a,0,0,0,0,0,1,0,-0.26231568384967063,-0.3974122444333831,0.0,-0.7013520357569052,-0.2977777374419559,1,10.0,1,1,-0.551170463220939,-0.551170463220939
2016-10-26,air_75864c80d2fb334a,0,0,0,0,0,0,1,0.3264104213535927,0.5875653400064798,0.0,1.212116528054788,-0.011936238420668929,1,1.0,1,1,-0.16751327999248122,-0.16751327999248122
2016-10-27,air_75864c80d2fb334a,0,0,0,0,1,0,0,0.3148667722319599,0.30945402204698924,0.0,0.68059748255154,0.05402718443039726,1,9.0,1,1,-0.154245596422621,-0.154245596422621
2016-10-28,air_75864c80d2fb334a,1,0,0,0,0,0,0,-0.4701013680390577,-0.6755235623928736,0.0,-1.339174890360803,-0.2867838336334449,1,15.0,1,1,0.8607321966716852,0.8607321966716852
2016-10-29,air_75864c80d2fb334a,0,0,1,0,0,0,0,-0.08916094702518146,0.019754732505853093,0.0,-1.339174890360803,-0.12187527650577931,1,27.0,1,1,1.6704294411989875,1.6704294411989875
2016-10-31,air_75864c80d2fb334a,0,1,0,0,0,0,0,-0.2276847364847727,-0.17724078438211938,0.0,-0.3027127516294691,-0.31976554505897786,1,6.0,1,1,-1.0439174891349141,-1.0439174891349141
2016-11-01,air_75864c80d2fb334a,0,0,0,0,0,1,0,-0.33157757857946624,-0.49011601708654673,0.0,-0.46216846528044353,-0.1108813726972683,1,10.0,1,1,-0.7660332276995085,-0.7660332276995085
2016-11-02,air_75864c80d2fb334a,0,0,0,0,0,0,1,-0.6201688066202815,-0.9768108235156553,0.0,-1.339174890360803,-0.45169239076111045,1,12.0,1,1,0.36319406280192723,0.36319406280192723
2016-11-03,air_75864c80d2fb334a,0,0,0,0,1,0,0,-0.3892958241876293,-0.1424768696371834,1.0,1.1855405757796258,-0.47368019837813247,1,16.0,1,1,-0.09159264623161445,-0.09159264623161445
2016-11-04,air_75864c80d2fb334a,1,0,0,0,0,0,0,-0.26231568384967063,-0.2120046991270558,0.0,1.1058127189541382,-0.46268629456962146,1,11.0,1,1,0.03445034768205756,0.03445034768205756
2016-11-05,air_75864c80d2fb334a,0,0,1,0,0,0,0,-0.193053789119875,-0.13088889805553777,0.0,0.4679898643502407,-0.1658508917398235,1,8.0,1,1,1.2086403436146862,1.2086403436146862
2016-11-07,air_75864c80d2fb334a,0,1,0,0,0,0,0,-0.608625157498649,-0.7218754487194554,0.0,0.8932051007528393,-0.49566800599515465,1,5.0,1,1,-1.2790503257341033,-1.2790503257341033
2016-11-08,air_75864c80d2fb334a,0,0,0,0,0,1,0,-0.7356052978366077,-0.8145792213726191,0.0,-0.8608077494078796,-0.7265399859738864,1,15.0,1,1,-1.1025164249017967,-1.1025164249017967
2016-11-09,air_75864c80d2fb334a,0,0,0,0,0,0,1,-0.6778870522284446,-0.6986995055561647,0.0,0.2553822461489415,-0.5286497174206877,1,9.0,1,1,-0.8025193575166241,-0.8025193575166241
2016-11-10,air_75864c80d2fb334a,0,0,0,0,1,0,0,-0.7702362452015056,-0.8841070508624916,0.0,-1.2062951289849908,-0.5616314288462209,1,8.0,1,1,-0.5449051682018383,-0.5449051682018383
2016-11-11,air_75864c80d2fb334a,1,0,0,0,0,0,0,-0.8394981399313012,-0.9883987950973008,0.0,-1.339174890360803,-0.7705156012079305,1,16.0,1,1,0.3775673866692758,0.3775673866692758
2016-11-12,air_75864c80d2fb334a,0,0,1,0,0,0,0,-0.30849028033620113,-0.2120046991270558,0.0,0.33511010297442867,-0.2977777374419559,1,8.0,1,1,1.7312396575608469,1.7312396575608469
2016-11-14,air_75864c80d2fb334a,0,1,0,0,0,0,0,-0.29694663121456855,-0.45535210234161033,0.0,-1.339174890360803,-0.13286918031429032,1,6.0,1,1,-1.3862974345904735,-1.3862974345904735
2016-11-15,air_75864c80d2fb334a,0,0,0,0,0,1,0,-0.1122482452684466,-0.15406484121882857,0.0,-0.9139596539582043,-0.0009423346121579293,1,19.0,1,1,-0.8990786101639401,-0.8990786101639401
2016-11-16,air_75864c80d2fb334a,0,0,0,0,0,0,1,-0.4354704206741598,-0.6755235623928736,0.0,-1.1797191767098285,-0.22082041078237868,1,13.0,1,1,-0.33335932461573387,-0.33335932461573387
2016-11-17,air_75864c80d2fb334a,0,0,0,0,1,0,0,-0.4239267715525272,-0.26994455703528303,0.0,0.813477243927352,-0.5396436212291987,1,9.0,1,1,-0.28507969829207586,-0.28507969829207586
2016-11-18,air_75864c80d2fb334a,1,0,0,0,0,0,0,-0.5739942101337511,-0.5712318181580648,0.0,1.0526608144038136,-0.7265399859738864,1,17.0,1,1,0.9716647731863497,0.9716647731863497
2016-11-19,air_75864c80d2fb334a,0,0,1,0,0,0,0,-0.7471489469582402,-0.9999867666789461,0.0,-1.339174890360803,-0.5286497174206877,1,14.0,1,1,1.4636747055686659,1.4636747055686659
2016-11-21,air_75864c80d2fb334a,0,1,0,0,0,0,0,-0.4239267715525272,-0.6871115339745192,0.0,-1.339174890360803,-0.2757899298249339,1,6.0,1,1,-1.286052714284863,-1.286052714284863
2016-11-22,air_75864c80d2fb334a,0,0,0,0,0,1,0,-0.26231568384967063,-0.15406484121882857,0.0,0.4414139120750784,-0.26479602601642266,1,15.0,1,1,0.6410783242373328,0.6410783242373328
2016-11-23,air_75864c80d2fb334a,0,0,0,0,0,0,1,-0.5624505610121184,-0.6871115339745192,1.0,-1.3125989380856407,-0.46268629456962146,1,9.0,1,1,-0.2076848774678913,-0.2076848774678913
2016-11-24,air_75864c80d2fb334a,0,0,0,0,1,0,0,-1.555204385472523,-1.3939778004548913,0.0,-1.339174890360803,-1.2982229840164603,1,16.0,1,1,-1.1106244537500445,-1.1106244537500445
2016-11-25,air_75864c80d2fb334a,1,0,0,0,0,0,0,-1.23198221006681,-1.1390424256586913,0.0,1.1323886712293012,-1.3641864068675265,1,11.0,1,1,0.840093577785236,0.840093577785236
2016-11-26,air_75864c80d2fb334a,0,0,1,0,0,0,0,-0.9203036837827293,-0.8725190792808463,0.0,0.38826200752475354,-1.0453631964207064,1,14.0,1,1,1.7743596291628925,1.7743596291628925
2016-11-28,air_75864c80d2fb334a,0,1,0,0,0,0,0,-0.5970815083770163,-0.7682273350460372,0.0,-0.46216846528044353,-0.36374116029302206,1,7.0,1,1,-1.24109000885367,-1.24109000885367
2016-11-29,air_75864c80d2fb334a,0,0,0,0,0,1,0,-0.666343403106812,-0.7334634203011008,0.0,0.1756543893234543,-0.5726253326547318,1,3.0,1,1,-0.6064524780953565,-0.6064524780953565
