visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Hokkaidō Asahikawa-shi 6 Jōdōri,total_area_visitors,total_genre_visitors
2016-07-12,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,1.1598505878469163,1.3345908475612545,0.0,1.5773292013317175,1.0938906195053912,1,8.0,1,1,-0.49139799167325154,-0.49139799167325154
2016-07-14,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,1.2502881827812178,1.31167416543231,0.0,1.305558450598797,1.2895142959847914,1,9.0,1,1,-0.20669378741353972,-0.20669378741353972
2016-07-15,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,1.1680721873863982,1.2505630130884573,0.0,1.1696730752323365,1.1754004847051414,1,15.0,1,1,0.9628518319056145,0.9628518319056145
2016-07-16,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,1.2502881827812178,1.2429241190454756,0.0,-0.1620036033589747,1.2161554173050164,1,13.0,1,1,1.4100854843708055,1.4100854843708055
2016-07-17,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,1.1598505878469163,1.1436184964867153,0.0,-0.026118227992514374,1.2406083768649416,1,23.0,1,1,0.49562594663154913,0.49562594663154913
2016-07-18,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,1.1269641896889886,1.013757297756029,1.0,-0.8686075552645685,1.2813633094648167,1,15.0,1,1,-1.0119364977709822,-1.0119364977709822
2016-07-19,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,1.044748194294169,0.8762572049823607,0.0,-0.8957846303378606,1.1672494981851662,1,2.0,1,1,-0.8386704800940703,-0.8386704800940703
2016-07-20,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,1.1680721873863982,1.2429241190454756,0.0,1.6860375016248859,1.0449847003855413,1,2.0,1,1,-0.3632996110830561,-0.3632996110830561
2016-07-21,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,1.2338449837022536,1.31167416543231,0.0,1.0337876998658762,1.1427965386252414,1,6.0,1,1,-0.14523618285292572,-0.14523618285292572
2016-07-22,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,1.2667313818601815,1.2429241190454756,0.0,1.4686209010385491,1.2732123229448415,1,19.0,1,1,1.0257903426002193,1.0257903426002193
2016-07-23,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,1.2996177800181092,1.357507529690199,0.0,1.6045062764050095,1.2243064038249916,1,20.0,1,1,1.337891310338759,1.337891310338759
2016-07-24,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,1.2996177800181092,1.4338964701200145,0.0,2.3926414535304796,1.2080044307850413,1,12.0,1,1,-0.4262381217776608,-0.4262381217776608
2016-07-25,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,1.2913961804786274,1.3804242118191439,0.0,1.4142667508919653,1.1998534442650666,1,6.0,1,1,-1.061917079793168,-1.061917079793168
2016-07-26,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,1.2996177800181092,1.3880631058621256,0.0,1.4686209010385491,1.2324573903449665,1,10.0,1,1,-0.3396051129392049,-0.3396051129392049
2016-07-27,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,1.1927369860048438,1.0748684500998815,0.0,-1.0044929306310288,1.3384202151046416,1,16.0,1,1,-0.13857210524996758,-0.13857210524996758
2016-07-28,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,1.2996177800181092,1.0748684500998815,0.0,-1.0044929306310288,1.3221182420646918,1,6.0,1,1,0.0839340413821349,0.0839340413821349
2016-07-29,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,1.4311633726498205,1.1665351786156601,0.0,-1.0044929306310288,1.615553756783792,1,12.0,1,1,1.2693994016416892,1.2693994016416892
2016-07-30,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,1.5298225671236039,1.5255631986357936,0.0,-0.7598992549714002,1.6563086893836672,1,18.0,1,1,1.3863909862269543,1.3863909862269543
2016-07-31,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,1.488714569426194,1.5102854105498302,0.0,0.5446003485466191,1.5747988241839168,1,14.0,1,1,-0.38181093775793984,-0.38181093775793984
2016-08-01,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,1.4476065717287843,1.4950076224638673,0.0,-0.35224312887201925,1.550345864623992,1,12.0,1,1,-1.1159701536838287,-1.1159701536838287
2016-08-02,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,1.5544873657420497,1.571396562893683,0.0,1.305558450598797,1.542194878104017,1,10.0,1,1,-0.7642549468610378,-0.7642549468610378
2016-08-03,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,1.5709305648210135,1.5408409867217567,0.0,1.3599126007453808,1.6074027702638172,1,5.0,1,1,-0.3181319739963398,-0.3181319739963398
2016-08-04,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,1.488714569426194,1.4186186820340518,0.0,0.5446003485466191,1.542194878104017,1,9.0,1,1,-0.19188472607363272,-0.19188472607363272
2016-08-05,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,1.316060979097073,1.2658408011744207,0.0,1.332735525672089,1.1509475251452164,1,22.0,1,1,0.8554861371912889,0.8554861371912889
2016-08-06,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,1.225623384162772,1.3269519535182728,0.0,2.2567560781640195,1.0042297677856662,1,20.0,1,1,0.614098437350805,0.614098437350805
2016-08-07,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,1.5051577685051578,1.7088966556673508,0.0,2.2567560781640195,1.0775886464654412,1,15.0,1,1,-0.578401227045205,-0.578401227045205
2016-08-08,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,1.653146560215833,1.6859799735384065,0.0,1.2512043004522129,1.509590932024117,1,14.0,1,1,-1.097458827008945,-1.097458827008945
2016-08-09,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,1.2338449837022536,1.1436184964867153,0.0,0.08259007230065388,1.1998534442650666,1,14.0,1,1,-0.2681513919741537,-0.2681513919741537
2016-08-10,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,1.17629378692588,1.2505630130884573,0.0,2.093693627724267,1.0531356869055162,1,25.0,1,1,0.7325709280700609,0.7325709280700609
2016-08-11,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,1.316060979097073,1.4338964701200145,1.0,2.3382873033838956,1.0938906195053912,1,19.0,1,1,0.4230615460660049,0.4230615460660049
2016-08-12,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,1.3900553749524107,1.4720909403349223,0.0,2.3654643784571876,1.2161554173050164,1,25.0,1,1,-0.00825236545878609,-0.00825236545878609
2016-08-13,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,1.3982769744918926,1.5102854105498302,1.0,2.555703903970232,1.1672494981851662,1,11.0,1,1,0.15723889501467447,0.15723889501467447
2016-08-14,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,1.4640497708077482,1.5943132450226274,1.0,2.5013497538236478,1.1672494981851662,1,8.0,1,1,-0.8760633599773355,-0.8760633599773355
2016-08-15,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,1.4476065717287843,1.31167416543231,1.0,-0.4881285042384796,1.509590932024117,1,21.0,1,1,-1.4003041314100428,-1.4003041314100428
2016-08-16,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,1.4064985740313747,1.3040352713893284,0.0,0.2456525227404062,1.4769869859442168,1,14.0,1,1,-1.28294232029128,-1.28294232029128
2016-08-17,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,1.209180185083808,0.8762572049823607,0.0,-1.0044929306310288,1.4280810668243669,1,13.0,1,1,-0.7820258204689261,-0.7820258204689261
2016-08-19,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,1.4229417731103384,1.2047296488305679,0.0,-0.9773158555577367,1.525892905064067,1,5.0,1,1,0.8188337103750191,0.8188337103750191
2016-08-20,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,1.2502881827812178,0.9755628275411211,0.0,-1.0044929306310288,1.468835999424242,1,15.0,1,1,0.7018421257897539,0.7018421257897539
2016-08-21,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,1.340725777715519,1.1665351786156601,0.0,-0.5153055793117716,1.468835999424242,1,10.0,1,1,-0.7698083448635029,-0.7698083448635029
2016-08-22,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,1.340725777715519,1.1054240262718076,0.0,-0.9501387804844447,1.5014399455041418,1,16.0,1,1,-1.9526821193885735,-1.9526821193885735
2016-08-23,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,1.2420665832417357,1.1130629203147893,0.0,-0.270711903652143,1.3058162690247417,1,24.0,1,1,-0.571737149442247,-0.571737149442247
2016-08-24,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,1.2420665832417357,1.357507529690199,0.0,1.4686209010385491,1.1427965386252414,1,15.0,1,1,-0.38255139082493517,-0.38255139082493517
2016-08-25,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,1.4147201735708566,1.5255631986357936,0.0,1.8219228769913463,1.1264945655852914,1,7.0,1,1,-0.2537125571677444,-0.2537125571677444
2016-08-26,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,1.061191393373133,1.1054240262718076,0.0,-0.9773158555577367,1.0042297677856662,1,15.0,1,1,1.1153851637066565,1.1153851637066565
2016-08-27,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,0.9460889998203855,1.0366739798849736,0.0,1.6316833514783016,0.947172862145841,1,27.0,1,1,1.1779534478677636,1.1779534478677636
2016-08-28,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,0.9543105993598675,1.0901462381858444,0.0,2.3382873033838956,0.7107942530665656,1,9.0,1,1,-0.22261352835393972,-0.22261352835393972
2016-08-29,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,1.3900553749524107,1.601952139065609,0.0,2.148047777870851,1.1264945655852914,1,16.0,1,1,-1.3854950700701358,-1.3854950700701358
2016-08-30,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,1.5627089652815314,1.6248688211945541,0.0,0.05541299722736178,1.4932889589841667,1,12.0,1,1,-0.5980232333205818,-0.5980232333205818
2016-08-31,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,1.5380441666630857,1.502646516506849,0.0,0.7076627989863714,1.5340438915840418,1,16.0,1,1,-0.17115204019776295,-0.17115204019776295
2016-09-01,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,1.4640497708077482,1.5790354569366647,0.0,1.278381375525505,1.3384202151046416,1,17.0,1,1,-0.5621112595713074,-0.5621112595713074
2016-09-02,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,1.4311633726498205,1.4186186820340518,0.0,0.10976714737394584,1.525892905064067,1,19.0,1,1,0.6340906701596795,0.6340906701596795
2016-09-03,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,1.3653905763339649,1.3422297416042361,0.0,0.13694422244723806,1.444383039864317,1,27.0,1,1,1.2123845154830473,1.2123845154830473
2016-09-04,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,1.2913961804786274,1.0366739798849736,0.0,-0.8686075552645685,1.5014399455041418,1,3.0,1,1,-0.7031675688339214,-0.7031675688339214
2016-09-05,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,1.3571689767944828,1.31167416543231,0.0,-0.1891806784322668,1.4117790937844166,1,2.0,1,1,-1.2951597958967032,-1.2951597958967032
2016-09-06,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,1.2502881827812178,0.9220905692402502,0.0,-1.0044929306310288,1.4606850129042668,1,10.0,1,1,-0.5980232333205818,-0.5980232333205818
2016-09-08,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,0.8392082058071204,0.7158404300797482,0.0,-0.8142534051179843,0.9797768082257411,1,16.0,1,1,-0.3558950804131026,-0.3558950804131026
2016-09-09,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,0.8556514048860843,0.9068127811542872,0.0,-0.32506605379872716,0.930870889105891,1,21.0,1,1,0.948783223632703,0.948783223632703
2016-09-10,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,0.8392082058071204,0.7845904764665821,0.0,-0.4609514291651875,1.0205317408256163,1,30.0,1,1,1.4530317622565359,1.4530317622565359
2016-09-11,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,0.8145434071886746,0.700562641993785,0.0,-0.32506605379872716,0.939021875625866,1,11.0,1,1,-0.267781165440656,-0.267781165440656
2016-09-12,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,0.7158842127148912,0.7693126883806191,0.0,0.571777423619911,0.7352472126264907,1,15.0,1,1,-1.2740568834873358,-1.2740568834873358
2016-09-13,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,0.8556514048860843,0.7769515824236006,0.0,-0.651190954678232,0.9145689160659409,1,20.0,1,1,-0.7609229080595586,-0.7609229080595586
2016-09-14,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,0.9214242012019399,0.9144516751972686,0.0,0.10976714737394584,0.8656629969460907,1,14.0,1,1,-0.36959346215251654,-0.36959346215251654
2016-09-15,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,1.028304995215205,1.0443128739279552,0.0,0.2728295978136984,1.1020416060253664,1,8.0,1,1,-0.047866604543037275,-0.047866604543037275
2016-09-16,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,1.0858561919915788,1.1054240262718076,0.0,0.6533086488397872,1.069437659945466,1,19.0,1,1,0.8814019945361261,0.8814019945361261
2016-09-17,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,0.724105812254373,0.6776459598648403,0.0,-0.32506605379872716,0.7515491856664407,1,20.0,1,1,1.3393722164727497,1.3393722164727497
2016-09-19,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,0.5350090228462884,0.6929237479508034,1.0,1.278381375525505,0.49886860354721524,1,10.0,1,1,-1.2770186957553171,-1.2770186957553171
2016-09-20,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,0.5185658237673244,0.700562641993785,0.0,0.8163710992795398,0.319546900107765,1,5.0,1,1,-1.756462056634806,-1.756462056634806
2016-09-21,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,0.5514522219252522,0.7234793241227295,0.0,1.332735525672089,0.49886860354721524,1,29.0,1,1,0.37826413551278626,0.37826413551278626
2016-09-22,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,0.6418898168595536,0.7845904764665821,1.0,0.9250793995727079,0.3847547922675651,1,12.0,1,1,-0.28147954718007,-0.28147954718007
2016-09-23,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,0.6747762150174815,0.387367986231541,0.0,-1.0044929306310288,0.8901159565060158,1,4.0,1,1,0.19537222796493497,0.19537222796493497
2016-09-24,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,0.9460889998203855,0.960285039455158,0.0,0.6804857239130794,1.0205317408256163,1,20.0,1,1,1.1150149371731588,1.1150149371731588
2016-09-25,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,1.0036401965967594,1.0672295560568998,0.0,1.1153189250857525,0.8086060913062657,1,11.0,1,1,-0.3640400641500514,-0.3640400641500514
2016-09-27,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,0.8556514048860843,1.120701814357771,0.0,1.0881418500124604,0.6129824148268654,1,17.0,1,1,-0.42994038711263755,-0.42994038711263755
2016-09-28,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,0.896759402583494,0.9144516751972686,0.0,-0.8686075552645685,0.898266943025991,1,10.0,1,1,-0.3159106147953537,-0.3159106147953537
2016-09-29,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,0.6418898168595536,0.5477847611341539,0.0,-0.4337743540918954,0.7923041182663157,1,5.0,1,1,-0.19558699140860947,-0.19558699140860947
2016-09-30,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,0.6501114163990357,0.7693126883806191,0.0,1.6316833514783016,0.4010567653075151,1,18.0,1,1,1.1827663928032333,1.1827663928032333
2016-10-01,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,0.7405490113333372,0.8533405228534163,0.0,1.713214576698178,0.6129824148268654,1,24.0,1,1,1.2164570073515217,1.2164570073515217
2016-10-02,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,0.7487706108728189,0.9297294632832319,0.0,1.6316833514783016,0.4010567653075151,1,4.0,1,1,-0.4195740441747026,-0.4195740441747026
2016-10-03,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,0.6583330159385177,0.7082015360367665,0.0,-1.0044929306310288,0.6944922800266157,1,4.0,1,1,-1.491009632116973,-1.491009632116973
2016-10-04,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,0.5267874233068065,0.7082015360367665,0.0,0.19129837259382224,0.44181169790739017,1,7.0,1,1,-0.6568892521467121,-0.6568892521467121
2016-10-05,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,0.2472530389644203,0.3109790458017254,0.0,0.6533086488397872,0.07501730450851457,1,8.0,1,1,-0.8249720983546563,-0.8249720983546563
2016-10-06,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,0.2308098398854563,0.29570125771576233,0.0,-0.4609514291651875,0.2543390079479649,1,2.0,1,1,-0.3581164396140886,-0.3581164396140886
2016-10-07,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,0.12392904587219111,0.0818122245122786,0.0,-0.026118227992514374,0.10762125058841461,1,12.0,1,1,0.8040246490351121,0.8040246490351121
2016-10-08,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,0.38702023113561335,0.4408402445324119,0.0,-0.705545104824816,0.32769788662773996,1,32.0,1,1,1.0528168795455495,1.0528168795455495
2016-10-09,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,0.3541338329776855,0.3644513041025963,0.0,0.02823592215406969,0.36030183270764005,1,32.0,1,1,0.3438330678975025,0.3438330678975025
2016-10-10,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,0.0006050527799619192,-0.09388233847629734,1.0,-0.5424826543850637,0.17282914274821476,1,21.0,1,1,-0.7542588304566006,-0.7542588304566006
2016-10-11,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,0.16503704356960083,0.12764558877016793,0.0,0.19129837259382224,0.13207421014833967,1,5.0,1,1,-1.1407753314281728,-1.1407753314281728
2016-10-12,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,-0.007616546759520071,-0.16263238486313128,0.0,-0.4881285042384796,0.22988604838803986,1,14.0,1,1,-0.4403067300505724,-0.4403067300505724
2016-10-13,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,0.08282104817478138,0.11236780068420486,0.0,0.2456525227404062,0.19728210230813978,1,4.0,1,1,-0.40661611550228405,-0.40661611550228405
2016-10-14,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,-0.007616546759520071,0.12764558877016793,0.0,0.001058847080777719,-0.06354946633106066,1,5.0,1,1,0.9587793400371402,0.9587793400371402
2016-10-15,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,0.13215064541167304,0.3720901981455779,0.0,1.5229750511851337,-0.2102672236906109,1,21.0,1,1,1.4167495619737638,1.4167495619737638
2016-10-16,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,0.6994410136359274,0.7769515824236006,0.0,-0.10764945321239065,0.49071761702724026,1,2.0,1,1,-0.45141352605550267,-0.45141352605550267
2016-10-17,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,0.5350090228462884,0.5401458670911722,0.0,-1.0044929306310288,0.6048314283068905,1,6.0,1,1,-1.3584685331248056,-1.3584685331248056
2016-10-18,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,0.4034634302145773,0.3491735160166332,0.0,1.0609647749391682,0.23803703490801484,1,4.0,1,1,-0.5691455637077631,-0.5691455637077631
2016-10-19,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,0.2308098398854563,0.5248680790052092,0.0,1.74039165177147,0.026111385388664476,1,5.0,1,1,-0.4343831055146096,-0.4343831055146096
2016-10-20,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,-0.056946143996411715,0.09709001259824167,0.0,-0.8142534051179843,-0.15321031805078583,1,13.0,1,1,-0.21743035688497228,-0.21743035688497228
2016-10-21,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,-0.35292372741776173,-0.4834659346683569,0.0,-1.0044929306310288,-0.1450593315308108,1,14.0,1,1,0.981733385113996,0.981733385113996
2016-10-22,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,-0.25426453294397844,-0.40707699423854127,0.0,-1.0044929306310288,-0.15321031805078583,1,13.0,1,1,1.5204129913531126,1.5204129913531126
2016-10-23,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,-0.2460429334044965,-0.41471588828152284,0.0,-0.651190954678232,-0.055398479811085664,1,8.0,1,1,-0.18929314033914899,-0.18929314033914899
2016-10-24,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,-0.41047492419413545,-0.42235478232450435,0.0,-0.7327221798981082,-0.17766327761071088,1,2.0,1,1,-1.1948284053188334,-1.1948284053188334
2016-10-25,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,-0.12271894031226727,-0.025132292089463274,0.0,0.5446003485466191,-0.31623004845028607,1,17.0,1,1,-0.5328633634249911,-0.5328633634249911
2016-10-27,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,-0.23782133386501456,-0.429993676367486,0.0,-0.9773158555577367,-0.10430439893093574,1,9.0,1,1,-0.13412938684799547,-0.13412938684799547
2016-10-28,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,-0.056946143996411715,-0.18554906699207602,0.0,-0.4609514291651875,0.06686631798853955,1,16.0,1,1,0.8854744864046006,0.8854744864046006
2016-10-29,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,-0.40225332465465347,-0.5445770870122093,0.0,-0.5424826543850637,-0.28362610237038605,1,25.0,1,1,1.6988621804989918,1.6988621804989918
2016-10-30,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,-0.43513972281258123,-0.6362438155279881,0.0,-0.705545104824816,-0.2021162371706359,1,21.0,1,1,-0.1074730764361629,-0.1074730764361629
2016-10-31,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,-0.41047492419413545,-0.46818814658239377,0.0,-1.0044929306310288,-0.259173142810461,1,1.0,1,1,-1.027856238711382,-1.027856238711382
2016-11-01,air_7ef9a5ea5c8fe39f,0,0,0,0,0,1,0,-0.4844693200494729,-0.6897160738288589,0.0,-1.0044929306310288,-0.23472018325053595,1,1.0,1,1,-0.7487054324541355,-0.7487054324541355
2016-11-02,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,-0.4186965237336174,-0.5063826167973016,0.0,-0.5696597294583557,-0.22656919673056095,1,22.0,1,1,0.38566866618273976,0.38566866618273976
2016-11-03,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,-0.468026120970509,-0.6286049214850065,1.0,-1.0044929306310288,-0.25102215629048596,1,9.0,1,1,-0.07119087615339079,-0.07119087615339079
2016-11-04,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,-0.5502421163653285,-0.7737439083016561,0.0,-1.0044929306310288,-0.31623004845028607,1,18.0,1,1,0.055426598302813955,0.055426598302813955
2016-11-05,air_7ef9a5ea5c8fe39f,0,0,1,0,0,0,0,-0.5337989172863645,-0.7890216963876193,0.0,-1.0044929306310288,-0.31623004845028607,1,29.0,1,1,1.2349683340264055,1.2349683340264055
2016-11-06,air_7ef9a5ea5c8fe39f,0,0,0,1,0,0,0,-0.6817877089970396,-0.8119383785165639,0.0,-0.4337743540918954,-0.5037027384097114,1,8.0,1,1,-0.5043559203456701,-0.5043559203456701
2016-11-07,air_7ef9a5ea5c8fe39f,0,1,0,0,0,0,0,-0.6900093085365216,-0.7355494380867483,0.0,-0.2163577535055589,-0.5607596440495365,1,9.0,1,1,-1.2640607670828985,-1.2640607670828985
2016-11-09,air_7ef9a5ea5c8fe39f,0,0,0,0,0,0,1,-0.6077933131417022,-0.6515216036139512,0.0,0.6261315737664952,-0.43034385972993633,1,6.0,1,1,-0.7853578592704052,-0.7853578592704052
2016-11-10,air_7ef9a5ea5c8fe39f,0,0,0,0,1,0,0,-0.6489013108391118,-0.7508272261727115,0.0,-0.7598992549714002,-0.5363066844896115,1,23.0,1,1,-0.5265695123555306,-0.5265695123555306
2016-11-11,air_7ef9a5ea5c8fe39f,1,0,0,0,0,0,0,-0.764003704391859,-0.7355494380867483,0.0,1.332735525672089,-0.7971382531288119,1,7.0,1,1,0.40010750098914905,0.40010750098914905
