visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,total_genre_visitors
2016-08-02,air_96773a6236d279b1,0,0,0,0,0,1,0,1.283669655067927,1.2661627753184614,0.0,0.19308172204290738,1.3318576546883525,1,16.0,1,4511364.0
2016-08-03,air_96773a6236d279b1,0,0,0,0,0,0,1,1.2729941543327477,1.3165210133950107,0.0,0.7347698449812381,1.2252104529000756,1,29.0,1,5087354.0
2016-08-04,air_96773a6236d279b1,0,0,0,0,1,0,0,1.358398160214184,1.457524080009348,0.0,1.1681203433319034,1.2572046134365586,1,35.0,1,5250352.0
2016-08-05,air_96773a6236d279b1,1,0,0,0,0,0,0,1.358398160214184,1.447452432394038,0.0,1.0326983125973206,1.3958459757613184,1,28.0,1,6602614.0
2016-08-06,air_96773a6236d279b1,0,0,1,0,0,0,0,1.3263716580086455,1.5078823180858971,0.0,0.4368413773651562,1.4278401362978017,1,66.0,1,6290958.0
2016-08-07,air_96773a6236d279b1,0,0,0,1,0,0,0,1.3797491616845434,1.4978106704705871,0.0,1.520217623241818,1.3211929345095246,1,17.0,1,4751320.0
2016-08-08,air_96773a6236d279b1,0,1,0,0,0,0,0,1.4331266653604413,1.447452432394038,0.0,1.8181460908579001,1.385181255582491,1,22.0,1,4081164.0
2016-08-09,air_96773a6236d279b1,0,0,0,0,0,1,0,1.3690736609493637,1.3467359562409398,0.0,1.3306267802134026,1.3958459757613184,1,23.0,1,5151884.0
2016-08-10,air_96773a6236d279b1,0,0,0,0,0,0,1,1.2516431528623881,1.3366643086256305,0.0,1.7639772785640673,1.2145457327212477,1,33.0,1,6443918.0
2016-08-11,air_96773a6236d279b1,0,0,0,0,1,0,0,1.230292151392029,1.4373807847787288,1.0,1.89939930929865,1.0545749300388323,1,28.0,1,6044310.0
2016-08-12,air_96773a6236d279b1,1,0,0,0,0,0,0,1.2729941543327477,1.3568076038562498,0.0,1.9806525277393998,1.1505574116482817,1,21.0,1,5487440.0
2016-08-13,air_96773a6236d279b1,0,0,1,0,0,0,0,1.3263716580086455,1.3668792514715598,1.0,1.7368928724171508,1.2678693336153861,1,33.0,1,5701106.0
2016-08-14,air_96773a6236d279b1,0,0,0,1,0,0,0,1.2943451558031067,1.3668792514715598,1.0,1.0326983125973206,1.2891987739730415,1,23.0,1,4367008.0
2016-08-15,air_96773a6236d279b1,0,1,0,0,0,0,0,1.2729941543327477,1.3668792514715598,1.0,-0.02359352713242497,1.3211929345095246,1,31.0,1,3690160.0
2016-08-16,air_96773a6236d279b1,0,0,0,0,0,1,0,1.3156961572734658,1.3467359562409398,0.0,0.7889386572750715,1.2038810125424202,1,20.0,1,3841686.0
2016-08-17,air_96773a6236d279b1,0,0,0,0,0,0,1,1.1982656491864903,1.1755179467806731,0.0,-0.6736192746584223,1.2038810125424202,1,19.0,1,4488420.0
2016-08-18,air_96773a6236d279b1,0,0,0,0,1,0,0,1.3477226594790046,1.4172374895481088,0.0,0.19308172204290738,1.2891987739730415,1,14.0,1,4843096.0
2016-08-19,air_96773a6236d279b1,1,0,0,0,0,0,0,1.4224511646252616,1.6287420894696154,0.0,0.572263408099739,1.4065106959401463,1,14.0,1,6555292.0
2016-08-20,air_96773a6236d279b1,0,0,1,0,0,0,0,1.4865041690363392,1.5783838513930661,0.0,1.3306267802134026,1.385181255582491,1,23.0,1,6404244.0
2016-08-24,air_96773a6236d279b1,0,0,0,0,0,0,1,1.2516431528623881,1.3668792514715598,0.0,-0.42985961933617334,1.2891987739730415,1,16.0,1,5004182.0
2016-08-25,air_96773a6236d279b1,0,0,0,0,1,0,0,1.283669655067927,1.4071658419327988,0.0,0.8972762818627378,1.2572046134365586,1,26.0,1,5170526.0
2016-08-26,air_96773a6236d279b1,1,0,0,0,0,0,0,1.2943451558031067,1.3467359562409398,0.0,1.2222891556257363,1.278534053794214,1,32.0,1,6938170.0
2016-08-27,air_96773a6236d279b1,0,0,1,0,0,0,0,1.0488086388939764,1.0345148801663357,0.0,0.16599731589599068,1.1505574116482817,1,22.0,1,7018952.0
2016-08-28,air_96773a6236d279b1,0,0,0,1,0,0,0,0.9634046330125395,1.0244432325510258,0.0,-0.7007036808053388,0.9905866089658665,1,25.0,1,5210678.0
2016-08-29,air_96773a6236d279b1,0,1,0,0,0,0,0,0.7285436168385888,0.6316489755539423,0.0,-1.4861514590659188,0.6919744439586909,1,20.0,1,3709280.0
2016-08-30,air_96773a6236d279b1,0,0,0,0,0,1,0,0.749894618308948,0.6316489755539423,0.0,1.2493735617726527,0.7239686044951741,1,22.0,1,4725986.0
2016-08-31,air_96773a6236d279b1,0,0,0,0,0,0,1,1.059484139629156,0.9841566420897863,0.0,1.845230497004817,1.1078985309329707,1,24.0,1,5277120.0
2016-09-01,air_96773a6236d279b1,0,0,0,0,1,0,0,1.1021861425698742,1.0748014706275748,0.0,1.357711186360319,0.9799218887870386,1,12.0,1,4772352.0
2016-09-02,air_96773a6236d279b1,1,0,0,0,0,0,0,1.112861643305054,1.2258761848572224,0.0,1.4660488109479852,0.9585924484293833,1,31.0,1,6316770.0
2016-09-03,air_96773a6236d279b1,0,0,1,0,0,0,0,1.20894114992167,1.2057328896266024,0.0,0.003490879014491483,1.1505574116482817,1,43.0,1,7063406.0
2016-09-04,air_96773a6236d279b1,0,0,0,1,0,0,0,1.2409676521272088,1.2963777181643907,0.0,0.572263408099739,1.2038810125424202,1,16.0,1,4590234.0
2016-09-05,air_96773a6236d279b1,0,1,0,0,0,0,0,1.0488086388939764,0.9841566420897863,0.0,-0.7819568992460885,1.1505574116482817,1,13.0,1,3825912.0
2016-09-06,air_96773a6236d279b1,0,0,0,0,0,1,0,1.0381331381587966,1.115088061088814,0.0,-0.45694402548308993,1.1612221318271092,1,28.0,1,4725986.0
2016-09-07,air_96773a6236d279b1,0,0,0,0,0,0,1,1.187590148451311,1.2863060705490814,0.0,0.7889386572750715,1.0972338107541433,1,25.0,1,4849788.0
2016-09-08,air_96773a6236d279b1,0,0,0,0,1,0,0,0.9420536315421805,0.6920788612458014,0.0,-1.1882229914498366,1.0012513291446938,1,14.0,1,5038598.0
2016-09-09,air_96773a6236d279b1,1,0,0,0,0,0,0,0.8352986241903847,0.8330819278601389,0.0,0.19308172204290738,0.9159335677140723,1,26.0,1,6723070.0
2016-09-10,air_96773a6236d279b1,0,0,1,0,0,0,0,0.8352986241903847,0.9539416992438567,0.0,1.5473020293887347,0.7133038843163463,1,45.0,1,7374106.0
2016-09-11,air_96773a6236d279b1,0,0,0,1,0,0,0,0.9954311352180784,1.115088061088814,0.0,0.4368413773651562,0.9159335677140723,1,20.0,1,5152362.0
2016-09-12,air_96773a6236d279b1,0,1,0,0,0,0,0,1.0488086388939764,0.9337984040132371,0.0,-1.1069697730090873,1.0119160493235217,1,22.0,1,3853158.0
2016-09-13,air_96773a6236d279b1,0,0,0,0,0,1,0,0.7712456197793071,0.44028767086305576,0.0,-1.4861514590659188,0.9799218887870386,1,27.0,1,4515666.0
2016-09-14,air_96773a6236d279b1,0,0,0,0,0,0,1,0.8032721219848459,0.6215773279386327,0.0,-1.2423918037436696,0.9585924484293833,1,26.0,1,5020912.0
2016-09-15,air_96773a6236d279b1,0,0,0,0,1,0,0,0.8032721219848459,0.6417206231692523,0.0,-0.9715477422745044,0.9052688475352448,1,25.0,1,5436294.0
2016-09-16,air_96773a6236d279b1,1,0,0,0,0,0,0,0.9100271293366416,0.9438700516285471,0.0,-0.40277521318925674,0.8839394071775895,1,37.0,1,6636074.0
2016-09-17,air_96773a6236d279b1,0,0,1,0,0,0,0,1.1021861425698742,0.9740849944744766,0.0,-0.42985961933617334,1.1505574116482817,1,17.0,1,7227360.0
2016-09-18,air_96773a6236d279b1,0,0,0,1,0,0,0,0.8352986241903847,0.6014340327080128,0.0,-1.4861514590659188,0.9479277282505554,1,28.0,1,5720704.0
2016-09-19,air_96773a6236d279b1,0,1,0,0,0,0,0,0.6751661131626909,0.45035931847836536,1.0,-1.4861514590659188,0.7026391641375184,1,5.0,1,3849334.0
2016-09-20,air_96773a6236d279b1,0,0,0,0,0,1,0,0.3976030940480217,0.04749341386597231,0.0,-1.4861514590659188,0.6279861228857246,1,16.0,1,3230324.0
2016-09-21,air_96773a6236d279b1,0,0,0,0,0,0,1,0.5470601043405361,0.4805742613242949,0.0,-1.4319826467720855,0.6599802834222078,1,38.0,1,5986472.0
2016-09-22,air_96773a6236d279b1,0,0,0,0,1,0,0,0.5790866065460749,0.5007175565549145,1.0,-1.350729428331336,0.7666274852104847,1,17.0,1,5134676.0
2016-09-23,air_96773a6236d279b1,1,0,0,0,0,0,0,0.5684111058108952,0.4805742613242949,0.0,-1.052800960715254,0.7239686044951741,1,22.0,1,5750340.0
2016-09-24,air_96773a6236d279b1,0,0,1,0,0,0,0,0.5150336021349973,0.3597144899405771,0.0,-1.1611385853029201,0.6173214027068972,1,39.0,1,6937692.0
2016-09-25,air_96773a6236d279b1,0,0,0,1,0,0,0,0.8780006271311028,0.883440165936688,0.0,-0.3756908070423403,0.8626099668199338,1,32.0,1,5028082.0
2016-09-26,air_96773a6236d279b1,0,1,0,0,0,0,0,0.8352986241903847,0.8330819278601389,0.0,-0.7277880869522554,0.8519452466411064,1,10.0,1,4145216.0
2016-09-27,air_96773a6236d279b1,0,0,0,0,0,1,0,1.059484139629156,1.064729823012265,0.0,-0.42985961933617334,0.9372630080717279,1,12.0,1,4942998.0
2016-09-28,air_96773a6236d279b1,0,0,0,0,0,0,1,0.9207026300718214,0.7625803945529701,0.0,-1.350729428331336,1.0225807695023492,1,20.0,1,5090222.0
2016-09-29,air_96773a6236d279b1,0,0,0,0,1,0,0,0.5684111058108952,0.44028767086305576,0.0,-1.4861514590659188,0.6599802834222078,1,17.0,1,5245572.0
2016-09-30,air_96773a6236d279b1,1,0,0,0,0,0,0,0.5363846036053563,0.6115056803233228,0.0,-0.29443758860159047,0.5213389210974477,1,52.0,1,7025166.0
2016-10-01,air_96773a6236d279b1,0,0,1,0,0,0,0,0.7071926153682297,0.5812907374773932,0.0,-0.9715477422745044,0.7346333246740016,1,26.0,1,7068664.0
2016-10-02,air_96773a6236d279b1,0,0,0,1,0,0,0,0.9847556344828987,0.9337984040132371,0.0,0.3555881589244066,1.0119160493235217,1,15.0,1,4956382.0
2016-10-03,air_96773a6236d279b1,0,1,0,0,0,0,0,0.6644906124275112,0.5712190898620836,0.0,-1.4861514590659188,0.6919744439586909,1,22.0,1,3573050.0
2016-10-04,air_96773a6236d279b1,0,0,0,0,0,1,0,0.6538151116923319,0.7021505088611111,0.0,-0.9715477422745044,0.7239686044951741,1,16.0,1,4649984.0
2016-10-05,air_96773a6236d279b1,0,0,0,0,0,0,1,0.7819211205144868,0.7122221564764211,0.0,-1.2694762098905865,0.6813097237798631,1,30.0,1,4432972.0
2016-10-06,air_96773a6236d279b1,0,0,0,0,1,0,0,0.6751661131626909,0.6920788612458014,0.0,0.8431074695689045,0.6279861228857246,1,15.0,1,5035730.0
2016-10-07,air_96773a6236d279b1,1,0,0,0,0,0,0,0.49368260066463815,0.5712190898620836,0.0,0.7076854388343217,0.3187092376997217,1,35.0,1,6536172.0
2016-10-08,air_96773a6236d279b1,0,0,1,0,0,0,0,0.9207026300718214,0.9237267563979276,0.0,-0.3215219947485072,0.7986216457469679,1,29.0,1,6857388.0
2016-10-09,air_96773a6236d279b1,0,0,0,1,0,0,0,0.4296295962535605,0.5309324994008441,0.0,-0.5652816500707561,0.3293739578785492,1,23.0,1,5942018.0
2016-10-11,air_96773a6236d279b1,0,0,0,0,0,1,0,0.08801357272781399,-0.002864824210576821,0.0,-0.42985961933617334,0.12674427448082315,1,28.0,1,4025238.0
2016-10-12,air_96773a6236d279b1,0,0,0,0,0,0,1,0.13071557566853215,0.30935625186402793,0.0,0.4368413773651562,0.08408539376551234,1,21.0,1,4929614.0
2016-10-13,air_96773a6236d279b1,0,0,0,0,1,0,0,-0.04009243609434091,-0.053223062287125956,0.0,-0.6736192746584223,0.14807371483847845,1,24.0,1,4973112.0
2016-10-14,air_96773a6236d279b1,1,0,0,0,0,0,0,0.0026095668463772597,0.05756506148128228,0.0,-0.45694402548308993,0.030761792871373872,1,23.0,1,6735976.0
2016-10-15,air_96773a6236d279b1,0,0,1,0,0,0,0,0.12004007493335281,0.299284604248718,0.0,1.357711186360319,-0.09721484927455837,1,19.0,1,7327262.0
2016-10-16,air_96773a6236d279b1,0,0,0,1,0,0,0,0.44030509698874026,0.5712190898620836,0.0,0.3555881589244066,0.3293739578785492,1,12.0,1,4915274.0
2016-10-18,air_96773a6236d279b1,0,0,0,0,0,1,0,0.5577356050757154,0.6618639183998719,0.0,0.11182850360215778,0.5320036412762755,1,8.0,1,4763270.0
2016-10-19,air_96773a6236d279b1,0,0,0,0,0,0,1,0.5684111058108952,0.5007175565549145,0.0,-0.18609996401392442,0.5106742009186203,1,14.0,1,4937262.0
2016-10-20,air_96773a6236d279b1,0,0,0,0,1,0,0,0.5470601043405361,0.5309324994008441,0.0,0.40975697121823973,0.5106742009186203,1,32.0,1,5217370.0
2016-10-21,air_96773a6236d279b1,1,0,0,0,0,0,0,0.08801357272781399,-0.002864824210576821,0.0,-0.7007036808053388,0.1800678753749616,1,37.0,1,6765612.0
2016-10-22,air_96773a6236d279b1,0,0,1,0,0,0,0,-0.018741434623981826,-0.16401118605553383,0.0,-1.4319826467720855,0.030761792871373872,1,9.0,1,7461102.0
2016-10-25,air_96773a6236d279b1,0,0,0,0,0,1,0,-0.12549644197577764,-0.20429777651677336,0.0,-1.296560616037503,-0.1612031703475245,1,9.0,1,4810114.0
2016-10-26,air_96773a6236d279b1,0,0,0,0,0,0,1,0.3549010911073035,0.38992943278650666,0.0,-0.42985961933617334,0.30804451752089385,1,27.0,1,5307712.0
2016-10-27,air_96773a6236d279b1,0,0,0,0,1,0,0,0.0666625712574549,0.128066594788451,0.0,1.0056139064504037,-0.022561808022764595,1,4.0,1,5324920.0
2016-10-28,air_96773a6236d279b1,1,0,0,0,0,0,0,-0.12549644197577764,-0.16401118605553383,0.0,-1.4590670529190024,-0.0652206887380754,1,25.0,1,6641332.0
2016-10-29,air_96773a6236d279b1,0,0,1,0,0,0,0,-0.04009243609434091,-0.03307976705650602,0.0,0.6535166265404888,-0.15053845016869682,1,33.0,1,7691498.0
2016-10-30,air_96773a6236d279b1,0,0,0,1,0,0,0,-0.3069799544738304,-0.24458436697801253,0.0,0.6806010326874052,-0.4064917344605615,1,19.0,1,5359336.0
2016-10-31,air_96773a6236d279b1,0,1,0,0,0,0,0,-0.28562895300347135,-0.20429777651677336,0.0,-0.7819568992460885,-0.37449757392407834,1,13.0,1,4171028.0
2016-11-01,air_96773a6236d279b1,0,0,0,0,0,1,0,-0.36035745814972836,-0.22444107174739295,0.0,-0.18609996401392442,-0.29984453267228456,1,30.0,1,4531440.0
2016-11-02,air_96773a6236d279b1,0,0,0,0,0,0,1,-0.424410462560806,-0.29494260505456166,0.0,1.3306267802134026,-0.5557978169641492,1,38.0,1,5996032.0
2016-11-03,air_96773a6236d279b1,0,0,0,0,1,0,0,-0.3923839603552672,-0.3956590812076599,1.0,0.8160230634219879,-0.39582701428173384,1,29.0,1,5406180.0
2016-11-04,air_96773a6236d279b1,1,0,0,0,0,0,0,-0.37103295888490806,-0.32515754790049123,0.0,1.1139515310380699,-0.4704800555335276,1,17.0,1,5569656.0
2016-11-05,air_96773a6236d279b1,0,0,1,0,0,0,0,-0.33900645667936924,-0.16401118605553383,0.0,1.2493735617726527,-0.5238036564276661,1,27.0,1,7092564.0
2016-11-06,air_96773a6236d279b1,0,0,0,1,0,0,0,-0.4671124655015242,-0.5568054430526173,0.0,-0.9444633361275878,-0.4918094958911831,1,30.0,1,4846920.0
2016-11-07,air_96773a6236d279b1,0,1,0,0,0,0,0,-0.4777879662367039,-0.36544413836173034,0.0,1.1410359371849863,-0.6517802985735985,1,14.0,1,3866064.0
2016-11-08,air_96773a6236d279b1,0,0,0,0,0,1,0,-0.44576146403116507,-0.6675935668210251,0.0,-1.4861514590659188,-0.2785150923146293,1,16.0,1,4095026.0
2016-11-09,air_96773a6236d279b1,0,0,0,0,0,0,1,-0.7767019868217321,-0.8186682810506726,0.0,0.11182850360215778,-0.7264333398253923,1,25.0,1,4484118.0
2016-11-10,air_96773a6236d279b1,0,0,0,0,1,0,0,-0.8087284890272709,-0.909313109588461,0.0,-1.1882229914498366,-0.8010863810771862,1,3.0,1,4818240.0
2016-11-11,air_96773a6236d279b1,1,0,0,0,0,0,0,-0.37103295888490806,-0.34530084313111076,0.0,0.7347698449812381,-0.4704800555335276,1,27.0,1,6014674.0
2016-11-12,air_96773a6236d279b1,0,0,1,0,0,0,0,-0.2963044537386509,-0.23451271936270254,0.0,1.0868671248911534,-0.39582701428173384,1,19.0,1,7770368.0
2016-11-13,air_96773a6236d279b1,0,0,0,1,0,0,0,-0.17887394565167555,-0.03307976705650602,0.0,0.572263408099739,-0.33183869320876774,1,17.0,1,5018522.0
2016-11-14,air_96773a6236d279b1,0,1,0,0,0,0,0,-0.20022494712203465,-0.30501425266987164,0.0,-1.404898240625169,0.020097072692546215,1,4.0,1,3726966.0
2016-11-15,air_96773a6236d279b1,0,0,0,0,0,1,0,-0.13617194271095737,-0.07336635751774553,0.0,-1.052800960715254,-0.19319733088400765,1,23.0,1,4358882.0
2016-11-16,air_96773a6236d279b1,0,0,0,0,0,0,1,-0.5845429735884997,-0.6071636811291662,0.0,0.7618542511281551,-0.5131389362488384,1,9.0,1,5092612.0
2016-11-17,air_96773a6236d279b1,0,0,0,0,1,0,0,-0.57386747285332,-0.34530084313111076,0.0,0.7889386572750715,-0.7264333398253923,1,20.0,1,5155230.0
2016-11-18,air_96773a6236d279b1,1,0,0,0,0,0,0,-0.41373496182562625,-0.23451271936270254,0.0,0.9785295003034872,-0.6731097389312538,1,23.0,1,6785210.0
2016-11-19,air_96773a6236d279b1,0,0,1,0,0,0,0,-0.14684744344613673,-0.28487095743925167,0.0,-1.4590670529190024,-0.0652206887380754,1,19.0,1,7423340.0
2016-11-20,air_96773a6236d279b1,0,0,0,1,0,0,0,-0.02941693535916156,-0.15393953844022423,0.0,-1.1611385853029201,0.030761792871373872,1,16.0,1,5334958.0
2016-11-21,air_96773a6236d279b1,0,1,0,0,0,0,0,-0.21090044785721437,-0.46616061451482865,0.0,-1.4861514590659188,-0.05455596855924756,1,13.0,1,3856982.0
2016-11-22,air_96773a6236d279b1,0,0,0,0,0,1,0,-0.018741434623981826,-0.07336635751774553,0.0,0.46392578351207286,0.04142651305020153,1,38.0,1,6356444.0
2016-11-23,air_96773a6236d279b1,0,0,0,0,0,0,1,-0.6912979809402955,-0.6373786239750958,1.0,-1.4861514590659188,-0.6091214178582877,1,9.0,1,5255610.0
2016-11-24,air_96773a6236d279b1,0,0,0,0,1,0,0,-0.8514304919679893,-0.7078801572822645,0.0,-0.5923660562176727,-0.8437452617924969,1,33.0,1,4084510.0
2016-11-25,air_96773a6236d279b1,1,0,0,0,0,0,0,-0.7660264860865525,-0.7179518048975743,0.0,0.5993478142466556,-0.8224158214348416,1,21.0,1,6614564.0
2016-11-26,air_96773a6236d279b1,0,0,1,0,0,0,0,-0.6379204772643976,-0.49637555736075817,0.0,0.5451790019528225,-0.7904216608983584,1,33.0,1,7826294.0
2016-11-27,air_96773a6236d279b1,0,0,0,1,0,0,0,-0.6058939750588588,-0.8891698143578415,0.0,-1.4861514590659188,-0.33183869320876774,1,20.0,1,4871298.0
2016-11-28,air_96773a6236d279b1,0,1,0,0,0,0,0,-0.6592714787347567,-0.738095100128194,0.0,-0.8361257115399215,-0.4704800555335276,1,15.0,1,3915298.0
2016-11-29,air_96773a6236d279b1,0,0,0,0,0,1,0,-0.7767019868217321,-0.7481667477435039,0.0,-0.07776233942625813,-0.6517802985735985,1,32.0,1,4738414.0
2016-11-30,air_96773a6236d279b1,0,0,0,0,0,0,1,-0.7873774875569116,-0.8992414619731512,0.0,0.08474409745524109,-0.7157686196465647,1,26.0,1,5043378.0
2016-12-01,air_96773a6236d279b1,0,0,0,0,1,0,0,-0.43508596329598553,-0.5769487382832369,0.0,-1.3236450221844196,-0.4064917344605615,1,11.0,1,4909538.0
2016-12-02,air_96773a6236d279b1,1,0,0,0,0,0,0,-0.6379204772643976,-0.6776652144363351,0.0,1.0056139064504037,-0.630450858215943,1,20.0,1,6951076.0
2016-12-03,air_96773a6236d279b1,0,0,1,0,0,0,0,-0.6912979809402955,-0.5366621478219974,0.0,1.0326983125973206,-0.8864041425078076,1,36.0,1,8399416.0
2016-12-04,air_96773a6236d279b1,0,0,0,1,0,0,0,-0.6272449765292178,-0.627306976359786,0.0,-0.7548724930991719,-0.6411155783947706,1,24.0,1,5127028.0
2016-12-05,air_96773a6236d279b1,0,1,0,0,0,0,0,-0.2749534522682918,-0.3956590812076599,0.0,0.518094595805906,-0.21452677124166294,1,20.0,1,3999426.0
2016-12-06,air_96773a6236d279b1,0,0,0,0,0,1,0,-0.6485959779995771,-0.7078801572822645,0.0,-0.07776233942625813,-0.8224158214348416,1,20.0,1,4614612.0
2016-12-07,air_96773a6236d279b1,0,0,0,0,0,0,1,-0.9048079956438871,-0.8790981667425317,0.0,1.059782718744237,-1.0037160644749124,1,10.0,1,5304366.0
2016-12-08,air_96773a6236d279b1,0,0,0,0,1,0,0,-0.7660264860865525,-0.8186682810506726,0.0,0.8701918757158209,-0.73709806000422,1,18.0,1,5517076.0
2016-12-09,air_96773a6236d279b1,1,0,0,0,0,0,0,-0.6806224802051158,-0.5467337954373073,0.0,-0.18609996401392442,-0.7797569407195307,1,32.0,1,7749336.0
2016-12-10,air_96773a6236d279b1,0,0,1,0,0,0,0,-0.9688610000549646,-0.9697429952803199,0.0,0.05765969130832463,-0.9610571837596015,1,31.0,1,8681914.0
2016-12-11,air_96773a6236d279b1,0,0,0,1,0,0,0,-1.1396690118178379,-1.1006744142793479,0.0,0.19308172204290738,-1.0890338259055339,1,14.0,1,5764680.0
