visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Bunkyō-ku Sendagi,total_area_visitors,total_genre_visitors
2016-01-16,air_ad7777590c884721,0,0,1,0,0,0,0,-1.0881553603604623,-0.9830586105120082,0.0,0.9068205422226913,-1.1461491360779221,1,20.0,1,1,-0.7190286003118651,-0.719028600311865
2016-01-17,air_ad7777590c884721,0,0,0,1,0,0,0,-1.1760419177636683,-1.3826841010085305,0.0,-0.5805646048008588,-1.0862206699208339,1,9.0,1,1,-1.319939798093127,-1.3199397980931267
2016-01-19,air_ad7777590c884721,0,0,0,0,0,1,0,-1.2639284751668738,-1.3826841010085305,0.0,0.9068205422226913,-1.254020375160681,1,14.0,1,1,-1.3667476177097726,-1.3667476177097724
2016-01-20,air_ad7777590c884721,0,0,0,0,0,0,1,-1.3894807000285962,-1.3202426181184488,0.0,0.9316102946730838,-1.4457914668633636,1,4.0,1,1,-1.2422641190536121,-1.2422641190536121
2016-01-21,air_ad7777590c884721,0,0,0,0,1,0,0,-1.226262807708357,-1.2702894318063835,0.0,0.48539475056601894,-1.2420346819292634,1,10.0,1,1,-1.1208168032915045,-1.1208168032915045
2016-01-22,air_ad7777590c884721,1,0,0,0,0,0,0,-1.1760419177636683,-1.1703830591822528,0.0,0.6589230177187663,-1.0023208173009102,1,12.0,1,1,-0.8139093157510118,-0.8139093157510117
2016-01-23,air_ad7777590c884721,0,0,1,0,0,0,0,-1.4145911450009407,-1.657426625724889,0.0,-1.2994674258622414,-1.050263590226581,1,8.0,1,1,-0.7410409262937472,-0.7410409262937471
2016-01-24,air_ad7777590c884721,0,0,0,1,0,0,0,-1.4899224799179742,-1.3077543215404326,0.0,0.8820307897722989,-1.5057199330204518,1,11.0,1,1,-1.434555702343616,-1.4345557023436157
2016-01-26,air_ad7777590c884721,0,0,0,0,0,1,0,-1.427146367487113,-1.2578011352283671,0.0,0.7828717799707288,-1.5177056262518698,1,11.0,1,1,-1.2873008319820605,-1.2873008319820602
2016-01-27,air_ad7777590c884721,0,0,0,0,0,0,1,-1.113265805332807,-0.7832458652637472,0.0,0.981189799573869,-1.4937342397890343,1,14.0,1,1,-1.13650374824411,-1.13650374824411
2016-01-28,air_ad7777590c884721,0,0,0,0,1,0,0,-0.9249374680402233,-0.7083160857956493,0.0,0.981189799573869,-1.1101920563836691,1,9.0,1,1,-1.1420700835498734,-1.1420700835498734
2016-01-29,air_ad7777590c884721,1,0,0,0,0,0,0,-1.226262807708357,-1.4825904736326607,0.0,-1.3490469307630264,-1.050263590226581,1,15.0,1,1,-0.999875518011739,-0.9998755180117389
2016-01-30,air_ad7777590c884721,0,0,1,0,0,0,0,-1.4899224799179742,-1.8322627778171177,0.0,-1.3490469307630264,-1.1821062157721751,1,14.0,1,1,-0.7000524572240359,-0.7000524572240358
2016-01-31,air_ad7777590c884721,0,0,0,1,0,0,0,-1.1383762503051513,-1.0579883899801061,0.0,-0.08476955579300882,-1.2060776022350104,1,12.0,1,1,-1.2518786982181125,-1.2518786982181123
2016-02-02,air_ad7777590c884721,0,0,0,0,0,1,0,-1.1509314727913236,-1.1204298728701878,0.0,0.7580820275203364,-1.050263590226581,1,9.0,1,1,-1.3576390690276146,-1.3576390690276143
2016-02-03,air_ad7777590c884721,0,0,0,0,0,0,1,-1.276483697653046,-1.3077543215404326,0.0,0.4110254932148412,-1.1821062157721751,1,14.0,1,1,-1.2832525881233234,-1.2832525881233234
2016-02-04,air_ad7777590c884721,0,0,0,0,1,0,0,-1.2639284751668738,-1.2702894318063835,0.0,0.11354846381013138,-1.2300489886978458,1,9.0,1,1,-1.245806332430007,-1.2458063324300068
2016-02-05,air_ad7777590c884721,1,0,0,0,0,0,0,-0.96260313549874,-0.7957341618417634,0.0,0.8820307897722989,-1.289977454854934,1,5.0,1,1,-0.8738739279085523,-0.8738739279085522
2016-02-06,air_ad7777590c884721,0,0,1,0,0,0,0,-1.0630449153881179,-1.220336245494318,0.0,-1.1011494062591014,-0.8345211120610629,1,12.0,1,1,-0.6519795614015349,-0.6519795614015348
2016-02-07,air_ad7777590c884721,0,0,0,1,0,0,0,-1.276483697653046,-1.2827777283843997,0.0,0.8572410373219065,-1.1821062157721751,1,6.0,1,1,-1.259216140212073,-1.259216140212073
2016-02-09,air_ad7777590c884721,0,0,0,0,0,1,0,-1.0756001378742903,-0.6208980097495352,0.0,0.7828717799707288,-1.289977454854934,1,12.0,1,1,-1.237203814230191,-1.2372038142301909
2016-02-10,air_ad7777590c884721,0,0,0,0,0,0,1,-1.1509314727913236,-1.1079415762921714,0.0,1.1051385618258316,-1.1701205225407576,1,4.0,1,1,-0.9151154122194347,-0.9151154122194346
2016-02-11,air_ad7777590c884721,0,0,0,0,1,0,0,-1.1509314727913236,-1.020523500246057,1.0,1.1051385618258316,-1.1581348293093399,1,3.0,1,1,-0.9879838016766993,-0.9879838016766992
2016-02-12,air_ad7777590c884721,1,0,0,0,0,0,0,-1.0002688029572566,-0.9705703139339918,0.0,-0.7540928719536063,-1.1821062157721751,1,12.0,1,1,-0.9320674333778957,-0.9320674333778955
2016-02-13,air_ad7777590c884721,0,0,1,0,0,0,0,-0.14651367389754424,0.2657710472896233,0.0,-0.20871831804497135,-0.36707907603577417,1,11.0,1,1,-0.7433180634642866,-0.7433180634642865
2016-02-14,air_ad7777590c884721,0,0,0,1,0,0,0,0.41847133798020664,0.415630606225819,0.0,-0.25829782294575615,0.4479480637006266,1,6.0,1,1,-1.2766741918528761,-1.276674191852876
2016-02-17,air_ad7777590c884721,0,0,0,0,0,0,1,-1.125821027818979,-0.7832458652637472,0.0,0.7580820275203364,-1.2060776022350104,1,5.0,1,1,-1.1296723367324917,-1.1296723367324915
2016-02-18,air_ad7777590c884721,0,0,0,0,1,0,0,-1.125821027818979,-1.1204298728701878,0.0,0.3366562358636638,-1.2300489886978458,1,8.0,1,1,-1.1392869158969918,-1.1392869158969916
2016-02-19,air_ad7777590c884721,1,0,0,0,0,0,0,-0.6863882408029508,-0.39610867134524147,0.0,0.9564000471234766,-1.0742349766894161,1,12.0,1,1,-0.8220058034684856,-0.8220058034684855
2016-02-20,air_ad7777590c884721,0,0,1,0,0,0,0,-0.8998270230678788,-1.0579883899801061,0.0,-1.2003084160606714,-0.5828215542012921,1,16.0,1,1,-0.8559098457854073,-0.8559098457854072
2016-02-21,air_ad7777590c884721,0,0,0,1,0,0,0,-0.7114986857752952,-0.49601504396937207,0.0,-0.4070363376481113,-0.6187786338955451,1,13.0,1,1,-1.2225289302422697,-1.2225289302422695
2016-02-23,air_ad7777590c884721,0,0,0,0,0,1,0,-1.0630449153881179,-1.2078479489163019,0.0,-1.324257178312634,-0.7745926459039747,1,4.0,1,1,-1.2293603417538883,-1.229360341753888
2016-02-24,air_ad7777590c884721,0,0,0,0,0,0,1,-1.1760419177636683,-1.4950787702106771,0.0,-1.324257178312634,-1.0622492834579986,1,4.0,1,1,-1.1855887050312952,-1.1855887050312952
2016-02-25,air_ad7777590c884721,0,0,0,0,1,0,0,-1.427146367487113,-1.4076606941645629,0.0,-0.8532518817551763,-1.3139488413177693,1,3.0,1,1,-1.0818524561511618,-1.0818524561511615
2016-02-26,air_ad7777590c884721,1,0,0,0,0,0,0,-1.1760419177636683,-1.0330117968240735,0.0,1.2538770765281864,-1.3499059210120223,1,10.0,1,1,-0.6739918873834169,-0.6739918873834168
2016-02-27,air_ad7777590c884721,0,0,1,0,0,0,0,-0.9249374680402233,-0.8956405344658941,0.0,1.2538770765281864,-1.0382778969951632,1,15.0,1,1,-0.5067488129693478,-0.5067488129693477
2016-02-28,air_ad7777590c884721,0,0,0,1,0,0,0,-0.8119404656646731,-0.5834331200154862,0.0,1.0803488093754392,-0.9184209646809866,1,9.0,1,1,-1.0871657762157538,-1.0871657762157538
2016-03-01,air_ad7777590c884721,0,0,0,0,0,1,0,-1.2513732526807015,-1.1703830591822528,0.0,1.3530360863297566,-1.1101920563836691,1,11.0,1,1,-1.2883128929467447,-1.2883128929467444
2016-03-02,air_ad7777590c884721,0,0,0,0,0,0,1,-1.113265805332807,-0.9081288310439103,0.0,0.8076615324211213,-1.2300489886978458,1,4.0,1,1,-1.1590221047083342,-1.1590221047083342
2016-03-03,air_ad7777590c884721,0,0,0,0,1,0,0,-0.7491643532338119,-0.40859696792325795,0.0,1.3282463338793642,-1.0862206699208339,1,6.0,1,1,-1.175721110625624,-1.175721110625624
2016-03-04,air_ad7777590c884721,1,0,0,0,0,0,0,-0.598501683399745,-0.4710384508133393,0.0,1.0555590569250461,-0.6906927932840511,1,12.0,1,1,-0.8045477518276826,-0.8045477518276825
2016-03-05,air_ad7777590c884721,0,0,1,0,0,0,0,-0.5608360159412283,-0.421085264501274,0.0,-0.7045133670528213,-0.43899323542428015,1,16.0,1,1,-0.5824003700794941,-0.582400370079494
2016-03-06,air_ad7777590c884721,0,0,0,1,0,0,0,-0.24695545378692227,-0.29620229872111087,0.0,-0.5805646048008588,-0.2831792234158506,1,15.0,1,1,-1.2139264120424538,-1.2139264120424536
2016-03-08,air_ad7777590c884721,0,0,0,0,0,1,0,0.0794803308535562,0.14088808150946017,0.0,0.6589230177187663,0.16029142614660274,1,14.0,1,1,-1.166612561943466,-1.166612561943466
2016-03-09,air_ad7777590c884721,0,0,0,0,0,0,1,-0.8119404656646731,-0.5959214165935024,0.0,-1.3490469307630264,-0.9064352714495689,1,2.0,1,1,-1.2129143510777696,-1.2129143510777693
2016-03-10,air_ad7777590c884721,0,0,0,0,1,0,0,-1.1383762503051513,-1.3951723975865467,0.0,-1.3490469307630264,-0.9304066579124043,1,4.0,1,1,-1.0927321115215172,-1.092732111521517
2016-03-11,air_ad7777590c884721,1,0,0,0,0,0,0,-1.326704587597735,-1.6948915154589381,0.0,-1.3490469307630264,-1.0023208173009102,1,12.0,1,1,-0.7549567645581553,-0.7549567645581552
2016-03-12,air_ad7777590c884721,0,0,1,0,0,0,0,-1.1760419177636683,-1.4076606941645629,0.0,-1.0019903964575314,-1.014306510532328,1,13.0,1,1,-0.5654483489210332,-0.5654483489210331
2016-03-13,air_ad7777590c884721,0,0,0,1,0,0,0,-1.0630449153881179,-1.3077543215404326,0.0,-1.324257178312634,-0.8944495782181513,1,14.0,1,1,-1.1638293942905844,-1.1638293942905842
2016-03-15,air_ad7777590c884721,0,0,0,0,0,1,0,-0.8872718005817066,-0.695827789217633,0.0,1.476984848581719,-0.8824638849867337,1,2.0,1,1,-1.118033635638623,-1.118033635638623
2016-03-16,air_ad7777590c884721,0,0,0,0,0,0,1,-0.8119404656646731,-0.7208043823736656,0.0,-0.7540928719536063,-1.014306510532328,1,3.0,1,1,-1.0289722707464106,-1.0289722707464106
2016-03-17,air_ad7777590c884721,0,0,0,0,1,0,0,-0.2595106762730945,0.09093489519739463,0.0,1.476984848581719,-0.5948072474327097,1,12.0,1,1,-0.9816584206474229,-0.9816584206474228
2016-03-18,air_ad7777590c884721,1,0,0,0,0,0,0,-0.04607189400816623,0.21581786097755778,0.0,0.5349742554668038,-0.4509789286556979,1,13.0,1,1,-0.6071958637142577,-0.6071958637142576
2016-03-19,air_ad7777590c884721,0,0,1,0,0,0,0,-0.03351667152199403,-0.3711320781892089,0.0,-0.8780416342055689,0.2681626652293617,1,14.0,1,1,-0.5897378120734548,-0.5897378120734547
2016-03-20,air_ad7777590c884721,0,0,0,1,0,0,0,-0.22184500881457767,-0.08390125689483359,1.0,-0.059979803342616184,-0.36707907603577417,1,16.0,1,1,-0.80151156893363,-0.8015115689336298
2016-03-22,air_ad7777590c884721,0,0,0,0,0,1,0,-0.5231703484827115,-0.2712257055650783,0.0,0.8324512848715141,-0.7146641797468863,1,14.0,1,1,-1.113985391779886,-1.1139853917798859
2016-03-23,air_ad7777590c884721,0,0,0,0,0,0,1,-0.4603942360518503,-0.20878422267499674,0.0,0.11354846381013138,-0.4629646218871155,1,11.0,1,1,-1.013032310552634,-1.013032310552634
2016-03-24,air_ad7777590c884721,0,0,0,0,1,0,0,-1.113265805332807,-1.2702894318063835,0.0,-0.9772006440071388,-0.870478191755316,1,1.0,1,1,-1.0724908922278327,-1.0724908922278324
2016-03-25,air_ad7777590c884721,1,0,0,0,0,0,0,-0.8872718005817066,-0.6583628994835841,0.0,0.9316102946730838,-1.0622492834579986,1,11.0,1,1,-0.4693025572760313,-0.4693025572760312
2016-03-26,air_ad7777590c884721,0,0,1,0,0,0,0,-0.8998270230678788,-0.8956405344658941,0.0,0.18791772116130884,-0.7506212594411394,1,12.0,1,1,-0.47512190782296565,-0.47512190782296554
2016-03-27,air_ad7777590c884721,0,0,0,1,0,0,0,-0.598501683399745,-0.44606185765730655,0.0,-0.059979803342616184,-0.6427500203583805,1,16.0,1,1,-1.0325144841228056,-1.0325144841228053
2016-03-29,air_ad7777590c884721,0,0,0,0,0,1,0,-0.2720658987592667,-0.13385444320689868,0.0,1.0803488093754392,-0.47495031511853314,1,12.0,1,1,-0.8751390041144077,-0.8751390041144076
2016-03-30,air_ad7777590c884721,0,0,0,0,0,0,1,-0.03351667152199403,0.04098170888532955,0.0,-0.45661584254889626,-0.2352364504901799,1,12.0,1,1,-0.9604051403890541,-0.960405140389054
2016-03-31,air_ad7777590c884721,0,0,0,0,1,0,0,-0.03351667152199403,0.06595830204136209,0.0,0.9068205422226913,-0.29516491664726824,1,16.0,1,1,-0.924729991383935,-0.9247299913839349
2016-04-01,air_ad7777590c884721,1,0,0,0,0,0,0,-0.29717634373161106,-0.15883103636293167,0.0,-0.2830875753961488,-0.3910504624986096,1,15.0,1,1,-0.7180165393471809,-0.7180165393471808
2016-04-02,air_ad7777590c884721,0,0,1,0,0,0,0,-0.5859464609135727,-0.7957341618417634,0.0,-1.3490469307630264,-0.43899323542428015,1,2.0,1,1,-0.7352215757468128,-0.7352215757468127
2016-04-03,air_ad7777590c884721,0,0,0,1,0,0,0,-0.2595106762730945,-0.33366718845515986,0.0,-1.3490469307630264,-0.2232507572587623,1,16.0,1,1,-1.2594691554532442,-1.259469155453244
2016-04-05,air_ad7777590c884721,0,0,0,0,0,1,0,-0.5482807934550559,-0.858175644731845,0.0,-1.3490469307630264,-0.271193530184433,1,7.0,1,1,-1.1676246229081502,-1.1676246229081502
2016-04-06,air_ad7777590c884721,0,0,0,0,0,0,1,-0.07118233898051085,0.06595830204136209,0.0,0.7085025226195516,-0.4869360083499509,1,7.0,1,1,-1.10057558399782,-1.1005755839978197
2016-04-07,air_ad7777590c884721,0,0,0,0,1,0,0,-0.17162411886988865,0.05347000546334604,0.0,-1.2250981685110638,0.05242018706384397,1,5.0,1,1,-1.2164565644541643,-1.2164565644541643
2016-04-08,air_ad7777590c884721,1,0,0,0,0,0,0,0.11714599831207301,0.4031423096478025,0.0,-0.25829782294575615,0.016463107369590908,1,12.0,1,1,-0.6577989119484692,-0.6577989119484691
2016-04-09,air_ad7777590c884721,0,0,1,0,0,0,0,0.24269822317379544,0.47807208911590054,0.0,0.5101845030164114,-0.055451052018915016,1,10.0,1,1,-0.5654483489210332,-0.5654483489210331
2016-04-10,air_ad7777590c884721,0,0,0,1,0,0,0,0.2552534456599674,0.5280252754279656,0.0,-0.3078773278465412,0.10036295998951444,1,13.0,1,1,-1.1453592816850973,-1.145359281685097
2016-04-12,air_ad7777590c884721,0,0,0,0,0,1,0,-0.5859464609135727,-0.5709448234374699,0.0,1.476984848581719,-0.7506212594411394,1,12.0,1,1,-1.2308784332009146,-1.2308784332009144
2016-04-13,air_ad7777590c884721,0,0,0,0,0,0,1,-0.09629278395285525,-0.08390125689483359,0.0,-1.1755186636102788,-0.09140813171316808,1,10.0,1,1,-1.1428291292733865,-1.1428291292733865
2016-04-14,air_ad7777590c884721,0,0,0,0,1,0,0,-0.02096144903582183,-0.2587374089870618,0.0,-1.3490469307630264,0.20823419907227342,1,10.0,1,1,-1.109684132679978,-1.109684132679978
2016-04-15,air_ad7777590c884721,1,0,0,0,0,0,0,0.14225644328441742,0.21581786097755778,0.0,1.6505131157344664,-0.043465358787497396,1,2.0,1,1,-0.6856305884772855,-0.6856305884772854
2016-04-16,air_ad7777590c884721,0,0,1,0,0,0,0,0.0794803308535562,0.1533763780874762,0.0,-0.3822465851977188,-0.15133659787025638,1,13.0,1,1,-0.4698085877583734,-0.4698085877583733
2016-04-17,air_ad7777590c884721,0,0,0,1,0,0,0,0.5063578953834122,0.42811890280383547,0.0,-0.6053543572512513,0.6277334621718917,1,10.0,1,1,-1.1820464916549005,-1.1820464916549003
2016-04-19,air_ad7777590c884721,0,0,0,0,0,1,0,0.12970122079824498,0.27825934386763934,0.0,1.526564353482504,0.0763915735266792,1,11.0,1,1,-1.166612561943466,-1.166612561943466
2016-04-20,air_ad7777590c884721,0,0,0,0,0,0,1,-0.03351667152199403,-0.046436367160784565,0.0,1.476984848581719,-0.18729367756450924,1,12.0,1,1,-1.0327674993639766,-1.0327674993639764
2016-04-21,air_ad7777590c884721,0,0,0,0,1,0,0,0.1673668882567618,0.06595830204136209,0.0,-1.3490469307630264,0.2322055855351089,1,7.0,1,1,-1.1392869158969918,-1.1392869158969916
2016-04-22,air_ad7777590c884721,1,0,0,0,0,0,0,0.26780866814613985,0.5030486822719331,0.0,0.7580820275203364,0.22021989230369104,1,10.0,1,1,-0.6395818145841531,-0.639581814584153
2016-04-23,air_ad7777590c884721,0,0,1,0,0,0,0,0.343140003063173,0.3407008267577209,0.0,-0.8284621293047838,0.3161054381550324,1,10.0,1,1,-0.5421709467332959,-0.5421709467332958
2016-04-24,air_ad7777590c884721,0,0,0,1,0,0,0,0.06692510836738377,-0.0714129603168171,0.0,-1.0515699013583164,0.08837726675809683,1,13.0,1,1,-1.1605401961553605,-1.1605401961553605
2016-04-26,air_ad7777590c884721,0,0,0,0,0,1,0,0.5063578953834122,0.6778848343641618,0.0,1.3530360863297566,0.34007682461786765,1,12.0,1,1,-1.069707724574951,-1.069707724574951
2016-04-27,air_ad7777590c884721,0,0,0,0,0,0,1,0.3682504480355179,0.2657710472896233,0.0,-1.274677673411849,0.45993375693204425,1,14.0,1,1,-1.0502255510047795,-1.0502255510047793
2016-04-28,air_ad7777590c884721,0,0,0,0,1,0,0,-0.09629278395285525,-0.5334799337034208,0.0,-1.3490469307630264,0.2322055855351089,1,10.0,1,1,-0.8078369499629063,-0.8078369499629062
2016-04-29,air_ad7777590c884721,1,0,0,0,0,0,0,0.0794803308535562,0.21581786097755778,1.0,0.981189799573869,0.004477414138173289,1,15.0,1,1,-0.634521509760732,-0.6345215097607318
2016-04-30,air_ad7777590c884721,0,0,1,0,0,0,0,0.1045907758259006,0.25328275071160683,0.0,1.377825838780149,-0.1033938249445857,1,15.0,1,1,-0.6787991769656669,-0.6787991769656668
2016-05-01,air_ad7777590c884721,0,0,0,1,0,0,0,0.38080567052168984,0.6653965377861453,0.0,0.8820307897722989,0.06440588029526159,1,9.0,1,1,-0.9598991099067119,-0.9598991099067118
2016-05-02,air_ad7777590c884721,0,1,0,0,0,0,0,0.2803638906323118,0.21581786097755778,0.0,-0.4814055949992888,0.22021989230369104,1,11.0,1,1,-1.0998165382743068,-1.0998165382743066
2016-05-03,air_ad7777590c884721,0,0,0,0,0,1,0,0.6570205652174791,0.6279316480520962,1.0,0.1383382162605238,0.6876619283289801,1,11.0,1,1,-0.8134032852686696,-0.8134032852686695
2016-05-06,air_ad7777590c884721,1,0,0,0,0,0,0,0.3682504480355179,0.35318912333573743,0.0,-1.324257178312634,0.45993375693204425,1,13.0,1,1,-1.2182276711423616,-1.2182276711423616
2016-05-07,air_ad7777590c884721,0,0,1,0,0,0,0,0.7574623451068571,0.8402326898783735,0.0,1.5017746010321116,0.4839051433948797,1,14.0,1,1,-0.789113822116248,-0.789113822116248
2016-05-08,air_ad7777590c884721,0,0,0,1,0,0,0,0.7700175675930295,0.9151624693464716,0.0,1.6009336108336816,0.6996476215603975,1,17.0,1,1,-1.13169645866186,-1.1316964586618599
2016-05-10,air_ad7777590c884721,0,0,0,0,0,1,0,0.4059161154940342,0.3656774199137539,0.0,-1.324257178312634,0.5678049960148035,1,6.0,1,1,-1.398880553338497,-1.3988805533384967
2016-05-11,air_ad7777590c884721,0,0,0,0,0,0,1,0.7825727900792014,0.927650765924488,0.0,-0.9276211391063538,0.5558193027833856,1,5.0,1,1,-1.2076010310131773,-1.2076010310131773
2016-05-12,air_ad7777590c884721,0,0,0,0,1,0,0,0.8202384575377183,1.0400454351266346,0.0,1.8984106402383913,0.7356047012546505,1,10.0,1,1,-1.0864067304922407,-1.0864067304922407
2016-05-13,air_ad7777590c884721,1,0,0,0,0,0,0,0.7574623451068571,0.8527209864563899,0.0,1.4026155912305414,0.6157477689404739,1,13.0,1,1,-0.727125088029339,-0.7271250880293388
2016-05-14,air_ad7777590c884721,0,0,1,0,0,0,0,0.5816892303004458,0.6404199446301128,0.0,0.8572410373219065,0.3640482110807031,1,18.0,1,1,-0.5654483489210332,-0.5654483489210331
2016-05-15,air_ad7777590c884721,0,0,0,1,0,0,0,0.30547433560465664,0.5030486822719331,0.0,1.7496721255360366,0.13632003968376752,1,14.0,1,1,-1.18432362882544,-1.18432362882544
2016-05-17,air_ad7777590c884721,0,0,0,0,0,1,0,0.39336089300786226,0.10342319177541112,0.0,-1.3490469307630264,0.4239766772377914,1,8.0,1,1,-1.3275302553282586,-1.3275302553282584
2016-05-18,air_ad7777590c884721,0,0,0,0,0,0,1,0.6067996752727903,0.9900922488145696,0.0,1.9727798975895692,0.20823419907227342,1,10.0,1,1,-1.1233469557032152,-1.123346955703215
2016-05-19,air_ad7777590c884721,0,0,0,0,1,0,0,0.5189131178695847,0.6778848343641618,0.0,1.526564353482504,0.4119909840063738,1,11.0,1,1,-1.1147444375033992,-1.114744437503399
2016-05-20,air_ad7777590c884721,1,0,0,0,0,0,0,0.2552534456599674,0.14088808150946017,0.0,-0.9276211391063538,0.3640482110807031,1,12.0,1,1,-0.7266190575469968,-0.7266190575469967
2016-05-21,air_ad7777590c884721,0,0,1,0,0,0,0,0.4938026728972403,0.8277443933003574,0.0,1.6505131157344664,0.17227711937802057,1,18.0,1,1,-0.44982038370585986,-0.4498203837058598
2016-05-22,air_ad7777590c884721,0,0,0,1,0,0,0,0.9081250149409239,1.202393290640847,0.0,1.8984106402383913,0.6636905418661444,1,9.0,1,1,-1.188371872684177,-1.1883718726841768
2016-05-24,air_ad7777590c884721,0,0,0,0,0,1,0,1.0336772398026464,1.202393290640847,0.0,0.8076615324211213,0.7955331674117389,1,9.0,1,1,-1.2797103747469287,-1.2797103747469285
2016-05-25,air_ad7777590c884721,0,0,0,0,0,0,1,0.8830145699685795,0.6029550548960637,0.0,-1.3490469307630264,1.0951754981971804,1,6.0,1,1,-1.073755968433688,-1.0737559684336877
2016-05-26,air_ad7777590c884721,0,0,0,0,1,0,0,0.9834563498579575,0.9401390625025041,0.0,-0.45661584254889626,1.0712041117343452,1,10.0,1,1,-1.0375747889462266,-1.0375747889462266
2016-05-27,air_ad7777590c884721,1,0,0,0,0,0,0,0.5314683403557566,0.3407008267577209,0.0,-1.274677673411849,0.45993375693204425,1,11.0,1,1,-0.7430650482231156,-0.7430650482231155
2016-05-28,air_ad7777590c884721,0,0,1,0,0,0,0,0.5189131178695847,0.5530018685839986,0.0,-1.2994674258622414,0.4479480637006266,1,16.0,1,1,-0.547231251556717,-0.5472312515567169
2016-05-29,air_ad7777590c884721,0,0,0,1,0,0,0,0.8202384575377183,1.0275571385486182,0.0,1.229087324077794,0.5678049960148035,1,18.0,1,1,-1.0535147491400032,-1.0535147491400032
2016-05-31,air_ad7777590c884721,0,0,0,0,0,1,0,0.6570205652174791,0.6529082412081287,0.0,-0.20871831804497135,0.5917763824776386,1,7.0,1,1,-1.1499135560261762,-1.1499135560261762
2016-06-01,air_ad7777590c884721,0,0,0,0,0,0,1,0.7951280125653739,0.8402326898783735,0.0,0.06396895890934633,0.7955331674117389,1,6.0,1,1,-1.171166836284545,-1.1711668362845449
2016-06-02,air_ad7777590c884721,0,0,0,0,1,0,0,0.6946862326759958,0.7902795035663084,0.0,1.873620887787999,0.5917763824776386,1,13.0,1,1,-1.11019016316232,-1.11019016316232
2016-06-03,air_ad7777590c884721,1,0,0,0,0,0,0,0.5314683403557566,0.5654901651620147,0.0,1.7992516304368213,0.34007682461786765,1,12.0,1,1,-0.8010055384512877,-0.8010055384512876
2016-06-04,air_ad7777590c884721,0,0,1,0,0,0,0,0.8202384575377183,0.9401390625025041,0.0,0.6341332652683739,0.5917763824776386,1,14.0,1,1,-0.6264250220432581,-0.626425022043258
2016-06-05,air_ad7777590c884721,0,0,0,1,0,0,0,0.5189131178695847,0.46558379253788407,0.0,-0.6549338621520363,0.603762075709056,1,17.0,1,1,-1.2174686254188485,-1.2174686254188485
2016-06-07,air_ad7777590c884721,0,0,0,0,0,1,0,0.5565787853281015,0.1533763780874762,0.0,-1.3490469307630264,0.8434759403374094,1,11.0,1,1,-1.2607342316590995,-1.2607342316590993
2016-06-08,air_ad7777590c884721,0,0,0,0,0,0,1,0.8453489025100627,0.9526273590805205,0.0,0.06396895890934633,0.6157477689404739,1,10.0,1,1,-1.0955152791743987,-1.0955152791743987
