visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-08-12,air_b2d97bd2337c5ba7,1,0,0,0,0,0,0,1.1973878629844172,1.2959386685572702,0.0,0.11798657115237239,1.2597937935248722,1,38.0,1,1,-0.01565625674075288,-0.01565625674075288
2016-08-13,air_b2d97bd2337c5ba7,0,0,1,0,0,0,0,1.1741745439284739,1.284319403041481,1.0,0.5709027636405114,1.1600496408771945,1,16.0,1,1,0.15712450359344823,0.15712450359344823
2016-08-14,air_b2d97bd2337c5ba7,0,0,0,1,0,0,0,1.1161412462886149,1.1216496858204288,1.0,-0.33492962133576665,1.182215008132234,1,15.0,1,1,-0.9216922796118209,-0.9216922796118209
2016-08-15,air_b2d97bd2337c5ba7,0,1,0,0,0,0,0,1.1857812034564459,1.1681267478835868,1.0,-1.160835619402373,1.2819591607799117,1,31.0,1,1,-1.4690246210731828,-1.4690246210731828
2016-08-16,air_b2d97bd2337c5ba7,0,0,0,0,0,1,0,1.2206011820403608,1.4353698547467437,0.0,-0.7878458138239055,1.2043803753872735,1,30.0,1,1,-1.3464932988674967,-1.3464932988674967
2016-08-17,air_b2d97bd2337c5ba7,0,0,0,0,0,0,1,1.4295210535438532,1.5748010409362163,0.0,1.316882374797446,1.1268015899946353,1,41.0,1,1,-0.8235126081914919,-0.8235126081914919
2016-08-18,air_b2d97bd2337c5ba7,0,0,0,0,1,0,0,1.2206011820403608,1.2610808720099023,0.0,-1.0542671035228108,1.3706206298000698,1,35.0,1,1,-0.536704276719507,-0.536704276719507
2016-08-19,air_b2d97bd2337c5ba7,1,0,0,0,0,0,0,1.3018477987361636,1.3424157306204278,0.0,0.4909763767308399,1.3484552625450306,1,44.0,1,1,0.8478610107908026,0.8478610107908026
2016-08-20,air_b2d97bd2337c5ba7,0,0,1,0,0,0,0,1.0813212677046995,1.0751726237572712,0.0,-0.9210564586733582,1.2487111098973527,1,28.0,1,1,0.7257162227245665,0.7257162227245665
2016-08-21,air_b2d97bd2337c5ba7,0,0,0,1,0,0,0,1.3366677773200788,1.4818469168099013,0.0,0.7573976664297452,1.182215008132234,1,47.0,1,1,-0.8107569815896382,-0.8107569815896382
2016-08-22,air_b2d97bd2337c5ba7,0,1,0,0,0,0,0,1.0813212677046995,0.877645109988851,0.0,-1.3473305221916065,1.1489669572496748,1,15.0,1,1,-2.0457335571327535,-2.0457335571327535
2016-08-23,air_b2d97bd2337c5ba7,0,0,0,0,0,1,0,1.2089945225123893,1.1216496858204288,0.0,-0.8944143297034676,1.2597937935248722,1,31.0,1,1,-0.6039612169838269,-0.6039612169838269
2016-08-24,air_b2d97bd2337c5ba7,0,0,0,0,0,0,1,1.1741745439284739,1.2146038099467442,0.0,-0.8411300717636866,1.182215008132234,1,23.0,1,1,-0.4064422717248185,-0.4064422717248185
2016-08-25,air_b2d97bd2337c5ba7,0,0,0,0,1,0,0,1.3482744368480506,1.3888927926835861,0.0,1.8230828252253664,1.182215008132234,1,41.0,1,1,-0.2719283911961787,-0.2719283911961787
2016-08-26,air_b2d97bd2337c5ba7,1,0,0,0,0,0,0,1.3830944154319662,1.4005120581993749,0.0,1.370166632737227,1.237628426269833,1,37.0,1,1,1.157474856490344,1.157474856490344
2016-08-27,air_b2d97bd2337c5ba7,0,0,1,0,0,0,0,0.9188280343130945,0.7265946582835885,0.0,-1.3473305221916065,0.9716440192093587,1,22.0,1,1,1.2227991260574136,1.2227991260574136
2016-08-28,air_b2d97bd2337c5ba7,0,0,0,1,0,0,0,0.7215148223375741,0.44773228590464237,0.0,-1.3473305221916065,0.9383959683267994,1,45.0,1,1,-0.2394595234823691,-0.2394595234823691
2016-08-29,air_b2d97bd2337c5ba7,0,1,0,0,0,0,0,1.069714608176728,1.0867918892730608,0.0,-0.6546351689744528,1.0270574373469576,1,21.0,1,1,-1.4535632554951783,-1.4535632554951783
2016-08-30,air_b2d97bd2337c5ba7,0,0,0,0,0,1,0,1.011681310536869,0.8544065789572723,0.0,-1.1874777483722636,1.0713881718570364,1,26.0,1,1,-0.631405140884785,-0.631405140884785
2016-08-31,air_b2d97bd2337c5ba7,0,0,0,0,0,0,1,1.2089945225123893,1.202984544430955,0.0,1.6632300514060232,1.0713881718570364,1,26.0,1,1,-0.1857312780988032,-0.1857312780988032
2016-09-01,air_b2d97bd2337c5ba7,0,0,0,0,1,0,0,1.2322078415683329,1.3656542616520069,0.0,1.3435245037673367,1.0159747537194377,1,44.0,1,1,-0.593911329358124,-0.593911329358124
2016-09-02,air_b2d97bd2337c5ba7,1,0,0,0,0,0,0,1.1973878629844172,1.0519340927256924,0.0,-0.04186620266697068,1.1268015899946353,1,43.0,1,1,0.6549804752051955,0.6549804752051955
2016-09-03,air_b2d97bd2337c5ba7,0,0,1,0,0,0,0,1.2554211606242762,1.3656542616520069,0.0,0.6241870215802925,1.3041245280349516,1,20.0,1,1,1.2587468010262741,1.2587468010262741
2016-09-04,air_b2d97bd2337c5ba7,0,0,0,1,0,0,0,1.1973878629844172,1.2959386685572702,0.0,-0.1484347185465329,1.237628426269833,1,37.0,1,1,-0.7411808364886175,-0.7411808364886175
2016-09-05,air_b2d97bd2337c5ba7,0,1,0,0,0,0,0,1.3947010749599378,1.423750589230954,0.0,1.210313858917884,1.326289895289991,1,25.0,1,1,-1.3592489254693503,-1.3592489254693503
2016-09-06,air_b2d97bd2337c5ba7,0,0,0,0,0,1,0,1.4411277130718252,1.3540349961362173,0.0,1.210313858917884,1.4481994151927082,1,30.0,1,1,-0.631405140884785,-0.631405140884785
2016-09-07,air_b2d97bd2337c5ba7,0,0,0,0,0,0,1,1.2438145010963046,1.1100304203046396,0.0,-0.7345615558841245,1.3927859970551093,1,37.0,1,1,-0.5312927987672055,-0.5312927987672055
2016-09-08,air_b2d97bd2337c5ba7,0,0,0,0,1,0,0,1.1625678844005018,1.1216496858204288,0.0,-1.0009828455830299,1.3152072116624711,1,32.0,1,1,-0.37861181368441027,-0.37861181368441027
2016-09-09,air_b2d97bd2337c5ba7,1,0,0,0,0,0,0,1.2322078415683329,1.3656542616520069,0.0,0.06470231321259129,1.0824708554845563,1,38.0,1,1,0.9835344937377928,0.9835344937377928
2016-09-10,air_b2d97bd2337c5ba7,0,0,1,0,0,0,0,1.1857812034564459,1.2146038099467442,0.0,-0.25500323442609507,1.1600496408771945,1,58.0,1,1,1.5099939916688485,1.5099939916688485
2016-09-11,air_b2d97bd2337c5ba7,0,0,0,1,0,0,0,0.7911547795054047,0.5058286134835894,0.0,-1.2940462642518256,0.8829825501892006,1,29.0,1,1,-0.28661668849528305,-0.28661668849528305
2016-09-12,air_b2d97bd2337c5ba7,0,1,0,0,0,0,0,0.9652546724249815,0.8079295168941143,0.0,-1.2674041352819352,1.0713881718570364,1,26.0,1,1,-1.3372164795206938,-1.3372164795206938
2016-09-13,air_b2d97bd2337c5ba7,0,0,0,0,0,1,0,0.7215148223375741,0.366397427294116,0.0,-1.3473305221916065,0.9494786519543189,1,37.0,1,1,-0.8014801622428354,-0.8014801622428354
2016-09-14,air_b2d97bd2337c5ba7,0,0,0,0,0,0,1,0.7795481199774331,0.6801175962204309,0.0,-1.2674041352819352,0.8608171829341612,1,38.0,1,1,-0.39291357684406447,-0.39291357684406447
2016-09-15,air_b2d97bd2337c5ba7,0,0,0,0,1,0,0,0.895614715257151,0.6568790651888518,0.0,-1.3206883932217162,1.0381401209744772,1,31.0,1,1,-0.057015409661915116,-0.057015409661915116
2016-09-16,air_b2d97bd2337c5ba7,1,0,0,0,0,0,0,0.7563348009214892,0.4244937548730632,0.0,-1.3473305221916065,1.0048920700919177,1,38.0,1,1,0.9131852803578719,0.9131852803578719
2016-09-17,air_b2d97bd2337c5ba7,0,0,1,0,0,0,0,1.0348946295928123,1.0054570306625346,0.0,0.06470231321259129,0.9716440192093587,1,37.0,1,1,1.3913280108576633,1.3913280108576633
2016-09-18,air_b2d97bd2337c5ba7,0,0,0,1,0,0,0,0.95364801289701,0.7149753927677989,0.0,-1.3473305221916065,1.0381401209744772,1,32.0,1,1,0.17297240331090294,0.17297240331090294
2016-09-19,air_b2d97bd2337c5ba7,0,1,0,0,0,0,0,0.5706282484739408,0.2502047721362218,1.0,-1.3473305221916065,0.7056596121488843,1,40.0,1,1,-1.3403087526362947,-1.3403087526362947
2016-09-20,air_b2d97bd2337c5ba7,0,0,0,0,0,1,0,0.3152817388585615,-0.0751346623058819,0.0,-1.3473305221916065,0.5283366741085683,1,23.0,1,1,-1.8408704632241928,-1.8408704632241928
2016-09-21,air_b2d97bd2337c5ba7,0,0,0,0,0,0,1,0.4313483341382794,0.2850625686835901,0.0,-1.3206883932217162,0.5283366741085683,1,49.0,1,1,0.3878853848451665,0.3878853848451665
2016-09-22,air_b2d97bd2337c5ba7,0,0,0,0,1,0,0,0.35010171744247653,0.0178194618204332,1.0,-1.3473305221916065,0.5837500922461671,1,14.0,1,1,-0.30091845165493725,-0.30091845165493725
2016-09-23,air_b2d97bd2337c5ba7,1,0,0,0,0,0,0,0.5125949508340818,0.15725064800990665,0.0,-1.3473305221916065,0.7278249794039238,1,58.0,1,1,0.19693751995681003,0.19693751995681003
2016-09-24,air_b2d97bd2337c5ba7,0,0,1,0,0,0,0,0.6286615461137998,0.366397427294116,0.0,-1.3473305221916065,0.8829825501892006,1,40.0,1,1,1.157088322350894,1.157088322350894
2016-09-25,air_b2d97bd2337c5ba7,0,0,0,1,0,0,0,0.8375814176172921,0.8892643755046402,0.0,-0.4414981372153287,0.8275691320516018,1,44.0,1,1,-0.3871155647523128,-0.3871155647523128
2016-09-26,air_b2d97bd2337c5ba7,0,1,0,0,0,0,0,1.0465012891207839,1.0867918892730608,0.0,-0.5214245241250003,1.0048920700919177,1,50.0,1,1,-1.101044120316674,-1.101044120316674
2016-09-27,air_b2d97bd2337c5ba7,0,0,0,0,0,1,0,1.069714608176728,1.0519340927256924,0.0,-0.7345615558841245,1.1046362227395958,1,22.0,1,1,-0.4559186415744331,-0.4559186415744331
2016-09-28,air_b2d97bd2337c5ba7,0,0,0,0,0,0,1,1.1741745439284739,1.144888216852008,0.0,-0.7878458138239055,1.237628426269833,1,54.0,1,1,-0.3368661266237979,-0.3368661266237979
2016-09-29,air_b2d97bd2337c5ba7,0,0,0,0,1,0,0,0.95364801289701,0.8311680479256931,0.0,-1.160835619402373,0.9827267028368782,1,39.0,1,1,-0.21124253130251075,-0.21124253130251075
2016-09-30,air_b2d97bd2337c5ba7,1,0,0,0,0,0,0,0.5822349080019124,0.45935155142043155,0.0,-0.707919426914234,0.6613288776388054,1,55.0,1,1,1.227824069870265,1.227824069870265
2016-10-01,air_b2d97bd2337c5ba7,0,0,1,0,0,0,0,0.384921696026392,0.1223928514625383,0.0,-1.3473305221916065,0.5283366741085683,1,31.0,1,1,1.2629986765602255,1.2629986765602255
2016-10-02,air_b2d97bd2337c5ba7,0,0,0,1,0,0,0,0.7795481199774331,0.7963102513783251,0.0,1.0771032140684313,0.639163510383766,1,41.0,1,1,-0.44509568566982993,-0.44509568566982993
2016-10-03,air_b2d97bd2337c5ba7,0,1,0,0,0,0,0,0.7331214818655457,0.6684983307046413,0.0,-1.3473305221916065,0.8054037647965624,1,34.0,1,1,-1.5637254852384608,-1.5637254852384608
2016-10-04,air_b2d97bd2337c5ba7,0,0,0,0,0,1,0,0.988467991480925,1.3075579340730599,0.0,0.30448147394160613,0.7610730302864831,1,32.0,1,1,-0.6928640690573532,-0.6928640690573532
2016-10-05,air_b2d97bd2337c5ba7,0,0,0,0,0,0,1,0.8840080557291791,0.6568790651888518,0.0,-1.160835619402373,0.9605613355818389,1,44.0,1,1,-0.8683505683677052,-0.8683505683677052
2016-10-06,air_b2d97bd2337c5ba7,0,0,0,0,1,0,0,1.1161412462886149,1.2262230754625338,0.0,0.8639661823093073,0.9494786519543189,1,20.0,1,1,-0.38093101852111094,-0.38093101852111094
2016-10-07,air_b2d97bd2337c5ba7,1,0,0,0,0,0,0,0.5822349080019124,0.4825900824520103,0.0,0.19791295806204393,0.6834942448938448,1,27.0,1,1,0.832399645212798,0.832399645212798
2016-10-08,air_b2d97bd2337c5ba7,0,0,1,0,0,0,0,0.5590215889459689,0.5290671445151682,0.0,-1.2940462642518256,0.5948327758736867,1,46.0,1,1,1.0921505869232748,1.0921505869232748
2016-10-09,air_b2d97bd2337c5ba7,0,0,0,1,0,0,0,0.6866948437536587,0.5755442065783258,0.0,-1.3473305221916065,0.639163510383766,1,22.0,1,1,0.35193770987630585,0.35193770987630585
2016-10-10,air_b2d97bd2337c5ba7,0,1,0,0,0,0,0,0.2340351221627586,-0.13323098988482904,1.0,-1.3473305221916065,0.5061713068535285,1,33.0,1,1,-0.7945225477327333,-0.7945225477327333
2016-10-11,air_b2d97bd2337c5ba7,0,0,0,0,0,1,0,0.1411818459389846,-0.0751346623058819,0.0,-1.2940462642518256,0.37317910332329146,1,29.0,1,1,-1.1980641893186528,-1.1980641893186528
2016-10-12,air_b2d97bd2337c5ba7,0,0,0,0,0,0,1,0.17600182452289964,0.2850625686835901,0.0,0.8373240533394165,0.09611201263529746,1,41.0,1,1,-0.4667415974790363,-0.4667415974790363
2016-10-13,air_b2d97bd2337c5ba7,0,0,0,0,1,0,0,0.013508591131294748,-0.29590070710588123,0.0,-1.3473305221916065,0.2734349506756138,1,45.0,1,1,-0.4315669907890759,-0.4315669907890759
2016-10-14,air_b2d97bd2337c5ba7,1,0,0,0,0,0,0,-0.09095134462045142,-0.14485025540061863,0.0,-0.2816453633959855,-0.025797507267419854,1,34.0,1,1,0.9939709155029458,0.9939709155029458
2016-10-15,air_b2d97bd2337c5ba7,0,0,1,0,0,0,0,0.03672191018723825,0.22696624110464297,0.0,1.5300194065565706,-0.11445897628757781,1,34.0,1,1,1.4721136460027373,1.4721136460027373
2016-10-16,air_b2d97bd2337c5ba7,0,0,0,1,0,0,0,0.1179685268830407,0.2502047721362218,0.0,0.038060184242700856,-0.014714823639900133,1,43.0,1,1,-0.47833762166253974,-0.47833762166253974
2016-10-17,air_b2d97bd2337c5ba7,0,1,0,0,0,0,0,0.12957518641101265,-0.14485025540061863,0.0,-1.3473305221916065,0.31776568518569265,1,33.0,1,1,-1.42534626331532,-1.42534626331532
2016-10-18,air_b2d97bd2337c5ba7,0,0,0,0,0,1,0,0.5242016103620534,0.6452597996730626,0.0,0.2245550870319346,0.4285925214608903,1,39.0,1,1,-0.6012554780076761,-0.6012554780076761
2016-10-19,air_b2d97bd2337c5ba7,0,0,0,0,0,0,1,0.5125949508340818,0.366397427294116,0.0,-0.8411300717636866,0.6169981431287261,1,45.0,1,1,-0.4605570512478345,-0.4605570512478345
2016-10-20,air_b2d97bd2337c5ba7,0,0,0,0,1,0,0,0.6402682056417713,0.8079295168941143,0.0,1.316882374797446,0.46184057234344966,1,63.0,1,1,-0.2340480455300675,-0.2340480455300675
2016-10-21,air_b2d97bd2337c5ba7,1,0,0,0,0,0,0,0.21082180310681511,0.07591578939938033,0.0,-0.04186620266697068,0.28451763430313354,1,50.0,1,1,1.0179360321488529,1.0179360321488529
2016-10-22,air_b2d97bd2337c5ba7,0,0,1,0,0,0,0,0.03672191018723825,-0.28428144159009167,0.0,-1.3206883932217162,0.20693884891049508,1,59.0,1,1,1.5803432050487694,1.5803432050487694
2016-10-23,air_b2d97bd2337c5ba7,0,0,0,1,0,0,0,0.19921514357884357,0.18048917904148543,0.0,-0.06850833163686135,0.20693884891049508,1,67.0,1,1,-0.2046714509318588,-0.2046714509318588
2016-10-24,air_b2d97bd2337c5ba7,0,1,0,0,0,0,0,-0.17219796131625387,-0.19132731746377615,0.0,1.2635981168576653,-0.1033762926600581,1,58.0,1,1,-1.2544981736783694,-1.2544981736783694
2016-10-25,air_b2d97bd2337c5ba7,0,0,0,0,0,1,0,-0.27665789706800004,-0.4120933622637755,0.0,-0.707919426914234,-0.31394728158293356,1,25.0,1,1,-0.5633751323415649,-0.5633751323415649
2016-10-26,air_b2d97bd2337c5ba7,0,0,0,0,0,0,1,0.3152817388585615,0.5755442065783258,0.0,1.210313858917884,-0.025797507267419854,1,60.0,1,1,-0.16099309317399588,-0.16099309317399588
2016-10-27,air_b2d97bd2337c5ba7,0,0,0,0,1,0,0,0.3036750793305895,0.2966818341993797,0.0,0.6774712795200734,0.040698594497698665,1,63.0,1,1,-0.14707786415379176,-0.14707786415379176
2016-10-28,air_b2d97bd2337c5ba7,1,0,0,0,0,0,0,-0.4855777685714923,-0.6909557346427216,0.0,-1.3473305221916065,-0.3028645979554139,1,49.0,1,1,0.9174371558918232,0.9174371558918232
2016-10-29,air_b2d97bd2337c5ba7,0,0,1,0,0,0,0,-0.10255800414842316,0.006200196304644019,0.0,-1.3473305221916065,-0.13662434354261746,1,41.0,1,1,1.7666526602637245,1.7666526602637245
2016-10-30,air_b2d97bd2337c5ba7,0,0,0,1,0,0,0,-0.5203977471554075,-0.8420061863479843,0.0,-1.3473305221916065,-0.3582780160930127,1,52.0,1,1,-0.11924740611338353,-0.11924740611338353
2016-10-31,air_b2d97bd2337c5ba7,0,1,0,0,0,0,0,-0.24183791848408456,-0.19132731746377615,0.0,-0.3082874923658761,-0.33611264883797304,1,52.0,1,1,-1.0801712767863678,-1.0801712767863678
2016-11-01,air_b2d97bd2337c5ba7,0,0,0,0,0,1,0,-0.3462978542358307,-0.505047486390091,0.0,-0.46814026618521926,-0.12554165991509775,1,42.0,1,1,-0.7887245356409815,-0.7887245356409815
2016-11-02,air_b2d97bd2337c5ba7,0,0,0,0,0,0,1,-0.6364643424351255,-0.993056638053247,0.0,-1.3473305221916065,-0.46910485236821026,1,40.0,1,1,0.3956160676341688,0.3956160676341688
2016-11-03,air_b2d97bd2337c5ba7,0,0,0,0,1,0,0,-0.4043311518756897,-0.1564695209164082,1.0,1.1836717299479935,-0.4912702196232497,1,22.0,1,1,-0.08136706044727232,-0.08136706044727232
2016-11-04,air_b2d97bd2337c5ba7,1,0,0,0,0,0,0,-0.27665789706800004,-0.22618511401114452,0.0,1.1037453430383217,-0.48018753599573,1,51.0,1,1,0.05082761524466679,0.05082761524466679
2016-11-05,air_b2d97bd2337c5ba7,0,0,1,0,0,0,0,-0.2070179399001693,-0.14485025540061863,0.0,0.4643342477609492,-0.18095507805269653,1,32.0,1,1,1.282325383532731,1.282325383532731
