visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Adachi-ku Chūōhonchō,total_area_visitors,total_genre_visitors
2016-08-27,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,0.9485479556081381,0.7586251664826821,0.0,-1.451980795612392,1.0019521262267097,1,10.0,1,1,1.0447278280012593,1.0447278280012593
2016-08-28,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,0.7520952228514892,0.4801651053737449,0.0,-1.451980795612392,0.968944653020496,1,13.0,1,1,-0.5194468728769105,-0.5194468728769105
2016-08-30,air_6d64dba2edd4fc0c,0,0,0,0,0,1,0,1.0409963004347966,0.8862526944909451,0.0,-1.2893088936108807,1.1009745458453501,1,1.0,1,1,-0.9387101947617807,-0.9387101947617807
2016-08-31,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,1.2374490331914454,1.2343277708771168,0.0,1.6116733587494074,1.1009745458453501,1,10.0,1,1,-0.4619738928552173,-0.4619738928552172
2016-09-01,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,1.2605611193981099,1.3967628065239968,0.0,1.2863295547463842,1.045962090501661,1,9.0,1,1,-0.89860315114952,-0.89860315114952
2016-09-02,air_6d64dba2edd4fc0c,1,0,0,0,0,0,0,1.225892990088113,1.0834952377764424,0.0,-0.12349359593338168,1.1559870011890394,1,6.0,1,1,0.437333528347537,0.43733352834753697
2016-09-03,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,1.2836732056047744,1.3967628065239968,0.0,0.5543059957395827,1.3320268582888453,1,14.0,1,1,1.0831809729078599,1.0831809729078599
2016-09-04,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,1.225892990088113,1.3271477912467624,0.0,-0.23194153060105607,1.266011911876418,1,16.0,1,1,-1.0561370028636576,-1.0561370028636576
2016-09-06,air_6d64dba2edd4fc0c,0,0,0,0,0,1,0,1.4685698952580912,1.3851603039777909,0.0,1.1507696364117912,1.4750592421824371,1,6.0,1,1,-0.9387101947617807,-0.9387101947617807
2016-09-07,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,1.2721171625014425,1.1415077505074709,0.0,-0.8284051712732649,1.4200467868387479,1,6.0,1,1,-0.8316202535702804,-0.8316202535702804
2016-09-08,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,1.191224860778116,1.1531102530536765,0.0,-1.0995250079424506,1.343029349357583,1,11.0,1,1,-0.6682977563863319,-0.6682977563863319
2016-09-09,air_6d64dba2edd4fc0c,1,0,0,0,0,0,0,1.2605611193981099,1.3967628065239968,0.0,-0.015045661265707508,1.1119770369140882,1,8.0,1,1,0.7887870033003376,0.7887870033003375
2016-09-10,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,1.214336946984781,1.2459302734233224,0.0,-0.3403894652687305,1.1889944743952532,1,18.0,1,1,1.3519395125776486,1.3519395125776483
2016-09-11,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,0.8214314814714827,0.5381776181047735,0.0,-1.3977568282785549,0.9139321976768068,1,24.0,1,1,-0.5698907833995478,-0.5698907833995478
2016-09-13,air_6d64dba2edd4fc0c,0,0,0,0,0,1,0,0.7520952228514892,0.3989475875503045,0.0,-1.451980795612392,0.9799471440892337,1,6.0,1,1,-1.120639052384407,-1.120639052384407
2016-09-14,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,0.8098754383681507,0.7122151562978594,0.0,-1.3706448446116364,0.8919272155393312,1,3.0,1,1,-0.6835963194136891,-0.6835963194136891
2016-09-15,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,0.9254358694014736,0.6890101512054475,0.0,-1.4248688119454735,1.0679670726391366,1,10.0,1,1,-0.32428682560900246,-0.32428682560900246
2016-09-17,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,1.0641083866414611,1.0370852275916191,0.0,-0.015045661265707508,1.0019521262267097,1,1.0,1,1,1.2250027869182252,1.2250027869182252
2016-09-18,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,0.9832160849181351,0.7470226639364762,0.0,-1.451980795612392,1.0679670726391366,1,23.0,1,1,-0.0782693931420421,-0.0782693931420421
2016-09-22,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,0.38230184354485547,0.05087251116413281,1.0,-1.451980795612392,0.6168649388208849,1,28.0,1,1,-0.585189346426905,-0.585189346426905
2016-09-24,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,0.6596468780248308,0.3989475875503045,0.0,-1.451980795612392,0.9139321976768068,1,2.0,1,1,0.9744371330106992,0.9744371330106991
2016-09-25,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,0.8676556538848121,0.921060202129562,0.0,-0.5301733509371604,0.8589197423331175,1,14.0,1,1,-0.6773941992674632,-0.6773941992674632
2016-09-27,air_6d64dba2edd4fc0c,0,0,0,0,0,1,0,1.098776515951458,1.0834952377764424,0.0,-0.8284051712732649,1.133982019051564,1,2.0,1,1,-0.7509926916693438,-0.7509926916693438
2016-09-28,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,1.2027809038814485,1.1763152581460883,0.0,-0.8826291386071019,1.266011911876418,1,5.0,1,1,-0.6236424913335055,-0.6236424913335055
2016-09-29,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,0.9832160849181351,0.8630476893985334,0.0,-1.262196909943962,1.0129546172954473,1,10.0,1,1,-0.4892632214986112,-0.4892632214986112
2016-09-30,air_6d64dba2edd4fc0c,1,0,0,0,0,0,0,0.6134227056115014,0.49176760791995033,0.0,-0.8012931876063463,0.6938823763020497,1,5.0,1,1,1.050102998794655,1.050102998794655
2016-10-01,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,0.41696997285485243,0.15529503407998457,0.0,-1.451980795612392,0.5618524834771956,1,1.0,1,1,1.0877291943484255,1.0877291943484255
2016-10-02,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,0.8098754383681507,0.8282401817599165,0.0,1.0152097180771984,0.6718773941645741,1,7.0,1,1,-0.7394154007297221,-0.7394154007297221
2016-10-05,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,0.9138798262981411,0.6890101512054475,0.0,-1.262196909943962,0.9909496351579716,1,12.0,1,1,-1.1921701714042123,-1.192170171404212
2016-10-06,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,1.145000688364787,1.2575327759695283,0.0,0.7983138487418501,0.9799471440892337,1,8.0,1,1,-0.6707786044448223,-0.6707786044448223
2016-10-07,air_6d64dba2edd4fc0c,1,0,0,0,0,0,0,0.6134227056115014,0.5149726130123617,0.0,0.12051425706888538,0.7158873584395253,1,7.0,1,1,0.6271184048220493,0.6271184048220493
2016-10-08,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,0.5903106194048369,0.5613826231971849,0.0,-1.3977568282785549,0.6278674298896224,1,9.0,1,1,0.9049733873729693,0.9049733873729692
2016-10-09,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,0.7174270935414923,0.6077926333820076,0.0,-1.451980795612392,0.6718773941645741,1,2.0,1,1,0.11316938203813041,0.1131693820381304
2016-10-12,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,0.2089611969948711,0.3177300697268645,0.0,0.7712018650749312,0.1327553317964191,1,1.0,1,1,-0.7625699826089655,-0.7625699826089655
2016-10-13,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,0.04717659354821913,-0.26239505758342163,0.0,-1.451980795612392,0.30879518889622487,1,5.0,1,1,-0.724943787055195,-0.724943787055195
2016-10-14,air_6d64dba2edd4fc0c,1,0,0,0,0,0,0,-0.05682779438177155,-0.11156252448274714,0.0,-0.36750144893564896,0.011727930040302748,1,6.0,1,1,0.7999508195635442,0.7999508195635441
2016-10-15,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,0.07028867975488363,0.2597175569958359,0.0,1.4761134404148146,-0.07629199850959996,1,8.0,1,1,1.3114189942889727,1.3114189942889727
2016-10-16,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,0.1511809814782096,0.2829225620882473,0.0,-0.04215764493262599,0.022730421109040562,1,7.0,1,1,-0.7749742229014173,-0.7749742229014173
2016-10-18,air_6d64dba2edd4fc0c,0,0,0,0,0,1,0,0.5556424900948399,0.6774076486592421,0.0,0.1476262407358041,0.4628300638585547,1,4.0,1,1,-0.9064591700014062,-0.9064591700014061
2016-10-19,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,0.5440864469915079,0.3989475875503045,0.0,-0.9368531059409392,0.6498724120270981,1,11.0,1,1,-0.7559543877863245,-0.7559543877863245
2016-10-20,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,0.6712029211281628,0.8398426843061221,0.0,1.2592175710794657,0.4958375370647683,1,7.0,1,1,-0.5136582274070997,-0.5136582274070997
2016-10-21,air_6d64dba2edd4fc0c,1,0,0,0,0,0,0,0.24362932630486805,0.10888502389516143,0.0,-0.12349359593338168,0.3197976799649627,1,8.0,1,1,0.8255862495012778,0.8255862495012778
2016-10-22,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,0.07028867975488363,-0.25079255503721576,0.0,-1.4248688119454735,0.24278024248379762,1,4.0,1,1,1.4271919036851892,1.4271919036851892
2016-10-23,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,0.232073283201536,0.2133075468110132,0.0,-0.1506055796003004,0.24278024248379762,1,7.0,1,1,-0.48223415199955516,-0.48223415199955516
2016-10-25,air_6d64dba2edd4fc0c,0,0,0,0,0,1,0,-0.2417244840350882,-0.37842008304547886,0.0,-0.8012931876063463,-0.2743368377468814,1,6.0,1,1,-0.8659386517127303,-0.8659386517127303
2016-10-26,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,0.34763371423485895,0.6077926333820076,0.0,1.1507696364117912,0.011727930040302748,1,12.0,1,1,-0.43551151356465345,-0.43551151356465345
2016-10-27,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,0.3360776711315265,0.3293325722730704,0.0,0.6085299630734198,0.07774287645272983,1,4.0,1,1,-0.4206264252137113,-0.4206264252137113
2016-10-28,air_6d64dba2edd4fc0c,1,0,0,0,0,0,0,-0.44973325989506957,-0.656880144154416,0.0,-1.451980795612392,-0.2633343466781436,1,6.0,1,1,0.7180828336333623,0.7180828336333623
2016-10-29,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,-0.06838383748510381,0.039270008617927336,0.0,-1.451980795612392,-0.09829698064707577,1,2.0,1,1,1.626486697717248,1.6264866977172479
2016-10-30,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,-0.4844013892050663,-0.8077126772550905,0.0,-1.451980795612392,-0.31834680202183285,1,16.0,1,1,-0.39085624851182704,-0.39085624851182704
2016-11-01,air_6d64dba2edd4fc0c,0,0,0,0,0,1,0,-0.31106074265508193,-0.47124010341512473,0.0,-0.557285334604079,-0.08729448957833796,1,16.0,1,1,-1.10699438806271,-1.10699438806271
2016-11-02,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,-0.5999618202383893,-0.958545210355765,0.0,-1.451980795612392,-0.42837171270921137,1,3.0,1,1,0.15989202047303214,0.1598920204730321
2016-11-03,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,-0.3688409581717434,-0.12316502702895303,1.0,1.1236576527448727,-0.45037669484668696,1,13.0,1,1,-0.35033573022315123,-0.35033573022315123
2016-11-04,air_6d64dba2edd4fc0c,1,0,0,0,0,0,0,-0.2417244840350882,-0.19278004230618712,0.0,1.0423217017441169,-0.43937420377794917,1,6.0,1,1,-0.20892739088920087,-0.2089273908892009
2016-11-05,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,-0.1723882254150945,-0.11156252448274714,0.0,0.3916340937380712,-0.14230694492202722,1,11.0,1,1,1.1084029281691785,1.1084029281691785
2016-11-09,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,-0.6577420357550507,-0.6800851492468276,0.0,0.17473822440272258,-0.5053891501903762,1,5.0,1,1,-1.147928381027801,-1.147928381027801
2016-11-10,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,-0.7501903805817092,-0.8657251899861191,0.0,-1.3164208772777992,-0.5383966233965899,1,15.0,1,1,-0.8589095822136743,-0.8589095822136743
2016-11-11,air_6d64dba2edd4fc0c,1,0,0,0,0,0,0,-0.8195266392017029,-0.9701477129019707,0.0,-1.451980795612392,-0.7474439537026091,1,2.0,1,1,0.17601753285321944,0.17601753285321944
2016-11-12,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,-0.28794865644841744,-0.19278004230618712,0.0,0.25607417540347827,-0.2743368377468814,1,13.0,1,1,1.6947100193257327,1.6947100193257327
2016-11-13,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,-0.28794865644841744,-0.21598504739859847,0.0,0.6085299630734198,-0.3733592573655221,1,28.0,1,1,-0.6856636927957644,-0.6856636927957644
2016-11-15,air_6d64dba2edd4fc0c,0,0,0,0,0,1,0,-0.0914959236917683,-0.1347675295751585,0.0,-1.018189056941695,0.022730421109040562,1,3.0,1,1,-1.2562587462485464,-1.2562587462485464
2016-11-16,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,-0.4150651305850726,-0.656880144154416,0.0,-1.2893088936108807,-0.19731940026571648,1,3.0,1,1,-0.6215751179514302,-0.6215751179514302
2016-11-17,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,-0.40350908748174036,-0.25079255503721576,0.0,0.7440898814080126,-0.5163916412591142,1,11.0,1,1,-0.5674099353410574,-0.5674099353410574
2016-11-18,air_6d64dba2edd4fc0c,1,0,0,0,0,0,0,-0.5537376478250601,-0.5524576212385647,0.0,0.9880977344102799,-0.7034339894276577,1,12.0,1,1,0.8425387112342952,0.8425387112342952
2016-11-19,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,-0.7270782943750445,-0.9817502154481763,0.0,-1.451980795612392,-0.5053891501903762,1,2.0,1,1,1.3945274042483997,1.3945274042483995
2016-11-20,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,-0.28794865644841744,-0.007140001566895804,0.0,0.41874607740498987,-0.3953642395029977,1,15.0,1,1,-0.4119434570089951,-0.41194345700899504
2016-11-22,air_6d64dba2edd4fc0c,0,0,0,0,0,1,0,-0.2417244840350882,-0.1347675295751585,0.0,0.3645221100711527,-0.24132936454066775,1,3.0,1,1,0.47165192648998694,0.47165192648998694
2016-11-23,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,-0.5421816047217278,-0.668482646700622,1.0,-1.4248688119454735,-0.43937420377794917,1,1.0,1,1,-0.4805802532938949,-0.4805802532938949
2016-11-25,air_6d64dba2edd4fc0c,1,0,0,0,0,0,0,-1.2124321047150008,-1.120980246002645,0.0,1.0694336854110358,-1.341578471414453,1,3.0,1,1,0.6949282517541191,0.694928251754119
2016-11-26,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,-0.9004189409250288,-0.8541226874399135,0.0,0.3102981427373155,-1.0225062304210553,1,11.0,1,1,1.7430865564662947,1.7430865564662947
2016-11-27,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,-0.6346299495483863,-0.7729051696164733,0.0,-1.3164208772777992,-0.42837171270921137,1,12.0,1,1,-0.8130138931316028,-0.8130138931316027
2016-11-29,air_6d64dba2edd4fc0c,0,0,0,0,0,1,0,-0.6461859926517185,-0.7148926568854447,0.0,0.0934022734019669,-0.5493991144653277,1,10.0,1,1,-0.9279598531749893,-0.9279598531749892
2016-11-30,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,-0.8426387254083674,-1.0049552205405876,0.0,-0.12349359593338168,-0.8464663733212497,1,2.0,1,1,-0.6641630096221813,-0.6641630096221813
2016-12-01,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,-0.70396620816838,-0.4596376008689188,0.0,-0.6115093019379162,-0.7254389715651333,1,19.0,1,1,-0.779935919018398,-0.779935919018398
2016-12-02,air_6d64dba2edd4fc0c,1,0,0,0,0,0,0,-0.5306255616183956,-0.5756626263309761,0.0,0.852537816075687,-0.4173692216404735,1,3.0,1,1,0.9860144239503209,0.9860144239503208
2016-12-03,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,-0.6115178633417215,-0.5292526161461532,0.0,0.3645221100711527,-0.7474439537026091,1,13.0,1,1,2.238842693487951,2.238842693487951
2016-12-04,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,-0.5190695185150633,-0.5176501135999474,0.0,0.5000820284057456,-0.5714040966028034,1,9.0,1,1,-0.591804941249546,-0.5918049412495459
2016-12-06,air_6d64dba2edd4fc0c,0,0,0,0,0,1,0,-0.6115178633417215,-0.39002258559168435,0.0,0.852537816075687,-0.604411569809017,1,13.0,1,1,-1.0350497943664896,-1.0350497943664896
2016-12-07,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,-0.9928672857516873,-1.0745702358178222,0.0,-1.0453010406086134,-0.8354638822525118,1,12.0,1,1,-0.43840583629955887,-0.43840583629955887
2016-12-08,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,-0.8657508116150321,-0.7613026670702676,0.0,0.8796497997426055,-1.044511212558531,1,9.0,1,1,-0.2544096052948574,-0.2544096052948574
2016-12-09,air_6d64dba2edd4fc0c,1,0,0,0,0,0,0,-0.5768497340317248,-0.3552150779530675,0.0,0.9609857507433615,-0.9564912840086284,1,6.0,1,1,1.67651713356347,1.67651713356347
2016-12-10,air_6d64dba2edd4fc0c,0,0,1,0,0,0,0,-0.8773068547183643,-0.958545210355765,0.0,0.906761783409524,-0.7584464447713469,1,16.0,1,1,2.483206227249251,2.483206227249251
2016-12-11,air_6d64dba2edd4fc0c,0,0,0,1,0,0,0,-1.0737595874750132,-1.1093777434564394,0.0,0.933873767076443,-0.9894987572148418,1,24.0,1,1,-0.040229722911856634,-0.04022972291185664
2016-12-13,air_6d64dba2edd4fc0c,0,0,0,0,0,1,0,-0.7733024667883737,-0.5988676314233874,0.0,-0.7741812039394277,-1.0005012482835796,1,14.0,1,1,-0.7075778506457626,-0.7075778506457625
2016-12-14,air_6d64dba2edd4fc0c,0,0,0,0,0,0,1,-0.9235310271316935,-1.0629677332716163,0.0,-1.3706448446116364,-0.7914539179775605,1,4.0,1,1,0.014762409051346273,0.014762409051346258
2016-12-15,air_6d64dba2edd4fc0c,0,0,0,0,1,0,0,-1.1430958460950071,-1.202197763826085,0.0,0.41874607740498987,-1.0335087214897933,1,4.0,1,1,0.12598709700699726,0.12598709700699726
