visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Tōkyō-to Shibuya-ku Higashi,total_area_visitors,total_genre_visitors
2016-08-19,air_5e339a1f364cdb00,1,0,0,0,0,0,0,1.2607230991809524,1.3087073881024438,0.0,0.5252727703740024,1.3063714821912462,1,21.0,1,1,0.7833761931846578,0.7833761931846581
2016-08-20,air_5e339a1f364cdb00,0,0,1,0,0,0,0,1.0372028446718797,1.0377600211531588,0.0,-0.8639893158269554,1.205329502454395,1,15.0,1,1,0.6660892924057773,0.6660892924057776
2016-08-21,air_5e339a1f364cdb00,0,0,0,1,0,0,0,1.2960157709455424,1.450071231728158,0.0,0.7873976922987115,1.1379681826298274,1,2.0,1,1,-0.8092759942905838,-0.8092759942905835
2016-08-22,air_5e339a1f364cdb00,0,1,0,0,0,0,0,1.0372028446718797,0.8374945760167306,0.0,-1.2833891909064898,1.1042875227175435,1,8.0,1,1,-1.9951356398238855,-1.995135639823885
2016-08-23,air_5e339a1f364cdb00,0,0,0,0,0,1,0,1.1666093078087114,1.0848813023617299,0.0,-0.8377768236344845,1.2165563890918227,1,17.0,1,1,-0.6107048173389982,-0.6107048173389977
2016-08-24,air_5e339a1f364cdb00,0,0,0,0,0,0,1,1.131316636044121,1.1791238647788729,0.0,-0.7853518392495427,1.1379681826298274,1,15.0,1,1,-0.4210415062693527,-0.42104150626935233
2016-08-25,air_5e339a1f364cdb00,0,0,0,0,1,0,0,1.3077799948670727,1.3558286693110158,0.0,1.8358973799975475,1.1379681826298274,1,23.0,1,1,-0.2918774509812185,-0.2918774509812181
2016-08-26,air_5e339a1f364cdb00,1,0,0,0,0,0,0,1.3430726666316632,1.367608989613158,0.0,1.390285012725542,1.194102615816967,1,22.0,1,1,1.080676216994415,1.0806762169944155
2016-08-27,air_5e339a1f364cdb00,0,0,1,0,0,0,0,0.8725037097704583,0.6843504120888736,0.0,-1.2833891909064898,0.9246573365186972,1,10.0,1,1,1.1434024392464113,1.1434024392464117
2016-08-29,air_5e339a1f364cdb00,0,1,0,0,0,0,0,1.0254386207503499,1.0495403414553017,0.0,-0.6018643939022463,0.9807917697058367,1,16.0,1,1,-1.4265168676933635,-1.426516867693363
2016-08-30,air_5e339a1f364cdb00,0,0,0,0,0,1,0,0.9666175011426994,0.813933935412445,0.0,-1.1261142377516644,1.0256993162555483,1,17.0,1,1,-0.6370572539064049,-0.6370572539064044
2016-08-31,air_5e339a1f364cdb00,0,0,0,0,0,0,1,1.1666093078087114,1.1673435444767302,0.0,1.6786224268427223,1.0256993162555483,1,19.0,1,1,-0.2091085304948566,-0.2091085304948562
2016-09-01,air_5e339a1f364cdb00,0,0,0,0,1,0,0,1.1901377556517716,1.33226802870673,0.0,1.364072520533071,0.9695648830684087,1,19.0,1,1,-0.6010546293002295,-0.6010546293002291
2016-09-02,air_5e339a1f364cdb00,1,0,0,0,0,0,0,1.154845083887181,1.0141993805488732,0.0,0.001022926524584464,1.0818337494426877,1,26.0,1,1,0.5981668150559826,0.5981668150559829
2016-09-03,air_5e339a1f364cdb00,0,0,1,0,0,0,0,1.2136662034948318,1.33226802870673,0.0,0.656335231336357,1.2614639356415347,1,11.0,1,1,1.17792041953893,1.1779204195389303
2016-09-05,air_5e339a1f364cdb00,0,1,0,0,0,0,0,1.3548368905531931,1.391169630217444,0.0,1.2330100595707167,1.2839177089163905,1,11.0,1,1,-1.3359535645603038,-1.3359535645603033
2016-09-06,air_5e339a1f364cdb00,0,0,0,0,0,1,0,1.401893786239314,1.3204877084045867,0.0,1.2330100595707167,1.4074134619280971,1,15.0,1,1,-0.6370572539064049,-0.6370572539064044
2016-09-07,air_5e339a1f364cdb00,0,0,0,0,0,0,1,1.201901979573302,1.0731009820595874,0.0,-0.6805018704796592,1.3512790287409575,1,11.0,1,1,-0.5409265345971325,-0.5409265345971321
2016-09-08,air_5e339a1f364cdb00,0,0,0,0,1,0,0,1.1195524121225906,1.0848813023617299,0.0,-0.9426267924043681,1.2726908222789624,1,14.0,1,1,-0.39431790862353183,-0.3943179086235315
2016-09-09,air_5e339a1f364cdb00,1,0,0,0,0,0,0,1.1901377556517716,1.33226802870673,0.0,0.10587289529446793,1.0369262028929762,1,16.0,1,1,0.9136537317080347,0.913653731708035
2016-09-10,air_5e339a1f364cdb00,0,0,1,0,0,0,0,1.1430808599656512,1.1791238647788729,0.0,-0.20867701101518293,1.1155144093549716,1,20.0,1,1,1.4191751205081462,1.4191751205081466
2016-09-11,air_5e339a1f364cdb00,0,0,0,1,0,0,0,0.7430972466336268,0.46052432634815976,0.0,-1.230964206521548,0.8348422434192738,1,3.0,1,1,-0.30598157196095727,-0.3059815719609569
2016-09-12,air_5e339a1f364cdb00,0,1,0,0,0,0,0,0.9195606054565786,0.7668126542038733,0.0,-1.2047517143290771,1.0256993162555483,1,12.0,1,1,-1.3147973830906956,-1.3147973830906952
2016-09-13,air_5e339a1f364cdb00,0,0,0,0,0,1,0,0.6725119031044463,0.3191604827224453,0.0,-1.2833891909064898,0.902203563243841,1,10.0,1,1,-0.8003681284086436,-0.8003681284086431
2016-09-14,air_5e339a1f364cdb00,0,0,0,0,0,0,1,0.7313330227120969,0.6372291308803023,0.0,-1.2047517143290771,0.8123884701444181,1,14.0,1,1,-0.40805086852485645,-0.4080508685248561
2016-09-15,air_5e339a1f364cdb00,0,0,0,0,1,0,0,0.8489752619273981,0.6136684902760163,0.0,-1.257176698714019,0.9920186563432645,1,16.0,1,1,-0.08551189138293501,-0.08551189138293463
2016-09-16,air_5e339a1f364cdb00,1,0,0,0,0,0,0,0.7078045748690363,0.3780620842331595,0.0,-1.2833891909064898,0.9583379964309806,1,18.0,1,1,0.8461024154366541,0.8461024154366544
2016-09-17,air_5e339a1f364cdb00,0,0,1,0,0,0,0,0.9901459489857595,0.9670780993403015,0.0,0.10587289529446793,0.9246573365186972,1,18.0,1,1,1.3052286694349933,1.3052286694349937
2016-09-18,air_5e339a1f364cdb00,0,0,0,1,0,0,0,0.9077963815350487,0.6725700917867306,0.0,-1.2833891909064898,0.9920186563432645,1,5.0,1,1,0.13532895027350145,0.1353289502735018
2016-09-19,air_5e339a1f364cdb00,0,1,0,0,0,0,0,0.5195769921245545,0.2013572797010169,1.0,-1.2833891909064898,0.655212057220427,1,1.0,1,1,-1.317766671718009,-1.3177666717180085
2016-09-20,air_5e339a1f364cdb00,0,0,0,0,0,1,0,0.2607640658508919,-0.12849168875898231,0.0,-1.2833891909064898,0.47558187102158056,1,15.0,1,1,-1.7984202682643706,-1.7984202682643702
2016-09-21,air_5e339a1f364cdb00,0,0,0,0,0,0,1,0.37840630506619316,0.23669824060744551,0.0,-1.257176698714019,0.47558187102158056,1,13.0,1,1,0.3416945098717849,0.3416945098717853
2016-09-22,air_5e339a1f364cdb00,0,0,0,0,1,0,0,0.29605673761548196,-0.034249126341839915,1.0,-1.2833891909064898,0.5317163042087202,1,5.0,1,1,-0.3197145318622819,-0.3197145318622815
2016-09-23,air_5e339a1f364cdb00,1,0,0,0,0,0,0,0.4607558725169039,0.1071147172838745,0.0,-1.2833891909064898,0.6776658304952827,1,18.0,1,1,0.15834093713518055,0.1583409371351809
2016-09-24,air_5e339a1f364cdb00,0,0,1,0,0,0,0,0.5783981117322052,0.3191604827224453,0.0,-1.2833891909064898,0.8348422434192738,1,11.0,1,1,1.080305055916001,1.0803050559160012
2016-09-25,air_5e339a1f364cdb00,0,0,0,1,0,0,0,0.7901541423197475,0.8492748963188732,0.0,-0.39216445636247915,0.7787078102321342,1,2.0,1,1,-0.4024834523486438,-0.4024834523486434
2016-09-26,air_5e339a1f364cdb00,0,1,0,0,0,0,0,1.0019101729072895,1.0495403414553017,0.0,-0.4708019329398918,0.9583379964309806,1,21.0,1,1,-1.0880179641796321,-1.088017964179632
2016-09-27,air_5e339a1f364cdb00,0,0,0,0,0,1,0,1.0254386207503499,1.0141993805488732,0.0,-0.6805018704796592,1.059379976167832,1,20.0,1,1,-0.4685501243063676,-0.4685501243063673
2016-09-28,air_5e339a1f364cdb00,0,0,0,0,0,0,1,1.131316636044121,1.108441942966016,0.0,-0.7329268548646009,1.194102615816967,1,25.0,1,1,-0.35423251215480056,-0.35423251215480017
2016-09-29,air_5e339a1f364cdb00,0,0,0,0,1,0,0,0.9077963815350487,0.790373294808159,0.0,-1.0999017455591935,0.9358842231561249,1,17.0,1,1,-0.23360516167019238,-0.23360516167019202
2016-09-30,air_5e339a1f364cdb00,1,0,0,0,0,0,0,0.5313412160460844,0.41340304513958814,0.0,-0.6542893782871881,0.6103045106707154,1,23.0,1,1,1.1482275332657956,1.148227533265796
2016-10-01,air_5e339a1f364cdb00,0,0,1,0,0,0,0,0.3313494093800724,0.0717737563774459,0.0,-1.2833891909064898,0.47558187102158056,1,10.0,1,1,1.182003191401486,1.1820031914014864
2016-10-02,air_5e339a1f364cdb00,0,0,0,1,0,0,0,0.7313330227120969,0.7550323339017307,0.0,1.1019475986083622,0.5878507373958597,1,1.0,1,1,-0.4581576141107706,-0.4581576141107702
2016-10-03,air_5e339a1f364cdb00,0,1,0,0,0,0,0,0.6842761270259762,0.6254488105781594,0.0,-1.2833891909064898,0.7562540369572784,1,7.0,1,1,-1.5322977750414044,-1.532297775041404
2016-10-04,air_5e339a1f364cdb00,0,0,0,0,0,1,0,0.9430890532996388,1.2733664271960157,0.0,0.3417853250267061,0.7113464904075666,1,18.0,1,1,-0.6960718653742594,-0.6960718653742589
2016-10-05,air_5e339a1f364cdb00,0,0,0,0,0,0,1,0.8372110380058678,0.6136684902760163,0.0,-1.0999017455591935,0.9134304498812691,1,16.0,1,1,-0.8645789949742966,-0.8645789949742961
2016-10-06,air_5e339a1f364cdb00,0,0,0,0,1,0,0,1.0724955164364702,1.1909041850810158,0.0,0.8922476610685952,0.902203563243841,1,19.0,1,1,-0.3965448750940169,-0.39654487509401654
2016-10-07,air_5e339a1f364cdb00,1,0,0,0,0,0,0,0.5313412160460844,0.43696368574387373,0.0,0.23693535625682244,0.6327582839455712,1,24.0,1,1,0.7685297500480907,0.768529750048091
2016-10-08,air_5e339a1f364cdb00,0,0,1,0,0,0,0,0.5078127682030242,0.48408496695244535,0.0,-1.230964206521548,0.5429431908461478,1,6.0,1,1,1.0179499947424189,1.0179499947424193
2016-10-09,air_5e339a1f364cdb00,0,0,0,1,0,0,0,0.6372192313398558,0.5312062481610166,0.0,-1.2833891909064898,0.5878507373958597,1,12.0,1,1,0.3071765295792663,0.3071765295792666
2016-10-11,air_5e339a1f364cdb00,0,0,0,0,0,1,0,0.08430070702794007,-0.12849168875898231,0.0,-1.230964206521548,0.3184054580975895,1,18.0,1,1,-1.1811793948615912,-1.1811793948615907
2016-10-12,air_5e339a1f364cdb00,0,0,0,0,0,0,1,0.1195933787925301,0.23669824060744551,0.0,0.866035168876124,0.037733292161891654,1,21.0,1,1,-0.47894263450196467,-0.4789426345019643
2016-10-13,air_5e339a1f364cdb00,0,0,0,0,1,0,0,-0.04510575610889146,-0.35231777449969653,0.0,-1.2833891909064898,0.21736347836073847,1,15.0,1,1,-0.4451669763662744,-0.445166976366274
2016-10-14,air_5e339a1f364cdb00,1,0,0,0,0,0,0,-0.15098377140266261,-0.19917361057183952,0.0,-0.23488950320765375,-0.08576246084981537,1,20.0,1,1,0.9236750808252174,0.9236750808252178
2016-10-15,air_5e339a1f364cdb00,0,0,1,0,0,0,0,-0.021577308265831298,0.1777966390967313,0.0,1.5475599658803678,-0.17557755394923857,1,10.0,1,1,1.3828013348235568,1.382801334823557
2016-10-17,air_5e339a1f364cdb00,0,1,0,0,0,0,0,0.07253648310640977,-0.19917361057183952,0.0,-1.2833891909064898,0.26227102491044996,1,15.0,1,1,-1.3994221089691283,-1.3994221089691279
2016-10-18,air_5e339a1f364cdb00,0,0,0,0,0,1,0,0.4725200964384338,0.6018881699738737,0.0,0.26314784844929345,0.3745398912847291,1,18.0,1,1,-0.6081066897900989,-0.6081066897900985
2016-10-19,air_5e339a1f364cdb00,0,0,0,0,0,0,1,0.4607558725169039,0.3191604827224453,0.0,-0.7853518392495427,0.5653969641210036,1,17.0,1,1,-0.4730040572473378,-0.4730040572473374
2016-10-20,air_5e339a1f364cdb00,0,0,0,0,1,0,0,0.5901623356537351,0.7668126542038733,0.0,1.3378600283406004,0.40822055119701295,1,16.0,1,1,-0.25550366529662893,-0.25550366529662855
2016-10-21,air_5e339a1f364cdb00,1,0,0,0,0,0,0,0.15488605055712057,0.02465247516887429,0.0,0.001022926524584464,0.22859036499816632,1,21.0,1,1,0.9466870676868965,0.9466870676868968
2016-10-22,air_5e339a1f364cdb00,0,0,1,0,0,0,0,-0.021577308265831298,-0.34053745419755355,0.0,-1.257176698714019,0.1500021585361708,1,15.0,1,1,1.4867264367795268,1.4867264367795272
2016-10-24,air_5e339a1f364cdb00,0,1,0,0,0,0,0,-0.2333333388533734,-0.24629489178041072,0.0,1.2854350439556588,-0.1643506673118107,1,13.0,1,1,-1.2353689123100613,-1.2353689123100609
2016-10-25,air_5e339a1f364cdb00,0,0,0,0,0,1,0,-0.33921135414714454,-0.4701209775211249,0.0,-0.6542893782871881,-0.37766151342294113,1,16.0,1,1,-0.5717329041055094,-0.571732904105509
2016-10-26,air_5e339a1f364cdb00,0,0,0,0,0,0,1,0.2607640658508919,0.5312062481610166,0.0,1.2330100595707167,-0.08576246084981537,1,20.0,1,1,-0.18535422147634914,-0.18535422147634875
2016-10-27,air_5e339a1f364cdb00,0,0,0,0,1,0,0,0.24899984192936164,0.24847856090958853,0.0,0.7087602157212987,-0.01840114102524792,1,23.0,1,1,-0.1719924226534387,-0.1719924226534383
2016-10-28,air_5e339a1f364cdb00,1,0,0,0,0,0,0,-0.5509673847346869,-0.752848664772553,0.0,-1.2833891909064898,-0.36643462678551325,1,18.0,1,1,0.85018518729921,0.8501851872992103
2016-10-29,air_5e339a1f364cdb00,0,0,1,0,0,0,0,-0.1627479953241927,-0.0460294466439825,0.0,-1.2833891909064898,-0.19803132722409453,1,13.0,1,1,1.6656260765751612,1.6656260765751614
2016-10-30,air_5e339a1f364cdb00,0,0,0,1,0,0,0,-0.5862600564992771,-0.90599282870041,0.0,-1.2833891909064898,-0.4225690599726528,1,2.0,1,1,-0.1452688250076178,-0.14526882500761742
2016-10-31,air_5e339a1f364cdb00,0,1,0,0,0,0,0,-0.3039186823825541,-0.24629489178041072,0.0,-0.2611019954001247,-0.4001152866977969,1,13.0,1,1,-1.0679752659452666,-1.0679752659452662
2016-11-01,air_5e339a1f364cdb00,0,0,0,0,0,1,0,-0.40979669767632526,-0.5643635399382677,0.0,-0.4183769485549501,-0.18680444058666665,1,15.0,1,1,-0.7881198128209757,-0.7881198128209753
2016-11-02,air_5e339a1f364cdb00,0,0,0,0,0,0,1,-0.7039022957145783,-1.059136992628267,0.0,-1.2833891909064898,-0.534837926346932,1,12.0,1,1,0.34911773144006847,0.34911773144006886
2016-11-03,air_5e339a1f364cdb00,0,0,0,0,1,0,0,-0.4686178172839759,-0.21095393087398254,1.0,1.2067975673782458,-0.5572916996217877,1,3.0,1,1,-0.10889503932302828,-0.10889503932302791
2016-11-04,air_5e339a1f364cdb00,1,0,0,0,0,0,0,-0.33921135414714454,-0.2816358526868393,0.0,1.128160090800833,-0.5460648129843598,1,5.0,1,1,0.018042049494620908,0.018042049494621275
2016-11-05,air_5e339a1f364cdb00,0,0,1,0,0,0,0,-0.2686260106179639,-0.19917361057183952,0.0,0.4990602781815314,-0.2429388737738062,1,13.0,1,1,1.200561245322195,1.2005612453221952
2016-11-07,air_5e339a1f364cdb00,0,1,0,0,0,0,0,-0.6921380717930483,-0.7999699459811244,0.0,0.918460153261066,-0.5797454728966437,1,6.0,1,1,-1.3047760339735126,-1.3047760339735124
2016-11-08,air_5e339a1f364cdb00,0,0,0,0,0,1,0,-0.8215445349298796,-0.8942125083982672,0.0,-0.8115643314420136,-0.8155100922826298,1,5.0,1,1,-1.126989877413121,-1.1269898774131206
2016-11-09,air_5e339a1f364cdb00,0,0,0,0,0,0,1,-0.762723415322229,-0.7764093053768387,0.0,0.2893603406417643,-0.6134261328089273,1,9.0,1,1,-0.8248647595839794,-0.824864759583979
2016-11-10,air_5e339a1f364cdb00,0,0,0,0,1,0,0,-0.85683720669447,-0.9648944302111242,0.0,-1.1523267299441353,-0.6471067927212111,1,9.0,1,1,-0.5654231657724683,-0.565423165772468
2016-11-11,air_5e339a1f364cdb00,1,0,0,0,0,0,0,-0.9274225502236507,-1.0709173129304097,0.0,-1.2833891909064898,-0.8604176388323415,1,3.0,1,1,0.3635930134982215,0.3635930134982218
2016-11-12,air_5e339a1f364cdb00,0,0,1,0,0,0,0,-0.3862682498332651,-0.2816358526868393,0.0,0.36799781721917696,-0.37766151342294113,1,14.0,1,1,1.7268676545135007,1.7268676545135009
2016-11-15,air_5e339a1f364cdb00,0,0,0,0,0,1,0,-0.18627644316725286,-0.2227342511761251,0.0,-0.8639893158269554,-0.07453557421238749,1,8.0,1,1,-0.9221089621284942,-0.9221089621284939
2016-11-16,air_5e339a1f364cdb00,0,0,0,0,0,0,1,-0.5156747129700964,-0.752848664772553,0.0,-1.1261142377516644,-0.2990733069609458,1,6.0,1,1,-0.35237670676272964,-0.35237670676272925
2016-11-17,air_5e339a1f364cdb00,0,0,0,0,1,0,0,-0.5039104890485663,-0.34053745419755355,0.0,0.8398226766836531,-0.6246530194463553,1,4.0,1,1,-0.30375460549047223,-0.30375460549047184
2016-11-18,air_5e339a1f364cdb00,1,0,0,0,0,0,0,-0.6568454000284578,-0.6468257820532676,0.0,1.0757351064158913,-0.8155100922826298,1,8.0,1,1,0.9619046719018779,0.9619046719018782
2016-11-19,air_5e339a1f364cdb00,0,0,1,0,0,0,0,-0.8333087588514096,-1.0826976332325526,0.0,-1.2833891909064898,-0.6134261328089273,1,7.0,1,1,1.4574047115848068,1.457404711584807
2016-11-21,air_5e339a1f364cdb00,0,1,0,0,0,0,0,-0.5039104890485663,-0.764628985074696,0.0,-1.2833891909064898,-0.35520774014808537,1,5.0,1,1,-1.311828094463382,-1.3118280944633818
2016-11-22,air_5e339a1f364cdb00,0,0,0,0,0,1,0,-0.33921135414714454,-0.2227342511761251,0.0,0.47284778598906063,-0.34398085351065727,1,2.0,1,1,0.6289731845643594,0.6289731845643597
2016-11-23,air_5e339a1f364cdb00,0,0,0,0,0,0,1,-0.6450811761069277,-0.764628985074696,1.0,-1.257176698714019,-0.5460648129843598,1,10.0,1,1,-0.22581077902349464,-0.22581077902349425
