visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Niigata-ken Kashiwazaki-shi Chūōchō,total_area_visitors,total_genre_visitors
2016-01-21,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,-1.084166100321049,-1.3141355479767505,0.0,-0.7855618629824822,-0.8983777409936498,1,22.0,1,1,-1.1577187927614818,-1.1577187927614818
2016-01-22,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,-1.2016717517288298,-1.3797283684730768,0.0,-0.9138594202447412,-0.9226292696530863,1,14.0,1,1,-0.8587476475818837,-0.8587476475818837
2016-01-23,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,-1.3896807939812794,-1.521846146215117,0.0,-0.6572643057202231,-1.504665957479563,1,27.0,1,1,-0.7877635669456724,-0.7877635669456724
2016-01-25,air_17bed6dbf7c8b0fc,0,1,0,0,0,0,0,-1.2721751425734984,-1.4343890522200153,0.0,-0.6572643057202231,-1.2500249065554794,1,1.0,1,1,-1.4872525282150044,-1.4872525282150044
2016-01-26,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,-1.1429189260249393,-0.997103582244507,0.0,0.16384006075823476,-1.2015218492366064,1,19.0,1,1,-1.319897699215048,-1.319897699215048
2016-01-27,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,-0.5906423644083689,-0.854985804502467,0.0,-0.5546262599104159,-0.631610925739848,1,24.0,1,1,-1.1730000878984441,-1.173000087898444
2016-01-28,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,-0.7669008415200403,-0.7784608472567529,0.0,-0.9138594202447412,-0.7649943333667489,1,24.0,1,1,-1.1784224829470435,-1.1784224829470435
2016-01-29,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,-1.342678533418167,-1.4999818727163416,0.0,-0.9651784431496448,-0.9711323269719594,1,19.0,1,1,-1.039904936705548,-1.039904936705548
2016-01-30,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,-1.2486740122919422,-1.3250676847261382,0.0,-0.9138594202447412,-0.9590065626422412,1,26.0,1,1,-0.7478350215878036,-0.7478350215878036
2016-02-02,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,-1.2721751425734984,-1.4562533257187908,0.0,-0.9138594202447412,-1.1045157345988603,1,16.0,1,1,-1.3884170548291686,-1.3884170548291686
2016-02-03,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,-1.3191774031366108,-1.4671854624681786,0.0,-0.9651784431496448,-0.9953838556313959,1,30.0,1,1,-1.3159541391797027,-1.3159541391797027
2016-02-04,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,-1.0724155351802709,-1.0954928129889965,0.0,0.035542503495975604,-0.9953838556313959,1,8.0,1,1,-1.279476208852761,-1.279476208852761
2016-02-05,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,-1.1311683608841614,-1.0845606762396087,0.0,-0.9138594202447412,-0.8741262123342133,1,14.0,1,1,-0.9171616306054325,-0.9171616306054325
2016-02-06,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,-1.3191774031366108,-1.4999818727163416,0.0,-0.8368808858873859,-0.9953838556313959,1,27.0,1,1,-0.7010052461680809,-0.7010052461680808
2016-02-09,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,-1.0724155351802709,-1.2376105907310366,0.0,-0.939518931697193,-1.0317611486205507,1,20.0,1,1,-1.2710961437776527,-1.2710961437776527
2016-02-10,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,-1.107667230602605,-1.3359998214755262,0.0,-0.7342428400775787,-0.9226292696530863,1,27.0,1,1,-0.9573366484655105,-0.9573366484655105
2016-02-11,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,-1.1546694911657176,-1.040832129242058,1.0,0.4717541981876563,-1.3349052568635074,1,31.0,1,1,-1.0283207291017218,-1.0283207291017218
2016-02-12,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,-1.0724155351802709,-0.23185400978736756,0.0,1.2671990532136623,-1.5774205434578727,1,13.0,1,1,-0.973850306113518,-0.973850306113518
2016-02-13,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,-0.7904019718015965,-0.6144787960159372,0.0,-0.9651784431496448,-0.7164912760478759,1,34.0,1,1,-0.789981819465554,-0.789981819465554
2016-02-16,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,-1.1311683608841614,-1.150153496735935,0.0,0.2921376180204938,-1.1287672632582968,1,14.0,1,1,-1.3300030718056197,-1.3300030718056197
2016-02-17,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,-1.1429189260249393,-1.3797283684730768,0.0,-0.9651784431496448,-0.9226292696530863,1,31.0,1,1,-1.1663453303387992,-1.1663453303387992
2016-02-18,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,-0.9784110140540462,-0.7456644370085899,0.0,1.446815633380825,-0.9468807983125229,1,23.0,1,1,-1.1757112854227438,-1.1757112854227438
2016-02-19,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,-0.6376446249714813,-0.43956460802573405,0.0,0.3947756638303009,-1.0560126772799872,1,51.0,1,1,-0.8666347676525739,-0.8666347676525739
2016-02-20,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,-0.7551502763792622,-0.8221893942543038,0.0,-0.9651784431496448,-0.6194851614101298,1,32.0,1,1,-0.8996620829485888,-0.8996620829485887
2016-02-23,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,-0.731649146097706,-0.6254109327653251,0.0,-0.19539309957609063,-0.9468807983125229,1,34.0,1,1,-1.2634554962091715,-1.2634554962091715
2016-02-24,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,-1.2604245774327203,-1.1938820437334858,0.0,-0.9138594202447412,-1.1530187919177335,1,24.0,1,1,-1.220815753327003,-1.220815753327003
2016-02-25,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,-1.3896807939812794,-1.4781175992175661,0.0,-0.5546262599104159,-1.1651445562474516,1,9.0,1,1,-1.1197620274212856,-1.1197620274212856
2016-02-26,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,-1.1664200563064955,-1.3797283684730768,0.0,-0.6316047942677714,-0.8741262123342133,1,16.0,1,1,-0.7224483538602697,-0.7224483538602696
2016-02-27,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,-0.7786514066608184,-0.7784608472567529,0.0,0.7026898012597226,-0.8862519766639315,1,15.0,1,1,-0.5595300299000765,-0.5595300299000764
2016-03-01,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,-1.330927968277389,-1.565574693212668,0.0,-0.7342428400775787,-1.092389970269142,1,19.0,1,1,-1.3208835892238842,-1.3208835892238842
2016-03-02,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,-1.0489144048987145,-1.0845606762396087,0.0,-0.5546262599104159,-1.0075096199611142,1,23.0,1,1,-1.194936140595051,-1.194936140595051
2016-03-03,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,-0.6846468855345937,-0.6582073430134882,0.0,-0.8881999087922895,-0.7771200976964672,1,24.0,1,1,-1.2112033257408494,-1.2112033257408494
2016-03-04,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,-0.8844064929278214,-0.6363430695147129,0.0,1.5237941677381803,-1.0317611486205507,1,17.0,1,1,-0.8496281650001483,-0.8496281650001482
2016-03-05,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,-0.5788917992675908,-0.08973623204532749,0.0,1.1389014959514032,-1.043886912950269,1,20.0,1,1,-0.6332253080605875,-0.6332253080605874
2016-03-08,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,-0.42613445243747555,-0.46142888152450956,0.0,-0.9651784431496448,-0.32846681749689133,1,24.0,1,1,-1.202330315661323,-1.202330315661323
2016-03-09,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,-1.0724155351802709,-0.9752393087457317,0.0,-0.9651784431496448,-0.7892458620261855,1,27.0,1,1,-1.2474347835655821,-1.2474347835655821
2016-03-10,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,-1.0371638397579366,-1.182949906984098,0.0,-0.811221374434934,-0.8013716263559036,1,29.0,1,1,-1.1303603450162754,-1.1303603450162754
2016-03-11,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,-1.107667230602605,-1.150153496735935,0.0,0.34345664092539724,-0.9711323269719594,1,20.0,1,1,-0.8013195545671711,-0.8013195545671711
2016-03-12,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,-1.095916665461827,-1.1282892232371595,0.0,0.035542503495975604,-1.0317611486205507,1,48.0,1,1,-0.61671165041258,-0.6167116504125799
2016-03-15,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,-0.966660448913268,-0.9861714454951194,0.0,0.5743922439974636,-1.0196353842908326,1,21.0,1,1,-1.155007595237182,-1.155007595237182
2016-03-16,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,-0.8726559277870432,-0.5816823857677743,0.0,0.035542503495975604,-1.189396084906888,1,23.0,1,1,-1.0682492744595906,-1.0682492744595906
2016-03-17,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,-0.5553906689860346,-0.17719332604042903,0.0,1.8317083051676022,-1.0317611486205507,1,24.0,1,1,-1.022158916546495,-1.022158916546495
2016-03-18,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,-0.1793725844811356,0.19449932343875284,0.0,0.36911615237784917,-0.7407428047073124,1,26.0,1,1,-0.6573796132770761,-0.657379613277076
2016-03-19,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,-0.2733771056073602,-0.37397178752940785,0.0,-0.9651784431496448,-0.013196944924216523,1,32.0,1,1,-0.6403730106246505,-0.6403730106246504
2016-03-22,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,-0.5201389735637003,-0.39583606102818314,0.0,1.857367816620054,-1.1408930275880151,1,28.0,1,1,-1.151064035201837,-1.151064035201837
2016-03-23,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,-0.5553906689860346,-0.5270217020208358,0.0,-0.7342428400775787,-0.5588563397615384,1,27.0,1,1,-1.0527215068204194,-1.0527215068204194
2016-03-24,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,-0.9196581883501556,-0.9643071719963441,0.0,-0.5546262599104159,-0.7771200976964672,1,12.0,1,1,-1.11064254483955,-1.11064254483955
2016-03-25,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,-0.9549098837724899,-0.9752393087457317,0.0,0.2921376180204938,-0.8983777409936498,1,30.0,1,1,-0.5230520995731346,-0.5230520995731345
2016-03-26,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,-0.8844064929278214,-0.8221893942543038,0.0,0.8309873585219817,-0.9953838556313959,1,36.0,1,1,-0.5287209671239431,-0.528720967123943
2016-04-05,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,-0.35563106159280705,-0.30837896703308165,0.0,1.2671990532136623,-0.3405925818266097,1,15.0,1,1,-1.2033162056701592,-1.2033162056701592
2016-04-06,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,-0.16762201934035756,-0.16626118929104136,0.0,1.2671990532136623,-0.3527183461563279,1,30.0,1,1,-1.1380009925847565,-1.1380009925847565
2016-04-07,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,-0.03836580279179835,-0.02414341154900129,0.0,-0.9651784431496448,0.047431876724374794,1,11.0,1,1,-1.2508853985965092,-1.2508853985965092
2016-04-08,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,-0.07361749821413271,-0.11160050554410282,0.0,-0.6572643057202231,-0.2799637601780184,1,13.0,1,1,-0.7066741137188894,-0.7066741137188893
2016-04-09,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,0.07913984861598261,0.4459384686746702,0.0,1.729070259357795,-0.3890956391454827,1,34.0,1,1,-0.61671165041258,-0.6167116504125799
2016-04-12,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,-0.6258940598307032,-0.33024324053185694,0.0,1.7034107479053433,-0.8983777409936498,1,9.0,1,1,-1.264934331222426,-1.264934331222426
2016-04-13,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,0.12614210917909482,0.6645812036624243,0.0,0.3947756638303009,-0.37696987481576444,1,22.0,1,1,-1.1791619004536706,-1.1791619004536706
2016-04-14,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,0.17314436974220726,0.05238154569671258,0.0,0.4460946867352045,0.3141986919781765,1,11.0,1,1,-1.146874002664283,-1.146874002664283
2016-04-15,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,-0.35563106159280705,-0.49422529177267255,0.0,0.7540088241646263,-0.6073593970804115,1,16.0,1,1,-0.7337860889618868,-0.7337860889618867
2016-04-16,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,-0.1558714541995793,0.3038206909326299,0.0,1.9856653738823131,-0.8741262123342133,1,27.0,1,1,-0.5235450445775527,-0.5235450445775527
2016-04-19,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,-0.1323703239180232,-0.04600768504777663,0.0,1.0106039386891443,-0.2799637601780184,1,9.0,1,1,-1.202330315661323,-1.202330315661323
2016-04-20,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,-0.12061975877724514,-0.002279138050225955,0.0,1.3954966104759212,-0.3648441104860462,1,12.0,1,1,-1.0719463619927265,-1.0719463619927265
2016-04-21,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,0.1848949348829853,0.4022099216771195,0.0,-0.6059452828153196,-0.03744847358365307,1,15.0,1,1,-1.1757112854227438,-1.1757112854227438
2016-04-22,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,0.06738928347520436,-0.002279138050225955,0.0,-0.6059452828153196,0.13231222703240256,1,24.0,1,1,-0.6889280935598366,-0.6889280935598365
2016-04-23,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,0.22014663030531967,0.6536490669130365,0.0,0.80532784706953,0.047431876724374794,1,42.0,1,1,-0.5940361802093459,-0.5940361802093458
2016-04-26,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,0.04388815319364824,0.2382278704363039,0.0,2.1396224425970236,-0.2435864671888636,1,14.0,1,1,-1.1079313473152503,-1.1079313473152503
2016-04-27,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,0.03213758805287019,0.10704222944365112,0.0,1.3441775875710178,-0.2435864671888636,1,25.0,1,1,-1.0889529646451521,-1.0889529646451521
2016-04-28,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,0.008636457771313872,-0.2209218730379799,0.0,-0.9651784431496448,0.326324456307895,1,12.0,1,1,-0.8528323075288661,-0.8528323075288661
2016-04-29,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,-0.1558714541995793,-0.4177003345269587,1.0,-0.37500967974325333,0.09593493404324789,1,41.0,1,1,-0.6839986435156553,-0.6839986435156552
2016-04-30,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,0.008636457771313872,-0.08973623204532749,0.0,0.11252103785333109,-0.06170000224308962,1,39.0,1,1,-0.727131331402242,-0.727131331402242
2016-05-03,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,1.148441276426789,1.462627186367727,1.0,0.8566468699744334,0.326324456307895,1,22.0,1,1,-0.8582547025774656,-0.8582547025774655
2016-05-04,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,0.7254209313587778,0.7520382976575261,1.0,0.6000517554499153,0.42333057094564097,1,42.0,1,1,-0.9137110155745056,-0.9137110155745056
2016-05-05,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,0.5374118891063282,0.4350063319252823,1.0,1.857367816620054,0.2899471633187401,1,34.0,1,1,-1.1015230622578147,-1.1015230622578145
2016-05-06,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,0.5139107588247721,0.8504275284020153,0.0,-0.2467121224809943,-0.12232882389168094,1,25.0,1,1,-1.2526107061119727,-1.2526107061119727
2016-05-07,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,0.372903977135435,0.34754923793018094,0.0,-0.9138594202447412,0.3990790422862045,1,32.0,1,1,-0.8345933423653952,-0.8345933423653951
2016-05-11,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,0.41990623769854724,0.2819564174338546,0.0,-0.9651784431496448,0.653720093210288,1,16.0,1,1,-1.2422588610191918,-1.2422588610191918
2016-05-12,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,0.20839606516454162,0.09611009269426364,0.0,0.7540088241646263,0.3141986919781765,1,13.0,1,1,-1.1241985324610488,-1.1241985324610488
2016-05-13,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,0.6196658450917748,0.8832239386501785,0.0,1.6520917250004394,0.2656956346593036,1,16.0,1,1,-0.7742075793241737,-0.7742075793241737
2016-05-14,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,0.372903977135435,0.1726350499399775,0.0,1.472475144833277,0.42333057094564097,1,39.0,1,1,-0.61671165041258,-0.6167116504125799
2016-05-17,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,0.09089041375676067,-0.013211274799613428,0.0,-0.5289667484579641,0.19294104868099388,1,11.0,1,1,-1.3590868270662895,-1.3590868270662895
2016-05-18,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,0.372903977135435,0.8066989814044646,0.0,2.447536580026446,-0.08595153090252607,1,22.0,1,1,-1.1601835177835726,-1.1601835177835724
2016-05-19,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,0.3964051074169911,0.5443276994191594,0.0,1.857367816620054,0.047431876724374794,1,13.0,1,1,-1.1518034527084642,-1.1518034527084642
2016-05-20,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,0.5374118891063282,0.5661919729179351,0.0,1.1389014959514032,0.4960851569239505,1,5.0,1,1,-0.7737146343197556,-0.7737146343197556
2016-05-24,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,1.007434494737452,1.3642379556232374,0.0,1.3954966104759212,0.2899471633187401,1,19.0,1,1,-1.312503524148776,-1.312503524148776
2016-05-25,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,0.9604322341743398,0.8941560753995663,0.0,-0.9651784431496448,1.114499137739582,1,23.0,1,1,-1.1118749073505954,-1.1118749073505954
2016-05-26,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,1.0544367553005647,1.243984451379973,0.0,-0.5546262599104159,1.1751279593881734,1,16.0,1,1,-1.0766293395346989,-1.0766293395346989
2016-05-27,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,0.6079152799509969,0.5005991524216087,0.0,0.5230732210925599,0.6173428002211331,1,13.0,1,1,-0.789735346963345,-0.7897353469633449
2016-05-28,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,0.5961647148102186,0.642716930163649,0.0,0.7026898012597226,0.6173428002211331,1,36.0,1,1,-0.5989656302535272,-0.5989656302535271
2016-05-31,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,0.8546771479073366,0.6864454771611996,0.0,0.5487327325450119,1.017493023101836,1,15.0,1,1,-1.1860631305155245,-1.1860631305155245
2016-06-01,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,0.5491624542471064,0.2819564174338546,0.0,-0.37500967974325333,0.8719838511452168,1,18.0,1,1,-1.2067668207010862,-1.2067668207010862
2016-06-02,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,0.30240058629076627,0.15077077644120218,0.0,1.0362634501415962,0.19294104868099388,1,18.0,1,1,-1.147366947668701,-1.147366947668701
2016-06-03,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,0.4081556725577692,0.533395562669772,0.0,2.65281267164606,0.03530611239465658,1,24.0,1,1,-0.8461775499692213,-0.8461775499692212
2016-06-04,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,0.889928843329671,1.058138126640382,0.0,1.600772702095536,0.22931834167014875,1,30.0,1,1,-0.6761115234449652,-0.6761115234449651
2016-06-07,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,0.9251805387520055,0.9488167591465049,0.0,-0.1697335881236388,0.8113550294966255,1,11.0,1,1,-1.294018086483096,-1.294018086483096
2016-06-08,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,1.1249401461452329,1.0909345368885448,0.0,2.242260488406831,0.9083611441343715,1,24.0,1,1,-1.133071542540575,-1.133071542540575
2016-06-09,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,0.9251805387520055,0.8394953916526278,0.0,-0.9651784431496448,1.150876430728737,1,19.0,1,1,-1.1823660429823886,-1.1823660429823886
2016-06-10,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,0.9016794084704493,0.9597488958958923,0.0,1.5751131906430842,0.8719838511452168,1,23.0,1,1,-0.7535038891386121,-0.7535038891386121
2016-06-11,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,1.1249401461452329,1.462627186367727,0.0,2.1652819540494757,0.6779716218697245,1,33.0,1,1,-0.5965009052314365,-0.5965009052314365
2016-06-14,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,0.9721827993151176,0.7848347079056892,0.0,-0.7342428400775787,1.0902476090801456,1,13.0,1,1,-1.2213086983314212,-1.2213086983314212
2016-06-15,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,1.2424457975530139,1.342373682124462,0.0,1.7034107479053433,1.017493023101836,1,23.0,1,1,-1.1626482428056633,-1.1626482428056633
2016-06-16,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,1.348200883820017,1.1893237676330344,0.0,-0.939518931697193,1.3570144243339475,1,22.0,1,1,-1.23215348842862,-1.23215348842862
2016-06-21,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,1.1366907112860112,1.047205989890994,0.0,0.3947756638303009,1.308511367015074,1,18.0,1,1,-1.2550754311340633,-1.2550754311340633
2016-06-22,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,1.230695232412236,1.0144095796428307,0.0,0.8823063814268853,1.381265952993384,1,25.0,1,1,-1.1939502505862147,-1.1939502505862147
2016-06-23,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,0.9369311038927837,0.5880562464167104,0.0,-0.9651784431496448,1.2236310167070463,1,16.0,1,1,-1.1897602180486606,-1.1897602180486606
2016-06-24,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,1.030935625019008,0.8832239386501785,0.0,-0.811221374434934,1.0538703160909908,1,12.0,1,1,-0.705195278705635,-0.705195278705635
2016-06-25,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,1.2541963626937922,1.0362738531416062,0.0,-0.6572643057202231,1.4540205389716936,1,26.0,1,1,-0.5454810972741597,-0.5454810972741596
2016-06-28,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,0.9369311038927837,0.7520382976575261,0.0,-0.8625403973398377,1.114499137739582,1,18.0,1,1,-1.268384946253353,-1.268384946253353
2016-06-29,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,1.1014390158636769,1.058138126640382,0.0,0.6513707783548189,1.065996080420709,1,21.0,1,1,-1.0943753596937518,-1.0943753596937515
2016-06-30,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,1.1601918415675674,0.9925453061440556,0.0,-0.8881999087922895,1.4176432459825388,1,22.0,1,1,-1.070221054477263,-1.070221054477263
2016-07-01,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,1.3952031443831292,1.3314415453750745,0.0,1.1645610074038553,1.3691401886636654,1,13.0,1,1,1.4548897306546273,1.4548897306546276
2016-07-02,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,1.8064729243103625,2.074826844333438,0.0,-0.04143603086137977,1.660158532576904,1,18.0,1,1,1.5579152365780173,1.5579152365780176
2016-07-05,air_17bed6dbf7c8b0fc,0,0,0,0,0,1,0,1.1719424067083455,1.0034774428934434,0.0,-0.7599023515300305,1.4055174816528202,1,17.0,1,1,0.2037953094414037,0.20379530944140384
2016-07-06,air_17bed6dbf7c8b0fc,0,0,0,0,0,0,1,1.5714616214948007,1.5610164171122163,0.0,-0.27237163393344604,1.5995297109283126,1,12.0,1,1,0.5015340921099565,0.5015340921099567
2016-07-07,air_17bed6dbf7c8b0fc,0,0,0,0,1,0,0,1.0779378855821207,1.0144095796428307,0.0,-0.9651784431496448,1.4176432459825388,1,33.0,1,1,0.45815493172116073,0.4581549317211609
2016-07-08,air_17bed6dbf7c8b0fc,1,0,0,0,0,0,0,1.26594692783457,1.0362738531416062,0.0,-0.5289667484579641,1.4297690103122567,1,18.0,1,1,1.321301634457313,1.3213016344573132
2016-07-09,air_17bed6dbf7c8b0fc,0,0,1,0,0,0,0,1.218944667271458,0.937884622397117,0.0,-0.7855618629824822,1.5874039465985943,1,27.0,1,1,1.5182331637223576,1.5182331637223576
