visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Chūō-ku Ginza,total_area_visitors,total_genre_visitors
2016-01-12,air_ba495cccc8f0f237,0,0,0,0,0,1,0,-1.4663368342703786,-1.6817933831243277,0.0,-1.3229842659928508,-1.2511465644978332,1,17.0,1,1,-1.34677424730552,-1.3467742473055198
2016-01-13,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-1.353882005499531,-1.2347253568867838,0.0,0.8458678197077311,-1.4663200942078083,1,6.0,1,1,-1.1416059721103706,-1.1416059721103706
2016-01-14,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-1.141467328932374,-1.023609900052388,0.0,0.9455851569813211,-1.334825159385046,1,10.0,1,1,-1.048463658122523,-1.0484636581225228
2016-01-15,air_ba495cccc8f0f237,1,0,0,0,0,0,0,-1.1914472528305287,-1.085702681474269,0.0,0.6962918137973462,-1.1196516296750707,1,30.0,1,1,-0.7708230071121718,-0.7708230071121716
2016-01-16,air_ba495cccc8f0f237,0,0,1,0,0,0,0,-1.0789924240596809,-0.973935674914883,0.0,0.9455851569813211,-1.1435597996428457,1,24.0,1,1,-0.6225608579972691,-0.6225608579972689
2016-01-17,air_ba495cccc8f0f237,0,0,0,1,0,0,0,-1.1664572908814514,-1.3713294760149222,0.0,-0.5501749021225285,-1.0837893747234082,1,16.0,1,1,-1.22862385997299,-1.22862385997299
2016-01-18,air_ba495cccc8f0f237,0,1,0,0,0,0,0,-1.5413067201176107,-1.6693748268399515,0.0,-0.9739735855352859,-1.334825159385046,1,20.0,1,1,-1.5134096747961077,-1.5134096747961074
2016-01-19,air_ba495cccc8f0f237,0,0,0,0,0,1,0,-1.2539221577032218,-1.3713294760149222,0.0,0.9455851569813211,-1.2511465644978332,1,29.0,1,1,-1.275832978021625,-1.2758329780216249
2016-01-20,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-1.3788719674486083,-1.3092366945930412,0.0,0.9705144912997186,-1.4424119242400333,1,22.0,1,1,-1.150282242454444,-1.150282242454444
2016-01-21,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-1.2164372147796059,-1.259562469455536,0.0,0.5217864735685639,-1.2391924795139457,1,19.0,1,1,-1.0277937199498774,-1.0277937199498772
2016-01-22,air_ba495cccc8f0f237,1,0,0,0,0,0,0,-1.1664572908814514,-1.1602140191805264,0.0,0.6962918137973462,-1.0001107798361957,1,24.0,1,1,-0.7182550162039619,-0.7182550162039617
2016-01-23,air_ba495cccc8f0f237,0,0,1,0,0,0,0,-1.4038619293976855,-1.644537714271199,0.0,-1.2731255973560558,-1.047927119771746,1,18.0,1,1,-0.6447619027012218,-0.6447619027012217
2016-01-24,air_ba495cccc8f0f237,0,0,0,1,0,0,0,-1.4788318152449174,-1.296818138308665,0.0,0.9206558226629237,-1.5021823491594708,1,5.0,1,1,-1.344222403086675,-1.3442224030866747
2016-01-25,air_ba495cccc8f0f237,0,1,0,0,0,0,0,-1.5288117391430718,-1.3961665885836745,0.0,1.0702318285733086,-1.6695395389338958,1,6.0,1,1,-1.3689752920094727,-1.3689752920094727
2016-01-26,air_ba495cccc8f0f237,0,0,0,0,0,1,0,-1.4163569103722242,-1.24714391317116,0.0,0.8209384853893337,-1.5141364341433585,1,13.0,1,1,-1.1957050695498876,-1.1957050695498874
2016-01-27,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-1.1039823860087583,-0.7752387743648635,0.0,1.0203731599365138,-1.4902282641755833,1,19.0,1,1,-1.0436151541067173,-1.0436151541067171
2016-01-28,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-0.9165576713906787,-0.7007274366586063,0.0,1.0203731599365138,-1.1076975446911834,1,25.0,1,1,-1.0492292113881767,-1.0492292113881765
2016-01-29,air_ba495cccc8f0f237,1,0,0,0,0,0,0,-1.2164372147796059,-1.4706779262899319,0.0,-1.3229842659928508,-1.047927119771746,1,34.0,1,1,-0.9058155662890798,-0.9058155662890796
2016-01-30,air_ba495cccc8f0f237,0,0,1,0,0,0,0,-1.4788318152449174,-1.818397502252466,0.0,-1.3229842659928508,-1.1794220545945082,1,19.0,1,1,-0.6034220263559306,-0.6034220263559303
2016-01-31,air_ba495cccc8f0f237,0,0,0,1,0,0,0,-1.1289723479578355,-1.0484470126211405,0.0,-0.051588215754578684,-1.2033302245622832,1,10.0,1,1,-1.1599792504860558,-1.1599792504860555
2016-02-01,air_ba495cccc8f0f237,0,1,0,0,0,0,0,-1.3039020816013762,-1.6072820454180705,0.0,-1.3229842659928508,-1.047927119771746,1,6.0,1,1,-1.4151636723705698,-1.4151636723705696
2016-02-02,air_ba495cccc8f0f237,0,0,0,0,0,1,0,-1.141467328932374,-1.1105397940430215,0.0,0.7960091510709362,-1.047927119771746,1,17.0,1,1,-1.2666463388337825,-1.2666463388337825
2016-02-03,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-1.2664171386777605,-1.296818138308665,0.0,0.4469984706133712,-1.1794220545945082,1,7.0,1,1,-1.1916221187997356,-1.1916221187997353
2016-02-04,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-1.2539221577032218,-1.259562469455536,0.0,0.14784645879260144,-1.2272383945300582,1,16.0,1,1,-1.1538548243608273,-1.1538548243608273
2016-02-05,air_ba495cccc8f0f237,1,0,0,0,0,0,0,-0.9540426143142945,-0.7876573306492397,0.0,0.9206558226629237,-1.2870088194494957,1,29.0,1,1,-0.7787337241905917,-0.7787337241905915
2016-02-06,air_ba495cccc8f0f237,0,0,1,0,0,0,0,-1.0540024621106034,-1.2098882443180312,0.0,-1.0736909228088758,-0.8327535900617707,1,30.0,1,1,-0.5549369861978729,-0.5549369861978727
2016-02-07,air_ba495cccc8f0f237,0,0,0,1,0,0,0,-1.2664171386777605,-1.2719810257399122,0.0,0.8957264883445263,-1.1794220545945082,1,18.0,1,1,-1.1673795987207067,-1.1673795987207065
2016-02-08,air_ba495cccc8f0f237,0,1,0,0,0,0,0,-1.3413870245249921,-1.2843995820242886,0.0,0.04812912151901138,-1.2033302245622832,1,19.0,1,1,-1.363616419149898,-1.3636164191498978
2016-02-09,air_ba495cccc8f0f237,0,0,0,0,0,1,0,-1.0664974430851424,-0.6137975426679728,0.0,0.8209384853893337,-1.2870088194494957,1,15.0,1,1,-1.1451785540167538,-1.1451785540167538
2016-02-10,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-1.141467328932374,-1.0981212377586451,0.0,1.1450198315285012,-1.167467969610621,1,35.0,1,1,-0.8203287849577675,-0.8203287849577673
2016-02-11,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-1.141467328932374,-1.0111913437680118,1.0,1.1450198315285012,-1.1555138846267334,1,18.0,1,1,-0.8938218984605075,-0.8938218984605074
2016-02-12,air_ba495cccc8f0f237,1,0,0,0,0,0,0,-0.9915275572379104,-0.9615171186305068,0.0,-0.724680242351311,-1.1794220545945082,1,23.0,1,1,-0.8374261412240299,-0.8374261412240298
2016-02-13,air_ba495cccc8f0f237,0,0,1,0,0,0,0,-0.1418688509692831,0.267919953522739,0.0,-0.17623488734656617,-0.36654427569015813,1,29.0,1,1,-0.6470585624981825,-0.6470585624981823
2016-02-14,air_ba495cccc8f0f237,0,0,0,1,0,0,0,0.4204052928849556,0.4169426289352536,0.0,-0.22609355598336098,0.44633350321419185,1,13.0,1,1,-1.184987323830738,-1.184987323830738
2016-02-15,air_ba495cccc8f0f237,0,1,0,0,0,0,0,-0.8790727284670627,-0.514449092392963,0.0,-1.2232669287192608,-0.9762026098684209,1,5.0,1,1,-1.367189001056281,-1.367189001056281
2016-02-16,air_ba495cccc8f0f237,0,0,0,0,0,1,0,-1.1914472528305287,-1.197469688033655,0.0,1.0203731599365138,-1.215284309546171,1,2.0,1,1,-1.2061676308471527,-1.2061676308471525
2016-02-17,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-1.1164773669832966,-0.7752387743648635,0.0,0.7960091510709362,-1.2033302245622832,1,5.0,1,1,-1.0367251747158355,-1.0367251747158353
2016-02-18,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-1.1164773669832966,-1.1105397940430215,0.0,0.3722104676581788,-1.2272383945300582,1,22.0,1,1,-1.046422182747447,-1.0464221827474467
2016-02-19,air_ba495cccc8f0f237,1,0,0,0,0,0,0,-0.6791530328744446,-0.39026352954920074,0.0,0.9954438256181164,-1.0718352897395207,1,28.0,1,1,-0.7264209177042663,-0.7264209177042662
2016-02-20,air_ba495cccc8f0f237,0,0,1,0,0,0,0,-0.8915677094416014,-1.0484470126211405,0.0,-1.173408260082466,-0.5817178054001332,1,25.0,1,1,-0.7606156302367912,-0.760615630236791
2016-02-21,air_ba495cccc8f0f237,0,0,0,1,0,0,0,-0.7041429948235218,-0.48961197982421056,0.0,-0.37566956189374606,-0.6175800603517957,1,14.0,1,1,-1.1303778575474521,-1.130377857547452
2016-02-22,air_ba495cccc8f0f237,0,1,0,0,0,0,0,-1.0540024621106034,-1.2223068006024074,0.0,-1.1983375944008634,-0.7729831651423332,1,13.0,1,1,-1.354174595540171,-1.3541745955401707
2016-02-23,air_ba495cccc8f0f237,0,0,0,0,0,1,0,-1.0540024621106034,-1.197469688033655,0.0,-1.2980549316744534,-0.7729831651423332,1,11.0,1,1,-1.137267836938334,-1.1372678369383338
2016-02-24,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-1.1664572908814514,-1.4830964825743083,0.0,-1.2980549316744534,-1.0598812047556332,1,5.0,1,1,-1.093120931952313,-1.093120931952313
2016-02-25,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-1.4163569103722242,-1.3961665885836745,0.0,-0.8243975796249009,-1.3109169894172708,1,28.0,1,1,-0.9884953189796623,-0.9884953189796621
2016-02-26,air_ba495cccc8f0f237,1,0,0,0,0,0,0,-1.1664572908814514,-1.023609900052388,0.0,1.2945958374388862,-1.3467792443689333,1,29.0,1,1,-0.5771380309018256,-0.5771380309018255
2016-02-27,air_ba495cccc8f0f237,0,0,1,0,0,0,0,-0.9165576713906787,-0.8870057809242495,0.0,1.2945958374388862,-1.0359730347878584,1,25.0,1,1,-0.4084611280361618,-0.40846112803616164
2016-02-28,air_ba495cccc8f0f237,0,0,0,1,0,0,0,-0.804102842619831,-0.576541873814844,0.0,1.1200904972101038,-0.9164321849489833,1,18.0,1,1,-0.9938541918392371,-0.9938541918392368
2016-02-29,air_ba495cccc8f0f237,0,1,0,0,0,0,0,-0.8540827665179853,-0.6013789863835964,0.0,-0.7994682453065034,-0.7849372501262207,1,14.0,1,1,-1.3061999242258824,-1.3061999242258822
2016-03-01,air_ba495cccc8f0f237,0,0,0,0,0,1,0,-1.241427176728683,-1.1602140191805264,0.0,1.3943131747124762,-1.1076975446911834,1,30.0,1,1,-1.1967258072374258,-1.1967258072374256
2016-03-02,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-1.1039823860087583,-0.8994243372086257,0.0,0.8458678197077311,-1.2272383945300582,1,20.0,1,1,-1.0663265676544391,-1.066326567654439
2016-03-03,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-0.7416279377471378,-0.4026820858335771,0.0,1.3693838403940788,-1.0837893747234082,1,7.0,1,1,-1.083168739498817,-1.0831687394988168
2016-03-04,air_ba495cccc8f0f237,1,0,0,0,0,0,0,-0.591688166052674,-0.464774867255458,0.0,1.095161162891706,-0.6893045702551208,1,30.0,1,1,-0.7088131925942349,-0.7088131925942347
2016-03-05,air_ba495cccc8f0f237,0,0,1,0,0,0,0,-0.5542032231290582,-0.4151006421179531,0.0,-0.6748215737145159,-0.4382687855934832,1,21.0,1,1,-0.4847612701796315,-0.48476127017963133
2016-03-06,air_ba495cccc8f0f237,0,0,0,1,0,0,0,-0.2418286987655923,-0.2909150792741909,0.0,-0.5501749021225285,-0.2828656808029457,1,19.0,1,1,-1.1217015872033786,-1.1217015872033784
2016-03-07,air_ba495cccc8f0f237,0,1,0,0,0,0,0,-0.1293738699947445,-0.514449092392963,0.0,-1.3229842659928508,0.17138954858477945,1,4.0,1,1,-1.4110807216204175,-1.4110807216204173
2016-03-08,air_ba495cccc8f0f237,0,0,0,0,0,1,0,0.08304080657241247,0.14373439067897684,0.0,0.6962918137973462,0.15943546360089178,1,29.0,1,1,-1.0739821003109744,-1.0739821003109744
2016-03-09,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-0.804102842619831,-0.5889604300992202,0.0,-1.3229842659928508,-0.9044780999650958,1,30.0,1,1,-1.1206808495158405,-1.1206808495158405
2016-03-10,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-1.1289723479578355,-1.3837480322992983,0.0,-1.3229842659928508,-0.9283862699328708,1,14.0,1,1,-0.9994682491206964,-0.9994682491206962
2016-03-11,air_ba495cccc8f0f237,1,0,0,0,0,0,0,-1.3163970625759152,-1.6817933831243277,0.0,-1.3229842659928508,-1.0001107798361957,1,26.0,1,1,-0.6587970459048701,-0.6587970459048699
2016-03-12,air_ba495cccc8f0f237,0,0,1,0,0,0,0,-1.1664572908814514,-1.3961665885836745,0.0,-0.9739735855352859,-1.0120648648200832,1,30.0,1,1,-0.4676639139133691,-0.46766391391336887
2016-03-13,air_ba495cccc8f0f237,0,0,0,1,0,0,0,-1.0540024621106034,-1.296818138308665,0.0,-1.2980549316744534,-0.8925240149812083,1,28.0,1,1,-1.0711750716702448,-1.0711750716702446
2016-03-14,air_ba495cccc8f0f237,0,1,0,0,0,0,0,-1.17895227185599,-1.5824449328493178,0.0,-1.3229842659928508,-0.8925240149812083,1,6.0,1,1,-1.301606604631961,-1.3016066046319608
2016-03-15,air_ba495cccc8f0f237,0,0,0,0,0,1,0,-0.8790727284670627,-0.6883088803742301,0.0,1.5189598463044636,-0.8805699299973208,1,25.0,1,1,-1.0249866913091479,-1.0249866913091477
2016-03-16,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-0.804102842619831,-0.7131459929429824,0.0,-0.724680242351311,-1.0120648648200832,1,15.0,1,1,-0.9351617748057989,-0.9351617748057987
2016-03-17,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-0.25432367974013087,0.09406016554147167,0.0,1.5189598463044636,-0.5936718903840207,1,14.0,1,1,-0.8874422879133947,-0.8874422879133945
2016-03-18,air_ba495cccc8f0f237,1,0,0,0,0,0,0,-0.041909003172973906,0.21824572838523387,0.0,0.5716451422053587,-0.45022287057737076,1,38.0,1,1,-0.5097693435243139,-0.5097693435243137
2016-03-19,air_ba495cccc8f0f237,0,0,1,0,0,0,0,-0.02941402219843531,-0.36542641698044837,0.0,-0.8493269139432984,0.2670222284558793,1,20.0,1,1,-0.4921616184142824,-0.49216161841428224
2016-03-20,air_ba495cccc8f0f237,0,0,0,1,0,0,0,-0.21683873681651486,-0.07979962243979523,1.0,-0.02665888143618106,-0.36654427569015813,1,25.0,1,1,-0.7057509795316207,-0.7057509795316205
2016-03-21,air_ba495cccc8f0f237,0,1,0,0,0,0,0,-0.7041429948235218,-0.7255645492273586,1.0,-0.20116422166496356,-0.5339014654645832,1,14.0,1,1,-1.1538548243608273,-1.1538548243608273
2016-03-22,air_ba495cccc8f0f237,0,0,0,0,0,1,0,-0.5167182802054422,-0.26607796670543854,0.0,0.8707971540261289,-0.7132127402228957,1,4.0,1,1,-1.0209037405589956,-1.0209037405589954
2016-03-23,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-0.454243375332749,-0.20398518528355744,0.0,0.14784645879260144,-0.4621769555612582,1,9.0,1,1,-0.9190851562270744,-0.9190851562270743
2016-03-24,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-1.1039823860087583,-1.259562469455536,0.0,-0.9490442512168884,-0.8686158450134333,1,21.0,1,1,-0.9790534953699352,-0.9790534953699351
2016-03-25,air_ba495cccc8f0f237,1,0,0,0,0,0,0,-0.8790727284670627,-0.6510532115211013,0.0,0.9705144912997186,-1.0598812047556332,1,33.0,1,1,-0.3706938335972537,-0.37069383359725355
2016-03-26,air_ba495cccc8f0f237,0,0,1,0,0,0,0,-0.8915677094416014,-0.8870057809242495,0.0,0.2226344617477939,-0.7490749951745583,1,27.0,1,1,-0.37656307530059757,-0.37656307530059735
2016-03-27,air_ba495cccc8f0f237,0,0,0,1,0,0,0,-0.591688166052674,-0.43993775468670543,0.0,-0.02665888143618106,-0.6414882303195707,1,7.0,1,1,-0.9387343567121821,-0.9387343567121819
2016-03-28,air_ba495cccc8f0f237,0,1,0,0,0,0,0,-0.4792333372818262,-0.353007860696072,0.0,-0.624962905077721,-0.2828656808029457,1,6.0,1,1,-1.056884744044712,-1.0568847440447118
2016-03-29,air_ba495cccc8f0f237,0,0,0,0,0,1,0,-0.2668186607146695,-0.12947384757729993,0.0,1.1200904972101038,-0.47413104054514565,1,16.0,1,1,-0.7800096463000142,-0.7800096463000141
2016-03-30,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-0.02941402219843531,0.04438594040396697,0.0,-0.425528230530541,-0.23504934086739565,1,19.0,1,1,-0.8660067964750955,-0.8660067964750954
2016-03-31,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-0.02941402219843531,0.06922305297271933,0.0,0.9455851569813211,-0.29481976578683317,1,14.0,1,1,-0.8300257929893791,-0.8300257929893788
2016-04-01,air_ba495cccc8f0f237,1,0,0,0,0,0,0,-0.29180862266374663,-0.15431096014605272,0.0,-0.2510228903017586,-0.39045244565793324,1,22.0,1,1,-0.621540120309731,-0.6215401203097308
2016-04-02,air_ba495cccc8f0f237,0,0,1,0,0,0,0,-0.5791931850781354,-0.7876573306492397,0.0,-1.3229842659928508,-0.4382687855934832,1,17.0,1,1,-0.638892660997878,-0.6388926609978778
2016-04-03,air_ba495cccc8f0f237,0,0,0,1,0,0,0,-0.25432367974013087,-0.3281707481273196,0.0,-1.3229842659928508,-0.22309525588350818,1,23.0,1,1,-1.167634783142591,-1.167634783142591
2016-04-05,air_ba495cccc8f0f237,0,0,0,0,0,1,0,-0.5417082421545194,-0.8497501120711208,0.0,-1.3229842659928508,-0.2709115958190582,1,18.0,1,1,-1.0750028379985126,-1.0750028379985124
2016-04-06,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-0.06689896512205132,0.06922305297271933,0.0,0.7461504824341414,-0.4860851255290332,1,17.0,1,1,-1.0073789661991164,-1.0073789661991162
2016-04-07,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-0.16685881291836027,0.05680449668834337,0.0,-1.1983375944008634,0.051848698745904434,1,17.0,1,1,-1.1242534314222237,-1.1242534314222237
2016-04-08,air_ba495cccc8f0f237,1,0,0,0,0,0,0,0.12052574949602847,0.4045240726508772,0.0,-0.22609355598336098,0.015986443794241842,1,57.0,1,1,-0.5608062279012167,-0.5608062279012165
2016-04-09,air_ba495cccc8f0f237,0,0,1,0,0,0,0,0.24547555924141484,0.4790354103571347,0.0,0.5467158078869613,-0.05573806610908312,1,22.0,1,1,-0.4676639139133691,-0.46766391391336887
2016-04-10,air_ba495cccc8f0f237,0,0,0,1,0,0,0,0.2579705402159532,0.5287096354946393,0.0,-0.275952224620156,0.09966503868145427,1,8.0,1,1,-1.0525466088726754,-1.0525466088726751
2016-04-11,air_ba495cccc8f0f237,0,1,0,0,0,0,0,-0.44174839435821045,-0.31575219184294323,0.0,0.2226344617477939,-0.47413104054514565,1,8.0,1,1,-1.3036480800070371,-1.303648080007037
2016-04-12,air_ba495cccc8f0f237,0,0,0,0,0,1,0,-0.5791931850781354,-0.5641233175304678,0.0,1.5189598463044636,-0.7490749951745583,1,10.0,1,1,-1.138798943469641,-1.1387989434696408
2016-04-13,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-0.0918889270711285,-0.07979962243979523,0.0,-1.1484789257640684,-0.09160032106074571,1,20.0,1,1,-1.0499947646538301,-1.04999476465383
2016-04-14,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-0.01691904122389672,-0.25365941042106216,0.0,-1.3229842659928508,0.20725180353644182,1,14.0,1,1,-1.0165656053869587,-1.0165656053869587
2016-04-15,air_ba495cccc8f0f237,1,0,0,0,0,0,0,0.14551571144510567,0.21824572838523387,0.0,1.693465186533246,-0.043783981125195666,1,32.0,1,1,-0.5888765143085133,-0.5888765143085131
2016-04-16,air_ba495cccc8f0f237,0,0,1,0,0,0,0,0.08304080657241247,0.15615294696335277,0.0,-0.35074022757534856,-0.1513707459801832,1,22.0,1,1,-0.37120420244102276,-0.3712042024410226
2016-04-17,air_ba495cccc8f0f237,0,0,0,1,0,0,0,0.507870159706726,0.42936118521962996,0.0,-0.575104236440926,0.6256447779725046,1,22.0,1,1,-1.0895483500459298,-1.0895483500459298
2016-04-18,air_ba495cccc8f0f237,0,1,0,0,0,0,0,0.47038521678310996,0.88884776774155,0.0,0.3971398019765764,0.2909303984236545,1,4.0,1,1,-1.3939833653541551,-1.393983365354155
2016-04-19,air_ba495cccc8f0f237,0,0,0,0,0,1,0,0.13302073047056684,0.280338509807115,0.0,1.5688185149412586,0.07575686871367934,1,12.0,1,1,-1.0739821003109744,-1.0739821003109744
2016-04-20,air_ba495cccc8f0f237,0,0,0,0,0,0,1,-0.02941402219843531,-0.04254395358666648,0.0,1.5189598463044636,-0.18723300093184558,1,20.0,1,1,-0.9389895411340665,-0.9389895411340664
2016-04-21,air_ba495cccc8f0f237,0,0,0,0,1,0,0,0.17050567339418285,0.06922305297271933,0.0,-1.3229842659928508,0.23115997350421696,1,13.0,1,1,-1.046422182747447,-1.0464221827474467
2016-04-22,air_ba495cccc8f0f237,1,0,0,0,0,0,0,0.27046552119049205,0.503872522925887,0.0,0.7960091510709362,0.21920588852032927,1,34.0,1,1,-0.5424329495255317,-0.5424329495255316
2016-04-23,air_ba495cccc8f0f237,0,0,1,0,0,0,0,0.3454354070377236,0.34243129122899607,0.0,-0.7994682453065034,0.3148385683914294,1,24.0,1,1,-0.4441869470999938,-0.44418694709999357
2016-04-24,air_ba495cccc8f0f237,0,0,0,1,0,0,0,0.07054582559787366,-0.06738106615541883,0.0,-1.0238322541720808,0.0877109536975668,1,2.0,1,1,-1.0678576741857462,-1.067857674185746
2016-04-25,air_ba495cccc8f0f237,0,1,0,0,0,0,0,0.37042536898680123,0.42936118521962996,0.0,0.8458678197077311,0.25506814347199186,1,10.0,1,1,-1.2556734086927486,-1.2556734086927483
2016-04-26,air_ba495cccc8f0f237,0,0,0,0,0,1,0,0.507870159706726,0.6777323109071544,0.0,1.3943131747124762,0.33874673835920427,1,23.0,1,1,-0.9762464667292056,-0.9762464667292055
2016-04-27,air_ba495cccc8f0f237,0,0,0,0,0,0,1,0.37042536898680123,0.267919953522739,0.0,-1.2481962630376584,0.4582875881980793,1,11.0,1,1,-0.956597266244098,-0.9565972662440978
2016-04-28,air_ba495cccc8f0f237,0,0,0,0,1,0,0,-0.0918889270711285,-0.5268676486773392,0.0,-1.3229842659928508,0.23115997350421696,1,32.0,1,1,-0.7121305900787336,-0.7121305900787334
2016-04-29,air_ba495cccc8f0f237,1,0,0,0,0,0,0,0.08304080657241247,0.21824572838523387,1.0,1.0203731599365138,0.004032358810354383,1,35.0,1,1,-0.5373292610878414,-0.5373292610878412
2016-04-30,air_ba495cccc8f0f237,0,0,1,0,0,0,0,0.10803076852148966,0.2555013972383626,0.0,1.4192425090308736,-0.10355440604463317,1,19.0,1,1,-0.5819865349176314,-0.5819865349176312
2016-05-01,air_ba495cccc8f0f237,0,0,0,1,0,0,0,0.3829203499613396,0.665313754622778,0.0,0.9206558226629237,0.0638027837297919,1,15.0,1,1,-0.8654964276313265,-0.8654964276313263
2016-05-02,air_ba495cccc8f0f237,0,1,0,0,0,0,0,0.2829605021650304,0.21824572838523387,0.0,-0.4504575648489385,0.21920588852032927,1,26.0,1,1,-1.0066134129334627,-1.0066134129334625
2016-05-03,air_ba495cccc8f0f237,0,0,0,0,0,1,0,0.6578099314011895,0.6280580857696493,1.0,0.17277579311099886,0.6854152028919421,1,24.0,1,1,-0.7177446473601928,-0.7177446473601927
2016-05-04,air_ba495cccc8f0f237,0,0,0,0,0,0,1,0.8702246079683467,0.9136848803103024,1.0,0.9705144912997186,0.8766805626341418,1,15.0,1,1,-0.7751611422842085,-0.7751611422842083
2016-05-05,air_ba495cccc8f0f237,0,0,0,0,1,0,0,0.8702246079683467,0.9633591054478071,1.0,1.7433238551700412,0.6854152028919421,1,17.0,1,1,-0.9696116717602082,-0.969611671760208
2016-05-06,air_ba495cccc8f0f237,1,0,0,0,0,0,0,0.37042536898680123,0.3548498475133725,0.0,-1.2980549316744534,0.4582875881980793,1,21.0,1,1,-1.1260397223754153,-1.1260397223754153
2016-05-07,air_ba495cccc8f0f237,0,0,1,0,0,0,0,0.7577697791974987,0.8391735426040449,0.0,1.543889180622861,0.4821957581658544,1,16.0,1,1,-0.6932469428592795,-0.6932469428592793
2016-05-08,air_ba495cccc8f0f237,0,0,0,1,0,0,0,0.7702647601720375,0.9136848803103024,0.0,1.6436065178964512,0.6973692878758293,1,6.0,1,1,-1.0387666500909116,-1.0387666500909114
2016-05-09,air_ba495cccc8f0f237,0,1,0,0,0,0,0,0.4204052928849556,0.267919953522739,0.0,-1.3229842659928508,0.5778284380369543,1,2.0,1,1,-1.4730905361383544,-1.4730905361383544
