visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-01-19,air_55390f784018349a,0,0,0,0,0,1,0,-1.2392411314385725,-1.3626488110853914,0.0,0.9274110613545447,-1.2205863807225814,1,57.0,1,1,-1.3681780558367935,-1.3681780558367933
2016-01-20,air_55390f784018349a,0,0,0,0,0,0,1,-1.3667593364567432,-1.2991707068709544,0.0,0.9521194582446474,-1.413567076855776,1,55.0,1,1,-1.246718766560473,-1.246718766560473
2016-01-21,air_55390f784018349a,0,0,0,0,1,0,0,-1.2009856699331212,-1.2483882234994048,0.0,0.5073683142227966,-1.2085250872142568,1,41.0,1,1,-1.128221898973819,-1.128221898973819
2016-01-22,air_55390f784018349a,1,0,0,0,0,0,0,-1.1499783879258527,-1.1468232567563053,0.0,0.6803270924535163,-0.9672992170477636,1,60.0,1,1,-0.8287704398433788,-0.8287704398433788
2016-01-23,air_55390f784018349a,0,0,1,0,0,0,0,-1.3922629774603774,-1.6419524696289145,0.0,-1.2716362618646073,-1.0155443910810622,1,56.0,1,1,-0.7576723192913865,-0.7576723192913863
2016-01-26,air_55390f784018349a,0,0,0,0,0,1,0,-1.4050147979621943,-1.2356926026565174,0.0,0.8038690769040304,-1.4859348379057242,1,40.0,1,1,-1.2906613549571906,-1.2906613549571906
2016-01-27,air_55390f784018349a,0,0,0,0,0,0,1,-1.0862192854167674,-0.7532590106267956,0.0,1.0015362520248532,-1.4618122508890747,1,59.0,1,1,-1.1435277443704286,-1.1435277443704286
2016-01-28,air_55390f784018349a,0,0,0,0,1,0,0,-0.8949419778895115,-0.6770852855694711,0.0,1.0015362520248532,-1.0758508586226856,1,48.0,1,1,-1.1489588508014836,-1.1489588508014834
2016-01-29,air_55390f784018349a,1,0,0,0,0,0,0,-1.2009856699331212,-1.4642137778284907,0.0,-1.321053055644813,-1.0155443910810622,1,33.0,1,1,-1.0102187683354429,-1.0102187683354427
2016-01-30,air_55390f784018349a,0,0,1,0,0,0,0,-1.4687739004712796,-1.8196911614293383,0.0,-1.321053055644813,-1.1482186196726336,1,51.0,1,1,-0.7176796264808907,-0.7176796264808907
2016-02-02,air_55390f784018349a,0,0,0,0,0,1,0,-1.1244747469222187,-1.096040773384756,0.0,0.7791606800139277,-1.0155443910810622,1,37.0,1,1,-1.3592907907677945,-1.3592907907677945
2016-02-03,air_55390f784018349a,0,0,0,0,0,0,1,-1.2519929519403896,-1.2864750860280671,0.0,0.43324312355248795,-1.1482186196726336,1,58.0,1,1,-1.2867114593709688,-1.2867114593709688
2016-02-04,air_55390f784018349a,0,0,0,0,1,0,0,-1.2392411314385725,-1.2483882234994048,0.0,0.1367423608712542,-1.1964637937059321,1,49.0,1,1,-1.250174925198417,-1.250174925198417
2016-02-05,air_55390f784018349a,1,0,0,0,0,0,0,-0.9331974393949626,-0.7659546314696829,0.0,0.9027026644644418,-1.2567702612475555,1,62.0,1,1,-0.8872782682142892,-0.8872782682142892
2016-02-06,air_55390f784018349a,0,0,1,0,0,0,0,-1.0352120034094994,-1.197605740127855,0.0,-1.0739690867437846,-0.7984411079312183,1,61.0,1,1,-0.6707746163945069,-0.6707746163945068
2016-02-09,air_55390f784018349a,0,0,0,0,0,1,0,-1.0479638239113163,-0.5882159396692593,0.0,0.8038690769040304,-1.2567702612475555,1,32.0,1,1,-1.2417813970776959,-1.2417813970776959
2016-02-10,air_55390f784018349a,0,0,0,0,0,0,1,-1.1244747469222187,-1.0833451525418683,0.0,1.1250782364753675,-1.136157326164309,1,55.0,1,1,-0.9275178294989238,-0.9275178294989238
2016-02-11,air_55390f784018349a,0,0,0,0,1,0,0,-1.1244747469222187,-0.9944758066416565,1.0,1.1250782364753675,-1.1240960326559843,1,82.0,1,1,-0.9986159500509163,-0.9986159500509162
2016-02-12,air_55390f784018349a,1,0,0,0,0,0,0,-0.9714529009004138,-0.9436933232701068,0.0,-0.728051530282345,-1.1482186196726336,1,46.0,1,1,-0.9440580172662276,-0.9440580172662276
2016-02-13,air_55390f784018349a,0,0,1,0,0,0,0,-0.10432910677685266,0.31317314017574716,0.0,-0.1844667987000828,-0.3280506611065564,1,64.0,1,1,-0.7598941355586362,-0.7598941355586362
2016-02-16,air_55390f784018349a,0,0,0,0,0,1,0,-1.1754820289294872,-1.1849101192849676,0.0,1.0015362520248532,-1.1844025001976077,1,43.0,1,1,-1.300782962396884,-1.3007829623968838
2016-02-17,air_55390f784018349a,0,0,0,0,0,0,1,-1.0989711059185847,-0.7532590106267956,0.0,0.7791606800139277,-1.1723412066892829,1,43.0,1,1,-1.1368622955686793,-1.1368622955686791
2016-02-18,air_55390f784018349a,0,0,0,0,1,0,0,-1.0989711059185847,-1.096040773384756,0.0,0.3591179328821795,-1.1964637937059321,1,33.0,1,1,-1.146243297585956,-1.146243297585956
2016-02-19,air_55390f784018349a,1,0,0,0,0,0,0,-0.652657388354987,-0.3596947644972858,0.0,0.9768278551347506,-1.0396669780977115,1,37.0,1,1,-0.8366702310158225,-0.8366702310158224
2016-02-20,air_55390f784018349a,0,0,1,0,0,0,0,-0.8694383368858772,-1.0325626691703187,0.0,-1.1728026743041962,-0.5451539442564004,1,44.0,1,1,-0.86975060655043,-0.86975060655043
2016-02-23,air_55390f784018349a,0,0,0,0,0,1,0,-1.0352120034094994,-1.1849101192849676,0.0,-1.2963446587547103,-0.738134640389595,1,43.0,1,1,-1.2341284743793912,-1.234128474379391
2016-02-24,air_55390f784018349a,0,0,0,0,0,0,1,-1.1499783879258527,-1.4769093986713782,0.0,-1.2963446587547103,-1.0276056845893868,1,40.0,1,1,-1.191420228353368,-1.191420228353368
2016-02-25,air_55390f784018349a,0,0,0,0,1,0,0,-1.4050147979621943,-1.3880400527711663,0.0,-0.8268851178427563,-1.2808928482642048,1,39.0,1,1,-1.0902041539564342,-1.0902041539564342
2016-02-26,air_55390f784018349a,1,0,0,0,0,0,0,-1.1499783879258527,-1.0071714274845438,0.0,1.2733286178159844,-1.317076728789179,1,48.0,1,1,-0.6922521736445879,-0.6922521736445878
2016-02-27,air_55390f784018349a,0,0,1,0,0,0,0,-0.8949419778895115,-0.8675195982127824,0.0,1.2733286178159844,-1.0034830975727376,1,59.0,1,1,-0.5290721122387997,-0.5290721122387997
2016-03-01,air_55390f784018349a,0,0,0,0,0,1,0,-1.2264893109367554,-1.1468232567563053,0.0,1.3721622053763958,-1.0758508586226856,1,39.0,1,1,-1.291648828853746,-1.291648828853746
2016-03-02,air_55390f784018349a,0,0,0,0,0,0,1,-1.0862192854167674,-0.8802152190556697,0.0,0.8285774737941332,-1.1964637937059321,1,34.0,1,1,-1.1654990385687873,-1.1654990385687873
2016-03-03,air_55390f784018349a,0,0,0,0,1,0,0,-0.7164164908640724,-0.3723903853401734,0.0,1.347453808486293,-1.0517282716060363,1,56.0,1,1,-1.1817923578619522,-1.1817923578619522
2016-03-04,air_55390f784018349a,1,0,0,0,0,0,0,-0.5633946448422673,-0.4358684895546102,0.0,1.0756614426951614,-0.6537055858313224,1,54.0,1,1,-0.819636306300241,-0.8196363063002409
2016-03-05,air_55390f784018349a,0,0,1,0,0,0,0,-0.5251391833368163,-0.38508600618306055,0.0,-0.6786347365021393,-0.4004184221565044,1,67.0,1,1,-0.6028857860063196,-0.6028857860063196
2016-03-08,air_55390f784018349a,0,0,0,0,0,1,0,0.1252036622558548,0.18621693174687304,0.0,0.6803270924535163,0.2026462532597286,1,50.0,1,1,-1.1729050927929532,-1.1729050927929532
2016-03-09,air_55390f784018349a,0,0,0,0,0,0,1,-0.7801755933731578,-0.5628246979834843,0.0,-1.321053055644813,-0.8708088689811663,1,38.0,1,1,-1.218082023560365,-1.218082023560365
2016-03-10,air_55390f784018349a,0,0,0,0,1,0,0,-1.1117229264204018,-1.3753444319282788,0.0,-1.321053055644813,-0.8949314559978157,1,58.0,1,1,-1.1008194983444053,-1.1008194983444053
2016-03-11,air_55390f784018349a,1,0,0,0,0,0,0,-1.3030002339476578,-1.6800393321575768,0.0,-1.321053055644813,-0.9672992170477636,1,36.0,1,1,-0.7712500853690238,-0.7712500853690238
2016-03-12,air_55390f784018349a,0,0,1,0,0,0,0,-1.1499783879258527,-1.3880400527711663,0.0,-0.9751354991833734,-0.9793605105560882,1,53.0,1,1,-0.5863455982390159,-0.5863455982390158
2016-03-15,air_55390f784018349a,0,0,0,0,0,1,0,-0.8566865163840602,-0.6643896647265838,0.0,1.49570418982691,-0.846686281964517,1,55.0,1,1,-1.1255063457582917,-1.1255063457582914
2016-03-16,air_55390f784018349a,0,0,0,0,0,0,1,-0.7801755933731578,-0.6897809064123585,0.0,-0.728051530282345,-0.9793605105560882,1,56.0,1,1,-1.038608642861412,-1.0386086428614119
2016-03-17,air_55390f784018349a,0,0,0,0,1,0,0,-0.21909549129320638,0.13543444837532312,0.0,1.49570418982691,-0.557215237764725,1,49.0,1,1,-0.9924442381974447,-0.9924442381974447
2016-03-18,air_55390f784018349a,1,0,0,0,0,0,0,-0.0023145427623159566,0.26239065680419726,0.0,0.5567851080030022,-0.41247971566482916,1,44.0,1,1,-0.6270788964719282,-0.6270788964719282
2016-03-19,air_55390f784018349a,0,0,1,0,0,0,0,0.010437277739501075,-0.33430352281151104,0.0,-0.8515935147328592,0.3111978948346506,1,53.0,1,1,-0.6100449717563466,-0.6100449717563466
2016-03-22,air_55390f784018349a,0,0,0,0,0,1,0,-0.48688372183136497,-0.23273855606841168,0.0,0.8532858706842363,-0.6778281728479717,1,45.0,1,1,-1.1215564501720698,-1.1215564501720698
2016-03-23,air_55390f784018349a,0,0,0,0,0,0,1,-0.42312461932227957,-0.16926045185397462,0.0,0.1367423608712542,-0.4245410091731538,1,56.0,1,1,-1.0230559289906636,-1.0230559289906636
2016-03-24,air_55390f784018349a,0,0,0,0,1,0,0,-1.0862192854167674,-1.2483882234994048,0.0,-0.9504271022932704,-0.8346249884561924,1,44.0,1,1,-1.0810700204132964,-1.0810700204132964
2016-03-25,air_55390f784018349a,1,0,0,0,0,0,0,-0.8566865163840602,-0.6263028021979214,0.0,0.9521194582446474,-1.0276056845893868,1,54.0,1,1,-0.4925355780662481,-0.49253557806624804
2016-03-26,air_55390f784018349a,0,0,1,0,0,0,0,-0.8694383368858772,-0.8675195982127824,0.0,0.21086755154156261,-0.7140120533729457,1,55.0,1,1,-0.49821355297144193,-0.4982135529714419
2016-03-29,air_55390f784018349a,0,0,0,0,0,1,0,-0.2318473117950234,-0.09308672679664995,0.0,1.1003698395852646,-0.43660230268147837,1,45.0,1,1,-0.8885126105849835,-0.8885126105849835
2016-03-30,air_55390f784018349a,0,0,0,0,0,0,1,0.010437277739501075,0.08465196500377366,0.0,-0.431550767601111,-0.19537643251498513,1,37.0,1,1,-0.9717072863697802,-0.9717072863697802
2016-03-31,air_55390f784018349a,0,0,0,0,1,0,0,0.010437277739501075,0.1100432066895484,0.0,0.9274110613545447,-0.25568290005660843,1,71.0,1,1,-0.9368988315162007,-0.9368988315162006
2016-04-01,air_55390f784018349a,1,0,0,0,0,0,0,-0.2573509527986575,-0.11847796848242513,0.0,-0.25859198937039124,-0.35217324812320583,1,45.0,1,1,-0.7352072881447499,-0.7352072881447499
2016-04-02,air_55390f784018349a,0,0,1,0,0,0,0,-0.5506428243404503,-0.7659546314696829,0.0,-1.321053055644813,-0.4004184221565044,1,49.0,1,1,-0.7519943443861926,-0.7519943443861925
2016-04-05,air_55390f784018349a,0,0,0,0,0,1,0,-0.512387362834999,-0.82943273568412,0.0,-1.321053055644813,-0.23156031303995922,1,45.0,1,1,-1.1738925666895086,-1.1738925666895086
2016-04-06,air_55390f784018349a,0,0,0,0,0,0,1,-0.027818183765950244,0.1100432066895484,0.0,0.7297438862337222,-0.4486635961898031,1,54.0,1,1,-1.1084724210427102,-1.10847242104271
2016-04-07,air_55390f784018349a,0,0,0,0,1,0,0,-0.12983274778048673,0.09734758584666126,0.0,-1.197511071194299,0.09409461168480682,1,38.0,1,1,-1.2215381821983091,-1.2215381821983091
2016-04-08,air_55390f784018349a,1,0,0,0,0,0,0,0.1634591237613061,0.45282496944750844,0.0,-0.23388359248028828,0.05791073115983274,1,34.0,1,1,-0.6764525912997007,-0.6764525912997006
2016-04-09,air_55390f784018349a,0,0,1,0,0,0,0,0.2909773287794769,0.5289986945048332,0.0,0.5320767111128993,-0.014457029890115197,1,62.0,1,1,-0.5863455982390159,-0.5863455982390158
2016-04-12,air_55390f784018349a,0,0,0,0,0,1,0,-0.5506428243404503,-0.5374334562977097,0.0,1.49570418982691,-0.7140120533729457,1,48.0,1,1,-1.2356096852242242,-1.2356096852242242
2016-04-13,air_55390f784018349a,0,0,0,0,0,0,1,-0.05332182476958431,-0.042304243425100474,0.0,-1.148094277414093,-0.05064091041508927,1,52.0,1,1,-1.1496994562239002,-1.1496994562239
2016-04-14,air_55390f784018349a,0,0,0,0,1,0,0,0.023189098241318106,-0.22004293522552407,0.0,-1.321053055644813,0.2508914272930273,1,44.0,1,1,-1.1173596861117092,-1.117359686111709
2016-04-15,air_55390f784018349a,1,0,0,0,0,0,0,0.1889627647649402,0.26239065680419726,0.0,1.6686629680576295,-0.0023957363817905756,1,47.0,1,1,-0.7036081234549756,-0.7036081234549755
2016-04-16,air_55390f784018349a,0,0,1,0,0,0,0,0.1252036622558548,0.1989125525897602,0.0,-0.35742557693080257,-0.11094737795671258,1,66.0,1,1,-0.4930293150145258,-0.49302931501452574
2016-04-19,air_55390f784018349a,0,0,0,0,0,1,0,0.17621094426312292,0.3258687610186343,0.0,1.5451209836071154,0.11821719870145606,1,53.0,1,1,-1.1729050927929532,-1.1729050927929532
2016-04-20,air_55390f784018349a,0,0,0,0,0,0,1,0.010437277739501075,-0.0042173808964381465,0.0,1.49570418982691,-0.14713125848168646,1,49.0,1,1,-1.042311669973495,-1.042311669973495
2016-04-21,air_55390f784018349a,0,0,0,0,1,0,0,0.21446640576857426,0.1100432066895484,0.0,-1.321053055644813,0.27501401430967676,1,33.0,1,1,-1.146243297585956,-1.146243297585956
2016-04-22,air_55390f784018349a,1,0,0,0,0,0,0,0.31648096978311097,0.5543899361906078,0.0,0.7791606800139277,0.2629527208013519,1,54.0,1,1,-0.6586780611617026,-0.6586780611617025
2016-04-23,air_55390f784018349a,0,0,1,0,0,0,0,0.39299189279401314,0.3893468652330714,0.0,-0.8021767209526535,0.3594430688679493,1,43.0,1,1,-0.5636336986182405,-0.5636336986182404
2016-04-26,air_55390f784018349a,0,0,0,0,0,1,0,0.5587655593176353,0.732128627991032,0.0,1.3721622053763958,0.38356565588459857,1,46.0,1,1,-1.078354467197769,-1.0783544671977687
2016-04-27,air_55390f784018349a,0,0,0,0,0,0,1,0.41849553379764765,0.31317314017574716,0.0,-1.2469278649745046,0.5041785909678452,1,38.0,1,1,-1.0593455946890764,-1.0593455946890764
2016-04-28,air_55390f784018349a,0,0,0,0,1,0,0,-0.05332182476958431,-0.4993465937690473,0.0,-1.321053055644813,0.27501401430967676,1,40.0,1,1,-0.8228455964640461,-0.8228455964640461
2016-04-30,air_55390f784018349a,0,0,1,0,0,0,0,0.15070730325948886,0.3004775193328596,0.0,1.3968706022664985,-0.06270220392341389,1,71.0,1,1,-0.6969426746532262,-0.6969426746532262
2016-05-03,air_55390f784018349a,0,0,0,0,0,1,0,0.7117874053394401,0.681346144619482,1.0,0.16145075776135692,0.733343167626014,1,56.0,1,1,-0.8282767028951011,-0.828276702895101
2016-05-04,air_55390f784018349a,0,0,0,0,0,0,1,0.9285683538703307,0.9733454240058925,1.0,0.9521194582446474,0.9263238637592084,1,66.0,1,1,-0.8838221095763452,-0.8838221095763451
2016-05-05,air_55390f784018349a,0,0,0,0,1,0,0,0.9285683538703307,1.024127907377442,1.0,1.7180797618378354,0.733343167626014,1,62.0,1,1,-1.0719358868701585,-1.0719358868701583
2016-05-06,air_55390f784018349a,1,0,0,0,0,0,0,0.41849553379764765,0.402042486075959,0.0,-1.2963446587547103,0.5041785909678452,1,43.0,1,1,-1.2232662615172811,-1.2232662615172811
2016-05-07,air_55390f784018349a,0,0,1,0,0,0,0,0.8138019693539768,0.897171698948568,0.0,1.5204125867170126,0.5283011779844946,1,62.0,1,1,-0.8045773293777703,-0.8045773293777703
2016-05-10,air_55390f784018349a,0,0,0,0,0,1,0,0.45675099530309854,0.41473810691884655,0.0,-1.2963446587547103,0.6127302325427674,1,37.0,1,1,-1.399530352052429,-1.399530352052429
2016-05-11,air_55390f784018349a,0,0,0,0,0,0,1,0.8393056103576108,0.9860410448487802,0.0,-0.9010103085130647,0.6006689390344425,1,43.0,1,1,-1.2128977856034489,-1.2128977856034489
2016-05-12,air_55390f784018349a,0,0,0,0,1,0,0,0.8775610718630621,1.1003016324347668,0.0,1.915746936958658,0.7815883416593125,1,39.0,1,1,-1.0946477864909339,-1.0946477864909336
2016-05-13,air_55390f784018349a,1,0,0,0,0,0,0,0.8138019693539768,0.9098673197914555,0.0,1.4215789991566012,0.6609754065760659,1,35.0,1,1,-0.744094553213749,-0.744094553213749
2016-05-14,air_55390f784018349a,0,0,1,0,0,0,0,0.6352764823285378,0.6940417654623696,0.0,0.8779942675743391,0.407688242901248,1,80.0,1,1,-0.5863455982390159,-0.5863455982390158
2016-05-17,air_55390f784018349a,0,0,0,0,0,1,0,0.4439991748012817,0.14813006921821073,0.0,-1.321053055644813,0.46799471044287133,1,39.0,1,1,-1.3299134423452699,-1.3299134423452696
2016-05-18,air_55390f784018349a,0,0,0,0,0,0,1,0.660780123332172,1.0495191490632172,0.0,1.9898721276289666,0.2508914272930273,1,36.0,1,1,-1.1306905837152077,-1.1306905837152077
2016-05-19,air_55390f784018349a,0,0,0,0,1,0,0,0.5715173798194525,0.732128627991032,0.0,1.5451209836071154,0.4559334169345467,1,47.0,1,1,-1.1222970555944864,-1.1222970555944864
2016-05-20,air_55390f784018349a,1,0,0,0,0,0,0,0.3037291492812937,0.18621693174687304,0.0,-0.9010103085130647,0.407688242901248,1,48.0,1,1,-0.7436008162654713,-0.7436008162654713
2016-05-21,air_55390f784018349a,0,0,1,0,0,0,0,0.5460137388158184,0.8844760781056807,0.0,1.6686629680576295,0.21470754676805345,1,62.0,1,1,-0.47352670555755566,-0.4735267055575556
2016-05-24,air_55390f784018349a,0,0,0,0,0,1,0,1.0943420203939522,1.265344703392303,0.0,0.8285774737941332,0.8418948092009358,1,40.0,1,1,-1.2832553007330247,-1.2832553007330247
2016-05-25,air_55390f784018349a,0,0,0,0,0,0,1,0.9413201743721475,0.6559549029337073,0.0,-1.321053055644813,1.1434271469090524,1,38.0,1,1,-1.0823043627839906,-1.0823043627839906
2016-05-26,air_55390f784018349a,0,0,0,0,1,0,0,1.0433347383866842,0.9987366656916673,0.0,-0.431550767601111,1.1193045598924032,1,35.0,1,1,-1.0470021709821333,-1.0470021709821333
2016-05-27,air_55390f784018349a,1,0,0,0,0,0,0,0.5842692003212693,0.3893468652330714,0.0,-1.2469278649745046,0.5041785909678452,1,37.0,1,1,-0.7596472670844974,-0.7596472670844973
2016-05-28,air_55390f784018349a,0,0,1,0,0,0,0,0.5715173798194525,0.6051724195621577,0.0,-1.2716362618646073,0.49211729745952054,1,68.0,1,1,-0.5685710681010178,-0.5685710681010177
2016-05-31,air_55390f784018349a,0,0,0,0,0,1,0,0.7117874053394401,0.7067373863052567,0.0,-0.1844667987000828,0.6368528195594166,1,31.0,1,1,-1.1566117734997883,-1.1566117734997883
2016-06-01,air_55390f784018349a,0,0,0,0,0,0,1,0.8520574308594281,0.897171698948568,0.0,0.08732556709104847,0.8418948092009358,1,42.0,1,1,-1.1773487253274528,-1.1773487253274526
2016-06-02,air_55390f784018349a,0,0,0,0,1,0,0,0.7500428668448914,0.8463892155770184,0.0,1.8910385400685552,0.6368528195594166,1,37.0,1,1,-1.1178534230599868,-1.1178534230599868
2016-06-03,air_55390f784018349a,1,0,0,0,0,0,0,0.5842692003212693,0.617868040405045,0.0,1.8169133493982463,0.38356565588459857,1,44.0,1,1,-0.8161801476622969,-0.8161801476622969
2016-06-04,air_55390f784018349a,0,0,1,0,0,0,0,0.8775610718630621,0.9987366656916673,0.0,0.6556186955634136,0.6368528195594166,1,58.0,1,1,-0.6458409005064817,-0.6458409005064817
2016-06-07,air_55390f784018349a,0,0,0,0,0,1,0,0.6097728413249038,0.1989125525897602,0.0,-1.321053055644813,0.8901399832342343,1,52.0,1,1,-1.26474016517261,-1.26474016517261
2016-06-08,air_55390f784018349a,0,0,0,0,0,0,1,0.9030647128666962,1.0114322865345549,0.0,0.08732556709104847,0.6609754065760659,1,40.0,1,1,-1.103535051559933,-1.1035350515599327
2016-06-09,air_55390f784018349a,0,0,0,0,1,0,0,0.8138019693539768,0.5543899361906078,0.0,-1.321053055644813,1.0348755053341305,1,47.0,1,1,-1.1529087463877052,-1.1529087463877052
2016-06-10,air_55390f784018349a,1,0,0,0,0,0,0,1.1070938408957696,1.201866599177866,0.0,1.1992034271456757,1.010752918317481,1,56.0,1,1,-0.7233576013860845,-0.7233576013860845
2016-06-11,air_55390f784018349a,0,0,1,0,0,0,0,1.1070938408957696,1.2399534617065284,0.0,1.3227454115961899,0.829833515692611,1,48.0,1,1,-0.5661023833596291,-0.566102383359629
2016-06-14,air_55390f784018349a,0,0,0,0,0,1,0,0.9413201743721475,0.8717804572627932,0.0,-0.03621641735946569,0.8901399832342343,1,31.0,1,1,-1.1919139653016457,-1.1919139653016455
2016-06-15,air_55390f784018349a,0,0,0,0,0,0,1,0.7627946873467086,0.36395562354729666,0.0,-1.321053055644813,1.0348755053341305,1,40.0,1,1,-1.1331592684565963,-1.1331592684565963
2016-06-16,air_55390f784018349a,0,0,0,0,1,0,0,0.9285683538703307,0.6432592820908196,0.0,-1.321053055644813,1.046936798842455,1,54.0,1,1,-1.2027761781637556,-1.2027761781637556
2016-06-17,air_55390f784018349a,1,0,0,0,0,0,0,1.1963565844084891,1.2526490825494156,0.0,0.705035489343619,1.010752918317481,1,39.0,1,1,-0.6534938232047864,-0.6534938232047864
2016-06-18,air_55390f784018349a,0,0,1,0,0,0,0,1.5151520969539158,1.7350826745791375,0.0,1.9651637307388639,1.2157949079590005,1,58.0,1,1,-0.5636336986182405,-0.5636336986182404
2016-06-21,air_55390f784018349a,0,0,0,0,0,1,0,1.0050792768812329,0.8083023530483561,0.0,-0.7033431333922422,1.2278562014673249,1,37.0,1,1,-1.2257349462586697,-1.2257349462586697
2016-06-22,air_55390f784018349a,0,0,0,0,0,0,1,1.0050792768812329,0.5797811778763826,0.0,-1.321053055644813,1.2157949079590005,1,49.0,1,1,-1.164511564672232,-1.164511564672232
2016-06-23,air_55390f784018349a,0,0,0,0,1,0,0,1.0433347383866842,0.960649803163005,0.0,-0.5056759582714195,1.2519787884839741,1,45.0,1,1,-1.1603148006118713,-1.160314800611871
2016-06-24,air_55390f784018349a,1,0,0,0,0,0,0,1.0050792768812329,0.7575198696768066,0.0,-1.321053055644813,1.191672320942351,1,50.0,1,1,-0.6749713804548675,-0.6749713804548675
2016-06-25,air_55390f784018349a,0,0,1,0,0,0,0,1.3493784304302938,1.1891709783349784,0.0,-1.321053055644813,1.3122852560255975,1,54.0,1,1,-0.5150006092128846,-0.5150006092128845
2016-06-28,air_55390f784018349a,0,0,0,0,0,1,0,0.5460137388158184,0.44012934860462133,0.0,-1.321053055644813,0.733343167626014,1,38.0,1,1,-1.2390658438621684,-1.2390658438621682
2016-06-29,air_55390f784018349a,0,0,0,0,0,0,1,0.8520574308594281,0.617868040405045,0.0,-1.321053055644813,0.9745690377925073,1,44.0,1,1,-1.0647767011201315,-1.0647767011201315
2016-06-30,air_55390f784018349a,0,0,0,0,1,0,0,1.0433347383866842,0.9860410448487802,0.0,-1.1728026743041962,1.095181972875754,1,52.0,1,1,-1.0405835906545229,-1.0405835906545229
2016-07-01,air_55390f784018349a,1,0,0,0,0,0,0,1.3748820714339283,1.4303877743498397,0.0,-0.23388359248028828,1.3243465495339224,1,36.0,1,1,1.4885839268981238,1.4885839268981238
2016-07-02,air_55390f784018349a,0,0,1,0,0,0,0,1.5534075584593672,1.5827352244644886,0.0,0.3838263297722825,1.4932046586504675,1,56.0,1,1,1.5917749490881683,1.5917749490881683
2016-07-05,air_55390f784018349a,0,0,0,0,0,1,0,0.8775610718630621,0.795606732205469,0.0,-1.321053055644813,1.1072432663840783,1,36.0,1,1,0.2354795521692575,0.23547955216925753
2016-07-06,air_55390f784018349a,0,0,0,0,0,0,1,1.0560865588885016,0.960649803163005,0.0,-0.308008783150597,1.1434271469090524,1,46.0,1,1,0.5336966689290035,0.5336966689290035
2016-07-07,air_55390f784018349a,0,0,0,0,1,0,0,1.6044148404666354,2.204820645765972,0.0,1.8416217462883495,1.3122852560255975,1,40.0,1,1,0.4902478174805637,0.4902478174805637
2016-07-08,air_55390f784018349a,1,0,0,0,0,0,0,1.3366266099284771,1.3288228076067403,0.0,-0.8021767209526535,1.3364078430422472,1,34.0,1,1,1.3547812139148603,1.3547812139148603
2016-07-09,air_55390f784018349a,0,0,1,0,0,0,0,0.9668238153757815,0.7067373863052567,0.0,-1.321053055644813,1.1193045598924032,1,35.0,1,1,1.5520291247518114,1.5520291247518114
